"rownum","QuestKey","i32","QuestStates","[i32]","Text (English)","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","bool","Message (English)","Message (French)","Message (German)","Message (Japanese)","Message (Korean)","Message (Portuguese)","Message (Russian)","Message (Spanish)","Message (Thai)","Message (Traditional Chinese)","MapPinsKeys1","i32","MapPinsTexts (English)","MapPinsTexts (French)","MapPinsTexts (German)","MapPinsTexts (Japanese)","MapPinsTexts (Korean)","MapPinsTexts (Portuguese)","MapPinsTexts (Russian)","MapPinsTexts (Spanish)","MapPinsTexts (Thai)","MapPinsTexts (Traditional Chinese)","MapPinsKeys2","[rid]","bool","[i32]","[i32]","i32","SoundEffect"," (English)"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)"
100,17,7,"[20,0]",[],"Alira wants you to bring her the amulets of her rivals - Kraityn and Oak. Oak can be found in the Wetlands, west of town. You have slain Kraityn and have his amulet. Alira will reward you with {0}.","Alira veut que vous lui apportiez les amulettes de ses rivaux : Orme et Kraityn. Orme se trouve dans les Paluns, à l'ouest de la ville. Vous avez tué Kraityn et possédez son amulette. En récompense, Alira vous remettra : {0}","Alira ersucht Euch, ihr die Amulette ihrer Rivalen Kraityn und Oak zu bringen. Ihr findet Oak im Feuchtland, westlich der Stadt. Ihr habt Kraityn getötet und sein Amulett beschafft. Alira wird Euch dafür belohnen mit: {0}.","アリーラから、彼女の宿敵であるクレイティンとオークのお守りを持って来て欲しいと依頼された。オークは街の西にある湿地にいる。クレイティンは既に倒してお守りを手に入れている。アリーラから報酬として{0}を受け取れるだろう。","알리라가 경쟁자인 크레이틴과 오크의 목걸이를 가져와 달라고 부탁했습니다. 오크는 마을 서쪽의 습지대에 있을 것입니다. 크레이틴을 처치하고 목걸이를 획득했습니다. 알리라가 보상을 해 줄 것입니다.{0}","Alira quer que você traga para ela os amuletos de seus rivais - Kraityn e Oak. Oak pode ser encontrado nas Terras Inundadas, ao oeste da vila. Você matou Kraityn e conseguiu seu amuleto. Alira te recompensará com {0}.","Алира просит вас принести амулеты ее соперников: Дуба и Крайтина. Дуб обосновался на Топи, к западу от Лесного лагеря. Амулет убитого Крайтина уже при вас. В награду от Алиры вы получите {0}.","Alira quiere que le traigas los amuletos de sus rivales: Kraityn y Oak. Puedes encontrar a Oak en los Humedales al oeste del pueblo. Has matado a Kraityn y tienes su amuleto. Alira te recompensará con {0}.","อลิร่า​ต้องการ​ให้​คุณ​นำ​สร้อย​ของ​สอง​คู่อริ​ของเ​ธอ เครทิน​และ​โอ๊ค มา​ให้​กับ​เธอ คุณ​สามารถ​พบ​โอ๊ค​ได้​ภายใน​แดนน้ำขัง​ทาง​ตะวันตก​ของ​เมือง คุณ​ได้​สังหารเครทิน​และเก็บ​สร้อย​ของ​เขา​มาแล้ว อลิร่า​จะ​ให้​รางวัล​แก่​คุณ​เป็น {0}","阿莉亞要你帶來他仇敵們的項鍊 - 克雷頓與歐克。 你已經擊殺克雷頓並取得他的項鍊。你可以在城鎮西方的濕地找到歐克 。 完成之後阿莉亞將會獎勵你 {0}","","Acquire the amulet of Alira's rival - Oak","Prenez l'amulette d'Orme, le rival d'Alira","Beschafft das Amulett von Aliras Rivalen Oak","アリーラの宿敵（オーク）のお守りを手に入れろ","알리라의 경쟁자인 오크의 목걸이를 획득하십시오","Adquira o amuleto do rival da Alira - Oak","Заберите амулет у Дуба, соперника Алиры","Obtén el amuleto del rival de Alira: Oak","ยึด​ครอง​สร้อย​ของโอ๊ค ศัตรู​ของ​อลิร่า","取回歐克的項鍊",[30],0,"[""Acquire Oak's amulet""]","[""Récupérez l'amulette d'Orme.""]","[""Beschafft Oaks Amulett.""]","[""オークのお守りを手に入れろ""]","[""오크의 목걸이 획득하기""]","[""Adquira o amuleto do Oak""]","[""Получите амулет Дуба""]","[""Obtén el amuleto de Oak""]","[""ยึด​ครอง​สร้อย​ของ​โอ๊ค""]","[""取回歐克的項鍊""]",[30],[],"",[],[],0,"",216,236,246,106,114,212,196,218,214,100
101,17,8,[20],[],"Alira wants you to bring her the amulets of her rivals - Kraityn and Oak. Kraityn can be found at the Broken Bridge, east of town. Oak can be found in the Wetlands, west of town. Alira will reward you with {0}.","Alira veut que vous lui apportiez les amulettes de ses rivaux : Orme et Kraityn. Orme se trouve dans les Paluns, à l'ouest de la ville ; quant à Kraityn, il se situe au Pont brisé, à l'est de la ville. En récompense, Alira vous remettra : {0}","Alira ersucht Euch, ihr die Amulette ihrer Rivalen Kraityn und Oak zu bringen. Ihr findet Kraityn bei der zerstörten Brücke, östlich der Stadt. Oak befindet sich im Feuchtland, westlich der Stadt. Alira wird Euch dafür belohnen mit: {0}.","アリーラから、彼女の宿敵であるクレイティンとオークのお守りを持って来て欲しいと依頼された。クレイティンは街の東にある壊れた橋に、オークは街の西にある湿地にいる。アリーラから報酬として{0}を受け取れるだろう。","알리라가 경쟁자인 크레이틴과 오크의 목걸이를 가져와 달라고 부탁했습니다. 크레이틴은 마을 동쪽의 부서진 다리에, 오크는 마을 서쪽의 습지대에 있을 것입니다. 알리라가 보상을 해 줄 것입니다.{0}","Alira quer que você traga para ela os amuletos de seus rivais - Kraityn e Oak. Kraityn pode ser encontrado na Ponte Quebrada, ao leste da vila. Oak pode ser encontrado nas Terras Inundadas, ao oeste da vila. Alira te recompensará com {0}.","Алира просит вас принести амулеты ее соперников: Крайтина и Дуба. Крайтина можно найти на Разрушенном мосту, на востоке от Лесного лагеря. Дуб обосновался на Топи, к западу от Лесного лагеря. В награду от Алиры вы получите {0}.","Alira quiere que le traigas los amuletos de sus rivales: Kraityn y Oak. Puedes encontrar a Kraityn en el Puente Destrozado, al este del pueblo. Puedes encontrar a Oak en los Humedales al oeste del pueblo. Alira te recompensará con {0}.","อลิร่า​ต้องการ​ให้​คุณ​นำ​สร้อย​ของ​สอง​คู่อริ​ของเธอ เครทิน​และ​โอ๊ค มา​ให้​กับ​เธอ คุณ​สามารถ​พบ​เครทิน​ได้​ภายใน​สะพานหัก​ทางตะวันออก​ของ​เมือง คุณ​สามารถ​พบ​โอ๊ค​ได้​ภายใน​แดนน้ำขัง​ทาง​ตะวันตก​ของ​เมือง อลิร่า​จะ​ให้​รางวัล​แก่​คุณ​เป็น {0}","阿莉亞要你帶來他仇敵們的項鍊 - 克雷頓與歐克。 你可以在城鎮西方的濕地找到歐克 ，克雷頓則是位於城鎮東方的河畔斷橋。 完成之後阿莉亞將會獎勵你 {0}","","Acquire the amulets of Alira's rivals - Kraityn and Oak","Prenez les amulettes d'Orme et Kraityn, les rivaux d'Alira","Beschafft die Amulette von Aliras Rivalen Kraityn und Oak","アリーラの宿敵（クレイティンとオーク）のお守りを手に入れろ","알리라의 경쟁자인 크레이틴과 오크의 목걸이를 획득하십시오","Adquira os amuletos dos rivais da Alira - Kraityn e Oak","Заберите амулеты у соперников Алиры: Крайтина и Дуба","Obtén los amuletos de los rivales de Alira: Kraityn y Oak","ยึด​ครอง​สร้อย​ของเครทินและโอ๊ค ศัตรู​ของ​อลิร่า","取回克雷頓與歐克的項鍊","[24,30]",0,"[""Acquire Kraityn's amulet"",""Acquire Oak's amulet""]","[""Récupérez l'amulette d'Orme"",""Récupérez l'amulette de Kraityn.""]","[""Beschafft Kraityns Amulett"",""Beschafft Oaks Amulett.""]","[""クレイティンのお守りを手に入れろ"",""オークのお守りを手に入れろ""]","[""크레이틴의 목걸이 획득하기"",""오크의 목걸이 획득하기""]","[""Adquira o amuleto do Kraityn"",""Adquira o amuleto do Oak""]","[""Получите амулет Крайтина"",""Получите амулет Дуба""]","[""Obtén el amuleto de Kraityn"",""Obtén el amuleto de Oak""]","[""ยึด​ครอง​สร้อย​ของ​เครทิน"",""ยึด​ครอง​สร้อย​ของ​โอ๊ค""]","[""取回克雷頓與,歐克的項鍊""]","[24,30]",[],"",[],[],0,"",216,236,246,106,114,212,196,218,214,100
102,17,9,"[120,0]",[17],"Alira wants you to bring her the amulets of her rivals - Kraityn and Oak. Alira will reward you with {0}.","Alira veut que vous lui apportiez les amulettes de ses rivaux : Orme et Kraityn. En récompense, Alira vous remettra : {0}","Alira ersucht Euch, ihr die Amulette ihrer Rivalen Kraityn und Oak zu bringen. Alira wird Euch dafür belohnen mit: {0}.","アリーラから、彼女の宿敵であるクレイティンとオークのお守りを持って来るよう依頼された。報酬として{0}を受け取れるだろう。","알리라가 경쟁자인 크레이틴과 오크의 목걸이를 가져와 달라고 부탁했습니다. 알리라가 보상을 해 줄 것입니다.{0}","Alira quer que você traga para ela os amuletos de seus rivais - Kraityn e Oak. Alira te recompensará com {0}.","Алира просит вас принести амулеты ее соперников: Крайтина и Дуба. В награду от Алиры вы получите {0}.","Alira quiere que le traigas los amuletos de sus rivales: Kraityn y Oak. Alira te recompensará con {0}.","อลิร่า​ต้องการ​ให้​คุณ​นำ​สร้อย​ของ​สอง​คู่อริ​ของเธอ เครทิน​และ​โอ๊ค มา​ให้​กับ​เธอ อลิร่า​จะ​ให้​รางวัล​แก่​คุณ​เป็น {0}","阿莉亞要你帶來他仇敵們的項鍊 - 克雷頓與歐克。完成之後阿莉亞將會獎勵你 {0}","","","","","","","","","","","",[27],0,"[""Talk to Alira and decide if you want to help her""]","[""Parlez à Alira et choisissez de l'aider ou non.""]","[""Sprecht mit Alira und trefft eine Entscheidung.""]","[""アリーラに話しかけ、協力するか決めろ""]","[""알리라와 대화하여 그녀를 도울지 결정하기""]","[""Fale com Alira e decida se quer ajudá-la""]","[""Поговорите с Алирой и согласитесь или откажитесь помочь ей""]","[""Habla con Alira y decide si quieres ayudarla""]","[""พูดคุย​กับอลิร่า แล้วคัดสินใจว่าคุณต้องการช่วยเธอหรือไม่""]","[""與阿莉亞交談決定是否幫助她""]",[],[33],"",[],[],0,"",216,236,246,106,114,212,196,218,214,100
103,18,0,"[89,0]",[],"Quest Complete - You have slain Alira and Kraityn. Oak has rewarded you with {0}.","Quête terminée — Vous avez tué Kraityn et Alira. Orme vous a remis : {0}","Quest abgeschlossen: Ihr habt Alira und Kraityn getötet. Oak hat Euch dafür belohnt mit: {0}.","クエスト完了－アリーラとクレイティンを倒した。オークから報酬として{0}を受け取った。","퀘스트 완료 - 알리라와 크레이틴을 처치하고 오크에게 보상을 받았습니다.{0}","Missão Completa - Você matou Alira e Kraityn. Oak te recompensou com {0}.","Задание выполнено: вы убили Алиру и Крайтина. В награду от Дуба вы получили {0}.","Misión completa - Has matado a Alira y a Kraityn. Oak te ha recompensado con {0}.","ภารกิจ​เสร็จ​สิ้น - คุณ​ได้​สังหารอลิร่า​และ​เครทิน​และ​รับ​รางวัล​จาก​โอ๊ค​เป็น {0} ไป​แล้ว","任務完成 - 你已經擊殺了阿莉亞與克雷頓，歐克已獎勵你 {0}",1,"","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"",[],[],0,"",216,236,246,106,114,212,196,218,214,100
104,18,1,"[89,0]",[],"Quest Complete - You have slain Alira and Kraityn. Oak has rewarded you with {0}.","Quête terminée — Vous avez tué Kraityn et Alira. Orme vous a remis : {0}","Quest abgeschlossen: Ihr habt Alira und Kraityn getötet. Oak hat Euch dafür belohnt mit: {0}.","クエスト完了－アリーラとクレイティンをた倒した。オークから報酬として{0}を受け取った。","퀘스트 완료 - 알리라와 크레이틴을 처치하고 오크에게 보상을 받았습니다.{0}","Missão Completa - Você matou Alira e Kraityn. Oak te recompensou com {0}.","Задание выполнено: вы убили Алиру и Крайтина. В награду от Дуба вы получили {0}.","Misión completa - Has matado a Alira y a Kraityn. Oak te ha recompensado con {0}.","ภารกิจ​เสร็จ​สิ้น - คุณ​ได้​สังหารอลิร่า​และ​เครทิน​และ​รับ​รางวัล​จาก​โอ๊ค​เป็น {0} ไป​แล้ว","任務完成 - 你已經擊殺了阿莉亞與克雷頓，歐克已獎勵你 {0}",1,"","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"",[],[],0,"",216,236,246,106,114,212,196,218,214,100
105,18,2,[89],[],"Quest Complete - You have slain Alira and Kraityn. Talk to Oak to get the Apex. He has rewarded you with {0}.","Quête terminée — Vous avez tué Kraityn et Alira. Parlez à Orme pour obtenir l'Apex. Il vous a remis : {0}","Quest abgeschlossen: Ihr habt Alira und Kraityn getötet. Sprecht mit Oak, um die Spitze zu erhalten. Er hat Euch dafür belohnt mit: {0}.","クエスト完了－アリーラとクレイティンをた倒した。オークに話しかけてエイペックスを手に入れよう。オークから報酬として{0}を受け取った。","퀘스트 완료 - 알리라와 크레이틴을 처치했습니다. 오크와 대화해 정점을 획득하십시오. 오크에게 보상을 받았습니다.{0}","Missão Completa - Você matou Alira e Kraityn. Fale com Oak para conseguir o Ápice. Ele te recompensou com {0}.","Задание выполнено: вы убили Алиру и Крайтина. Поговорите с ним о Верхушке. В награду от Дуба вы получили {0}.","Misión completa - Has matado a Alira y a Kraityn. Habla con Oak para obtener el Ápice. Te ha recompensado con {0}.","ภารกิจ​เสร็จ​สิ้น - คุณ​ได้​สังหารอลิร่า​และ​เครทิน​แล้ว พูด​คุย​กับโอ๊ค​เพื่อ​รับ​ส่วน​ยอด โอ๊ค​ได้​ให้​รางวัล​แก่​คุณ​เป็น {0} ไป​แล้ว","任務完成 - 你已經擊殺了阿莉亞與克雷頓。現在跟歐克交談來獲得頂尖之錐。他獎勵你 {0}",1,"","","","","","","","","","",[30],0,"[""Talk to Oak""]","[""Parlez à Orme.""]","[""Sprecht mit Oak.""]","[""オークに話しかけろ""]","[""오크와 대화하기""]","[""Fale com Oak""]","[""Поговорите с Дубом""]","[""Habla con Oak""]","[""พูดคุย​กับโอ๊ค""]","[""與歐克交談""]",[30],[],"",[],[],0,"",216,236,246,106,114,212,196,218,214,100
106,18,3,"[21,0]",[],"Quest Abandoned - You have slain Oak.","Quête abandonnée — Vous avez tué Orme.","Quest abgebrochen: Ihr habt Oak getötet.","クエスト放棄ーオークを倒した。","퀘스트 포기 - 오크를 죽였습니다.","Missão Abandonada - Você matou Oak.","Задание отменено: вы убили Дуба.","Misión abandonada - Has matado a Oak.","ภารกิจ​ถูก​ยกเลิก - คุณ​ได้​สังหาร​โอ๊ค​แล้ว","任務中止 - 你已經擊殺了歐克。","","","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],1,[],[],10,"",216,236,246,106,114,212,196,218,214,100
107,18,4,"[21,0]",[],"Quest Abandoned - You have slain Oak.","Quête abandonnée — Vous avez tué Orme.","Quest abgebrochen: Ihr habt Oak getötet.","クエスト放棄－オークを倒した。","퀘스트 포기 - 오크를 죽였습니다.","Missão Abandonada - Você matou Oak.","Задание отменено: вы убили Дуба.","Misión abandonada - Has matado a Oak.","ภารกิจ​ถูก​ยกเลิก - คุณ​ได้​สังหาร​โอ๊ค​แล้ว","任務中止 - 你已經擊殺了歐克。","","You have slain Oak, and can no longer ally with him","Vous avez tué Orme et ne pouvez donc plus vous allier avec lui","Ihr habt Oak getötet und könnt Euch nicht mehr mit ihm verbünden","オークを倒したので、彼と手を組むことはもうできない","오크를 죽였습니다. 오크의 동맹이 불가능합니다","Você matou Oak, e não pode mais se aliar a ele","Вы убили Дуба и не можете ему помогать","Mataste a Oak. Ya no puedes aliarte con él","คุณสังหารโอ๊คแล้ว และไม่สามารถเป็นพันธมิตรกับเขาได้อีก","你已經殺了歐克，將與他成為敵人",[],0,[],[],[],[],[],[],[],[],[],[],[],[],1,[],[],10,"",216,236,246,106,114,212,196,218,214,100
108,18,5,"[21,0,0]",[],"You have obtained the amulets of Oak's rivals. He can be found in the Wetlands, west of town. Oak will reward you with {0}.","Vous avez obtenu les amulettes des rivaux d'Orme. Vous trouverez ce dernier aux Paluns, à l'ouest de la ville. En récompense, Orme vous remettra : {0}","Ihr habt die Amulette von Oaks Rivalen erhalten. Ihr findet ihn im Feuchtland, westlich der Stadt. Oak wird Euch belohnen mit: {0}.","オークの宿敵たちのお守りを手に入れた。街の西にある湿地にいるオークに話しかけ、報酬として{0}を受け取ろう。","오크의 경쟁자들에게서 목걸이를 획득했습니다. 마을 서쪽의 습지대에서 오크에게 보상을 받으십시오.{0}","Você obteve os amuletos dos rivais de Oak. Oak pode ser encontrado nas Terras Inundadas, ao oeste da vila. Ele te recompensará com {0}.","У вас есть амулеты соперников Дуба. В награду Дуб навсегда прибавит вам {0}. Его можно найти на Топи, к западу от Лесного лагеря.","Has obtenido los amuletos de los rivales de Oak. Puedes encontrarlo en los Humedales al oeste del pueblo. Oak te recompensará con {0}.","คุณ​ได้​เก็บสร้อย​จาก​สองคู่อริ​ของโอ๊ค​​แล้ว คุณ​สามารถ​พบ​เขา​ได้ที่​แดนน้ำขัง​ทางตะวันตกของเมือง โอ๊คจะ​ให้​รางวัล​แก่​คุณ​เป็น {0}","你已經取得歐克仇敵們的項鍊。你可以在城鎮西方的濕地找到他。歐克會獎勵你 {0}","","You have the amulets. Talk to Oak for your reward","Vous avez les amulettes. Parlez à Orme pour obtenir votre récompense","Ihr habt die Amulette erhalten. Sprecht Oak auf Eure Belohnung an.","お守りを手に入れた。オークに話しかけて報酬を受け取れ","목걸이들을 획득했습니다. 오크와 대화해 보상을 받으십시오","Você tem os amuletos. Falar com Oak para receber sua recompensa","Амулеты у вас, поговорите с Дубом о награде","Tienes los amuletos. Habla con Oak para recibir tu recompensa","คุณ​มี​สร้อย​เหล่า​นั้นแล้ว พูดคุยกับโอ๊คเพื่อ​รับ​รางวัลของคุณ","你已經拿到項鍊，找歐克領獎",[30],0,"[""Talk to Oak for your reward""]","[""Parlez à Orme pour obtenir votre récompense.""]","[""Sprecht Oak auf Eure Belohnung an.""]","[""オークに話しかけて報酬を受け取れ""]","[""오크와 대화하기""]","[""Fale com Oak para receber sua recompensa""]","[""Поговорите с Дубом о награде""]","[""Habla con Oak para recibir tu recompensa""]","[""พูดคุย​กับโอ๊คเพื่อ​รับ​รางวัลของคุณ""]","[""與歐克交談來獲得獎勵""]",[30],[],"",[],[],0,"",216,236,246,106,114,212,196,218,214,100
109,18,6,"[21,0]",[],"Oak wants you to bring him the amulets of his rivals - Alira and Kraityn. Alira can be found in the Western Forest. You have slain Kraityn and have his amulet. Oak will reward you with {0}.","Orme veut que vous lui apportiez les amulettes de ses rivaux : Alira et Kraityn. Alira se trouve dans la Forêt occidentale. Vous avez tué Kraityn et possédez son amulette. En récompense, Orme vous remettra : {0}","Oak ersucht euch, ihm die Amulette seiner Rivalen Alira und Kraityn zu bringen. Ihr findet Alira im Westwald. Ihr habt Kraityn getötet und sein Amulett beschafft. Oak wird Euch dafür belohnen mit: {0}.","オークから、彼の宿敵であるアリーラとクレイティンのお守りを持って来て欲しいと依頼された。アリーラは西の森にいる。クレイティンは既に倒してお守りを手に入れている。オークから報酬として{0}を受け取れるだろう。","오크가 경쟁자인 알리라와 크레이틴의 목걸이를 가져와 달라고 부탁했습니다. 알리라는 서쪽 숲에 있을 것입니다. 크레이틴을 처치하고 목걸이를 획득했습니다. 오크가 보상을 해 줄 것입니다.{0}","Oak quer que você traga para ele os amuletos de seus rivais - Alira e Kraityn. Alira pode ser encontrada na Floresta Ocidental. Você matou Kraityn, e conseguiu seu amuleto. Oak te recompensará com {0}.","Дуб просит вас принести амулеты его соперников: Алиры и Крайтина. Алиру можно найти в Западном лесу. Амулет убитого Крайтина уже при вас. В награду от Дуба вы получите {0}.","Oak quiere que le lleves los amuletos de sus rivales: Alira y Kraityn. Puedes encontrar a Alira en el Bosque del Oeste. Has matado a Kraityn y tienes su amuleto. Oak te recompensará con {0}.","โอ๊ค​ต้องการ​ให้​คุณ​นำ​สร้อย​ของ​สอง​คู่อริ​ของเขา อลิร่า​และ​เครทิน มา​ให้​กับ​เขา คุณ​สามารถ​พบ​อลิร่า​ได้​ภายใน​ป่า​ตะวัน​ตก คุณ​ได้​สังหารเครทิน​และเก็บ​สร้อย​ของ​เขา​แล้ว โอ๊ค​จะ​ให้​รางวัล​แก่​คุณ​เป็น {0}","歐克要你帶來他仇敵們的項鍊 - 阿莉亞與克雷頓。 你已經擊殺了克雷頓並取得他的項鍊，你可以在西部密林找到阿莉亞。完成之後歐克將會獎勵你 {0}","","Acquire the amulet of Oak's rival - Alira","Prenez l'amulette d'Alira, la rivale d'Orme","Beschafft das Amulett von Oaks Rivalin Alira","オークの宿敵（アリーラ）のお守りを手に入れろ","오크의 경쟁자인 알리라의 목걸이를 획득하십시오","Adquira o amuleto da rival do Oak - Alira","Заберите амулет у Алиры, соперницы Дуба","Obtén el amuleto de la rival de Oak: Alira","ยึด​ครอง​สร้อย​ของ​อลิร่า ศัตรู​ของ​โอ๊ค","取回阿莉亞的項鍊",[27],0,"[""Acquire Alira's amulet""]","[""Récupérez l'amulette d'Alira.""]","[""Beschafft Aliras Amulett.""]","[""アリーラのお守りを手に入れろ""]","[""알리라의 목걸이 획득하기""]","[""Adquira o amuleto da Alira""]","[""Получите амулет Алиры""]","[""Obtén el amuleto de Alira""]","[""ยึด​ครอง​สร้อย​ของ​อลิร่า""]","[""取回阿莉亞的項鍊""]",[27],[],"",[],[],0,"",216,236,246,106,114,212,196,218,214,100
110,18,7,"[21,0]",[],"Oak wants you to bring him the amulets of his rivals - Alira and Kraityn. Kraityn can be found at the Broken Bridge, east of town. You have slain Alira and have her amulet. Oak will reward you with {0}.","Orme veut que vous lui apportiez les amulettes de ses rivaux : Kraityn et Alira. Kraityn se trouve au Pont brisé, à l'est de la ville. Vous avez tué Alira et possédez son amulette. En récompense, Orme vous remettra : {0}","Oak ersucht euch, ihm die Amulette seiner Rivalen Alira und Kraityn zu bringen. Ihr findet Kraityn bei der zerstörten Brücke, östlich der Stadt. Ihr habt Alira getötet und ihr Amulett beschafft. Oak wird Euch dafür belohnen mit: {0}.","オークから、彼の宿敵であるアリーラとクレイティンのお守りを持って来て欲しいと依頼された。クレイティンは街の東にある壊れた橋にいる。アリーラは既に倒してお守りを手に入れている。オークから報酬として{0}を受け取れるだろう。","오크가 경쟁자인 알리라와 크레이틴의 목걸이를 가져와 달라고 부탁했습니다. 크레이틴은 마을 서쪽의 부서진 다리에 있을 것입니다. 알리라를 처치하고 목걸이를 획득했습니다. 오크가 보상을 해 줄 것입니다.{0}","Oak quer que você traga para ele os amuletos de seus rivais - Alira e Kraityn. Kraityn pode ser encontrado na Ponte Quebrada, ao leste da vila. Você matou Alira, e conseguiu seu amuleto. Oak te recompensará com {0}. ","Дуб просит вас принести амулеты его соперников: Крайтина и Алиры. Крайтина можно найти на Разрушенном мосту, на востоке от Лесного лагеря. Амулет убитой Алиры уже при вас. В награду от Дуба вы получите {0}.","Oak quiere que le lleves los amuletos de sus rivales: Alira y Kraityn. Puedes encontrar a Kraityn en el Puente Destrozado al este del pueblo. Has matado a Alira y tienes su amuleto. Oak te recompensará con {0}.","โอ๊ค​ต้องการ​ให้​คุณ​นำ​สร้อย​ของ​สอง​คู่อริ​ของเขา อลิร่า​และ​เครทิน มา​ให้​กับ​เขา คุณ​สามารถ​พบ​เครทิน​ได้​ภายใน​สะพานหัก​ทางตะวันออก​ของ​เมือง คุณ​ได้​สังหาร​อลิร่า​และเก็บ​สร้อย​ของ​เธอ​มาแล้ว โอ๊ค​จะ​ให้​รางวัล​แก่​คุณ​เป็น {0}","歐克要你帶來他仇敵們的項鍊 - 阿莉亞與克雷頓。 你已經擊殺了阿莉亞並取得她的項鍊。你可以在城鎮東方的河畔斷橋找到克雷頓。完成之後歐克將會獎勵你 {0}","","Acquire the amulet of Oak's rival - Kraityn","Prenez l'amulette de Kraityn, le rival d'Orme","Beschafft das Amulett von Oaks Rivalen Kraityn","オークの宿敵（クレイティン）のお守りを手に入れろ","오크의 경쟁자인 크레이틴의 목걸이를 획득하십시오","Adquira o amuleto do rival do Oak - Kraityn","Заберите амулет у Крайтина, соперника Дуба","Obtén el amuleto del rival de Oak: Kraityn","ยึด​ครอง​สร้อย​ของ​เครทิน ศัตรู​ของ​โอ๊ค","取回克雷頓的項鍊",[24],0,"[""Acquire Kraityn's amulet""]","[""Récupérez l'amulette de Kraityn.""]","[""Beschafft Kraityns Amulett.""]","[""クレイティンのお守りを手に入れろ""]","[""크레이틴의 목걸이 획득하기""]","[""Adquira o amuleto do Kraityn""]","[""Получите амулет Крайтина""]","[""Obtén el amuleto de Kraityn""]","[""ยึด​ครอง​สร้อย​ของ​เครทิน""]","[""取回克雷頓的項鍊""]",[24],[],"",[],[],0,"",216,236,246,106,114,212,196,218,214,100
