"rownum","MonsterVarietiesKey","[rid]","[i32]","Name"
150,58,"[1085,9546,717]","[20,10,50]","Callow Thug"
151,344,[717],[100],"Stygian Ape"
152,357,[717],[25],"Stygian Silverback"
153,873,"[485,717]","[30,50]","Bramble Cobra"
154,3094,[717],[100],"Plummeting Ursa"
155,3096,[717],[100],"Plummeting Ursa"
156,3,[717],[50],"Merciless Killer"
157,863,"[485,717]","[30,50]","Night Adder"
158,944,[717],[50],"Ink Spinner"
159,2637,"[717,6907]","[25,1]","Devourer"
160,32,"[2089,9546]","[20,10]","Alira Darktongue"
161,50,"[1085,9546,485]","[20,10,50]","Alira's Blood Guard"
162,1342,"[1085,9546,717]","[30,15,50]","Blackguard Soldier"
163,1343,[],[],"Captain Arteri"
164,918,[485],[50],"The Weaver"
165,923,[717],[50],"Lurking Venom"
166,932,[717],[50],"Vaal Recluse"
167,937,[717],[50],"Leaping Spider"
168,959,[717],[100],"Hatchling"
169,274,[717],[75],"Ancient Construct"
170,279,[717],[75],"Vaal Construct"
171,791,[717],[50],"Vaal Fallen"
172,795,[717],[50],"Vaal Fallen"
173,821,[717],[50],"Vaal Arsonist"
174,866,[717],[50],"Serpentine Construct"
175,39,[717],[50],"Oak, Skullbreaker"
176,59,[717],[50],"Oak's Devoted"
177,1066,"[483,717]","[80,50]","Boiling Ambusher"
178,4246,[717],[75],"Enraptured Crab"
179,4252,[717],[50],"Enraptured Crab"
180,121,[],[],"Thicket Hulk"
181,342,[717],[100],"Dread Primate"
182,882,"[485,717]","[30,50]","Glade Mamba"
183,120,[],[],"Shaggy Monstrosity"
184,136,[],[],"Armour Cruncher"
185,178,"[484,717]","[50,50]","Phantom Occultist"
186,278,[717],[75],"Ancient Construct"
187,581,[717],[50],"Frost Archmage"
188,607,[717],[50],"Flame Archmage"
189,626,[717],[50],"Thunder Archmage"
190,753,[717],[50],"Flame Guardian"
191,913,[717],[100],"Slimy Nemesis"
192,1573,[717],[25],"Ash Prophet"
193,1579,[717],[25],"Death Bishop"
194,3123,[],[],"Q'uru"
195,3906,[717],[50],"Howler"
196,747,"[1085,9546,717]","[20,10,50]","Frost Champion"
197,758,"[1085,9546,717]","[20,10,50]","Flame Champion"
198,784,"[1085,9546,484,717]","[20,10,50,50]","Thunder Guardian"
199,148,[],[],"Vaal Oversoul"
200,1177,[717],[50],"Shambling Cadaver"
201,1180,[717],[50],"Shambling Cadaver"
202,1183,[717],[50],"Shambling Cadaver"
203,1339,"[1085,9546,717]","[30,15,50]","Guard"
204,1340,[],[],"Guard Captain"
205,1606,[717],[50],"Flayed Warrior"
206,1609,[717],[50],"Restless Archer"
207,2048,[717],[50],"Undying Outcast"
208,1520,[482],[50],"Carrion Queen"
209,1626,"[485,717]","[30,50]","Spine Serpent"
210,2046,[],[],"Perpetus"
211,1566,[717],[25],"Cinder Elemental"
212,1570,[],[],"Hatebeat"
213,1616,[717],[50],"Incinerated Mage"
214,1928,[717],[50],"Undying Wretch"
215,1583,[717],[50],"Undying Incinerator"
216,1737,[717],[50],"Archer Statue"
217,1658,[717],[50],"Archer Statue"
218,1651,"[1085,9546]","[20,10]","Marceus the Defaced"
219,1911,[717],[50],"Undying Worker"
220,1989,[717],[50],"Undying Untouchable"
221,2050,[717],[50],"Undying Impaler"
222,1620,[717],[50],"Bleak Aspirant"
223,1924,[717],[50],"Undying Cultist"
224,1993,[717],[50],"Undying Archivist"
225,1249,[],[],"Captain Aurelianus"
226,1252,"[1085,9546,717]","[30,15,50]","Blackguard Mage"
227,1279,[717],[50],"Blackguard Elite"
228,1309,"[1085,9546,717]","[30,15,50]","Blackguard Elite"
229,1318,"[1085,9546,717]","[30,15,50]","Blackguard Scout"
230,1322,"[1085,9546,717]","[30,15,50]","Blackguard Soldier"
231,1505,[717],[50],"Assault Ribbon"
232,1506,[717],[50],"Galvanic Ribbon"
233,1507,[717],[50],"Flame Sentinel"
234,1492,[],[],"The Infernal Seal"
235,1493,[],[],"The Voltaic Seal"
236,1494,[717],[50],"Galvanic Ribbon"
237,1496,[717],[50],"Flame Sentinel"
238,1502,[717],[50],"Assault Ribbon"
239,1489,[717],[50],"Banner of Passion"
240,1490,[717],[50],"Banner of Knowledge"
241,1491,[717],[50],"Banner of Action"
242,1894,"[483,717]","[80,50]","Holy Water"
243,1649,[],[],"The Goddess of Purity"
244,1557,[717],[50],"Voidbearer"
245,1560,[],[],"The Shipyard Terror"
246,2055,[717],[50],"Dockhand Wraith"
247,2057,[717],[50],"Dockhand Wraith"
248,2059,[717],[50],"Dockhand Wraith"
249,2066,[717],[50],"Brittle Longshoreman"
250,2068,[717],[50],"Brittle Corsair"
251,1457,[717],[50],"Fetid Maw"
252,1585,[717],[50],"Undying Alchemist"
253,1922,[717],[50],"Stinking Undying"
254,1991,[717],[50],"Stinking Undying"
255,2036,[717],[50],"Undying Grappler"
256,3039,[717],[50],"Soulless Watcher"
257,1253,"[2089,9546,717]","[20,10,50]","Blackguard Arcmage"
258,1308,"[1085,9546,717]","[20,10,50]","Blackguard Elite"
259,1315,[717],[50],"Mortality Experimenter"
260,1321,"[1085,9546,717]","[20,10,50]","Blackguard Soldier"
261,1330,"[1085,9546]","[30,15]","General Gravicius"
262,1250,[],[],"Fleshrend, Grand Inquisitor"
263,1316,[717],[50],"Reanimator"
264,1377,[],[],"Kole"
265,1385,[717],[50],"Piety's Miscreation"
266,1399,[717],[50],"Drenched Miscreation"
267,1403,[717],[50],"Burned Miscreation"
268,1406,[717],[50],"Shocked Miscreation"
269,1317,[717],[50],"Flesh Sculptor"
270,1345,[],[],"Piety"
271,1414,[],[],"Spinecrack"
272,1416,[717],[50],"Whipping Miscreation"
273,1436,"[482,717]","[50,50]","Tentacle Miscreation"
274,1858,[717],[50],"Blood Elemental"
275,1542,[717],[50],"Avian Retch"
276,1632,[717],[25],"Porcupine Goliath"
277,1648,[717],[25],"Thistlesage"
278,2651,[6907],[1],"The Conqueror Wurm"
279,3761,[717],[50],"Pale Blackguard"
280,432,[717],[50],"Bone Rhoa"
281,633,[717],[50],"Thunder Keeper"
282,732,[],[],"Colossal Bonestalker"
283,1921,[717],[50],"Undying Archivist"
284,588,[717],[50],"Frost Keeper"
285,1936,[],[],"Trinian, Intellectus Prime"
286,1468,[717],[50],"Plumed Chimeral"
287,1481,[717],[50],"Chimeric Croaker"
288,1930,[717],[50],"Undying Evangelist"
289,1940,[717],[50],"Undying Aristocrat"
290,1971,[717],[50],"Undying Evangelist"
291,1975,[717],[50],"Undying Aristocrat"
292,1985,[],[],"Caliga, Imperatrix"
293,969,[717],[50],"Brooding Tarantula"
294,1267,"[2089,9546]","[20,10]","Compulsor Octavia Sparkfist"
295,1292,[],[],"Draconarius Wilhelm Flamebrand"
296,1294,"[1085,9546]","[20,10]","Imperator Stantinus Bitterblade "
297,1306,"[1085,9546,717]","[20,10,50]","Praetorian Guard"
298,1384,[717],[50],"Miscreation"
299,1429,[717],[50],"Whipping Miscreation"
300,1447,"[482,717]","[50,50]","Tentacle Miscreation"
301,1476,[],[],"Paradisae Venenum"
302,1559,[717],[50],"Voidbearer"
303,1596,[],[],"Dominus, Ascendant"
304,3774,[717],[50],"Infested Vulture"
305,3779,[],[],"The Hundred Foot Shadow"
306,3786,[717],[50],"Voll's Fallen"
307,3804,"[1085,9546,717]","[20,10,50]","Voll's Fallen"
308,3818,[717],[50],"Impure Archer"
309,3841,[717],[25],"Maelström"
310,3770,[717],[50],"Mindless Scavenger"
311,3822,[717],[50],"Voll's Vanguard"
312,3833,[717],[50],"Nightwane"
313,3856,"[1085,9546]","[20,10]","Voll, Emperor of Purity"
314,3864,"[484,717]","[80,75]","Dust Scrabbler"
315,3876,[717],[25],"Knitted Horror"
316,3899,[717],[50],"Shrieker"
317,3912,[717],[50],"Pocked Miner"
318,3916,[717],[50],"Pikerivet"
319,3926,[717],[50],"Pocked Miner"
320,3931,[717],[50],"Pocked Lanternbearer"
321,3950,[717],[0],"Pocked Goliath"
322,3901,[],[],"Voidscream"
323,3908,[717],[50],"Pocked Miner"
324,3941,[717],[50],"Tunneler"
325,3946,[],[],"Hammerstorm"
326,3900,[717],[50],"Shrieker"
327,3914,[717],[50],"Pocked Plunderer"
328,3928,[717],[50],"Pocked Plunderer"
329,3935,[717],[50],"Pocked Illuminator"
330,3937,[717],[25],"The Burning Man"
331,3945,[717],[50],"Burrower"
332,3954,[717],[0],"Pocked Behemoth"
333,1568,[717],[25],"Living Fury"
334,3990,[717],[50],"Fury Hound"
335,3996,[717],[125],"Inua Totem"
336,4001,[],[],"Torchoak Grove"
337,4012,[],[],"Rakango"
338,4014,[],[],"Triskeriaki"
339,4195,[717],[75],"Volcanic Golem"
340,3981,[717],[50],"Hyrri's Sister"
341,3983,[717],[50],"Kaom's Chosen"
342,3984,[717],[50],"Kaom's Chosen"
343,3985,[717],[50],"Lavianga's Acolyte"
344,4000,[717],[50],"Vakali Totem"
345,4022,[],[],"King Kaom"
346,4200,[717],[75],"Volcanic Golem"
347,1237,[717],[50],"Rotten Gladiator"
348,1240,[717],[50],"Rotten Gladiator"
349,4029,[717],[50],"Pitbull Demon"
350,4032,[],[],"Steelchaw"
351,4041,[717],[50],"Rooster Fiend"
352,4043,[717],[50],"Rooster Demon"
353,4045,[],[],"Eyepecker"
354,4056,[],[],"Barkhul"
355,4067,[717],[50],"Mad Gladiator"
356,4071,"[1085,9546,717]","[30,15,50]","Mad Gladiator"
357,4072,[],[],"Fighting Bull"
358,4085,[],[],"Daresso, King of Swords"
359,4162,[717],[75],"Icy Manifestation"
360,4420,[],[],"Rudiarius Felix"
361,4422,"[1085,9546]","[30,15]","Mevion"
362,4424,"[1085,9546]","[20,10]","Dimachaeri Cassius"
363,560,[717],[50],"Bonewarped Archer"
364,562,[717],[50],"Bonewarped Archer"
365,719,[717],[50],"Bonewarped Warrior"
366,722,[717],[50],"Bonewarped Warrior"
367,4095,[717],[50],"Wandering Eye"
368,4106,[717],[100],"Eye Hatchery"
369,4112,[717],[50],"Gut Flayer"
370,4120,[717],[50],"Gut Spiker"
371,4125,[717],[50],"Noisome Ophidian"
372,4409,[717],[25],"Stygian Revenant"
373,4413,[],[],"The Bone Queen"
374,1348,[],[],"Piety, the Abomination"
375,1861,[717],[50],"Aggravated Wound"
376,1879,[717],[50],"Aggravated Wound"
377,4129,"[949,1831]","[60,5000]","Maligaro, The Inquisitor"
378,4136,[],[],"Doedre Darktongue"
379,4144,[],[],"Shavronne of Umbra"
380,4151,[],[],"Malachai, The Nightmare"
381,4261,[717],[50],"Primordial Creation"
382,4263,[717],[50],"Primordial Creation"
383,230,[717],[50],"Alpine Devil"
384,269,[717],[50],"Alpine Shaman"
385,321,[717],[50],"Mountain Hellion"
386,323,[717],[50],"Mountain Hellion Alpha"
387,5173,[],[],"Vendigo"
388,5175,[],[],"The White Death"
389,5176,"[1085,9546,717]","[20,10,50]","Blackguard Jaeger"
390,5178,[717],[50],"Blackguard Jaeger"
391,5180,[717],[50],"Risen Jaeger"
392,4900,[],[],"Overseer Krow"
393,5252,[717],[50],"Indoctrinated Slave"
394,5254,[717],[50],"Truth Extractor"
395,5296,[717],[50],"Oriath Enforcer"
396,5298,"[1085,9546,717]","[20,10,50]","Oriath Enforcer"
397,5572,[],[],"Karui Rebel"
398,5573,[],[],"Karui Rebel"
399,4898,[717],[50],"Slave Driver"
400,4913,"[1085,9546]","[30,15]","Justicar Casticus"
401,4924,[717],[50],"Slave Catcher"
402,4868,[717],[50],"Purge Hound"
403,4918,[717],[50],"Blackguard Stalker"
404,4919,[717],[50],"Blackguard Stalker"
405,5001,[],[],"Flame Mother"
406,5003,[],[],"The Matriarch"
407,5018,"[1085,9546,717]","[20,10,50]","Temple Ward"
408,5020,[717],[50],"Temple Guardian"
409,5585,[717],[50],"Frightened Citizen"
410,5586,[717],[50],"Frightened Citizen"
411,5588,[717],[50],"Frightened Citizen"
412,5589,[717],[50],"Frightened Citizen"
413,5590,[717],[50],"Frightened Citizen"
414,5591,[717],[50],"Frightened Citizen"
415,1373,[717],[50],"Crimson Scholar"
416,4926,[717],[50],"Deranged Slaver"
417,4928,[717],[50],"Depraved Slaver"
418,5007,[717],[50],"The Risen Matriarch"
419,5022,"[1085,9546,717]","[20,10,50]","Heretical Ward"
420,5024,"[1085,9546,717]","[20,10,50]","Heretical Ward"
421,5026,[717],[50],"Heretical Guardian"
422,5292,[717],[50],"Heretical Adjudicator"
423,5421,[],[],"Utula, Stone and Steel"
424,5593,[717],[50],"Kitava Zealot"
425,5595,[717],[50],"Kitava Zealot"
426,5597,[717],[50],"Kitava Zealot"
427,4907,[717],[50],"Temple Justicar"
428,5289,[717],[50],"Temple Adjudicator"
429,1367,[],[],"Cato, Scholar of Light"
430,4909,[717],[50],"Twisted Justicar"
431,4911,[717],[50],"Depraved Justicar"
432,5016,[717],[50],"Sanguine Sister"
433,1365,[717],[50],"Temple Scholar"
434,5013,[717],[50],"Blessed Sister"
435,5148,[],[],"Innocence, God-Emperor of Eternity"
436,5271,[717],[50],"Prayer Guard"
437,603,[717],[50],"Desecrated Saint"
438,645,[717],[50],"Brittle Cleric"
439,647,[717],[50],"Brittle Cleric"
440,737,[],[],"Awoken Giant"
441,5683,[717],[75],"Restless Pauper"
442,5685,[717],[75],"Restless Pauper"
443,5687,[717],[75],"Restless Pauper"
444,5713,[],[],"Bone Husk"
445,5824,[],[],"Bone Stalker"
446,601,[717],[50],"Gleaming Saint"
447,668,[717],[50],"Risen Saint"
448,2998,[717],[100],"Living Memorial"
449,3000,[717],[100],"Living Memorial"
450,3002,[717],[100],"Living Memorial"
451,3004,[717],[100],"Living Memorial"
452,5660,[717],[50],"Vengeful Soul"
453,5662,[717],[50],"Vengeful Soul"
454,5664,[717],[50],"Vengeful Soul"
455,5666,[717],[50],"Vengeful Soul"
456,5668,[717],[50],"Desperate Soul"
457,5670,[717],[50],"Desperate Soul"
458,5672,[717],[50],"Desperate Soul"
459,5674,[717],[50],"Desperate Soul"
460,5184,[],[],"Kitava's Herald"
461,5650,[717],[50],"Wailing Widow"
462,5208,[717],[50],"Noble Dead"
463,5216,[717],[50],"Noble Dead"
464,5218,[717],[50],"Noble Dead"
465,5220,[717],[50],"Noble Dead"
466,5222,[717],[50],"Rhys of Abram"
467,5233,[717],[50],"Noble Dead"
468,5238,[717],[50],"Noble Dead"
469,5240,[717],[50],"Noble Dead"
470,5242,[717],[50],"Noble Dead"
471,454,[717],[100],"Crustacean Sniper"
472,3986,[717],[50],"Tukohama's Scout"
473,3987,[717],[50],"Tukohama's Warrior"
474,3988,[717],[50],"Tukohama's Warrior"
475,3989,[717],[50],"Tukohama's Vanguard"
476,3991,[717],[50],"War Hound"
477,3994,[],[],"Raihara, Tukohama's Loyal"
478,457,[717],[100],"Crustacean Sniper"
479,496,[717],[100],"Invading Crustacean"
480,1076,[717],[50],"Clearwater Strider"
481,1082,[483],[80],"Riptide"
482,4255,[717],[50],"Savage Crab"
483,5575,[717],[25],"The Dishonoured Queen"
484,5579,[717],[50],"Forgotten Warrior"
485,5581,[717],[50],"Forgotten Warrior"
486,5583,[717],[50],"Forgotten Warrior"
487,5432,[],[],"Tukohama, Karui God of War"
488,521,[717],[50],"Timeless Hunter"
489,655,[717],[50],"Timeless Wanderer"
490,1628,"[485,717]","[30,50]","Infested Serpent"
491,3871,"[484,717]","[80,75]","Infested Skitterer"
492,5264,[],[],"Fleetfreak"
493,619,[717],[50],"Brittle Arsonist"
494,766,[717],[50],"Flame Guardian"
495,1577,[717],[25],"Ash Prophet"
496,5197,[717],[25],"Rattling Condemned"
497,407,[717],[25],"Thunder Whisperer"
498,543,[717],[50],"Thunder Thrall"
499,780,"[484,717]","[50,50]","Thunder Guardian"
500,2040,[717],[50],"Shavronne's Gemling"
501,5155,[],[],"Reassembled Brutus"
502,218,[717],[50],"Goatman Stomper"
503,266,[717],[50],"Goatman Fire-raiser"
504,325,[717],[50],"Enslaved Hellion"
505,327,[717],[50],"Enslaved Hellion"
506,446,[717],[100],"Gravel Eater"
507,5642,[],[],"Abberath, the Cloven One"
508,80,[717],[50],"Stag Acolyte"
509,84,[717],[50],"Stag Acolyte"
510,85,[717],[50],"Bear Acolyte"
511,88,[717],[50],"Bear Acolyte"
512,89,"[1085,9546,717]","[20,10,50]","Boar Acolyte"
513,92,"[1085,9546,717]","[20,10,50]","Boar Acolyte"
514,968,[717],[50],"Brooding Tarantula"
515,972,[717],[50],"Enraptured Arachnid"
516,973,[717],[50],"Enraptured Arachnid"
517,1103,[717],[50],"Alira's Dearest"
518,3763,[717],[50],"Pale Blackguard"
519,4485,[],[],"Defiled Proclamation"
520,101,[],[],"The Animal Pack"
521,350,[717],[100],"Infested Ape"
522,351,[717],[100],"Infested Ape"
523,361,[717],[25],"Host Chieftain"
524,362,[717],[25],"Host Chieftain"
525,877,"[485,717]","[30,50]","Host Cobra"
526,878,"[485,717]","[30,50]","Host Cobra"
527,1463,[717],[50],"Infested Maw"
528,1464,[717],[50],"Infested Maw"
529,444,[717],[50],"Infested Rhoa"
530,445,[717],[50],"Infested Rhoa"
531,1522,[485],[50],"Ryslatha, the Puppet Mistress"
532,4800,[],[],"Parasite"
533,4801,[],[],"Ravenous Parasite"
534,363,[],[],"Hollowskull, the Willing Host"
535,497,[717],[100],"Infested Crustacean"
536,4245,[717],[50],"Infested Crab"
537,4251,[717],[50],"Infested Crab"
538,191,"[484,717]","[50,50]","Spectral Corsair"
539,492,[717],[50],"Singing Siren"
540,501,[717],[100],"Shield Crab"
541,3041,[717],[50],"Cavern Drifter"
542,4241,[717],[100],"Infested Crawler"
543,4254,[717],[50],"Infested Crawler"
544,5637,[],[],"Brinecrack"
545,527,[717],[50],"Brittle Poacher"
546,534,[717],[50],"Weathered Watchman"
547,657,[717],[50],"Sandworn Watchman"
548,1073,"[483,717]","[80,50]","Sand Strider"
549,4248,[717],[75],"Infested Crawler"
550,4482,[717],[50],"Animated Reef"
551,4822,[717],[50],"Brine Vassal"
552,4823,[717],[50],"Swarthy Mollusc"
553,5165,[],[],"Tsoagoth, The Brine King"
554,106,[],[],"Enraptured Beast"
555,107,[],[],"Enraptured Beast"
556,393,[717],[25],"Rubble Golem"
557,548,[717],[50],"Disbanded Dead"
558,550,[717],[50],"Disbanded Dead"
559,553,[717],[50],"Disbanded Dead"
560,556,[717],[50],"Disbanded Dead"
561,688,"[1085,9546,717]","[20,10,50]","Brittle Bandit"
562,690,"[1085,9546,717]","[20,10,50]","Brittle Bandit"
563,693,"[1085,9546,717]","[20,10,50]","Brittle Bandit"
564,696,"[1085,9546,717]","[20,10,50]","Brittle Bandit"
565,3771,[717],[50],"Scavenging Vulture"
566,4802,[],[],"Ravenous Parasite"
567,663,[717],[50],"Ash Harvester"
568,3587,[],[],"Fire Trap"
569,3592,[],[],"Blast Rain Trap"
570,415,[717],[25],"Bringer of Souls"
571,525,[717],[50],"Brittle Born-again"
572,665,[717],[50],"Brittle Born-again"
573,1187,[717],[50],"Devout Dead"
574,1190,[717],[50],"Devout Dead"
575,1193,[717],[50],"Devout Dead"
576,1676,[717],[50],"Idolised Saint"
577,1678,[717],[50],"Idolised Saint"
578,1680,[717],[50],"Idolised Saint"
579,3887,[],[],"Bundle of Woe"
580,193,[717],[50],"Spectral Mage"
581,671,[717],[50],"Vault Guardian"
582,952,[717],[50],"Crypt Ambusher"
583,3662,[717],[50],"Wraith"
584,1408,[717],[50],"Augmented Dead"
585,1102,[717],[50],"Plague Retch"
586,1897,[717],[50],"Undying Subject"
587,1966,[717],[50],"Undying Subject"
588,1899,[717],[50],"Undying Inductor"
589,1968,[717],[50],"Undying Inductor"
590,4099,[717],[100],"Wide-eyed Assemblage"
591,4114,[717],[50],"Arranged Anatomy"
592,5354,[],[],"Maligaro, the Artist"
593,5359,[],[],"Black Death, Pain Unending"
594,5361,[],[],"Fidelitas, Loyalty Undying"
595,5373,[717],[50],"Hybrid Arachnid"
596,5374,[717],[50],"Scalding Arachnid"
597,112,[],[],"The Great White Bones"
598,414,[],[],"The Bone Sculptor"
599,3099,[717],[100],"Tunnelfiend"
600,3101,[717],[100],"Tunnelfiend"
601,3102,[717],[100],"Infested Tunnelfiend"
602,3104,[717],[100],"Infested Tunnelfiend"
603,3106,[717],[100],"Infested Tunnelfiend"
604,3111,[717],[100],"Infested Tunnelfiend"
605,81,[717],[50],"Ralakesh's Horn"
606,86,[717],[50],"Ralakesh's Claw"
607,90,"[1085,9546,717]","[20,10,50]","Ralakesh's Tusk"
608,5380,"[1085,9546]","[20,10]","Greust, Lord of the Forest"
609,5387,[],[],"Oak, Skullbreaker"
610,5390,"[2089,9546]","[20,10]","Alira Darktongue"
611,5393,[],[],"Kraityn, Scarbearer"
612,23,[717],[50],"Treacherous Deserter"
613,53,"[1085,9546,717]","[20,10,50]","Heartless Deserter"
614,864,"[485,717]","[30,50]","Host Adder"
615,865,"[485,717]","[30,50]","Host Adder"
616,946,[717],[50],"Ink Spinner"
617,2633,[6907],[1],"Tunnelworm"
618,2640,"[717,6907]","[25,1]","Devourer"
619,3112,[717],[100],"Woods Ursa"
620,3114,[717],[100],"Woods Ursa"
621,3115,[717],[100],"Infested Ursa"
622,3117,[717],[100],"Infested Ursa"
623,3119,[717],[100],"Infested Ursa"
