"rownum","Id","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","IsCategory","Category","SkillGem"
62,"AlternateCharges","Alternate Charge Skin","Apparence de Charges alternatives","Ladungen-Skin","オルタネートチャージスキン","대체 충전 스킨","Visual Alternativo de Cargas","Внешний вид зарядов","Aspecto alternativo para cargas","สกินชาร์จแบบพิเศษ","替代能量球外觀","","",[]
63,"AncestralCallMtx","Ancestral Call","Appel ancestral","Ruf der Ahnen","アンセストラルコール","선대의 부름","Chamado Ancestral","Зов предков","Llamado ancestral","Ancestral Call","先祖怒嚎","",8,[6341]
64,"AncestralWarchiefMtx","Ancestral Warchief","Chef de guerre ancestral","Ahnen-Kriegshäuptling","アンセストラルウォーチーフ","선대의 대전사","Chefe Guerreiro Ancestral","Вождь предков","Cacique ancestral","Ancestral Warchief","先祖戰士長","",8,[6309]
65,"AngerMtx","Anger","Colère","Wut","アンガー","분노","Cólera","Гнев","Rabia","Anger","憤怒","",8,[6114]
66,"ArcMtx","Arc","Arc électrique","Lichtbogen","アーク","연쇄 번개","Arco Elétrico","Цепь молний","Arco eléctrico","Arc","電弧","",8,[6107]
67,"ArcticArmourMtx","Arctic Armour","Armure arctique","Arktische Rüstung","アークティックアーマー","한기의 방어구","Armadura Ártica","Северная броня","Armadura ártica","Arctic Armour","極地裝甲","",8,[6140]
68,"BallLightningMtx","Ball Lightning","Boule de foudre","Kugelblitz","ボールライトニング","구형 번개","Esfera Trovejante","Шаровая молния","Bola de rayos","Ball Lightning","天雷之珠","",8,[6192]
69,"BarrageMtx","Barrage","Tir de barrage","Sperrfeuer","バラージ","연발 사격","Barragem","Очередь","Aluvión","Barrage","彈幕","",8,[6191]
70,"BladefallMtx","Bladefall","Averse de lames","Klingenhagel","ブレードフォール","칼날비","Chuva de Lâminas","Мечепад","Caída de filos","Bladefall","虛空刀雨","",8,[6283]
71,"BladeflurryMtx","Blade Flurry","Déluge de lames","Klingentanz","ブレードフラリィ","질풍의 칼날","Rajada de Lâminas","Порыв клинков","Aluvión de filos","Blade Flurry","刀鋒亂舞","",8,[5999]
72,"BladeVortexMtx","Blade Vortex","Vortex de lames","Klingenwirbel","ブレードヴォーテックス","칼날 소용돌이","Vórtice de Lâminas","Вихрь клинков","Vórtice de filos","Blade Vortex","飛刃風暴","",8,[6286]
73,"BlasphemyMtx","Blasphemy","Blasphème","Blasphemie","冒涜","신성 모독","Blasfêmia","Богохульство","Blasfemia","Blasphemy","詛咒光環","",8,[6264]
74,"BlastRainMtx","Blast Rain","Pluie explosive","Explosionsregen","ブラストレイン","폭발 화살비","Chuva Explosiva","Дождь взрывов","Lluvia de estallidos","Blast Rain","爆裂箭雨","",8,[6282]
75,"BlinkArrowMtx","Blink Arrow","Flèche de transfert","Teleportpfeil","ブリンクアロー","점멸 화살","Flecha Ilusória","Стрела-телепорт","Flecha parpadeante","Blink Arrow","閃電射擊","",8,[6256]
76,"BloodRageMtx","Blood Rage","Rage sanguinaire","Blutrausch","ブラッドレイジ","피의 격노","Fúria Sangrenta","Кровавый угар","Furia de sangre","Blood Rage","鮮血狂怒","",8,[6035]
77,"ClarityMtx","Clarity","Clarté","Klarheit","クラリティ","명상","Clareza","Ясность ума","Claridad","Clarity","清晰","",8,[6120]
78,"CleaveMtx","Cleave","Taillade","Spalten","クリーヴ","회전베기","Cutilada","Рассечение","Hendidura","Cleave","劈砍","",8,[6003]
79,"ChargedDashMtx","Charged Dash","Charge fulgurante","Geladener Sprint","チャージドダッシュ","충전 질주","Avanço Fantasma","Заряженный рывок","Embestida cargada","Charged Dash","雷霆衝鋒","",8,[5998]
80,"ColdSnapMtx","Cold Snap","Vague de froid","Blitzeis","コールドスナップ","한파","Estalo Gélido","Укус стужи","Ruptura de hielo","Cold Snap","霜暴","",8,[6013]
81,"ContagionMtx","Contagion","Contagion","Verseuchung","コンテージョン","전염","Contagiar","Инфекция","Contagio","Contagion","瘟疫","",8,[6295]
82,"ConvocationMtx","Convocation","Convocation","Sammeln","コンヴォケーション","소집","Convocação","Сбор","Convocatoria","Convocation","號召","",8,[6204]
83,"CremationMtx","Cremation","Crémation","Einäscherung","クリメーション","시체 소각","Cremação","Кремация","Cremación","Cremation","熔炎送葬","",8,[6334]
84,"CycloneMtx","Cyclone","Cyclone","Wirbelsturm","サイクロン","회오리바람","Ciclone","Вихрь","Ciclón","Cyclone","旋風斬","",8,[6157]
85,"DecoyTotemMtx","Decoy Totem","Totem leurre","Ködertotem","デコイトーテム","미끼 토템","Totem Chamariz","Тотем-приманка","Tótem de señuelo","Decoy Totem","誘餌圖騰","",8,[6136]
86,"DesecrateMtx","Desecrate","Profanation","Entweihen","デセクレート","모독","Profanar","Осквернение","Profanar","Desecrate","褻瀆","",8,[6199]
87,"DeterminationMtx","Determination","Détermination","Entschlossenheit","デターミネーション","결의","Determinação","Решимость","Determinación","Determination","堅定","",8,[6113]
88,"DevouringTotemMtx","Devouring Totem","Totem vorace","Aasfresser-Totem","デヴァワリングトーテム","포식 토템","Totem Devorador","Поглощающий тотем","Tótem devorador","Devouring Totem","吞噬圖騰","",8,[6137]
89,"DischargeMtx","Discharged","Décharge","Entladung","ディスチャージ","방출됨","Descarregado","Разряд","Descarga","Discharged","解放","",8,[6040]
90,"DisciplineMtx","Discipline","Discipline","Disziplin","ディシプリン","단련","Disciplina","Дисциплина","Disciplina","Discipline","紀律","",8,[6111]
91,"DoubleStrikeMtx","Double Strike","Double frappe","Doppelschlag","ダブルストライク","이중 타격","Golpe Duplo","Двойной удар","Golpe doble","Double Strike","雙重打擊","",8,[6006]
92,"EarthquakeMtx","Earthquake","Séisme","Erdbeben","アースクエイク","지진","Terremoto","Землетрясение","Terremoto","Earthquake","震地","",8,[6294]
93,"ElementalHitMtx","Elemental Hit","Frappe élémentaire","Elementartreffer","エレメンタルヒット","원소의 일격","Acerto Elemental","Удар стихии","Golpe elemental","Elemental Hit","元素打擊","",8,[6008]
94,"EssenceDrainMtx","Essence Drain","Drain d'essence","Entkräften","エッセンスドレイン","정수 흡수","Drenar Essência","Похищение сущности","Drenar esencia","Essence Drain","靈魂吸取","",8,[6298]
95,"EtherealKnivesMtx","Ethereal Knives","Couteaux éthérés","Ätherische Klingen","イリシアルナイフ","천상의 단도","Facas Etéreas","Бесплотные ножи","Cuchillos etéreos","Ethereal Knives","虛空匕首","",8,[6138]
96,"FireballMtx","Fireball","Boule de feu","Feuerball","ファイヤーボール","화염구","Bola de Fogo","Огненный шар","Bola de fuego","Fireball","火球","",8,[5995]
97,"FirestormMtx","Firestorm","Tempête de feu","Feuerregen","ファイヤーストーム","화염 폭풍","Tormenta Flamejante","Огненный шторм","Tormenta de fuego","Firestorm","烈炎風暴","",8,[6100]
98,"FlameblastMtx","Flameblast","Conflagration","Flammenexplosion","フレイムブラスト","화염파","Explosão Flamejante","Пламенный взрыв","Explosión de llamas","Flameblast","烈焰爆破","",8,[6190]
99,"FlameDashMtx","Flame Dash","Irruption enflammée","Flammenspurt","フレイムダッシュ","화염 질주","Avanço Ardente","Огненный рывок","Embestida de llamas","Flame Dash","烈焰衝刺","",8,[6270]
100,"FlameTotemMtx","Holy Flame Totem","Totem de flammes sacrées","Heiliges Flammentotem","ホーリーフレイムトーテム","신성한 화염 토템","Totem Flamejante Sagrado","Тотем священного огня","Tótem de llamas","Holy Flame Totem","神聖火蛇圖騰","",8,[6142]
101,"FlickerStrikeMtx","Flicker Strike","Frappe fulgurante","Flimmerschlag","フリッカーストライク","점멸 타격","Golpe Súbito","Внезапный удар","Golpe repentino","Flicker Strike","閃現打擊","",8,[6051]
102,"FreezingPulseMtx","Freezing Pulse","Pulsation glaciale","Frostpuls","フリージングパルス","동결 파동","Pulso Congelante","Волна холода","Pulso congelante","Freezing Pulse","冰霜脈衝","",8,[6061]
103,"FrostBladesMtx","Frost Blades","Lames de givre","Frostklingen","フロストブレード","서리 칼날","Lâminas Gélidas","Ледяные клинки","Filos de escarcha","Frost Blades","冰霜之刃","",8,[6271]
104,"FrostBoltMtx","Frostbolt","Globe de givre","Frostkugel","フロストボルト","서리 구체","Disparo Congelante","Морозный шар","Descarga de escarcha","Frostbolt","寒冰彈","",8,[6305]
105,"FrostBoltNovaMtx","Vortex","Vortex","Vortex","ヴォーテックス","소용돌이","Vórtice","Пурга","Vórtice","Vortex","旋渦","",8,[6306]
106,"FrostBombMtx","Frost Bomb","Bombe de givre","Frostbombe","フロストボム","서리 폭탄","Bomba Congelante","Морозная бомба","Bomba de escarcha","Frost Bomb","寒霜爆","",8,[6289]
107,"GlacialCascadeMtx","Glacial Cascade","Déferlement de glace","Frostwelle","グレイシャルカスケード","빙하 폭포","Cascata Glacial","Ледяной каскад","Cascada glacial","Glacial Cascade","冰川之刺","",8,[6203]
108,"GraceMtx","Grace","Grâce","Anmut","グレース","은총","Graça","Грация","Gracia","Grace","優雅","",8,[6112]
109,"GroundSlamMtx","Ground Slam","Fracas tellurique","Schmetterhieb","グラウンドスラム","대지 강타","Impacto Sísmico","Сотрясение","Impacto sísmico","Ground Slam","裂地之擊","",8,[6002]
110,"HasteMtx","Haste","Hâte","Hast","ヘイスト","가속","Ímpeto","Спешка","Celeridad","Haste","迅捷","",8,[6108]
111,"HatredMtx","Hatred","Haine","Hass","ヘイトレッド","증오","Ódio","Холодная ненависть","Odio","Hatred","憎恨","",8,[6115]
112,"HeraldOfAgonyMtx","Herald of Agony","Héraut de l'agonie","Herold der Agonie","ヘラルドオブアゴニー","고통의 전령","Arauto da Agonia","Вестник агонии","Heraldo de agonía","Herald of Agony","苦痛之捷","",8,[6248]
113,"HeraldOfAshMtx","Herald of Ash","Héraut de la cendre","Herold der Asche","ヘラルドオブアッシュ","재의 전령","Arauto Flamejante","Вестник пепла","Heraldo de ceniza","Herald of Ash","灰燼之捷","",8,[6245]
114,"HeraldOfIceMtx","Herald of Ice","Héraut de la glace","Herold des Eises","ヘラルドオブアイス","얼음의 전령","Arauto Glacial","Вестник льда","Heraldo de hielo","Herald of Ice","冰霜之捷","",8,[6246]
115,"HeraldOfLightMtx","Herald of Purity","Héraut de la pureté","Herold der Reinheit","ヘラルドオブピュリティ","순수의 전령","Arauto da Pureza","Вестник чистоты","Heraldo de pureza","Herald of Purity","純淨之捷","",8,[6249]
116,"HeraldOfThunderMtx","Herald of Thunder","Héraut du tonnerre","Herold des Donners","ヘラルドオブサンダー","천둥의 전령","Arauto Trovejante","Вестник грома","Heraldo de trueno","Herald of Thunder","閃電之捷","",8,[6247]
117,"HolyRelicMtx","Summon Holy Relic","Invocation de Relique sacrée","Heiliges Relikt beschwören","ホーリーレリック召喚","신성한 유물 소환","Convocar Relíquia Sagrada","Призыв священной реликвии","Invocar Reliquia sagrada","Summon Holy Relic","召喚聖物","",8,[6361]
118,"IceNovaMtx","Ice Nova","Nova de glace","Eisnova","アイスノヴァ","얼음 폭발","Nova Glacial","Кольцо льда","Nova de hielo","Ice Nova","冰霜新星","",8,[5996]
119,"IceSpearMtx","Ice Spear","Lance de glace","Eisspeer","アイススピアー","얼음 창","Lança Gélida","Ледяное копьё","Lanza de hielo","Ice Spear","冰矛","",8,[6054]
120,"IceTrapMtx","Ice Trap","Piège de glace","Eisfalle","アイストラップ","얼음 덫","Armadilha Glacial","Ледяная ловушка","Trampa de hielo","Ice Trap","冰凍陷阱","",8,[6279]
121,"ImmortalCallMtx","Immortal Call","Clameur d'immortalité","Schrei der Unsterblichkeit","イモータルコール","불멸의 외침","Chamado Imortal","Призыв к бессмертию","Llamado inmortal","Immortal Call","不朽怒嚎","",8,[6009]
122,"IncinerateMtx","Incinerate","Incinération","Verbrennen","インシネレート","소각","Incinerar","Испепеление","Incinerar","Incinerate","燒毀","",8,[6156]
123,"KineticBlastMtx","Kinetic Blast","Explosion cinétique","Kinetische Explosion","キネティックボルト","역학 폭발","Explosão Cinética","Кинетический взрыв","Explosión cinética","Kinetic Blast","力量爆破","",8,[6257]
124,"LacerateMtx","Lacerate","Lacération","Zerfleischen","ラセレイト","피부 찢기","Dilacerar","Разрубание","Lacerar","Lacerate","破空斬","",8,[6007]
125,"LightningSpireMtx","Lightning Spire","Pic de foudre","Blitzleiterfalle","ライトニングスパイア","번개 첨탑","Espiral Relampejante","Шпиль молний","Pararrayos","Lightning Spire","鋒雷陷阱","",8,[6349]
126,"LightningWarpMtx","Lightning Warp","Téléportation foudroyante","Blitzteleportation","ライトニングワープ","번개 차원 이동","Teleporte Relampejante","Грозовой переход","Teletransporte de rayo","Lightning Warp","閃電傳送","",8,[6081]
127,"LeapSlamMtx","Leap Slam","Bond percutant","Sprunghieb","リープスラム","도약 강타","Salto Impactante","Наскок","Salto con impacto","Leap Slam","躍擊","",8,[5997]
128,"LightningArrowMtx","Lightning Arrow","Flèche de foudre","Blitzpfeil","ライトニングアロー","번개 화살","Flecha Relampejante","Стрела молнии","Flecha de rayo","Lightning Arrow","閃電箭矢","",8,[6106]
129,"MagmaOrbMtx","Rolling Magma","Magma déferlant","Magmakugel","ローリングマグマ","몰려오는 마그마","Bola de Magma","Ползучая магма","Bola de magma","Rolling Magma","熔岩翻騰","",8,[6277]
130,"MirageArcherMtx","Mirage Archer","Archer mirage","Phantombogenschütze","ミラージュアーチャー","신기루 궁수","Arqueiro Ilusório","Призрачный лучник","Arquero ilusorio","Mirage Archer","幻影射手","",8,[6343]
131,"MirrorArrowMtx","Mirror Arrow","Flèche miroir","Klonpfeil","ミラーアロー","거울 화살","Flecha Espelhada","Стрела-двойник","Flecha espejo","Mirror Arrow","魅影射擊","",8,[6255]
132,"MoltenShellMtx","Molten Shell","Carapace volcanique","Lavaschilde","モルテンシェル","용암 방패","Escudo Flamejante","Расплавленный панцирь","Coraza fundida","Molten Shell","熔岩護盾","",8,[6103]
133,"MoltenStrikeMtx","Molten Strike","Frappe volcanique","Lavaschlag","モルテンストライク","용암 타격","Golpe Vulcânico","Магмовый удар","Golpe fundido","Molten Strike","熔岩之擊","",8,[6229]
134,"OrbOfStormsMtx","Orb of Storms","Orbe des orages","Gewittersphäre","オーブオブストーム","폭풍 보주","Orbe Trovejante","Сфера бурь","Orbe de tormentas","Orb of Storms","風暴漩渦","",8,[6290]
135,"PhaseRunMtx","Phase Run","Course déphasée","Schemensprint","フェイズラン","위상 질주","Trespassar","Призрачный бег","Traspasar","Phase Run","暗影迷蹤","",8,[6066]
136,"CausticArrowMtx","Caustic Arrow","Flèche caustique","Giftpfeil","コースティックアロー","부식성 화살","Flecha Cáustica","Едкая стрела","Flecha cáustica","Caustic Arrow","腐化箭矢","",8,[6019]
137,"PurityMtx","Purity","Pureté","Reinheit","ピュリティ","정화","Pureza","Спасение","Pureza","Purity","淨化","",8,[6109]
138,"PurityofFireMtx","Purity of Fire","Pureté du feu","Reinheit des Feuers","ピュリティオブファイヤー","불의 순수함","Preza do Fogo","Спасение от огня","Pureza de fuego","Purity of Fire","火焰淨化","",8,[6183]
139,"PurityofIceMtx","Purity of Ice","Pureté de la glace","Reinheit des Eises","ピュリティオブアイス","얼음의 순수함","Pureza Glacial","Спасение от холода","Pureza de hielo","Purity of Ice","冰霜淨化","",8,[6185]
140,"PurityofLightningMtx","Purity of Lightning","Pureté de la foudre","Reinheit des Blitzes","ピュリティオブライトニング","번개의 순수함","Pureza Elétrica","Спасение от молнии","Pureza de rayo","Purity of Lightning","閃電淨化","",8,[6187]
141,"RainOfArrowsMtx","Rain of Arrows","Pluie de flèches","Pfeilregen","レインオブアロー","화살비","Chuva de Flechas","Ливень стрел","Lluvia de flechas","Rain of Arrows","箭雨","",8,[6089]
