"rownum","Buff","[rid]","i32"
114,"ignite",[1612],19
115,"ignite",[1665],20
116,"ignite",[1669],21
117,"ignite",[1670],22
118,"ignite",[1685],23
119,"ignite",[1735],24
120,"ignite",[1740],25
121,"ignite",[1794],26
122,"ignite",[1807],27
123,"ignite",[1819],28
124,"ignite",[1916],29
125,"scorch",[976],0
126,"scorch",[1819],1
127,"shock",[5],0
128,"shock",[220],1
129,"shock",[221],2
130,"shock",[222],3
131,"shock",[1097],4
132,"shock",[223],5
133,"shock",[1573],6
134,"shock",[1581],7
135,"shock",[1681],8
136,"shock",[1684],9
137,"shock",[1793],10
138,"shock",[1821],11
139,"shock",[1857],12
140,"shock",[1858],13
141,"shock",[1881],14
142,"shock",[1882],15
143,"shock",[1917],16
144,"shock",[1938],17
145,"shock",[1954],18
146,"sap",[978],0
147,"sap",[1821],1
148,"chill",[3],0
149,"chill",[1619],1
150,"chill",[1786],2
151,"chill",[1795],3
152,"chill",[1823],4
153,"chill",[1914],5
154,"freeze",[4],0
155,"freeze",[1620],1
156,"freeze",[1797],2
157,"freeze",[1820],3
158,"freeze",[1915],4
159,"brittle",[977],0
160,"brittle",[1823],1
161,"poison",[11],0
162,"poison",[1746],1
163,"poison",[1818],2
164,"poison",[1850],3
165,"poison",[1860],4
166,"poison",[1861],5
167,"bleed",[137],0
168,"bleed",[139],1
169,"bleed",[1543],2
170,"bleed",[1822],3
171,"bleed_moving",[138],0
172,"bleed_moving",[140],1
173,"bleed_moving",[1544],2
174,"bleed_moving",[1822],3
175,"fire_exposure",[1002],0
176,"cold_exposure",[1003],0
177,"lightning_exposure",[1004],0
178,"fire_exposure",[1574],1
179,"cold_exposure",[1575],1
180,"lightning_exposure",[1576],1
181,"fire_exposure",[1577],2
182,"cold_exposure",[1578],2
183,"lightning_exposure",[1579],2
184,"fire_exposure",[1918],3
185,"cold_exposure",[1919],3
186,"lightning_exposure",[1920],3
187,"infernal_blow_debuff",[878],0
188,"infernal_blow_debuff",[1590],1
189,"infernal_blow_debuff2",[879],0
190,"infernal_blow_debuff2",[1591],1
191,"infernal_blow_debuff3",[880],0
192,"infernal_blow_debuff3",[1592],1
193,"arcane_cloak",[1198],0
194,"arcane_cloak",[1593],1
195,"exsanguinate",[1501],0
196,"exsanguinate",[1594],1
197,"exsanguinate",[1712],2
198,"void_burst",[1595],0
199,"ambush_stealth",[1597],0
200,"cold_snap",[1600],4
201,"cold_snap",[1904],5
202,"cold_snap",[1906],6
203,"blood_rage",[13],0
204,"blood_rage",[1601],1
205,"lightning_strike_vaal_debuff",[863],0
206,"lightning_strike_vaal_debuff",[863],1
207,"lightning_strike_vaal_debuff",[1605],2
208,"lightning_strike_vaal_debuff",[1706],3
209,"lightning_strike_vaal_debuff",[1855],4
210,"lightning_strike",[1937],5
211,"herald_of_ash_buff",[903],-1
212,"herald_of_ash_buff",[324],0
213,"herald_of_ash_burning_buff",[173],0
214,"herald_of_ash_buff",[498],1
215,"herald_of_ash_burning_buff",[467],1
216,"herald_of_ash_buff",[497],2
217,"herald_of_ash_burning_buff",[173],2
218,"herald_of_ash_buff",[676],3
219,"herald_of_ash_burning_buff",[373],3
220,"herald_of_ash_buff",[680],4
221,"herald_of_ash_burning_buff",[173],4
222,"herald_of_ash_buff",[723],5
223,"herald_of_ash_burning_buff",[173],5
224,"herald_of_ash_buff",[809],6
225,"herald_of_ash_burning_buff",[817],6
226,"herald_of_ash_buff",[813],7
227,"herald_of_ash_burning_buff",[173],7
228,"herald_of_ash_buff",[884],8
229,"herald_of_ash_burning_buff",[173],8
230,"herald_of_ash_buff",[888],9
231,"herald_of_ash_burning_buff",[173],9
232,"herald_of_ash_buff",[897],10
233,"herald_of_ash_burning_buff",[173],10
234,"herald_of_ash_buff",[908],11
235,"herald_of_ash_burning_buff",[173],11
236,"herald_of_ash_buff",[913],12
237,"herald_of_ash_burning_buff",[173],12
238,"herald_of_ash_buff",[1040],13
239,"herald_of_ash_burning_buff",[173],13
240,"herald_of_ash_buff",[1063],14
241,"herald_of_ash_burning_buff",[1096],14
242,"herald_of_ash_buff",[1160],15
243,"herald_of_ash_burning_buff",[1164],15
244,"herald_of_ash_buff",[1240],16
245,"herald_of_ash_burning_buff",[173],16
246,"herald_of_ash_buff",[1287],17
247,"herald_of_ash_burning_buff",[173],17
248,"herald_of_ash_buff",[1309],18
249,"herald_of_ash_burning_buff",[1313],18
250,"herald_of_ash_buff",[1378],19
251,"herald_of_ash_burning_buff",[173],19
252,"herald_of_ash_buff",[1450],20
253,"herald_of_ash_burning_buff",[1454],20
254,"herald_of_thunder_buff",[903],-1
255,"herald_of_thunder_buff",[326],0
256,"herald_of_thunder_buff",[326],1
257,"herald_of_thunder_buff",[601],2
258,"herald_of_thunder_buff",[678],3
259,"herald_of_thunder_buff",[682],4
260,"herald_of_thunder_buff",[725],5
261,"herald_of_thunder_buff",[811],6
262,"herald_of_thunder_buff",[815],7
263,"herald_of_thunder_buff",[886],8
264,"herald_of_thunder_buff",[890],9
265,"herald_of_thunder_buff",[899],10
266,"herald_of_thunder_buff",[910],11
267,"herald_of_thunder_buff",[915],12
268,"herald_of_thunder_buff",[1042],13
269,"herald_of_thunder_buff",[1065],14
270,"herald_of_thunder_buff",[1162],15
271,"herald_of_thunder_buff",[1242],16
272,"herald_of_thunder_buff",[1288],17
273,"herald_of_thunder_buff",[1310],18
274,"herald_of_thunder_buff",[1379],19
275,"herald_of_thunder_buff",[1451],20
276,"herald_of_ice_buff",[903],-1
277,"herald_of_ice_buff",[325],0
278,"herald_of_ice_buff",[325],1
279,"herald_of_ice_buff",[600],2
280,"herald_of_ice_buff",[677],3
281,"herald_of_ice_buff",[681],4
282,"herald_of_ice_buff",[724],5
283,"herald_of_ice_buff",[810],6
284,"herald_of_ice_buff",[814],7
285,"herald_of_ice_buff",[885],8
286,"herald_of_ice_buff",[889],9
287,"herald_of_ice_buff",[898],10
288,"herald_of_ice_buff",[909],11
289,"herald_of_ice_buff",[914],12
290,"herald_of_ice_buff",[1041],13
291,"herald_of_ice_buff",[1064],14
292,"herald_of_ice_buff",[1161],15
293,"herald_of_ice_buff",[1241],16
294,"herald_of_ice_buff",[1289],17
295,"herald_of_ice_buff",[1311],18
296,"herald_of_ice_buff",[1380],19
297,"herald_of_ice_buff",[1452],20
298,"herald_of_thunder_active_buff",[0],-1
299,"herald_of_thunder_active_buff",[327],0
300,"herald_of_thunder_active_buff",[327],1
301,"herald_of_thunder_active_buff",[685],2
302,"herald_of_thunder_active_buff",[684],3
303,"herald_of_thunder_active_buff",[683],4
304,"herald_of_thunder_active_buff",[726],5
305,"herald_of_thunder_active_buff",[812],6
306,"herald_of_thunder_active_buff",[816],7
307,"herald_of_thunder_active_buff",[887],8
308,"herald_of_thunder_active_buff",[891],9
309,"herald_of_thunder_active_buff",[900],10
310,"herald_of_thunder_active_buff",[911],11
311,"herald_of_thunder_active_buff",[916],12
312,"herald_of_thunder_active_buff",[1043],13
313,"herald_of_thunder_active_buff",[1066],14
314,"herald_of_thunder_active_buff",[1163],15
315,"herald_of_thunder_active_buff",[1243],16
316,"herald_of_thunder_active_buff",[1290],17
317,"herald_of_thunder_active_buff",[1312],18
318,"herald_of_thunder_active_buff",[1381],19
319,"herald_of_thunder_active_buff",[1453],20
320,"herald_of_agony_buff",[903],-1
321,"herald_of_agony_buff",[920],0
322,"herald_of_agony_buff",[920],1
323,"herald_of_agony_buff",[920],2
324,"herald_of_agony_buff",[920],3
325,"herald_of_agony_buff",[920],4
326,"herald_of_agony_buff",[920],5
327,"herald_of_agony_buff",[920],6
328,"herald_of_agony_buff",[920],7
329,"herald_of_agony_buff",[920],8
330,"herald_of_agony_buff",[920],9
331,"herald_of_agony_buff",[923],10
332,"herald_of_agony_buff",[921],11
333,"herald_of_agony_buff",[922],12
334,"herald_of_agony_buff",[924],13
335,"herald_of_agony_buff",[925],14
336,"herald_of_agony_buff",[1158],15
337,"herald_of_agony_buff",[1245],16
338,"herald_of_agony_buff",[1286],17
339,"herald_of_agony_buff",[1308],18
340,"herald_of_agony_buff",[1377],19
341,"herald_of_agony_buff",[1449],20
342,"herald_of_light_buff",[903],-1
343,"herald_of_light_buff",[927],0
344,"herald_of_light_buff",[927],1
345,"herald_of_light_buff",[927],2
346,"herald_of_light_buff",[927],3
347,"herald_of_light_buff",[927],4
348,"herald_of_light_buff",[927],5
349,"herald_of_light_buff",[927],6
350,"herald_of_light_buff",[927],7
351,"herald_of_light_buff",[927],8
352,"herald_of_light_buff",[927],9
353,"herald_of_light_buff",[930],10
354,"herald_of_light_buff",[928],11
355,"herald_of_light_buff",[929],12
356,"herald_of_light_buff",[931],13
357,"herald_of_light_buff",[932],14
358,"herald_of_light_buff",[1159],15
359,"herald_of_light_buff",[1244],16
360,"herald_of_light_buff",[1285],17
361,"herald_of_light_buff",[1307],18
362,"herald_of_light_buff",[1376],19
363,"herald_of_light_buff",[1448],20
364,"burning_arrow_debuff",[1174],0
365,"burning_arrow_debuff",[1175],1
366,"mortar_barrage_mine_aura",[1130],0
367,"mortar_barrage_mine_aura",[1623],2
368,"mine_lightning_explosion_aura",[1120],0
369,"mine_lightning_explosion_aura",[1624],2
370,"cold_projectile_mine_aura",[1129],0
371,"cold_projectile_mine_aura",[1625],2
372,"vaal_arc_buff",[893],6
373,"vaal_arc_buff",[941],7
374,"vaal_arc_buff",[1103],8
375,"flame_wall_burning",[173],0
376,"flame_wall_burning",[1051],1
377,"flame_wall_burning",[1568],2
378,"flame_wall_burning",[1630],3
379,"plague_bearer_at_max_damage",[903],-1
380,"plague_bearer_at_max_damage",[1116],0
381,"plague_bearer_at_max_damage",[1116],1
382,"plague_bearer_at_max_damage",[1116],2
383,"plague_bearer_buff_active_aura",[903],-1
384,"plague_bearer_buff_active_aura",[1117],0
385,"plague_bearer_buff_active_aura",[1117],1
386,"plague_bearer_buff_active_aura",[1117],2
387,"plague_bearer_accumulating",[903],-1
388,"plague_bearer_accumulating",[1126],0
389,"plague_bearer_accumulating",[1631],1
390,"plague_bearer_accumulating",[1752],2
391,"plague_bearer_aura",[903],-1
392,"plague_bearer_aura",[1127],0
393,"plague_bearer_aura",[1632],1
394,"plague_bearer_aura",[1753],2
395,"penance_brand_magma_pustule",[1305],0
396,"penance_brand_magma_pustule",[1633],2
397,"penance_brand_many_charges",[1322],0
398,"penance_brand_many_charges",[1634],2
399,"winter_brand_burn",[1323],0
400,"winter_brand_burn",[1635],2
401,"winter_brand_secondary_burn",[1324],0
402,"winter_brand_secondary_burn",[1636],2
403,"winter_brand_orb",[1328],0
404,"winter_brand_orb",[1637],2
405,"divine_cry_buff",[1571],0
406,"divine_cry_buff",[1640],2
407,"divine_cry_buff",[1641],3
408,"blight_channel_main",[532],0
409,"blight_channel_main",[1095],1
410,"blight_channel_main",[1531],2
411,"blight_channel_main",[1532],3
412,"blight_channel_main",[1565],4
413,"blight_channel_hinder",[1644],3
414,"blight_channel_hinder",[1570],4
415,"wither_channelled_main",[488],1
416,"wither_channelled_main",[1125],2
417,"wither_channelled_main",[1533],3
418,"wither_channelled_main",[1534],4
419,"wither_channelled_main",[1535],5
420,"wither_channelled_main",[1566],6
421,"wither_channelled_hinder",[1644],4
422,"wither_channelled_hinder",[1570],6
423,"soul_link_source",[1646],0
424,"soul_link_target",[1647],0
425,"storm_blade",[1645],0
426,"flame_link_source",[1648],0
427,"flame_link_target",[1649],0
428,"remora_link_source",[1650],0
429,"remora_link_target",[1651],0
430,"bulwark_link_source",[1652],0
431,"bulwark_link_target",[1653],0
432,"trigger_link_source",[1654],0
433,"trigger_link_target",[1655],0
434,"critical_link_source",[1656],0
435,"critical_link_target",[1657],0
436,"explosive_concoction_flask_attach",[1638],0
437,"poisonous_concoction_flask_attach",[1639],0
438,"poisonous_concoction_flask_attach",[1741],1
439,"poisonous_concoction_flask_attach",[1856],2
440,"bubble_shield",[0],0
441,"flask_effect",[1736],1
442,"flask_effect",[1737],2
443,"flask_effect",[1738],3
444,"flask_effect",[1739],4
445,"flask_effect",[1745],5
446,"flask_effect",[1785],6
447,"flask_effect",[1815],7
448,"flask_effect",[1831],8
449,"flask_effect",[1832],9
450,"flask_effect",[1833],10
451,"flask_effect",[1867],11
452,"flask_effect",[1876],12
453,"flask_effect",[1877],13
454,"flask_effect",[1878],14
455,"flask_effect",[1879],15
456,"flask_effect",[1880],16
457,"flask_effect",[1905],17
458,"flask_effect",[1913],18
459,"flask_effect",[1961],19
460,"flask_effect",[1992],20
461,"flask_effect",[1993],21
462,"flask_effect",[1994],22
463,"corrupting_fever_buff",[1502],0
464,"corrupting_fever_buff",[1747],1
465,"corrupting_fever_corrupted_blood",[236],0
466,"corrupting_fever_corrupted_blood",[1748],1
467,"slither_slither_buff",[1519],1
468,"slither_elusive_buff",[1520],1
469,"slither_wither_buff",[1535],1
470,"monster_dd_area_corpse_mark",[797],0
471,"monster_dd_area_corpse_mark",[798],1
472,"monster_dd_area_corpse_mark",[1415],2
473,"monster_dd_area_corpse_mark",[1692],3
474,"monster_dd_area_corpse_fade",[1714],3
475,"monster_soulrend_debuff",[998],0
476,"monster_soulrend_debuff",[1000],1
477,"monster_soulrend_debuff",[1963],2
478,"monster_soulrend_fadeout",[999],0
479,"monster_soulrend_fadeout",[1001],1
480,"monster_soulrend_fadeout",[1964],2
481,"arcane_surge",[715],0
482,"arcane_surge",[1811],1
483,"phasing_buff",[321],0
484,"phasing_buff",[1809],1
485,"fortify_buff",[397],0
486,"fortify_buff",[1810],1
487,"onslaught_buff",[212],0
488,"onslaught_buff",[1812],1
489,"onslaught_buff",[1944],2
490,"galvanic_field_player_buff",[1816],0
491,"galvanic_field_player_buff",[1842],1
492,"galvanic_field_player_buff",[1848],2
493,"galvanic_field_shock_debuff",[1817],0
494,"galvanic_field_shock_debuff",[1843],1
495,"galvanic_field_shock_debuff",[1849],2
496,"lightning_conduit_hit_buff",[1814],0
497,"lightning_conduit_hit_buff",[1845],1
498,"lightning_conduit_hit_buff",[1847],2
499,"lightning_conduit_pause_buff",[1813],0
500,"lightning_conduit_pause_buff",[1844],1
501,"lightning_conduit_pause_buff",[1846],2
502,"alchemists_mark_buff",[81],0
503,"alchemists_mark_buff",[1838],1
504,"righteous_fire_buff_visual",[378],2
505,"righteous_fire_buff_visual",[447],3
506,"righteous_fire_buff_visual",[447],4
507,"righteous_fire_buff_visual",[17],5
508,"righteous_fire_buff_visual",[17],6
509,"righteous_fire_buff_visual",[18],7
510,"righteous_fire_buff_visual",[1562],8
511,"righteous_fire_buff_visual",[1851],9
512,"righteous_fire_aura_visual",[379],2
513,"righteous_fire_aura_visual",[379],3
514,"righteous_fire_aura_visual",[379],4
515,"righteous_fire_aura_visual",[22],5
516,"righteous_fire_aura_visual",[25],6
517,"righteous_fire_aura_visual",[23],7
518,"righteous_fire_aura_visual",[1563],8
519,"righteous_fire_aura_visual",[1852],9
520,"righteous_fire_aura_visual_totem",[20],0
521,"righteous_fire_aura_visual_totem",[379],2
522,"righteous_fire_aura_visual_totem",[379],3
523,"righteous_fire_aura_visual_totem",[379],4
524,"righteous_fire_aura_visual_totem",[25],5
525,"righteous_fire_aura_visual_totem",[25],6
526,"righteous_fire_aura_visual_totem",[24],7
527,"righteous_fire_aura_visual_totem",[1564],8
528,"righteous_fire_aura_visual_totem",[1853],9
529,"reap_debuff",[1521],0
530,"reap_debuff",[1862],1
531,"reap_debuff",[1950],2
532,"reap_charges",[1522],0
533,"reap_charges",[1863],1
534,"reap_charges",[1951],2
535,"vaal_charged_attack_buff",[1887],0
536,"vaal_charged_attack_buff",[1888],1
537,"vaal_charged_attack_buff",[1889],2
538,"dominating_blow_normal",[934],0
539,"dominating_blow_normal",[1425],1
540,"dominating_blow_magic",[935],0
541,"dominating_blow_magic",[1426],1
542,"dominating_blow_rare",[936],0
543,"dominating_blow_rare",[1427],1
544,"vaal_ice_shot",[1901],0
545,"vaal_ice_shot",[1902],3
546,"vaal_ice_shot",[1903],4
547,"vaal_arctic_armour_secondary",[1899],0
548,"vaal_arctic_armour_secondary",[1900],2
549,"covered_in_ash",[658],0
550,"covered_in_ash",[1940],1
551,"covered_in_frost",[1682],0
552,"covered_in_frost",[1941],1
553,"smite_aura_buff",[907],1
554,"smite_aura_buff",[1953],3
555,"smite_vaal_aura_buff",[1890],0
556,"frigid_bond",[1960],0
557,"devour_support",[1921],-1
558,"devour_support",[1236],0
559,"freeze",[1989],5
560,"flamewood_support",[1965],0
561,"freeze",[2007],6
562,"freeze",[2008],7
563,"chill",[2009],6
564,"chill",[2010],7
565,"chill",[2011],8
