"rownum","Id","i32","bool","bool"
292,"PhysCascadeTrap",66514,"",""
293,"ExpandingPulse",127799,"",""
294,"TriggerBeam",84083,"",""
295,"MultiTriggerBeam",123407,"",""
296,"ArchitectHealingBeam",78240,"",""
297,"MonsterTornado",116182,"",""
298,"ArchitectComboStomp",72432,"",""
299,"ArchitectBloodExplosion",73914,"",""
300,"ArchitectBloodBeam",82722,"",""
301,"TranslateRotate",84616,1,1
302,"HolyPath",91864,"",""
303,"Smite",86205,"",""
304,"ExecuteGEAL",118561,1,1
305,"VirulentArrow",118612,"",""
306,"RainOfSpores",65689,"",""
307,"SummonRelic",98632,1,""
308,"ProtoPizzaSlam",118576,"",""
309,"ProtoAbyssSlam",92779,"",""
310,"SpawnObject",111705,1,1
311,"RelicHolyNova",110937,"",""
312,"SingleGroundLaser",94766,"",""
313,"ConduitSigil",76722,"",""
314,"BloodstainedBanner",87714,1,""
315,"PuresteelBanner",126154,1,""
316,"BetrayalSiegeCannon",96994,1,""
317,"FeastOfFlesh",72795,"",""
318,"DonutCircle",127249,"",""
319,"ReviveMonstersInCone",96741,"",""
320,"CreateMonsterFromCorpses",119355,"",""
321,"CataclysmSigil",107734,"",""
322,"SigilRecall",119012,"",1
323,"GeometryProjectiles",103683,"",""
324,"GeometryProjectilesAttack",84929,"",""
325,"MonkeyThrow",130716,"",""
326,"EffectDrivenAttack",114319,"",""
327,"EffectDrivenSpell",122632,"",""
328,"GeometryTrigger",75757,"",""
329,"RectangleMortarWithRotatingOrbs",70795,"",""
330,"Soulrend",70238,"",""
331,"DarkRitual",96974,"",""
332,"Purge",110751,"",""
333,"CastAuraSpellDamage",127039,1,""
334,"CastAuraDamageOverTime",79363,1,""
335,"DashToTarget",75514,"",""
336,"MonsterSoulrend",79216,"",""
337,"ShockRifleDisco",105493,"",""
338,"ExpandingConeWaves",75149,"",""
339,"QuickGuard",108605,1,""
340,"QuickDodge",117277,"",""
341,"Bladestorm",96711,"",""
342,"BloodSandStance",98698,"",""
343,"BloodSpears",92588,"",""
344,"ChainStrike",114033,"",""
345,"SupportBluntShockwave",116988,"",""
346,"BloodSandArmour",73019,"",""
347,"SliceAndDice",82196,"",""
348,"CastAuraPhysicalDamage",67590,1,""
349,"MultiSplittingProjectile",120968,"",""
350,"SummonBoneGolem",130443,"",""
351,"BoneGolemCascade",110508,"",""
352,"BoneGolemMultiAttack",119644,"",""
353,"Slither",126454,"",""
354,"SerpentStrike",127042,"",""
355,"CoilingAssault",65692,"",""
356,"MortarBarrageMine",99863,"",""
357,"MineLightningExplosion",68981,"",""
358,"ColdProjectileMine",90687,"",""
359,"SnappingAdder",90409,"",""
360,"TetheringArrow",116798,"",""
361,"TotemMortar",78979,"",""
362,"EyrieBarrage",68533,"",""
363,"Transform",74328,"",""
364,"ArcaneCloak",128179,"",""
365,"AfflictionBossFinalGrowBeam",78404,"",""
366,"ChannelledSnipe",121304,"",""
367,"PackTeleport",111747,"",""
368,"TeleportExplodeKill",72018,"",""
369,"AfflictionDaemonDestroyCorpseProjectileCascade",120055,"",""
370,"AfflictionDaemonDestroyCorpseSummonMonster",111482,"",""
371,"TriggerSigil",66976,"",""
372,"RallyingCryNew",104393,"",""
373,"InfernalCry",123523,"",""
374,"SigilDetonate",106366,"",""
375,"SeismicCry",112236,"",""
376,"AncestralCry",73955,"",""
377,"MagmaSigil",66228,"",""
378,"ImmolationSigil",89736,"",""
379,"SpikeSlam",111612,"",""
380,"DoubleCry",121261,"",""
381,"OshabiOrbProjectile",74536,"",""
382,"DoNothing",16843678,1,1
383,"Disintegrate",103520,"",""
384,"CircleOfPower",65777,"",""
385,"Firewall",101342,"",""
386,"SteelSteal",122064,"",""
387,"ViciousHexExplosion",104671,"",""
388,"HeistBouncingSawblade",109598,"",""
389,"GlacialCascadeNew",97315,"",""
390,"DoomBlast",75516,"",""
391,"HeistAttachSnipe",107157,"",""
392,"OilArrow",126679,"",""
393,"WaterSphere",76830,"",""
394,"TrackingSlam",101204,"",""
395,"ToggleBuff",93356,"",""
396,"CastAuraGroup",81336,1,""
397,"SummonMetaTotem",77686,1,""
398,"BloodTendrils",89212,"",""
399,"BloodSurge",73355,"",""
400,"TrialmasterTetherSpike",128171,1,""
401,"TrialmasterChaosShrine",68758,1,""
402,"TrialmasterTimestop",99483,"",""
403,"BloodScythe",84431,"",""
404,"VaalBloodScythe",115874,"",""
405,"AddSpecialBuffToTarget",75699,1,""
406,"GeometryMortars",119898,"",""
407,"GeometryMortarsAttack",117126,"",""
408,"ArmourEvasionBanner",112291,1,""
409,"Voidburst",110487,"",""
410,"RageSlash",78058,"",""
411,"DivineCry",89074,"",""
412,"VanishingAmbush",94296,"",""
413,"WeaponTrap",70530,"",""
414,"Soulfeast",89155,"",""
415,"ManaVoid",97709,"",""
416,"PrismaticRain",122172,"",""
417,"ShieldWaves",69347,"",""
418,"TraumaStrike",68434,"",""
419,"IonCannonCage",81539,"",""
420,"ThrowFlask",96426,"",""
421,"FrozenSphere",101647,"",""
422,"GroundSearingLaser",73223,"",""
423,"ThrowFlaskPoison",72946,"",""
424,"Chronomancer",89893,"",""
425,"TornadoSuck",76951,"",""
426,"Tornado",123783,1,""
427,"StormBlade",128232,"",""
428,"SoulLink",106581,"",""
429,"FlameLink",120118,"",""
430,"RemoraLink",121336,"",""
431,"BulwarkLink",97720,"",""
432,"TriggerLink",84290,"",""
433,"CriticalLink",99469,"",""
434,"HellscapeTentacleGrab",88679,"",""
435,"BubbleShield",81182,"",""
436,"BlackStarLaserSpears",100683,"",""
437,"SentinelTagBeam",72918,"",""
438,"ShockEnergyRelease",119041,"",""
439,"TeslaSphere",82067,"",""
440,"AlchemistsMark",85284,"",""
441,"DirectLineOfAnts",95527,1,""
442,"MTXPolymorphPlayer",97176,"",""
443,"MTXQuicksilverBestiaryStampede",126203,"",""
444,"MultistabSpear",124729,"",""
445,"DisengageSpearAttack",77965,"",""
446,"SpearDashStrike",89428,"",""
447,"DriveByCharge",115595,"",""
448,"SandstormSwipe",86803,"",""
449,"WhirlwindSpear",99118,"",""
450,"SpearWall",98206,"",""
451,"SummonMetaDemonCaster",83331,1,""
452,"LightningBurst",70334,"",""
453,"FireWakeSpear",128234,"",""
454,"SummonInfernalFamiliar",65936,1,""
455,"CrossbowPowerShot",105704,"",""
456,"CrossbowSiegeCascade",98020,"",""
457,"CrossbowAmmo",127731,"",""
458,"WhirlingAssault",106714,"",""
459,"DoubleSlam",114230,"",""
460,"EscapeShot",88092,"",""
461,"ChannelledSlam",80844,"",""
462,"VolcanicSlam",89834,"",""
463,"RingOfIce",102061,"",""
464,"RingOfIceSweep",103419,"",""
465,"Triggerbots",68420,"",""
466,"MtxCoinFlip",78814,"",""
467,"BloodSandTriggered",91008,"",""
468,"MtxRaccoonTrash",71775,1,""
469,"HardQuickDodge",73873,"",""
470,"GenericProjectileSpell",111124,"",""
471,"GlacialCascadeAttack",130364,"",""
472,"QuarterstaffFrostWave",109678,"",""
473,"CrossbowRapidShot",71769,"",""
474,"CrossbowBurstShot",79919,"",""
475,"QuarterstaffComboAttack",65555,"",""
476,"Comet",82960,"",""
477,"RingOfBlades",117061,"",""
478,"NewLightningStrike",90985,"",""
479,"ComboKnifeThrow",97393,"",""
480,"ShadowDash",66340,"",""
481,"ManaTempest",65600,"",""
482,"NewNewArcticArmour",121095,"",""
483,"ChannelledLightning",72322,"",""
484,"Meditate",117842,"",""
485,"KillingPalm",69860,"",""
486,"NewNewLightningStrike",92707,"",""
487,"Volcano",81458,"",""
488,"SummonWolfCompanion",122362,"",""
489,"NewBloodRage",106764,"",""
490,"SpinningThrow",96930,"",""
491,"ShatteringPalm",123620,"",""
492,"SpiralVolley",71227,"",""
493,"PestilentSlash",118258,"",""
494,"BearMaul",80864,"",""
495,"IcePath",65763,"",""
496,"DodgeRoll",126284,"",""
497,"ShadowThiefSlash",116668,"",""
498,"LeapingAxeCatch",96410,"",""
499,"PlungingBlade",105551,"",""
500,"WolfHowl",124985,"",""
501,"SpiralThrow",80245,"",""
502,"HeatSeekingArrow",124984,"",""
503,"WolfLeapAttack",91894,"",""
504,"ElectricFenceArrow",66640,"",""
505,"BearRampage",84742,"",""
506,"ArmingIceSpear",109542,"",""
507,"StaffUnleash",86659,"",""
508,"LightningStorm",90039,"",""
509,"InfernalCryExplosion",67226,"",""
510,"DetachDashToTarget",130602,"",""
511,"BearSlam",79480,"",""
512,"BearWarcryMeta",74768,1,""
513,"CastOnShock",73638,"",""
514,"CastOnFreeze",120769,"",""
515,"CastOnIgnite",120293,"",""
516,"CastOnMeleeKill",78862,"",""
517,"CastOnDeath",75072,"",""
518,"CastWhenStunned",118736,"",""
519,"CastOnDamageTaken",125514,"",""
520,"CastOnCrit",82060,"",""
521,"BarrierInvocation",85172,"",""
522,"CastOnDodgeRoll",78210,"",""
523,"CastWhileChannelling",93841,"",""
524,"CastOnMeleeStun",83509,"",""
525,"LingeringIllusion",100903,1,""
526,"CreateIllusion",104406,"",""
527,"GhostDanceSkill",128150,1,""
528,"BindSpectre",16859228,"",""
529,"ShieldPhalanx",125705,"",""
530,"AdvancingWhirl",100924,"",""
531,"Advance",16841846,"",""
532,"BlightPath",16803770,"",""
533,"StrafeLeft",16800673,"",""
534,"StrafeLeftFaceTarget",16800112,"",""
535,"StrafeLeftFaceTargetNoFlee",16839214,"",""
536,"StrafeLeftNoFlee",16817462,"",""
537,"StrafeRight",16793025,"",""
538,"StrafeRightFaceTarget",16832149,"",""
539,"StrafeRightFaceTargetNoFlee",16784271,"",""
540,"StrafeRightNoFlee",16788367,"",""
541,"AfflictionDaemonDestroyCorpseProjectileCascadeProjectile",14926,"",""
542,"BaseMeleeDashAttack",50773,"",""
543,"CorpseErruptionProjectile",38210,"",""
544,"DeployAction",31556,"",""
545,"ElementalStrikeCold",42306,"",""
546,"ElementalStrikeFire",50704,"",""
547,"ElementalStrikeLightning",13073,"",""
548,"GroundBladeHandler",13017,"",""
549,"IceStrikeProjectile",27711,"",""
550,"LightingStrikeProjectile",23914,"",""
551,"ManaVoidRuneHandler",32823,"",""
552,"MoltenStrikeProjectile",1790,"",""
553,"NewLightingStrikeProjectile",3923,"",""
554,"SoulfeastCraterHandler",48455,"",""
555,"TempestShieldArc",34595,"",""
556,"VolcanicSlamProjectile",63424,"",""
557,"AncestralTrialDestroyTotem",16865369,1,""
558,"AreaTransitionAnimation",16907796,"",""
559,"Arm",16888126,1,1
560,"BasicTownPortal",16881497,"",""
561,"BeThrown",16846479,1,1
562,"BloodVortexGetUp",16885917,1,1
563,"CaptureMonsterRope",16884239,"",""
564,"Dance",16890673,"",1
565,"Emerge",16859393,1,1
566,"Emerge2",16851867,1,1
567,"Emerge3",16851866,1,1
568,"EpilogueKnockdown",16845130,"",""
569,"FireHarpoon",16858608,"",""
570,"Flee",16900521,1,1
571,"FleeFaceLeft",16883959,1,1
572,"FleeFaceRight",16851474,1,1
573,"FleeFaceTarget",16903037,1,1
574,"FollowPath",16897316,1,1
575,"FrogJump",16863265,1,1
576,"Interaction",16892518,"",""
577,"InteractionChannelled",16896591,1,1
578,"MineDetonate",16899046,1,1
579,"MonsterPickup",16856753,1,""
580,"Move",16853257,1,1
581,"MoveForced",16858911,1,1
582,"MoveSpecial",16876733,1,1
583,"Revive",16854609,1,""
584,"SinPickup",16866951,"",""
585,"TreeToGroundJumpLeft",16848380,1,1
586,"TreeToGroundJumpRight",16861602,1,1
587,"TreeToTreeJumpLeft",16906632,1,1
588,"TreeToTreeJumpRight",16886817,1,1
589,"TreeToVineJumpLeft",16891905,1,1
590,"TreeToVineJumpRight",16849858,1,1
591,"VineToGroundJumpLeft",16906142,1,1
592,"VineToGroundJumpRight",16852920,1,1
593,"VineToTreeJump",16904403,1,1
594,"VineToVineJump",16897386,1,1
595,"WashedUp",16889817,1,""
596,"CastAuraDominatingAura",69045,1,""
597,"Shroud",101803,1,""
598,"SummonMercenaryCompanion",96092,"",""
599,"MetaTotemBase",125027,1,""
600,"MetaSkill",12521,"",""
601,"Grenade",130782,"",""
602,"BoneOffering",128328,"",""
603,"ReviveMinion",113578,"",""
604,"CommandMinion",122787,"",""
605,"ResonatingSlam",120001,"",""
606,"SniperGasShot",83700,"",""
607,"StrafeRandom",16783976,"",""
608,"DeathStorm",124696,"",""
609,"IceBind",128264,"",""
610,"BombadierDestructiveLink",112594,"",""
611,"WindPalm",68430,"",""
612,"WindPalmProjectile",119325,"",""
613,"ChargedStaff",111493,"",""
614,"ChargedStaffShockwave",108632,"",""
615,"RollingMagma",67118,"",""
616,"SummonSkeleton",76502,"",""
617,"ChargedStrike",95799,"",""
618,"TempestBell",126419,"",""
619,"GenericMinionCommand",77641,"",""
620,"IceAmbush",95414,"",""
621,"IceAmbushExplode",113975,"",""
622,"BoneSpear",111658,"",""
623,"RingOfBone",120730,"",""
624,"ConsumeCorpse",80525,"",""
625,"BoneCone",77280,"",""
626,"DetonatingArrow",101046,"",""
627,"PoisonBurstArrow",128254,"",""
628,"PowerSiphon",97736,"",""
629,"PoisonbloomArrow",104531,"",""
630,"ShockingArrow",110921,"",""
631,"RipwireArrow",67535,"",""
632,"LightningRodRain",130458,"",""
633,"SnipersMark",75224,"",""
634,"GasCloudArrow",127302,"",""
635,"RainOfArrowsNew",82609,"",""
636,"SolarOrb",86576,"",""
637,"GreaterFireball",77495,"",""
638,"PlagueBearer",111459,1,""
639,"PlagueBearerNova",128116,"",""
640,"ChannelShieldCharge",118775,"",""
641,"ElectrocutingArrow",94497,"",""
642,"Shatter",95329,"",""
643,"PerfectStrike",103808,"",""
644,"EmpowerBarrage",124955,"",""
645,"ShieldBlock",131052,"",""
646,"ManaRemnants",115104,1,""
647,"MetaAncestralTotem",94187,"",""
648,"IgneousShield",76682,"",""
649,"IgneousShieldExplosion",117044,"",""
650,"ShockwaveTotem",124096,1,""
651,"FreezingShards",114361,"",""
652,"ShockwaveTotemQuake",114020,"",""
653,"MeleeSet2",58485,"",""
654,"MeleeSet3",58484,"",""
655,"PoisonVineArrow",112070,"",""
656,"SummonRhoaMount",90798,"",""
657,"MountMinion",16862765,"",""
658,"DismountMinion",16851968,"",""
659,"PlagueBurst",88756,1,""
660,"CorpseCloud",72241,"",""
661,"TempestFlurry",85200,"",""
662,"RagingSpirits",100349,"",""
663,"TriggeredElementalDischarge",65642,"",""
664,"TriggeredFieryDeath",91500,"",""
665,"EnforcedWalking",16889242,1,""
666,"Spearstorm",111820,"",""
667,"RemoteSpearMine",104576,"",""
668,"KnockbackWave",106908,1,1
669,"MinionInteraction",16898813,"",""
670,"SpearWindVortex",111257,"",""
671,"SpearInfusingStrike",101806,"",""
672,"SpearLightningWarp",101059,"",""
673,"InfusedSpearMine",107673,"",""
674,"WindDancer",121422,"",""
675,"TriggeredWindDancer",99067,"",""
676,"TriggeredManaFlare",90185,"",""
677,"RitualOfPower",87782,"",""
678,"GenericDeployTotem",113885,"",""
679,"DarkEffigyProjectile",86693,"",""
680,"MoveToFormation",16896723,1,1
681,"InstantSpell",65867,"",""
682,"IceBomb",110204,"",""
683,"GrimFeast",119097,1,""
684,"Blasphemy",73974,1,""
685,"CastOnMinionDeath",106432,"",""
686,"ScavengedPlating",105206,1,""
687,"DashAttackToTarget",89619,"",""
688,"ManaDrain",115068,"",""
689,"BoneBlast",109321,"",""
690,"BlinkReservation",116169,1,""
691,"Blink",87767,"",""
692,"Incinerate",94722,"",""
693,"MoltenBlast",104002,"",""
694,"CastAuraCritAgainstEnemy",73980,1,""
695,"EyeOfWinter",101396,"",""
696,"Hydra",75737,"",""
697,"HammerOfTheGods",103050,"",""
698,"LivingBombPlayer",118890,"",""
699,"ChannelStampede",109413,"",""
700,"Stampede",70461,"",""
701,"ShieldBarricade",69025,"",""
702,"ShieldingCry",100231,"",""
703,"ShieldingCryShockwave",71636,"",""
704,"BlazingCluster",121541,"",""
705,"ArmourBreaker",96280,"",""
706,"AncestralCryProjectile",66568,"",""
707,"ArmourExplosion",129203,"",""
708,"StompingGroundShockwave",88124,"",""
709,"LifeRemnants",113303,1,""
710,"TrickShot",66043,"",""
711,"TriggeredSoulbreaker",95215,"",""
712,"VaultingImpact",125914,"",""
713,"StormWave",69065,"",""
714,"ViperNapuatziLightningSpear",127619,1,""
715,"MantraOfDestruction",80804,"",""
716,"WarBanner",130337,1,""
717,"DefianceBanner",113785,1,""
718,"FreezingMark",107044,"",""
719,"FreezingMarkNova",96654,"",""
720,"ThaumaturgistMark",114337,"",""
