"rownum","ItemExperienceType","ItemCurrentLevel","Experience","i32"
254,15,17,47459814,0
255,15,18,93492200,0
256,15,19,180740239,0
257,15,20,338712291,0
258,16,1,0,0
259,16,2,388734,0
260,16,3,866171,0
261,16,4,1449957,0
262,16,5,2160316,0
263,16,6,3515827,0
264,16,7,4654704,0
265,16,8,6022937,0
266,16,9,7661275,0
267,16,10,9617923,0
268,16,11,13273107,0
269,16,12,16290434,0
270,16,13,19866666,0
271,16,14,24098333,0
272,16,15,26493411,0
273,16,16,34914474,0
274,16,17,51074457,0
275,16,18,92244824,0
276,16,19,179039272,0
277,16,20,336444335,0
278,17,1,0,0
279,18,1,0,0
280,18,2,226854909,0
281,18,3,1666045137,0
282,19,1,0,0
283,19,2,514379,0
284,19,3,2510966,0
285,19,4,9963851,0
286,19,5,40744826,0
287,19,6,341913067,0
288,20,1,0,0
289,20,2,16154,0
290,20,3,647270,0
291,20,4,6361711,0
292,20,5,39949255,0
293,20,6,529166003,0
294,21,1,0,0
295,21,2,413882498,0
296,21,3,869153245,0
297,21,4,1369951067,0
298,21,5,1920828672,0
299,22,1,0,0
300,22,2,413880668,0
301,22,3,869149403,0
302,22,4,1369945012,0
303,22,5,1920820181,0
304,23,1,0,0
305,23,2,407097645,0
306,23,3,854905055,0
307,23,4,1347493206,0
308,23,5,1889340172,0
309,24,1,0,0
310,24,2,411225217,0
311,24,3,863572955,0
312,24,4,1361155467,0
313,24,5,1908496231,0
314,25,1,0,0
315,25,2,341831131,0
316,25,3,683662262,0
317,25,4,1025493393,0
318,25,5,1367324524,0
319,26,1,0,0
320,26,2,413615669,0
321,26,3,868592904,0
322,26,4,1369067863,0
323,26,5,1919590318,0
324,27,1,0,0
325,27,2,413868278,0
326,27,3,869123383,0
327,27,4,1369903999,0
328,27,5,1920762677,0
329,28,1,0,0
330,28,2,226854909,0
331,28,3,1666045137,0
332,28,4,2086927923,0
333,29,1,0,0
334,29,2,70,0
335,29,3,378,0
336,29,4,1932,0
337,29,5,8599,0
338,29,6,34646,0
339,29,7,84371,0
340,29,8,180085,0
341,29,9,349680,0
342,29,10,633439,0
343,30,1,0,0
344,30,2,841,0
345,30,3,3940,0
346,30,4,11373,0
347,30,5,34268,0
348,30,6,83993,0
349,30,7,179707,0
350,30,8,349302,0
351,30,9,633061,0
352,30,10,1087057,0
353,31,1,0,0
354,32,2,0,3
355,33,3,0,6
356,34,4,0,10
357,35,5,0,14
358,36,6,0,18
359,37,7,0,22
360,38,8,0,26
361,39,9,0,31
362,40,10,0,36
363,41,11,0,41
364,42,12,0,46
365,43,13,0,52
366,44,14,0,58
367,45,15,0,64
368,46,1,0,0
369,46,2,1,0
370,46,3,2,0
371,46,4,3,0
372,46,5,4,0
373,46,6,5,0
