"rownum","HideoutNPCsKey","Order","AddMod","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","[rid]","i32","i32","rid","AddEnchantment","SortCategory","rid","bool","i32","rid","rid","rid"
12,4,12,"",[20],[120],0,"At Least Three Red Sockets",7,[],0,"RRR",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[8848],4119,4119,"","",3,"","",0,"","",""
13,4,13,"",[20],[4],0,"At Least One Green Socket",7,[],0,"G",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4,9,10]",1,"",0,0,[],[8848],4119,4119,"","",3,"","",0,"","",""
14,4,14,"",[20],[25],0,"At Least Two Green Sockets",7,[],0,"GG",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[8848],4119,4119,"","",3,"","",0,"","",""
15,4,15,"",[20],[120],0,"At Least Three Green Sockets",7,[],0,"GGG",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[8848],4119,4119,"","",3,"","",0,"","",""
16,4,16,"",[20],[4],0,"At Least One Blue Socket",7,[],0,"B",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4,9,10]",1,"",0,0,[],[8848],4119,4119,"","",3,"","",0,"","",""
17,4,17,"",[20],[25],0,"At Least Two Blue Sockets",7,[],0,"BB",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[8848],4119,4119,"","",3,"","",0,"","",""
18,4,18,"",[20],[120],0,"At Least Three Blue Sockets",7,[],0,"BBB",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[8848],4119,4119,"","",3,"","",0,"","",""
19,4,19,"",[20],[15],0,"At Least One Red and One Green Socket",7,[],0,"RG",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[8848],4119,4119,"","",3,"","",0,"","",""
20,4,20,"",[20],[15],0,"At Least One Red and One Blue Socket",7,[],0,"RB",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[8848],4119,4119,"","",3,"","",0,"","",""
21,4,21,"",[20],[15],0,"At Least One Green and One Blue Socket",7,[],0,"GB",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[8848],4119,4119,"","",3,"","",0,"","",""
22,4,22,"",[20],[100],0,"At Least Two Red and One Green Socket",7,[],0,"RRG",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[8848],4119,4119,"","",3,"","",0,"","",""
23,4,23,"",[20],[100],0,"At Least Two Red and One Blue Socket",7,[],0,"RRB",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[8848],4119,4119,"","",3,"","",0,"","",""
24,4,24,"",[20],[100],0,"At Least Two Green and One Red Socket",7,[],0,"GGR",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[8848],4119,4119,"","",3,"","",0,"","",""
25,4,25,"",[20],[100],0,"At Least Two Green and One Blue Socket",7,[],0,"GGB",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[8848],4119,4119,"","",3,"","",0,"","",""
26,4,26,"",[20],[100],0,"At Least Two Blue and One Green Socket",7,[],0,"BBG",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[8848],4119,4119,"","",3,"","",0,"","",""
27,4,27,"",[20],[100],0,"At Least Two Blue and One Red Socket",7,[],0,"BBR",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[8848],4119,4119,"","",3,"","",0,"","",""
28,6,0,6847,[],[],68,"",7,"[35,38,86]",0,"",0,69,[],"",1,1,[],0,"[14,15,17]",0,"",0,0,[],[],4119,4119,"","",0,1867,"",0,"","",""
29,6,1,6848,[],[],70,"",7,"[35,38,86]",0,"",0,71,[],"",1,1,[],0,"[14,15,17]",0,"",0,0,[],[],4119,4119,"","",0,1867,"",0,"","",""
30,6,2,6849,[],[],72,"",7,"[35,38,86]",0,"",0,73,[],"",1,1,[],0,"[14,15,17]",0,"",0,0,[],[],4119,4119,"","",0,1867,"",0,"","",""
31,6,3,6850,[],[],74,"",7,"[35,38,86]",0,"",0,75,[],"",1,1,[],0,"[14,15,17]",0,"",0,0,[],[],4119,4119,"","",0,1867,"",0,"","",""
32,6,4,6851,[],[],76,"",7,"[35,38,86]",0,"",0,77,[],"",1,1,[],0,"[14,15,17]",0,"",0,0,[],[],4119,4119,"","",0,1867,"",0,"","",""
33,6,5,6852,[],[],78,"",7,"[35,38,86]",0,"",0,79,[],"",1,1,[],0,"[14,15,17]",0,"",0,0,[],[],4119,4119,"","",0,1867,"",0,"","",""
34,6,6,6853,[],[],80,"",7,"[35,38,86]",0,"",0,81,[],"",1,1,[],0,"[14,15,17]",0,"",0,0,[],[],4119,4119,"","",0,1867,"",0,"","",""
35,6,7,6854,[],[],82,"",7,"[35,38,86]",0,"",0,100,[],"",1,1,[],0,"[14,15,17]",0,"",0,0,[],[],4119,4119,"","",0,1867,"",0,"","",""
36,6,8,"",[3],[3],72,"Fortune Favours the Brave",2,[35],0,"",0,0,[],"One of the options available from this device will be applied at random, including options you have not yet unlocked.",1,"",[],0,[14],0,"",0,0,[],[7867],4119,4119,"","",3,"","",0,"","",""
37,6,9,"",[3],[1],101,"Alternate of Same Tier (Tier 1-10)",3,[35],0,"",0,0,[],"Requires a Rare Map of Tier 10 or below. Opens a random Map of the same Tier with random Mods. Excludes the Map placed in the device.",1,"",[],0,[14],0,"",0,0,[],[],4119,4119,"","",3,"","",0,"","",""
38,6,10,"",[3],[2],101,"Shaped (Tier 1-5)",4,[35],0,"",0,0,[],"Requires a Rare Map of Tier 5 or below. Opens a version of your Map that is 5 Tiers higher, with random Mods.",1,"",[],0,[14],0,"",0,0,[],[],4119,4119,"","",3,"","",0,"","",""
39,6,11,"",[3],[6],101,"Shaped (Tier 1-10)",5,[35],0,"",0,0,[],"Requires a Rare Map of Tier 10 or below. Opens a version of your Map that is 5 Tiers higher, with random Mods and a chance to be Corrupted.",1,"",[],0,[14],0,"",0,0,[],[],4119,4119,"","",3,"","",0,"","",""
40,6,12,"",[3],[15],101,"Elder (Tier 1-15)",6,[35],0,"",0,0,[],"Requires a Rare Map of Tier 15 or below. Opens a version of your Map that is set to Tier 16, with random Mods and a chance to be Corrupted.",1,"",[],0,[14],0,"",0,0,[],[],4119,4119,"","",3,"","",0,"","",""
41,6,13,6895,[],[],68,"Infused Anarchy",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7015],4119,4119,"","",0,2124,"",1,"","",""
42,6,14,6887,[],[],101,"Infused Nemesis",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7015],4119,4119,"","",0,2110,"",1,"","",""
43,6,15,6881,[],[],68,"Infused Domination",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7015],4119,4119,"","",0,2106,"",1,"","",""
44,6,16,6979,[],[],101,"Infused Bloodlines",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7015],4119,4119,"","",0,2149,"",1,"","",""
45,6,17,6908,[],[],68,"Infused Rampage",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7015],4119,4119,"","",0,2125,"",1,"","",""
46,6,18,6876,[],[],68,"Infused Ambush",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7015],4119,4119,"","",0,2103,"",1,"","",""
47,6,19,9159,[],[],68,"Infused Harbinger",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7015],4119,4119,"","",0,4966,"",1,"","",""
48,6,20,11806,[],[],68,"Corrupting Tempest",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],4119,4119,"","",0,10088,"",2,"","",""
49,6,21,11807,[],[],68,"Monstrous Treasure",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],4119,4119,"","",0,10089,"",2,"","",""
50,6,22,11808,[],[],68,"Alluring Vaal Side Area",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],4119,4119,"","",0,10090,"",2,"","",""
51,6,23,11809,[],[],68,"Improved Labyrinth Trial",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],4119,4119,"","",0,10091,"",2,"","",""
52,6,24,11810,[],[],68,"Breachstone Bargain",7,[86],0,"",0,0,[],"Rare Monsters drop an additional Reward Type\nArea has an additional random Modifier",1,"",[],0,[17],0,"",0,0,[],[],4119,4119,"","",0,10092,"",3,"","",""
53,6,25,11811,[],[],68,"Enriched Breachstone Bargain",7,[86],0,"",0,0,[],"Rare Monsters drop 2 additional Reward Types\nArea has 2 additional random Modifiers",1,"",[],0,[17],0,"",0,0,[],[],4119,4119,"","",0,10092,"",3,"","",""
54,6,26,11812,[],[],68,"Pure Breachstone Bargain",7,[86],0,"",0,0,[],"Rare Monsters drop 3 additional Reward Types\nArea has 3 additional random Modifiers",1,"",[],0,[17],0,"",0,0,[],[],4119,4119,"","",0,10092,"",3,"","",""
55,6,27,9284,[3],[2],69,"Abyss",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],310,4119,"","",0,5291,"",0,"","",""
56,6,28,8590,[3],[3],71,"Essence",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],297,4119,"","",0,4340,"",0,"","",""
57,6,29,6875,[3],[4],73,"Ambush",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],305,4119,"","",0,2103,"",0,"","",""
58,6,30,10712,[3],[5],76,"Metamorph",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],661,4119,"","",0,7809,"",0,"","",""
59,6,31,10705,[3],[6],79,"Heist",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1105,4119,"","",0,7723,"",0,"","",""
60,6,32,11721,[3],[10],82,"Expedition",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1211,4119,"","",0,8926,"",0,"","",""
61,6,33,10709,[3],[12],83,"Harvest",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1106,4119,"","",0,7728,"",0,"","",""
62,6,34,6897,[3],[2],101,"Onslaught",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],304,4119,"","",0,2112,"",0,"","",""
63,6,35,8849,[3],[4],101,"Breach",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],308,4119,"","",0,4517,"",0,"","",""
64,6,36,7119,[3],[5],101,"Torment",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],309,4119,"","",0,2280,"",0,"","",""
65,6,37,6880,[3],[2],101,"Domination",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],299,4119,"","",0,2106,"",0,"","",""
66,6,38,6872,[3],[2],101,"Invasion",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],311,4119,"","",0,2101,"",0,"","",""
67,6,39,6907,[3],[2],101,"Rampage",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],312,4119,"","",0,2125,"",0,"","",""
68,6,40,7285,[3],[4],101,"Tempest",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],313,4119,"","",0,2414,"",0,"","",""
69,6,41,8007,[14],[3],101,"Talisman",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],314,4119,"","",0,3858,"",0,"","",""
70,6,42,10458,[3],[6],101,"Legion",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],303,4119,"","",0,7281,"",0,"","",""
71,6,43,9158,[3],[6],101,"Harbinger",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],315,4119,"","",0,4966,"",0,"","",""
72,6,44,6909,[3],[5],101,"Beyond",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],302,4119,"","",0,2126,"",0,"","",""
73,6,45,10532,[3],[12],101,"Delirium",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],745,4119,"","",0,7595,"",0,"","",""
74,6,46,7557,[3],[2],101,"Warbands",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],306,4119,"","",0,2660,"",0,"","",""
75,6,47,11634,[3],[12],101,"Ritual",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1114,4119,"","",0,8928,"",0,"","",""
76,6,48,6894,[3],[3],101,"Anarchy",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],298,4119,"","",0,2124,"",0,"","",""
77,6,49,10493,[3],[8],101,"Blight",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],316,4119,"","",0,4619,"",0,17025,17026,17024
78,6,50,4516,[3],[2],101,"Monster Life I",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4119,4119,"","",0,815,"",0,"","",""
79,6,51,4517,[3],[2],101,"Monster Life II",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4119,4119,"","",0,815,"",0,"","",""
80,6,52,4518,[3],[2],101,"Monster Life III",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4119,4119,"","",0,815,"",0,"","",""
81,6,53,4519,[3],[2],101,"Monster Life IV",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4119,4119,"","",0,815,"",0,"","",""
82,6,54,4540,[3],[2],101,"Monster Damage I",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4119,4119,"","",0,819,"",0,"","",""
83,6,55,4541,[3],[2],101,"Monster Damage II",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4119,4119,"","",0,819,"",0,"","",""
84,6,56,4542,[3],[2],101,"Monster Damage III",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4119,4119,"","",0,819,"",0,"","",""
85,6,57,4543,[3],[2],101,"Monster Damage IV",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4119,4119,"","",0,819,"",0,"","",""
86,6,58,4383,[3],[6],101,"Area is inhabited by Spiders",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4119,4119,"","",0,761,"",0,"","",""
87,6,59,4384,[3],[6],101,"Area is inhabited by Blackguards",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4119,4119,"","",0,762,"",0,"","",""
88,6,60,4382,[3],[6],101,"Area is inhabited by Bandits",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4119,4119,"","",0,734,"",0,"","",""
89,6,61,4353,[3],[2],101,"Additional Totems",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4119,4119,"","",1,726,"",0,"","",""
90,6,62,4360,[3],[3],101,"Additional Rogue Exiles",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4119,4119,"","",1,1908,"",0,"","",""
91,6,63,4411,[3],[3],101,"Monsters from Beyond",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4119,4119,"","",1,2179,"",0,"","",""
92,6,64,4418,[3],[3],101,"Twinned Unique Bosses",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],4119,4119,"","",1,778,"",0,"","",""
93,0,0,6902,[26],[2],0,"",7,[],0,"",0,0,[],"","","",[249],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[8842],4119,4119,"","",2,2123,"",0,"","",""
94,0,1,6903,[26],[2],0,"",7,[],0,"",0,0,[],"","","",[250],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[8842],4119,4119,"","",1,2119,"",0,"","",""
95,0,2,6906,[26],[2],0,"",7,[],0,"",0,0,[],"","","",[251],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[8842],4119,4119,"","",2,2122,"",0,"","",""
96,0,3,6904,[26],[1],0,"",7,[],0,"",0,0,[],"","","",[247],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[8842],4119,4119,"","",2,2120,"",0,"","",""
97,0,4,6905,[26],[1],0,"",7,[],0,"",0,0,[],"","","",[248],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[8842],4119,4119,"","",2,2121,"",0,"","",""
