"rownum","Id","DGRFile","i32","i32","i32","[i32]","[i32]"
74,"DynamicMultitileDGR1","Metadata/Terrain/TestAreas/DynamicMultitilesDGR/Graphs/multiDGR_1.dgr",100,50,100,[],[0]
75,"DoodadTest","Metadata/Terrain/TestAreas/TestFlat/_testflat.tgr",100,50,0,[],[0]
76,"GB_Pyramid","Metadata/Terrain/TestAreas/GreyBox/Pyramid/Graphs/Pyramid_1.dgr",100,50,100,[],[0]
77,"Gallows_Login_1","Metadata/Terrain/CharacterSelection/GallowsAreas/Graphs/login_gallows.dgr",100,50,100,[],[0]
78,"G1_WorldMap_NE_1","Metadata/Terrain/WorldMaps/Act1/Graphs/act1_NE_01.dgr",100,50,0,[],[0]
79,"G1_WorldMap_NW_1","Metadata/Terrain/WorldMaps/Act1/Graphs/act1_NW_01.dgr",100,50,0,[],[0]
80,"G1_WorldMap_SN_1","Metadata/Terrain/WorldMaps/Act1/Graphs/act1_SN_01.dgr",100,50,0,[],[0]
81,"G1_WorldMap_SE_1","Metadata/Terrain/WorldMaps/Act1/Graphs/act1_SE_01.dgr",100,50,0,[],[0]
82,"G1_WorldMap_SW_1","Metadata/Terrain/WorldMaps/Act1/Graphs/act1_SW_01.dgr",100,50,0,[],[0]
83,"G1_WorldMap_WE_1","Metadata/Terrain/WorldMaps/Act1/Graphs/act1_WE_01.dgr",100,50,0,[],[0]
84,"G2_WorldMap_SN_1","Metadata/Terrain/WorldMaps/Act2/Graphs/act2_SN_01.dgr",100,50,0,[],[0]
85,"G2_WorldMap_SN_2","Metadata/Terrain/WorldMaps/Act2/Graphs/act2_SN_02.dgr",100,50,0,[],[0]
86,"G2_WorldMap_WE_1","Metadata/Terrain/WorldMaps/Act2/Graphs/act2_WE_01.dgr",100,50,0,[],[0]
87,"G2_WorldMap_WE_2","Metadata/Terrain/WorldMaps/Act2/Graphs/act2_WE_02.dgr",100,50,0,[],[0]
88,"G2_WorldMap_NS_1","Metadata/Terrain/WorldMaps/Act2/Graphs/act2_NS_01.dgr",100,50,0,[],[0]
89,"G2_WorldMap_NS_2","Metadata/Terrain/WorldMaps/Act2/Graphs/act2_NS_02.dgr",100,50,0,[],[0]
90,"G2_WorldMap_EW_1","Metadata/Terrain/WorldMaps/Act2/Graphs/act2_EW_01.dgr",100,50,0,[],[0]
91,"G2_WorldMap_EW_2","Metadata/Terrain/WorldMaps/Act2/Graphs/act2_EW_02.dgr",100,50,0,[],[0]
92,"G3_WorldMap_EW_1","Metadata/Terrain/WorldMaps/Act3/Graphs/act3_EW_01.dgr",100,50,0,[],[0]
93,"G3_WorldMap_NS_1","Metadata/Terrain/WorldMaps/Act3/Graphs/act3_NS_01.dgr",100,50,0,[],[0]
94,"G3_WorldMap_SN_1","Metadata/Terrain/WorldMaps/Act3/Graphs/act3_SN_01.dgr",100,50,0,[],[0]
95,"G3_WorldMap_WE_1","Metadata/Terrain/WorldMaps/Act3/Graphs/act3_WE_01.dgr",100,50,0,[],[0]
96,"TN_WorldMap1","Metadata/Terrain/WorldMaps/Maps/Graphs/maps_test_01.dgr",100,50,0,[],[0]
97,"Riverbed_1","Metadata/Terrain/Gallows/Act1/1_1/Graphs/intro_1.tgr",100,50,70,[5],"[0,7]"
98,"Riverbed_2","Metadata/Terrain/Gallows/Act1/1_1/Graphs/intro_2.tgr",100,50,70,[5],"[0,7]"
99,"Riverbed_3","Metadata/Terrain/Gallows/Act1/1_1/Graphs/intro_3.tgr",100,50,70,[5],"[0,7]"
100,"Riverbed_4","Metadata/Terrain/Gallows/Act1/1_1/Graphs/intro_4.tgr",100,50,70,[5],"[0,7]"
101,"Riverbed_5","Metadata/Terrain/Gallows/Act1/1_1/Graphs/intro_5.tgr",100,50,70,[5],"[0,7]"
102,"Riverbed_6","Metadata/Terrain/Gallows/Act1/1_1/Graphs/intro_6.tgr",100,50,70,[5],"[0,7]"
103,"Lumbermill_W","Metadata/Terrain/Gallows/Act1/1_town_ExileEncampment/Graphs/town_W_1.tgr",100,50,100,"[7,8]",[0]
104,"Lumbermill_S","Metadata/Terrain/Gallows/Act1/1_town_ExileEncampment/Graphs/town_S_1.tgr",100,50,100,"[5,8]",[0]
105,"ClearFell_N_E_S","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_N_E_S.tgr",100,50,60,"[2,1,0]",[0]
106,"ClearFell_N_E_W","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_N_E_W.tgr",100,50,60,"[2,1,3]",[0]
107,"ClearFell_N_S_E","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_N_S_E.tgr",100,50,60,"[2,0,1]",[0]
108,"ClearFell_N_S_W","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_N_S_W.tgr",100,50,60,"[2,0,3]",[0]
109,"ClearFell_N_W_E","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_N_W_E.tgr",100,50,60,"[2,3,1]",[0]
110,"ClearFell_N_W_S","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_N_W_S.tgr",100,50,60,"[2,3,0]",[0]
111,"ClearFell_S_E_N","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_S_E_N.tgr",100,50,60,"[0,1,2]",[0]
112,"ClearFell_S_E_W","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_S_E_W.tgr",100,50,60,"[0,1,3]",[0]
113,"ClearFell_S_N_W","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_S_N_W.tgr",100,50,60,"[0,2,3]",[0]
114,"ClearFell_S_N_E","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_S_N_E.tgr",100,50,60,"[0,2,1]",[0]
115,"ClearFell_S_W_E","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_S_W_E.tgr",100,50,60,"[0,3,1]",[0]
116,"ClearFell_S_W_N","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_S_W_N.tgr",100,50,60,"[0,3,2]",[0]
117,"ClearFell_W_E_N","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_W_E_N.tgr",100,50,60,"[3,1,2]",[0]
118,"ClearFell_W_E_S","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_W_E_S.tgr",100,50,60,"[3,1,0]",[0]
119,"ClearFell_W_N_E","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_W_N_E.tgr",100,50,60,"[3,2,1]",[0]
120,"ClearFell_W_N_S","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_W_N_S.tgr",100,50,60,"[3,2,0]",[0]
121,"ClearFell_W_S_E","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_W_S_E.tgr",100,50,60,"[3,0,1]",[0]
122,"ClearFell_W_S_N","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_W_S_N.tgr",100,50,60,"[3,0,2]",[0]
123,"MudBurrow_N_E","Metadata/Terrain/Gallows/Act1/1_3/Graphs/mudburrows_NE.dgr",100,50,80,[8],[8]
124,"MudBurrow_N_W","Metadata/Terrain/Gallows/Act1/1_3/Graphs/mudburrows_NW.dgr",100,50,80,[8],[8]
125,"MudBurrow_S_E","Metadata/Terrain/Gallows/Act1/1_3/Graphs/mudburrows_SE.dgr",100,50,80,[8],[8]
126,"MudBurrow_S_W","Metadata/Terrain/Gallows/Act1/1_3/Graphs/mudburrows_SW.dgr",100,50,80,[8],[8]
127,"OldForest_E_N","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_E_N.tgr",100,100,80,"[1,2,8,8]",[8]
128,"OldForest_E_S","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_E_S.tgr",100,100,80,"[1,0,8,8]",[8]
129,"OldForest_E_W","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_E_W.tgr",100,100,80,"[1,3,8,8]",[8]
130,"OldForest_N_E","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_N_E.tgr",100,100,80,"[2,1,8,8]",[8]
131,"OldForest_N_S","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_N_S.tgr",100,100,80,"[2,0,8,8]",[8]
132,"OldForest_N_W","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_N_W.tgr",100,100,80,"[2,3,8,8]",[8]
133,"OldForest_S_E","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_S_E.tgr",100,100,80,"[0,1,8,8]",[8]
134,"OldForest_S_N","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_S_N.tgr",100,100,80,"[0,2,8,8]",[8]
135,"OldForest_S_W","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_S_W.tgr",100,100,80,"[0,3,8,8]",[8]
136,"OldForest_W_E","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_W_E.tgr",100,100,80,"[3,1,8,8]",[8]
137,"OldForest_W_N","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_W_N.tgr",100,100,80,"[3,2,8,8]",[8]
138,"OldForest_W_S","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_W_S.tgr",100,100,80,"[3,0,8,8]",[8]
139,"RootHollow_1","Metadata/Terrain/Gallows/Act1/1_4a/Graphs/RootHollow_1.dgr",100,50,70,[],[8]
140,"RootHollow_2","Metadata/Terrain/Gallows/Act1/1_4a/Graphs/RootHollow_2.dgr",100,50,70,[],[8]
141,"RootHollow_3","Metadata/Terrain/Gallows/Act1/1_4a/Graphs/RootHollow_3.dgr",100,50,70,[],[8]
142,"RootHollow_4","Metadata/Terrain/Gallows/Act1/1_4a/Graphs/RootHollow_4.dgr",100,50,70,[],[8]
143,"RedVale_E1","Metadata/Terrain/Gallows/Act1/1_5/Graphs/redvale_E1.tgr",100,50,70,[1],[8]
144,"RedVale_E2","Metadata/Terrain/Gallows/Act1/1_5/Graphs/redvale_E2.tgr",100,50,70,[1],[8]
145,"RedVale_N1","Metadata/Terrain/Gallows/Act1/1_5/Graphs/redvale_N1.tgr",100,50,70,[2],[8]
146,"RedVale_N2","Metadata/Terrain/Gallows/Act1/1_5/Graphs/redvale_N2.tgr",100,50,70,[2],[8]
147,"RedVale_S1","Metadata/Terrain/Gallows/Act1/1_5/Graphs/redvale_S1.tgr",100,50,70,[0],[8]
148,"RedVale_S2","Metadata/Terrain/Gallows/Act1/1_5/Graphs/redvale_S2.tgr",100,50,70,[0],[8]
149,"RedVale_W1","Metadata/Terrain/Gallows/Act1/1_5/Graphs/redvale_W1.tgr",100,50,70,[3],[8]
150,"RedVale_W2","Metadata/Terrain/Gallows/Act1/1_5/Graphs/redvale_W2.tgr",100,50,70,[3],[8]
151,"GrimTangle_E","Metadata/Terrain/Gallows/Act1/1_6/Graphs/grimtangle_dungeon_E.dgr",100,50,70,"[8,1]",[8]
152,"GrimTangle_N","Metadata/Terrain/Gallows/Act1/1_6/Graphs/grimtangle_dungeon_N.dgr",100,50,70,"[8,2]",[8]
153,"GrimTangle_S","Metadata/Terrain/Gallows/Act1/1_6/Graphs/grimtangle_dungeon_S.dgr",100,50,70,"[8,0]",[8]
154,"GrimTangle_W","Metadata/Terrain/Gallows/Act1/1_6/Graphs/grimtangle_dungeon_W.dgr",100,50,70,"[8,3]",[8]
155,"Graveyard_E_N","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_E_N.dgr",100,50,70,"[8,8,2,8]",[8]
156,"Graveyard_E_S","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_E_S.dgr",100,50,70,"[8,8,0,8]",[8]
157,"Graveyard_E_W","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_E_W.dgr",100,50,70,"[8,8,3,8]",[8]
158,"Graveyard_N_E","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_N_E.dgr",100,50,70,"[8,8,1,8]",[8]
159,"Graveyard_N_S","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_N_S.dgr",100,50,70,"[8,8,0,8]",[8]
160,"Graveyard_N_W","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_N_W.dgr",100,50,70,"[8,8,3,8]",[8]
161,"Graveyard_S_E","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_S_E.dgr",100,50,70,"[8,8,1,8]",[8]
162,"Graveyard_S_N","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_S_N.dgr",100,50,70,"[8,8,2,8]",[8]
163,"Graveyard_S_W","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_S_W.dgr",100,50,70,"[8,8,3,8]",[8]
164,"Graveyard_W_E","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_W_E.dgr",100,50,70,"[8,8,1,8]",[8]
165,"Graveyard_W_N","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_W_N.dgr",100,50,70,"[8,8,2,8]",[8]
166,"Graveyard_W_S","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_W_S.dgr",100,50,70,"[8,8,0,8]",[8]
167,"Mausoleum_E_1","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_E_1.dgr",100,50,70,[8],[8]
168,"Mausoleum_E_2","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_E_2.dgr",100,50,70,[8],[8]
169,"Mausoleum_E_3","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_E_3.dgr",100,50,70,[8],[8]
170,"Mausoleum_N_1","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_N_1.dgr",100,50,70,[8],[8]
171,"Mausoleum_N_2","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_N_2.dgr",100,50,70,[8],[8]
172,"Mausoleum_N_3","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_N_3.dgr",100,50,70,[8],[8]
173,"Mausoleum_S_1","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_S_1.dgr",100,50,70,[8],[8]
174,"Mausoleum_S_2","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_S_2.dgr",100,50,70,[8],[8]
175,"Mausoleum_S_3","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_S_3.dgr",100,50,70,[8],[8]
176,"Mausoleum_W_1","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_W_1.dgr",100,50,70,[8],[8]
177,"Mausoleum_W_2","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_W_2.dgr",100,50,70,[8],[8]
178,"Mausoleum_W_3","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_W_3.dgr",100,50,70,[8],[8]
179,"Tomb_E_1","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_E_1.dgr",100,50,70,[1],[8]
180,"Tomb_E_2","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_E_2.dgr",100,50,70,[1],[8]
181,"Tomb_E_3","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_E_3.dgr",100,50,70,[1],[8]
182,"Tomb_N_1","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_N_1.dgr",100,50,70,[2],[8]
183,"Tomb_N_2","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_N_2.dgr",100,50,70,[2],[8]
184,"Tomb_N_3","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_N_3.dgr",100,50,70,[2],[8]
185,"Tomb_S_1","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_S_1.dgr",100,50,70,[0],[8]
186,"Tomb_S_2","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_S_2.dgr",100,50,70,[0],[8]
187,"Tomb_S_3","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_S_3.dgr",100,50,70,[0],[8]
188,"Tomb_W_1","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_W_1.dgr",100,50,70,[3],[8]
189,"Tomb_W_2","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_W_2.dgr",100,50,70,[3],[8]
190,"Tomb_W_3","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_W_3.dgr",100,50,70,[3],[8]
191,"HuntingGrounds_E_N","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsE_N.dgr",100,50,60,"[1,2,8]",[8]
192,"HuntingGrounds_E_W","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsE_W.dgr",100,50,60,"[1,3,8]",[8]
193,"HuntingGrounds_E_S","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsE_S.dgr",100,50,60,"[1,0,8]",[8]
194,"HuntingGrounds_W_N","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsW_N.dgr",100,50,60,"[3,2,8]",[8]
195,"HuntingGrounds_W_S","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsW_S.dgr",100,50,60,"[3,0,8]",[8]
196,"HuntingGrounds_W_E","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsW_E.dgr",100,50,60,"[3,1,8]",[8]
197,"HuntingGrounds_N_E","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsN_E.dgr",100,50,60,"[2,1,8]",[8]
198,"HuntingGrounds_N_W","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsN_W.dgr",100,50,60,"[2,3,8]",[8]
199,"HuntingGrounds_N_S","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsN_S.dgr",100,50,60,"[2,0,8]",[8]
200,"HuntingGrounds_S_W","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsS_W.dgr",100,50,60,"[0,3,8]",[8]
201,"HuntingGrounds_S_E","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsS_E.dgr",100,50,60,"[0,1,8]",[8]
202,"HuntingGrounds_S_N","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsS_N.dgr",100,50,60,"[0,2,8]",[8]
