"rownum","Id","i32","i32","i16"
45,"UniqueBootsStrDex1",546368186,0,0
46,"UniqueBootsStrDex1x",558002596,0,0
47,"UniqueBootsStrInt1",577551545,0,0
48,"UniqueBootsInt2",587759934,0,0
49,"UniqueBootsInt3",593529356,0,0
50,"UniqueBootsDexInt1",605711675,0,0
51,"UniqueBootsStr1",615922967,0,0
52,"UniqueGlovesDex1",628665277,0,0
53,"UniqueGlovesDex2",640041717,0,0
54,"UniqueGlovesStrDex1",653023431,0,0
55,"UniqueGlovesStrDex2",665123490,0,0
56,"UniqueGlovesInt1",672140688,0,0
57,"UniqueGlovesInt2",678998321,0,0
58,"UniqueGlovesDexInt1",694195339,0,0
59,"UniqueGlovesStr1",707003388,0,0
60,"UniqueAmulet7",722269602,0,0
61,"UniqueAmulet8",730770777,0,0
62,"UniqueBelt1",749655523,0,0
63,"UniqueBelt2",761810491,0,0
64,"UniqueBelt3",772717556,0,0
65,"UniqueBelt4",789106545,0,0
66,"UniqueShieldStrDex1",801176123,0,0
67,"UniqueShieldInt1",818558267,0,0
68,"UniqueShieldDex1",832764456,0,0
69,"UniqueShieldDex2",840464429,0,0
70,"UniqueShieldStr1",849665362,0,0
71,"UniqueTwoHandAce2",862479121,0,0
72,"UniqueTwoHandSword3",874125306,0,0
73,"UniqueRapier1",900074964,0,0
74,"UniqueBodyStrInt2",924067150,0,0
75,"UniqueBodyStrInt2x",934595449,0,0
76,"UniqueShieldStrInt1",956741033,0,0
77,"UniqueHelmetInt4",965492374,0,0
78,"UniqueWand1",974561138,0,0
79,"UniqueMap1",986373041,0,0
80,"UniqueHelmetStrDex2",1001797132,0,0
81,"UniqueShieldStrInt2",1015686431,0,0
82,"UniqueShieldStrInt3",1024069861,0,0
83,"UniqueTwoHandMace3",1030103880,0,0
84,"UniqueAmulet9",1050711959,0,0
85,"UniqueGlovesStr2",1062359531,0,0
86,"UniqueGlovesDexInt2",1073112407,0,0
87,"UniqueBootsDex1",1080827156,0,0
88,"UniqueDagger3",1089905631,0,0
89,"UniqueDagger3x",1101704236,0,0
90,"UniqueBootsDex2",1119129110,0,0
91,"UniqueBootsInt4",1127766709,0,0
92,"UniqueBootsInt4x",1137093477,0,0
93,"UniqueOneHandMace1",1162627067,0,0
94,"UniqueBodyInt1",1176270808,0,0
95,"UniqueBow4",1190949624,0,0
96,"UniqueBow4x",1207079201,0,0
97,"UniqueBow5",1225699510,0,0
98,"UniqueTwoHandAxe3",1241257210,0,0
99,"UniqueTwoHandMace4",1253724898,0,0
100,"UniqueWand2",1260142955,0,0
101,"UniqueWand2x",1280351608,0,0
102,"UniqueBow6",1298808042,0,0
103,"UniqueBootsDex3",1314672672,0,0
104,"UniqueBodyStr2",1327006822,0,0
105,"UniqueBodyDex2",1334859983,0,0
106,"UniqueBodyDex3",1342740348,0,0
107,"UniqueBodyInt2",1349154773,0,0
108,"UniqueBow7",1356597859,0,0
109,"UniqueBow7x",1370810416,0,0
110,"UniqueClaw1",1390714586,0,0
111,"UniqueShieldStr2",1404986290,0,0
112,"QuestGlyph1",1425946665,0,0
113,"QuestGlyph2",1440263968,0,0
114,"QuestGlyph3",1452159796,0,0
115,"QuestAllflame",1465166881,0,0
116,"QuestMedicineChest",1489403575,0,0
117,"QuestPoisonSpear",1509063942,0,0
118,"QuestPoisonGem",1522200813,0,0
119,"QuestRibbonSpool",1534619446,0,0
120,"QuestThaumeticSulphite",1545087172,0,0
121,"QuestTolmanBracelet",1555089240,0,0
122,"QuestIntAmulet",1563596499,0,0
123,"QuestDexAmulet",1576160817,0,0
124,"QuestStrAmulet",1589411609,0,0
125,"QuestCombinedAmulet",1602275519,0,0
126,"QuestGoldenHand",1614841743,0,0
127,"QuestInfernalTalc",1625563325,0,0
128,"QuestSewerKeys",1646577448,0,0
129,"QuestTowerKey",1657565232,0,0
130,"QuestBust1",1668040521,0,0
131,"QuestBust2",1682888314,0,0
132,"QuestBust3",1700835094,0,0
133,"UniqueBodyDex4",1716405472,0,0
134,"UniqueStaff2",1723919432,0,0
135,"UniqueHelmetDex3",1743944770,0,0
136,"UniqueShieldStrInt4",1753911920,0,0
137,"UniqueSceptre1",1766361443,0,0
138,"UniqueBodyInt3",1781573215,0,0
139,"UniqueBodyInt4",1790209264,0,0
140,"UniqueClaw2",1808164397,0,0
141,"UniqueTwoHandSword4",1827942593,0,0
142,"UniqueShieldDex3",1860877805,0,0
143,"UniqueTwoHandAxe4",1874894613,0,0
144,"UniqueBow8",1890619255,0,0
145,"UniqueHelmetWreath1",1910114792,0,0
146,"UniqueShieldInt2",1922615198,0,0
147,"UniqueDagger4",1934814037,0,0
148,"UniqueDagger4x",1945917529,0,0
149,"UniqueMap2",1970705299,0,0
150,"UniqueBodyDexInt1",1991013281,0,0
151,"UniqueRing6",2010558517,0,0
152,"UniqueShieldStr3",2027173394,0,0
153,"UniqueMap3",2044470915,0,0
154,"UniqueSceptre2",2069662312,0,0
155,"QuestPage1",2085812293,0,0
156,"QuestPage2",2108088702,0,0
157,"QuestPage3",2125472893,0,0
158,"QuestPage4",2139107926,0,0
159,"UniqueMap4",-2135550902,0,0
160,"UniqueHelmetDex4",-2118105479,0,0
161,"QuestDecanter",-2104432472,0,0
162,"QuestPlum",-2078087756,0,0
163,"QuestSpikeKey",-2070525349,0,0
164,"UniqueClaw3",-2063159357,0,0
165,"UniqueTwoHandMace5",-2049515848,0,0
166,"UniqueHelmetDex5",-2039962620,0,0
167,"UniqueHelmetDex5x",-2026892754,0,0
168,"UniqueShieldStrInt5",-2001181584,0,0
169,"UniqueBodyInt5",-1987651198,0,0
170,"UniqueBodyDex5",-1970764776,0,0
171,"UniqueBootsInt5",-1956062373,0,0
172,"UniqueBootsStrDex2",-1936969303,0,0
173,"UniqueStaff3",-1910890377,0,0
174,"UniqueBodyStrInt3",-1892109519,0,0
175,"UniqueBodyInt7",-1878364983,0,0
176,"UniqueGlovesStrDex3",-1866188077,0,0
177,"UniqueGlovesInt3",-1860393905,0,0
178,"UniqueGlovesInt4",-1853457931,0,0
179,"UniqueGlovesInt4x",-1839573571,0,0
180,"UniqueGlovesInt5",-1815427934,0,0
181,"UniqueGlovesInt6",-1803360103,0,0
182,"UniqueGlovesDexInt3",-1795152854,0,0
183,"UniqueGlovesDexInt4",-1782798032,0,0
184,"UniqueHelmetDex6",-1771951989,0,0
185,"UniqueHelmetInt5",-1746920308,0,0
186,"UniqueHelmetInt6",-1739456081,0,0
187,"UniqueHelmetStr3",-1724071892,0,0
188,"UniqueHelmetStr3x",-1713103070,0,0
189,"UniqueRapier2",-1689758116,0,0
190,"UniqueRing7",-1669036693,0,0
191,"UniqueMap5",-1645939781,0,0
192,"UniqueMap5x",-1627593028,0,0
193,"UniqueHelmetWreath1v2",-1606016181,0,0
194,"UniqueHelmetStrDex3",-1595222324,0,0
195,"UniqueClaw4",-1589744599,0,0
196,"UniqueClaw4x_",-1582017718,0,0
197,"UniqueClaw5",-1560888104,0,0
198,"UniqueClaw6_",-1545700558,0,0
199,"UniqueRing8",-1534146569,0,0
200,"UniqueAmulet10",-1528402297,0,0
201,"UniqueAmulet10x",-1498224607,0,0
202,"UniqueRing9",-1476518576,0,0
203,"UniqueHelmetStrDex4",-1453577143,0,0
204,"UniqueBodyInt8",-1440993410,0,0
205,"UniqueBodyStrInt4",-1420757645,0,0
206,"UniqueWand3",-1405591804,0,0
207,"UniqueOneHandSword3",-1390014284,0,0
208,"UniqueMap6",-1369900030,0,0
209,"UniqueMap7",-1366385638,0,0
210,"UniqueAmulet12",-1355392325,0,0
211,"UniqueMap8",-1350691105,0,0
212,"UniqueRing10",-1343593712,0,0
213,"UniqueMap9",-1333074138,0,0
214,"UniqueOneHandAxe1",-1316860754,0,0
215,"UniqueOneHandAxe1x",-1306501820,0,0
216,"UniqueMap10",-1290089681,0,0
217,"UniqueMap11",-1264655918,0,0
218,"Amulet13",-1255117622,0,0
219,"Amulet14",-1240150467,0,0
220,"Amulet15",-1217863847,0,0
221,"Ring11",-1200959420,0,0
222,"Ring12",-1194569988,0,0
223,"Ring13",-1186052881,0,0
224,"Belt5",-1167425187,0,0
225,"UniqueMap12",-1350692228,0,0
226,"UniqueBootsDex4",-1156700190,0,0
227,"UniqueTwoHandMace6",-1134794338,0,0
228,"UniqueTwoHandMace6x",-1124539925,0,0
229,"UniqueOneHandSword4",-1105540087,0,0
230,"UniqueAmulet16",-1077774361,0,0
231,"UniqueSceptre3",-1069357285,0,0
232,"UniqueRing14",-1059965234,0,0
233,"UniqueRing15",-1041047267,0,0
234,"UniqueFlask1",-1031473734,0,0
235,"UniqueHelmetInt7",-1012477747,0,0
236,"UniqueBodyDex6",-996385428,0,0
237,"UniqueBootsDemigods1",-967257871,0,0
238,"UniqueBootsDemigods2",-957841910,0,0
239,"UniqueBow9",-950085750,0,0
240,"UniqueBow9x",-940036679,0,0
241,"UniqueBodyStr3",-921388624,0,0
242,"UniqueTwoHandAxe6",-910782402,0,0
243,"UniqueTwoHandAxe6x",-900552330,0,0
244,"UniqueBodyStrDex1",-885633491,0,0
245,"UniqueHelmetDexInt2",-875767750,0,0
246,"UniqueHelmetDexInt2x",-867301388,0,0
247,"UniqueHelmetStrInt3",-853614460,0,0
248,"UniqueBootsDex5",-846019868,0,0
249,"UniqueBootsStrDex3",-824158068,0,0
250,"UniqueBootsDexInt2",-809887716,0,0
251,"UniqueTwoHandAxe5",-799245046,0,0
252,"UniqueTwoHandMace7",-787029283,0,0
253,"UniqueTwoHandSword5",-769619366,0,0
254,"UniqueDagger5",-759120390,0,0
255,"UniqueDagger6",-748122512,0,0
256,"UniqueRapier3",-727436945,0,0
257,"UniqueSceptre4",-720622247,0,0
258,"UniqueSceptre5",-706467524,0,0
259,"UniqueBow10",-693446920,0,0
260,"UniqueFlask2",-668042378,0,0
261,"UniqueAmulet17",-651410357,0,0
262,"TestUniqueRing1",-632521521,0,0
263,"UniqueBodyDex7",-610474288,0,0
264,"UniqueTwoHandSword6",-590330947,0,0
265,"UniqueTwoHandSword6x",-576572608,0,0
266,"UniqueClaw7",-559357571,0,0
267,"UniqueOneHandSword5",-539840509,0,0
268,"UniqueBodyStrDex3",-511685778,0,0
269,"UniqueShieldStrInt6",-485052337,0,0
270,"UniqueRing16",-465503156,0,0
271,"UniqueBodyStrDex2",-450189715,0,0
272,"UniqueRing17",-435016496,0,0
273,"UniqueOneHandAxe2",-417159711,0,0
274,"UniqueBelt6",-393967181,0,0
275,"UniqueBootsDex6",-381279649,0,0
276,"UniqueRing18",-372194852,0,0
277,"UniqueRing19",-346278694,0,0
278,"UniqueRing20",-320575553,0,0
279,"UniqueRing21",-292924983,0,0
280,"UniqueFlask3",-265893743,0,0
281,"UniqueFlask4",-242087683,0,0
282,"UniqueFlask4x",-225515897,0,0
283,"UniqueHelmetDexInt3",-219396393,0,0
284,"UniqueBelt7",-190940114,0,0
285,"UniqueBelt7x",-166718146,0,0
286,"UniqueBelt8",-146348282,0,0
287,"UniqueBodyDexInt2",-121488908,0,0
288,"UniqueDescentDagger1",-95778147,0,0
289,"UniqueDescentWand1",-95750820,0,0
290,"UniqueDescentShield1",-95773060,0,0
291,"UniqueDescentOneHandAxe1",-95793213,0,0
292,"UniqueDescentOneHandMace1",-95777613,0,0
293,"UniqueDescentTwoHandSword1",-95795100,0,0
294,"UniqueDescentStaff1",-95769531,0,0
295,"UniqueDescentBow1",-95797070,0,0
296,"UniqueDescentHelmet1",-95811755,0,0
297,"UniqueDescentBelt1",-95754726,0,0
298,"UniqueDescentQuiver1",-95779984,0,0
299,"UniqueWand4",-56851540,0,0
300,"UniqueSceptre6",-44380613,0,0
301,"UniqueGlovesDemigods1",-17431940,0,0
302,"UniqueBootsStrDex4",-7544896,0,0
303,"UniqueMap13",3180572,1,0
304,"UniqueMap14",15128711,1,0
305,"UniqueBodyStr4",20989451,1,0
306,"UniqueShieldDex4",43534615,1,0
307,"UniqueShieldInt3",51293573,1,0
308,"UniqueShieldStrDex2",64680425,1,0
309,"UniqueShieldStrInt7",71063584,1,0
310,"UniqueGlovesDex3",89392013,1,0
311,"UniqueDagger7",99491359,1,0
312,"UniqueOneHandAxe3",109325560,1,0
313,"UniqueOneHandAxe4",119280998,1,0
314,"UniqueOneHandMace2",127428825,1,0
315,"UniqueWand5",139108126,1,0
316,"UniqueStaff4",145676436,1,0
317,"UniqueStaff4x",157811823,1,0
318,"UniqueDagger8",176336345,1,0
319,"UniqueHelmetStrInt4",186518472,1,0
320,"UniqueHelmetStrInt4x",206852759,1,0
321,"UniqueFishingRod1",230227088,1,0
322,"UniqueHelmetDexInt4",247254426,1,0
323,"UniqueGlovesStrInt1",275383542,1,0
324,"UniqueOneHandMace3",281964038,1,0
325,"UniqueStaff5",291421912,1,0
326,"UniqueGlovesDexInt5",308049090,1,0
327,"UniqueBootsStrInt2",329411965,1,0
328,"UniqueBootsStrInt2x",340034058,1,0
329,"UniqueHelmetStrDex5",361559257,1,0
330,"UniqueRing23",376194904,1,0
331,"UniqueRing23x",385013563,1,0
332,"UniqueGlovesStrDex4",397713025,1,0
333,"UniqueQuiver3",413832296,1,0
334,"UniqueQuiver4",425251173,1,0
335,"UniqueStaff6_",437819177,1,0
336,"UniqueBootsDex7",449337963,1,0
337,"UniqueBelt9",465225713,1,0
338,"UniqueFlask5",481350265,1,0
339,"UniqueGlovesStr3",496391741,1,0
340,"UniqueGlovesStr3x",512261566,1,0
341,"UniqueBodyStrDexInt1",528640250,1,0
342,"UniqueHelmetDexInt5",543204332,1,0
343,"UniqueTwoHandAxe7",556724363,1,0
344,"UniqueBodyInt9",569553532,1,0
345,"AtziriFragment1_1",587527974,1,0
346,"AtziriFragment1_2",597483827,1,0
347,"AtziriFragment1_3",605338705,1,0
348,"AtziriFragment1_4",615703412,1,0
349,"AtziriFragment2_1",624848967,1,0
350,"AtziriFragment2_2",633492621,1,0
351,"AtziriFragment2_3",643876887,1,0
352,"AtziriFragment2_4",652634728,1,0
353,"ProphecyFragment1",663657783,1,0
354,"ProphecyFragment2",684370408,1,0
355,"ProphecyFragment3",699272841,1,0
356,"ProphecyFragment4_",720528643,1,0
357,"ShaperFragment1",736550114,1,0
358,"ShaperFragment2",736519567,1,0
359,"ShaperFragment3",736546334,1,0
360,"ShaperFragment4",736505129,1,0
361,"ElderFragment1",755268692,1,0
362,"ElderFragment2",761021812,1,0
363,"ElderFragment3",767739063,1,0
364,"ElderFragment4",773894993,1,0
365,"UberElderFragment1",781356570,1,0
366,"UberElderFragment2",788947963,1,0
367,"UberElderFragment3",795891830,1,0
368,"UberElderFragment4",801518056,1,0
369,"SirusFragment1",807851633,1,0
370,"SirusFragment2",816356256,1,0
371,"SirusFragment3",823023469,1,0
372,"SirusFragment4",830927524,1,0
373,"UniqueSceptre7",840582224,1,0
374,"UniqueWand6",860239179,1,0
375,"UniqueBeltDemigods1",894893020,1,0
376,"UniqueQuiver5",906516862,1,0
377,"UniqueBodyStrInt5",922527151,1,0
378,"UniqueQuiver6",937082597,1,0
379,"UniqueBow11",951096323,1,0
380,"UniqueOneHandSword6",968025693,1,0
381,"UniqueBootsStr2",988736797,1,0
382,"UniqueChest1",997118035,1,0
383,"UniqueChest2",1016516608,1,0
384,"UniqueChest3",1036156536,1,0
385,"UniqueOneHandSword7",1052937575,1,0
386,"UniqueQuiver7",1067332028,1,0
387,"UniqueQuiver7x",1080313247,1,0
388,"UniqueFlask6",1100006711,1,0
389,"UniqueDescentOneHandSword1",-95771992,0,0
390,"UniqueDescentClaw1",-95778960,0,0
391,"UniqueStaff7",1112331802,1,0
392,"QuestKaomGem",1126202060,1,0
393,"QuestDaressoGem",1142837856,1,0
394,"UniqueMap15",1155550014,1,0
395,"UniqueShieldDexInt1",1166042362,1,0
396,"UniqueShieldDex5",1179039789,1,0
397,"UniqueOneHandSword8",1191714045,1,0
398,"UniqueRing24",1207872346,1,0
399,"UniqueDagger9",1216930383,1,0
400,"UniqueFlask7",1228071172,1,0
401,"UniqueFlask7x",1246028447,1,0
402,"UniqueOneHandSword9",1257918612,1,0
403,"UniqueOneHandSword9x",1281802158,1,0
404,"UniqueBootsStrInt3",1306033639,1,0
405,"UniqueBootsDex8",1313645662,1,0
406,"UniqueBodyStrDex4",1321734816,1,0
407,"UniqueWand7",1350057646,1,0
408,"UniqueOneHandAxe5",1362135952,1,0
409,"UniqueGlovesStrInt2",1371449378,1,0
410,"UniqueGlovesStrDex5",1381672618,1,0
411,"UniqueGlovesDexInt6",1393594745,1,0
412,"UniqueTwoHandAxe8",1403661794,1,0
413,"UniqueTwoHandAxe8x",1418379137,1,0
414,"UniqueTwoHandSword7",1436841070,1,0
415,"UniqueSceptre8",1448902985,1,0
416,"UniqueQuiver8",1463043187,1,0
417,"UniqueMap16",1468851448,1,0
418,"UniqueRing25",1490421667,1,0
419,"UniqueRing25x",1502364030,1,0
420,"UniqueShieldInt4",1525811326,1,0
421,"UniqueTwoHandSword8",1546178985,1,0
422,"UniqueShieldDex6",1556801527,1,0
423,"UniqueChestMap9",1569495490,1,0
424,"UniqueRingDemigods1",1584965884,1,0
425,"UniqueStaff8",1597650372,1,0
426,"UniqueAmuletVictor1",1606969700,1,0
427,"UniqueStaff9",1614960163,1,0
428,"UniqueStaff9x",1623912749,1,0
429,"UniqueBelt10",1639875545,1,0
430,"UniqueBelt10x",1647476232,1,0
431,"UniqueBelt11",1666083267,1,0
432,"UniqueBelt11x",1674758604,1,0
433,"UniqueRing26",1696253636,1,0
434,"UniqueWand8",1699897745,1,0
435,"UniqueAmulet18",-1534139233,0,0
436,"UniqueShieldDexInt2",1711433042,1,0
437,"UniqueBelt12",1733191956,1,0
438,"UniqueHelmetStrInt5",1749209104,1,0
439,"UniqueQuiver9",1755117976,1,0
440,"UniqueGlovesStrDex6",1776220498,1,0
441,"UniqueBelt13",1791792840,1,0
442,"UniqueRing27",1799936993,1,0
443,"UniqueRing28",1815758100,1,0
444,"UniqueBow12",1821692650,1,0
445,"UniqueAmulet19",1829162426,1,0
446,"UniqueRing29",1834515281,1,0
447,"UniqueRing30",1852099818,1,0
448,"UniqueRing30x",1875269059,1,0
449,"UniqueRing31",1894790768,1,0
450,"UniqueBodyStrDex5",1914357939,1,0
451,"UniqueHelmetInt8",1930705530,1,0
452,"UniqueSceptre9",1944757943,1,0
453,"UniqueFlask8",1962425820,1,0
454,"UniqueBodyStr5",1976584151,1,0
455,"UniqueAmulet20",1988685069,1,0
456,"UniqueHelmetInt9",2010128414,1,0
457,"UniqueHelmetStrDex6",2024054496,1,0
458,"UniqueGlovesStrInt3",2036215400,1,0
459,"UniqueChestGrandmaster1",2050888710,1,0
460,"UniqueRing32",2071613601,1,0
461,"UniqueRing33",2089829036,1,0
462,"UniqueBelt14",2110932539,1,0
463,"UniqueStaff10",2122363317,1,0
464,"UniqueChestBarrel1",2129963194,1,0
465,"UniqueBodyDexInt4",2143159617,1,0
466,"UniqueDagger10",-2131962679,1,0
467,"UniqueAmulet21",-2123618027,1,0
468,"UniqueStaff11",-2114689952,1,0
469,"UniqueOneHandAxe6",-2097222258,1,0
470,"UniqueOneHandMace4",-2086601659,1,0
471,"UniqueGlovesStr4",-2071539592,1,0
472,"UniqueOneHandMace5",-2053614240,1,0
473,"UniqueSceptre10",-2033039344,1,0
474,"UniqueOneHandSword10",-2021596850,1,0
475,"UniqueOneHandSword11",-1974691371,1,0
476,"UniqueGlovesStr5",-1965652713,1,0
477,"UniqueBodyDexInt3",-1950985605,1,0
478,"UniqueBodyDexInt3x",-1931967713,1,0
479,"UniqueFlask9",-1917694414,1,0
480,"UniqueClaw8",-1905651103,1,0
481,"UniqueStaff12",-1897345607,1,0
482,"UniqueAmulet22",-1882690235,1,0
483,"UniqueAmulet23",-1855686963,1,0
484,"UniqueBodyStr6",-1829623547,1,0
485,"UniqueGlovesStrInt4",-1809521917,1,0
486,"UniqueWand9",-1786602079,1,0
487,"UniqueWand9x",-1779951233,1,0
488,"UniqueTwoHandAxe9",-1766320332,1,0
489,"UniqueJewel1",-1746863227,1,0
490,"UniqueRingVictors",-1734437591,1,0
491,"UniqueJewel2",-1724335361,1,0
492,"UniqueJewel3",-1710304862,1,0
493,"UniqueJewel4",-1698503671,1,0
494,"UniqueJewel5",-1690144402,1,0
495,"UniqueJewel6",-1673341958,1,0
496,"UniqueJewel7",-1662995130,1,0
497,"UniqueJewel8",-1646624732,1,0
498,"UniqueJewel9",-1639677714,1,0
499,"UniqueJewel10",-1633488382,1,0
500,"UniqueJewel11",-1626810936,1,0
501,"UniqueJewel13_",-1595876557,1,0
502,"QuestRedBanner",-1587264196,1,0
503,"UniqueJewel14",-1579282448,1,0
504,"UniqueJewel15",-1564994954,1,0
505,"UniqueJewel16",-1539020149,1,0
506,"UniqueJewel17",-1525763128,1,0
507,"UniqueJewel18",-1519491015,1,0
508,"UniqueJewel19",-1505954935,1,0
509,"UniqueJewel20",-1500114996,1,0
510,"UniqueJewel20x",-1490489999,1,0
511,"UniqueCorruptedJewel1",-1469821127,1,0
512,"UniqueCorruptedJewel2",-1459186204,1,0
513,"UniqueCorruptedJewel3",-1451170798,1,0
514,"UniqueJewel22",-1444140931,1,0
515,"UniqueJewel24",-1426415066,1,0
516,"UniqueJewel24x",-1413288546,1,0
517,"UniqueJewel25",-1399968844,1,0
518,"UniqueJewel26",-1383045899,1,0
519,"UniqueJewel28",-1370611259,1,0
520,"UniqueJewel29",-1362194630,1,0
521,"UniqueJewel30",-1344524462,1,0
522,"UniqueJewel32_",-1335044930,1,0
523,"UniqueJewel33",-1311599075,1,0
524,"UniqueJewel34",-1303579926,1,0
525,"UniqueJewel35",-1293883905,1,0
526,"UniqueJewel36",-1276577335,1,0
527,"UniqueJewel37",-1238715543,1,0
528,"UniqueCorruptedJewel4",-1230869294,1,0
529,"UniqueCorruptedJewel5",-1209872396,1,0
530,"UniqueCorruptedJewel6",-1195865935,1,0
531,"UniqueJewel41",-1178043953,1,0
532,"UniqueJewel42",-1169274225,1,0
533,"UniqueJewel43",-1162335563,1,0
534,"UniqueJewel44",-1155229623,1,0
535,"UniqueJewel44x",-1149742270,1,0
536,"UniqueJewel45",-1141071791,1,0
537,"UniqueJewel46_",-1131625944,1,0
538,"UniqueCorruptedJewel7",-1121530707,1,0
539,"UniqueCorruptedJewel8",-1108602481,1,0
540,"UniqueCorruptedJewel9",-1092182368,1,0
541,"UniqueCorruptedJewel10",-1076690981,1,0
542,"UniqueCorruptedJewel11",-1069642955,1,0
543,"UniqueCorruptedJewel12",-1057168710,1,0
544,"UniqueCorruptedJewel13",-1046586905,1,0
545,"UniqueCorruptedJewel14",-1040521188,1,0
546,"UniqueCorruptedJewel14x",-1032808490,1,0
547,"UniqueCorruptedJewel15",-1006869510,1,0
548,"UniqueCorruptedJewel16",-998318943,1,0
549,"UniqueCorruptedJewel17",-991024304,1,0
550,"UniqueCorruptedJewel18",-984034342,1,0
551,"UniqueRing34",-977784768,1,0
552,"UniqueJewel47",-962014674,1,0
553,"UniqueJewel48",-953758657,1,0
554,"UniqueJewel49",-941344744,1,0
555,"UniqueJewel50",-928868221,1,0
556,"UniqueJewel51",-921559224,1,0
557,"UniqueJewel52",-908308557,1,0
558,"UniqueJewel53",-895304852,1,0
559,"UniqueJewel54",-876417609,1,0
560,"UniqueJewel55",-868835152,1,0
561,"UniqueBodyStrInt6",-859129594,1,0
562,"UniqueDagger11",-850463141,1,0
563,"UniqueDagger12",-837236186,1,0
564,"UniqueDagger12x",-823986461,1,0
565,"UniqueWand10",-802623173,1,0
566,"UniqueStaff13",-789314887,1,0
567,"UniqueClaw9",-769616215,1,0
568,"UniqueShieldStrDex3",-755093899,1,0
569,"UniqueOneHandAxe7",-744483859,1,0
570,"UniqueOneHandAxe8",-734226668,1,0
571,"UniqueOneHandSword12",-721635210,1,0
572,"UniqueOneHandSword13",-707733975,1,0
573,"UniqueOneHandMace6",-693489231,1,0
574,"UniqueOneHandMace7",-681538189,1,0
575,"UniqueOneHandMace8",-668432704,1,0
576,"UniqueStaff14",-655992419,1,0
577,"UniqueMap2_13",-645890439,1,0
578,"ThreeFacesInTheDark",-622173117,1,0
579,"LantadorsLostLove",-609997198,1,0
580,"TheHermit",-585735475,1,0
581,"TheDoctor",-577068853,1,0
582,"TheMetalsmithsGift_",-562030726,1,0
583,"TheBattleBorn",-538931537,1,0
584,"TheGladiator",-527002053,1,0
585,"TheScholar",-513895834,1,0
586,"TheBrittleEmperor",-502234249,1,0
587,"ThePoet",-476695815,1,0
588,"TheCarrionCrow",-457665121,1,0
589,"Hope",-444856990,1,0
590,"TheFiend",-422395685,1,0
591,"BirthOfTheThree",-406931651,1,0
592,"ViniasToken",-400770029,1,0
593,"TheSummoner",-390810405,1,0
594,"TheCataclysm",-379274591,1,0
595,"TheHunger",-357941835,1,0
596,"TheHoarder",-346623629,1,0
597,"TheDrunkenAristocrat",-337366057,1,0
598,"TheSun",-328059626,1,0
599,"TheWarden",-311557395,1,0
600,"TheScarredMeadow",-290166557,1,0
601,"TheDarkMage",-275992222,1,0
602,"TheGemcutter",-263258503,1,0
603,"TheGambler",-250286028,1,0
604,"TheLover",-240513627,1,0
605,"ChaoticDisposition",-209404896,1,0
606,"TheRoadToPower",-198780606,1,0
607,"TheAvenger",-185804704,1,0
608,"EmperorsLuck",-171253624,1,0
609,"UniqueRing35",-166296609,1,0
610,"UniqueRing36",-143070933,1,0
611,"UniqueRing37",-125397665,1,0
612,"UniqueShieldInt5",-101528882,1,0
613,"UniqueShieldStr4",-94334113,1,0
614,"UniqueShieldDex7",-88161074,1,0
615,"UniqueShieldDemigods",-81084799,1,0
616,"TimeLostRelic",-74038440,1,0
617,"LuckyConnections",-64472088,1,0
618,"TheFeast",-55663258,1,0
619,"RainOfChaos",-46132429,1,0
