"rownum","Id","WordsKey","FlavourTextKey","MinLevel","ModsKeys","SpawnWeight","[i32]","AOFile","bool","[i32]","AppearanceChestsKey","ChestsKey","[rid]"
14,"GrandmasterLargeStrongbox",454,459,0,"[6342,6334,6965,6434]",0,[],"Metadata/Chests/StrongBoxes/OrnateStrongbox.ao",1,[],"",95,[]
15,"BarrelOfSpiders",459,464,30,"[7253,6451,6391]",100,[],"Metadata/Chests/Barrels/GenericBarrel01.ao",1,[],364,98,[9179]
16,"DeshretsStorm",671,840,35,"[8444,6375,8446,6431,6427]",100,[],"Metadata/Chests/UniqueStrongboxes/Vase.ao","",[],"",81,[9179]
17,"AshesOfTheCondemned",672,841,40,"[6363,6374,6336,6347]",100,[],"Metadata/Chests/UniqueStrongboxes/BaroqueVase.ao","",[],"",98,[9179]
18,"MutewindCache",673,842,56,"[6377,8441,6337,6435]",30,[],"Metadata/Chests/UniqueStrongboxes/ChestMetal.ao","",[],"",98,[9179]
19,"RedbladeCache",674,843,56,"[6376,8440,6337,6435]",30,[],"Metadata/Chests/UniqueStrongboxes/ChestMetal.ao","",[],"",98,[9179]
20,"BrinerotCache",675,844,56,"[6378,8442,6337,6435]",30,[],"Metadata/Chests/UniqueStrongboxes/ChestMetal.ao","",[],"",98,[9179]
21,"RenegadesCache",676,845,56,"[6379,8443,6337,6435]",10,[],"Metadata/Chests/UniqueStrongboxes/ChestMetal.ao","",[],"",98,[9179]
22,"ProphecyWickedKing4",776,1028,0,[6400],0,[],"Metadata/Chests/UniqueStrongboxes/ChestMetal.ao","",[],"",78,[9179]
23,"VaultsOfAtziriUnique",799,1050,0,[6965],0,[],"Metadata/Chests/VaalChests/VaalGoldChest02.ao",1,[],"",102,[]
24,"BreachUniqueBox",801,1059,0,[6399],0,[],"Metadata/Chests/Breach/BreachChestLarge.ao",1,[],"",117,[]
25,"DivinationCardUniqueBox",856,847,0,"[7263,6452,6628]",0,[],"Metadata/Chests/UniqueStrongboxes/DivinationCardUniqueStrongbox.ao",1,[],"",1184,[9179]
26,"WeylamsWarChest",867,846,40,"[6404,7259,8977,9037]",60,[],"Metadata/Chests/UniqueStrongboxes/WarChest.ao","",[],"",77,[9179]
27,"ForgottenReliquaryChest",892,1188,0,[9009],0,[],"Metadata/Chests/CopperChests/ClassicVault.ao",1,[],"",131,[]
28,"ForgottenReliquaryChest2",893,1189,0,[9010],0,[],"Metadata/Chests/CopperChests/ClassicVault.ao",1,[],"",132,[]
29,"ForgottenReliquaryChestVaal",894,1190,0,[9011],0,[],"Metadata/Chests/CopperChests/ClassicVault.ao",1,[],"",133,[]
30,"ForgottenReliquaryVenarius",895,1191,0,[9012],0,[],"Metadata/Chests/CopperChests/ClassicVault.ao",1,[],"",134,[]
31,"ForgottenReliquaryEaterOfWorlds",896,1192,0,[9013],0,[],"Metadata/Chests/CopperChests/ClassicVault.ao",1,[],"",135,[]
32,"ForgottenReliquaryMaven",897,1193,0,[9014],0,[],"Metadata/Chests/CopperChests/ClassicVault.ao",1,[],"",136,[]
33,"ForgottenReliquarySearingExarch",898,1194,0,[9015],0,[],"Metadata/Chests/CopperChests/ClassicVault.ao",1,[],"",137,[]
34,"ForgottenReliquarySirus",899,1195,0,[9016],0,[],"Metadata/Chests/CopperChests/ClassicVault.ao",1,[],"",138,[]
35,"ForgottenReliquaryShaper",900,1196,0,[9017],0,[],"Metadata/Chests/CopperChests/ClassicVault.ao",1,[],"",139,[]
36,"ForgottenReliquaryUberElder",901,1197,0,[9018],0,[],"Metadata/Chests/CopperChests/ClassicVault.ao",1,[],"",140,[]
37,"ForgottenReliquaryCosmic",902,1198,0,[9019],0,[],"Metadata/Chests/Legacy/ForgottenReliquaryCosmic.ao",1,[],"",141,[]
38,"EmpyreanApparatus2",368,384,68,"[6362,6356,6418,6628]",40,[],"Metadata/Chests/StrongBoxes/MalachaisBox.ao","",[],"",84,[9179]
39,"EmpyreanApparatus3",368,384,72,"[6362,6356,6418,6628]",40,[],"Metadata/Chests/StrongBoxes/MalachaisBox.ao","",[],"",85,[9179]
40,"EmpyreanApparatus4",368,384,76,"[6362,6356,6418,6628]",40,[],"Metadata/Chests/StrongBoxes/MalachaisBox.ao","",[],"",86,[9179]
41,"EmpyreanApparatus5",368,384,80,"[6362,6356,6418,6628]",40,[],"Metadata/Chests/StrongBoxes/MalachaisBox.ao","",[],"",87,[9179]
42,"BookStandUniqueBox",959,665,0,[],0,[],"Metadata/Chests/StrongBoxes/BookStandStrongBox.ao","",[],"",100,[]
43,"VaalStrongboxSacrifice",1169,2090,0,[10372],0,[],"Metadata/Chests/VaalChests/VaalGoldChest02.ao",1,[],"",1185,[9179]
44,"VaalStrongboxMortal",1170,2091,0,[10373],0,[],"Metadata/Chests/VaalChests/VaalGoldChest03.ao",1,[],"",1186,[9179]
