"rownum","Id","[i32]","[i32]","VolumePercentage","i32","i32","i32","i32","rid","i32","i32"
12,"Silk1","[14358,0,14426,0,14494,0,14562,0,14630,0,14698,0,14766,0,14834,0,14902,0,14970,0,15038,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
13,"Silk1b","[14562,0,14630,0,14698,0,14766,0,14834,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
14,"Hargan1","[16144,0,16216,0,16288,0,16360,0,16432,0,16504,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
15,"Hargan2","[17122,0,17192,0,17264,0,17348,0,17432,0,17516]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
16,"Act3Dialla1","[18134,0,18206,0,18280,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
17,"Act3Dialla2","[18642,0,18714,0,18786,0,18858,0,18930,0,19014]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
18,"Maramoa1","[19626,0,19716,0,19806,0,19896,0,19986,0,20076,0,20166,0,20256,0,20346,0,20436,0,20526,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
19,"Maramoa2","[21802,0,21896,0,21990,0,22084,0,22178,0,22272,0,22366,0,22460,0,22554,0,22648,0,22742]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
20,"Grigor1","[23962,0,24034,0,24106,0,24178]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
21,"Grigor2","[24540,0,24614,0,24688,0,24762,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
22,"Clarissa1","[25212,0,25302,0,25392,0,25482,0,25572]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
23,"Clarissa2","[26116,0,26190,0,26266,0,26342]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
24,"Helena1","[26720,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
25,"Helena2","[26942,0,27016,0,27096,0,27176,0,27256,0,27336,0,27416]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
26,"Siosa1","[28096,0,28164,0,28234,0,28302,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
27,"Siosa2","[28728,0,28796,0,28866,0,28934,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
28,"Act3Fairgraves1","[29378,0,29490]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
29,"Kira1","[29752,0,29828,0,29904,0,29980,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
30,"Kira2","[30438,0,30518,0,30598,0,30678,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
31,"Oyun1","[31156,0,31228,0,31300,0,31372,0,31444,0,31516,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
32,"Oyun2","[32130,0,32202,0,32274,0,32346,0,32418]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
33,"PetarusVanja1","[32880,0,33004,0,33128,0,33252,0,33376,0,33500,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
34,"PetarusVanja2","[34494,0,34618,0,34742,0,34866,0,34990,0,35114,0,35238]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
35,"Act4Dialla1","[36236,0,36348,0,36460]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
36,"Act4Dialla2","[36862,0,36974,0,37086,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
37,"Act4DiallaRapture1","[36236,0,36348,0,36460]",[],100,-16843010,-16843010,-16843010,-16843010,697,1317,1317
38,"Act4DiallaRapture2","[36862,0,36974,0,37086,0]",[],100,-16843010,-16843010,-16843010,-16843010,697,1317,1317
39,"WitheredDialla1","[37784,0,37912,0,38040,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
40,"WitheredDialla2","[38634,0,38762,0,38890,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
41,"Tasuni1","[39468,0,39552,0,39636,0,39720,0,39804,0,39888]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
42,"Tasuni2","[40498,0,40586,0,40674,0,40762,0,40850,0,40938,0,41026,0,41114,0,41202,0,41290,0,41378]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
43,"Tora1","[42528,0,42604,0,42680]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
44,"Catarina1","[42970,0,43062,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
45,"Haku1","[43384,0,43460]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
46,"Vorici1","[43654,0,43738]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
47,"Vagan1","[43946,0,44026]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
48,"Elreon1","[44228,0,44312]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
49,"Zana1","[44518,0,44616,0,44714,0,44812,0,44910,0,45008,0,45106,0,45204]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
50,"Zana2","[46122,0,46220,0,46318,0,46416,0,46514,0,46612,0,46710,0,46808]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
51,"ZanaSynth1","[47638,0,47708,0]","[7,7,1,1]",100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
52,"ZanaSynth2","[47994,0,48064,0]","[7,7,1,1]",100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
53,"Leo1","[48322,0,48396,0,48470,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
54,"Leo2","[48826,0,48900,0,48974,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
55,"Cadiro1","[49336,0,49416,0,49496,0,49576,0]",[],100,-16843010,-16843010,-16843010,-16843010,945,1317,1317
56,"Cadiro2","[50058,0,50138,0,50218,0,50298,0]",[],100,-16843010,-16843010,-16843010,-16843010,945,1317,1317
57,"Navali1","[50780,0,50858,0,50936,0,51014,0,51092]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
58,"Navali2","[51572,0,51650,0,51728,0,51806,0,51884,0,51962,0,52040,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
59,"LeoLevel1",[52798],[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
60,"LeoLevel2",[52898],[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
61,"LeoLevel3","[52998,0,53068,0,53138]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
62,"Bannon1","[53406,0,53482,0,53558,0,53634,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
63,"Bannon2","[54096,0,54172,0,54248,0,54324,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
64,"Vilenta1","[54788,0,54866,0,54944,0,55022,0,55100]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
65,"Vilenta2","[55582,0,55660,0,55738,0,55816,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
66,"Utula1","[56286,0,56360,0,56434,0,56508,0,56582,0,56656,0,56730,0,56804,0,56878]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
67,"Utula2","[57696,0,57770,0,57844,0,57918,0,57992,0,58066,0,58140,0,58214]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
68,"Lani1","[58940,0,59014,0,59088,0,59162,0,59236,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
69,"Lani2","[59774,0,59848,0,59922,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
70,"Weylam1","[60284,0,60362,0,60440,0,60518,0,60596,0,60674,0,60752,0,60830]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
71,"Weylam2","[61592,0,61670,0,61748,0,61826,0,61904,0,61982,0,62060,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
72,"Sin1","[62808,0,62880,0,62952,0,63024,0,63096,0,63168,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
73,"Sin2","[63780,0,63852,0,63924,0,63996]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
74,"IzaroTaunt","[64364,0,64488,0,64612,0,64736,0,64860,0,64984,0,65108,0,65232,0,65356,0,65480,0,65604,0,65728,0,65852,0,65976,0,66100,0,66224,0,66348,0,66472,0,66596,0,66720,0,66844,0,66968,0,67092,0,67216,0,67340,0,67464,0,67588,0,67712,0,67836,0,67960,0,68084,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
75,"Einhar1","[72338,0,72428,0,72518,0,72608,0,72698,0,72788,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
76,"Einhar2","[73538,0,73626,0,73714,0,73802,0,73890,0,73978,0,74066,0,74154,0,74242,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
77,"Alva1","[75298,0,75374,0,75450,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
78,"Alva2","[75816,0,75892,0,75968,0,76044,0,76120,0,76196]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
79,"Niko1_1","[76758,0,76834,0,76910,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,24
80,"Niko1_2","[77280,0,77356,0,77432,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,24
81,"Niko2_1","[77802,0,77878,0,77954,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",24,25
82,"Niko2_2","[78324,0,78400,0,78476,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",24,25
83,"Niko3_1","[78846,0,78922,0,78998,0,79074,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",25,26
84,"Niko3_2","[79536,0,79612,0,79688,0,79764,0,79840]",[],100,-16843010,-16843010,-16843010,-16843010,"",25,26
85,"Niko4_1","[80310,0,80386,0,80462,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",26,27
86,"Niko4_2","[80832,0,80908,0,80984,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",26,27
87,"Niko5_1","[81354,0,81430,0,81506,0,81582]",[],100,-16843010,-16843010,-16843010,-16843010,"",27,1317
88,"Niko5_2","[81960,0,82036,0,82112,0,82188,0,82264]",[],100,-16843010,-16843010,-16843010,-16843010,"",27,1317
89,"JunOrtoi1","[82738,0,82820,0,82902,0,82984,0,83066,0,83148,0,83230,0,83312]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
90,"JunOrtoi2","[84110,0,84192,0,84274,0,84356,0,84438,0,84520,0,84602,0,84684]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
91,"Cavas1","[85476,0,85552,0,85628]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
92,"Cavas2","[85912,0,85988,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
93,"Cassia1","[86266,0,86348,0,86430,0,86512,0,86594,0,86676,0,86758,0,86840]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
94,"Cassia2","[87634,0,87716,0,87798,0,87880,0,87962,0,88044,0,88126,0,88208]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
95,"Tane1","[88998,0,89072]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
96,"Tane2","[89258,0,89332]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
97,"Kirac1","[89520,0,89598,0,89676,0,89754,0,89832,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
98,"Kirac2","[90396,0,90474,0,90552,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
99,"Adiyah1","[90930,0,91020,0,91110,0,91200,0,91290,0,91380,0,91470,0,91560]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
100,"Adiyah2","[92418,0,92508,0,92598,0,92688,0,92778,0,92868,0,92958,0,93048]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
101,"Kurai1","[93904,0,93994,0,94084,0,94174,0,94264,0,94354,0,94444,0,94534]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
102,"Kurai2","[95390,0,95480,0,95570,0,95660,0,95750,0,95840,0,95930,0,96020]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
103,"Tullina1","[96880,0,96976,0,97072,0,97168,0,97264,0,97360,0,97456,0,97552]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
104,"Tullina2","[98460,0,98554,0,98648,0,98742,0,98836,0,98930,0,99024,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
105,"Tibbs1","[99904,0,99986,0,100068,0,100150,0,100232,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
106,"Tibbs2","[99904,0,100820,0,100902,0,100984,0,101066,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
107,"Karst1","[101654,0,101742,0,101830,0,101918,0,102006,0,102094,0,102182,0,102270]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
108,"Karst2","[103110,0,103198,0,103286,0,103374,0,103462,0,103550,0,103638,0,103726]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
109,"Isla1","[104564,0,104650,0,104736,0,104822,0,104908,0,104994,0,105080,0,105166,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
110,"Isla2","[105996,0,106082,0,106168,0,106254,0,106340,0,106426,0,106512,0,106598]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
111,"Whakano1","[107426,0,107522,0,107618,0,107714,0,107810,0,107906,0,108002,0,108098]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
112,"Whakano2","[109006,0,109102,0,109198,0,109294,0,109390,0,109486,0,109582,0,109678]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
113,"Gianna1","[110584,0,110682,0,110780,0,110878,0,110976,0,111074,0,111172,0,111270,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
114,"Gianna2","[112298,0,112396,0,112494,0,112592,0,112690,0,112788,0,112886,0,112984]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
115,"Nenet1","[113904,0,114000,0,114096,0,114192,0,114288,0,114384,0,114480,0,114576]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
116,"Nenet2","[115480,0,115576,0,115672,0,115768,0,115864,0,115960,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
117,"Vinderi1","[116748,0,116850,0,116952,0,117054,0,117156,0,117258,0,117360,0,117462]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
118,"Vinderi2","[118418,0,118520,0,118622,0,118724,0,118826,0,118928,0,119030,0,119132]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
119,"Huck1","[120082,0,120172,0,120262,0,120352,0,120442,0,120532,0,120622,0,120712]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
120,"Huck2","[121566,0,121656,0,121746,0,121836,0,121926,0,122016,0,122106,0,122196]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
121,"Niles1","[123052,0,123146,0,123240,0,123334,0,123428,0,123522,0,123616,0,123710]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
122,"Niles2","[124598,0,124692,0,124786,0,124880,0,124974,0,125068,0,125162,0,125256]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
123,"Faustus1","[126148,0,126250,0,126352,0,126454,0,126556,0,126658,0,126760]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
124,"Faustus2","[127598,0,127700,0,127802,0,127904,0,128006,0,128108,0,128210,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
125,"WhakanoReveal","[129168,0,129258,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
126,"WhakanoContract","[129594,0,129684,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
127,"FaustusSell","[130012,0,130102,0,130192,0,130282,0,130372,0,130462,0,130552,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
128,"Envoy1","[131400,0,131496,0,131592,0,131688,0,131784,0,131880,0,131976,0,132072]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
129,"Envoy2","[132976,0,133072,0,133168,0,133264,0,133360,0,133456,0,133552,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
130,"Oshabi1","[134450,0,134536,0,134622,0,134708,0,134794,0,134880,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
131,"Oshabi2","[135596,0,135682,0,135768,0,135854,0,135940,0,136026,0,136112,0,136198]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
132,"EnvoyMaven1","[132360,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
133,"EnvoyMaven2","[133168,0,133360]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
134,"Trialmaster1","[137040,0,137136,0,137232,0,137328,0,137424,0,137520,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
135,"Trialmaster2",[138316],[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1099
136,"Trialmaster3","[138444,0,138540,0,138636,0,138732,0,138828,0,138924,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1099,1317
137,"Dannig1","[139710,0,139804,0,139898,0,139992,0,140086,0,140180,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
138,"Dannig2","[140952,0,141046,0,141140,0,141234,0,141328,0,141422,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
139,"DannigNoHail","[139710,0,139804,0,139898,0,139992,0,140086]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
140,"Rog1","[142288,0,142370,0,142452,0,142534,0,142616,0,142698,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
141,"Rog2","[143380,0,143462,0,143544,0,143626,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
142,"Rog3","[144112,0,144194,0,144276,0,144358,0,144440]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
143,"Tujen1","[144938,0,145028,0,145118,0,145208,0,145298,0,145388]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
144,"Tujen2","[146032,0,146122,0,146212,0,146302,0,146392,0,146482,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
145,"Gwennen1","[147228,0,147326,0,147424,0,147522,0,147620,0,147718,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
146,"Gwennen2","[148520,0,148618,0,148716,0,148814,0]",[],100,-16843010,-16843010,-16843010,-16843010,2489,1317,1317
147,"Gwennen3",[149388],[],100,2489,0,0,0,"",1317,1154
148,"Gwennen4",[149512],[],100,2489,0,0,0,"",1154,1317
149,"TheLastToDie1","[149644,0,149766,0,149888,0,150010,0,150132]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
150,"TheLastToDie2","[150844,0,150970,0,151096,0,151222,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
151,"TheLastToDie3",[151946],[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
152,"Lilly1GodslayerGreetings","[152112,0,152222,0,152332,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
153,"Lilly2GoodTidingsGreetings","[152876,0,152986]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
154,"Lilly3Farewells","[153264,0,153368,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
155,"NewCadiroHellos","[153746,0,153856,0,153966,0,154076,0,154186,0,154296,0,154406,0,154516,0,154626,0,154736,0,154846,0,154956,0,155066,0,155176,0,155286,0,155396,0,155506,0,155616,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
156,"NewCadiroGoodbyes","[158032,0,158142,0,158252,0,158362,0,158472,0,158582,0,158692,0,158802,0,158912,0,159022,0,159132,0,159242,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
157,"DiviniaHelloTown","[160900,0,161020,0,161140,0,161260,0,161380,0,161500,0,161620,0,161740,0,161860,0,161980,0,162100,0,162220,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
158,"DiviniaHelloFellshrineSanctumEntrance","[164050,0,164170,0,164290,0,164410]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
159,"DiviniaHelloMerchant","[164990,0,165126,0,165262,0,165398,0,165534,0,165670,0,165806,0,165942,0,166078,0,166214]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
160,"DiviniaGoodbyeTown","[167766,0,167890,0,168014,0,168138,0,168262,0,168386,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
161,"DiviniaGoodbyeFellshrineSanctumEntrance","[169512,0,169636,0,169760,0,169884,0,170008,0,170132,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
162,"DiviniaGoodbyeMerchant","[171208,0,171332,0,171456,0,171580,0,171704,0,171828,0,171952,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
163,"AncestralKaomHellos","[173226,0,173408,0,173590,0,173772,0,173954,0,174136,0,174318,0,174500,0,174682,0,174864,0,175046,0,175228,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
164,"AncestralKaomGoodbyes","[177832,0,178014,0,178196,0,178378,0,178560,0,178742,0,178924,0,179106,0,179288,0,179470,0,179652,0,179834]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
165,"AncestralNavaliHellos","[182248,0,182434,0,182620,0,182806,0,182992,0,183178,0,183364,0,183550,0,183736]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
166,"AncestralNavaliGoodbyes","[185596,0,185782,0,185968,0,186154,0,186340,0,186526,0,186712,0,186898,0,187084,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
167,"AncestralRakiataHellos","[189136,0,189328,0,189520,0,189712,0,189904,0,190096,0,190288,0,190480,0,190672,0,190864]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
168,"AncestralRakiataGoodbyes","[192988,0,193180,0,193372,0,193564,0,193756,0,193948,0,194140,0,194332,0,194524,0,194716,0,194908]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
169,"AncestralUtulaHellos","[197232,0,197412,0,197592,0,197772,0,197952,0,198132,0,198312,0,198492,0,198672]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
170,"AncestralUtulaGoodbyes","[200476,0,200656,0,200836,0,201016,0,201196,0,201376,0,201556,0,201736,0,201916,0,202096]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
171,"AncestralMaataHellos","[204092,0,204272,0,204452,0,204632,0,204812,0,204992,0,205172,0,205352,0,205532,0,205712]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
172,"AncestralMaataGoodbyes","[207712,0,207892,0,208072,0,208252,0,208432,0,208612,0,208792,0,208972,0,209152,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
173,"AncestralKiloavaHellos","[211144,0,211336,0,211528,0,211720,0,211912,0,212104,0,212296,0,212488,0,212680,0,212872,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
174,"AncestralKiloavaGoodbyes","[215196,0,215388,0,215580,0,215772,0,215964,0,216156,0,216348,0,216540,0,216732,0,216924,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
175,"AncestralIkiahoHellos","[219242,0,219428,0,219614,0,219800,0,219986,0,220172,0,220358,0,220544,0,220730,0,220916]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
176,"AncestralIkiahoGoodbyes","[222978,0,223164,0,223350,0,223536,0,223722,0,223908,0,224094,0,224280,0,224466,0,224652]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
177,"AncestralKahuturoaHellos","[226716,0,226920,0,227124,0,227328,0,227532,0,227736,0,227940,0,228144,0,228348,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
178,"AncestralKahuturoaGoodbyes","[230588,0,230792,0,230996,0,231200,0,231404,0,231608,0,231812,0,232016,0,232220,0,232424,0,232628]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
179,"AncestralAhuanaHellos","[235086,0,235272,0,235458,0,235644,0,235830,0,236016,0,236202,0,236388,0,236574,0,236760,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
180,"AncestralAhuanaGoodbyes","[239016,0,239202,0,239388,0,239574,0,239760,0,239946,0,240132,0,240318,0,240504,0,240690,0,240876]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
181,"AncestralAkoyaHellos","[243134,0,243314,0,243494,0,243674,0,243854,0,244034,0,244214,0,244394,0,244574,0,244754]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
182,"AncestralAkoyaGoodbyes","[246754,0,246934,0,247114,0,247294,0,247474,0,247654,0,247834,0,248014,0,248194]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
183,"AncestralTawhanukuHellos","[250002,0,250206,0,250410,0,250614,0,250818,0,251022,0,251226,0,251430,0,251634,0]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
184,"AncestralTawhanukuGoodbyes","[253874,0,254078,0,254282,0,254486,0,254690,0,254894,0,255098,0,255302]",[],100,-16843010,-16843010,-16843010,-16843010,"",1317,1317
