"rownum","Id","[rid]","[i32]","[i32]","[i32]","Variants","[rid]","[i32]","[rid]","rid","[i32]","[rid]","[i32]"
16,"chill",[],[],[],[],"[""Default"",""Myrmidon"",""HyrrisIre"",""VoidEmperor"",""Crystalline""]",[152],"[18079,27566,54248,48015,45820]",[],16567,[],[],[]
17,"freeze",[],[],[],[],"[""Default"",""Myrmidon"",""VoidEmperor"",""Crystalline""]",[158],"[18079,27566,48015,45820]",[],16568,[],[],[]
18,"brittle",[],[],[],[],"[""Default"",""Crystalline""]",[163],"[18079,45820]",[],17019,[],[],[]
19,"poison",[],[],[],[],"[""Default"",""Demonic"",""BlackTar"",""Illusionist"",""Oblivion""]",[165],"[18079,61278,21233,54759,116]",[],16569,[],[],[]
20,"bleed",[],[],[],[],"[""Default"",""Purple"",""Stygian"",""Voodoo""]","[171,175]","[18079,19343,39541,37825]",[],16570,[],[],[]
21,"exposure",[],[],[],[],"[""Default"",""Stygian"",""Celestial""]","[180,179,181]","[18079,39541,27572]",[],14215,[],[],[]
22,"soulfeast","[72,73]",[],[27],[],"[""Default""]",[],[18079],"[45,46,47,48]",347,[],[1357],[]
23,"mana_void","[76,77,78,79,80,81,82,83,84,85,86]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1358],[]
24,"storm_rain","[87,88,89]",[3],[],[0],"[""Default""]",[],[18079],[],347,[],[1359],[]
25,"igniting_flask","[90,91,93,94,96]",[],"[20,0]",[],"[""Default""]",[440],[18079],[53],347,[],[1366],[]
26,"igniting_flask_wall","[90,92,93,95,96]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1366],[]
27,"igniting_flask_lite","[90,97,99,100,102]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1366],[]
28,"igniting_flask_wall_lite","[90,98,99,101,102]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1366],[]
29,"infernal_blow","[103,104]",[],[],[],"[""Default"",""Stygian""]","[191,193,195]","[18079,39541]",[],347,[],[82],[]
30,"smoke_mine",[107],[],[],[],"[""Default"",""Stygian""]",[],"[18079,39541]",[],347,[],[248],[]
31,"chain_hook","[110,112,114,116]",[4],"[12,0]",[],"[""Default"",""Stygian""]",[],"[18079,39541]",[],347,[],[1209],[]
32,"arcane_cloak",[118],[],"[16,0]",[],"[""Default"",""VoidEmperor""]",[197],"[18079,48015]",[],347,[],[1262],[]
33,"orb_of_storms","[120,123,126]",[6],[],[],"[""Default"",""Celestial"",""Demonic""]",[],"[18079,27572,61278]",[],347,[],[524],[]
34,"spark",[],[],[],[],"[""Default"",""SkeletonSpark"",""SpiderSpark"",""AvariusSpark"",""FireSpider"",""Sand"",""LightningElder"",""BestiaryCocoon"",""VaalIncursion"",""IncursionPipe"",""VaalIncursionEpic"",""DelveDweller"",""BetrayalCatarinaSpark"",""LegionMarakethSpark"",""LegionMarakethTornadoSpark"",""AtlasEyrie"",""HarvestHellion"",""Automaton"",""Celestial"",""Void""]",[],"[18079,63244,63286,26477,55029,25598,37016,62017,45534,10364,56855,15938,15102,32275,4271,13264,58149,3488,27572,9203]","[54,79]",347,[],"[77,1055,78]",[]
35,"spark_monster",[],[],[],[],"[""BookTornado"",""FireTornado"",""AfflicationFlamenado""]",[],"[42246,34282,41848]",[75],783,[],"[77,1055,78]",[]
36,"dual_strike","[129,131,134,135]",[],[],[],"[""Default"",""NoImpact"",""Nightfall""]",[],"[18079,32633,57192]",[],347,[],[26],[]
37,"weapon_trap","[136,137,138,139]",[],[22],[],"[""Default""]",[],[18079],[],347,[],[1356],[]
38,"shield_waves","[140,141]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1360],[]
39,"exsanguinate",[],"[9,0]",[],[],"[""Default"",""Celestial"",""Mercurial""]",[199],"[18079,27572,25270]",[],347,[],[1337],[]
40,"void_burst","[142,143,144]",[],[],[],"[""Default""]",[202],[18079],[],347,[],[1350],[]
41,"bladefall","[145,151,157]",[],[],[],"[""Default"",""Gold"",""Demonic"",""Acid"",""Chrome"",""Sawblade"",""Illusionist"",""VoidEmperor""]",[],"[18079,38699,61278,16802,55413,28838,54759,48015]",[],347,[],"[514,515]",[]
42,"blade_blast","[165,169]",[],[],[],"[""Default"",""Illusionist"",""Sawblade""]",[],"[18079,54759,28838]",[],347,[],[1267],[]
43,"rage_slash","[173,175]",[],[25],[],"[""Default"",""Starfall""]",[],"[18079,3450]",[],347,[],[1351],[]
44,"ambush",[215],[],"[23,0]",[],"[""Default""]",[203],[18079],[],347,[],[1355],[]
45,"shock_nova","[177,183]",[],[],[],"[""Default"",""Riftworm"",""Kuduku"",""Blight"",""StormCultist"",""MonsterShock""]",[],"[18079,9609,36942,7333,64637,62796]",[],347,[],[449],[]
46,"boneshatter",[189],[],[182],[],"[""Default"",""Celestial""]",[],"[18079,27572]",[],347,[],[1364],[]
47,"flame_golem_monster",[],[],[],[],"[""Warband""]",[],[51089],[],883,[8],[437],[]
48,"flame_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],347,[6],[437],[]
49,"lightning_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],347,[13],[652],[]
50,"ice_golem_monster",[],[],[],[],"[""Warband""]",[],[51089],[],883,[15],[436],[]
51,"ice_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],347,[20],[436],[]
52,"chaos_golem_monster",[],[],[],[],"[""Warband""]",[],[51089],[],883,[27],[435],[]
53,"chaos_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],347,[32],[435],[]
54,"stone_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],347,[26],[543],[]
55,"bone_golem",[],[],[],[],"[""Default"",""Celestial"",""Darkwood"",""Stygian""]",[],"[18079,27572,12926,39541]",[],347,[33],[1227],[]
56,"cold_snap","[191,198,199,206]",[],[],[],"[""Default"",""BigHands"",""Azurite"",""ProtoVaal"",""Overseer"",""Blighted"",""Delirium""]",[204],"[18079,37316,62276,18886,5427,25535,16922]",[],347,[],"[46,47]",[]
57,"blood_rage",[213],[],[],[],"[""Default"",""Scavenger""]",[207],"[18079,46158]",[],347,[],[41],[]
58,"lightning_strike","[216,222,228,234]",[],"[29,0]",[],"[""Default"",""Alternate"",""Myrmidon"",""Vulcan"",""VoidEmperor""]",[209],"[18079,25075,27566,15703,48015]","[84,85]",347,[],"[136,137]",[]
59,"vortex",[240],[],[],[],"[""Default"",""Blackhole"",""UltimatumCold"",""UltimatumLightning"",""UltimatumRuin"",""Myrmidon""]",[],"[18079,59527,47438,14591,29755,27566]",[],347,[],[627],[]
60,"burning_arrow","[244,245]",[],[41],[],"[""Default"",""Mystic""]",[368],"[18079,45462]","[96,97]",347,[],"[169,170]",[]
61,"dash","[248,253,254,255,251,252]",[],"[43,0,0]",[],"[""Default"",""Wild"",""MonsterRunUnarmed"",""MonsterRun"",""Constrictor"",""Myrmidon"",""Divergence""]",[],"[18079,28806,44071,55600,8701,27566,58468]",[],347,[],"[1202,1414,1242]",[]
62,"cyclone","[273,291,311,304,305,317]",[],[],[],"[""Default"",""White"",""Blue"",""Saw"",""Illusionist"",""Celestial"",""Reserved1"",""Reserved2"",""Dark"",""Ghostflame"",""Automaton"",""BrutalPirateLord"",""UltimatumSabreSpider"",""UltimatumSabreSpiderRuin"",""UltimatumTrialmaster"",""Currency"",""Sharknado"",""Auspicious""]",[],"[18079,15971,52194,37218,54759,27572,3658,3657,5676,894,3488,28691,33116,19253,49128,53000,37940,45563]",[],347,[],"[223,222]",[]
63,"herald_of_ash",[334],[],[],[],"[""Default"",""GhostFlame"",""Gloom"",""Divine"",""Purple"",""Gore"",""Sin"",""Innocence"",""Wasteland"",""Automaton"",""Celestial"",""BloodGuard"",""FaithGuard"",""Demonic"",""Empyrean"",""PolarisWhite"",""DragonHunter"",""Stygian"",""Glimmerwood"",""Darkwood"",""Despair""]","[216,217]","[18079,24397,57905,29263,19343,63064,48611,51245,53281,3488,27572,27987,25282,61278,17735,41774,9218,39541,61967,12926,50928]",[],347,[],[355],[]
64,"herald_of_ice",[376],[],[],[],"[""Default"",""UNUSED"",""Gloom"",""Divine"",""Purple"",""Gore"",""Sin"",""Innocence"",""Wasteland"",""Automaton"",""Celestial"",""BloodGuard"",""FaithGuard"",""Demonic"",""Empyrean"",""PolarisWhite"",""DragonHunter"",""Stygian"",""Glimmerwood"",""Darkwood"",""Despair""]",[281],"[18079,64124,57905,29263,19343,63064,48611,51245,53281,3488,27572,27987,25282,61278,17735,41774,9218,39541,61967,12926,50928]",[],347,[],[356],[]
65,"herald_of_thunder",[355],[],[],[],"[""Default"",""Tribal"",""Gloom"",""Divine"",""Purple"",""Gore"",""Sin"",""Innocence"",""Wasteland"",""Automaton"",""Celestial"",""BloodGuard"",""FaithGuard"",""Demonic"",""Empyrean"",""PolarisWhite"",""DragonHunter"",""Stygian"",""Glimmerwood"",""Darkwood"",""Despair""]","[259,303]","[18079,24417,57905,29263,19343,63064,48611,51245,53281,3488,27572,27987,25282,61278,17735,41774,9218,39541,61967,12926,50928]",[],347,[],[357],[]
66,"herald_of_agony",[],[],[],[],"[""Default"",""UNUSED"",""Gloom"",""Divine"",""Purple"",""Gore"",""Sin"",""Innocence"",""Wasteland"",""Automaton"",""Celestial"",""BloodGuard"",""FaithGuard"",""Demonic"",""Empyrean"",""PolarisWhite"",""DragonHunter"",""Stygian"",""Glimmerwood"",""Darkwood"",""Despair""]",[325],"[18079,64124,57905,29263,19343,63064,48611,51245,53281,3488,27572,27987,25282,61278,17735,41774,9218,39541,61967,12926,50928]",[],347,[37],[358],[]
67,"herald_of_purity","[397,408]",[],[],[],"[""Default"",""GhostFlame"",""Gloom"",""Divine"",""Purple"",""Gore"",""Sin"",""Innocence"",""Wasteland"",""Automaton"",""Celestial"",""BloodGuard"",""FaithGuard"",""Demonic"",""Empyrean"",""PolarisWhite"",""DragonHunter"",""Stygian"",""Glimmerwood"",""Darkwood"",""Despair""]",[347],"[18079,24397,57905,29263,19343,63064,48611,51245,53281,3488,27572,27987,25282,61278,17735,41774,9218,39541,61967,12926,50928]",[],347,[58],[359],[]
68,"eye_of_winter","[422,425]",[],[],[],"[""Default"",""Celestial""]",[],"[18079,27572]","[100,103]",347,[],[1367],[]
69,"spectral_helix","[428,430,432]",[],[57],[],"[""Default"",""Nightfall""]",[],"[18079,57192]",[106],347,[],"[256,1361]",[]
70,"earthquake","[434,446,460,474,488]",[],[],[],"[""Default"",""Vinktar"",""Blood"",""Bear"",""Bone"",""Gemling"",""GemlingUpgraded"",""Machinarium"",""SmallBlood"",""Crystal"",""RedCrystal"",""DoryaniCold"",""OshabiHammer"",""Harmonious""]",[],"[18079,40319,50511,45183,26857,25069,719,22740,49410,25591,50949,57401,58129,57521]",[],347,[],"[555,558,556,557]",[]
71,"earthquake_ancestral","[500,505,510,515,520]",[],[],[],"[""Default"",""Vinktar"",""Blood"",""Bear"",""Bone"",""Gemling"",""GemlingUpgraded"",""Machinarium"",""SmallBlood"",""Crystal"",""RedCrystal"",""DoryaniCold"",""OshabiHammer""]",[],"[18079,40319,50511,45183,26857,25069,719,22740,49410,25591,50949,57401,58129]",[],347,[],"[555,558]",[]
72,"earthquake_lite","[525,526,527,528,529]",[],[],[],[],[],[],[],347,[],"[555,558,556,557]",[]
73,"earthshatter","[535,539,542,545,538,548]",[15],[],[1],"[""Default"",""Verdant"",""Lava""]",[],"[18079,22421,43749]",[],347,[],[1288],[]
74,"earthshatter_ancestral","[549,552,555,558,538,548]",[16],[],[4],"[""Default"",""Verdant"",""Lava""]",[],"[18079,22421,43749]",[],347,[],[1288],[]
75,"ground_slam","[561,570,571]",[],[],[],"[""Default"",""Blood"",""Molten"",""Bones"",""BrutusLightning"",""BrineShieldCrab"",""DefaultSpikes"",""Celestial"",""DwellerDeep"",""Oblivion"",""OnyxOblivion""]",[],"[18079,50511,19877,5799,30086,20384,21898,27572,51406,116,38576]",[],347,[],"[4,1420]",[]
76,"ground_slam_ancestral","[581,585]",[],[],[],"[""Default"",""Blood"",""Molten"",""Bones"",""BrutusLightning"",""BrineShieldCrab"",""DefaultSpikes"",""Celestial"",""DwellerDeep"",""Oblivion"",""OnyxOblivion""]",[],"[18079,50511,19877,5799,30086,20384,21898,27572,51406,116,38576]",[],347,[],"[4,1420]",[]
77,"ice_crash","[589,591,593]",[],[],[],"[""Default"",""Automaton""]",[],"[18079,3488]",[],347,[],[443],[]
78,"ice_crash_lite","[595,597,599]",[],[],[],"[""Default"",""Automaton""]",[],"[18079,3488]",[],347,[],[443],[]
79,"ice_crash_ancestral","[601,603,605]",[],[],[],"[""Default"",""Automaton""]",[],"[18079,3488]",[],347,[],[443],[]
80,"leap_slam","[607,618]",[],"[58,0,0]",[],"[""Default"",""Goat"",""Kaom"",""MysteryVariation"",""ChurchStatue"",""LabyrinthBoss"",""Electric"",""SuperGoat"",""SuperQuietGoat"",""Kitava"",""ShadowTrail"",""BestiaryRaptor"",""KitavaSnowflake"",""IncursionConstruct"",""DelveLightning"",""BetrayalElreon"",""BetrayalDash"",""NoEffects"",""SynthesisGolem"",""NewLeapSlam"",""LegionKaruiLeapSlam"",""CultistLeapSlam"",""Celestial"",""Carneval"",""BoneGolem"",""Harlequin"",""AfflictionPhysDemon"",""AfflictionPhysBoss"",""AfflictionMinion"",""StygianBoneGolem"",""HarvestHulk"",""HarvestBirddog"",""HarvestTaco"",""HarvestRhex"",""HarvestGoatman"",""DarkwoodBoneGolem"",""CelestialBoneGolem"",""HellscapeSkyStab"",""Heritage""]",[],"[18079,47520,44737,21597,21271,4209,27110,47937,30725,5816,37479,15535,33811,31491,37899,24316,24762,50559,41690,15998,37850,18949,27572,59670,11022,15800,9387,3764,33406,56396,55190,53526,41112,43302,31939,14504,56150,46444,8972]",[],347,[],"[16,18,473,17]",[]
81,"leap_slam_ancestral","[659,666,673,680]",[],"[58,0,0]",[],"[""Default"",""Goat"",""Kaom"",""MysteryVariation"",""ChurchStatue"",""LabyrinthBoss"",""Electric"",""SuperGoat"",""SuperQuietGoat"",""Kitava"",""ShadowTrail"",""BestiaryRaptor"",""KitavaSnowflake"",""IncursionConstruct"",""DelveLightning"",""BetrayalElreon"",""BetrayalDash"",""NoEffects"",""SynthesisGolem"",""NewLeapSlam"",""LegionKaruiLeapSlam"",""CultistLeapSlam"",""Celestial"",""Carneval"",""BoneGolem"",""Harlequin"",""AfflictionPhysDemon"",""AfflictionPhysBoss"",""AfflictionMinion"",""StygianBoneGolem"",""HarvestHulk"",""HarvestBirddog"",""HarvestTaco"",""HarvestRhex"",""HarvestGoatman"",""DarkwoodBoneGolem"",""CelestialBoneGolem"",""HellscapeSkyStab"",""Heritage""]",[],"[18079,47520,44737,21597,21271,4209,27110,47937,30725,5816,37479,15535,33811,31491,37899,24316,24762,50559,41690,15998,37850,18949,27572,59670,11022,15800,9387,3764,33406,56396,55190,53526,41112,43302,31939,14504,56150,46444,8972]",[],347,[],"[16,18,473,17]",[]
82,"perforate","[685,686,687,688,689]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1208],[]
83,"perforate_ancestral","[690,691,692,693,694]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1208],[]
84,"sunder","[695,699,703]",[],[],[],"[""Default"",""Blood"",""UNUSED"",""UNUSED"",""UNUSED"",""DefaultPlayer"",""Glimmerwood""]",[],"[18079,50511,64124,64124,64124,11395,61967]",[],347,[],[614],[]
85,"sunder_ancestral","[707,711,715]",[],[],[],"[""Default"",""Blood"",""UNUSED"",""UNUSED"",""UNUSED"",""DefaultPlayer"",""Glimmerwood""]",[],"[18079,50511,64124,64124,64124,11395,61967]",[],347,[],[614],[]
86,"tectonic_slam","[719,723,727,731]",[],[],[],"[""Default"",""CrabBoss"",""HarvestHellion"",""Celestial""]",[],"[18079,48347,58149,27572]",[],347,[],[1001],[]
87,"tectonic_slam_ancestral","[735,737,739,731]",[],[],[],"[""Default"",""CrabBoss"",""HarvestHellion"",""Celestial""]",[],"[18079,48347,58149,27572]",[],347,[],[1001],[]
88,"tectonic_slam_lite","[741,743,745]",[],[],[],"[""Default"",""CrabBoss"",""HarvestHellion"",""Celestial""]",[],"[18079,48347,58149,27572]",[],347,[],[1001],[]
89,"cleave","[747,751,753,756]",[],[],[],"[""Default"",""DemonCleave"",""BreachCleave"",""NoEffect"",""BreachSmallCleave"",""LegionEternalEmpire"",""BeastCleave""]",[],"[18079,34274,56897,47632,34009,21981,4403]",[],347,[],[6],[]
90,"blade_flurry_sound",[769],[],[],[],"[""Default"",""MossMonster"",""NoSound"",""Urchin""]",[],"[18079,52232,48877,39658]",[],1718,[],"[27,28]",[]
91,"piety_reverse_cleave_sound",[772],[],[],[],"[""Default"",""Beast""]",[],"[18079,4395]",[],1718,[],[513],[]
92,"purge_hound_whirling_blades_sound",[774],[],[],[],"[""Default"",""MossMonster""]",[],"[18079,52232]",[],1718,[],[837],[]
93,"whirling_leap_sound",[776],[],[],[],"[""Default"",""MossMonster""]",[],"[18079,52232]",[],1718,[],[548],[]
94,"maligaro_blade_flurry_sound",[778],[],[],[],"[""Default"",""MossMonster""]",[],"[18079,52232]",[],1718,[],[807],[]
95,"mortar_barrage_mine","[780,783]",[],[],[],"[""Default"",""CorruptedEmperor"",""Stygian""]",[370],"[18079,7859,39541]",[108],347,[],[1236],[]
96,"mine_lightning_explosion",[786],[],[],[],"[""Default"",""CorruptedEmperor"",""Stygian""]",[372],"[18079,7859,39541]",[],347,[],[1237],[]
97,"cold_projectile_mine",[789],[],[],[],"[""Default"",""CorruptedEmperor"",""Stygian""]",[374],"[18079,7859,39541]",[111],347,[],[1238],[]
98,"poisonous_concoction","[800,792,802]",[],"[113,0]",[],"[""Default"",""Demonic"",""Alchemist""]",[441],"[18079,61278,31801]",[114],347,[],[1371],[]
99,"poisonous_concoction_wall","[800,793]",[],[],[],"[""Default"",""Demonic"",""Alchemist""]",[],"[18079,61278,31801]",[],347,[],[1371],[]
100,"poisonous_concoction_lite","[800,794]",[],[],[],"[""Default"",""Demonic"",""Alchemist""]",[],"[18079,61278,31801]",[],347,[],[1371],[]
101,"poisonous_concoction_wall_lite","[800,795]",[],[],[],"[""Default"",""Demonic"",""Alchemist""]",[],"[18079,61278,31801]",[],347,[],[1371],[]
102,"glacial_cascade","[810,814]",[],[],[],"[""Default"",""Gore"",""Arctic"",""Illusionist""]",[],"[18079,63064,59603,54759]",[],347,[],[1311],[]
103,"glacial_cascade_lite","[818,819]",[],[],[],"[""Default"",""Gore"",""Arctic"",""Illusionist""]",[],"[18079,63064,59603,54759]",[],347,[],[1311],[]
104,"glacial_cascade_old",[820],[],[],[],"[""Default"",""Dark"",""Miner"",""Chaos"",""Molten"",""Ornaments"",""Seawitch"",""Wave"",""Gemling"",""GemlingUpgraded"",""Lightning"",""AbyssBatVomit"",""Arctic"",""Illusionist"",""Stranglecharm""]",[],"[18079,5676,52447,38322,19877,35565,49065,24110,25069,719,41050,34205,59603,54759,21597]",[],347,[],"[298,299,300]",[]
105,"arc","[835,847,849]",[17],"[66,0]",[],"[""Default"",""Guardian"",""Piety"",""BreachLightning"",""PurpleMTX"",""Clockwork"",""Automaton"",""Sulphite"",""Celestial"",""BlightLightning"",""WithCurve"",""BreachLightningNew"",""HellscapeFleshFodder"",""AtlasInvadersConsumeFodder2""]",[376],"[18079,57229,56950,58664,43085,56503,3488,48680,27572,11101,57028,2612,44603,7272]",[],347,[],"[54,55,1386]",[]
106,"chronomancer","[860,861,862]",[],"[70,0,0]",[],"[""Default""]",[],[18079],[],347,[],[1373],[]
107,"flame_wall","[863,867]",[],[],[7],"[""Default"",""Stygian"",""Oblivion"",""Transcendence""]",[379],"[18079,39541,116,28088]",[],347,[],[1302],[]
108,"plague_bearer","[871,874,877,880]",[],[],[],"[""Default"",""Stygian""]","[384,388,392,396]","[18079,39541]",[],347,[],[1231],[]
109,"storm_brand","[883,886,889,892,895]","[31,0]",[],[],"[""Default"",""Automaton"",""Celestial""]",[],"[18079,3488,27572]",[],347,[],[1143],[]
110,"armageddon_brand","[898,900,902,904,906,908]",[37],[],[],"[""Default"",""UNUSED"",""Celestial""]",[],"[18079,64124,27572]",[],347,[],[1155],[]
111,"arcanist_brand","[910,912,914,916]",[39],[],[],"[""Default"",""UNUSED"",""Celestial""]",[],"[18079,64124,27572]",[],347,[],[1278],[]
112,"penance_brand","[918,920,922,924,926,928]","[41,0]",[],[],"[""Default"",""UNUSED"",""Celestial""]","[399,401]","[18079,64124,27572]",[],347,[],[1286],[]
113,"winter_brand","[930,932,934,936,938]","[45,0]",[],[],"[""Default"",""UNUSED"",""Celestial""]","[403,405,407]","[18079,64124,27572]",[],347,[],[1287],[]
114,"shield_charge","[940,945,950,955,960,965,969,974]",[],"[119,0,0,0,122]",[],"[""Default"",""UNUSED"",""Kitava"",""Tibbs"",""Misery"",""Deepwater""]",[],"[18079,64124,5816,63659,32478,57983]",[],347,[],"[10,1310,11]",[]
115,"tornado","[1139,1151,1153,1155,1157,1159,1161,1163,1165,1167,1169]",[],[],[],"[""Default"",""Shark""]",[],"[18079,39872]",[],347,[79],"[1375,1376]",[]
116,"barrage_bow","[976,984,992]",[],[],[],"[""Default"",""Snipe"",""Celestial"",""Blood"",""NonStick""]",[],"[18079,61594,27572,50511,13004]",[117],347,[],[285],[]
117,"barrage_wand","[980,988,992]",[],[],[],"[""Default"",""Snipe"",""Celestial"",""Blood"",""NonStick""]",[],"[18079,61594,27572,50511,13004]",[122],347,[],[285],[]
118,"flame_dash","[994,1008]",[],[142],[],"[""Default"",""Cold"",""Harbinger"",""FireIceMicro"",""Blue"",""Wasteland"",""Corsair"",""Stygian"",""Black"",""Scientist"",""Demonic"",""Nightfall"",""Siren"",""Auspicious""]",[],"[18079,13381,41619,11119,52194,53281,51220,39541,25619,64816,61278,57192,42935,45563]",[],347,[],[450],[]
119,"virulent_arrow","[1009,1013,1017,1021,1025,1029,1033,1037,1041]",[],[143],[],"[""Default"",""BlackLotus"",""Celestial""]",[],"[18079,33766,27572]","[126,130,134]",347,[],[1108],[]
120,"blight_channel","[1045,1050,1051,1055,1059,1064]",[],[],[],"[""Default"",""Celestial"",""Sunprism"",""Scientist"",""Project""]","[412,417]","[18079,27572,52008,64816,55295]",[],347,[],"[628,629]",[]
121,"tempest_shield","[1069,1071,1073,1075]",[49],[147],[],"[""Default"",""Celestial""]",[],"[18079,27572]",[],347,[],[139],[]
122,"wither_channelled","[1077,1084]",[],[],[],"[""Default"",""Arcane"",""Celestial"",""Sunprism"",""Scientist"",""Demonic"",""Project""]","[419,425]","[18079,47901,27572,52008,64816,61278,55295]",[],347,[],[562],[]
123,"soul_link","[1091,1092]",[51],[153],[],"[""Default""]","[427,428]",[18079],[],347,[],[1378],[]
