"rownum","BaseItemTypesKey","IsEnabled","bool"
166,8894,1,1
167,8895,1,1
168,8896,1,1
169,8897,1,1
170,8898,1,1
171,8899,1,1
172,8900,1,1
173,8901,1,1
174,8902,1,1
175,8903,1,1
176,8904,1,1
177,8905,1,1
178,8906,1,1
179,8907,1,""
180,8908,1,1
181,8909,1,1
182,8910,1,1
183,8911,1,1
184,8912,1,1
185,8913,1,1
186,8914,1,1
187,8915,1,1
188,8916,1,1
189,8917,1,1
190,8918,1,1
191,8919,1,1
192,8920,1,1
193,8921,1,1
194,8922,1,1
195,8923,1,1
196,8924,1,1
197,8925,1,1
198,8926,1,1
199,8927,1,""
200,8928,1,1
201,8929,1,1
202,8930,1,1
203,8931,1,1
204,8932,1,1
205,8933,1,1
206,8934,1,1
207,8935,1,1
208,8936,1,1
209,8937,1,1
210,8938,1,1
211,8939,1,1
212,8940,1,1
213,8941,1,1
214,8942,1,1
215,8943,1,1
216,8944,1,1
217,8945,1,""
218,8946,1,1
219,8947,1,1
220,8948,1,1
221,8949,1,1
222,8950,1,1
223,8951,1,1
224,8952,1,1
225,8953,1,1
226,8954,1,1
227,8955,1,1
228,8956,1,1
229,8957,1,1
230,8958,1,1
231,8959,1,1
232,8960,1,1
233,8961,1,1
234,8962,1,1
235,8963,1,1
236,8964,1,1
237,8965,1,1
238,8966,1,1
239,8967,1,1
240,8968,1,1
241,8969,1,1
242,8970,1,1
243,8971,1,1
244,8972,1,1
245,8973,1,1
246,8974,1,1
247,8975,1,1
248,8976,1,1
249,8977,1,1
250,8978,1,1
251,8979,1,1
252,8980,1,1
253,8981,1,1
254,8982,1,1
255,8983,1,1
256,8984,1,1
257,8985,1,1
258,8986,1,1
259,8987,1,1
260,8988,1,1
261,8989,1,1
262,8990,1,1
263,8991,1,1
264,8992,1,1
265,8993,1,1
266,8994,1,1
267,8995,1,1
268,8996,1,1
269,8997,1,1
270,8998,1,1
271,8999,1,1
272,9000,1,1
273,9001,1,""
274,9002,1,1
275,9003,1,1
276,9004,1,1
277,9005,1,1
278,9006,1,1
279,9007,1,1
280,9008,1,1
281,9009,1,1
282,9010,1,1
283,9011,1,1
284,9012,1,1
285,9013,1,1
286,9014,1,1
287,9015,1,1
288,9016,1,1
289,9017,1,1
290,9018,1,1
291,9019,1,1
292,9020,1,1
293,9021,1,""
294,9022,1,1
295,9023,1,1
296,9024,1,""
297,9025,1,1
298,9026,1,1
299,9027,1,1
300,9028,1,1
301,9029,1,1
302,9030,1,1
303,9031,1,1
304,9032,1,1
305,9033,1,1
306,9034,1,1
307,9035,1,1
308,9036,1,1
309,9037,1,1
310,9038,1,1
311,9039,1,1
312,9040,1,1
313,9041,1,1
314,9042,1,1
315,9043,1,1
316,9044,1,1
317,9045,1,1
318,9046,1,1
319,9047,1,1
320,9048,1,1
321,9049,1,1
322,9050,1,1
323,9051,1,1
324,9052,1,1
325,9053,1,1
326,9054,1,1
327,9055,1,1
328,9056,1,1
329,9057,1,1
330,9058,1,1
331,9059,1,1
332,9060,1,1
333,9061,1,1
334,9062,1,1
335,9063,1,1
336,9064,1,1
337,9065,1,1
338,9066,1,1
339,9067,1,1
340,9068,1,1
341,9069,1,1
342,9070,1,1
343,9071,1,1
344,9072,1,1
345,9073,1,1
346,9074,1,1
347,9075,1,1
348,9076,1,1
349,9077,1,1
350,9078,1,1
351,9079,1,1
352,9080,1,1
353,9081,1,1
354,9082,1,1
355,9083,1,1
356,9084,1,1
357,9085,1,1
358,9086,1,1
359,9087,1,1
360,9088,1,1
361,9089,1,1
362,9090,1,1
363,9091,1,1
364,9092,1,1
365,9093,1,1
366,9094,1,1
367,9095,1,1
368,9096,1,1
369,9097,1,1
370,9098,1,1
371,9099,"",""
372,9100,1,1
373,9101,1,1
374,9102,1,1
375,9103,1,1
376,9104,1,1
377,9105,1,1
378,9106,1,1
379,9107,1,1
380,9108,1,1
381,9109,1,1
382,9110,1,1
383,9111,1,1
384,9112,1,1
385,9113,1,1
386,9114,1,1
387,9115,1,1
388,9116,1,1
389,9117,1,1
390,9118,1,1
391,9119,1,1
392,9120,1,1
393,9121,1,1
394,9122,1,1
395,9123,1,1
396,9124,1,1
397,9125,1,1
398,9126,1,1
399,9127,1,1
400,9128,1,1
401,9129,1,1
402,9130,1,1
403,9131,1,1
404,9132,1,1
405,9133,1,1
406,9134,1,1
407,9135,1,1
408,9136,1,1
409,9137,1,1
410,9138,1,1
411,9139,1,1
412,9140,1,1
413,9141,1,1
414,9142,1,1
415,9143,1,1
416,9144,1,1
417,9145,1,1
418,9146,1,1
419,9147,1,1
420,9148,1,1
421,9149,1,1
422,9150,1,1
423,9151,1,1
424,9152,1,1
425,9153,1,1
426,9154,1,1
427,9155,1,1
428,9156,1,1
429,9157,1,1
430,9158,1,1
431,9159,1,1
432,9160,1,1
433,10395,1,1
434,10396,1,1
435,10397,1,1
436,10398,1,1
437,10399,1,1
438,10534,1,1
439,10535,1,1
440,10536,"",""
