"rownum","Buff","[rid]","i32"
114,"ignite",[1612],19
115,"ignite",[1665],20
116,"ignite",[1669],21
117,"ignite",[1670],22
118,"ignite",[1685],23
119,"ignite",[1735],24
120,"ignite",[1740],25
121,"ignite",[1794],26
122,"ignite",[1807],27
123,"ignite",[1819],28
124,"ignite",[1916],29
125,"ignite",[2015],30
126,"scorch",[976],0
127,"scorch",[1819],1
128,"shock",[5],0
129,"shock",[220],1
130,"shock",[221],2
131,"shock",[222],3
132,"shock",[1097],4
133,"shock",[223],5
134,"shock",[1573],6
135,"shock",[1581],7
136,"shock",[1681],8
137,"shock",[1684],9
138,"shock",[1793],10
139,"shock",[1821],11
140,"shock",[1857],12
141,"shock",[1858],13
142,"shock",[1881],14
143,"shock",[1882],15
144,"shock",[1917],16
145,"shock",[1938],17
146,"shock",[1954],18
147,"shock",[2016],19
148,"shock",[2017],20
149,"shock",[2018],21
150,"sap",[978],0
151,"sap",[1821],1
152,"chill",[3],0
153,"chill",[1619],1
154,"chill",[1786],2
155,"chill",[1795],3
156,"chill",[1823],4
157,"chill",[1914],5
158,"freeze",[4],0
159,"freeze",[1620],1
160,"freeze",[1797],2
161,"freeze",[1820],3
162,"freeze",[1915],4
163,"brittle",[977],0
164,"brittle",[1823],1
165,"poison",[11],0
166,"poison",[1746],1
167,"poison",[1818],2
168,"poison",[1850],3
169,"poison",[1860],4
170,"poison",[1861],5
171,"bleed",[137],0
172,"bleed",[139],1
173,"bleed",[1543],2
174,"bleed",[1822],3
175,"bleed_moving",[138],0
176,"bleed_moving",[140],1
177,"bleed_moving",[1544],2
178,"bleed_moving",[1822],3
179,"fire_exposure",[1002],0
180,"cold_exposure",[1003],0
181,"lightning_exposure",[1004],0
182,"fire_exposure",[1574],1
183,"cold_exposure",[1575],1
184,"lightning_exposure",[1576],1
185,"fire_exposure",[1577],2
186,"cold_exposure",[1578],2
187,"lightning_exposure",[1579],2
188,"fire_exposure",[1918],3
189,"cold_exposure",[1919],3
190,"lightning_exposure",[1920],3
191,"infernal_blow_debuff",[878],0
192,"infernal_blow_debuff",[1590],1
193,"infernal_blow_debuff2",[879],0
194,"infernal_blow_debuff2",[1591],1
195,"infernal_blow_debuff3",[880],0
196,"infernal_blow_debuff3",[1592],1
197,"arcane_cloak",[1198],0
198,"arcane_cloak",[1593],1
199,"exsanguinate",[1501],0
200,"exsanguinate",[1594],1
201,"exsanguinate",[1712],2
202,"void_burst",[1595],0
203,"ambush_stealth",[1597],0
204,"cold_snap",[1600],4
205,"cold_snap",[1904],5
206,"cold_snap",[1906],6
207,"blood_rage",[13],0
208,"blood_rage",[1601],1
209,"lightning_strike_vaal_debuff",[863],0
210,"lightning_strike_vaal_debuff",[863],1
211,"lightning_strike_vaal_debuff",[1605],2
212,"lightning_strike_vaal_debuff",[1706],3
213,"lightning_strike_vaal_debuff",[1855],4
214,"lightning_strike",[1937],5
215,"herald_of_ash_buff",[903],-1
216,"herald_of_ash_buff",[324],0
217,"herald_of_ash_burning_buff",[173],0
218,"herald_of_ash_buff",[498],1
219,"herald_of_ash_burning_buff",[467],1
220,"herald_of_ash_buff",[497],2
221,"herald_of_ash_burning_buff",[173],2
222,"herald_of_ash_buff",[676],3
223,"herald_of_ash_burning_buff",[373],3
224,"herald_of_ash_buff",[680],4
225,"herald_of_ash_burning_buff",[173],4
226,"herald_of_ash_buff",[723],5
227,"herald_of_ash_burning_buff",[173],5
228,"herald_of_ash_buff",[809],6
229,"herald_of_ash_burning_buff",[817],6
230,"herald_of_ash_buff",[813],7
231,"herald_of_ash_burning_buff",[173],7
232,"herald_of_ash_buff",[884],8
233,"herald_of_ash_burning_buff",[173],8
234,"herald_of_ash_buff",[888],9
235,"herald_of_ash_burning_buff",[173],9
236,"herald_of_ash_buff",[897],10
237,"herald_of_ash_burning_buff",[173],10
238,"herald_of_ash_buff",[908],11
239,"herald_of_ash_burning_buff",[173],11
240,"herald_of_ash_buff",[913],12
241,"herald_of_ash_burning_buff",[173],12
242,"herald_of_ash_buff",[1040],13
243,"herald_of_ash_burning_buff",[173],13
244,"herald_of_ash_buff",[1063],14
245,"herald_of_ash_burning_buff",[1096],14
246,"herald_of_ash_buff",[1160],15
247,"herald_of_ash_burning_buff",[1164],15
248,"herald_of_ash_buff",[1240],16
249,"herald_of_ash_burning_buff",[173],16
250,"herald_of_ash_buff",[1287],17
251,"herald_of_ash_burning_buff",[173],17
252,"herald_of_ash_buff",[1309],18
253,"herald_of_ash_burning_buff",[1313],18
254,"herald_of_ash_buff",[1378],19
255,"herald_of_ash_burning_buff",[173],19
256,"herald_of_ash_buff",[1450],20
257,"herald_of_ash_burning_buff",[1454],20
258,"herald_of_thunder_buff",[903],-1
259,"herald_of_thunder_buff",[326],0
260,"herald_of_thunder_buff",[326],1
261,"herald_of_thunder_buff",[601],2
262,"herald_of_thunder_buff",[678],3
263,"herald_of_thunder_buff",[682],4
264,"herald_of_thunder_buff",[725],5
265,"herald_of_thunder_buff",[811],6
266,"herald_of_thunder_buff",[815],7
267,"herald_of_thunder_buff",[886],8
268,"herald_of_thunder_buff",[890],9
269,"herald_of_thunder_buff",[899],10
270,"herald_of_thunder_buff",[910],11
271,"herald_of_thunder_buff",[915],12
272,"herald_of_thunder_buff",[1042],13
273,"herald_of_thunder_buff",[1065],14
274,"herald_of_thunder_buff",[1162],15
275,"herald_of_thunder_buff",[1242],16
276,"herald_of_thunder_buff",[1288],17
277,"herald_of_thunder_buff",[1310],18
278,"herald_of_thunder_buff",[1379],19
279,"herald_of_thunder_buff",[1451],20
280,"herald_of_ice_buff",[903],-1
281,"herald_of_ice_buff",[325],0
282,"herald_of_ice_buff",[325],1
283,"herald_of_ice_buff",[600],2
284,"herald_of_ice_buff",[677],3
285,"herald_of_ice_buff",[681],4
286,"herald_of_ice_buff",[724],5
287,"herald_of_ice_buff",[810],6
288,"herald_of_ice_buff",[814],7
289,"herald_of_ice_buff",[885],8
290,"herald_of_ice_buff",[889],9
291,"herald_of_ice_buff",[898],10
292,"herald_of_ice_buff",[909],11
293,"herald_of_ice_buff",[914],12
294,"herald_of_ice_buff",[1041],13
295,"herald_of_ice_buff",[1064],14
296,"herald_of_ice_buff",[1161],15
297,"herald_of_ice_buff",[1241],16
298,"herald_of_ice_buff",[1289],17
299,"herald_of_ice_buff",[1311],18
300,"herald_of_ice_buff",[1380],19
301,"herald_of_ice_buff",[1452],20
302,"herald_of_thunder_active_buff",[0],-1
303,"herald_of_thunder_active_buff",[327],0
304,"herald_of_thunder_active_buff",[327],1
305,"herald_of_thunder_active_buff",[685],2
306,"herald_of_thunder_active_buff",[684],3
307,"herald_of_thunder_active_buff",[683],4
308,"herald_of_thunder_active_buff",[726],5
309,"herald_of_thunder_active_buff",[812],6
310,"herald_of_thunder_active_buff",[816],7
311,"herald_of_thunder_active_buff",[887],8
312,"herald_of_thunder_active_buff",[891],9
313,"herald_of_thunder_active_buff",[900],10
314,"herald_of_thunder_active_buff",[911],11
315,"herald_of_thunder_active_buff",[916],12
316,"herald_of_thunder_active_buff",[1043],13
317,"herald_of_thunder_active_buff",[1066],14
318,"herald_of_thunder_active_buff",[1163],15
319,"herald_of_thunder_active_buff",[1243],16
320,"herald_of_thunder_active_buff",[1290],17
321,"herald_of_thunder_active_buff",[1312],18
322,"herald_of_thunder_active_buff",[1381],19
323,"herald_of_thunder_active_buff",[1453],20
324,"herald_of_agony_buff",[903],-1
325,"herald_of_agony_buff",[920],0
326,"herald_of_agony_buff",[920],1
327,"herald_of_agony_buff",[920],2
328,"herald_of_agony_buff",[920],3
329,"herald_of_agony_buff",[920],4
330,"herald_of_agony_buff",[920],5
331,"herald_of_agony_buff",[920],6
332,"herald_of_agony_buff",[920],7
333,"herald_of_agony_buff",[920],8
334,"herald_of_agony_buff",[920],9
335,"herald_of_agony_buff",[923],10
336,"herald_of_agony_buff",[921],11
337,"herald_of_agony_buff",[922],12
338,"herald_of_agony_buff",[924],13
339,"herald_of_agony_buff",[925],14
340,"herald_of_agony_buff",[1158],15
341,"herald_of_agony_buff",[1245],16
342,"herald_of_agony_buff",[1286],17
343,"herald_of_agony_buff",[1308],18
344,"herald_of_agony_buff",[1377],19
345,"herald_of_agony_buff",[1449],20
346,"herald_of_light_buff",[903],-1
347,"herald_of_light_buff",[927],0
348,"herald_of_light_buff",[927],1
349,"herald_of_light_buff",[927],2
350,"herald_of_light_buff",[927],3
351,"herald_of_light_buff",[927],4
352,"herald_of_light_buff",[927],5
353,"herald_of_light_buff",[927],6
354,"herald_of_light_buff",[927],7
355,"herald_of_light_buff",[927],8
356,"herald_of_light_buff",[927],9
357,"herald_of_light_buff",[930],10
358,"herald_of_light_buff",[928],11
359,"herald_of_light_buff",[929],12
360,"herald_of_light_buff",[931],13
361,"herald_of_light_buff",[932],14
362,"herald_of_light_buff",[1159],15
363,"herald_of_light_buff",[1244],16
364,"herald_of_light_buff",[1285],17
365,"herald_of_light_buff",[1307],18
366,"herald_of_light_buff",[1376],19
367,"herald_of_light_buff",[1448],20
368,"burning_arrow_debuff",[1174],0
369,"burning_arrow_debuff",[1175],1
370,"mortar_barrage_mine_aura",[1130],0
371,"mortar_barrage_mine_aura",[1623],2
372,"mine_lightning_explosion_aura",[1120],0
373,"mine_lightning_explosion_aura",[1624],2
374,"cold_projectile_mine_aura",[1129],0
375,"cold_projectile_mine_aura",[1625],2
376,"vaal_arc_buff",[893],6
377,"vaal_arc_buff",[941],7
378,"vaal_arc_buff",[1103],8
379,"flame_wall_burning",[173],0
380,"flame_wall_burning",[1051],1
381,"flame_wall_burning",[1568],2
382,"flame_wall_burning",[1630],3
383,"plague_bearer_at_max_damage",[903],-1
384,"plague_bearer_at_max_damage",[1116],0
385,"plague_bearer_at_max_damage",[1116],1
386,"plague_bearer_at_max_damage",[1116],2
387,"plague_bearer_buff_active_aura",[903],-1
388,"plague_bearer_buff_active_aura",[1117],0
389,"plague_bearer_buff_active_aura",[1117],1
390,"plague_bearer_buff_active_aura",[1117],2
391,"plague_bearer_accumulating",[903],-1
392,"plague_bearer_accumulating",[1126],0
393,"plague_bearer_accumulating",[1631],1
394,"plague_bearer_accumulating",[1752],2
395,"plague_bearer_aura",[903],-1
396,"plague_bearer_aura",[1127],0
397,"plague_bearer_aura",[1632],1
398,"plague_bearer_aura",[1753],2
399,"penance_brand_magma_pustule",[1305],0
400,"penance_brand_magma_pustule",[1633],2
401,"penance_brand_many_charges",[1322],0
402,"penance_brand_many_charges",[1634],2
403,"winter_brand_burn",[1323],0
404,"winter_brand_burn",[1635],2
405,"winter_brand_secondary_burn",[1324],0
406,"winter_brand_secondary_burn",[1636],2
407,"winter_brand_orb",[1328],0
408,"winter_brand_orb",[1637],2
409,"divine_cry_buff",[1571],0
410,"divine_cry_buff",[1640],2
411,"divine_cry_buff",[1641],3
412,"blight_channel_main",[532],0
413,"blight_channel_main",[1095],1
414,"blight_channel_main",[1531],2
415,"blight_channel_main",[1532],3
416,"blight_channel_main",[1565],4
417,"blight_channel_hinder",[1644],3
418,"blight_channel_hinder",[1570],4
419,"wither_channelled_main",[488],1
420,"wither_channelled_main",[1125],2
421,"wither_channelled_main",[1533],3
422,"wither_channelled_main",[1534],4
423,"wither_channelled_main",[1535],5
424,"wither_channelled_main",[1566],6
425,"wither_channelled_hinder",[1644],4
426,"wither_channelled_hinder",[1570],6
427,"soul_link_source",[1646],0
428,"soul_link_target",[1647],0
429,"storm_blade",[1645],0
430,"flame_link_source",[1648],0
431,"flame_link_target",[1649],0
432,"remora_link_source",[1650],0
433,"remora_link_target",[1651],0
434,"bulwark_link_source",[1652],0
435,"bulwark_link_target",[1653],0
436,"trigger_link_source",[1654],0
437,"trigger_link_target",[1655],0
438,"critical_link_source",[1656],0
439,"critical_link_target",[1657],0
440,"explosive_concoction_flask_attach",[1638],0
441,"poisonous_concoction_flask_attach",[1639],0
442,"poisonous_concoction_flask_attach",[1741],1
443,"poisonous_concoction_flask_attach",[1856],2
444,"bubble_shield",[0],0
445,"flask_effect",[1736],1
446,"flask_effect",[1737],2
447,"flask_effect",[1738],3
448,"flask_effect",[1739],4
449,"flask_effect",[1745],5
450,"flask_effect",[1785],6
451,"flask_effect",[1815],7
452,"flask_effect",[1831],8
453,"flask_effect",[1832],9
454,"flask_effect",[1833],10
455,"flask_effect",[1867],11
456,"flask_effect",[1876],12
457,"flask_effect",[1877],13
458,"flask_effect",[1878],14
459,"flask_effect",[1879],15
460,"flask_effect",[1880],16
461,"flask_effect",[1905],17
462,"flask_effect",[1913],18
463,"flask_effect",[1961],19
464,"flask_effect",[1992],20
465,"flask_effect",[1993],21
466,"flask_effect",[1994],22
467,"corrupting_fever_buff",[1502],0
468,"corrupting_fever_buff",[1747],1
469,"corrupting_fever_corrupted_blood",[236],0
470,"corrupting_fever_corrupted_blood",[1748],1
471,"slither_slither_buff",[1519],1
472,"slither_elusive_buff",[1520],1
473,"slither_wither_buff",[1535],1
474,"monster_dd_area_corpse_mark",[797],0
475,"monster_dd_area_corpse_mark",[798],1
476,"monster_dd_area_corpse_mark",[1415],2
477,"monster_dd_area_corpse_mark",[1692],3
478,"monster_dd_area_corpse_fade",[1714],3
479,"monster_soulrend_debuff",[998],0
480,"monster_soulrend_debuff",[1000],1
481,"monster_soulrend_debuff",[1963],2
482,"monster_soulrend_fadeout",[999],0
483,"monster_soulrend_fadeout",[1001],1
484,"monster_soulrend_fadeout",[1964],2
485,"arcane_surge",[715],0
486,"arcane_surge",[1811],1
487,"phasing_buff",[321],0
488,"phasing_buff",[1809],1
489,"fortify_buff",[397],0
490,"fortify_buff",[1810],1
491,"onslaught_buff",[212],0
492,"onslaught_buff",[1812],1
493,"onslaught_buff",[1944],2
494,"galvanic_field_player_buff",[1816],0
495,"galvanic_field_player_buff",[1842],1
496,"galvanic_field_player_buff",[1848],2
497,"galvanic_field_shock_debuff",[1817],0
498,"galvanic_field_shock_debuff",[1843],1
499,"galvanic_field_shock_debuff",[1849],2
500,"lightning_conduit_hit_buff",[1814],0
501,"lightning_conduit_hit_buff",[1845],1
502,"lightning_conduit_hit_buff",[1847],2
503,"lightning_conduit_pause_buff",[1813],0
504,"lightning_conduit_pause_buff",[1844],1
505,"lightning_conduit_pause_buff",[1846],2
506,"alchemists_mark_buff",[81],0
507,"alchemists_mark_buff",[1838],1
508,"righteous_fire_buff_visual",[378],2
509,"righteous_fire_buff_visual",[447],3
510,"righteous_fire_buff_visual",[447],4
511,"righteous_fire_buff_visual",[17],5
512,"righteous_fire_buff_visual",[17],6
513,"righteous_fire_buff_visual",[18],7
514,"righteous_fire_buff_visual",[1562],8
515,"righteous_fire_buff_visual",[1851],9
516,"righteous_fire_aura_visual",[379],2
517,"righteous_fire_aura_visual",[379],3
518,"righteous_fire_aura_visual",[379],4
519,"righteous_fire_aura_visual",[22],5
520,"righteous_fire_aura_visual",[25],6
521,"righteous_fire_aura_visual",[23],7
522,"righteous_fire_aura_visual",[1563],8
523,"righteous_fire_aura_visual",[1852],9
524,"righteous_fire_aura_visual_totem",[20],0
525,"righteous_fire_aura_visual_totem",[379],2
526,"righteous_fire_aura_visual_totem",[379],3
527,"righteous_fire_aura_visual_totem",[379],4
528,"righteous_fire_aura_visual_totem",[25],5
529,"righteous_fire_aura_visual_totem",[25],6
530,"righteous_fire_aura_visual_totem",[24],7
531,"righteous_fire_aura_visual_totem",[1564],8
532,"righteous_fire_aura_visual_totem",[1853],9
533,"reap_debuff",[1521],0
534,"reap_debuff",[1862],1
535,"reap_debuff",[1950],2
536,"reap_charges",[1522],0
537,"reap_charges",[1863],1
538,"reap_charges",[1951],2
539,"vaal_charged_attack_buff",[1887],0
540,"vaal_charged_attack_buff",[1888],1
541,"vaal_charged_attack_buff",[1889],2
542,"dominating_blow_normal",[934],0
543,"dominating_blow_normal",[1425],1
544,"dominating_blow_magic",[935],0
545,"dominating_blow_magic",[1426],1
546,"dominating_blow_rare",[936],0
547,"dominating_blow_rare",[1427],1
548,"vaal_ice_shot",[1901],0
549,"vaal_ice_shot",[1902],3
550,"vaal_ice_shot",[1903],4
551,"vaal_arctic_armour_secondary",[1899],0
552,"vaal_arctic_armour_secondary",[1900],2
553,"covered_in_ash",[658],0
554,"covered_in_ash",[1940],1
555,"covered_in_frost",[1682],0
556,"covered_in_frost",[1941],1
557,"smite_aura_buff",[907],1
558,"smite_aura_buff",[1953],3
559,"smite_vaal_aura_buff",[1890],0
560,"frigid_bond",[1960],0
561,"devour_support",[1921],-1
562,"devour_support",[1236],0
563,"freeze",[1989],5
564,"flamewood_support",[1965],0
565,"freeze",[2007],6
566,"freeze",[2008],7
567,"chill",[2009],6
568,"chill",[2010],7
569,"chill",[2011],8
