"rownum","Id","BuffVisualOrbTypesKey","BuffVisualOrbArtKeys","Player_BuffVisualOrbArtKeys","BuffVisualOrbArtKeys2"
39,"CurseAlchemistsMark",3,[40],[],[]
40,"FlaskCurseImmunity",1,[41],[],[]
41,"DoedreRedOrb",0,[42],[],[]
42,"DoedreGreenOrb",0,[43],[],[]
43,"DoedrePurpleOrb",0,[44],[],[]
44,"ShrinePlus",2,[45],[],[]
45,"ShrineFist",2,[46],[],[]
46,"ShrineSword",2,[47],[],[]
47,"ShrineWing",2,[48],[],[]
48,"ShrineThorns",2,[49],[],[]
49,"ShrineFire",2,[50],[],[]
50,"ShrineLightning",2,[51],[],[]
51,"ShrineArc",2,[52],[],[]
52,"ShrineCold",2,[53],[],[]
53,"ShrineSmoke",2,[54],[],[]
54,"ShrineMassive",2,[55],[],[]
55,"ShrineShield",2,[56],[],[]
56,"ShrineResistance",2,[57],[],[]
57,"ShrineGodMode",2,[58],[],[]
58,"ShrineEchoing",2,[59],[],[]
59,"ShrineCurse",2,[60],[],[]
60,"ShrineSkeletons",2,[61],[],[]
61,"ShrineResonating",2,[62],[],[]
62,"Blind",1,[63],[],[]
63,"BlindAura",1,[63],[],[63]
64,"BlindOrbSand",2,[64],[],[]
65,"CorruptedBlood",7,[65],[67],[]
66,"CorruptedBloodHeritage",7,[66],[68],[]
67,"Stun",1,[69],[],[]
68,"Debilitate",1,[70],[],[]
69,"DebilitateCelestial",1,[71],[],[]
70,"Malediction",1,[72],[],[]
71,"TormentTouched",1,[73],[],[]
72,"PietysRage",0,[74],[],[]
73,"Bonespire",0,[75],[],[]
74,"AtlasAdjudicatorCharges",0,[76],[],[]
75,"SeaWitchScreechOrb",1,[77],[],[]
76,"RighteousFireOrb",1,[78],[],[]
77,"ViperStrikeOrb",0,[79],[],[]
78,"Deathmark",2,[80],[],[]
79,"WintertideBrandOrb",5,[81],[],[]
80,"HackyInvisibleSymbol",1,[82],[],[]
81,"SteelOrb",6,[91],[],[]
82,"HeistConversionOrb",1,[92],[],[]
83,"SteelOrbTemple",6,[93],[],[]
84,"ChargeFanatacism",0,[94],[],[]
85,"ChargeBloodScythe",0,[95],[],[]
86,"UltimatumFrostInfection",1,[96],[],[]
87,"UltimatumPhysBuff",0,[97],[],[]
88,"UltimatumEleBuff",0,[98],[],[]
89,"WintertideBrandCelestialOrb",5,[99],[],[]
90,"SkadiDebuffOrb",1,[100],[],[]
91,"ShrineGreed",2,[101],[],[]
92,"TangleTentacleZapped",0,[102],[],[]
93,"CleansingFirePhantasmPossessionOrb",3,[103],[],[]
94,"ChargePowerCrystalStygian",0,[104],[],[]
95,"ChargeEnduranceCrystalStygian",0,[105],[],[]
96,"ChargeFrenzyCrystalStygian",0,[106],[],[]
97,"ChargeEnduranceCrystalDemonic",0,[107],[],[]
98,"ChargePowerCrystalDemonic",0,[108],[],[]
99,"ChargeFrenzyCrystalDemonic",0,[109],[],[]
100,"ChargeEnduranceCrystalGhostflame",0,[110],[],[]
101,"ChargePowerCrystalGhostflame",0,[111],[],[]
102,"ChargeFrenzyCrystalGhostflame",0,[112],[],[]
103,"ChargePowerEldritchVoidBattery",0,[113],[],[]
104,"ChargeFrenzyScalingHelmet",0,"[114,115,116,117,118,119,120]",[],[]
105,"ShrineBrineKing",2,[121],[],[]
106,"ShrineLunaris",2,[122],[],[]
107,"ShrineSolaris",2,[123],[],[]
108,"ShrineArakaali",2,[124],[],[]
109,"TricksterHeartstopperHit",11,[125],[],[]
110,"TricksterHeartstopperDot",11,[126],[],[]
111,"ChargeEndurancePredatorFarruls",0,[127],[],[]
112,"ChargePowerPredatorFarruls",0,[128],[],[]
113,"ChargeFrenzyPredatorFarruls",0,[129],[],[]
114,"SunprismAlchemistsMark",3,[130],[],[]
115,"StarfallChargeBloodScythe",0,[131],[],[]
116,"ChargeFlameChargedHelmet",0,[132],[],[]
117,"ChargePowerFlameChargedHelmet",0,[132],[],[]
118,"ChargeFrenzyFlameChargedHelmet",0,[132],[],[]
119,"MTXGullHarpyShrineSymbolWing",2,[133],[],[]
120,"MTXGullHarpyShrineSymbolFist",2,[134],[],[]
121,"MTXGullHarpyShrineSymbolPlus",2,[135],[],[]
122,"MTXGullHarpyShrineSymbolResistance",2,[136],[],[]
123,"MTXGullHarpyShrineSymbolMassive",2,[137],[],[]
124,"MTXGullHarpyShrineSymbolShield",2,[138],[],[]
125,"MTXDruidGloveChargeEndurance",0,[139],[],[]
126,"MTXDruidGloveChargePower",0,[140],[],[]
127,"MTXDruidGloveChargeFrenzy",0,[141],[],[]
128,"MTXPlanetaryOrbEndurance",13,[142],[],[]
129,"MTXPlanetaryOrbPower",13,[143],[],[]
130,"MTXPlanetaryOrbFrenzy",13,[144],[],[]
131,"MTXEldritchPlanetaryOrbEndurance",13,[145],[],[]
132,"MTXEldritchPlanetaryOrbPower",13,[146],[],[]
133,"MTXEldritchPlanetaryOrbFrenzy",13,[147],[],[]
134,"MTXVoidEmperorPlanetaryOrbEndurance",13,[148],[],[]
135,"MTXVoidEmperorPlanetaryOrbPower",13,[149],[],[]
136,"MTXVoidEmperorPlanetaryOrbFrenzy",13,[150],[],[]
137,"MTXDarkrayAltFrenzy",0,[151],[],[]
138,"MTXSkullChargeEndurance",0,[152],[],[]
139,"MTXSkullChargePower",0,[153],[],[]
140,"MTXSkullChargeFrenzy",0,[154],[],[]
141,"VineChargeBloodScythe",15,[155],[],[]
142,"MTXSentinelChargeEndurance",0,[156],[],[]
143,"MTXSentinelChargePower",0,[157],[],[]
144,"MTXSentinelChargeFrenzy",0,[158],[],[]
145,"MTXCurrencyCharge",0,[159],[],[]
