"rownum","BattlePass","RewardTier","i32","i32","bool","Id","RewardedMTX","i32","RewardDescription","string","i32","i32","bool","RewardTitle","rid","bool","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool"
22,2,12,0,60,"","BattlePassThreeVaalTimelessJewel",[3977],0,"","",381,405,"","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
23,2,14,0,70,"","BattlePassThreeLegacyOfFury",[3981],0,"","",382,406,"","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
24,2,16,0,80,"","BattlePassThreeTemplarTimelessJewel",[3979],0,"","",1264,1268,"","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
25,2,18,0,90,"","BattlePassThreeFarrulsFur",[3972],0,"","",1265,1269,"","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
26,2,20,0,100,"","BattlePassThreeMarakethTimelessJewel",[3976],0,"","",1266,1270,"","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
27,2,22,0,115,"","BattlePassThreeCosprisMalice",[3974],0,"","",1267,1271,"","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
28,3,0,0,0,"","BattlePassFourTheGull",[4140],0,"","",375,399,"","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
29,3,1,0,10,"","MysteryPackSinAndInnocenceBox",[9776],0,"Receive a random prize with a Sin or Innocence theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",376,400,1,"","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
30,3,2,0,15,"","BattlePassFourShavronnesWrappings",[4141],0,"","",377,401,"","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
31,3,3,0,20,"","MysteryPackPolarisBox",[9805],0,"Receive a random prize with a Polaris theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",378,402,1,"","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
32,3,4,0,30,"","BattlePassFourOlrothsResolve",[4138],0,"","",379,403,"","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
33,3,5,0,40,"","MysteryPackTwilightBox",[9814],0,"Receive a random prize with a Twilight theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",380,404,1,"","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
34,3,6,0,45,"","BattlePassFourNebulis",[4139],0,"","",381,405,"","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
35,3,8,0,60,"","BattlePassFourVentorsGamble",[4142],0,"","",382,406,"","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
36,3,9,0,70,"","MysteryPackWarlordBox",[9817],0,"Receive a random prize with a Warlord theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",1264,1268,1,"","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
37,3,10,0,75,"","BattlePassFourMeldingoftheFlesh",[4137],0,"","",1265,1269,"","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
38,3,12,0,90,"","BattlePassFourHateforge",[4143],0,"","",1266,1270,"","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
39,3,13,0,100,"","MysteryPackHarmonyBox",[9829],0,"Receive a random prize with a Harmony theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",1267,1271,1,"","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
40,3,14,0,105,"","BattlePassFourStarforge",[4145],0,"","",1276,1278,"","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
41,3,16,0,115,"","BattlePassFourVoidforge",[4144],0,"","",1277,1279,"","","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
42,4,0,0,1,"","MysteryPackApocalypseBox",[9779],0,"Receive a random prize with an Apocalypse theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",375,1294,"","Apocalypse Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
43,4,0,1,1,"","",[],0,"Contains 3 Orbs of Horizons","",375,399,""," Orb of Horizons",5,"",0,0,0,-805306368,0,0,0,50331648,"","",""
44,4,1,0,8,"","IgneousEmperorBoots",[4288],0,"","",376,1295,"","Igneous Emperor Boots","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
45,4,1,1,8,"","",[],0,"Contains 3 Explorer's Scouting Reports","",376,400,"","Explorer's Scouting Report",5,"",0,0,0,-1275068416,42,0,0,50331648,"","",""
46,4,2,0,17,"","MysteryPackGlimmerwoodBox",[9788],0,"Receive a random prize with a Glimmerwood theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",377,1296,"","Glimmerwood Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
47,4,2,1,17,"","",[],0,"Contains 3 Orbs of Unmaking","",377,401,"","Orb of Unmaking",5,"",0,0,0,150994944,0,0,0,50331648,"","",""
48,4,3,0,27,"","IgneousEmperorGloves",[4289],0,"","",378,1297,"","Igneous Emperor Gloves","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
49,4,3,1,27,"","",[],0,"Contains a Random Unique Map up to Tier 5","Art/2DItems/Maps/VaultPassRandomMap.dds",378,402,"","Unique Map",3,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
50,4,4,0,40,"","MysteryPackThaumaturgyBox",[9808],0,"Receive a random prize with a Thaumaturgy theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",379,1298,"","Thaumaturgy Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
51,4,4,1,40,"","",[],0,"Contains 3 Random Polished Scarabs","Art/2DItems/Currency/Scarabs/NormalScarabVaultPassRandom.dds",379,403,"","Polished Scarabs",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
52,4,5,0,57,"","IgneousEmperorBodyArmour",[4290],0,"","",380,1299,"","Igneous Emperor Body Armour","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
53,4,5,1,57,"","",[],0,"Contains 3 Influenced Scouting Reports","",380,404,"","Influenced Scouting Report",5,"",0,0,0,-1291845632,42,0,0,50331648,"","",""
54,4,6,0,80,"","MysteryPackMidnightPactBox",[9823],0,"Receive a random prize with a Midnight theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",381,1300,"","Midnight Pact Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
55,4,6,1,80,"","",[],0,"Contains 5 Awakened Sextants","",381,405,"","Awakened Sextant",5,"",0,0,0,-1224736768,0,0,0,83886080,"","",""
56,4,7,0,115,"","IgneousEmperorHelmet",[4287],0,"","",382,1301,"","Igneous Emperor Helmet","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
57,4,7,1,115,"","",[],0,"Contains a Xoph, Esh or Tul Breachstone","Art/2DItems/Currency/Breach/VaultPassRandomBreach.dds",382,406,"","Breachstone",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
58,5,0,0,1,"","MysteryPackAngelsAndDemonsBox",[9811],0,"Receive a random prize with an Angels and Demons theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",375,1294,"","Angels and Demons Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
59,5,0,1,1,"","",[],0,"Contains 10 Cartographer's Chisels","",375,399,"","Cartographer's Chisels",5,"",0,0,0,419430400,0,0,0,167772160,"","",""
60,5,1,0,8,"","AtlasPassOracleBoots",[4367],0,"","",376,1295,"","Oracle Boots","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
61,5,1,1,8,"","",[],0,"Contains 3 Random Rusted Scarabs","Art/2DItems/Currency/Scarabs/NormalScarabVaultPassRandom.dds",376,400,"","Rusted Scarabs",5,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
62,5,2,0,17,"","MysteryPackApollyonBox",[9820],0,"Receive a random prize with an Apollyon theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",377,1296,"","Apollyon Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
63,5,2,1,17,"","",[],0,"Contains 3 Orbs of Unmaking","",377,401,"","Orb of Unmaking",5,"",0,0,0,150994944,0,0,0,50331648,"","",""
64,5,3,0,27,"","AtlasPassOracleGloves",[4368],0,"","",378,1297,"","Oracle Gloves","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
65,5,3,1,27,"","",[],0,"Contains 3 Singular Scouting Reports","",378,402,"","Singular Scouting Report",0,"",0,0,0,-1409286144,42,0,0,16777216,"","",""
66,5,4,0,40,"","MysteryPackOriathanBox",[9782],0,"Receive a random prize with an Oriath theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",379,1298,"","Oriath Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
67,5,4,1,40,"","",[],0,"Contains a Blighted Map","Art/2DItems/Maps/BattlePassBlightedMap.dds",379,403,"","Blighted Map",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
68,5,5,0,57,"","AtlasPassOracleBodyArmour",[4369],0,"","",380,1299,"","Oracle Body Armour","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
69,5,5,1,57,"","",[],0,"Contains Niko's Charged Compass","",380,404,"","Niko's Charged Compass",0,"",0,0,0,788529152,0,0,0,16777216,"","",""
70,5,6,0,80,"","MysteryPackTwilightBox",[9814],0,"Receive a random prize with a Twilight theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",381,1300,"","Twilight Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
71,5,6,1,80,"","",[],0,"Contains a Random Shaper Guardian Map","Art/2DItems/Maps/BattlePassGuardianMap.dds",381,405,"","Shaper Guardian Map",2,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
72,5,7,0,115,"","AtlasPassOracleHelmet",[4366],0,"","",382,1301,"","Oracle Helmet","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
73,5,7,1,115,"","",[],0,"Contains a Random Master's Memory","Art/2DItems/Currency/MemoryLine/BattlePassMemoryLine.dds",382,406,"","Random Memory",1,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
74,6,0,0,1,"","MysteryPackMidnightPactBox",[9823],0,"Receive a random prize with a Midnight Pact theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",375,1294,"","Midnight Pact Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
75,6,0,1,1,"","",[],0,"Contains a Random Tier 2 Kirac's Map","Art/2DItems/Maps/BattlePassRandomNormalMap.dds",375,399,"","Contains a Tier 2 Kirac's Map",2,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
76,6,1,0,8,"","CursebringerBoots",[4492],0,"","",376,1295,"","Cursebringer Boots","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
77,6,1,1,8,"","",[],0,"Contains 3 Orbs of Unmaking","",376,400,"","Orb of Unmaking",5,"",0,0,0,150994944,0,0,0,50331648,"","",""
78,6,2,0,17,"","MysteryPackAtlantisBox",[9826],0,"Receive a random prize with an Atlantis theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",377,1296,"","Atlantis Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
79,6,2,2,17,"","",[],0,"Grants 3 Kirac Master Missions","Art/2DItems/Maps/BattlePassKiracMasterMissionIcon.dds",377,401,"","Kirac Master Missions",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,67043070,"","",""
80,6,3,0,27,"","CursebringerGloves",[4493],0,"","",378,1297,"","Cursebringer Gloves","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
81,6,3,1,27,"","",[],0,"Contains a Random Unique Map up to Tier 5","Art/2DItems/Maps/VaultPassRandomMap.dds",378,402,"","Unique Map",3,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
82,6,4,0,40,"","MysteryPackHarmonyBox",[9829],0,"Receive a random prize with a Harmony theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",379,1298,"","Harmony Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
83,6,4,1,40,"","",[],0,"Contains 3 Vaal Scouting Reports","",379,403,"","Vaal Scouting Reports",0,"",0,0,0,-1358954496,42,0,0,50331648,"","",""
84,6,5,0,57,"","CursebringerBodyArmour",[4494],0,"","",380,1299,"","Cursebringer Body Armour","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
85,6,5,1,57,"","",[],0,"Contains a Map with 5 Delirium Orbs applied","Art/2DItems/Maps/BattlePassRandomDeliriousYellow.dds",380,404,"","Delirium Map with 5 Reward Types",2,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
86,6,6,0,80,"","MysteryPackWarlordBox",[9817],0,"Receive a random prize with a Warlord theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",381,1300,"","Warlord Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
87,6,6,1,80,"","",[],0,"Contains a Random Elder Guardian Map","Art/2DItems/Maps/BattlePassRandomElderGuardian.dds",381,405,"","Elder Guardian Map",2,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
88,6,7,0,115,"","CursebringerHelmet",[4491],0,"","",382,1301,"","Cursebringer Helmet","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
89,6,7,1,115,"","",[],0,"Contains a Special Maven's Invitation","Art/2DItems/Maps/BattlePassRandomMavenInvite.dds",382,406,"","Special Maven Invitation",2,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
90,7,0,0,1,"","MysteryPackApocalypseBox",[9779],0,"Receive a random prize with an Apocalypse theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",375,1294,"","Apocalypse Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
91,7,0,1,1,"","",[],0,"Contains 3 Orbs of Unmaking","",375,399,"","Orb of Unmaking",5,"",0,0,0,150994944,0,0,0,50331648,"","",""
92,7,1,0,8,"","VaultPassGhostveilBoots",[4765],0,"","",376,1295,"","Ghostveil Boots","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
93,7,1,2,8,"","",[],0,"Grants 3 Kirac Master Missions","Art/2DItems/Maps/BattlePassKiracMasterMissionIcon.dds",376,400,"","Kirac Master Missions",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,67043070,"","",""
94,7,2,0,17,"","MysteryPackPolarisBox",[9805],0,"Receive a random prize with a Polaris theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",377,1296,"","Polaris Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
95,7,2,1,17,"","",[],0,"Contains a Map that contains The Sacred Grove","Art/2DItems/Maps/BattlePassRandomNormalMap.dds",377,401,"","Map containing The Sacred Grove",2,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
96,7,3,0,27,"","VaultPassGhostveilGloves",[4766],0,"","",378,1297,"","Ghostveil Gloves","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
97,7,3,1,27,"","",[],0,"Contains a Singular Scounting Report","",378,402,"","Singular Scouting Report",0,"",0,0,0,-1409286144,42,0,0,16777216,"","",""
98,7,4,0,40,"","MysteryPackGlimmerwoodBox",[9788],0,"Receive a random prize with a Glimmerwood theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",379,1298,"","Glimmerwood Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
99,7,4,1,40,"","",[],0,"Contains an Inscribed Ultimatum ","",379,403,"","Inscribed Ultimatum",5,"",0,0,0,-754974720,40,0,0,16777216,"","",""
100,7,5,0,57,"","VaultPassGhostveilBodyArmour",[4767],0,"","",380,1299,"","Ghostveil Body Armour","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
101,7,5,1,57,"","",[],0,"Contains an Otherworldly Scouting Report","",380,404,"","Otherworldly Scouting Report",5,"",0,0,0,-1392508928,42,0,0,16777216,"","",""
102,7,6,0,80,"","MysteryPackApollyonBox",[9820],0,"Receive a random prize with an Apollyon theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",381,1300,"","Apollyon Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
103,7,6,1,80,"","",[],0,"Contains a Random Conqueror Map","Art/2DItems/Maps/BattlePassRandomConquerorMap.dds",381,405,"","Conqueror Map",2,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
104,7,7,0,115,"","VaultPassGhostveilHelmet",[4764],0,"","",382,1301,"","Ghostveil Helmet","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
105,7,7,1,115,"","",[],0,"Contains 10 Random Scarabs","Art/2DItems/Currency/Scarabs/NormalScarabVaultPassRandom.dds",382,406,"","Random Scarabs",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
