"rownum","HeistAreasKey","Id","ARMFile","HeistJobsKey1","HeistJobsKey2","i32","i32","i32","string","f32","bool","bool"
13,0,13,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Goals/GoalAgility.arm",6,"",1,2,2,"",2,"",""
14,0,14,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Goals/GoalAgility_flip.arm",6,"",1,2,2,"",2,"",""
15,0,15,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Goals/GoalBruteForce.arm",1,"",1,2,2,"",2,"",""
16,0,16,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Goals/GoalCounterThaumaturge.arm",4,"",1,2,2,"",2,"",""
17,0,17,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Goals/GoalDeception.arm",7,"",1,2,2,"",2,"",""
18,0,18,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Goals/GoalDisarmament.arm",5,"",1,2,2,"",2,"",""
19,0,19,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Goals/GoalPerception.arm",2,"",1,2,2,"",2,"",""
20,0,20,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Goals/GoalPerception_flip.arm",2,"",1,2,2,"",2,"",""
21,0,21,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Goals/GoalPerception_flipR270.arm",2,"",1,2,2,"",2,"",""
22,0,22,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Goals/VaultEngineering.arm",8,"",1,2,2,"",2,"",""
23,0,23,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Goals/VaultEngineering_flip.arm",8,"",1,2,2,"",2,"",""
24,0,24,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Goals/VaultEngineering_flipR270.arm",8,"",1,2,2,"",2,"",""
25,0,25,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Goals/VaultDemolition.arm",3,"",1,2,2,"",2,"",""
26,0,26,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Goals/VaultDemolition_flip.arm",3,"",1,2,2,"",2,"",""
27,0,27,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Goals/VaultDemolition_flipR270.arm",3,"",1,2,2,"",2,"",""
28,0,28,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Goals/VaultLockpicking.arm",0,"",1,2,2,"",2,"",""
29,0,29,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Goals/VaultLockpicking_flip.arm",0,"",1,2,2,"",2,"",""
30,0,30,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Goals/VaultLockpicking_flipR270.arm",0,"",1,2,2,"",2,"",""
31,0,31,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Sides/side1.arm","","",3,1,1,"",1,"",""
32,0,32,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Sides/side2.arm","","",3,1,1,"",1,"",""
33,0,33,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/NPC/Catburglar/2x2_catburglar_6.arm",6,"",2,2,2,"",2,"",""
34,0,34,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/NPC/Catburglar/2x2_catburglar_loot_6.arm",6,"",2,2,2,"",2,"",""
35,0,35,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/NPC/Catburglar/2x2_catburglar_out_6.arm","",6,2,2,2,"",2,"",""
36,0,36,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/NPC/BruteForce/2x2_strength_1.arm",1,"",2,2,2,"",2,"",""
37,0,37,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/NPC/Demolition/2x2_demolition1.arm",3,"",2,2,2,"",2,"",""
38,0,38,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/NPC/TrapDisarmament/2x2_trapdisarmament_1.arm",5,"",2,2,2,"",2,"",""
39,0,39,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/NPC/TrapDisarmament/2x2_trapdisarmament_2.arm","",5,2,2,2,"",2,"",""
40,0,40,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/NPC/CounterThaumaturge/2x2_counterthaumaturge_out_1.arm","",4,2,2,2,"",2,"",""
41,0,41,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/NPC/Engineering/2x2_engineering_1.arm",8,"",2,2,2,"",2,"",""
42,0,42,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/NPC/Engineering/2x2_engineering_2.arm","",8,2,2,2,"",2,"",""
43,0,43,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Entrances/EscapeRoom1.arm","","",5,1,1,"",1,"",""
44,0,44,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/BlueprintGoal/BlueprintGoal_Major.arm","","",1,3,3,"",2,1,""
45,0,45,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/BlueprintGoal/BlueprintGoal_Minor.arm","","",1,3,3,"",2,1,""
46,0,46,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/BlueprintGoal/BlueprintGoal_Major_DemolitionVault.arm",3,"",1,3,3,"",2,1,""
47,0,47,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/BlueprintGoal/BlueprintGoal_Major_DemolitionVault_flip.arm",3,"",1,3,3,"",2,1,""
48,0,48,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/BlueprintGoal/BlueprintGoal_Minor_DemolitionVault.arm",3,"",1,3,3,"",2,1,""
49,0,49,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/BlueprintGoal/BlueprintGoal_Minor_DemolitionVault_flip.arm",3,"",1,3,3,"",2,1,""
50,0,50,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/BlueprintGoal/BlueprintGoal_Major_EngineeringVault.arm",8,"",1,3,3,"",2,1,""
51,0,51,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/BlueprintGoal/BlueprintGoal_Major_EngineeringVault_flip.arm",8,"",1,3,3,"",2,1,""
52,0,52,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/BlueprintGoal/BlueprintGoal_Minor_EngineeringVault.arm",8,"",1,3,3,"",2,1,""
53,0,53,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/BlueprintGoal/BlueprintGoal_Minor_EngineeringVault_flip.arm",8,"",1,3,3,"",2,1,""
54,0,54,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Quest/HuckEnochServiceRecord_RecordsRoom.arm","","",1,1,1,"",1,"",1
55,0,55,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Quest/NilesThoughtExtractor.arm","","",1,1,1,"",1,"",1
56,0,56,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Quest/TullinaEngagementRing_JailCell.arm","","",1,1,1,"",1,"",1
57,0,57,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/NPC/Perception/2x2_perception_1.arm",2,"",2,2,2,"",2,"",""
58,0,58,"Metadata/Terrain/Leagues/Heist/ControlBlocks/Rooms/Goals/Goal_BossEntry_TheUnbreakable.arm",8,"",1,2,2,"",1,"",1
59,2,0,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/1x1/1x1_end1_01.arm","","",2,1,1,"",1,"",""
60,2,1,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/1x1/1x1_var1_01.arm","","",2,1,1,"",1,"",""
61,2,2,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/1x1/1x1_st1_01.arm","","",2,1,1,"",1,"",""
62,2,3,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/1x1/1x1_cnr1_02.arm","","",2,1,1,"",1,"",""
63,2,4,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/1x1/1x1_cnr1_01.arm","","",2,1,1,"",1,"",""
64,2,5,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/1x1/1x1_cnr1_02.arm","","",2,1,1,"",1,"",""
65,2,6,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/1x1/1x1_tri1_01.arm","","",2,1,1,"",1,"",""
66,2,7,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/2x2/2x2_var1.arm","","",2,2,2,"",2,"",""
67,2,8,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/2x2/2x2_var2.arm","","",2,2,2,"",2,"",""
68,2,9,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/2x2/2x2_var3.arm","","",2,2,2,"",2,"",""
69,2,10,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/2x2/2x2_var4.arm","","",2,2,2,"",2,"",""
70,2,11,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/2x2/2x2_var5.arm","","",2,2,2,"",2,"",""
71,2,12,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/Entrances/Entrance1.arm","","",0,2,2,"",2,"",""
72,2,13,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/Goals/Goal1_VaultDemolition.arm",3,"",1,2,2,"",2,"",""
73,2,14,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/Goals/Goal1_VaultEngineering.arm",8,"",1,2,2,"",2,"",""
74,2,15,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/Goals/Goal1_VaultEngineering_flip.arm",8,"",1,2,2,"",2,"",""
75,2,16,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/Goals/GoalBruteForce1.arm",1,"",1,2,2,"",2,"",""
76,2,17,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/Goals/GoalBruteForce1_flip.arm",1,"",1,2,2,"",2,"",""
77,2,18,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/Goals/GoalMagic1.arm",4,"",1,2,2,"",2,"",""
78,2,19,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/Goals/GoalPerception1.arm",2,"",1,2,2,"",2,"",""
79,2,20,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/Goals/GoalDeception1.arm",7,"",1,2,2,"",2,"",""
80,2,21,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/Sides/side1.arm","","",3,1,1,"",1,"",""
81,2,22,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/Sides/side2.arm","","",3,1,1,"",1,"",""
82,2,23,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/Sides/side3.arm","","",3,1,1,"",1,"",""
83,2,24,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/NPC/2x2_engineeringGapcross_1.arm",8,"",2,2,2,"",2,"",""
84,2,25,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/NPC/2x2_engineeringGapcross_2.arm",8,"",2,2,2,"",2,"",""
85,2,26,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/NPC/2x2_engineeringTurrets_1.arm",8,"",2,2,2,"",2,"",""
86,2,27,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/NPC/2x2_engineeringTurrets_2.arm","",8,2,2,2,"",2,"",""
87,2,28,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/NPC/2x2_demolition_1.arm",3,"",2,2,2,"",2,"",""
88,2,29,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/NPC/2x2_counterthaumaturge_out_1.arm","",4,2,2,2,"",2,"",""
89,2,30,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/Entrances/EscapeRoom1.arm","","",5,1,1,"",1,"",""
90,2,31,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/BlueprintGoal/BlueprintGoal_Major.arm","","",1,3,3,"",2,1,""
91,2,32,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/BlueprintGoal/BlueprintGoal_Minor.arm","","",1,3,3,"",2,1,""
92,2,33,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/Quest/NilesViridiFinger.arm","","",1,1,1,"",1,"",1
93,2,34,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/Quest/VinderiAlchemicalSupplies.arm","","",1,1,1,"",1,"",1
94,2,35,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/Quest/VinderiDungeonFumaroleTar.arm","","",1,1,1,"",1,"",1
95,2,36,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/NPC/2x2_perception_1.arm",2,"",2,2,2,"",2,"",""
96,2,37,"Metadata/Terrain/Leagues/Heist/Thaumaturgy/Rooms/Goals/GoalBossEntryDarnaw.arm",4,"",1,2,2,"",1,"",1
97,1,0,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/1x1/1x1_end1_01.arm","","",2,1,1,"",1,"",""
98,1,1,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/1x1/1x1_var1_01.arm","","",2,1,1,"",1,"",""
99,1,2,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/1x1/1x1_st1_01.arm","","",2,1,1,"",1,"",""
100,1,3,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/1x1/1x1_st1_02.arm","","",2,1,1,"",1,"",""
101,1,4,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/1x1/1x1_cnr1_01.arm","","",2,1,1,"",1,"",""
102,1,5,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/1x1/1x1_cnr1_02.arm","","",2,1,1,"",1,"",""
103,1,6,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/1x1/1x1_tri1_01.arm","","",2,1,1,"",1,"",""
104,1,7,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/1x1/1x1_tri1_02.arm","","",2,1,1,"",1,"",""
105,1,8,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/2x2/2x2_var1.arm","","",2,2,2,"",2,"",""
106,1,9,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/2x2/2x2_var2.arm","","",2,2,2,"",2,"",""
107,1,10,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/2x2/2x2_var3.arm","","",2,2,2,"",2,"",""
108,1,11,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/2x2/2x2_var4.arm","","",2,2,2,"",2,"",""
109,1,12,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/2x2/2x2_var5.arm","","",2,2,2,"",2,"",""
110,1,13,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/2x2/2x2_var6.arm","","",2,2,2,"",1,"",""
111,1,14,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/2x2/2x2_var7.arm","","",2,2,2,"",1,"",""
112,1,15,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/2x2/2x2_var8.arm","","",2,2,2,"",1,"",""
113,1,16,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/Entrances/Entrance1.arm","","",0,2,2,"",2,"",""
114,1,17,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/Entrances/Entrance1_flip.arm","","",0,2,2,"",2,"",""
115,1,18,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/Entrances/Entrance1_flipR270.arm","","",0,2,2,"",2,"",""
116,1,19,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/Goals/Goal1_VaultDemolition.arm",3,"",1,2,2,"",2,"",""
117,1,20,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/Goals/Goal1_VaultLockpicking.arm",0,"",1,2,2,"",2,"",""
118,1,21,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/Goals/Goal1_VaultEngineering.arm",8,"",1,2,2,"",2,"",""
119,1,22,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/Goals/GoalBruteforce1.arm",1,"",1,2,2,"",2,"",""
120,1,23,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/Goals/GoalDeception1.arm",7,"",1,2,2,"",2,"",""
121,1,24,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/Goals/GoalDisarmament1.arm",5,"",1,2,2,"",2,"",""
122,1,25,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/Goals/GoalPerception1.arm",2,"",1,2,2,"",2,"",""
123,1,26,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/Sides/side1.arm","","",3,1,1,"",1,"",""
124,1,27,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/Sides/side2.arm","","",3,1,1,"",1,"",""
125,1,28,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/Sides/side3.arm","","",3,1,1,"",1,"",""
126,1,29,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/Sides/side4.arm","","",3,1,1,"",1,"",""
127,1,30,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/NPC/Strength/2x2_strength1.arm",1,"",2,2,2,"",2,"",""
128,1,31,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/NPC/Strength/2x2_strength2.arm",1,"",2,2,2,"",2,"",""
129,1,32,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/NPC/Strength/2x2_strength3.arm",1,"",2,2,2,"",2,"",""
130,1,33,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/NPC/GapCross/2x2_gapcross1.arm",8,"",2,2,2,"",2,"",""
131,1,34,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/NPC/GapCross/2x2_gapcross2.arm",8,"",2,2,2,"",2,"",""
132,1,35,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/NPC/GapCross/2x2_gapcross3.arm",8,"",2,2,2,"",2,"",""
133,1,36,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/NPC/GapCross/2x2_gapcross4.arm",8,"",2,2,2,"",2,"",""
134,1,37,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/NPC/GapCross/2x2_gapcross6.arm",8,"",2,2,2,"",2,"",""
135,1,38,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/NPC/TrapDisarmament/2x2_disarm1.arm",5,"",2,2,2,"",2,"",""
136,1,39,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/NPC/TrapDisarmament/2x2_disarm2.arm","",5,2,2,2,"",2,"",""
137,1,40,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/Entrances/EscapeRoom1.arm","","",5,1,1,"",1,"",""
138,1,41,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/BlueprintGoal/BlueprintGoal_Major.arm","","",1,3,3,"",2,1,""
139,1,42,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/BlueprintGoal/BlueprintGoal_Minor.arm","","",1,3,3,"",2,1,""
140,1,43,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/Quest/AdiyahMinesSoleraiSpear.arm","","",1,1,1,"",1,"",1
141,1,44,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/Quest/AdiyahNashtaWarJournal.arm","","",1,1,1,"",1,"",1
142,1,45,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/Quest/KarstLockpicks.arm","","",1,1,1,"",1,"",1
143,1,46,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/Quest/WhakanoKaruiCharm.arm","","",1,1,1,"",1,"",1
144,1,47,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/Quest/WhakanoSlaverRecords.arm","","",1,1,1,"",1,"",1
145,1,48,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/Goals/Goal_Boss_Tarollo.arm",1,"",1,2,2,"",2,"",1
146,1,49,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/NPC/Demolition/2x2_demolition1.arm",3,"",2,2,2,"",2,"",""
147,1,50,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/NPC/Perception/2x2_perception_1.arm",2,"",2,2,2,"",2,"",""
148,1,51,"Metadata/Terrain/Leagues/Heist/Mines/Rooms/Quest/KarstQuest3.arm","","",1,1,1,"",2,"",1
149,3,0,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/1x1/1x1_end1_01.arm","","",2,1,1,"",1,"",""
150,3,1,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/1x1/1x1_var1_01.arm","","",2,1,1,"",1,"",""
151,3,2,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/1x1/1x1_st1_01.arm","","",2,1,1,"",1,"",""
152,3,3,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/1x1/1x1_st1_02.arm","","",2,1,1,"",1,"",""
153,3,4,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/1x1/1x1_cnr1_01.arm","","",2,1,1,"",1,"",""
154,3,5,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/1x1/1x1_cnr1_02.arm","","",2,1,1,"",1,"",""
155,3,6,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/1x1/1x1_tri1_01.arm","","",2,1,1,"",1,"",""
156,3,7,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/2x2/2x2_var1.arm","","",2,2,2,"",2,"",""
157,3,8,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/2x2/2x2_var2.arm","","",2,2,2,"",2,"",""
158,3,9,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/2x2/2x2_var3.arm","","",2,2,2,"",2,"",""
159,3,10,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/2x2/2x2_var4.arm","","",2,2,2,"",2,"",""
160,3,11,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/2x2/2x2_var5.arm","","",2,2,2,"",2,"",""
161,3,12,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/Entrances/Entrance1.arm","","",0,2,2,"",2,"",""
162,3,13,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/Entrances/Entrance1_flip.arm","","",0,2,2,"",2,"",""
163,3,14,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/Entrances/Entrance1_R270.arm","","",0,2,2,"",2,"",""
164,3,15,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/Goals/GoalAgility1.arm",6,"",1,3,2,"",2,"",""
165,3,16,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/Goals/GoalAgility2.arm",6,"",1,3,2,"",2,"",""
166,3,17,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/Goals/GoalDemolition1.arm",3,"",1,3,2,"",2,"",""
167,3,18,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/Goals/GoalDemolition2.arm",3,"",1,3,2,"",2,"",""
168,3,19,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/Goals/GoalPerception1.arm",2,"",1,3,2,"",2,"",""
169,3,20,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/Goals/GoalPerception2.arm",2,"",1,3,2,"",2,"",""
170,3,21,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/Goals/Goal1_VaultEngineering.arm",8,"",1,2,2,"",2,"",""
171,3,22,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/Goals/Goal1_VaultLockpicking.arm",0,"",1,2,2,"",2,"",""
172,3,23,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/Goals/GoalTrapDisarmament1.arm",5,"",1,3,2,"",2,"",""
173,3,24,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/Goals/GoalTrapDisarmament2.arm",5,"",1,3,2,"",2,"",""
174,3,25,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/Sides/side1.arm","","",3,1,1,"",1,"",""
175,3,26,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/Sides/side2.arm","","",3,1,1,"",1,"",""
176,3,27,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/NPC/GapCross/2x2_GapCross_01.arm",8,"",2,2,2,"",2,"",""
177,3,28,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/NPC/GapCross/2x2_GapCross_02.arm",8,"",2,2,2,"",2,"",""
178,3,29,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/NPC/GapCross/2x2_GapCross_03.arm",8,"",2,2,2,"",2,"",""
179,3,30,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/NPC/GapCross/2x2_GapCross_04.arm",8,"",2,2,2,"",2,"",""
180,3,31,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/NPC/GapCross/2x2_GapCross_05.arm",8,"",2,2,2,"",2,"",""
181,3,32,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/NPC/GapCross/2x2_GapCross_06.arm",8,"",2,2,2,"",2,"",""
182,3,33,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/NPC/Demolition/2x2_demolition1.arm",3,"",2,2,2,"",1,"",""
183,3,34,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/NPC/Perception/2x2_perception_1.arm",2,"",2,2,2,"",1,"",""
184,3,35,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/NPC/TrapDisarm/2x2_trapdisarm1.arm",5,"",2,2,2,"",2,"",""
185,3,36,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/NPC/TrapDisarm/2x2_trapdisarmout1.arm","",5,2,2,2,"",2,"",""
186,3,37,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/NPC/Agility/2x2_agility1.arm",6,"",2,2,2,"",2,"",""
187,3,38,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/NPC/Agility/2x2_agilityout1.arm","",6,2,2,2,"",2,"",""
