"rownum","Id","rid","rid","rid","i32","bool","bool","bool","bool","i32","i32","i32","bool","i32","bool","bool","rid","i32","f32","f32","f32","bool","rid","string"
32,32,446,20,522,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
33,33,426,20,1860,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
34,34,453,20,2025,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
35,35,480,26,2122,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
36,36,456,20,2064,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
37,37,457,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
38,38,458,20,"",50,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
39,39,477,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
40,40,482,26,2123,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
41,41,481,25,2122,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
42,42,504,20,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
43,43,505,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
44,44,506,20,806,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
45,45,535,31,2401,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
46,46,504,40,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
47,47,513,20,1758,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
48,48,519,20,"",50,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
49,49,526,20,"",0,"",1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
50,50,530,20,2395,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
51,51,531,20,2397,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
52,52,532,20,2396,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
53,53,536,31,2430,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
54,54,537,31,2431,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
55,55,554,40,2452,0,"","","","",0,15,50,"",4,"","","",0,1,1,1,1,"",""
56,56,556,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
57,57,557,20,"",50,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
58,58,559,31,2462,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
59,59,578,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
60,60,581,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
61,61,588,31,2540,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
62,62,585,31,"",0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
63,63,601,20,2608,20,1,1,"","",0,8,0,"",2,"","","",0,1,1,1,1,"",""
64,64,602,20,2600,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
65,65,612,20,2725,50,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
66,66,611,20,"",0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
67,67,614,20,2651,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
68,68,616,20,2652,25,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
69,69,622,26,"",0,"","","","",0,0,0,"",4,"","","",0,1,1,1,1,"",""
70,70,649,24,2791,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
71,71,656,24,2791,25,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
72,72,660,20,2820,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
73,73,661,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
74,74,662,24,2839,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
75,75,663,24,2840,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
76,76,667,20,2859,0,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
77,77,671,20,2938,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
78,78,561,31,2962,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
79,79,683,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
80,80,689,20,3146,0,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
81,81,585,20,2859,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
82,82,688,20,3209,25,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
83,83,695,20,3174,0,1,"","","",0,18,0,"",4,"","","",0,1,1,1,1,"",""
84,84,712,20,3229,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
85,85,710,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
86,86,728,20,"",0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
87,87,729,20,"",0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
88,88,732,20,3306,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
89,89,563,31,3042,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
90,90,410,20,1804,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
91,91,751,20,3460,25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
92,92,752,20,"",25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
93,93,755,20,2600,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
94,94,757,20,558,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
95,95,767,20,1803,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
96,96,751,20,3460,25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
97,97,565,31,3503,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
98,98,90,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
99,99,777,20,2600,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
100,100,778,24,2651,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
101,101,780,20,3540,0,"","","","",0,9,0,"",4,"","","",0,1,1,1,1,"",""
102,102,783,26,3552,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
103,103,280,28,1206,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
104,104,269,28,1388,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
105,105,811,20,3623,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
106,106,817,20,3634,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
107,107,818,20,3635,20,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
108,108,792,28,3607,0,"","","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
109,109,829,20,3699,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
110,110,833,20,3687,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
111,111,835,20,1469,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
112,112,837,20,3719,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
113,113,861,20,3807,0,1,"","","",4,20,0,"",4,"","","",0,1,1,1,1,"",""
114,114,862,20,3820,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
115,115,865,31,3840,0,"","",1,"",0,10,-50,"",4,"","","",0,1,1,1,1,"",""
116,116,874,20,"",0,1,"","","",0,10,400,"",4,"","","",0,1,1,1,1,"",""
117,117,873,20,"",10,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
118,118,864,20,3909,0,1,"","","",0,10,-50,"",4,"","","",0,1,1,1,1,"",""
119,119,875,20,3820,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
120,120,872,20,"",0,"","",1,"",0,3,0,1,4,"","","",0,1,1,1,1,"",""
121,121,876,31,3918,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
122,122,884,31,3977,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
123,123,889,31,4055,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
124,124,891,20,4202,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
125,125,892,20,4078,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
126,126,894,20,"",0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
127,127,895,20,4081,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
128,128,896,20,4082,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
129,129,899,20,4109,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
130,130,900,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
131,131,904,20,4183,0,1,1,1,"",0,7,100,1,4,"","","",0,1,1,1,1,"",""
132,132,905,29,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
133,133,909,20,4390,0,1,"","","",0,15,0,"",3,"","","",0,1,1,1,1,"",""
134,134,917,20,"",0,"",1,1,"",0,5,0,"",4,"","","",0,1,1,1,1,"",""
135,135,924,20,"",0,1,1,1,"",0,5,0,"",4,"","","",0,1,1,1,1,"",""
136,136,925,20,4274,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
137,137,914,20,4217,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
138,138,945,20,3820,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
139,139,1050,20,5143,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
140,140,948,20,3820,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
141,141,949,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
142,142,950,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
143,143,951,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
144,144,959,31,4537,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
145,145,962,20,"",0,"","","","",0,1,0,"",4,"","","",0,1,1,1,1,"",""
146,146,964,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
147,147,966,20,"",0,"","","","",0,20,0,"",4,"","","",0,1,1,1,1,"",""
148,148,972,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
149,149,974,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
150,150,961,20,4731,0,1,1,"","",0,15,50,"",4,"","","",0,1,1,1,1,"",""
151,151,977,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
152,152,984,20,4692,0,"","","","",0,15,300,"",4,"","","",0,1,1,1,1,"",""
153,153,987,20,"",0,"","","","",0,1,0,"",4,"","","",0,1,1,1,1,"",""
154,154,991,20,4775,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
155,155,995,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
156,156,1002,20,4727,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
157,157,992,20,4776,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
158,158,993,20,4777,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
159,159,994,20,4778,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
160,160,996,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
161,161,997,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
162,162,998,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
163,163,1014,20,4809,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
164,164,1016,20,4889,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
165,165,1017,20,4917,0,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
166,166,1018,20,4918,0,"","","","",0,12,0,"",4,"","","",0,1,1,1,1,"",""
167,167,1023,24,4963,0,"","","","",0,26,67,"",4,"","","",0,1,1,1,1,"",""
168,168,1025,20,4968,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
169,169,1027,20,4969,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
170,170,1026,20,4974,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
171,171,1032,20,458,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
172,172,1033,20,5001,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
173,173,1036,31,5041,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
174,174,1049,20,1376,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
175,175,1064,24,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
176,176,1065,24,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
177,177,1077,20,5459,0,1,"","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
178,178,1078,20,5460,0,1,"","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
179,179,1079,20,5461,0,1,"","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
180,180,1082,20,5480,0,1,"","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
181,181,690,20,5654,0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
182,182,691,20,"",0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
183,183,918,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
184,184,919,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
185,185,920,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
186,186,921,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
187,187,922,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
188,188,1119,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
189,189,1139,20,"",0,1,1,1,"",0,6,0,1,4,"","","",0,1,1,1,1,"",""
190,190,1151,20,6003,10,"","","","",0,7,0,"",4,"","","",0,1,1,1,1,"",""
191,191,1152,20,6004,10,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
192,192,1153,20,6005,10,"","","","",0,23,0,"",4,"","","",0,1,1,1,1,"",""
193,193,1155,20,6015,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
194,194,1156,20,6016,0,1,"","","",0,12,0,"",4,1,"","",0,1,1,1,1,"",""
195,195,1164,20,6137,10,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
196,196,1154,20,"",0,"","","","",0,7,0,"",4,"","","",0,1,1,1,1,"",""
197,197,1173,20,6207,0,"","","","",0,11,0,"",4,"",1,6242,7,0.7,0.7,1.1,1,"",""
198,198,1175,20,6238,0,"","","","",0,10,30,"",4,"","","",0,1,1,1,1,"",""
199,199,1176,20,6241,0,"","","","",0,7,0,"",4,"","","",0,1,1,1,1,"",""
200,200,1184,20,6340,0,"","","","",0,12,0,"",4,"","","",0,1,1,1,"","",""
201,201,1186,20,6363,0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
202,202,1195,20,522,0,"","","","",10,15,0,"",4,"","","",0,1,1,1,1,"",""
203,203,1174,20,6739,0,"","","","",0,15,-50,"",4,"",1,6242,7,0.7,1.4,1.4,1,"",""
204,204,1207,20,6730,10,"","","","",0,14,0,"",4,"","","",0,1,1,1,1,"",""
205,205,965,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
206,206,973,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
207,207,1209,20,6906,0,"","","","",0,9,0,"",4,"","","",0,1,1,1,1,"",""
208,208,1211,20,6910,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
209,209,1216,20,6920,0,"","","","",0,12,0,"",4,"","","",0,1,1,1,1,"",""
210,210,1218,20,6921,0,"","","","",0,14,0,"",4,"","","",0,1,1,1,"","",""
211,211,1221,20,6925,10,"","","","",0,15,-70,"",4,"","","",0,1,1,1,1,"",""
212,212,1224,20,6934,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
213,213,1216,20,6920,0,"","","","",0,12,-50,"",4,"","","",0,1,1,1,1,"",""
214,214,1265,20,7155,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
215,215,1274,20,4969,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
216,216,1279,20,4968,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
217,217,1289,20,6921,0,"","","","",0,12,-20,"",4,"","","",0,1,1,1,"","",""
