"rownum","InfluenceMod","UpgradedMod","bool"
199,20776,20778,""
200,20778,24709,1
201,20780,20781,""
202,20781,24711,1
203,20782,20783,""
204,20783,24712,1
205,20784,20785,""
206,20785,24713,1
207,20786,20787,""
208,20787,24714,1
209,20788,20789,""
210,20789,20790,""
211,20790,24715,1
212,20791,20792,""
213,20792,20793,""
214,20793,24716,1
215,20794,20795,""
216,20795,20796,""
217,20796,24717,1
218,20797,20798,""
219,20798,20799,""
220,20799,24718,1
221,20800,20801,""
222,20801,20802,""
223,20802,24719,1
224,20803,24720,1
225,20804,20805,""
226,20805,24721,1
227,20806,24722,1
228,20807,24723,1
229,20808,24724,1
230,14582,14583,""
231,14583,14584,""
232,14584,24725,1
233,14585,14586,""
234,14586,14587,""
235,14587,24726,1
236,14588,14589,""
237,14589,14590,""
238,14590,24727,1
239,14591,24728,1
240,14592,14593,""
241,14593,14594,""
242,14594,24729,1
243,14595,14596,""
244,14596,14597,""
245,14597,24730,1
246,14598,14599,""
247,14599,14600,""
248,14600,24731,1
249,14601,24732,1
250,14606,14607,""
251,14607,14608,""
252,14608,24735,1
253,14609,14610,""
254,14610,14611,""
255,14611,24736,1
256,14612,14613,""
257,14613,14614,""
258,14614,24737,1
259,14615,14616,""
260,14616,14617,""
261,14617,24738,1
262,14618,14619,""
263,14619,14620,""
264,14620,24739,1
265,14621,14622,""
266,14622,14623,""
267,14623,24740,1
268,14624,14625,""
269,14625,14626,""
270,14626,24741,1
271,14627,14628,""
272,14628,24742,1
273,14631,14632,""
274,14632,14633,""
275,14633,24743,1
276,14634,14635,""
277,14635,24744,1
278,14636,14637,""
279,14637,14638,""
280,14638,24745,1
281,14639,14640,""
282,14640,14641,""
283,14641,24746,1
284,14642,14643,""
285,14643,14644,""
286,14644,24747,1
287,18094,18095,""
288,18095,24748,1
289,18108,18109,""
290,18109,24749,1
291,18123,18124,""
292,18124,24750,1
293,18139,18140,""
294,18140,24751,1
295,20613,20614,""
296,20614,20615,""
297,20615,24752,1
298,20658,20659,""
299,20659,24753,1
300,20662,20663,""
301,20663,24755,1
302,20664,20665,""
303,20665,24756,1
304,20666,20667,""
305,20667,24757,1
306,20668,24758,1
307,20669,24759,1
308,20670,20671,""
309,20671,20672,""
310,20672,24760,1
311,20673,20674,""
312,20674,20675,""
313,20675,24761,1
314,20676,24762,1
315,20677,20678,""
316,20678,20679,""
317,20679,24763,1
318,20680,20681,""
319,20681,20682,""
320,20682,24764,1
321,20683,20684,""
322,20684,20685,""
323,20685,24765,1
324,20686,20687,""
325,20687,20688,""
326,20688,24766,1
327,20689,24767,1
328,20690,20691,""
329,20691,24768,1
330,20692,24769,1
331,20693,20694,""
332,20694,24770,1
333,20695,20696,""
334,20696,24771,1
335,20697,20698,""
336,20698,24772,1
337,20699,20700,""
338,20700,24773,1
339,20701,20702,""
340,20702,24774,1
341,20703,20704,""
342,20704,20705,""
343,20705,24775,1
344,20706,20707,""
345,20707,24776,1
346,20708,20709,""
347,20709,24777,1
348,20710,24778,1
349,20711,24779,1
350,20712,24780,1
351,20713,24781,1
352,20714,20715,""
353,20715,24782,1
354,20717,20718,""
355,20718,24783,1
356,20719,20720,""
357,20720,24784,1
358,20721,20722,""
359,20722,24785,1
360,20723,20724,""
361,20724,24786,1
362,20725,20726,""
363,20726,24787,1
364,20727,20728,""
365,20728,24788,1
366,20945,24789,1
367,14544,24790,1
368,14545,24791,1
369,14546,24792,1
370,14547,24793,1
371,14548,24794,1
372,14549,24795,1
373,14550,24796,1
374,14551,14552,""
375,14552,14553,""
376,14553,24797,1
377,14554,14555,""
378,14555,14556,""
379,14556,24798,1
380,14557,14558,""
381,14558,14559,""
382,14559,24799,1
383,14560,14561,""
384,14561,14562,""
385,14562,24800,1
386,14563,14564,""
387,14564,24801,1
388,14565,14566,""
389,14566,24802,1
390,14567,14568,""
391,14568,14569,""
392,14569,24803,1
393,14570,14571,""
394,14571,14572,""
395,14572,24804,1
396,14573,14574,""
397,14574,14575,""
398,14575,24805,1
399,14576,14577,""
400,14577,14578,""
401,14578,24806,1
402,14579,24807,1
403,14580,24808,1
404,14581,24809,1
405,20587,24810,1
406,20588,24811,1
407,20589,20590,""
408,20590,24812,1
409,20593,20594,""
410,20594,24814,1
411,20595,20596,""
412,20596,24815,1
413,20597,20598,""
414,20598,20599,""
415,20599,24816,1
416,20600,20601,""
417,20601,20602,""
418,20602,24817,1
419,20603,20604,""
420,20604,20605,""
421,20605,24818,1
422,20606,20607,""
423,20607,24819,1
424,20608,24820,1
425,20609,24821,1
426,20610,24822,1
427,20611,20612,""
428,20612,24823,1
429,20616,20617,""
430,20617,24824,1
431,20618,20619,""
432,20619,24825,1
433,20620,20621,""
434,20621,24826,1
435,20624,24827,1
436,20625,24828,1
437,20626,24829,1
438,20627,20628,""
439,20628,24830,1
440,20629,20630,""
441,20630,24831,1
442,20631,24832,1
443,20632,20633,""
444,20633,20634,""
445,20634,24833,1
446,20635,20636,""
447,20636,20637,""
448,20637,24834,1
449,20638,20639,""
450,20639,24835,1
451,20640,20641,""
452,20641,24836,1
453,20642,24837,1
454,20643,24838,1
455,20644,20645,""
456,20645,24839,1
457,20646,20647,""
458,20647,24840,1
459,20648,20649,""
460,20649,20650,""
461,20650,24841,1
462,20651,24842,1
463,20652,20653,""
464,20653,24843,1
465,20654,20655,""
466,20655,24844,1
467,20656,20657,""
468,20657,24845,1
469,20813,20814,""
470,20814,24627,1
471,14602,24733,1
472,24604,24604,1
473,24605,24605,1
474,24606,24606,1
475,24607,24607,1
476,24608,24608,1
477,24609,24609,1
478,24610,24610,1
479,24611,24611,1
480,24612,24612,1
481,24613,24613,1
482,24614,24614,1
483,24615,24615,1
484,24616,24616,1
485,24617,24617,1
486,24618,24618,1
487,24619,24619,1
488,24620,24620,1
489,24621,24621,1
490,24622,24622,1
491,24623,24623,1
492,24624,24624,1
493,24625,24625,1
494,24628,24628,1
495,24629,24629,1
496,24630,24630,1
497,24631,24631,1
498,24632,24632,1
499,24633,24633,1
500,24634,24634,1
501,24635,24635,1
502,24636,24636,1
503,24637,24637,1
504,24638,24638,1
505,24639,24639,1
506,24640,24640,1
507,24641,24641,1
508,24642,24642,1
509,24643,24643,1
510,24644,24644,1
511,24645,24645,1
512,24646,24646,1
513,24647,24647,1
514,24648,24648,1
515,24649,24649,1
516,24650,24650,1
517,24651,24651,1
518,24652,24652,1
519,24654,24654,1
520,24655,24655,1
521,24656,24656,1
522,24657,24657,1
523,24658,24658,1
524,24659,24659,1
525,24660,24660,1
526,24661,24661,1
527,24662,24662,1
528,24663,24663,1
529,24665,24665,1
530,24666,24666,1
531,24667,24667,1
532,24668,24668,1
533,24669,24669,1
534,24670,24670,1
535,24671,24671,1
536,24672,24672,1
537,24673,24673,1
538,24674,24674,1
539,24675,24675,1
540,24676,24676,1
541,24677,24677,1
542,24678,24678,1
543,24679,24679,1
544,24680,24680,1
545,24681,24681,1
546,24682,24682,1
547,24683,24683,1
548,24684,24684,1
549,24685,24685,1
550,24686,24686,1
551,24688,24688,1
552,24689,24689,1
553,24690,24690,1
554,24691,24691,1
555,24692,24692,1
556,24693,24693,1
557,24694,24694,1
558,24695,24695,1
559,24696,24696,1
560,24697,24697,1
561,24698,24698,1
562,24699,24699,1
563,24700,24700,1
564,24701,24701,1
565,24702,24702,1
566,24703,24703,1
567,24704,24704,1
568,24705,24705,1
569,24706,24706,1
570,24707,24707,1
571,24708,24708,1
572,24709,24709,1
573,24711,24711,1
574,24712,24712,1
575,24713,24713,1
576,24714,24714,1
577,24715,24715,1
578,24716,24716,1
579,24717,24717,1
580,24718,24718,1
581,24719,24719,1
582,24720,24720,1
583,24721,24721,1
584,24722,24722,1
585,24723,24723,1
586,24724,24724,1
587,24725,24725,1
588,24726,24726,1
589,24727,24727,1
590,24728,24728,1
591,24729,24729,1
592,24730,24730,1
593,24731,24731,1
594,24732,24732,1
595,24735,24735,1
596,24736,24736,1
597,24737,24737,1
598,24738,24738,1
599,24739,24739,1
600,24740,24740,1
601,24741,24741,1
602,24742,24742,1
603,24743,24743,1
604,24744,24744,1
605,24745,24745,1
606,24746,24746,1
607,24747,24747,1
608,24748,24748,1
609,24749,24749,1
610,24750,24750,1
611,24751,24751,1
612,24752,24752,1
613,24753,24753,1
614,24755,24755,1
615,24756,24756,1
616,24757,24757,1
617,24758,24758,1
618,24759,24759,1
619,24760,24760,1
620,24761,24761,1
621,24762,24762,1
622,24763,24763,1
623,24764,24764,1
624,24765,24765,1
625,24766,24766,1
626,24767,24767,1
627,24768,24768,1
628,24769,24769,1
629,24770,24770,1
630,24771,24771,1
631,24772,24772,1
632,24773,24773,1
633,24774,24774,1
634,24775,24775,1
635,24776,24776,1
636,24777,24777,1
637,24778,24778,1
638,24779,24779,1
639,24780,24780,1
640,24781,24781,1
641,24782,24782,1
642,24783,24783,1
643,24784,24784,1
644,24785,24785,1
645,24786,24786,1
646,24787,24787,1
647,24788,24788,1
648,24789,24789,1
649,24790,24790,1
650,24791,24791,1
651,24792,24792,1
652,24793,24793,1
653,24794,24794,1
654,24795,24795,1
655,24796,24796,1
656,24797,24797,1
657,24798,24798,1
658,24799,24799,1
659,24800,24800,1
660,24801,24801,1
661,24802,24802,1
662,24803,24803,1
663,24804,24804,1
664,24805,24805,1
665,24806,24806,1
666,24807,24807,1
667,24808,24808,1
668,24809,24809,1
669,24810,24810,1
670,24811,24811,1
671,24812,24812,1
672,24814,24814,1
673,24815,24815,1
674,24816,24816,1
675,24817,24817,1
676,24818,24818,1
677,24819,24819,1
678,24820,24820,1
679,24821,24821,1
680,24822,24822,1
681,24823,24823,1
682,24824,24824,1
683,24825,24825,1
684,24826,24826,1
685,24827,24827,1
686,24828,24828,1
687,24829,24829,1
688,24830,24830,1
689,24831,24831,1
690,24832,24832,1
691,24833,24833,1
692,24834,24834,1
693,24835,24835,1
694,24836,24836,1
695,24837,24837,1
696,24838,24838,1
697,24839,24839,1
698,24840,24840,1
699,24841,24841,1
700,24842,24842,1
701,24843,24843,1
702,24844,24844,1
703,24845,24845,1
704,24627,24627,1
705,24733,24733,1
706,20777,20779,""
707,20779,24710,1
708,20591,20592,""
709,20592,24813,1
710,20660,20661,""
711,20661,24754,1
712,20731,20732,""
713,20732,24687,1
