"rownum","Id","MonsterVarietiesKey","i32","rid","bool","bool","i32","i32","bool","rid","rid","i32","bool","i32","string","bool","bool","i32"
172,185,4814,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
173,186,"",39,"",1,1,0,0,"","","",0,"",0,"","",1,0
174,187,1049,140,337,1,1,0,0,"","","",0,"",0,"","",1,0
175,188,5069,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
176,189,2490,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
177,190,1035,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
178,191,1036,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
179,192,1037,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
180,193,1038,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
181,194,"",40,1071,1,1,0,0,"","","",0,"",0,"","",1,0
182,195,5036,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
183,196,3661,140,"",1,1,0,0,"","","",0,"",10,"","",1,0
184,197,4628,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
185,198,5222,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
186,199,5223,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
187,200,4259,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
188,201,1051,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
189,202,777,140,65,1,1,0,0,"","","",0,"",0,"","",1,0
190,203,687,140,65,1,1,0,0,"","","",0,"",0,"","",1,0
191,204,"",41,337,1,1,0,0,"","","",0,"",0,"","",1,0
192,205,167,140,337,1,1,0,0,"","","",0,"",0,"","",1,0
193,206,5345,140,337,1,1,0,0,"","","",0,"",0,"","",1,0
194,207,5411,140,252,1,1,0,0,"","","",0,"",0,"","",1,0
195,208,4083,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
196,209,5248,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
197,210,"",42,"",1,1,0,0,"","","",0,"",0,"","",1,0
198,211,"",44,"",1,1,0,0,"","","",0,"",0,"","",1,0
199,212,"",43,"",1,1,0,0,"","","",0,"",0,"","",1,0
200,213,"",45,"",1,1,0,0,"","","",0,"",0,"","",1,0
201,214,5435,140,915,1,1,0,0,"","","",0,"",0,"","",1,0
202,215,4082,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
203,216,4285,140,252,1,1,0,0,"","","",0,"",0,"","",1,0
204,217,4260,140,252,1,1,0,0,"","","",0,"",0,"","",1,0
205,218,4305,140,252,1,1,0,0,"","","",0,"",0,"","",1,0
206,219,3387,140,252,1,1,0,0,"","","",0,"",0,"","",1,0
207,220,5513,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
208,221,4624,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
209,222,1214,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
210,223,3125,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
211,224,5612,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
212,225,5794,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
213,226,5455,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
214,227,5796,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
215,228,4888,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
216,229,2866,140,379,1,1,0,0,"","","",0,"",0,"","",1,0
217,230,2170,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
218,231,1102,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
219,232,2304,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
220,233,2690,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
221,234,2994,140,65,1,1,0,0,"","","",0,"",0,"","",1,0
222,235,"",66,"",1,1,0,0,"","","",0,"",0,"","",1,0
223,236,3964,140,65,1,1,0,0,"","","",0,"",0,"","",1,0
224,237,330,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
225,238,3163,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
226,239,1486,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
227,240,4626,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
228,241,5462,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
229,242,3113,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
230,243,5786,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
231,244,5786,140,1379,1,1,0,0,"","","",0,"",0,"","",1,0
232,245,4667,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
233,246,4673,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
234,247,3026,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
235,248,4251,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
236,249,1054,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
237,250,5613,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
238,251,1354,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
239,252,4639,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
240,253,5950,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
241,254,1128,140,998,1,1,0,0,"","","",0,"",0,"","",1,0
242,255,4946,140,998,1,1,0,0,"","","",0,"",0,"","",1,0
243,256,1215,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
244,257,1055,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
245,258,5963,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
246,259,"",47,"",1,1,0,0,"","","",0,"",0,"","",1,0
247,260,"",48,1340,1,1,0,0,"","","",0,"",0,"","",1,0
248,261,5966,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
249,262,5967,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
250,263,4643,140,559,1,1,0,0,"","","",0,"",0,"","",1,0
251,264,"",49,"",1,1,0,0,"","","",0,"",0,"","",1,0
252,265,5602,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
253,266,1124,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
254,267,331,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
255,268,3164,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
256,269,1487,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
257,270,4639,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
258,271,1563,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
259,272,"",46,1107,1,1,0,0,"","","",0,"",0,"","",1,0
260,273,"",52,1340,1,1,0,0,"","","",0,"",0,"","",1,0
261,274,6038,140,1734,1,1,0,0,"","","",0,"",0,"","",1,0
262,275,"",53,"",1,1,0,0,"","","",0,"",0,"","",1,0
263,276,6028,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
264,277,6021,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
265,278,6024,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
266,279,6026,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
267,280,"",58,"",1,1,0,0,"","","",0,"",0,"","",1,0
268,281,"",59,"",1,1,0,0,"","","",0,"",0,"","",1,0
269,282,6031,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
270,283,6036,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
271,284,6034,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
272,285,6039,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
273,286,6138,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
274,287,"",54,"",1,1,0,0,"","","",0,"",0,"","",1,0
275,288,"",71,"",1,1,0,0,"","","",0,"",0,"","",1,0
276,289,"",67,"",1,1,0,0,"","","",0,"",0,"","",1,0
277,290,"",68,358,1,1,0,0,"","","",0,"",0,"","",1,0
278,291,3384,140,358,1,1,0,0,"","","",0,"",0,"","",1,0
279,292,"",69,358,1,1,0,0,"","","",0,"",0,"","",1,0
280,293,3385,140,358,1,1,0,0,"","","",0,"",0,"","",1,0
281,294,"",70,358,1,1,0,0,"","","",0,"",0,"","",1,0
282,295,3386,140,358,1,1,0,0,"","","",0,"",0,"","",1,0
283,296,3387,140,358,1,1,0,0,"","","",0,"",0,"","",1,0
284,297,6010,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
285,298,6137,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
286,299,"",72,"",1,1,0,0,"","","",0,"",0,"","",1,0
287,300,6135,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
288,301,"",73,"",1,1,0,0,"","","",0,"",0,"","",1,0
289,302,"",74,"",1,1,0,0,"","","",0,"",0,"","",1,0
290,303,"",75,"",1,1,0,0,"","","",0,"",0,"","",1,0
291,304,5954,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
292,305,"",68,949,1,1,0,0,"","","",0,"",0,"","",1,0
293,306,"",69,949,1,1,0,0,"","","",0,"",0,"","",1,0
294,307,"",70,949,1,1,0,0,"","","",0,"",0,"","",1,0
295,308,6104,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
296,309,"",64,"",1,1,0,0,"","","",0,"",0,"","",1,0
297,310,"",65,"",1,1,0,0,"","","",0,"",0,"","",1,0
298,311,6132,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
299,312,6073,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
300,313,6147,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
301,314,6152,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
302,315,5955,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
303,316,5270,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
304,317,6238,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
305,318,3020,140,1478,1,1,0,0,"","","",0,"",0,"","",1,0
306,319,6338,140,358,1,1,0,0,"","","",0,"",0,"","",1,0
307,320,6209,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
308,321,6171,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
309,322,6170,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
310,323,6250,140,1386,1,1,0,0,"","","",0,"",0,"","",1,0
311,324,6298,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
312,325,6253,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
313,326,6244,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
314,327,6247,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
315,328,3130,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
316,329,1185,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
317,330,"",76,"",1,1,0,0,"","","",0,"",0,"","",1,0
318,331,6237,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
319,332,3122,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
320,333,6286,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
321,334,6282,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
322,335,6259,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
323,336,6198,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
324,337,6330,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
325,338,6334,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
326,339,6158,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
327,340,5463,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
328,341,"",77,"",1,1,0,0,"","","",0,"",0,"","",1,0
329,342,1406,140,2063,1,1,0,0,"","","",0,"",0,"","",1,0
330,343,2542,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
331,344,3131,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
332,345,2984,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
333,346,4300,140,2169,1,1,0,0,"","","",0,"",0,"","",1,0
334,347,3025,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
335,348,1979,140,607,1,1,0,0,"","","",0,"",0,"","",1,0
336,349,1981,140,607,1,1,0,0,"","","",0,"",0,"","",1,0
337,350,1983,140,607,1,1,0,0,"","","",0,"",0,"","",1,0
338,351,2100,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
339,352,3132,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
340,353,6614,140,2063,1,1,0,0,"","","",0,"",0,"","",1,0
341,354,2101,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
342,355,5952,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
343,356,5464,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
344,357,4801,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
345,358,4802,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
346,359,1056,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
347,360,"",79,"",1,1,0,0,"","","",0,"",0,"","",1,0
348,364,6959,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
349,365,6962,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
350,366,6015,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
351,367,7162,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
352,368,7145,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
353,369,7146,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
354,370,7147,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
355,371,7148,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
356,372,7101,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
357,373,4674,140,2607,1,1,0,0,"","","",0,"",0,"","",1,0
358,374,6898,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
359,375,7141,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
360,376,7274,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
361,377,7288,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
362,378,"",82,"",1,1,0,0,"","","",0,"",0,"","",1,0
363,379,7197,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
364,380,3951,140,1491,1,1,0,0,"","","",0,"",0,"","",1,0
365,381,7432,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
366,382,6612,140,612,1,1,0,0,"","","",0,"",0,"","",1,0
367,383,6613,140,612,1,1,0,0,"","","",0,"",0,"","",1,0
368,384,"",83,358,1,1,0,0,"","","",0,"",0,"","",1,0
369,385,"",84,358,1,1,0,0,"","","",0,"",0,"","",1,0
370,386,4675,140,3023,1,1,0,0,"","","",0,"",0,"","",1,0
371,387,3135,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
372,388,7486,140,337,1,1,0,0,"","","",0,"",0,"","",1,0
373,389,7488,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
374,390,449,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
375,391,928,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
376,392,332,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
377,393,3165,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
378,394,1488,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
379,395,340,140,1000,1,1,0,0,"","","",0,"",0,"","",1,0
380,396,7338,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
381,397,7498,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
382,398,7497,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
383,399,7410,140,"",1,1,0,0,"","","",0,"",0,"","",1,0
384,400,694,140,65,1,1,0,0,"","","",0,"",0,"","",1,0
385,401,7532,140,3437,1,1,0,0,"","","",0,"",0,"","",1,0
