"rownum","BaseItemTypesKey","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","Display_Wand_ModsKey","Display_Bow_ModsKey","Display_Quiver_ModsKey","Display_Amulet_ModsKey","Display_Ring_ModsKey","Display_Belt_ModsKey","Display_Gloves_ModsKey","Display_Boots_ModsKey","Display_BodyArmour_ModsKey","Display_Helmet_ModsKey","Display_Shield_ModsKey","i32","DropLevelMinimum","DropLevelMaximum","Monster_ModsKeys","EssenceTypeKey","Level","i32","Display_Weapon_ModsKey","Display_MeleeWeapon_ModsKey","Display_OneHandWeapon_ModsKey","Display_TwoHandWeapon_ModsKey","Display_TwoHandMeleeWeapon_ModsKey","Display_Armour_ModsKey","Display_RangedWeapon_ModsKey","Helmet_ModsKey","BodyArmour_ModsKey","Boots_ModsKey","Gloves_ModsKey","Bow_ModsKey","Wand_ModsKey","Staff_ModsKey","TwoHandSword_ModsKey","TwoHandAxe_ModsKey","TwoHandMace_ModsKey","Claw_ModsKey","Dagger_ModsKey","OneHandSword_ModsKey","OneHandThrustingSword_ModsKey","OneHandAxe_ModsKey","OneHandMace_ModsKey","Sceptre_ModsKey","Display_Monster_ModsKey","ItemLevelRestriction","Belt_ModsKey","Amulet_ModsKey","Ring_ModsKey","Display_Jewellery_ModsKey","Shield_ModsKey","Display_Items_ModsKey","IsScreamingEssence","[rid]","i32","i32","i32"
48,122,"","","","","","","","","","","","","",4590,"","",4607,4639,"","",4633,"",2034631909,48,100,[12594],7,4,810,"","",20207,20218,"",4607,"",4633,4607,4607,4639,20218,20207,20218,20218,20218,20218,20207,20207,20207,20207,20207,20207,20207,12472,75,4607,4590,4590,4590,4607,"","",[12602],731,48,100
49,123,"","","","","","","","","","","","","",4591,"","",4608,4640,"","",4634,"",-575837846,68,100,[12595],7,5,891,"","",20212,20219,"",4608,"",4634,4608,4608,4640,20219,20212,20219,20219,20219,20219,20212,20212,20212,20212,20212,20212,20212,12473,0,4608,4591,4591,4591,4608,"",1,[12603],49,68,100
50,124,"","","","","","","","","","","","","",4592,"","",4609,4641,"","",4635,"",117284401,0,0,[12596],7,6,0,"","",20213,20220,"",4609,"",4635,4609,4609,4641,20220,20213,20220,20220,20220,20220,20213,20213,20213,20213,20213,20213,20213,12474,0,4609,4592,4592,4592,4609,"","",[12604],0,0,0
51,125,"","","","","","","","","","","","","",4593,"","",4610,4642,"","",4636,"",-779044208,0,0,[12597],7,7,0,"","",20214,20221,"",4610,"",4636,4610,4610,4642,20221,20214,20221,20221,20221,20221,20214,20214,20214,20214,20214,20214,20214,12475,0,4610,4593,4593,4593,4610,"","",[12605],0,0,0
52,126,"","","","","","","","","","","","","",940,"","",4826,929,4826,12059,4826,12059,836789809,30,100,"[12593,12607]",8,3,640,"","",9761,9807,"",4826,"",4826,12059,4826,929,9807,9761,9807,9807,9807,9807,9761,9761,9761,9761,9761,9761,9761,12476,60,4826,931,931,931,12059,"","","[12601,12607]",1441,30,100
53,127,"","","","","","","","","","","","","",942,"","",4827,930,4827,12060,4827,12060,-1267169214,48,100,"[12594,12607]",8,4,704,"","",9763,9809,"",4827,"",4827,12060,4827,930,9809,9763,9809,9809,9809,9809,9763,9763,9763,9763,9763,9763,9763,12477,75,4827,933,933,933,12060,"","","[12602,12607]",636,48,100
54,128,"","","","","","","","","","","","","",943,"","",4828,931,4828,12061,4828,12061,-1833058895,68,100,"[12595,12607]",8,5,775,"","",9764,9810,"",4828,"",4828,12061,4828,931,9810,9764,9810,9810,9810,9810,9764,9764,9764,9764,9764,9764,9764,12478,0,4828,934,934,934,12061,"",1,"[12603,12607]",42,68,100
55,129,"","","","","","","","","","","","","",945,"","",4829,932,4829,12062,4829,12062,864068417,0,0,"[12596,12607]",8,6,0,"","",9765,9811,"",4829,"",4829,12062,4829,932,9811,9765,9811,9811,9811,9811,9765,9765,9765,9765,9765,9765,9765,12479,0,4829,936,936,936,12062,"","","[12604,12607]",0,0,0
56,130,"","","","","","","","","","","","","",946,"","",4830,933,4830,12063,4830,12063,222024053,0,0,"[12597,12607]",8,7,0,"","",9766,9812,"",4830,"",4830,12063,4830,933,9812,9766,9812,9812,9812,9812,9766,9766,9766,9766,9766,9766,9766,12480,0,4830,947,947,947,12063,"","","[12605,12607]",0,0,0
57,131,"","","","","","","","","","","","","",2,"","","","","","","","",-1583709973,30,100,"[12593,12609,8159]",9,3,640,"","",8799,8804,"",2,"",2,2,2,2,8804,8799,8804,8804,8804,8804,8799,8799,8799,8799,8799,8799,8799,12521,60,2,2,2,2,2,2,"","[12601,12609,8159]",1441,30,100
58,132,"","","","","","","","","","","","","",4,"","","","","","","","",292711936,48,100,"[12594,12609,8159]",9,4,704,"","",8800,8805,"",4,"",4,4,4,4,8805,8800,8805,8805,8805,8805,8800,8800,8800,8800,8800,8800,8800,12522,75,4,4,4,4,4,4,"","[12602,12609,8159]",636,48,100
59,133,"","","","","","","","","","","","","",5,"","","","","","","","",-645724387,68,100,"[12595,12609,8159]",9,5,775,"","",8801,8806,"",5,"",5,5,5,5,8806,8801,8806,8806,8806,8806,8801,8801,8801,8801,8801,8801,8801,12523,0,5,5,5,5,5,5,1,"[12603,12609,8159]",42,68,100
60,134,"","","","","","","","","","","","","",7,"","","","","","","","",-193173256,0,0,"[12596,12609,8159]",9,6,0,"","",8802,8807,"",7,"",7,7,7,7,8807,8802,8807,8807,8807,8807,8802,8802,8802,8802,8802,8802,8802,12524,0,7,7,7,7,7,7,"","[12604,12609,8159]",0,0,0
61,135,"","","","","","","","","","","","","",10,"","","","","","","","",-954409300,0,0,"[12597,12609,8159]",9,7,0,"","",8803,8808,"",10,"",10,10,10,10,8808,8803,8808,8808,8808,8808,8803,8803,8803,8803,8803,8803,8803,12525,0,10,10,10,10,10,10,"","[12605,12609,8159]",0,0,0
62,136,"","","","","","","","","","","","",1947,3263,"","",3263,"","","","","",1046769873,30,100,"[12593,12608]",10,3,640,1935,"",1935,"",1947,3263,"",3263,3263,3263,3263,1947,1935,1947,1947,1947,1947,1935,1935,1935,1935,1935,1935,1935,12451,60,3263,3719,3719,3719,3263,"","","[12601,12608]",1441,30,100
63,137,"","","","","","","","","","","","",1949,3264,"","",3264,"","","","","",-383181272,48,100,"[12594,12608]",10,4,704,1937,"",1937,"",1949,3264,"",3264,3264,3264,3264,1949,1937,1949,1949,1949,1949,1937,1937,1937,1937,1937,1937,1937,12452,75,3264,3720,3720,3720,3264,"","","[12602,12608]",636,48,100
64,138,"","","","","","","","","","","","",1951,3266,"","",3266,"","","","","",491155825,68,100,"[12595,12608]",10,5,775,1939,"",1939,"",1951,3266,"",3266,3266,3266,3266,1951,1939,1951,1951,1951,1951,1939,1939,1939,1939,1939,1939,1939,12453,0,3266,3722,3722,3722,3266,"",1,"[12603,12608]",42,68,100
65,139,"","","","","","","","","","","","",1952,3267,"","",3267,"","","","","",-150361862,0,0,"[12596,12608]",10,6,0,1940,"",1940,"",1952,3267,"",3267,3267,3267,3267,1952,1940,1952,1952,1952,1952,1940,1940,1940,1940,1940,1940,1940,12454,0,3267,3723,3723,3723,3267,"","","[12604,12608]",0,0,0
66,140,"","","","","","","","","","","","",1964,3268,"","",3268,"","","","","",1926779813,0,0,"[12597,12608]",10,7,0,1942,"",1942,"",1964,3268,"",3268,3268,3268,3268,1964,1942,1964,1964,1964,1964,1942,1942,1942,1942,1942,1942,1942,12455,0,3268,3724,3724,3724,3268,"","","[12605,12608]",0,0,0
67,141,"","","","","","","","","","","","","",2870,1992,"","","","","","","",-557327777,30,100,[12593],11,3,640,4392,"","","","",2048,"",2048,2048,2048,2048,4392,4392,4392,4392,4392,4392,4392,4392,4392,4392,4392,4392,4392,12543,60,2024,1992,2024,2024,2048,"","",[12601],1441,30,100
68,142,"","","","","","","","","","","","","",2871,1993,"","",2062,2062,"","",2051,-1074439089,48,100,[12594],11,4,704,4393,"","","","",2050,"",2050,2050,2062,2062,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,12544,75,2025,1993,2025,2025,2051,"","",[12602],636,48,100
69,143,"","","","","","","","","","","","","",2872,1994,"","",2063,2063,2052,2058,2066,1419643846,68,100,[12595],11,5,775,4394,"","","","",2063,"",2058,2052,2063,2063,4394,4394,4394,4394,4394,4394,4394,4394,4394,4394,4394,4394,4394,12545,0,2026,1994,2026,2026,2066,"",1,[12603],42,68,100
70,144,"","","","","","","","","","","","","",2873,1997,"","",2064,2064,2054,2059,2067,2044538361,0,0,[12596],11,6,0,4395,"","","","",2064,"",2059,2054,2064,2064,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,12546,0,2027,1997,2027,2027,2067,"","",[12604],0,0,0
71,145,"","","","","","","","","","","","","",2874,1998,"","",2065,2065,2056,2060,2068,-444339820,0,0,[12597],11,7,0,4396,"","","","",2065,"",2060,2056,2065,2065,4396,4396,4396,4396,4396,4396,4396,4396,4396,4396,4396,4396,4396,12547,0,2029,1998,2029,2029,2068,"","",[12605],0,0,0
72,146,"","","","","","","","","","","","","",895,"","",6284,883,6284,12055,6284,12055,-964777382,48,100,"[12594,12609,12658]",12,4,612,"","",9745,9799,"",6284,"",6284,12055,6284,883,9799,9745,9799,9799,9799,9799,9745,9745,9745,9745,9745,9745,9745,12513,75,6284,886,886,886,12055,"","","[12602,12609,12658]",553,48,100
73,147,"","","","","","","","","","","","","",897,"","",6285,884,6285,12056,6285,12056,1027011185,68,100,"[12595,12609,12658]",12,5,673,"","",9746,9800,"",6285,"",6285,12056,6285,884,9800,9746,9800,9800,9800,9800,9746,9746,9746,9746,9746,9746,9746,12514,0,6285,888,888,888,12056,"",1,"[12603,12609,12658]",37,68,100
74,148,"","","","","","","","","","","","","",898,"","",6286,885,6286,12057,6286,12057,-1839053998,0,0,"[12596,12609,12658]",12,6,0,"","",9747,9801,"",6286,"",6286,12057,6286,885,9801,9747,9801,9801,9801,9801,9747,9747,9747,9747,9747,9747,9747,12515,0,6286,889,889,889,12057,"","","[12604,12609,12658]",0,0,0
75,149,"","","","","","","","","","","","","",899,"","",6287,886,6287,12058,6287,12058,1845632009,0,0,"[12597,12609,12658]",12,7,0,"","",9748,9802,"",6287,"",6287,12058,6287,886,9802,9748,9802,9802,9802,9802,9748,9748,9748,9748,9748,9748,9748,12516,0,6287,900,900,900,12058,"","","[12605,12609,12658]",0,0,0
76,150,"","","","","","","","","","","","","",3018,3018,3030,3551,3030,9235,"","",5918,-1618168670,48,100,[12594],13,4,612,3992,"","","","",6500,"",6500,6500,9235,3030,3992,3992,3992,3992,3992,3992,3992,3992,3992,3992,3992,3992,3992,12491,75,3551,3018,3030,"",5918,"","",[12602],553,48,100
77,151,"","","","","","","","","","","","","",3019,3019,3031,3552,3031,9236,"","",5919,-2058874949,68,100,[12595],13,5,673,3993,"","","","",6501,"",6501,6501,9236,3031,3993,3993,3993,3993,3993,3993,3993,3993,3993,3993,3993,3993,3993,12492,0,3552,3019,3031,"",5919,"",1,[12603],37,68,100
78,152,"","","","","","","","","","","","","",3020,3020,3032,3553,3032,9237,"","",5920,-697952158,0,0,[12596],13,6,0,3994,"","","","",6502,"",6502,6502,9237,3032,3994,3994,3994,3994,3994,3994,3994,3994,3994,3994,3994,3994,3994,12493,0,3553,3020,3032,"",5920,"","",[12604],0,0,0
