"rownum","Id","Types","ExtraMods","TypesFiltered","DaemonSpawningData","PreviousTier","bool","Radius","Name","Icon","HASH16","TypesExtra","MonsterTypesApplyingRuin","MiscAnimated","BuffTemplates","Tier","i32","Description","MonsterSpawners","bool","Achievements","TextAudio","UniqueMapMod"
28,"GraveyardDaemon3Trial","[14,22,26]",[],[15],51,27,"",0,"Restless Ground III","Art/2DArt/UIImages/InGame/Ultimatum/Icons/RestlessDeadRuin",46867,[],0,5260,[],3,1,"Many patches of Unhallowed Ground will appear that Hinder players and cause slain Monsters to resurrect as Ruin-inflicting Phantasms\r\nFail on reaching 7 Ruin",[],"","[7898,7828]",11148,""
29,"GraveyardDaemon4Trial","[14,22,26]",[],[15],52,28,"",0,"Restless Ground IV","Art/2DArt/UIImages/InGame/Ultimatum/Icons/RestlessDeadRuin",35231,[],0,5260,[],4,1,"Many patches of Unhallowed Ground will appear that Hinder players and cause slain Monsters to resurrect as Ruin-inflicting Phantasms\r\nFail on reaching 7 Ruin",[],"",[],16685,""
30,"RevenantDaemon1","[15,26]",[],[14],53,"","",0,"Stalking Ruin","Art/2DArt/UIImages/InGame/Ultimatum/Icons/Revenant",7958,[],0,5260,[],1,1,"An invulnerable shade stalks you, inflicting Ruin with its Melee Attacks\r\nFail on reaching 7 Ruin",[],"",[7829],11136,31908
31,"RevenantDaemon2","[15,22,26]",[],[14],54,30,"",0,"Stalking Ruin II","Art/2DArt/UIImages/InGame/Ultimatum/Icons/Revenant",32061,[],0,5260,[],2,1,"An invulnerable shade stalks you, gaining speed and inflicting Ruin with Melee Attacks and Spells\r\nFail on reaching 7 Ruin",[],"",[7829],11139,31908
32,"RevenantDaemon3","[15,22,26]",[],[14],55,31,"",0,"Stalking Ruin III","Art/2DArt/UIImages/InGame/Ultimatum/Icons/Revenant",47172,[],0,5260,[],3,1,"An invulnerable shade stalks you, gaining further speed and inflicting Ruin with Melee Attacks and powerful Spells\r\nFail on reaching 7 Ruin",[],"","[7899,7829]",16691,31908
33,"RevenantDaemon4","[15,22,26]",[],[14],56,32,"",0,"Stalking Ruin IV","Art/2DArt/UIImages/InGame/Ultimatum/Icons/Revenant",49847,[],0,5260,[],4,1,"An invulnerable shade stalks you, aggressively casting Spells that inflict Ruin while teleporting to random locations\r\nFail on reaching 7 Ruin",[],"",[],16697,31908
34,"SawbladeDaemon1",[16],[],[],57,"","",0,"Razor Dance","Art/2DArt/UIImages/InGame/Ultimatum/Icons/Sawblade",7052,[],0,5448,[],1,0,"Blades will periodically appear and fly at you, applying Corrupted Blood on Hit",[],"",[7830],11316,31909
35,"SawbladeDaemon2",[16],[],[],58,34,"",0,"Razor Dance II","Art/2DArt/UIImages/InGame/Ultimatum/Icons/Sawblade",45148,[],0,5448,[],2,0,"Many blades will periodically appear and fly at you, applying Corrupted Blood on Hit",[],"",[7830],11319,31909
36,"SawbladeDaemon3",[16],[],[],59,35,"",0,"Razor Dance III","Art/2DArt/UIImages/InGame/Ultimatum/Icons/Sawblade",22941,[],0,5448,[],3,0,"Swarms of blades will periodically appear and fly at you, applying Corrupted Blood on Hit",[],"","[7900,7830]",11322,31909
37,"SawbladeDaemon4",[16],[],[],60,36,"",0,"Razor Dance IV","Art/2DArt/UIImages/InGame/Ultimatum/Icons/Sawblade",15044,[],0,5448,[],4,0,"Swarms of blades will periodically appear and fly at you, applying Corrupted Blood on Hit and leaving a trail of Blood ground",[],"",[],16703,31909
38,"PhysTotemDaemon","[17,19,8]",[],[18],61,"","",0,"Totem of Costly Might","Art/2DArt/UIImages/InGame/Ultimatum/Icons/PhysicalTotem",8887,[],0,5260,[],1,0,"An invulnerable Totem will appear that imbues both its allies and its enemies with Speed and powerful Physical Damage benefits, but causes enemies to take 10% of their maximum Life and Energy Shield as Physical Damage per second",[],"",[7831],11313,31910
39,"EleTotemDaemon","[18,19,8]",[],[17],62,"","",0,"Totem of Costly Potency","Art/2DArt/UIImages/InGame/Ultimatum/Icons/ElementalTotem",58910,[],0,5260,[],1,0,"An invulnerable Totem will appear that imbues both its allies and its enemies with Speed and powerful Elemental Damage benefits, but causes enemies to take 15% of their maximum Life and Energy Shield as Fire Damage per second",[],"",[7832],11292,31911
40,"AltarDaemon1",[27],[],[],63,"","",0,"Blood Altar","Art/2DArt/UIImages/InGame/Ultimatum/Icons/BloodAltar",50169,[],0,5448,[],1,0,"A ring of Blood surrounds the Altar, dealing heavy Physical Damage over time",[],"",[],16715,""
41,"AltarDaemon2",[27],[],[],64,40,"",0,"Blood Altar II","Art/2DArt/UIImages/InGame/Ultimatum/Icons/BloodAltar",16245,[],0,5448,[],2,0,"A large ring of Blood surrounds the Altar, dealing heavy Physical Damage over time",[],"",[],16721,""
42,"BossTrialMaster",[7],[],[],"","","",0,"The Trialmaster","Art/2DArt/UIImages/InGame/Ultimatum/Icons/EncounterDaemonEffect",58468,[],0,"",[],1,0,"",[],"",[],"",""
43,"Radius1",[6],[],[11],"","","",55,"Limited Arena","Art/2DArt/UIImages/InGame/Ultimatum/Icons/CantLeaveArea",5539,[22],0,"",[],1,0,"The encounter area will be much smaller",[],"",[7833],11334,""
44,"MonstersApplyRuin1","[2,26]",[],[],"","","",0,"Ruin","Art/2DArt/UIImages/InGame/Ultimatum/Icons/MonsterAppliesRuin",21525,[10],1,"",[],1,1,"A Monster type will apply Ruin with its special ability\r\nFail on reaching 7 Ruin",[],"",[7936],11133,""
45,"MonstersApplyRuin2","[2,26]",[],[],"",44,"",0,"Ruin II","Art/2DArt/UIImages/InGame/Ultimatum/Icons/MonsterAppliesRuin",24728,[10],1,"",[],2,2,"A Monster type will apply double Ruin with its special ability\r\nFail on reaching 7 Ruin",[],"",[7936],11139,""
46,"MonstersApplyRuin3","[2,26]",[],[],"",45,"",0,"Ruin III","Art/2DArt/UIImages/InGame/Ultimatum/Icons/MonsterAppliesRuin",35694,[10],2,"",[],3,2,"Two Monster types will apply double Ruin with their special abilities\r\nFail on reaching 7 Ruin",[],"","[7901,7936]",11145,""
47,"MonstersApplyRuin4","[2,26]",[],[],"",46,"",0,"Ruin IV","Art/2DArt/UIImages/InGame/Ultimatum/Icons/MonsterAppliesRuin",60794,[10],2,"",[],4,4,"Two Monster types will apply quadruple Ruin with their special abilities\r\nFail on reaching 7 Ruin",[],"",[],16709,""
48,"PlayerDebuffRecoveryReduction1",[8],[],[],"","","",0,"Reduced Recovery","Art/2DArt/UIImages/InGame/Ultimatum/Icons/ReducedRecovery",5772,[],0,"",[0],1,0,"60% Reduced Life, Mana, and Energy Shield Recovery Rate",[],"",[7834],11352,31912
49,"PlayerDebuffRecoveryReduction2",[8],[],[],"",48,"",0,"Reduced Recovery II","Art/2DArt/UIImages/InGame/Ultimatum/Icons/ReducedRecovery",37639,[],0,"",[47],2,0,"90% Reduced Life, Mana, and Energy Shield Recovery Rate",[],"",[7834],11355,""
50,"PlayerDebuffAreaAndProjectileSpeed","[8,20]",[],[20],"","","",0,"Lessened Reach","Art/2DArt/UIImages/InGame/Ultimatum/Icons/LessenedReach",50320,[],0,"",[1],1,0,"Players have 60% less Area of Effect and Projectile Speed",[],"",[7835],11376,31913
51,"PlayerDebuffBuffsExpireFaster",[8],[],[],"","","",0,"Buffs Expire Faster","Art/2DArt/UIImages/InGame/Ultimatum/Icons/BuffsExpireFaster",29421,[],0,"",[2],1,0,"Buffs expire five times faster on Players",[],"",[7836],11154,31914
52,"PlayerDebuffCooldownSpeed",[8],[],[],"","","",0,"Less Cooldown Recovery","Art/2DArt/UIImages/InGame/Ultimatum/Icons/LessCooldownRecovery",39295,[],0,"",[3],1,0,"Cooldowns take five times longer to recharge",[],"",[7837],11199,31915
53,"PlayerDebuffIncreasingVulnerability",[8],[],[],"","","",0,"Escalating Damage Taken","Art/2DArt/UIImages/InGame/Ultimatum/Icons/EscalatingDamageTaken",57621,[],0,"",[4],1,0,"For the remainder of the encounter, damage taken will slowly increase by 2% per second, up to 50%",[],"",[7838],11163,31916
54,"MonsterBuffAcceleratingSpeed",[8],[25280],[],"","","",0,"Escalating Monster Speed","Art/2DArt/UIImages/InGame/Ultimatum/Icons/EscalatingMonsterSpeed",7961,[],0,"",[],1,0,"Monsters gain 5% increased attack, cast, and movement speed per second they are alive, up to 50%",[],"",[7839],11181,31917
55,"MonsterBuffNonChaosDamageToAddAsChaosDamage",[8],[25315],[],"","","",0,"Profane Monsters","Art/2DArt/UIImages/InGame/Ultimatum/Icons/ChaoticTouch",18354,[],0,"",[],1,0,"Monsters deal 80% of Physical Damage Added as Chaos Damage",[],"",[7840],11307,31918
56,"PlayerDebuffExtraCriticalRolls",[8],[25291],[],"","","",0,"Unlucky Criticals","Art/2DArt/UIImages/InGame/Ultimatum/Icons/UnluckyCrits",40124,[],0,"",[8],1,0,"Your Critical Strike Chance is Unlucky\r\nMonsters take 50% reduced Extra Damage from Critical Strikes",[],"",[7841],11379,31919
57,"PlayerDebuffHinderedMsOnFlaskUse","[8,21]",[],[21],"","","",0,"Hindering Flasks","Art/2DArt/UIImages/InGame/Ultimatum/Icons/HinderingFlasks",27491,[],0,"",[9],1,0,"Using a Flask Hinders you by 50% for 4 seconds",[],"",[7842],11358,31920
58,"PlayerDebuffCancelFlaskEffectOnFlaskUse","[8,21]",[],[21],"","","",0,"Drought","Art/2DArt/UIImages/InGame/Ultimatum/Icons/LimitedFlasks",15668,[],0,"",[10],1,0,"Cannot gain Flask Charges",[],"",[7843],11373,31921
59,"PlayerDebuffCursesandNonDamagingAilmentsReflectedToSelf",[8],[25292],[],"","","",0,"Ailment and Curse Reflection","Art/2DArt/UIImages/InGame/Ultimatum/Icons/CurseAilmentReflection",11872,[],0,"",[11],1,0,"Curses and Non-damaging Ailments you apply are Reflected\r\nMonsters are unaffected by Curses",[],"",[7844],11358,31922
60,"PlayerDebuffSelfLightningDamageOnSkillUseManaSpentOnCostHigh",[8],[],[],"","","",0,"Lightning Damage from Mana Costs","Art/2DArt/UIImages/InGame/Ultimatum/Icons/LightningDamageFromMana",58901,[],0,"",[12],1,0,"Take 1000% of Mana costs as Lightning Damage",[],"",[7845],11364,""
61,"PlayerDebuffRandomProjectileDirection","[8,20]",[6262],[20],"","","",0,"Random Projectiles","Art/2DArt/UIImages/InGame/Ultimatum/Icons/ScatteredProjectiles",46286,[],0,"",[13],1,0,"Your Projectiles fly in random directions\r\nMonsters fire additional Projectiles",[],"",[7846],11382,""
62,"PlayerDebuffAurasAffectAllies",[8],[],[],"","","",0,"Treacherous Auras","Art/2DArt/UIImages/InGame/Ultimatum/Icons/SharedAuras",12730,[],0,"",[15],1,0,"Your Auras that affect Allies also affect Enemies",[],"",[7847],11385,31923
63,"PlayerDebuffUltimatumDealNoDamageFor2SecondEvery8Seconds",[8],[],[],"","","",0,"Occasional Impotence","Art/2DArt/UIImages/InGame/Ultimatum/Icons/OccasionalImpotence",65051,[],0,"",[44],1,0,"You and your Minions deal no damage for 2 seconds every 8 seconds",[],"",[7848],11208,31924
64,"PlayerDebuffUltimatumLoseChargesEverySecond",[8],"[4796,4797,4798]",[],"","","",0,"Siphoned Charges","Art/2DArt/UIImages/InGame/Ultimatum/Icons/SiphonedCharges",21966,[],0,"",[45],1,0,"Lose a Power, Frenzy, and Endurance Charge every second\r\nMonsters gain Power, Frenzy, and Endurance Charges on hit",[],"",[7849],11160,31925
65,"MonsterSlowProtection",[8],[25281],[],"","","",0,"Unstoppable Monsters","Art/2DArt/UIImages/InGame/Ultimatum/Icons/UnstoppableMonsters",11559,[],0,"",[],1,0,"Monsters cannot be Slowed or Stunned",[],"",[],16727,""
66,"MonsterExtraRareModifiers",[8],[25282],[],"","","",0,"Lethal Rare Monsters","Art/2DArt/UIImages/InGame/Ultimatum/Icons/LethalRareMonsters",47347,[],0,"",[],1,0,"Rare Monsters have 2 additional Modifiers",[],"",[],16733,""
67,"MonsterBlock",[8],[25283],[],"","","",0,"Shielding Monsters","Art/2DArt/UIImages/InGame/Ultimatum/Icons/ShieldingMonsters",36548,[],0,"",[],1,0,"Monsters have 50% chance to Block Attack and Spell Damage",[],"",[],16740,""
68,"MonsterHitsCantBeEvaded",[8],[25284],[],"","","",0,"Precise Monsters","Art/2DArt/UIImages/InGame/Ultimatum/Icons/PreciseMonsters",33891,[],0,"",[],1,0,"Monster Hits cannot be Evaded",[],"",[],16746,""
69,"MonsterOverwhelm",[8],[25285],[],"","","",0,"Overwhelming Monsters","Art/2DArt/UIImages/InGame/Ultimatum/Icons/OverwhelmingMonsters",59748,[],0,"",[],1,0,"Monster Hits Overwhelm all Physical Damage Reduction",[],"",[],16752,""
70,"MonsterHitsAreCriticalStrikes",[8],[25286],[],"","","",0,"Deadly Monsters","Art/2DArt/UIImages/InGame/Ultimatum/Icons/DeadlyMonsters",38838,[],0,"",[],1,0,"Monster Hits are always Critical Strikes",[],"",[],16758,""
71,"MonsterPhysAsExtraEachElement",[8],[25287],[],"","","",0,"Prismatic Monsters","Art/2DArt/UIImages/InGame/Ultimatum/Icons/PrismaticMonsters",39785,[],0,"",[],1,0,"Monsters gain 50% of Physical Damage as Extra Damage of each Element",[],"",[],16765,""
72,"MonsterResistances",[8],[25288],[],"","","",0,"Resistant Monsters","Art/2DArt/UIImages/InGame/Ultimatum/Icons/ResistantMonsters",25457,[],0,"",[],1,0,"Monsters have +50% to all Resistances",[],"",[],16771,""
73,"MonsterSuppressionAndEvasion",[8],[25289],[],"","","",0,"Dexterous Monsters","Art/2DArt/UIImages/InGame/Ultimatum/Icons/DexterousMonsters",10506,[],0,"",[],1,0,"Monsters Suppress Spell Damage and gain 500% increased Evasion Rating",[],"",[],16777,""
74,"MonsterRemoveEnergyShieldAndManaOnHit",[8],[25290],[],"","","",0,"Siphoning Monsters","Art/2DArt/UIImages/InGame/Ultimatum/Icons/SiphoningMonsters",45921,[],0,"",[],1,0,"Monster Hits remove 10% of current Energy Shield and Mana",[],"",[],16783,""
75,"GolemCrawlerSpawner",[3],[],[],"","","",0,"","",51637,[],0,"",[],1,0,"","[""Metadata/Monsters/LeagueUltimatum/Spawners/CrawlerSpawner""]","",[],"",""
76,"UltimatumWave2MonsterDamageLife",[23],"[25333,25345]",[],"","","",0,"","",43137,[],0,"",[],1,0,"",[],"",[],"",""
77,"UltimatumWave3MonsterDamageLife",[23],"[25334,25346]",[],"","","",0,"","",44962,[],0,"",[],1,0,"",[],"",[],"",""
78,"UltimatumWave4MonsterDamageLife",[23],"[25335,25347]",[],"","","",0,"","",28996,[],0,"",[],1,0,"",[],"",[],"",""
79,"UltimatumWave5MonsterDamageLife",[23],"[25336,25348]",[],"","","",0,"","",58387,[],0,"",[],1,0,"",[],"",[],"",""
80,"UltimatumWave6MonsterDamageLife",[23],"[25337,25349]",[],"","","",0,"","",12736,[],0,"",[],1,0,"",[],"",[],"",""
81,"UltimatumWave7MonsterDamageLife",[23],"[25338,25350]",[],"","","",0,"","",44166,[],0,"",[],1,0,"",[],"",[],"",""
82,"UltimatumWave8MonsterDamageLife",[23],"[25339,25351]",[],"","","",0,"","",9131,[],0,"",[],1,0,"",[],"",[],"",""
83,"UltimatumWave9MonsterDamageLife",[23],"[25340,25352]",[],"","","",0,"","",61542,[],0,"",[],1,0,"",[],"",[],"",""
84,"UltimatumWave10MonsterDamageLife",[23],"[25341,25353]",[],"","","",0,"","",48891,[],0,"",[],1,0,"",[],"",[],"",""
85,"UltimatumWave11MonsterDamageLife",[23],"[25342,25354]",[],"","","",0,"","",43883,[],0,"",[],1,0,"",[],"",[],"",""
86,"UltimatumWave12MonsterDamageLife",[23],"[25343,25355]",[],"","","",0,"","",24124,[],0,"",[],1,0,"",[],"",[],"",""
87,"UltimatumWave13MonsterDamageLife",[23],"[25344,25356]",[],"","","",0,"","",57717,[],0,"",[],1,0,"",[],"",[],"",""
88,"SpookySupplementSpawner",[3],[],[],"","","",0,"","",36127,[],0,"",[],1,0,"","[""Metadata/Monsters/LeagueUltimatum/Spawners/SpookySupplement""]","",[],"",""
