"rownum","rid","i32","bool"
210,36071,100,""
211,36072,100,""
212,36073,100,""
213,36074,100,""
214,36075,100,""
215,36076,100,""
216,36077,100,""
217,36078,100,""
218,36079,100,""
219,36080,100,""
220,36081,100,""
221,36082,100,""
222,36083,100,""
223,36084,100,""
224,36085,100,""
225,36086,100,""
226,36087,100,""
227,36088,100,""
228,36089,100,""
229,36090,100,""
230,36091,100,""
231,36092,100,""
232,36093,100,""
233,36094,100,""
234,36095,100,""
235,36096,100,""
236,36097,100,""
237,36098,100,""
238,36099,100,""
239,36100,100,""
240,36101,100,""
241,36102,100,""
242,36103,100,""
243,36104,100,""
244,36105,100,""
245,36106,100,1
246,36107,100,1
247,36108,100,1
248,36109,100,1
249,36110,100,1
250,36111,100,1
251,36112,100,1
252,36113,100,1
253,36114,100,1
254,36115,100,1
255,36116,100,1
256,36117,100,1
257,36118,100,1
258,36119,100,1
259,36120,100,1
260,36121,100,1
261,36122,100,1
262,36123,100,1
263,36124,100,1
264,36125,100,1
265,36126,100,1
266,36127,100,1
267,36128,100,1
268,36129,100,1
269,36130,100,1
270,36131,100,1
271,36132,100,1
272,36133,100,1
273,36134,100,1
274,36135,100,1
275,36136,100,1
276,36137,100,1
277,36138,100,1
278,36139,100,1
279,36140,100,1
280,36141,100,1
281,36142,100,1
282,36143,100,1
283,36144,100,1
284,36145,100,1
285,36146,100,1
286,36147,100,1
287,36148,100,1
288,36149,100,1
289,36150,100,1
290,36151,100,1
291,36152,100,1
292,36153,100,1
293,36154,100,1
294,36155,100,1
295,36156,100,1
296,36157,100,1
297,36158,100,1
298,36159,100,1
299,36160,100,1
300,36161,100,1
301,36162,100,1
302,36163,100,1
303,36164,100,1
304,36165,100,1
305,36166,100,1
306,36167,100,1
307,36168,100,1
308,36169,100,1
309,36170,100,1
310,36171,100,1
311,36172,100,1
312,36173,100,1
313,36174,100,1
314,36175,100,1
315,36176,100,1
316,36177,100,1
317,36178,100,1
318,36179,100,1
319,36180,100,1
320,36181,100,""
321,36182,100,""
322,36183,100,""
323,36184,100,""
324,36185,100,""
325,36186,100,""
326,36187,100,""
327,36188,100,""
328,36189,100,""
329,36190,100,""
330,36191,100,""
331,36192,100,""
332,36193,100,""
333,36194,100,""
334,36195,100,""
335,36196,100,""
336,36197,100,""
337,36198,100,""
338,36199,100,""
339,36200,100,""
340,36201,100,""
341,36202,100,""
342,36203,100,""
343,36204,100,""
344,36205,100,""
345,36206,100,""
346,36207,100,""
347,36208,100,""
348,36209,100,""
349,36210,100,1
350,36211,100,1
351,36212,100,1
352,36213,100,1
353,36214,100,1
354,36215,100,1
355,36216,100,1
356,36217,100,1
357,36218,100,1
358,36219,100,""
359,36220,100,""
360,36221,100,""
361,36222,100,""
362,36223,100,""
363,36224,100,""
364,36225,100,""
365,36226,100,""
366,36227,100,""
367,36228,100,""
368,36229,100,""
369,36230,100,""
370,36231,100,""
371,36232,100,""
372,36233,100,""
373,36234,100,""
374,36235,100,""
375,36236,100,""
