"rownum","Mod","Name","Visual","TextStyles","bool","bool"
116,32032,"Endurance Charge when Hit","",[],"",""
117,32033,"Frenzy Charge on Hit","",[],"",""
118,32034,"Power Charge on Cast","",[],"",""
119,32035,"Cannot be Slowed",20,[],"",""
120,32036,"Cannot be Stunned",20,[],"",""
121,32037,"Periodically Enrages",27,[],"",""
122,32038,"Always Crits","",[],"",""
123,32039,"Blinds","",[],"",""
124,32040,"Crit Resistant","",[],"",""
125,32041,"Hexproof","",[],"",""
126,32042,"Chaining",5,[],"",""
127,32043,"Far Shot",5,[],"",""
128,32044,"Extra Damage to Injured Foes",34,[],"",""
129,32045,"Charge Removal","",[],"",""
130,32046,"Inflicts Corrupted Blood",50,[],"",""
131,32047,"Spell Resistant","",[],"",""
132,32048,"Blocks Attacks","",[],"",""
133,32049,"Reflects Certain Ailments","",[],"",""
134,32050,"Reflects Hexes","",[],"",""
135,32051,"Haste Aura","",[],"",""
136,32052,"Energy Shield Aura","",[],"",""
137,32053,"Applies Random Mark","",[],"",""
138,32054,"Precision Aura","",[],"",""
139,32055,"Minions Fire Explode on Death","",[],"",""
140,32056,"Minions Cold Explode on Death","",[],"",""
141,32057,"Minions Lightning Explode on Death","",[],"",""
142,32058,"Life Shared with Treant Minions",39,[],"",""
143,32059,"Inflicts Grasping Vines",37,[],"",""
144,32060,"Hinder Aura",25,[],"",""
145,32061,"Extra Physical Damage Aura","",[],"",""
146,32062,"Revives Nearby Allies on Death",23,[],"",""
147,32063,"Powerful Minions","",[],"",""
148,32064,"Constantly Revives Minions","",[],"",""
149,32065,"Summons Undead","",[],"",""
150,32066,"Heals Allies and Suppresses Foe Recovery",33,[],"",""
151,32067,"Prevents Recovery above 50%",34,[],"",""
152,32068,"Temporal Proximity Shield",38,[],"",""
153,32069,"Soul Eater",23,[],"",""
154,32070,"Siphons Mana and Deals Lightning Damage",49,[],"",""
155,32071,"Invulnerability Aura",51,[],"",""
156,32072,"Siphons Flask Charges",36,[],"",""
157,32073,"Gain a Mod on Minion Death","",[],"",""
158,32074,"Shocked Ground on Death",12,[],"",""
159,32075,"Burning Ground on Death",8,[],"",""
160,32076,"Burning Ground on Death",8,[],"",""
161,32077,"Chilled Ground on Death",3,[],"",""
162,32078,"Consecrated Ground",26,[],"",""
163,32079,"Trail of Fire",43,[],"",""
164,32080,"Trail of Cold",40,[],"",""
165,32081,"Trail of Lightning",48,[],"",""
166,32082,"Energy Shield Explodes",9,[],"",""
167,32083,"Inferno Bolt when Hit","",[],"",""
168,32084,"Snow Bolt when Hit","",[],"",""
169,32085,"Lightning Mirage when Hit","",[],"",""
170,32086,"Ice Prison",41,[],"",""
171,32087,"Caustic Orb on Death",0,[],"",""
172,32088,"Caustic Orb on Death",0,[],"",""
173,32089,"Ambushes",30,[],"",""
174,32090,"Curses",35,[],"",""
175,32091,"Mirror Images",47,[],"",""
176,32092,"Fires Mortars",6,[],"",""
177,32093,"Explodes Corpses",44,[],"",""
178,32094,"Molten Shell",46,[],"",""
179,32095,"Exploding Orbs",46,[],"",""
180,32096,"Lightning Storm",12,[],"",""
181,32097,"Exploding Crystals when Hit",52,[],"",""
182,32098,"Lightning Totem Minions",28,[],"",""
183,32099,"Temporarily Revives","",[],"",""
184,32100,"Enrages as Life Lost",18,[],"",""
185,32101,"Adaptive Resistances",53,[],"",""
186,32102,"Creates Voodoo Doll",54,[],"",""
187,32103,"Creates Frost Walls and Flees",31,[],"",""
188,32104,"Lunaris-touched",55,[],1,""
189,32105,"Solaris-touched",56,[],1,""
190,32106,"Arakaali-touched",57,[],1,""
191,32107,"Brine King-touched",58,[],1,""
192,32108,"Tukohama-touched",59,[],1,""
193,32109,"Abberath-touched",60,[],1,""
194,32110,"Shakari-touched",61,[],1,""
195,32111,"Innocence-touched",62,[],1,""
196,32112,"Kitava-touched",63,[],1,""
197,32113,"Spirit Walkers","",[],"",""
198,32114,"Empowers Allies",29,[],"",""
199,5838,"Shaper-touched","",[],"",""
200,18644,"","",[],"",""
