"rownum","Id","BaseItem","UniqueCraft","bool","i32","CraftItemType","Name","CraftTag","bool"
80,"Metadata/Items/Armours/BodyArmours/BodyStrInt8",5994,"","",6,1,"","",""
81,"Metadata/Items/Armours/BodyArmours/BodyStrInt9",5995,"","",6,1,"","",""
82,"Metadata/Items/Armours/BodyArmours/BodyStrInt10",5996,"","",6,1,"","",""
83,"Metadata/Items/Armours/BodyArmours/BodyStrInt11",5997,"","",6,1,"","",""
84,"Metadata/Items/Armours/BodyArmours/BodyStrInt12",5998,"","",6,1,"","",""
85,"Metadata/Items/Armours/BodyArmours/BodyStrInt13",5999,"","",6,1,"","",""
86,"Metadata/Items/Armours/BodyArmours/BodyStrInt14",6000,"","",6,1,"","",""
87,"Metadata/Items/Armours/BodyArmours/BodyStrInt15",6001,"","",6,1,"","",""
88,"Metadata/Items/Armours/BodyArmours/BodyStrInt16",6002,"","",6,1,"","",""
89,"Metadata/Items/Armours/BodyArmours/BodyStrInt17",6003,"","",6,1,"","",""
90,"Metadata/Items/Armours/BodyArmours/BodyDexInt1",6004,"","",5,1,"","",""
91,"Metadata/Items/Armours/BodyArmours/BodyDexInt2",6005,"","",5,1,"","",""
92,"Metadata/Items/Armours/BodyArmours/BodyDexInt3",6006,"","",5,1,"","",""
93,"Metadata/Items/Armours/BodyArmours/BodyDexInt4",6007,"","",5,1,"","",""
94,"Metadata/Items/Armours/BodyArmours/BodyDexInt5",6008,"","",5,1,"","",""
95,"Metadata/Items/Armours/BodyArmours/BodyDexInt6",6009,"","",5,1,"","",""
96,"Metadata/Items/Armours/BodyArmours/BodyDexInt7",6010,"","",5,1,"","",""
97,"Metadata/Items/Armours/BodyArmours/BodyDexInt8",6011,"","",5,1,"","",""
98,"Metadata/Items/Armours/BodyArmours/BodyDexInt9",6012,"","",5,1,"","",""
99,"Metadata/Items/Armours/BodyArmours/BodyDexInt10",6013,"","",5,1,"","",""
100,"Metadata/Items/Armours/BodyArmours/BodyDexInt11",6014,"","",5,1,"","",""
101,"Metadata/Items/Armours/BodyArmours/BodyDexInt12",6015,"","",5,1,"","",""
102,"Metadata/Items/Armours/BodyArmours/BodyDexInt13",6016,"","",5,1,"","",""
103,"Metadata/Items/Armours/BodyArmours/BodyDexInt14",6017,"","",5,1,"","",""
104,"Metadata/Items/Armours/BodyArmours/BodyDexInt15",6018,"","",5,1,"","",""
105,"Metadata/Items/Armours/BodyArmours/BodyDexInt16",6019,"","",5,1,"","",""
106,"Metadata/Items/Armours/BodyArmours/BodyDexInt17",6020,"","",5,1,"","",""
107,"Metadata/Items/Armours/Shields/ShieldStr1",5742,"","",1,4,"","",""
108,"Metadata/Items/Armours/Shields/ShieldStr2",5743,"","",1,4,"","",""
109,"Metadata/Items/Armours/Shields/ShieldStr3",5744,"","",1,4,"","",""
110,"Metadata/Items/Armours/Shields/ShieldStr4",5745,"","",1,4,"","",""
111,"Metadata/Items/Armours/Shields/ShieldStr5",5746,"","",1,4,"","",""
112,"Metadata/Items/Armours/Shields/ShieldStr6",5747,"","",1,4,"","",""
113,"Metadata/Items/Armours/Shields/ShieldStr7",5748,"","",1,4,"","",""
114,"Metadata/Items/Armours/Shields/ShieldStr8",5749,"","",1,4,"","",""
115,"Metadata/Items/Armours/Shields/ShieldStr9",5750,"","",1,4,"","",""
116,"Metadata/Items/Armours/Shields/ShieldStr10",5751,"","",1,4,"","",""
117,"Metadata/Items/Armours/Shields/ShieldStr11",5752,"","",1,4,"","",""
118,"Metadata/Items/Armours/Shields/ShieldStr12",5753,"","",1,4,"","",""
119,"Metadata/Items/Armours/Shields/ShieldStr13",5754,"","",1,4,"","",""
120,"Metadata/Items/Armours/Shields/ShieldStr14",5755,"","",1,4,"","",""
121,"Metadata/Items/Armours/Shields/ShieldStr15",5756,"","",1,4,"","",""
122,"Metadata/Items/Armours/Shields/ShieldStr16",5757,"","",1,4,"","",""
123,"Metadata/Items/Armours/Shields/ShieldStr17",5758,"","",1,4,"","",""
124,"Metadata/Items/Armours/Shields/ShieldDex1",5762,"","",2,4,"","",""
125,"Metadata/Items/Armours/Shields/ShieldDex2",5763,"","",2,4,"","",""
126,"Metadata/Items/Armours/Shields/ShieldDex3",5764,"","",2,4,"","",""
127,"Metadata/Items/Armours/Shields/ShieldDex4",5765,"","",2,4,"","",""
128,"Metadata/Items/Armours/Shields/ShieldDex5",5766,"","",2,4,"","",""
129,"Metadata/Items/Armours/Shields/ShieldDex6",5767,"","",2,4,"","",""
130,"Metadata/Items/Armours/Shields/ShieldDex7",5768,"","",2,4,"","",""
131,"Metadata/Items/Armours/Shields/ShieldDex8",5769,"","",2,4,"","",""
132,"Metadata/Items/Armours/Shields/ShieldDex9",5770,"","",2,4,"","",""
133,"Metadata/Items/Armours/Shields/ShieldDex10",5771,"","",2,4,"","",""
134,"Metadata/Items/Armours/Shields/ShieldDex11",5772,"","",2,4,"","",""
135,"Metadata/Items/Armours/Shields/ShieldDex12",5773,"","",2,4,"","",""
136,"Metadata/Items/Armours/Shields/ShieldDex13",5774,"","",2,4,"","",""
137,"Metadata/Items/Armours/Shields/ShieldDex14",5775,"","",2,4,"","",""
138,"Metadata/Items/Armours/Shields/ShieldDex15",5776,"","",2,4,"","",""
139,"Metadata/Items/Armours/Shields/ShieldDex16",5777,"","",2,4,"","",""
140,"Metadata/Items/Armours/Shields/ShieldInt1",5781,"","",3,4,"","",""
141,"Metadata/Items/Armours/Shields/ShieldInt2",5782,"","",3,4,"","",""
142,"Metadata/Items/Armours/Shields/ShieldInt3",5783,"","",3,4,"","",""
143,"Metadata/Items/Armours/Shields/ShieldInt4",5784,"","",3,4,"","",""
144,"Metadata/Items/Armours/Shields/ShieldInt5",5785,"","",3,4,"","",""
145,"Metadata/Items/Armours/Shields/ShieldInt6",5786,"","",3,4,"","",""
146,"Metadata/Items/Armours/Shields/ShieldInt7",5787,"","",3,4,"","",""
147,"Metadata/Items/Armours/Shields/ShieldInt8",5788,"","",3,4,"","",""
148,"Metadata/Items/Armours/Shields/ShieldInt9",5789,"","",3,4,"","",""
149,"Metadata/Items/Armours/Shields/ShieldInt10",5790,"","",3,4,"","",""
150,"Metadata/Items/Armours/Shields/ShieldInt11",5791,"","",3,4,"","",""
151,"Metadata/Items/Armours/Shields/ShieldInt12",5792,"","",3,4,"","",""
152,"Metadata/Items/Armours/Shields/ShieldInt13",5793,"","",3,4,"","",""
153,"Metadata/Items/Armours/Shields/ShieldInt14",5794,"","",3,4,"","",""
154,"Metadata/Items/Armours/Shields/ShieldInt15",5795,"","",3,4,"","",""
155,"Metadata/Items/Armours/Shields/ShieldInt16",5796,"","",3,4,"","",""
156,"Metadata/Items/Armours/Shields/ShieldStrDex1",5800,"","",4,4,"","",""
157,"Metadata/Items/Armours/Shields/ShieldStrDex2",5801,"","",4,4,"","",""
158,"Metadata/Items/Armours/Shields/ShieldStrDex3",5802,"","",4,4,"","",""
159,"Metadata/Items/Armours/Shields/ShieldStrDex4",5803,"","",4,4,"","",""
160,"Metadata/Items/Armours/Shields/ShieldStrDex5",5804,"","",4,4,"","",""
161,"Metadata/Items/Armours/Shields/ShieldStrDex6",5805,"","",4,4,"","",""
162,"Metadata/Items/Armours/Shields/ShieldStrDex7",5806,"","",4,4,"","",""
163,"Metadata/Items/Armours/Shields/ShieldStrDex8",5807,"","",4,4,"","",""
164,"Metadata/Items/Armours/Shields/ShieldStrDex9",5808,"","",4,4,"","",""
165,"Metadata/Items/Armours/Shields/ShieldStrDex10",5809,"","",4,4,"","",""
166,"Metadata/Items/Armours/Shields/ShieldStrDex11",5810,"","",4,4,"","",""
167,"Metadata/Items/Armours/Shields/ShieldStrDex12",5811,"","",4,4,"","",""
168,"Metadata/Items/Armours/Shields/ShieldStrDex13",5812,"","",4,4,"","",""
169,"Metadata/Items/Armours/Shields/ShieldStrInt1",5813,"","",6,4,"","",""
170,"Metadata/Items/Armours/Shields/ShieldStrInt2",5814,"","",6,4,"","",""
171,"Metadata/Items/Armours/Shields/ShieldStrInt3",5815,"","",6,4,"","",""
172,"Metadata/Items/Armours/Shields/ShieldStrInt4",5816,"","",6,4,"","",""
173,"Metadata/Items/Armours/Shields/ShieldStrInt5",5817,"","",6,4,"","",""
174,"Metadata/Items/Armours/Shields/ShieldStrInt6",5818,"","",6,4,"","",""
175,"Metadata/Items/Armours/Shields/ShieldStrInt7",5819,"","",6,4,"","",""
176,"Metadata/Items/Armours/Shields/ShieldStrInt8",5820,"","",6,4,"","",""
177,"Metadata/Items/Armours/Shields/ShieldStrInt9",5821,"","",6,4,"","",""
178,"Metadata/Items/Armours/Shields/ShieldStrInt10",5822,"","",6,4,"","",""
179,"Metadata/Items/Armours/Shields/ShieldStrInt11",5823,"","",6,4,"","",""
180,"Metadata/Items/Armours/Shields/ShieldStrInt12",5824,"","",6,4,"","",""
181,"Metadata/Items/Armours/Shields/ShieldStrInt13",5825,"","",6,4,"","",""
182,"Metadata/Items/Armours/Shields/ShieldDexInt1",5826,"","",5,4,"","",""
183,"Metadata/Items/Armours/Shields/ShieldDexInt2",5827,"","",5,4,"","",""
184,"Metadata/Items/Armours/Shields/ShieldDexInt3",5828,"","",5,4,"","",""
185,"Metadata/Items/Armours/Shields/ShieldDexInt4",5829,"","",5,4,"","",""
186,"Metadata/Items/Armours/Shields/ShieldDexInt5",5830,"","",5,4,"","",""
187,"Metadata/Items/Armours/Shields/ShieldDexInt6",5831,"","",5,4,"","",""
188,"Metadata/Items/Armours/Shields/ShieldDexInt7",5832,"","",5,4,"","",""
189,"Metadata/Items/Armours/Shields/ShieldDexInt8",5833,"","",5,4,"","",""
190,"Metadata/Items/Armours/Shields/ShieldDexInt9",5834,"","",5,4,"","",""
191,"Metadata/Items/Armours/Shields/ShieldDexInt10",5835,"","",5,4,"","",""
192,"Metadata/Items/Armours/Shields/ShieldDexInt11",5836,"","",5,4,"","",""
193,"Metadata/Items/Armours/Shields/ShieldDexInt12",5837,"","",5,4,"","",""
194,"Metadata/Items/Armours/Shields/ShieldDexInt13",5838,"","",5,4,"","",""
195,"Metadata/Items/Armours/Helmets/HelmetStr1",5840,"","",1,0,"","",""
196,"Metadata/Items/Armours/Helmets/HelmetStr2",5841,"","",1,0,"","",""
197,"Metadata/Items/Armours/Helmets/HelmetStr3",5842,"","",1,0,"","",""
198,"Metadata/Items/Armours/Helmets/HelmetStr4",5843,"","",1,0,"","",""
199,"Metadata/Items/Armours/Helmets/HelmetStr5",5844,"","",1,0,"","",""
200,"Metadata/Items/Armours/Helmets/HelmetStr6",5845,"","",1,0,"","",""
201,"Metadata/Items/Armours/Helmets/HelmetStr7",5846,"","",1,0,"","",""
202,"Metadata/Items/Armours/Helmets/HelmetStr8",5847,"","",1,0,"","",""
203,"Metadata/Items/Armours/Helmets/HelmetStr9",5848,"","",1,0,"","",""
204,"Metadata/Items/Armours/Helmets/HelmetStr10",5849,"","",1,0,"","",""
205,"Metadata/Items/Armours/Helmets/HelmetStr11",5850,"","",1,0,"","",""
206,"Metadata/Items/Armours/Helmets/HelmetDex1",5851,"","",2,0,"","",""
207,"Metadata/Items/Armours/Helmets/HelmetDex2",5852,"","",2,0,"","",""
208,"Metadata/Items/Armours/Helmets/HelmetDex3",5853,"","",2,0,"","",""
209,"Metadata/Items/Armours/Helmets/HelmetDex4",5854,"","",2,0,"","",""
210,"Metadata/Items/Armours/Helmets/HelmetDex5",5855,"","",2,0,"","",""
211,"Metadata/Items/Armours/Helmets/HelmetDex6",5856,"","",2,0,"","",""
212,"Metadata/Items/Armours/Helmets/HelmetDex7",5857,"","",2,0,"","",""
213,"Metadata/Items/Armours/Helmets/HelmetDex8",5858,"","",2,0,"","",""
214,"Metadata/Items/Armours/Helmets/HelmetDex9",5859,"","",2,0,"","",""
215,"Metadata/Items/Armours/Helmets/HelmetDex10",5860,"","",2,0,"","",""
216,"Metadata/Items/Armours/Helmets/HelmetInt1",5861,"","",3,0,"","",""
217,"Metadata/Items/Armours/Helmets/HelmetInt2",5862,"","",3,0,"","",""
218,"Metadata/Items/Armours/Helmets/HelmetInt3",5863,"","",3,0,"","",""
219,"Metadata/Items/Armours/Helmets/HelmetInt4",5864,"","",3,0,"","",""
220,"Metadata/Items/Armours/Helmets/HelmetInt5",5865,"","",3,0,"","",""
221,"Metadata/Items/Armours/Helmets/HelmetInt6",5866,"","",3,0,"","",""
222,"Metadata/Items/Armours/Helmets/HelmetInt7",5867,"","",3,0,"","",""
223,"Metadata/Items/Armours/Helmets/HelmetInt8",5868,"","",3,0,"","",""
224,"Metadata/Items/Armours/Helmets/HelmetInt9",5869,"","",3,0,"","",""
225,"Metadata/Items/Armours/Helmets/HelmetInt10",5870,"","",3,0,"","",""
226,"Metadata/Items/Armours/Helmets/HelmetInt11",5871,"","",3,0,"","",""
227,"Metadata/Items/Armours/Helmets/HelmetStrDex1",5872,"","",4,0,"","",""
228,"Metadata/Items/Armours/Helmets/HelmetStrDex2",5873,"","",4,0,"","",""
229,"Metadata/Items/Armours/Helmets/HelmetStrDex3",5874,"","",4,0,"","",""
230,"Metadata/Items/Armours/Helmets/HelmetStrDex4",5875,"","",4,0,"","",""
231,"Metadata/Items/Armours/Helmets/HelmetStrDex5",5876,"","",4,0,"","",""
232,"Metadata/Items/Armours/Helmets/HelmetStrDex6",5877,"","",4,0,"","",""
233,"Metadata/Items/Armours/Helmets/HelmetStrDex7",5878,"","",4,0,"","",""
234,"Metadata/Items/Armours/Helmets/HelmetStrDex8",5879,"","",4,0,"","",""
235,"Metadata/Items/Armours/Helmets/HelmetStrDex9",5880,"","",4,0,"","",""
236,"Metadata/Items/Armours/Helmets/HelmetStrDex10",5881,"","",4,0,"","",""
237,"Metadata/Items/Armours/Helmets/HelmetStrInt1",5885,"","",6,0,"","",""
238,"Metadata/Items/Armours/Helmets/HelmetStrInt2",5886,"","",6,0,"","",""
239,"Metadata/Items/Armours/Helmets/HelmetStrInt3",5887,"","",6,0,"","",""
240,"Metadata/Items/Armours/Helmets/HelmetStrInt4",5888,"","",6,0,"","",""
241,"Metadata/Items/Armours/Helmets/HelmetStrInt5",5889,"","",6,0,"","",""
242,"Metadata/Items/Armours/Helmets/HelmetStrInt6",5890,"","",6,0,"","",""
243,"Metadata/Items/Armours/Helmets/HelmetStrInt7",5891,"","",6,0,"","",""
244,"Metadata/Items/Armours/Helmets/HelmetStrInt8",5892,"","",6,0,"","",""
245,"Metadata/Items/Armours/Helmets/HelmetStrInt9",5893,"","",6,0,"","",""
246,"Metadata/Items/Armours/Helmets/HelmetStrInt10",5894,"","",6,0,"","",""
247,"Metadata/Items/Armours/Helmets/HelmetDexInt1",5898,"","",5,0,"","",""
248,"Metadata/Items/Armours/Helmets/HelmetDexInt2",5899,"","",5,0,"","",""
249,"Metadata/Items/Armours/Helmets/HelmetDexInt3",5900,"","",5,0,"","",""
250,"Metadata/Items/Armours/Helmets/HelmetDexInt4",5901,"","",5,0,"","",""
251,"Metadata/Items/Armours/Helmets/HelmetDexInt5",5902,"","",5,0,"","",""
252,"Metadata/Items/Armours/Helmets/HelmetDexInt6",5903,"","",5,0,"","",""
253,"Metadata/Items/Armours/Helmets/HelmetDexInt7",5904,"","",5,0,"","",""
254,"Metadata/Items/Armours/Helmets/HelmetDexInt8",5905,"","",5,0,"","",""
255,"Metadata/Items/Armours/Helmets/HelmetDexInt9",5906,"","",5,0,"","",""
256,"Metadata/Items/Armours/Helmets/HelmetDexInt10",5907,"","",5,0,"","",""
257,"Metadata/Items/Armours/Helmets/HelmetDexInt11",5908,"","",5,0,"","",""
258,"Metadata/Items/Armours/Gloves/GlovesStr1",6095,"","",1,2,"","",""
259,"Metadata/Items/Armours/Gloves/GlovesStr2",6096,"","",1,2,"","",""
260,"Metadata/Items/Armours/Gloves/GlovesStr3",6097,"","",1,2,"","",""
261,"Metadata/Items/Armours/Gloves/GlovesStr4",6098,"","",1,2,"","",""
262,"Metadata/Items/Armours/Gloves/GlovesStr5",6099,"","",1,2,"","",""
263,"Metadata/Items/Armours/Gloves/GlovesStr6",6100,"","",1,2,"","",""
264,"Metadata/Items/Armours/Gloves/GlovesStr7",6101,"","",1,2,"","",""
265,"Metadata/Items/Armours/Gloves/GlovesStr8",6102,"","",1,2,"","",""
266,"Metadata/Items/Armours/Gloves/GlovesStr9",6103,"","",1,2,"","",""
267,"Metadata/Items/Armours/Gloves/GlovesDex1",6107,"","",2,2,"","",""
268,"Metadata/Items/Armours/Gloves/GlovesDex2",6108,"","",2,2,"","",""
269,"Metadata/Items/Armours/Gloves/GlovesDex3",6109,"","",2,2,"","",""
270,"Metadata/Items/Armours/Gloves/GlovesDex4",6110,"","",2,2,"","",""
271,"Metadata/Items/Armours/Gloves/GlovesDex5",6111,"","",2,2,"","",""
272,"Metadata/Items/Armours/Gloves/GlovesDex6",6112,"","",2,2,"","",""
273,"Metadata/Items/Armours/Gloves/GlovesDex7",6113,"","",2,2,"","",""
274,"Metadata/Items/Armours/Gloves/GlovesDex8",6114,"","",2,2,"","",""
275,"Metadata/Items/Armours/Gloves/GlovesDex9",6115,"","",2,2,"","",""
276,"Metadata/Items/Armours/Gloves/GlovesInt1",6119,"","",3,2,"","",""
277,"Metadata/Items/Armours/Gloves/GlovesInt2",6120,"","",3,2,"","",""
278,"Metadata/Items/Armours/Gloves/GlovesInt3",6121,"","",3,2,"","",""
279,"Metadata/Items/Armours/Gloves/GlovesInt4",6122,"","",3,2,"","",""
280,"Metadata/Items/Armours/Gloves/GlovesInt5",6123,"","",3,2,"","",""
281,"Metadata/Items/Armours/Gloves/GlovesInt6",6124,"","",3,2,"","",""
282,"Metadata/Items/Armours/Gloves/GlovesInt7",6125,"","",3,2,"","",""
283,"Metadata/Items/Armours/Gloves/GlovesInt8",6126,"","",3,2,"","",""
284,"Metadata/Items/Armours/Gloves/GlovesInt9",6127,"","",3,2,"","",""
285,"Metadata/Items/Armours/Gloves/GlovesStrDex1",6131,"","",4,2,"","",""
286,"Metadata/Items/Armours/Gloves/GlovesStrDex2",6132,"","",4,2,"","",""
287,"Metadata/Items/Armours/Gloves/GlovesStrDex3",6133,"","",4,2,"","",""
288,"Metadata/Items/Armours/Gloves/GlovesStrDex4",6134,"","",4,2,"","",""
289,"Metadata/Items/Armours/Gloves/GlovesStrDex5",6135,"","",4,2,"","",""
290,"Metadata/Items/Armours/Gloves/GlovesStrDex6",6136,"","",4,2,"","",""
291,"Metadata/Items/Armours/Gloves/GlovesStrDex7",6137,"","",4,2,"","",""
292,"Metadata/Items/Armours/Gloves/GlovesStrDex8",6138,"","",4,2,"","",""
293,"Metadata/Items/Armours/Gloves/GlovesStrInt1",6139,"","",6,2,"","",""
294,"Metadata/Items/Armours/Gloves/GlovesStrInt2",6140,"","",6,2,"","",""
295,"Metadata/Items/Armours/Gloves/GlovesStrInt3",6141,"","",6,2,"","",""
296,"Metadata/Items/Armours/Gloves/GlovesStrInt4",6142,"","",6,2,"","",""
297,"Metadata/Items/Armours/Gloves/GlovesStrInt5",6143,"","",6,2,"","",""
298,"Metadata/Items/Armours/Gloves/GlovesStrInt6",6144,"","",6,2,"","",""
299,"Metadata/Items/Armours/Gloves/GlovesStrInt7",6145,"","",6,2,"","",""
300,"Metadata/Items/Armours/Gloves/GlovesStrInt8",6146,"","",6,2,"","",""
301,"Metadata/Items/Armours/Gloves/GlovesDexInt1",6147,"","",5,2,"","",""
302,"Metadata/Items/Armours/Gloves/GlovesDexInt2",6148,"","",5,2,"","",""
303,"Metadata/Items/Armours/Gloves/GlovesDexInt3",6149,"","",5,2,"","",""
304,"Metadata/Items/Armours/Gloves/GlovesDexInt4",6150,"","",5,2,"","",""
305,"Metadata/Items/Armours/Gloves/GlovesDexInt5",6151,"","",5,2,"","",""
306,"Metadata/Items/Armours/Gloves/GlovesDexInt6",6152,"","",5,2,"","",""
307,"Metadata/Items/Armours/Gloves/GlovesDexInt7",6153,"","",5,2,"","",""
308,"Metadata/Items/Armours/Gloves/GlovesDexInt8",6154,"","",5,2,"","",""
309,"Metadata/Items/Armours/Boots/BootsStr1",6024,"","",1,3,"","",""
310,"Metadata/Items/Armours/Boots/BootsStr2",6025,"","",1,3,"","",""
311,"Metadata/Items/Armours/Boots/BootsStr3",6026,"","",1,3,"","",""
312,"Metadata/Items/Armours/Boots/BootsStr4",6027,"","",1,3,"","",""
313,"Metadata/Items/Armours/Boots/BootsStr5",6028,"","",1,3,"","",""
314,"Metadata/Items/Armours/Boots/BootsStr6",6029,"","",1,3,"","",""
315,"Metadata/Items/Armours/Boots/BootsStr7",6030,"","",1,3,"","",""
316,"Metadata/Items/Armours/Boots/BootsStr8",6031,"","",1,3,"","",""
317,"Metadata/Items/Armours/Boots/BootsStr9",6032,"","",1,3,"","",""
