"rownum","GrantedEffectsKey","StatsKeys","StatsValuesPermille","[rid]","[rid]"
119,1105,[12381],[50000],[],[]
120,1110,[2022],[1000],[],[]
121,1124,[12571],[250],[],[]
122,1132,[729],[250],[],[]
123,1137,[14761],[1000],[],[]
124,1167,[216],[1000],[],[]
125,1168,[216],[1000],[],[]
126,1169,[216],[1000],[],[]
127,1172,[216],[1000],[],[]
128,1204,[546],[50],[],[]
129,1205,[546],[50],[],[]
130,1206,[546],[50],[],[]
131,1208,[546],[50],[],[]
132,286,[3335],[1000],[],[]
133,288,[215],[1000],[],[]
134,1236,[5806],[1000],[],[]
135,1237,[3824],[1000],[],[]
136,1238,[5806],[1000],[],[]
137,1251,[12879],[2000],[],[]
138,1252,[19288],[2500],[],[]
139,1253,[12879],[2000],[],[]
140,11330,[12879],[2000],[],[]
141,1266,[618],[500],[],[]
142,1268,[487],[500],[],[]
143,1269,[215],[500],[],[]
144,1271,[49],[500],[],[]
145,1272,[42],[500],[],[]
146,1274,[616],[500],[],[]
147,1275,[159],[1000],[],[]
148,1276,[6038],[500],[],[]
149,1277,[342],[500],[],[]
150,1278,[18328],[100],[],[]
151,1279,[18328],[100],[],[]
152,1280,[12413],[100],[],[]
153,11332,[18328],[100],[],[]
154,1421,[19033],[50],[],[]
155,1422,[172],[100],[],[]
156,1423,[19033],[50],[],[]
157,3516,[17296],[500],[],[]
158,3517,[19411],[10000],[],[]
159,3518,[17296],[500],[],[]
160,3520,[17296],[500],[],[]
161,1480,[658],[2000],[],[]
162,1484,[215],[1000],[],[]
163,1485,[215],[1000],[],[]
164,1497,[3479],[500],[],[]
165,1498,[11697],[150],[],[]
166,1499,[3479],[500],[],[]
167,1500,[3479],[500],[],[]
168,1819,[6034],[1000],[],[]
169,1820,[6034],[1000],[],[]
170,1821,[6034],[1000],[],[]
171,1837,[788],[100],[],[]
172,1838,[19620],[50],[],[]
173,1839,[788],[100],[],[]
174,11328,[788],[100],[],[]
175,1848,[433],[2000],[],[]
176,1854,[433],[2000],[],[]
177,1858,[141],[250],[],[]
178,1860,[433],[2000],[],[]
179,1867,[433],[2000],[],[]
180,1868,[433],[2000],[],[]
181,1873,[433],[2000],[],[]
182,1880,[433],[2000],[],[]
183,1874,[433],[2000],[],[]
184,1883,[433],[2000],[],[]
185,1884,[433],[2000],[],[]
186,1889,[433],[2000],[],[]
187,1896,[433],[2000],[],[]
188,1905,[433],[2000],[],[]
189,1915,[7801],[1000],[],[]
190,1916,[7801],[1000],[],[]
191,1917,[7801],[1000],[],[]
192,1923,[2656],[500],[],[]
193,1924,[1931],[250],[],[]
194,1930,[433],[2000],[],[]
195,1933,[433],[2000],[],[]
196,1934,[12869],[100],[],[]
197,1935,[497],[500],[],[]
198,1937,[497],[500],[],[]
199,1938,[25],[500],[],[]
200,1939,[24],[500],[],[]
201,1940,[1340],[500],[],[]
202,1950,[1787],[500],[],[]
203,1953,[10014],[1000],[],[]
204,1955,[5708],[100],[],[]
205,1956,[5708],[100],[],[]
206,1957,[5708],[100],[],[]
207,1967,[19518],[1000],[],[]
208,11341,[19518],[1000],[],[]
209,1973,[356],[200000],[],[]
210,1974,[356],[50000],[],[]
211,1975,[8433],[4000],[],[]
212,1976,[356],[50000],[],[]
213,1987,[679],[1000],[],[]
214,1988,[311],[4000],[],[]
215,1989,[311],[4000],[],[]
216,1990,[311],[4000],[],[]
217,2048,[19518],[1000],[],[]
218,2049,[19518],[1000],[],[]
219,2096,[19033],[100],[],[]
220,2097,[19033],[100],[],[]
221,2098,[19033],[150],[],[]
222,2129,[14806],[500],[],[]
223,2131,[10736],[4000],[],[]
224,2132,[10736],[4000],[],[]
225,2133,[10736],[4000],[],[]
226,11331,[10736],[4000],[],[]
227,2145,[5708],[100],[],[]
228,2146,[5708],[100],[],[]
229,2147,[5708],[100],[],[]
230,2171,[172],[50],[],[]
231,2172,[1127],[100],[],[]
232,2173,[172],[50],[],[]
233,3191,[172],[50],[],[]
234,2198,[215],[1000],[],[]
235,11325,[215],[1000],[],[]
236,2210,[175],[2000],[],[]
237,2211,[19282],[2000],[],[]
238,2212,[175],[2000],[],[]
239,2254,[1340],[500],[],[]
240,2257,[42],[500],[],[]
241,2258,[49],[500],[],[]
242,2259,[56],[500],[],[]
243,2261,[11823],[500],[],[]
244,2264,[497],[500],[],[]
245,2265,[175],[500],[],[]
246,2266,[207],[-1000],[],[]
247,2279,[206],[-1000],[],[]
248,2287,[205],[-1000],[],[]
249,2313,[18328],[100],[],[]
250,2314,[18328],[100],[],[]
251,2316,[3335],[1000],[],[]
252,2383,[1230],[500],[],[]
253,2384,[19115],[250],[],[]
254,2385,[1230],[500],[],[]
255,2396,[433],[500],[],[]
256,2442,[1359],[500],[],[]
257,2444,[25],[500],[],[]
258,2447,[433],[500],[],[]
259,2449,[1249],[500],[],[]
260,2450,[952],[100],[],[]
261,2451,[952],[100],[],[]
262,2452,[952],[100],[],[]
263,2463,[209],[500],[],[]
264,2464,[10239],[100],[],[]
265,2472,[461],[0],[],[]
266,2473,[2022],[500],[],[]
267,2509,[2280],[100],[],[]
268,2510,[2280],[100],[],[]
269,2511,[2280],[100],[],[]
270,2512,[2280],[100],[],[]
271,2586,[9300],[1000],[],[]
272,2587,[555],[1000],[],[]
273,2588,[2602],[500],[],[]
274,2589,[25],[500],[],[]
275,2590,[311],[1000],[],[]
276,2591,[231],[5000],[],[]
277,2606,[4156],[750],[],[]
278,2607,[4156],[750],[],[]
279,2608,[4156],[750],[],[]
280,2610,[6458],[250],[],[]
281,2650,[177],[1000],[],[]
282,2673,[340],[1000],[],[]
283,2701,[616],[2000],[],[]
284,2702,[616],[2000],[],[]
285,2703,[616],[2000],[],[]
286,2705,[19222],[500],[],[]
287,2706,[19222],[500],[],[]
288,2707,[19222],[500],[],[]
289,2714,[19222],[500],[],[]
290,2778,[497],[500],[],[]
291,2779,[2961],[-500],[],[]
292,2782,[2475],[3000],[],[]
293,2784,[13000],[-500],[],[]
294,2785,[1840],[1000],[],[]
295,2792,[5713],[100],[],[]
296,2793,[5713],[50],[],[]
297,2794,[5713],[100],[],[]
298,11327,[5713],[100],[],[]
299,2852,[231],[5000],[],[]
300,2854,[144],[500],[],[]
301,2858,[146],[500],[],[]
302,2862,[148],[500],[],[]
303,2866,[12609],[750],[],[]
304,2867,[12609],[750],[],[]
305,2868,[12609],[750],[],[]
306,2879,[433],[500],[],[]
307,2939,[13019],[50],[],[]
308,2940,[8002],[100],[],[]
309,2941,[13019],[50],[],[]
310,2942,[24],[1000],[],[]
311,2992,[19033],[50],[],[]
312,2993,[3441],[200],[],[]
313,2994,[19033],[50],[],[]
314,3017,[26],[500],[],[]
315,3018,[3598],[1500],[],[]
316,3019,[12007],[2000],[],[]
317,3020,[3598],[1500],[],[]
318,3053,[2042],[1000],[],[]
319,3054,[19087],[500],[],[]
320,3055,[2042],[1000],[],[]
321,3075,[231],[5000],[],[]
322,3083,[216],[1000],[],[]
323,3116,[4409],[500],[],[]
324,3125,[4409],[500],[],[]
325,3130,[12440],[2500],[],[]
326,3131,[2104],[100],[],[]
327,3132,[12440],[2500],[],[]
328,3198,[7801],[1000],[],[]
329,3515,[2270],[250],[],[]
330,3546,"[215,3335]","[1000,1000]",[],[]
331,3547,"[215,3335]","[1000,1000]",[],[]
332,3718,[175],[2000],[],[]
333,3719,[19036],[200],[],[]
334,3720,[175],[2000],[],[]
335,3753,[843],[2000],[],[]
336,3754,[6501],[15000],[],[]
337,3755,[5708],[100],[],[]
338,3756,[11923],[1000],[],[]
339,3757,[11440],[250],[],[]
340,3758,[12879],[2000],[],[]
341,3766,[12573],[250],[],[]
342,3970,[95],[2000],[],[]
343,3971,[95],[2000],[],[]
344,3972,[18328],[100],[],[]
345,4298,[2505],[50],[],[]
346,4299,[2505],[50],[],[]
347,4300,[2505],[50],[],[]
348,4310,[3335],[2000],[],[]
349,4311,[3335],[2000],[],[]
350,4312,[3335],[2000],[],[]
351,4316,[3335],[2000],[],[]
352,4317,[3335],[2000],[],[]
353,4318,[3335],[2000],[],[]
354,4409,[3335],[2000],[],[]
355,4411,[3335],[2000],[],[]
356,4413,[8086],[1000],[],[]
357,4414,[8086],[1000],[],[]
358,4415,[8086],[1000],[],[]
359,4425,[26],[500],[],[]
360,4434,[2542],[1000],[],[]
361,4442,[5121],[1000],[],[]
362,4443,[12879],[2000],[],[]
363,4444,[18385],[1000],[],[]
364,4447,[5121],[1000],[],[]
365,4448,[12879],[2000],[],[]
366,4449,[3335],[2000],[],[]
367,4452,[5121],[1000],[],[]
368,4453,[12879],[2000],[],[]
369,4454,[3335],[2000],[],[]
370,4494,[2071],[1000],[],[]
371,4496,[447],[750],[],[]
372,4497,[447],[750],[],[]
373,4498,[447],[750],[],[]
374,4515,[3335],[2000],[],[]
375,4512,[3015],[500],[],[]
376,4566,[3335],[2000],[],[]
377,10367,[461],[0],[],[]
378,4653,[3335],[500],[],[]
379,4654,[3335],[500],[],[]
380,4655,[11671],[2000],[],[]
381,4700,[19283],[200],[],[]
382,4701,[19283],[200],[],[]
383,4702,[19283],[200],[],[]
384,4703,[2948],[1000],[],[]
385,4722,[19033],[100],[],[]
386,4723,[3186],[500],[],[]
387,4724,[19033],[100],[],[]
388,4773,[1652],[100],[],[]
389,4774,[2912],[1000],[],[]
390,4775,[6265],[100000],[],[]
391,4777,[172],[100],[],[]
392,4778,[172],[100],[],[]
393,4779,[172],[100],[],[]
394,4819,[24],[500],[],[]
395,4835,[18069],[250],[],[]
396,4836,[12061],[2000],[],[]
397,4837,[18069],[250],[],[]
398,4842,[1871],[1000],[],[]
399,4843,[1871],[1000],[],[]
400,4844,[1871],[1000],[],[]
401,4851,[4156],[750],[],[]
402,4852,[4156],[750],[],[]
403,4853,[4156],[750],[],[]
404,4930,[177],[500],[],[]
405,4940,[19036],[50],[],[]
406,4941,[19036],[50],[],[]
407,4942,[19036],[50],[],[]
408,4962,[175],[2000],[],[]
409,4963,[5708],[200],[],[]
410,4964,[175],[2000],[],[]
411,4972,[7939],[50],[],[]
412,4973,[7939],[50],[],[]
413,4974,[8433],[2000],[],[]
414,4987,[5112],[250],[],[]
415,4988,[356],[10000],[],[]
416,4989,[5112],[250],[],[]
417,5012,[3335],[1000],[],[]
418,5013,[18328],[100],[],[]
419,5014,[356],[25000],[],[]
420,5042,[1127],[100],[],[]
421,5043,[1127],[100],[],[]
422,5044,[1127],[100],[],[]
423,5086,[5121],[1000],[],[]
424,5087,[12879],[2000],[],[]
425,5088,[5121],[1000],[],[]
426,5122,[3365],[1500],[],[]
427,5123,[356],[25000],[],[]
428,5124,[3365],[1500],[],[]
429,5154,[6053],[500],[],[]
430,5156,[18328],[100],[],[]
431,5157,[18328],[100],[],[]
432,5158,[18328],[100],[],[]
433,5161,[215],[1000],[],[]
434,5169,[3699],[2500],[],[]
435,5170,[356],[20000],[],[]
436,5171,[3699],[2500],[],[]
437,5192,[63],[500],[],[]
438,5193,[25],[500],[],[]
439,5194,[1972],[500],[],[]
440,5203,[311],[1000],[],[]
441,5204,[1229],[200],[],[]
442,5205,[1229],[200],[],[]
443,5206,[1229],[200],[],[]
444,10383,[12219],[50],[],[]
445,10384,[12220],[100],[],[]
446,10385,[12219],[50],[],[]
447,5417,[49],[1000],[],[]
448,5418,[49],[1000],[],[]
449,5419,[49],[1000],[],[]
450,5444,[5708],[100],[],[]
451,5445,[5708],[100],[],[]
452,5446,[5708],[100],[],[]
453,5474,[485],[500],[],[]
454,5475,[1837],[250],[],[]
455,5476,[356],[40000],[],[]
456,5477,[356],[50000],[],[]
457,5478,[3189],[50000],[],[]
458,5490,[1785],[500],[],[]
459,5502,[4562],[250],[],[]
460,5503,[19110],[250],[],[]
461,5504,[4562],[250],[],[]
462,11322,[4562],[250],[],[]
463,5510,[4409],[500],[],[]
464,5535,[5121],[1000],[],[]
465,5536,[12879],[2000],[],[]
466,5537,[5121],[1000],[],[]
467,5553,[9655],[1500],[],[]
468,5554,[9655],[1500],[],[]
469,5555,[9655],[1500],[],[]
470,5558,[11997],[1000],[],[]
471,5559,[5708],[250],[],[]
472,5560,[6034],[2000],[],[]
473,5570,[4578],[100],[],[]
474,5571,[4578],[100],[],[]
475,5572,[4578],[100],[],[]
476,5669,[5059],[500],[],[]
477,5670,[5059],[200],[],[]
478,5671,[5059],[500],[],[]
479,5882,[173],[100],[],[]
480,5883,[19282],[1000],[],[]
481,5884,[173],[100],[],[]
482,6055,[6333],[500],[],[]
483,6057,[9304],[500],[],[]
484,6475,[42],[500],[],[]
485,6476,[6033],[500],[],[]
486,6478,[3360],[500],[],[]
487,6479,[1972],[500],[],[]
488,7247,[63],[500],[],[]
489,7248,[1972],[500],[],[]
490,7249,[3360],[500],[],[]
491,7250,[7754],[1000],[],[]
492,7252,[42],[500],[],[]
493,7253,[6067],[500],[],[]
494,7254,[26],[500],[],[]
495,7778,[2602],[500],[],[]
496,7780,[25],[500],[],[]
497,8055,[12619],[2000],[],[]
498,8056,[18328],[150],[],[]
499,8057,[12619],[2000],[],[]
500,8066,[9936],[1000],[],[]
501,8107,[12969],[500],[],[]
502,8108,[12969],[500],[],[]
503,8109,[12969],[500],[],[]
504,8167,[6842],[200],[],[]
505,8168,[13213],[200],[],[]
506,8169,[6842],[200],[],[]
507,8252,[433],[2000],[],[]
508,8253,[433],[2000],[],[]
509,8254,[433],[2000],[],[]
510,8266,[12151],[1500],[],[]
511,8267,[19357],[250],[],[]
512,8268,[12151],[1500],[],[]
513,8326,[8839],[-20000],[],[]
514,8327,[497],[500],[],[]
515,8329,[433],[500],[],[]
516,8331,[10601],[750],[],[]
517,8333,[6883],[500],[],[]
518,8364,[2602],[500],[],[]
519,8607,[1385],[500],[],[]
520,8661,[3335],[2000],[],[]
521,8731,[7702],[100],[],[]
522,8732,[7702],[100],[],[]
523,8733,[18328],[150],[],[]
524,8734,[3335],[1000],[],[]
525,8735,[3335],[1000],[],[]
526,8736,[3335],[1000],[],[]
527,8739,[7725],[50],[],[]
528,8740,[4156],[750],[],[]
529,8741,[7725],[100],[],[]
530,8744,[7744],[200],[],[]
531,8745,[7744],[200],[],[]
532,8746,[7744],[200],[],[]
533,8748,[7736],[50],[],[]
534,8749,[7736],[50],[],[]
535,8750,[7736],[50],[],[]
536,8751,[17346],[1000],[],[]
537,8752,[1249],[1000],[],[]
538,8753,[17346],[1000],[],[]
539,8760,[17346],[1000],[],[]
540,8762,[8011],[1000],[],[]
541,8763,[8011],[1000],[],[]
542,8764,[8011],[1000],[],[]
543,8767,[19033],[50],[],[]
544,8768,[356],[40000],[],[]
545,8769,[5112],[250],[],[]
546,8774,[7770],[100],[],[]
547,8775,"[7773,7771]","[5000,2500]",[],[]
548,8776,[7770],[100],[],[]
549,8779,[19036],[200],[],[]
550,8780,[19036],[200],[],[]
551,8782,[19036],[400],[],[]
552,8785,[19036],[200],[],[]
553,8789,[1785],[500],[],[]
554,8832,[7943],[1000],[],[]
555,8833,[4281],[1500],[],[]
556,8834,[7711],[1000],[],[]
557,8835,[7711],[1000],[],[]
558,8836,[7711],[1000],[],[]
559,8838,[7779],[500],[],[]
560,8839,[7779],[500],[],[]
561,8840,[7779],[500],[],[]
562,8842,[7711],[1000],[],[]
563,8845,[1786],[1000],[],[]
564,8850,[18328],[150],[],[]
565,8885,[3365],[1500],[],[]
566,8886,[7711],[500],[],[]
567,8887,[7711],[500],[],[]
568,8888,[7711],[500],[],[]
569,8891,"[2524,19601]","[500,1000]",[],[]
570,8892,[14304],[1000],[],[]
571,8893,[2524],[500],[],[]
572,11321,[2524],[500],[],[]
573,9021,[8148],[100],[],[]
574,9022,[8148],[50],[],[]
575,9023,[8148],[50],[],[]
576,9030,[356],[10000],[],[]
577,9031,[19036],[100],[],[]
578,9032,[356],[5000],[],[]
579,9039,[4524],[2000],[],[]
580,9040,[12879],[1000],[],[]
581,9041,[4524],[2000],[],[]
582,9167,[63],[500],[],[]
583,9197,[49],[500],[],[]
584,9226,[8407],[100],[],[]
585,9227,[8407],[100],[],[]
586,9228,[8407],[100],[],[]
587,9239,[19033],[50],[],[]
588,9240,[19033],[100],[],[]
589,9241,[19033],[50],[],[]
590,9242,[8431],[50],[],[]
591,9243,[8539],[500],[],[]
592,9244,[8431],[50],[],[]
593,9246,[497],[1000],[],[]
594,9248,[1931],[500],[],[]
595,9249,[1931],[500],[],[]
596,9260,[8433],[2000],[],[]
597,9261,[8433],[2000],[],[]
598,9262,[8433],[2000],[],[]
599,9264,[1340],[500],[],[]
600,9291,[8539],[500],[],[]
601,9292,[18328],[100],[],[]
602,9293,[18328],[100],[],[]
603,9295,[3335],[1000],[],[]
604,9580,"[5708,9204]","[100,150]",[],[]
605,9581,[8847],[1000],[],[]
606,9582,"[5708,9204]","[100,150]",[],[]
607,9588,[356],[10000],[],[]
608,9589,[175],[2000],[],[]
609,9590,[356],[10000],[],[]
610,9640,[8902],[1000],[],[]
611,9641,[356],[10000],[],[]
612,9642,[8902],[1000],[],[]
613,9643,[1385],[1000],[],[]
614,9644,[461],[1],[],[]
615,9645,[3821],[750],[],[]
616,9646,[3821],[750],[],[]
617,9647,[3821],[750],[],[]
618,9650,[9047],[500],[],[]
619,9651,[433],[2000],[],[]
620,9653,[356],[20000],[],[]
621,9654,[356],[20000],[],[]
622,9655,[356],[20000],[],[]
623,9656,[9102],[1000],[],[]
624,9657,[8867],[200],[],[]
625,9658,[9102],[1000],[],[]
626,9660,[433],[2000],[],[]
627,9743,[618],[500],[],[]
628,9744,[25],[500],[],[]
629,9747,[433],[2000],[],[]
630,9767,[3335],[500],[],[]
631,9770,[3335],[500],[],[]
632,9779,[9310],[50],[],[]
633,9780,[9310],[50],[],[]
634,9781,[9310],[50],[],[]
635,9783,[3335],[500],[],[]
636,9785,[3335],[500],[],[]
637,9786,[9341],[100],[],[]
638,9787,[9341],[100],[],[]
639,9788,[9341],[50],[],[]
640,9790,[9855],[50],[],[]
641,9791,[12924],[2000],[],[]
642,9792,[9855],[50],[],[]
643,9797,[13002],[500],[],[]
644,9798,[1359],[500],[],[]
645,9799,[1359],[500],[],[]
646,9802,[11671],[500],[],[]
647,9803,[19091],[200],[],[]
648,9804,[11671],[500],[],[]
649,9827,[3335],[500],[],[]
650,9828,[8433],[500],[],[]
651,9830,[433],[2000],[],[]
652,9860,[433],[500],[],[]
653,9895,[2602],[500],[],[]
654,9940,[5121],[1000],[],[]
655,9941,[12879],[2000],[],[]
656,9942,[2092],[6000],[],[]
657,9936,[172],[100],[],[]
658,9937,[172],[100],[],[]
659,9938,[172],[100],[],[]
660,9947,[10119],[100],[],[]
661,9948,[9942],[200],[],[]
662,9950,[616],[500],[],[]
663,9952,[461],[0],[],[]
664,9951,[487],[500],[],[]
665,9955,[553],[1000],[],[]
666,9956,[10007],[-250],[],[]
667,9958,[19033],[50],[],[]
668,9959,[19033],[50],[],[]
669,9960,[19033],[50],[],[]
670,9964,[19033],[100],[],[]
671,9965,[19033],[100],[],[]
672,9966,[1931],[1000],[],[]
673,9961,[10051],[50],[],[]
674,9962,[10051],[50],[],[]
675,9963,[10051],[50],[],[]
676,9967,[616],[2000],[],[]
677,9984,[1787],[500],[],[]
678,9985,[487],[500],[],[]
679,9987,[10395],[1000],[],[]
680,9988,[10395],[1000],[],[]
681,9989,[10395],[1000],[],[]
682,9990,[10287],[500],[],[]
683,9991,[10287],[500],[],[]
684,9992,[10287],[500],[],[]
685,11320,[3361],[1000],[],[]
686,9996,"[1837,312]","[250,250]",[],[]
687,9995,[1787],[500],[],[]
688,10005,[175],[2000],[],[]
689,10006,[175],[2000],[],[]
690,10007,[175],[2000],[],[]
691,10008,[497],[500],[],[]
692,10010,[497],[500],[],[]
693,10011,[4524],[1000],[],[]
694,10012,[4524],[1000],[],[]
695,10013,[4524],[1000],[],[]
696,10020,[19036],[50],[],[]
697,10021,[19036],[50],[],[]
698,10022,[19036],[50],[],[]
699,10024,[42],[500],[],[]
700,10025,[10601],[750],[],[]
701,10026,[26],[500],[],[]
702,10027,[209],[500],[],[]
703,10028,[6038],[500],[],[]
704,10029,[42],[500],[],[]
705,10030,[843],[2000],[],[]
706,10031,[489],[500],[],[]
707,10032,[433],[500],[],[]
708,10033,[1359],[500],[],[]
709,10034,[49],[500],[],[]
710,10035,[497],[500],[],[]
711,10036,[9300],[1000],[],[]
712,10037,[555],[1000],[],[]
713,10038,[11823],[500],[],[]
714,10039,[49],[500],[],[]
715,10040,[1972],[500],[],[]
716,10041,[497],[500],[],[]
717,10042,[497],[500],[],[]
718,10043,[1972],[500],[],[]
719,10044,[63],[500],[],[]
720,10045,[26],[500],[],[]
721,10046,[63],[500],[],[]
722,10047,[56],[500],[],[]
723,10048,[2071],[1000],[],[]
724,10049,[6333],[500],[],[]
725,10050,[9304],[500],[],[]
726,10051,[25],[500],[],[]
727,10053,[2022],[500],[],[]
728,10054,[485],[500],[],[]
729,10055,[618],[500],[],[]
730,10056,[56],[500],[],[]
731,10057,[487],[500],[],[]
732,10058,[433],[500],[],[]
733,10059,[25],[500],[],[]
734,10060,[6067],[500],[],[]
735,10061,[25],[500],[],[]
736,10128,[4524],[1000],[],[]
737,10130,[10899],[500],[],[]
738,10131,[10899],[500],[],[]
739,10132,[10899],[500],[],[]
740,10133,[216],[500],[],[]
741,10134,[216],[500],[],[]
742,10135,[11630],[2500],[],[]
743,10136,[10857],[50],[],[]
744,10137,[11630],[2500],[],[]
745,10138,[18328],[50],[],[]
746,10139,[18328],[50],[],[]
747,10140,[18328],[150],[],[]
748,10144,[461],[0],[],[]
749,10143,[10870],[1000],[],[]
750,10145,[25],[500],[],[]
751,10285,[3335],[250],[],[]
752,10363,[8428],[500],[],[]
753,10362,[461],[0],[],[]
754,10365,[3335],[2000],[],[]
755,10366,[3335],[2000],[],[]
756,10368,[8539],[500],[],[]
757,10369,[8539],[500],[],[]
758,10370,[8539],[1000],[],[]
759,10371,[11895],[250],[],[]
760,10372,[11895],[250],[],[]
761,10373,[11895],[250],[],[]
762,10374,"[12239,12240]","[50,150]",[],[]
763,10375,"[12239,12240]","[50,150]",[],[]
764,10376,[12077],[1000],[],[]
765,10377,[11861],[50],[],[]
766,10378,[11861],[50],[],[]
767,10379,[11861],[50],[],[]
768,10388,[433],[500],[],[]
769,10394,[11928],[250],[],[]
770,10405,[3477],[500],[],[]
771,10542,[5708],[100],[],[]
772,10543,[5708],[100],[],[]
773,10544,[5708],[100],[],[]
774,10549,[3335],[1000],[],[]
775,10550,[18328],[100],[],[]
776,10551,[3335],[1000],[],[]
777,10558,[12418],[1000],[],[]
778,10560,[8433],[2000],[],[]
779,10561,[8433],[2000],[],[]
780,10562,[8433],[2000],[],[]
781,10564,[12479],[50],[],[]
782,10565,[509],[500],[],[]
783,10566,[12479],[50],[],[]
784,10554,[12547],[500],[],[]
785,10555,[3880],[1000],[],[]
786,10556,[16488],[500],[],[]
787,2260,[485],[500],[],[]
788,10591,[497],[500],[],[]
789,10563,[12367],[-200],[],[]
790,10575,[461],[0],[],[]
791,10577,[433],[500],[],[]
792,10588,[13057],[500],[],[]
793,10589,[13057],[500],[],[]
794,10590,[18328],[100],[],[]
795,10783,[485],[500],[],[]
796,10778,[13229],[500],[],[]
797,10779,[13229],[500],[],[]
798,10780,[13229],[500],[],[]
799,10903,[356],[75000],[],[]
800,10904,[356],[100000],[],[]
801,10905,[356],[75000],[],[]
802,10930,[13944],[250],[],[]
803,10931,[13944],[250],[],[]
804,10932,[13944],[250],[],[]
805,11324,[13944],[250],[],[]
806,10911,[215],[1000],[],[]
807,10971,[13910],[-250],[],[]
808,10916,[582],[1000],[],[]
809,10972,[13911],[250],[],[]
810,10988,[14054],[100000],[],[]
811,11062,[3335],[2000],[],[]
812,11063,[461],[0],[],[]
813,11076,[14230],[500],[],[]
814,11077,[14230],[500],[],[]
