"rownum","Id","MonsterPacksKey","MonsterVarietiesKey","MonsterSpawnerId"
28,"ParasiticSquid",1991,6456,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsParasiticSquid"
29,"SirenSpawn",1992,6460,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsSirenSpawn"
30,"Squid",1993,6464,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsSquid"
31,"SandSpitter",1994,6437,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsSandSpitter"
32,"ShieldCrab",1995,6440,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsShieldCrab"
33,"Crab",1996,6443,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsCrab"
34,"Crab2",1997,6446,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsCrab2"
35,"Frog",1998,6449,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsFrog"
36,"GemFrog",1999,6452,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsGemFrog"
37,"TigerSpiritBoss",2000,6346,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsTigerSpiritBoss"
38,"RhexSpiritBoss",2001,6299,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsRhexSpiritBoss"
39,"ScorpionSpiritBoss",2002,6380,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsScorpionSpiritBoss"
40,"CrabSpiritBoss",2003,6354,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsCrabSpiritBoss"
41,"Parasite","","","Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsParasite"
42,"RoosterDemon","","","Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsCockerel"
43,"PurgeHound",2004,6428,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsHound"
44,"HarvestBeastRed",2005,8290,""
45,"HarvestHellionRed",2006,8282,""
46,"HarvestBrambleHulkRed",2007,8285,""
47,"HarvestSquidGreen",2008,8323,""
48,"HarvestVultureParasiteGreen",2009,8326,""
49,"HarvestPlatedScorpionGreen",2010,8330,""
50,"HarvestRhexBlue",2011,8357,""
51,"HarvestNessaCrabBlue",2012,8360,""
52,"HarvestGoatmanBlue",2013,8365,""
53,"MorriganBeast",3014,9799,""
