"rownum","BaseItemTypesKey","Regular_WorldAreasKey","Unique_WorldAreasKey","MapUpgrade_BaseItemTypesKey","MonsterPacksKeys","AchievementItem","Regular_GuildCharacter","Unique_GuildCharacter","Tier","Shaped_Base_MapsKey","Shaped_AreaLevel","UpgradedFrom_MapsKey","MapsKey2","MapsKey3","MapSeriesKey","bool","bool","bool"
26,7189,791,"",7194,"[831,832,833,834,835,836]",190,"Ó","",4,"",0,"",336,"",1,"","",""
27,7190,792,793,7196,[],191,"É","Ù",4,"",0,"",331,428,1,"","",""
28,7191,794,"",7197,"[789,790,791,792,793,794]",192,"Á","",5,"",0,"",341,"",1,"","",""
29,7192,795,"",7198,[918],193,"Í","",5,"",0,"",341,"",1,"","",""
30,7193,796,"",7199,[937],194,"Ú","",5,"",0,"",344,"",1,"","",""
31,7194,797,"",7200,"[857,858,859,860,861,862,863]",195,"Ü","",5,"",0,"",338,"",1,"","",""
32,7195,798,"",7201,[728],196,"Ö","",5,"",0,"",342,"",1,"","",""
33,7196,799,"",7200,[936],"","Ä","",5,"",0,"",344,"",1,"","",""
34,7197,800,801,7203,"[889,890,891]",197,"Ë","ß",6,"",0,"",356,413,1,"","",""
35,7198,802,"",7202,"[831,832,833,834,835,836]",198,"Ï","",6,"",0,"",352,"",1,"","",""
36,7199,803,804,7204,"[866,867]",199,"Æ","È",6,"",0,"",352,350,1,"","",""
37,7200,805,"",7205,"[763,764,765,766]",200,"Œ","",6,"",0,"",355,"",1,"","",""
38,7201,806,"",7206,"[875,876,877]",201,"Ñ","@",6,"",0,"",356,"",1,"","",""
39,7202,808,809,7208,"[881,882,883]",202,"Ÿ","#",7,"",0,"",372,445,1,"","",""
40,7203,810,"",7207,[902],203,"1","",7,"",0,"",367,"",1,"","",""
41,7204,811,"",7209,"[833,834]",204,"2","",7,"",0,"",367,"",1,"","",""
42,7205,812,"",7210,"[824,825,826]",205,"3","",7,"",0,"",370,"",1,"","",""
43,7206,813,"",7209,[],"","4","",7,"",0,"",370,"",1,"","",""
44,7207,814,"",7211,"[807,801,810,811,802,803,804,805,806,808,809]",206,"5","",8,"",0,"",383,"",1,"","",""
45,7208,815,"",7213,"[894,895]",207,"6","",8,"",0,"",373,"",1,"","",""
46,7209,816,"",7214,[928],208,"7","",8,"",0,"",378,"",1,"","",""
47,7210,817,"",7212,"[787,785,786]",209,"8","",8,"",0,"",374,"",1,"","",""
48,7211,818,"",7216,[830],210,"9","",9,"",0,"",393,"",1,"","",""
49,7212,819,820,7215,"[840,841]",211,"0","$",9,"",0,"",390,390,1,"","",""
50,7213,821,"",7217,"[752,753,756]",212,"?","",9,"",0,"",391,"",1,"","",""
51,7214,822,"",7216,[933],"","!","",9,"",0,"",394,"",1,"","",""
52,7215,823,824,7219,"[767,768,769,770,773,903]",213,"(","p",10,"",0,"",401,446,1,"","",""
53,7216,825,"",7218,"[801,810,811,802,803,804,805,806,808,809]",214,")","",10,"",0,"",396,"",1,"","",""
54,7217,826,"",7220,[],215,"-","",10,"",0,"",396,"",1,"","",""
55,7218,827,"",7222,"[898,899]",216,"/","",11,"",0,"",413,"",1,"","",""
56,7219,828,"",7221,[917],217,"\\","",11,"",0,"",406,"",1,"","",""
57,7220,829,"",7221,[916],"","|","",11,"",0,"",413,"",1,"","",""
58,7221,830,"",7223,"[741,742,743]",218,"=","",12,"",0,"",423,"",1,"","",""
59,7222,831,"",7224,"[878,879]",219,"*","%",12,"",0,"",426,"",1,"","",""
60,7223,833,"","","[931,930]","","†","",13,"",0,"",436,"",1,"","",""
61,7224,834,"","","[926,927]","","‡","",13,"",0,"",450,"",1,"","",""
62,7225,835,"","",[843],"","§","",14,"",0,"",447,"",1,1,"",""
63,7226,836,837,7233,"[807,801,810,811,802,803,804,805,806,808,809]","","A","Å",1,"",0,"",329,426,2,"","",""
64,7227,838,"",7234,"[767,768,769,770,771,772,773,903]","","E","",1,"",0,"",326,"",2,"","",""
65,7228,839,"",7235,"[732,733,734,735,736,738]","","I","",1,"",0,"",329,"",2,"","",""
66,7229,840,"",7236,[784],"","O","",1,"",0,"",327,"",2,"","",""
67,7230,841,"",7237,[],"","U","",1,"",0,"",326,"",2,"","",""
68,7231,842,843,7238,"[757,758,759,760,761]","","T","^",1,"",0,"",328,404,2,"","",""
69,7232,844,"",7239,[943],"","N","",1,"",0,"",327,"",2,"","",""
70,7233,845,"",7240,"[885,888]","","S","",2,"",0,"",331,"",2,"","",""
71,7234,846,"",7241,[941],"","H","",2,"",0,"",335,"",2,"","",""
72,7235,847,"",7242,"[824,825,826]","","R","",2,"",0,"",334,"",2,"","",""
73,7236,848,849,7243,"[747,745,746,748,749]","","D","Ç",2,"",0,"",336,381,2,"","",""
74,7237,850,"",7244,"[857,858,859,860,861,862,863]","","L","",2,"",0,"",331,"",2,"","",""
75,7238,851,"",7245,[],"","C","",2,"",0,"",335,"",2,"","",""
76,7239,852,"",7246,[896],"","M","",2,"",0,"",336,"",2,"","",""
77,7240,853,"",7247,[917],"","W","",3,"",0,"",338,"",2,"","",""
78,7241,854,"",7248,"[831,832,833,834,835,836]","","F","",3,"",0,"",341,"",2,"","",""
79,7242,855,856,7249,"[740,842]","","G","g",3,"",0,"",344,398,2,"","",""
80,7243,857,858,7250,[984],"","Y","À",3,"",0,"",342,467,2,"","",""
81,7244,859,"",7251,"[820,948]","","P","",3,"",0,"",341,"",2,"","",""
82,7245,860,"",7252,"[774,775,778]","","B","",3,"",0,"",344,"",2,"","",""
83,7246,861,"",7247,"[739,929]","","V","",3,"",0,"",342,"",2,"","",""
84,7247,862,"",7254,[959],"","K","",4,"",0,"",356,"",2,"","",""
85,7248,863,864,7255,[],"","J","Ô",4,"",0,"",355,441,2,"","",""
86,7249,865,"",7256,[],"","X","",4,"",0,"",353,"",2,"","",""
87,7250,866,"",7257,"[782,783,784]","","Q","",4,"",0,"",352,"",2,"","",""
88,7251,867,"",7258,"[831,832,833,834,835,836]","","Z","",4,"",0,"",349,"",2,"","",""
89,7252,868,869,7259,[],"","Ó","Ù",4,"",0,"",356,428,2,"","",""
90,7253,870,"",7254,"[964,965]","","+","",4,"",0,"",348,"",2,"","",""
91,7254,871,872,7260,"[789,790,791,792,793,794]","","É","æ",5,"",0,"",370,391,2,"","",""
92,7255,873,"",7261,[918],"","Á","",5,"",0,"",371,"",2,"","",""
93,7256,874,"",7262,[937],"","Í","",5,"",0,"",364,"",2,"","",""
94,7257,875,"",7263,"[857,858,859,860,861,862,863]","","Ú","",5,"",0,"",372,"",2,"","",""
95,7258,876,"",7264,[728],"","Ü","",5,"",0,"",369,"",2,"","",""
96,7259,877,"",7265,[936],"","Ö","",5,"",0,"",370,"",2,"","",""
97,7260,878,879,7266,"[889,890,891]","","Ä","ß",6,"",0,"",375,413,2,"","",""
98,7261,880,"",7267,"[831,832,833,834,835,836]","","Ë","",6,"",0,"",378,"",2,"","",""
99,7262,881,882,7268,"[866,867]","","Ï","È",6,"",0,"",374,350,2,"","",""
100,7263,883,"",7269,"[763,764,765,766]","","Æ","",6,"",0,"",382,"",2,"","",""
101,7264,884,"",7270,"[875,876,877]","","Œ","@",6,"",0,"",383,"",2,"","",""
102,7265,886,887,7266,[],"","Ñ","$",6,"",0,"",373,390,2,"","",""
103,7266,888,889,7271,"[881,882,883]","","Ÿ","#",7,"",0,"",391,445,2,"","",""
104,7267,890,"",7272,[902],"","1","",7,"",0,"",390,"",2,"","",""
105,7268,891,"",7273,"[833,834]","","2","",7,"",0,"",390,"",2,"","",""
106,7269,892,"",7274,"[824,825,826]","","3","",7,"",0,"",391,"",2,"","",""
107,7270,893,"",7275,[],"","4","",7,"",0,"",387,"",2,"","",""
108,7271,894,"",7276,"[807,801,810,811,802,803,804,805,806,808,809]","","5","",8,"",0,"",395,"",2,"","",""
109,7272,895,"",7277,"[894,895]","","6","",8,"",0,"",401,"",2,"","",""
110,7273,896,"",7278,[928],"","7","",8,"",0,"",405,"",2,"","",""
111,7274,897,"",7279,"[787,785,786]","","8","",8,"",0,"",402,"",2,"","",""
112,7275,898,"",7276,[925],"","9","",8,"",0,"",402,"",2,"","",""
113,7276,899,"",7281,[830],"","0","",9,"",0,"",408,"",2,"","",""
114,7277,900,"",7282,"[795,796,797]","","?","",9,"",0,"",413,"",2,"","",""
115,7278,901,"",7283,"[752,753,756]","","!","",9,"",0,"",408,"",2,"","",""
116,7279,902,"",7284,[933],"","(","",9,"",0,"",406,"",2,"","",""
117,7280,903,"",7285,[963],"","\""","",9,"",0,"",407,"",2,"","",""
118,7281,904,905,7286,"[767,768,769,770,773,903]","",")","¿",10,"",0,"",423,446,2,"","",""
119,7282,906,"",7287,"[801,810,811,802,803,804,805,806,808,809]","","-","",10,"",0,"",423,"",2,"","",""
120,7283,907,"",7288,[],"","/","",10,"",0,"",426,"",2,"","",""
121,7284,908,"",7289,[956],"","\\","",10,"",0,"",421,"",2,"","",""
122,7285,909,910,7286,[],"","Û","™",10,"",0,"",426,351,2,"","",""
123,7286,911,"",7290,"[898,899]","","|","",11,"",0,"",428,"",2,"","",""
124,7287,912,"",7291,[917],"","=","",11,"",0,"",428,"",2,"","",""
125,7288,913,"",7292,[916],"","*","",11,"",0,"",436,"",2,"","",""
126,7289,914,"",7293,"[724,868,725,726,727,728]","","†","",11,"",0,"",433,"",2,"","",""
127,7290,915,"",7294,"[741,742,743]","","‡","",12,"",0,"",440,"",2,"","",""
128,7291,916,"",7295,"[880,881,882,883]","","§","",12,"",0,"",442,"",2,"","",""
129,7292,917,"",7296,"[958,962]","","[","",12,"",0,"",441,"",2,"","",""
130,7293,918,"",7297,"[900,901,947]","","]","",12,"",0,"",442,"",2,"","",""
131,7294,919,"",7298,[947],"","_","",13,"",0,"",450,"",2,"","",""
132,7295,920,921,7299,"[926,927]","","~","²",13,"",0,"",452,401,2,"","",""
133,7296,922,"",7300,[950],"","{","",13,"",0,"",453,"",2,"","",""
134,7297,923,"",7302,[940],"","}","",13,"",0,"",456,"",2,"","",""
135,7298,924,"",7303,"[931,930]","","©","",14,"",0,"",461,"",2,"","",""
136,7299,925,"",7304,"[878,879]","","€","%",14,"",0,"",462,"",2,"","",""
137,7300,927,"",7305,"[840,841]","","<","",14,"",0,"",457,"",2,"","",""
138,7301,928,"",7303,[843],"",">","",14,"",0,"",462,"",2,1,"",""
139,7302,929,"",7304,[],"",":","",14,"",0,"",461,"",2,"","",""
140,7303,930,"","","[966,967]","","•","",15,"",0,"",465,"",2,"","",""
141,7304,931,"","","[952,953,954]","","µ","",15,"",0,"",468,"",2,"","",""
142,7305,932,"","",[960],"","»","",15,"",0,"",464,"",2,"","",""
143,7306,934,"",7318,"[1666,1674]","","C","",1,"",0,"",326,"",3,"","",""
144,7307,934,"",7392,"[1666,1674]","","C","",6,143,73,"",326,"",3,"","",""
145,7308,935,"",7316,[1677],"","X","",1,"",0,"",329,"",3,"","",""
146,7309,935,"",7394,[1677],"","X","",6,145,73,"",329,"",3,"","",""
147,7310,936,"",7320,[1678],"","N","",1,"",0,"",327,"",3,"","",""
148,7311,936,"",7386,[1678],"","N","",6,147,73,"",327,"",3,"","",""
149,7312,937,"",7314,[1679],"","3","",1,"",0,"",328,"",3,"","",""
150,7313,937,"",7384,[1679],"","3","",6,149,73,"",328,"",3,"","",""
151,7314,938,"",7334,[1680],"","a","",2,"",0,"",336,"",3,"","",""
152,7315,938,"",7412,[1680],"","a","",7,151,74,"",336,"",3,"","",""
153,7316,939,"",7326,[1682],"","b","",2,"",0,"",335,"",3,"","",""
154,7317,939,"",7406,[1682],"","b","",7,153,74,"",335,"",3,"","",""
155,7318,940,"",7332,[1684],"","W","",2,"",0,"",331,"",3,"","",""
156,7319,940,"",7400,[1684],"","W","",7,155,74,"",331,"",3,"","",""
157,7320,941,"",7322,[1686],"","c","",2,"",0,"",334,"",3,"","",""
158,7321,941,"",7404,[1686],"","c","",7,157,74,"",334,"",3,"","",""
159,7322,942,"",7340,[1687],"","?","",3,"",0,"",337,"",3,"","",""
160,7323,942,"",7418,[1687],"","?","",8,159,75,"",337,"",3,"","",""
161,7324,943,"",7348,[1694],"","2","",3,"",0,"",341,"",3,"","",""
162,7325,943,"",7424,[1694],"","2","",8,161,75,"",341,"",3,"","",""
163,7326,944,"",7338,[1000],"","H","",3,"",0,"",340,"",3,"","",""
164,7327,944,"",7426,[1000],"","H","",8,163,75,"",340,"",3,"","",""
165,7328,945,"",7346,[1699],"","I","",3,"",0,"",342,"",3,"","",""
166,7329,945,"",7420,[1699],"","I","",8,165,75,"",342,"",3,"","",""
167,7330,946,"",7334,[1707],"","d","",3,"",0,"",344,"",3,"","",""
168,7331,946,"",7416,[1707],"","d","",8,167,75,"",344,"",3,"","",""
169,7332,947,"",7342,[1667],"","S","",3,"",0,"",338,"",3,"","",""
170,7333,947,"",7422,[1667],"","S","",8,169,75,"",338,"",3,"","",""
171,7334,948,949,7344,"[1710,1713]","","G","g",3,"",0,"",339,398,3,"","",""
172,7335,948,949,7428,"[1710,1713]","","G","g",8,171,75,"",339,398,3,"","",""
173,7336,950,"",7362,[1668],"","*","",4,"",0,"",355,"",3,"","",""
174,7337,950,"",7438,[1668],"","*","",9,173,76,"",355,"",3,"","",""
175,7338,952,"",7356,"[1708,1700]","","e","",4,"",0,"",352,"",3,"","",""
176,7339,952,"",7442,"[1708,1700]","","e","",9,175,76,"",352,"",3,"","",""
177,7340,953,"",7354,[1717],"","E","",4,"",0,"",350,"",3,"","",""
178,7341,953,"",7434,[1717],"","E","",9,177,76,"",350,"",3,"","",""
179,7342,954,933,7364,"[1718,1700]","","Ú","Ð",4,"",0,"",349,382,3,"","",""
180,7343,954,933,7438,"[1718,1700]","","Ú","Ð",9,179,76,"",349,382,3,"","",""
181,7344,955,"",7350,"[1746,1747,1748]","","+","",4,"",0,"",348,"",3,"","",""
182,7345,955,"",7444,"[1746,1747,1748]","","+","",9,181,76,"",348,"",3,"","",""
183,7346,956,"",7352,"[1750,1751]","","Ö","",4,"",0,"",356,"",3,"","",""
184,7347,956,"",7436,"[1750,1751]","","Ö","",9,183,76,"",356,"",3,"","",""
185,7348,957,"",7356,"[1752,1753]","","1","",4,"",0,"",353,"",3,"","",""
186,7349,957,"",7432,"[1752,1753]","","1","",9,185,76,"",353,"",3,"","",""
187,7350,958,"",7380,"[1689,1700]","","f","",5,"",0,"",372,"",3,"","",""
188,7351,958,"",7449,"[1689,1700]","","f","",10,187,77,"",372,"",3,"","",""
189,7352,959,"",7382,"[1754,1702]","","8","",5,"",0,"",371,"",3,"","",""
190,7353,959,"",7447,"[1754,1702]","","8","",10,189,77,"",371,"",3,"","",""
191,7354,960,"",7376,[1759],"","O","",5,"",0,"",369,"",3,"","",""
192,7355,960,"",7452,[1759],"","O","",10,191,77,"",369,"",3,"","",""
193,7356,961,"",7368,"[1686,1762]","","h","",5,"",0,"",367,"",3,"","",""
194,7357,961,"",7446,"[1686,1762]","","h","",10,193,77,"",367,"",3,"","",""
195,7358,962,"",7370,"[1763,1764]","","U","",5,"",0,"",366,"",3,"","",""
196,7359,962,"",7446,"[1763,1764]","","U","",10,195,77,"",366,"",3,"","",""
197,7360,964,"",7366,"[1747,1748,1749]","","i","",5,"",0,"",364,"",3,"","",""
198,7361,964,"",7450,"[1747,1748,1749]","","i","",10,197,77,"",364,"",3,"","",""
199,7362,965,"",7374,"[1765,1766]","","F","",5,"",0,"",370,"",3,"","",""
200,7363,965,"",7448,"[1765,1766]","","F","",10,199,77,"",370,"",3,"","",""
201,7364,966,"",7374,"[1719,1720]","","j","",5,"",0,"",365,"",3,"","",""
202,7365,966,"",7451,"[1719,1720]","","j","",10,201,77,"",365,"",3,"","",""
203,7366,967,"",7388,[1769],"","6","",6,"",0,"",373,"",3,"","",""
204,7367,967,"",7456,[1769],"","6","",11,203,78,"",373,"",3,"","",""
205,7368,968,"",7394,"[820,948]","","P","",6,"",0,"",381,"",3,"","",""
206,7369,968,"",7459,"[820,948]","","P","",11,205,78,"",381,"",3,"","",""
207,7370,969,"",7390,"[1773,1774]","","k","",6,"",0,"",383,"",3,"","",""
208,7371,969,"",7459,"[1773,1774]","","k","",11,207,78,"",383,"",3,"","",""
209,7372,970,"",7396,[1775],"","l","",6,"",0,"",379,"",3,"","",""
210,7373,970,"",7454,[1775],"","l","",11,209,78,"",379,"",3,"","",""
211,7374,971,"",7392,"[1767,1766]","","Z","",6,"",0,"",377,"",3,"","",""
212,7375,971,"",7460,"[1767,1766]","","Z","",11,211,78,"",377,"",3,"","",""
213,7376,972,973,7386,"[866,867]","","Ï","È",6,"",0,"",374,350,3,"","",""
214,7377,972,973,7453,"[866,867]","","Ï","È",11,213,78,"",374,350,3,"","",""
215,7378,974,"",7396,"[1779,1780,1714]","","R","",6,"",0,"",378,"",3,"","",""
216,7379,974,"",7455,"[1779,1780,1714]","","R","",11,215,78,"",378,"",3,"","",""
217,7380,975,"",7388,"[1713,1721]","","m","",6,"",0,"",382,"",3,"","",""
218,7381,975,"",7458,"[1713,1721]","","m","",11,217,78,"",382,"",3,"","",""
219,7382,976,"",7386,"[1781,1782]","","M","",6,"",0,"",375,"",3,"","",""
220,7383,976,"",7454,"[1781,1782]","","M","",11,219,78,"",375,"",3,"","",""
221,7384,977,"",7414,"[1767,1768,838]","","n","",7,"",0,"",390,"",3,"","",""
222,7385,977,"",7466,"[1767,1768,838]","","n","",12,221,79,"",390,"",3,"","",""
223,7386,978,"",7404,"[1755,1784,1703]","","[","",7,"",0,"",387,"",3,"","",""
224,7387,978,"",7462,"[1755,1784,1703]","","[","",12,223,79,"",387,"",3,"","",""
225,7388,979,980,7412,[1722],"","Ñ","$",7,"",0,"",386,390,3,"","",""
226,7389,979,980,7465,[1722],"","Ñ","$",12,225,79,"",386,390,3,"","",""
227,7390,981,"",7398,"[1682,1719,1669]","","5","",7,"",0,"",388,"",3,"","",""
228,7391,981,"",7468,"[1682,1719,1669]","","5","",12,227,79,"",388,"",3,"","",""
229,7392,982,"",7408,"[1776,1789]","","o","",7,"",0,"",394,"",3,"","",""
230,7393,982,"",7461,"[1776,1789]","","o","",12,229,79,"",394,"",3,"","",""
231,7394,983,"",7398,"[1702,1794,1798]","","Æ","",7,"",0,"",391,"",3,"","",""
232,7395,983,"",7464,"[1702,1794,1798]","","Æ","",12,231,79,"",391,"",3,"","",""
233,7396,984,"",7410,"[1708,1700,1801]","","B","",7,"",0,"",393,"",3,"","",""
234,7397,984,"",7463,"[1708,1700,1801]","","B","",12,233,79,"",393,"",3,"","",""
235,7398,985,"",7424,"[1772,1768,1767,1805]","","Ë","",8,"",0,"",400,"",3,"","",""
236,7399,985,"",7471,"[1772,1768,1767,1805]","","Ë","",13,235,80,"",400,"",3,"","",""
237,7400,986,"",7422,"[1774,1770]","","K","",8,"",0,"",395,"",3,"","",""
238,7401,986,"",7472,"[1774,1770]","","K","",13,237,80,"",395,"",3,"","",""
239,7402,987,"",7418,"[1808,1802,1803]","","Í","",8,"",0,"",405,"",3,"","",""
240,7403,987,"",7474,"[1808,1802,1803]","","Í","",13,239,80,"",405,"",3,"","",""
241,7404,988,"",7418,"[1755,1700,1718]","","L","",8,"",0,"",401,"",3,"","",""
242,7405,988,"",7474,"[1755,1700,1718]","","L","",13,241,80,"",401,"",3,"","",""
243,7406,989,"",7426,"[1798,1799,1810]","","q","",8,"",0,"",399,"",3,"","",""
244,7407,989,"",7473,"[1798,1799,1810]","","q","",13,243,80,"",399,"",3,"","",""
245,7408,990,991,7430,"[1811,1812,1760]","","D","Ç",8,"",0,"",398,381,3,"","",""
246,7409,990,991,7470,"[1811,1812,1760]","","D","Ç",13,245,80,"",398,381,3,"","",""
247,7410,992,"",7408,"[1782,1753,1804]","","Á","",8,"",0,"",396,"",3,"","",""
248,7411,992,"",7470,"[1782,1753,1804]","","Á","",13,247,80,"",396,"",3,"","",""
249,7412,993,"",7416,"[1761,1809]","","Q","",8,"",0,"",402,"",3,"","",""
250,7413,993,"",7469,"[1761,1809]","","Q","",13,249,80,"",402,"",3,"","",""
251,7414,994,995,7416,"[1707,1715]","","T","^",8,"",0,"",397,404,3,"","",""
252,7415,994,995,7469,"[1707,1715]","","T","^",13,251,80,"",397,404,3,"","",""
253,7416,996,"",7440,"[1695,851]","","Ü","",9,"",0,"",409,"",3,"","",""
254,7417,996,"",7476,"[1695,851]","","Ü","",14,253,81,"",409,"",3,"","",""
255,7418,997,998,7434,[1723],"","A","Å",9,"",0,"",414,426,3,"","",""
256,7419,997,998,7477,[1723],"","A","Å",14,255,81,"",414,426,3,"","",""
257,7420,999,951,7436,"[1668,1724]","","V","Õ",9,"",0,"",413,415,3,"","",""
258,7421,999,951,7477,"[1668,1724]","","V","Õ",14,257,81,"",413,415,3,"","",""
259,7422,1000,"",7430,"[1750,1751,1818,1820]","","9","",9,"",0,"",411,"",3,"","",""
260,7423,1000,"",7475,"[1750,1751,1818,1820]","","9","",14,259,81,"",411,"",3,"","",""
261,7424,1001,1002,7442,"[1821,1790]","","J","Ô",9,"",0,"",407,441,3,"","",""
262,7425,1001,1002,7479,"[1821,1790]","","J","Ô",14,261,81,"",407,441,3,"","",""
263,7426,1003,1004,7432,"[1776,1777]","","Ó","Ù",9,"",0,"",406,428,3,"","",""
264,7427,1003,1004,7478,"[1776,1777]","","Ó","Ù",14,263,81,"",406,428,3,"","",""
265,7428,1005,1006,7444,[984],"","Y","À",9,"",0,"",408,403,3,"","",""
266,7429,1005,1006,7476,[984],"","Y","À",14,265,81,"",408,403,3,"","",""
267,7430,1007,1008,7438,"[1751,1824,1823,1822]","","Ä","ß",9,"",0,"",415,413,3,"","",""
268,7431,1007,1008,7475,"[1751,1824,1823,1822]","","Ä","ß",14,267,81,"",415,413,3,"","",""
269,7432,1009,"",7446,"[1824,1823,1822,1778]","","Œ","@",10,"",0,"",420,"",3,"","",""
270,7433,1009,"",7481,"[1824,1823,1822,1778]","","Œ","@",15,269,82,"",420,"",3,"","",""
271,7434,1010,"",7447,"[1818,1666,1675]","","]","",10,"",0,"",425,"",3,"","",""
272,7435,1010,"",7483,"[1818,1666,1675]","","]","",15,271,82,"",425,"",3,"","",""
273,7436,1011,1012,7452,"[1762,1714,1692]","","~","²",10,"",0,"",426,401,3,"","",""
274,7437,1011,1012,7483,"[1762,1714,1692]","","~","²",15,273,82,"",426,401,3,"","",""
275,7438,1013,"",7448,"[1825,1709,1701]","","\""","",10,"",0,"",421,"",3,"","",""
276,7439,1013,"",7482,"[1825,1709,1701]","","\""","",15,275,82,"",421,"",3,"","",""
277,7440,1014,"",7449,"[1781,1782,1804]","","r","",10,"",0,"",423,"",3,"","",""
278,7441,1014,"",7480,"[1781,1782,1804]","","r","",15,277,82,"",423,"",3,"","",""
279,7442,1015,"",7446,"[1714,1818,1754,1750]","","4","",10,"",0,"",427,"",3,"","",""
280,7443,1015,"",7481,"[1714,1818,1754,1750]","","4","",15,279,82,"",427,"",3,"","",""
281,7444,1016,1017,7451,"[1699,1804,1704,1711]","","É","æ",10,"",0,"",419,391,3,"","",""
282,7445,1016,1017,7482,"[1699,1804,1704,1711]","","É","æ",15,281,82,"",419,391,3,"","",""
283,7446,1018,"",7459,"[1686,1670,1676,1685]","","/","",11,"",0,"",434,"",3,"","",""
284,7447,1019,1020,7454,"[1725,1726,1727,1806]","","Û","™",11,"",0,"",436,351,3,"","",""
285,7448,1021,"",7455,"[1713,1772,1756,1712]","","{","",11,"",0,"",432,"",3,"","",""
286,7449,1022,"",7457,"[1684,1818,1686]","","=","",11,"",0,"",429,"",3,"","",""
287,7450,1023,1024,7458,"[1728,1729,1730,1717]","","Ÿ","#",11,"",0,"",428,445,3,"","",""
288,7451,1025,"",7460,"[1756,1768,1705,1795]","","0","",11,"",0,"",433,"",3,"","",""
289,7452,1026,"",7453,"[1686,1762,1826,1828]","","_","",11,"",0,"",437,"",3,"","",""
290,7453,1027,"",7467,"[1671,1720]","","|","",12,"",0,"",441,"",3,"","",""
291,7454,1028,"",7462,"[1797,1716,1782,1683]","","s","",12,"",0,"",444,"",3,"","",""
292,7455,1029,1030,7461,"[1696,1723,1731]","",")","¿",12,"",0,"",442,446,3,"","",""
293,7456,1031,"",7466,"[1795,1770,1771,1796]","","-","",12,"",0,"",446,"",3,"","",""
294,7457,1032,"",7465,"[1750,1751,1820,1762,1754]","","t","",12,"",0,"",447,"",3,"","",""
295,7458,1033,"",7456,"[1807,1672]","","(","",12,"",0,"",439,"",3,"","",""
296,7459,1034,"",7468,"[1804,1781,1753,1732]","","‡","",12,"",0,"",445,"",3,"","",""
297,7460,1035,"",7463,"[1673,1733,1734]","","u","",12,"",0,"",443,"",3,"","",""
298,7461,1036,"",7470,"[1779,1780,1800]","","v","",13,"",0,"",453,"",3,"","",""
299,7462,1037,"",7474,"[1811,1812,1794,1735]","","w","",13,"",0,"",448,"",3,"","",""
300,7463,1038,"",7472,"[1795,1811]","","!","",13,"",0,"",449,"",3,"","",""
