"rownum","EffectBaseType","VisualEffect","VisualIdentity","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool","[rid]","[rid]","[rid]","[rid]","rid","bool","rid"
100,445,"","",[346],[],"[6322,6359]","",[1],[37],"",[],"",[],[],[],[],"","",0
101,446,"","","[346,1300]",[],"[6130,6347]","","[-2,1]",[37],"",[],"",[],[],[],[],"","",0
102,447,"","","[346,1300]",[],[6336],"","[1,2]",[37],"",[],"",[],[],[],[],"","",0
103,448,"","",[346],[],"[6241,6366,6242,6243,6244,6365,6245,6364,6246,6247,6248,6249,6253,6363,6316,6318,6320,6396,6582,6317,6319,6321,6501,6500,6513,6515,6536,6532,6631,6632,6633,6634,6642]","",[-5],[37],"",[],"",[],[],[],[],"","",0
104,449,"","","[346,1300,2673]",[],[6329],"","[1,1,2]",[37],"",[],"",[],[],[],[],"","",0
105,368,"","",[1060],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57]",[],"",[1],"[3,6]","",[],"",[],[],[],[],"","",""
106,369,"","",[4802],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57]",[],"",[1],"[3,6]","",[],"",[],[],[],[],"","",""
107,370,38,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
108,478,"","",[1366],[23],[],"",[1],[13],"",[],"",[],[],[],[],"","",""
109,479,"","",[1366],[23],[],"",[2],[13],"",[],"",[],[],[],[],"","",""
110,480,"","",[1366],[23],[],"",[3],[13],"",[],"",[],[],[],[],"","",""
111,481,"","",[1366],[23],[],"",[4],[13],"",[],"",[],[],[],[],"","",""
112,482,"","",[1366],[23],[],"",[5],[13],"",[],"",[],[],[],[],"","",""
113,483,"","",[1366],[23],[],"",[6],[13],"",[],"",[],[],[],[],"","",""
114,484,"","",[1366],[23],[],"",[7],[13],"",[],"",[],[],[],[],"","",""
115,485,"","",[1366],[23],[],"",[8],[13],"",[],"",[],[],[],[],"","",""
116,486,"","",[1366],[23],[],"",[11],[13],"",[],"",[],[],[],[],"","",""
117,487,"","",[1366],[23],[],"",[12],[13],"",[],"",[],[],[],[],"","",""
118,488,"","",[1366],[23],[],"",[13],[13],"",[],"",[],[],[],[],"","",""
119,489,"","",[1366],[23],[],"",[14],[13],"",[],"",[],[],[],[],"","",""
120,490,"","",[1366],[23],[],"",[15],[13],"",[],"",[],[],[],[],"","",""
121,4533,"","",[1366],[23],[],1,[9],[13],"",[],"",[],[],[],[],"","",""
122,497,"",4484,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
123,498,"",4485,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
124,499,"",4486,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
125,500,"",4487,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
126,501,"",4488,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
127,502,"",4489,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
128,503,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","",""
129,504,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","",""
130,505,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","",""
131,506,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","",""
132,509,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","",""
133,510,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","",""
134,511,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","",""
135,512,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","",""
136,513,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","",""
137,518,"","",[],[],[],"",[],[17],"",[],"",[],[],[],[],"","",""
138,519,"","",[],[],[],"",[],[17],"",[],"",[],[],[],[],"","",""
139,520,"","",[],[],[],"",[],[17],"",[],"",[],[],[],[],"","",""
140,7372,"",4487,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
141,524,"",4490,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
142,525,"",4491,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
143,526,"",4492,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
144,527,"",4493,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
145,528,"",4494,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
146,529,"",4495,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
147,530,"",4496,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
148,532,"",4497,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
149,531,"",4498,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
150,533,"",4499,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
151,534,"",4500,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
152,535,"",4502,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
153,536,"",4501,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
154,537,"",4503,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
155,538,"",4504,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
156,539,"",4505,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
157,540,"",4506,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
158,541,"",4507,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
159,542,"",4508,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
160,543,"",4509,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
161,544,"",4510,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
162,545,"",4511,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
163,546,"",4512,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
164,547,"",4513,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
165,548,"",4514,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
166,549,"",4515,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
167,550,"",4516,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
168,551,"",4517,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
169,552,"",4518,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
170,553,"",4519,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
171,554,"",4520,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
172,555,"",4521,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
173,556,"",4522,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
174,557,"",4523,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
175,558,"",4524,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
176,559,"",4525,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
177,560,"",4526,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
178,561,"",4527,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
179,562,"",4528,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
180,563,"",4529,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
181,564,"",4530,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
182,567,"",4533,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
183,568,"",4534,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
184,579,"",4535,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
185,580,"",4536,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
186,492,"",4479,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
187,493,"",4480,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
188,494,"",4481,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
189,495,"",4482,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
190,496,"",4483,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
191,581,"",4537,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
192,582,"",4538,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
193,583,"",4539,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
194,584,"",4540,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
195,585,"",4541,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
196,586,"",4542,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
197,587,"",4543,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
198,588,"",4544,[],"[6,7,56]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
199,589,"",4545,[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
200,590,"",4546,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","",""
201,591,"",4547,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","",""
202,592,"",4548,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","",""
203,593,"",4549,[],[13],[],"",[],[1],"",[],"",[],[],[],[],"","",""
204,594,"",4550,[],[13],[],"",[],[1],"",[],"",[],[],[],[],"","",""
205,595,"",4551,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
206,596,"",4552,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
207,597,"",4553,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
208,598,"",4554,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
209,599,"",4555,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
210,600,"",4556,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
211,601,"",4557,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
212,602,"",4558,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
213,603,"",4559,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
214,604,"",4560,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
215,605,"",4561,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
216,606,"",4562,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
217,607,"",4563,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
218,608,"",4564,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
219,609,"",4565,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
220,610,"",4566,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
221,611,"",4567,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
222,612,"",4568,[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
223,613,"",4569,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
224,614,"",4570,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
225,615,"",4571,[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
226,616,"",4572,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
227,617,"",4573,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
228,618,"","",[346],[],[6187],"",[-2],[37],"",[],"",[],[],[],[],"","",0
229,619,"","",[346],[],"[6299,6361]","",[1],[37],"",[],"",[],[],[],[],"","",0
230,620,"","",[346],[],"[6323,6372]","",[2],[37],"",[],"",[],[],[],[],"","",0
231,621,"",4574,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
232,622,"",4575,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
233,623,"",4576,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
234,624,"",4577,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
235,625,"",4578,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
236,626,"",4579,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
237,627,"",4580,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
238,628,"",4581,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
239,629,"",4582,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
240,630,"",4583,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
241,631,"",4584,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
242,632,"","",[346],[],[6173],"",[2],[37],"",[],"",[],[],[],[],"","",0
243,633,"",4585,[],[8],[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
244,634,"",4586,[],[8],[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
245,635,"",4587,[],[8],[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
246,636,"","",[346],[],"[6184,6837]","",[1],[37],"",[],"",[],[],[],[],"","",0
247,637,"","",[346],[],"[6184,6837]","",[2],[37],"",[],"",[],[],[],[],"","",0
248,639,"",4588,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
249,640,"",4589,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
250,641,"",4590,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
251,642,"",4591,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
252,643,"",4592,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
253,644,"",4593,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
254,645,"","","[346,1300]",[],"[6388,6387]","","[1,1]",[37],"",[],"",[],[],[],[],"","",0
255,646,"",4594,[],[13],[],"",[],[1],"",[],"",[],[],[],[],"","",""
256,647,"",4595,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
257,648,"",4596,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
258,649,"",4597,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
259,650,"",4598,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
260,651,"",4599,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
261,652,"",4600,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
262,653,26,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","",""
263,654,"",4601,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
264,655,"",4602,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
265,656,"",4603,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
266,657,"",4604,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
267,658,"",4605,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
268,659,"",4606,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
269,660,"",4607,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
270,661,"",4608,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
271,662,31,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
272,663,"","",[318],[4],[],"",[1],[14],"",[],"",[],[],[],[],"","",""
273,664,27,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
274,665,"","",[318],[4],[],"",[4],[14],"",[],"",[],[],[],[],"","",""
