"rownum","string","[rid]","bool","i32","[rid]","bool","i32","rid","bool","[rid]","i32","bool","[rid]","i32","rid","rid","i32","i32"
44,"HasVolatileSurge",[771],"",1,[],"",1,"","",[],0,"",[],1,"","",0,0
45,"IsTaggedBySentinel",[],"",1,[16047],"",1,"","",[],0,"",[],1,"","",0,0
46,"IsTaggedBySentinelUnique",[],"",1,[16170],"",1,"","",[],0,"",[],1,"","",0,0
47,"EssenceWith4Affixes",[],"",1,[],"",1,"","",[],1,"",[],1,"","",4,0
48,"HasAffixesX4",[],"",1,[],"",1,"","",[],0,"",[],1,"","",4,0
49,"HasSpecialEssences",[],"",1,[],"",1,"","","[12556,12557,12558,12559]",0,"",[],1,"","",0,1
50,"IsChilled",[],"",1,[1801],"",1,"","",[],0,"",[],1,"","",0,0
51,"Has5UniqueMetamorphBodyParts",[],"",1,[16373],"",5,"","",[],0,"",[],1,"","",0,0
52,"HasEmpowerment50",[],"",1,[16237],"",50,"","",[],0,"",[],1,"","",0,0
53,"HasAffixesX5",[],"",1,[],"",1,"","",[],0,"",[],1,"","",5,0
54,"HasShriekingEssencex3",[],"",1,[],"",1,"","","[12451,12543,12536,12511,12504,12444,12468,12476,12481,12526,12456,12548,12517,12495,12552,12491,12459,12529,12498,12487]",3,"",[],1,"","",0,3
55,"IsGodTouched",[],"",1,[],"",1,"","","[31785,31786,31787,31788,31789,31790,31791,31792,31793]",0,"",[],1,"","",0,1
56,"HasEssenceX6",[],"",1,[],"",1,"","",[],6,"",[],1,"","",0,0
57,"IsCrucibleMob",[],"",1,[18207],"",1,"","",[],0,"",[],1,"","",0,0
58,"IsMaxPowerMetamorph",[],"",1,[18366],"",1,"","",[],0,"",[],1,"","",0,0
59,"IsHarvestTier3OrAbove",[],"",1,[18497],"",3,"","",[],0,"",[],1,"","",0,0
60,"IsRedBeast",[],"",1,[11769],"",1,"","",[],0,"",[],1,"","",0,0
61,"IsPossessedx3",[],"",1,[2619],"",1,"","","[8920,8872,8879,8895,8857,8898,8928,8931,8888,8882,8863,8908,8940,8941,8942,8943,8944,8905,20054,20051,8917,8885,8911,8892,8876,8901,8937,8934,8860,20048,8924,8866,8869]",0,"",[],1,"","",0,3
62,"HasAffixesX6",[],"",1,[],"",1,"","",[],0,"",[],1,"","",6,0
63,"IsWardenWisped",[],"",1,[19570],"",1,"","",[],0,"",[],1,"","",0,0
64,"IsVoodooWisped",[],"",1,[19571],"",1,"","",[],0,"",[],1,"","",0,0
65,"IsPrimalistWisped",[],"",1,[19572],"",1,"","",[],0,"",[],1,"","",0,0
66,"Has10RelicsOrMore",[],"",1,[14641],"",10,"","",[],0,"",[],1,"","",0,0
67,"TripleWisped",[],"",1,[19455],"",3,"","",[],0,"",[],1,"","",0,0
68,"DoubleWisped",[],"",1,[19455],"",2,"","",[],0,"",[],1,"","",0,0
69,"BlackMorriganEnraged",[],"",1,[4800],"",25,"","",[],0,"",[],1,"","",0,0
