"rownum","Mod","TiersWhitelist","TransformAchievement","ModFamilies"
217,25501,[4],"","[4222,1524,52,125]"
218,25502,[1],"","[4222,1524,52,125]"
219,25503,[2],"","[4222,1524,52,125]"
220,25504,[3],"","[4222,1524,52,125]"
221,25505,[4],"","[4222,1524,52,125]"
222,25506,[1],"","[125,4223,1523,50]"
223,25507,[2],"","[125,4223,1523,50]"
224,25508,[3],"","[125,4223,1523,50]"
225,25509,[4],"","[125,4223,1523,50]"
226,25510,[1],"","[4223,1523,50,125]"
227,25511,[2],"","[4223,1523,50,125]"
228,25512,[3],"","[4223,1523,50,125]"
229,25513,[4],"","[4223,1523,50,125]"
230,25514,[1],"","[4223,1523,50,125]"
231,25515,[2],"","[4223,1523,50,125]"
232,25516,[3],"","[4223,1523,50,125]"
233,25517,[4],"","[4223,1523,50,125]"
234,25518,[1],"","[125,4224,1162,54]"
235,25519,[2],"","[125,4224,1162,54]"
236,25520,[3],"","[125,4224,1162,54]"
237,25521,[4],"","[125,4224,1162,54]"
238,25522,[1],"","[4224,1162,54,125]"
239,25523,[2],"","[4224,1162,54,125]"
240,25524,[3],"","[4224,1162,54,125]"
241,25525,[4],"","[4224,1162,54,125]"
242,25526,[1],"","[4224,1162,54,125]"
243,25527,[2],"","[4224,1162,54,125]"
244,25528,[3],"","[4224,1162,54,125]"
245,25529,[4],"","[4224,1162,54,125]"
246,25530,[1],"","[1260,71]"
247,25531,[2],"","[1260,71]"
248,25532,[3],"","[1260,71]"
249,25533,[4],"","[1260,71]"
250,25534,[1],"","[1260,71]"
251,25535,[2],"","[1260,71]"
252,25536,[3],"","[1260,71]"
253,25537,[4],"","[1260,71]"
254,25538,[1],"","[3422,1164,1092]"
255,25539,[2],"","[3422,1164,1092]"
256,25540,[3],"","[3422,1164,1092]"
257,25541,[4],"","[3422,1164,1092]"
258,25542,[1],"","[3422,1164,1092]"
259,25543,[2],"","[3422,1164,1092]"
260,25544,[3],"","[3422,1164,1092]"
261,25545,[4],"","[3422,1164,1092]"
262,25546,[1],"","[3422,1164,1092]"
263,25547,[2],"","[3422,1164,1092]"
264,25548,[3],"","[3422,1164,1092]"
265,25549,[4],"","[3422,1164,1092]"
266,25550,[1],"",[]
267,25551,[2],"",[]
268,25552,[3],"",[]
269,25553,[4],"",[]
270,25554,[1],"","[125,4222,19,115,1524,52]"
271,25555,[2],"","[125,4222,19,115,1524,52]"
272,25556,[3],"","[125,4222,19,115,1524,52]"
273,25557,[4],"","[125,4222,19,115,1524,52]"
274,25558,[1],"","[4222,19,115,1524,52,125]"
275,25559,[2],"","[4222,19,115,1524,52,125]"
276,25560,[3],"","[4222,19,115,1524,52,125]"
277,25561,[4],"","[4222,19,115,1524,52,125]"
278,25562,[1],"","[125,4223,19,115,1523,50]"
279,25563,[2],"","[125,4223,19,115,1523,50]"
280,25564,[3],"","[125,4223,19,115,1523,50]"
281,25565,[4],"","[125,4223,19,115,1523,50]"
282,25566,[1],"","[4223,19,115,1523,50,125]"
283,25567,[2],"","[4223,19,115,1523,50,125]"
284,25568,[3],"","[4223,19,115,1523,50,125]"
285,25569,[4],"","[4223,19,115,1523,50,125]"
286,25570,[1],"","[125,4224,19,115,1162,54]"
287,25571,[2],"","[125,4224,19,115,1162,54]"
288,25572,[3],"","[125,4224,19,115,1162,54]"
289,25573,[4],"","[125,4224,19,115,1162,54]"
290,25574,[1],"","[4224,19,115,1162,54,125]"
291,25575,[2],"","[4224,19,115,1162,54,125]"
292,25576,[3],"","[4224,19,115,1162,54,125]"
293,25577,[4],"","[4224,19,115,1162,54,125]"
294,25578,[1],"","[1260,19,115,71]"
295,25579,[2],"","[1260,19,115,71]"
296,25580,[3],"","[1260,19,115,71]"
297,25581,[4],"","[1260,19,115,71]"
298,25582,[1],"","[1260,19,115,71]"
299,25583,[2],"","[1260,19,115,71]"
300,25584,[3],"","[1260,19,115,71]"
301,25585,[4],"","[1260,19,115,71]"
302,25586,[1],"",[115]
303,25587,[1],"",[115]
304,25588,[2],"",[115]
305,25589,[2],"",[115]
306,25590,[3],"",[115]
307,25591,[4],"",[115]
308,25592,[1],"",[115]
309,25593,[1],"",[115]
310,25594,[2],"",[115]
311,25595,[2],"",[115]
312,25596,[3],"",[115]
313,25597,[4],"",[115]
314,25598,[1],"","[125,4222,1524]"
315,25599,[1],"","[125,4222,1524]"
316,25600,[2],"","[125,4222,1524]"
317,25601,[2],"","[125,4222,1524]"
318,25602,[3],"","[125,4222,1524]"
319,25603,[4],"","[125,4222,1524]"
320,25604,[1],"","[4222,1524,125]"
321,25605,[1],"","[4222,1524,125]"
322,25606,[2],"","[4222,1524,125]"
323,25607,[2],"","[4222,1524,125]"
324,25608,[3],"","[4222,1524,125]"
325,25609,[4],"","[4222,1524,125]"
326,25610,[1],"","[125,4223,1523]"
327,25611,[1],"","[125,4223,1523]"
328,25612,[2],"","[125,4223,1523]"
329,25613,[2],"","[125,4223,1523]"
330,25614,[3],"","[125,4223,1523]"
331,25615,[4],"","[125,4223,1523]"
332,25616,[1],"","[4223,1523,125]"
333,25617,[1],"","[4223,1523,125]"
334,25618,[2],"","[4223,1523,125]"
335,25619,[2],"","[4223,1523,125]"
336,25620,[3],"","[4223,1523,125]"
337,25621,[4],"","[4223,1523,125]"
338,25622,[1],"","[125,4224,1162]"
339,25623,[1],"","[125,4224,1162]"
340,25624,[2],"","[125,4224,1162]"
341,25625,[2],"","[125,4224,1162]"
342,25626,[3],"","[125,4224,1162]"
343,25627,[4],"","[125,4224,1162]"
344,25628,[1],"","[4224,1162,125]"
345,25629,[1],"","[4224,1162,125]"
346,25630,[2],"","[4224,1162,125]"
347,25631,[2],"","[4224,1162,125]"
348,25632,[3],"","[4224,1162,125]"
349,25633,[4],"","[4224,1162,125]"
350,25634,[1],"",[1260]
351,25635,[1],"",[1260]
352,25636,[2],"",[1260]
353,25637,[2],"",[1260]
354,25638,[3],"",[1260]
355,25639,[4],"",[1260]
356,25640,[1],"",[1260]
357,25641,[1],"",[1260]
358,25642,[2],"",[1260]
359,25643,[2],"",[1260]
360,25644,[3],"",[1260]
361,25645,[4],"",[1260]
362,25646,[1],"",[]
363,25647,[1],"",[]
364,25648,[2],"",[]
365,25649,[2],"",[]
366,25650,[3],"",[]
367,25651,[4],"",[]
368,25652,[1],"",[]
369,25653,[1],"",[]
370,25654,[2],"",[]
371,25655,[2],"",[]
372,25656,[3],"",[]
373,25657,[4],"",[]
374,25658,[1],"","[3422,1164]"
375,25659,[1],"","[3422,1164]"
376,25660,[2],"","[3422,1164]"
377,25661,[2],"","[3422,1164]"
378,25662,[3],"","[3422,1164]"
379,25663,[4],"","[3422,1164]"
380,25664,[1],"","[3422,1164]"
381,25665,[1],"","[3422,1164]"
382,25666,[2],"","[3422,1164]"
383,25667,[2],"","[3422,1164]"
384,25668,[3],"","[3422,1164]"
385,25669,[4],"","[3422,1164]"
386,25670,[1],"",[]
387,25671,[2],"",[]
388,25672,[3],"",[]
389,25673,[4],"",[]
390,25674,[1],"",[]
391,25675,[2],"",[]
392,25676,[3],"",[]
393,25677,[4],"",[]
394,25678,[2],"",[]
395,25679,[3],"",[]
396,25680,[4],"",[]
397,25681,[2],"",[2170]
398,25682,[3],"",[2170]
399,25683,[4],"",[2170]
400,25684,[2],"",[4752]
401,25685,[3],"",[4752]
402,25686,[4],"",[4752]
403,25687,[2],"",[4752]
404,25688,[3],"",[4752]
405,25689,[4],"",[4752]
406,25690,[3],"","[4223,50,125]"
407,25691,[4],"","[4223,50,125]"
408,25692,[3],"","[4223,50,125]"
409,25693,[4],"","[4223,50,125]"
410,25694,[3],"","[4222,52,125]"
411,25695,[4],"","[4222,52,125]"
412,25696,[3],"","[4222,52,125]"
413,25697,[4],"","[4222,52,125]"
414,25698,[3],"","[1260,71]"
415,25699,[4],"","[1260,71]"
416,25700,[3],"","[1260,71]"
417,25701,[4],"","[1260,71]"
418,25702,[3],"","[3422,1092]"
419,25703,[4],"","[3422,1092]"
420,25704,[3],"","[3422,1092]"
421,25705,[4],"","[3422,1092]"
422,25706,[2],"",[]
423,25707,[3],"",[]
424,25708,[4],"",[]
425,25709,[1],8421,[]
426,25710,[2],8421,[]
427,25711,[3],8421,[]
428,25712,[4],8421,[]
429,25713,[1],8421,[]
430,25714,[2],8421,[]
431,25715,[3],8421,[]
432,25716,[4],8421,[]
433,25717,[1],8421,[]
434,25718,[2],8421,[]
435,25719,[3],8421,[]
436,25720,[4],8421,[]
437,25721,[3],"",[]
438,25722,[4],"",[]
439,25723,[3],"",[]
440,25724,[4],"",[]
441,25725,[3],"",[]
442,25726,[4],"",[]
443,25727,[2],"",[]
444,25728,[3],"",[]
445,25729,[4],"",[]
446,25730,"[3,4]",8329,[115]
447,25731,"[3,4]",8329,[115]
448,25732,"[3,4]",8329,"[155,115]"
449,25733,"[3,4]",8329,[115]
450,25734,"[3,4]",8329,[115]
451,25735,"[3,4]",8329,[115]
452,25736,"[3,4]",8329,[115]
453,25737,"[3,4]",8329,[115]
454,25738,"[3,4]",8329,[115]
455,25739,"[3,4]",8329,"[4224,115,1162,54,125]"
456,25740,"[3,4]",8329,"[3422,115,1164,1092]"
457,25741,"[3,4]",8329,"[4223,115,1523,50,125]"
458,25742,"[3,4]",8329,"[4222,115,1524,52,125]"
459,25743,"[3,4]",8329,[115]
460,25744,"[3,4]",8329,[115]
461,25745,"[3,4]",8329,"[3422,19,115,1164,1092]"
462,25746,"[3,4]",8329,"[3422,19,115,1164,1092]"
463,25747,"[3,4]",8329,"[4224,19,115,1162,54,125]"
464,25748,"[3,4]",8329,"[4224,19,115,1162,54,125]"
465,25749,"[3,4]",8329,"[4223,19,115,1523,50,125]"
466,25750,"[3,4]",8329,"[4223,19,115,1523,50,125]"
467,25751,"[3,4]",8329,"[4222,19,115,1524,52,125]"
468,25752,"[3,4]",8329,"[4222,19,115,1524,52,125]"
469,25753,"[3,4]",8329,"[1260,19,115,71]"
470,25754,"[3,4]",8329,"[1260,19,115,71]"
471,25755,"[2,3,4]","",[]
472,25756,"[2,3,4]","",[]
473,25757,[1],"",[]
474,25758,[2],"",[]
475,25759,[3],"",[]
476,25760,[4],"",[]
477,25761,[1],"",[]
478,25762,[2],"",[]
479,25763,[3],"",[]
480,25764,[4],"",[]
481,25765,[2],"","[4749,4750,4751]"
482,25766,[3],"","[4749,4750,4751]"
483,25767,[4],"","[4749,4750,4751]"
484,25768,[1],"",[]
485,25769,[2],"",[]
486,25770,[3],"",[]
487,25771,[4],"",[]
488,25772,[2],"",[1597]
489,25773,[3],"",[1597]
490,25774,[4],"",[1597]
491,25775,[1],"","[1597,880]"
492,25776,[1],"","[1597,880]"
493,25777,[1],"","[1597,880]"
494,25778,[2],"","[1597,880]"
495,25779,[2],"","[1597,880]"
496,25780,[2],"","[1597,880]"
497,25781,[3],"","[1597,880]"
498,25782,[3],"","[1597,880]"
499,25783,[3],"","[1597,880]"
500,25784,[4],"","[1597,880]"
501,25785,[2],"",[]
502,25786,[2],"",[]
503,25787,[3],"",[]
504,25788,[4],"",[]
505,25789,[2],"",[]
506,25790,[3],"",[]
507,25791,[4],"",[]
508,25792,[1],8421,[]
509,25793,[2],8421,[]
510,25794,[3],8421,[]
511,25795,[4],8421,[]
512,25796,[1],"",[]
513,25797,[2],"",[]
514,25798,[3],"",[]
515,25799,[4],"",[]
516,25800,[1],"",[601]
517,25801,[2],"",[601]
518,25802,[2],"",[601]
519,25803,[3],"",[601]
520,25804,[3],"",[601]
521,25805,[4],"",[601]
522,25806,[1],"",[]
523,25807,[1],"",[]
524,25808,[1],"",[]
525,25809,[1],"",[]
526,25810,[2],"",[]
527,25811,[2],"",[]
528,25812,[3],"",[]
529,25813,[4],"",[]
530,25814,[2],"","[1260,2268,71]"
531,25815,[3],"","[1260,2268,71]"
532,25816,[4],"","[1260,2268,71]"
533,25817,[2],"","[417,1260]"
534,25818,[3],"","[417,1260]"
535,25819,[4],"","[417,1260]"
536,25820,[2],"",[]
537,25821,[3],"",[]
538,25822,[4],"",[]
539,25823,[2],"",[]
540,25824,[3],"",[]
541,25825,[4],"",[]
542,25826,[2],"",[]
543,25827,[3],"",[]
544,25828,[4],"",[]
545,25829,[2],"",[]
546,25830,[3],"",[]
547,25831,[4],"",[]
548,25832,[2],"",[]
549,25833,[3],"",[]
550,25834,[4],"",[]
551,25835,[2],"",[]
552,25836,[3],"",[]
553,25837,[4],"",[]
554,25838,[1],"",[]
555,25839,[2],"",[]
556,25840,[3],"",[]
557,25841,[4],"",[]
558,25842,[1],"",[]
559,25843,[2],"",[]
560,25844,[3],"",[]
561,25845,[4],"",[]
562,25846,[1],"",[]
563,25847,[2],"",[]
564,25848,[3],"",[]
565,25849,[4],"",[]
566,25850,[2],"","[533,4222,1524,52,125]"
567,25851,[3],"","[533,4222,1524,52,125]"
568,25852,[4],"","[533,4222,1524,52,125]"
569,25853,[2],"","[533,4222,1524,52,125]"
570,25854,[3],"","[533,4222,1524,52,125]"
571,25855,[4],"","[533,4222,1524,52,125]"
572,25856,[2],"","[533,4223,1523,50,125]"
573,25857,[3],"","[533,4223,1523,50,125]"
574,25858,[4],"","[533,4223,1523,50,125]"
575,25859,[2],"","[533,4223,1523,50,125]"
576,25860,[3],"","[533,4223,1523,50,125]"
577,25861,[4],"","[533,4223,1523,50,125]"
578,25862,[2],"","[533,4224,1162,54,125]"
579,25863,[3],"","[533,4224,1162,54,125]"
580,25864,[4],"","[533,4224,1162,54,125]"
581,25865,[2],"","[533,4224,1162,54,125]"
582,25866,[3],"","[533,4224,1162,54,125]"
583,25867,[4],"","[533,4224,1162,54,125]"
584,25868,[2],"",[1038]
585,25869,[3],"",[1038]
586,25870,[4],"",[1038]
587,25871,[2],"",[427]
588,25872,[3],"",[427]
589,25873,[4],"",[427]
590,25874,[1],"",[]
591,25875,[2],"",[]
592,25876,[3],"",[]
593,25877,[4],"",[]
594,25878,[3],"",[]
595,25879,[4],"",[]
596,25880,[3],"",[]
597,25881,[4],"",[]
598,25882,[3],"",[0]
599,25883,[4],"",[0]
600,25884,[3],"",[]
601,25885,[4],"",[]
602,25886,[3],"",[]
603,25887,[4],"",[]
604,25888,[3],"",[]
605,25889,[4],"",[]
606,25890,[2],"",[]
607,25891,[3],"",[]
608,25892,[4],"",[]
609,25893,[2],"",[]
610,25894,[3],"",[]
611,25895,[4],"",[]
612,25896,[2],"",[]
613,25897,[3],"",[]
614,25898,[4],"",[]
615,25899,"[3,4]",8328,[]
616,25900,"[3,4]",8328,[]
617,25901,"[3,4]",8328,[]
618,25902,"[3,4]",8328,[]
619,25903,"[3,4]",8328,[]
620,25904,[2],8421,[]
621,25905,[3],8421,[]
622,25906,[4],8421,[]
623,25907,[2],8328,[]
624,25908,[3],8328,[]
625,25909,[4],"",[]
626,25910,[2],"",[]
627,25911,[3],"",[]
628,25912,[4],"",[]
629,25913,[2],"",[]
630,25914,[3],"",[]
631,25915,[4],"",[]
632,25916,[2],"",[]
633,25917,[3],"",[]
634,25918,[4],"",[]
635,25919,[2],"",[]
636,25920,[3],"",[]
637,25921,[4],"",[]
638,25922,[2],"",[]
639,25923,[3],"",[]
640,25924,[4],"",[]
641,25925,[2],"",[]
642,25926,[3],"",[]
643,25927,[4],"",[]
644,25928,[2],"",[]
645,25929,[3],"",[]
646,25930,[4],"",[]
647,25931,[2],"",[]
648,25932,[3],"",[]
649,25933,[4],"",[]
650,25934,[2],"",[]
651,25935,[3],"",[]
652,25936,[4],"",[]
653,25937,[2],"",[]
654,25938,[3],"",[]
655,25939,[4],"",[]
656,25940,[2],"",[]
657,25941,[3],"",[]
658,25942,[4],"",[]
659,25943,[2],"",[]
660,25944,[3],"",[]
661,25945,[4],"",[]
662,25946,[2],"",[]
663,25947,[3],"",[]
664,25948,[4],"",[]
665,25949,[2],"",[]
666,25950,[3],"",[]
667,25951,[4],"",[]
668,25952,[2],"",[]
669,25953,[3],"",[]
670,25954,[4],"",[]
671,25955,[4],"",[]
672,25956,[2],"","[4222,52,125]"
673,25957,[3],"","[4222,52,125]"
674,25958,[4],"","[4222,52,125]"
675,25959,[2],"","[4222,52,125]"
676,25960,[3],"","[4222,52,125]"
677,25961,[4],"","[4222,52,125]"
678,25962,[2],"","[4223,50,125]"
679,25963,[3],"","[4223,50,125]"
680,25964,[4],"","[4223,50,125]"
681,25965,[2],"","[4223,50,125]"
682,25966,[3],"","[4223,50,125]"
683,25967,[4],"","[4223,50,125]"
684,25968,[2],"","[4224,54,125]"
685,25969,[3],"","[4224,54,125]"
686,25970,[4],"","[4224,54,125]"
687,25971,[2],"","[4224,54,125]"
688,25972,[3],"","[4224,54,125]"
689,25973,[4],"","[4224,54,125]"
690,25974,[2],"","[3422,1092]"
691,25975,[3],"","[3422,1092]"
692,25976,[4],"","[3422,1092]"
693,25977,[2],"","[3422,1092]"
694,25978,[3],"","[3422,1092]"
695,25979,[4],"","[3422,1092]"
696,25980,"[1,2,3,4]","",[]
697,25981,"[3,4]",8330,[170]
698,25982,"[3,4]",8330,[170]
699,25983,"[3,4]",8330,[170]
700,25984,"[3,4]",8330,[170]
701,25985,"[3,4]",8330,[170]
702,25986,"[3,4]",8330,[170]
703,25987,"[3,4]",8330,[170]
704,25988,"[3,4]",8330,[170]
705,25989,[1],"","[3442,135]"
706,25990,[2],"","[3442,135]"
707,25991,[3],"","[3442,135]"
708,25992,[4],"","[3442,135]"
709,25993,[1],"","[3442,565]"
710,25994,[2],"","[3442,565]"
711,25995,[3],"","[3442,565]"
712,25996,[4],"","[3442,565]"
713,25997,[1],"","[3442,516]"
714,25998,[2],"","[3442,516]"
715,25999,[3],"","[3442,516]"
716,26000,[4],"","[3442,516]"
717,26001,[2],8421,[]
718,26002,[3],8421,[]
719,26003,[4],8421,[]
720,26004,[2],8421,[]
721,26005,[3],8421,[]
722,26006,[4],8421,[]
723,26007,"[3,4]","",[]
724,26008,"[3,4]","",[]
725,26009,"[3,4]","",[]
726,26010,"[3,4]","",[]
727,26011,"[3,4]","",[]
728,26012,[3],"",[]
729,26013,[4],"",[]
730,26014,[3],"",[]
731,26015,[4],"",[]
732,26016,[3],"",[]
733,26017,[4],"",[]
734,26018,[2],"","[3422,1164,1092]"
735,26019,[3],"","[3422,1164,1092]"
736,26020,[4],"","[3422,1164,1092]"
737,26021,[2],"","[3422,1164,1092]"
738,26022,[3],"","[3422,1164,1092]"
739,26023,[4],"","[3422,1164,1092]"
740,26024,[2],"","[533,4223,1523,50,125]"
741,26025,[3],"","[533,4223,1523,50,125]"
742,26026,[4],"","[533,4223,1523,50,125]"
743,26027,[2],"","[533,4223,1523,50,125]"
744,26028,[3],"","[533,4223,1523,50,125]"
745,26029,[4],"","[533,4223,1523,50,125]"
746,26030,[2],"","[1260,71]"
747,26031,[3],"","[1260,71]"
748,26032,[4],"","[1260,71]"
749,26033,[2],"","[1260,71]"
750,26034,[3],"","[1260,71]"
751,26035,[4],"","[1260,71]"
752,26036,"[3,4]","",[]
753,26037,"[3,4]","",[]
754,26038,"[3,4]","",[]
755,26039,"[3,4]","",[]
756,26040,[2],"",[]
757,26041,[3],"",[]
758,26042,[4],"",[]
759,26043,[2],"",[]
760,26044,[3],"",[]
761,26045,[4],"",[]
762,26046,[3],"",[]
763,26047,[4],"",[]
764,26048,[3],"",[]
765,26049,[4],"",[]
766,26050,[3],"",[]
767,26051,[4],"",[]
768,26052,[3],"",[]
769,26053,[4],"",[]
770,26054,[3],"",[]
771,26055,[4],"",[]
772,26056,[3],"",[]
773,26057,[4],"",[]
774,26058,[2],"",[]
775,26059,[3],"",[]
776,26060,[4],"",[]
777,26061,[2],"","[1260,71]"
778,26062,[3],"","[1260,71]"
779,26063,[4],"","[1260,71]"
780,26064,[2],"","[1260,71]"
781,26065,[3],"","[1260,71]"
782,26066,[4],"","[1260,71]"
783,26067,[2],"","[4222,1524,52,125]"
784,26068,[3],"","[4222,1524,52,125]"
785,26069,[4],"","[4222,1524,52,125]"
786,26070,[2],"","[4222,1524,52,125]"
787,26071,[3],"","[4222,1524,52,125]"
788,26072,[4],"","[4222,1524,52,125]"
789,26073,[2],"","[4223,1523,50,125]"
790,26074,[3],"","[4223,1523,50,125]"
791,26075,[4],"","[4223,1523,50,125]"
792,26076,[2],"","[4223,1523,50,125]"
793,26077,[3],"","[4223,1523,50,125]"
794,26078,[4],"","[4223,1523,50,125]"
795,26079,[2],"","[4224,1162,54,125]"
796,26080,[3],"","[4224,1162,54,125]"
797,26081,[4],"","[4224,1162,54,125]"
798,26082,[2],"","[4224,1162,54,125]"
799,26083,[3],"","[4224,1162,54,125]"
800,26084,[4],"","[4224,1162,54,125]"
801,26085,[2],"",[]
802,26086,[3],"",[]
803,26087,[4],"",[]
804,26088,[3],8331,[]
805,26089,[4],8331,[]
806,26090,[2],8421,[]
807,26091,[3],8421,[]
808,26092,[4],8421,[]
809,26093,[2],"",[]
810,26094,[3],"",[]
811,26095,[4],"",[]
812,26096,[2],"",[]
813,26097,[3],"",[]
814,26098,[4],"",[]
815,26099,[2],"",[]
