"rownum","Id","BuffDefinition","Buff_StatValues","AuraRadius","[i32]","[i32]","BuffVisual","f32","bool","Stats","i32","i32","bool","rid","bool"
87,"StrIntMissionAuraElementalDamage1",116,[0],30,[2],[],"",0,1,[475],1,0,"","",""
88,"MonsterImplicitAuraSpeed1",104,"[0,0,0]",45,"[1,2]",[],"",0,1,"[70,210,171]",1,0,"","",""
89,"MonsterImplicitAuraSpeedSextant_",104,"[0,0,0]",140,"[1,2]",[],"",0,1,"[70,210,171]",1,0,"","",""
90,"MonsterImplicitAuraLifeRegen1",106,[0],50,"[1,2]",[],"",0,1,[439],1,0,"","",""
91,"MonsterImplicitAuraLifeRegenBossStrIntMission",106,[0],75,"[1,2]",[],"",0,1,[439],1,0,"","",""
92,"MonsterImplicitAuraLifeRegenSextant",106,[0],140,"[1,2]",[],"",0,1,[439],1,0,"","",""
93,"MonsterImplicitAuraLargeDamage1",102,[0],50,"[1,2]",[],"",0,1,[26],1,0,"","",""
94,"MonsterImplicitAuraResists1",107,[0],50,"[1,2]",[],"",0,1,[135],1,0,"","",""
95,"MonsterImplicitAuraResistsSextant",107,[0],140,"[1,2]",[],"",0,1,[135],1,0,"","",""
96,"MonsterImplicitAuraMediumDamage1",101,[0],50,"[1,2]",[],"",0,1,[26],1,0,"","",""
97,"MonsterImplicitAuraEnergyShield1",108,[0],50,"[1,2]",[],"",0,1,[21390],1,0,"","",""
98,"MonsterImplicitAuraEnergyShieldBubble1",109,[0],50,"[1,2]",[],"",0,1,[21390],1,0,"","",""
99,"MonsterAuraCannotDie1",151,[0],50,[2],[],"",0,1,[388],1,0,"","",""
100,"MonsterAuraSlow1",152,[0],40,[3],[],"",0,1,[171],1,0,"","",""
101,"StrIntMissionAuraSlow1",152,[0],30,[3],[],"",0,1,[171],1,0,"","",""
102,"MonsterAuraSlowUniqueMap1",152,[0],50,[3],[],"",0,1,[171],1,0,"","",""
103,"MonsterImplicitAuraSlow1",152,[0],40,[3],[],"",0,1,[171],1,0,"","",""
104,"MonsterImplicitAuraSlow2",152,[0],40,[3],[],"",0,1,[171],1,0,"","",""
105,"MonsterImplicitAuraCannotDie1",151,[0],50,[2],[],"",0,1,[388],1,0,"","",""
106,"MonsterImplicitAuraCannotDie2",151,[0],16,[2],[],"",0,1,[388],1,0,"","",""
107,"MonsterImplicitDamageReductionAura",153,[0],40,[2],[],"",0,1,[466],1,0,"","",""
108,"MonsterImplicitDamageReductionAura2",153,[0],40,[2],[],"",0,1,[466],1,0,"","",""
109,"MonsterAuraAddedColdDamage",189,[0],50,"[1,2]",[],"",0,1,[436],1,0,"","",""
110,"StrIntMissionAuraAddedColdDamage",189,[0],30,[2],[],"",0,1,[436],1,0,"","",""
111,"MonsterAuraUniqueMapColdDamage",189,[0],60,[2],[],"",0,1,[436],1,0,"","",""
112,"MonsterAuraAddedFireDamage",190,[0],50,"[1,2]",[],"",0,1,[435],1,0,"","",""
113,"MonsterAmbrosiaAuraAddedFireDamage",192,[0],50,"[1,2]",[],"",0,1,[435],1,0,"","",""
114,"StrIntMissionAuraAddedFireDamage",190,[0],30,[2],[],"",0,1,[435],1,0,"","",""
115,"MonsterAuraUniqueMapFireDamage",190,[0],60,[2],[],"",0,1,[435],1,0,"","",""
116,"MonsterAuraAddedFireDamageSkeletonArmy",190,[0],50,"[1,2]",[],"",0,1,[435],1,0,"","",""
117,"MonsterAuraAddedLightningDamage",191,[0],50,"[1,2]",[],"",0,1,[437],1,0,"","",""
118,"MonsterAmarissaAuraAddedLightningDamage",193,[0],50,"[1,2]",[],"",0,1,[437],1,0,"","",""
119,"StrIntMissionAuraAddedLightningDamage",191,[0],30,[2],[],"",0,1,[437],1,0,"","",""
120,"MonsterAuraUniqueMapLightningDamage",191,[0],60,[2],[],"",0,1,[437],1,0,"","",""
121,"MonsterAuraAlwaysCrit1",195,[0],60,"[1,2]",[],"",0,1,[340],1,0,"","",""
122,"StrIntMissionAuraAlwaysCrit1",195,[0],30,[2],[],"",0,1,[340],1,0,"","",""
123,"MonsterAuraEvasion1",196,[0],50,"[1,2]",[],"",0,1,[113],1,0,"","",""
124,"MonsterAuraUniqueMapEvasion",196,[0],60,[2],[],"",0,1,[113],1,0,"","",""
125,"ChaosDegenerationAuraPlayersUniqueBodyStr3",232,[0],30,"[3,4]",[],"",0,1,[442],1,0,"","",""
126,"ChaosDegenerationAuraNonPlayersUniqueBodyStr3",232,[0],30,"[3,5]",[],"",0,1,[442],1,0,"","",""
127,"ChaosDegenerationAuraNonPlayersUnique__1",113,[0],30,"[3,5]",[],"",0,1,[442],1,0,"","",""
128,"ChaosDegenerationAuraPlayersUnique__1",113,[0],30,"[3,4]",[],"",0,1,[442],1,0,"","",""
129,"ChaosDegenerationAuraNonPlayersUnique__1Royale__",113,[0],30,"[3,5]",[],"",0,1,[442],1,0,"","",""
130,"ChaosDegenerationAuraPlayersUnique__1Royale",113,[0],30,"[3,4]",[],"",0,1,[442],1,0,"","",""
131,"DamageAuraUniqueHelmetDexInt2",235,[0],75,"[1,2,10]",[],"",0,1,[24],1,0,"","",""
132,"DamageAuraSkeletonMonster",396,[0],60,[2],[],"",0,1,[24],1,0,"","",""
133,"MonsterPhysicalThorns",97,[0],0,[],[],"",0,1,[553],1,0,"","",""
134,"MonsterElementalThorns",98,[0],0,[],[],"",0,1,[554],1,0,"","",""
135,"MonsterNemesisTransformed",281,"[0,0,0,0]",0,[],[],"",0,1,"[728,466,1895,171]",1,0,"","",""
136,"MonsterNemesisSoulEater",284,"[0,0,0,0]",50,"[2,3]",[],"",0,1,"[1898,1899,1901,3031]",1,0,"","",""
137,"MonsterStrIntRelicSoulEater",284,"[0,0,0,0]",42,"[2,3]",[],291,0,1,"[1898,1899,1901,3031]",1,0,"","",""
138,"MonsterIntMinionSoulEater",284,"[0,0,0,0]",70,"[2,3]",[],"",0,1,"[1898,1899,1901,3031]",1,0,"","",""
139,"MonsterDexMissionSoulEater",284,"[0,0,0,0]",50,"[2,3]",[],"",0,1,"[1898,1899,1901,3031]",1,0,"","",""
140,"MonsterImplicitNemesisSoulEaterDescent2",284,"[0,0,0,0]",30,"[2,3]",[],"",0,1,"[1898,1899,1901,3031]",1,0,"","",""
141,"MonsterImplicitNemesisSoulEaterInvasion",284,"[0,0,0,0]",30,"[2,3]",[],"",0,1,"[1898,1899,1901,3031]",1,0,"","",""
142,"MonsterNemesisSoulEaterSideAreaBoss",284,"[0,0,0,0]",70,"[2,3]",[],"",0,1,"[1898,1899,1901,3031]",1,0,"","",""
143,"MonsterNemesisSoulEaterMapAlira_",284,"[0,0,0,0]",150,"[2,3]",[],"",0,1,"[1898,1899,1901,3031]",1,0,"","",""
144,"MonsterArchnemesisSoulEater",284,"[0,0,0,0]",70,"[2,3]",[],"",0,1,"[1898,1899,1901,3031]",1,0,"","",""
145,"PlayerMonsterArchnemesisSoulEater",284,"[0,0,0,0]",70,"[2,3]",[],"",0,1,"[1898,1899,1901,3031]",1,0,"","",""
146,"MonsterBreachLightningSoulEater",743,"[0,0,0,0]",70,"[2,3]",[],"",0,1,"[1898,1899,1901,3031]",1,0,"","",""
147,"MonsterNemesisStealthMode",287,"[0,0]",0,[],[],"",0,1,"[1921,6986]",1,0,"","",""
148,"MonsterNemesisVines",962,[],0,[],[],"",0,1,[],1,0,"","",""
149,"MonsterNemesisVinesLarge",963,[],0,[],[],"",0,1,[],1,0,"","",""
150,"MonsterNemesisPhysicalProjectiles_",955,[],0,[],[],"",0,1,[],1,0,"","",""
151,"MonsterNemesisFireProjectiles",953,[],0,[],[],"",0,1,[],1,0,"","",""
152,"MonsterLightningMirage",969,[],0,[],[],"",0,1,[],1,0,"","",""
153,"PlayerMonsterLightningMirage",969,[],0,[],[],"",0,1,[],1,0,"","",""
154,"MonsterLightningMirageLarge",970,[],0,[],[],"",0,1,[],1,0,"","",""
155,"MonsterNemesisColdBeam",989,[],0,[],[],"",0,1,[],1,0,"","",""
156,"UndyingBreathCurseAuraUniqueStaff5",296,[0],75,[3],[],"",0,1,[1275],1,0,"","",""
157,"UndyingBreathDamageAuraUniqueStaff5",297,[0],75,"[2,10]",[],"",0,1,[24],1,0,"","",""
158,"UniqueSpecialCorruptionNearbyEnemiesBlinded",1408,[],30,[3],[9],"",0,1,[],1,0,"","",""
159,"UniqueSpecialCorruptionNearbyEnemiesMalediction",1408,[],30,[3],[12],"",0,1,[],1,0,"","",""
160,"UniqueSpecialCorruptionNearbyEnemiesCrushed",1408,[],30,[3],"[11,-15]","",0,1,[],1,0,"","",""
161,"StrDexMasterSlowAura",152,[0],30,[3],[],"",0,1,[171],1,0,"","",""
162,"MonsterCannotBeDamaged",349,[0],0,[],[],"",0,1,[134],1,0,"","",""
163,"MonsterCannotBeDamagedUniqueMap",349,[0],0,[],[],"",0,1,[134],1,0,"","",""
164,"DexMissionCorruptedBeastEffect1",354,[],0,[],[],"",0,1,[],1,0,"","",""
165,"IntMissionDamageBoostAura",298,[0],50,"[2,3,10]",[],"",0,1,[24],1,0,"","",""
166,"StrIntMissionManaRegenRelic",351,[0],30,[],[],"",0,1,[123],1,0,"","",""
167,"MonsterAddedFireDamageAndIgnite",360,"[0,0]",0,[],[],"",0,1,"[435,598]",1,0,"","",""
168,"MonsterAddedColdDamageAndFreeze",361,"[0,0]",0,[],[],"",0,1,"[436,444]",1,0,"","",""
169,"MonsterAddedLightningDamageAndShock",362,"[0,0]",0,[],[],"",0,1,"[437,648]",1,0,"","",""
170,"MonsterAddedPhysicalDamageAndBleed",366,"[0,0]",0,[],[],"",0,1,"[26,2320]",1,0,"","",""
171,"StrDexMissionAddedFireDamage",363,[0],0,[],[],"",0,1,[435],1,0,"","",""
172,"StrDexMissionAddedColdDamage",364,[0],0,[],[],"",0,1,[436],1,0,"","",""
173,"StrDexMissionAddedLightningDamage",365,[0],0,[],[],"",0,1,[437],1,0,"","",""
174,"MonsterBloodlinesShrouded",372,"[0,0]",0,[],[],368,0,1,"[2566,2524]",1,0,"","",""
175,"TormentSpiritExperimenter",381,[0],35,[3],[],"",0,1,[466],1,0,"","",""
176,"TormentSpiritCharlatanRegenerationAura",106,[0],40,"[1,2]",[],"",0,1,[439],1,0,"","",""
177,"TormentSpiritCharlatanDegenerationAura",114,[0],40,[3],[],"",0,1,[2521],1,0,"","",""
178,"TormentSpiritCutthroat",102,[0],45,"[1,2]",[],"",0,1,[26],1,0,"","",""
179,"TormentHauntedMonsterCutthroat",390,"[0,0]",45,"[1,2]",[],"",0,1,"[26,70]",1,0,"","",""
180,"TormentSpiritEmbezzler",392,"[0,0,0]",40,[3],[],"",0,1,"[1015,1016,1017]",1,0,"","",""
181,"TormentSpiritSmuggler",108,[0],45,"[1,2]",[],"",0,1,[552],1,0,"","",""
182,"TormentHauntedSmuggler",108,[0],45,"[1,2]",[],"",0,1,[552],1,0,"","",""
183,"TormentSpiritShavronne",642,"[0,0]",45,"[1,2]",[],"",0,1,"[552,1199]",1,0,"","",""
184,"TormentHauntedMonsterShavronne",642,"[0,0]",45,"[1,2]",[],"",0,1,"[552,1199]",1,0,"","",""
185,"MonsterBloodlinesThorns",122,"[0,0]",0,[],[],"",0,1,"[553,554]",1,0,"","",""
186,"MonsterBloodlinesThornsLargeModel",123,"[0,0]",0,[],[],"",0,1,"[553,554]",1,0,"","",""
187,"MonsterBloodlinesBurningAura",379,[0],30,[3],[],"",0,1,[2489],1,0,"","",""
188,"MonsterBloodlinesBurningAura2",379,[0],30,[3],[],"",0,1,[2489],1,0,"","",""
189,"MonsterBloodlinesBurningAura3",379,[0],30,[3],[],"",0,1,[2489],1,0,"","",""
190,"MonsterBloodlinesBurningAura4",379,[0],30,[3],[],"",0,1,[2489],1,0,"","",""
191,"MonsterBloodlinesBurningAura5",379,[0],30,[3],[],"",0,1,[2489],1,0,"","",""
192,"MonsterBloodlinesBurningAura6",379,[0],30,[3],[],"",0,1,[2489],1,0,"","",""
193,"MonsterBloodlinesBurningAura7",379,[0],30,[3],[],"",0,1,[2489],1,0,"","",""
194,"MonsterBloodlinesChillingAura",380,[0],30,[3],[],"",0,1,[7979],1,0,"","",""
195,"MonsterBloodlinesShockingAura",381,[0],30,[3],[],"",0,1,[466],1,0,"","",""
196,"TormentTouchedEffect",387,[],0,[],[],"",0,1,[],1,0,"","",""
197,"TormentPossessedEffect",388,[],0,[],[],"",0,1,[],1,0,"","",""
198,"NearbyAlliesHaveCullingStrikeUniqueTwoHandAxe9",416,[0],50,"[2,10]",[],"",0,1,[578],1,0,"","",""
199,"NearbyAlliesHaveIncreasedItemRarityUniqueTwoHandAxe9",417,[0],50,"[2,10]",[],"",0,1,[147],1,0,"","",""
200,"NearbyAlliesHaveCullingStrikeUnique__1",416,[0],30,"[2,10]",[],"",0,1,[578],1,0,"","",""
201,"NearbyAlliesHaveIncreasedItemRarityUnique__1",417,[0],30,"[2,10]",[],"",0,1,[147],1,0,"","",""
202,"NearbyAlliesHaveCriticalStrikeMultiplierUnique__1",1167,[0],30,"[2,10]",[],"",0,1,[95],1,0,"","",""
203,"NearbyAlliesHaveFortifyUnique__1__",1368,[10],30,"[2,10]",[],"",0,1,[],1,0,"","",""
204,"UniqueAnimateWeaponAura",471,[],1,[9],[],"",0,1,[],1,0,"","",""
205,"TalismanT2SacrificalBlades",297,[0],30,"[2,10]",[],"",0,1,[24],1,0,"","",""
206,"BlindAuraUnique__1",1408,[],25,[3],[9],188,0,1,[],1,0,"","",""
207,"NearbyEnemiesAreHinderedUnique__1",1410,[0],35,[3],[],1255,0,1,[10885],1,0,"","",""
208,"HearbyEnemiesAreHinderedHarbinger",1410,[0],50,[3],[],1255,0,1,[10885],1,0,"","",""
209,"LightningDegenAuraUnique__1",470,[0],32,[3],[],"",0,1,[3952],1,0,"","",""
210,"EssenceDaemonAlternatingBuffsSpeedDodge4",671,"[0,0,0,0]",0,[],[],"",0,1,"[171,210,70,6986]",1,0,"","",""
211,"EssenceDaemonAlternatingBuffsSpeedDodge5",671,"[0,0,0,0]",0,[],[],"",0,1,"[171,210,70,6986]",1,0,"","",""
212,"EssenceDaemonAlternatingBuffsSpeedDodge6",671,"[0,0,0,0]",0,[],[],"",0,1,"[171,210,70,6986]",1,0,"","",""
213,"EssenceDaemonAlternatingBuffsSpeedDodge7",671,"[0,0,0,0]",0,[],[],"",0,1,"[171,210,70,6986]",1,0,"","",""
214,"EssenceDaemonAlternatingBuffsDamage4",674,"[0,0]",0,[],[],"",0,1,"[621,466]",1,0,"","",""
215,"EssenceDaemonAlternatingBuffsDamage5",674,"[0,0]",0,[],[],"",0,1,"[621,466]",1,0,"","",""
216,"EssenceDaemonAlternatingBuffsDamage6",674,"[0,0]",0,[],[],"",0,1,"[621,466]",1,0,"","",""
217,"EssenceDaemonAlternatingBuffsDamage7",674,"[0,0]",0,[],[],"",0,1,"[621,466]",1,0,"","",""
218,"EssenceDaemonAlternatingBuffsCrit5",677,"[0,0]",0,[],[],"",0,1,"[97,340]",1,0,"","",""
219,"EssenceDaemonAlternatingBuffsCrit6",677,"[0,0]",0,[],[],"",0,1,"[97,340]",1,0,"","",""
220,"EssenceDaemonAlternatingBuffsCrit7_",677,"[0,0]",0,[],[],"",0,1,"[97,340]",1,0,"","",""
221,"EssenceHorrorCharges1",694,[],0,[],[],"",0,1,[],1,0,"","",""
222,"ElementalDamageTakenWhileStationaryEssence1",667,[0],0,[],[],"",0,1,[4658],1,0,"","",""
223,"BurningGroundWhileMovingEssence1",668,[],0,[],[],"",0,1,[],1,0,"","",""
224,"MonsterGainFrenzyEnduranceChargeEvery5Seconds",688,[],0,[],[],"",0,1,[],1,0,"","",""
225,"RemnantOfCorruptionMonsterAura",689,"[0,0,0]",30,[3],[],"",0,1,"[171,2521,2983]",1,0,"","",""
226,"VaultTreasureDaemon",711,[0],12,[12],[],"",0,1,[4856],1,0,"","",""
227,"DaemonAlternatingBuffsStatueMaker",705,"[0,0,0,0]",0,[],[],"",0,1,"[24,10,466,11]",1,0,"","",""
228,"VaultBossTreasurePileDamageBuff",711,[0],25,[],[],"",0,1,[4856],1,0,"","",""
229,"ShaperTouched1",389,[],0,[],[],668,0,1,[],1,0,"","",""
230,"ShaperHealed1",389,[],0,[],[],668,0,1,[],1,0,"","",""
231,"ShaperDaemon1",389,[],0,[],[],668,0,1,[],1,0,"","",""
232,"ShaperDaemon2",389,[],0,[],[],668,0,1,[],1,0,"","",""
233,"ShaperDaemon3_",389,[],0,[],[],668,0,1,[],1,0,"","",""
234,"ShaperDaemon4",389,[],0,[],[],668,0,1,[],1,0,"","",""
235,"NearbyEnemiesAreIntimidatedUnique__1",1408,[],25,[3],[7],"",0,1,[],1,0,"","",""
236,"MonsterNearbyEnemiesAreIntimidated",833,"[10,-10]",25,[3],[],"",0,1,"[466,24]",1,0,"","",""
237,"NearbyAlliesMovementVelocityUnique__1",775,[0],50,"[1,2,10]",[],"",0,1,[171],1,0,"","",""
238,"PowerChargeOnManaSpentUnique__1",856,[],0,[],[],"",0,1,[],1,0,"","",""
239,"EnemyPhysicalDamageTakenAuraUber1_",1096,[0],60,[3],[],"",0,1,[534],1,0,"","",""
240,"EnemyElementalDamageTakenAuraUber1",1416,[0],60,[3],[],"",0,1,[3379],1,0,"","",""
241,"PowerChargeOnManaSpentUber1",856,[],0,[],[],"",0,1,[],1,0,"","",""
242,"GainCriticalStrikeChanceOnManaSpentUnique__1",895,[],0,[],[],"",0,1,[],1,0,"","",""
243,"MaximumVoidArrowsUnique__1",937,[],0,[],[],"",0,1,[],1,0,"","",""
244,"BestiaryModAgileRhexAura1_",1006,"[0,0]",0,[],[],"",0,1,"[6986,171]",1,0,"","",""
245,"BestiaryModUrsaeAura1",1009,"[0,0,0]",0,[],[],"",0,1,"[3282,712,24]",1,0,"","",""
246,"BestiaryModLynxAura1",1012,"[0,0,0]",0,[],[],"",0,1,"[70,84,543]",1,0,"","",""
247,"BestiaryModCrabAura1",1015,"[0,0]",50,"[1,2,23]",[],"",0,1,"[466,436]",1,0,"","",""
248,"BestiaryModSquidAura1",1016,"[0,0]",50,"[1,2,23]",[],"",0,1,"[437,978]",1,0,"","",""
249,"BestiaryModSpiderAura1",1017,"[0,0]",50,"[1,2,23]",[],"",0,1,"[2262,6746]",1,0,"","",""
250,"BestiaryModTigerSpiritBossMinions",1018,"[0,0,0,0]",50,"[1,2]",[],"",0,1,"[70,84,543,95]",1,0,"","",""
