"rownum","Id","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32"
76,"C_G1_15",8,0,0,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,45,15
77,"C_G2_1",8,75,10,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
78,"C_G2_2",8,50,10,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
79,"C_G2_3",8,0,0,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,20,0
80,"C_G2_4_1",8,75,10,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,33,0
81,"C_G2_4_2",8,33,5,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,50,10
82,"C_G2_4_3",8,0,0,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,60,15
83,"C_G2_5_1",8,50,0,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
84,"C_G2_5_2",8,50,15,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
85,"C_G2_6",8,50,10,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
86,"C_G2_7",8,0,0,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,20,0
87,"C_G2_8",8,50,10,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
88,"C_G2_9_1",8,0,0,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,50,10
89,"C_G2_9_2",8,0,0,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,20,0
90,"C_G2_10_1",8,20,5,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,33,0
91,"C_G2_10_2",8,0,0,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,50,0
92,"C_G2_11",8,0,0,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
93,"C_G2_12_1",8,0,0,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,50,5
94,"C_G2_12_2",8,0,0,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,50,5
95,"C_G3_1",8,75,15,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
96,"C_G3_2_1",8,75,15,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
97,"C_G3_2_2",0,33,5,4,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
98,"C_G3_3",8,75,15,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,10,0
99,"C_G3_4",8,33,5,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,33,5
100,"C_G3_5",8,75,15,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
101,"C_G3_6_1",8,33,5,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,33,0
102,"C_G3_6_2",0,0,0,4,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,15
103,"C_G3_7",8,33,5,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,33,0
104,"C_G3_8",8,33,5,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,10,0
105,"C_G3_9",8,0,0,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,75,15
106,"C_G3_10",0,0,0,4,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,"C_G3_11",8,0,0,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,20,0
108,"C_G3_12",8,0,0,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
109,"C_G3_14",8,0,0,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,50,5
110,"C_G3_15",8,0,0,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,25,0
111,"C_G3_16",8,0,0,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,25,0
112,"C_G3_17",8,0,0,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,50,5
