"rownum","Id","bool","bool","i32","i32","i32","i32","bool","rid","i32","i32","bool","i32","i32","[i32]","bool","i32","bool"
66,"CloneShot","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
67,"Backstab","","",-16843010,-16843010,68,0,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
68,"OffBackstab","","",67,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
69,"Frenzy","","",-16843010,-16843010,70,0,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
70,"OffFrenzy","","",69,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
71,"PowerShot","","",-16843010,-16843010,72,0,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
72,"OffPowerShot","","",71,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
73,"Taunt","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
74,"ChangeToStance1","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
75,"ChangeToStance2","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
76,"ChangeToStance3","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
77,"Revive","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",5,""
78,"ShadowProjectiles","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
79,"HookOut","",1,-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
80,"HookIn","",1,-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
81,"HookInNear","",1,-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
82,"Dance",1,"",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
83,"Channel",1,1,-16843010,-16843010,-16843010,-16843010,"","",269,0,1,-16843010,-16843010,[],"",6,""
84,"AttackChannel",1,1,-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,1,-16843010,-16843010,[],"",6,""
85,"Cyclone",1,1,-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
86,"Hide","",1,-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
87,"Hide2","",1,-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
88,"Hide3","",1,-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
89,"BarrageStart","",1,-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
90,"BarrageFireMain","","",-16843010,-16843010,91,0,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
91,"BarrageFireOff","","",90,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
92,"BarrageActivate","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[93],"",6,""
93,"BarrageActivateFlipped","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
94,"LongOpen",1,"",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
95,"Submerge","",1,-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
96,"Puncture","","",-16843010,-16843010,97,0,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
97,"OffPuncture","","",96,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
98,"DodgeLeft","",1,-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
99,"DodgeRight","",1,-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
100,"DodgeForward","",1,-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
101,"DodgeBack","",1,-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
102,"SpellBuffFast","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
103,"IncreasingPulses","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
104,"Pant","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
105,"CastFast","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
106,"ChannelEnd","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
107,"ChannelUnleash","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
108,"ChannelAttackUnleash","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
109,"SpectralThrow","","",-16843010,-16843010,110,0,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
110,"SpectralThrowOff","","",109,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
111,"Teleport","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
112,"Knockdown","",1,-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
113,"ThrowOff","","",46,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
114,"IdleRelaxed",1,"",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",2,""
115,"ChannelBow","",1,-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
116,"ChannelBowEnd","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
117,"RainOfSpores","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
118,"GroundSlamOffhand","","",13,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
119,"LeapSlamOffhand","","",14,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
120,"DoubleStrikeOffhand","","",16,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
121,"AttackChannelEnd","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
122,"ChangeToStance4","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
123,"ChainStrikeThrow","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
124,"SliceAndDice","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
125,"ChargeStart","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
126,"CoilingAssault","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
127,"AttackProjectileUpward","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
128,"ChannelBowUpwards","",1,-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
129,"ChannelBowUpwardsEnd","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
130,"DeathFromDegen",1,"",6,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",4,""
131,"DeathWhileMoving",1,"",6,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",4,""
132,"DeathForward",1,"",6,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",4,""
133,"DeathBackward",1,"",6,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",4,""
134,"DeathLeft",1,"",6,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",4,""
135,"DeathRight",1,"",6,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",4,""
136,"TakeHitForward",1,"",5,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],1,6,""
137,"TakeHitBackward",1,"",5,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],1,6,""
138,"TakeHitLeft",1,"",5,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],1,6,""
139,"TakeHitRight",1,"",5,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],1,6,""
140,"Warcry","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
141,"RunBackwards",1,"",4,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",3,""
142,"ChangeToStance5","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
143,"SummonMinion","","",23,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
144,"RunLeft",1,"",4,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",3,""
145,"RunRight",1,"",4,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",3,""
146,"ShieldBash","","",113,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
147,"ReviveFromDegen","","",77,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",5,""
148,"ReviveWhileMoving","","",77,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",5,""
149,"ReviveForward","","",77,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",5,""
150,"ReviveBackward","","",77,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",5,""
151,"ReviveLeft","","",77,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",5,""
152,"ReviveRight","","",77,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",5,""
153,"Fling","","",46,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
154,"ChargeEndLeft","","",11,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
155,"ChargeEndRight","","",11,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
156,"ChargeEnd180","","",11,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
157,"WhirlwindSpear","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[318],"",6,""
158,"SpearCleaveRight","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
159,"SpearCleaveLeft","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
160,"GuardedAssaultChannel","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
161,"GuardedAssaultChannelEnd","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
162,"SpearWall","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[163],"",6,""
163,"SpearWallMoving","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
164,"SpearDoubleThrow","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
165,"FlinchForward","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
166,"FlinchBackward","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
167,"FlinchLeft","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
168,"FlinchRight","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
169,"ChangeAmmoDefault","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,"[170,0,592]","",6,""
170,"ChangeAmmoDefaultMoving","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
171,"TreeToTreeJumpLeft","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
172,"TreeToTreeJumpRight","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
173,"TreeToVineJumpLeft","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
174,"TreeToVineJumpRight","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
175,"VineToTreeJump","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
176,"VineToVineJump","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
177,"TreeToGroundJumpLeft","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
178,"TreeToGroundJumpRight","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
179,"VineToGroundJumpLeft","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
180,"VineToGroundJumpRight","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
181,"InteractPlaceGemstone","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
182,"Chop","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
183,"Slash","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
184,"Sunder","","",13,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[244],"",6,""
185,"FixedRun",1,"",4,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",3,1
186,"WhirlingAssault","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[289],"",6,""
187,"LightningStrike","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,"[246,0]","",6,""
188,"DoubleSlam","","",16,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,"[202,0]","",6,""
189,"WeaponSpell","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
190,"EscapeShot","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
191,"FlaskDash","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
192,"InteractPullLever","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
193,"SpellNovaEpic","","",37,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
194,"SpellNovaEpicFire","","",193,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
195,"SpellNovaEpicCold","","",193,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
196,"SpellNovaEpicLightning","","",193,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
197,"SpellNovaEpicChaos","","",193,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
198,"SpreadShot","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
199,"GaleStrike","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
200,"BladeDance","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
201,"ClawRake","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
202,"DoubleSlamMoving","","",188,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
203,"DoubleSlamMovingNear","","",202,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
204,"LeapSlamMoving","","",14,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
205,"LeapSlamMovingNear","","",204,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
206,"GlacialStrikeChannel",1,"",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
207,"GlacialStrikeChannelEnd","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
208,"RingOfIce","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
209,"RingOfIceStatueWindup","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
210,"RingOfIceStatueAttack","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
211,"Execute","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
212,"LeapingChop","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
213,"WhirlingSlash","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
214,"RaisedChop","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
