"rownum","HideoutNPC","Order","AddMod","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","KalandraAchievement","i32","i32","VeiledMod","AddEnchantment","SortCategory","ModType","bool","i32","Stat1","Stat2","Stat3"
46,6,18,7714,[],[],68,"Infused Ambush",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7015],4205,4205,"","",0,2123,"",1,"","",""
47,6,19,9991,[],[],68,"Infused Harbinger",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7015],4205,4205,"","",0,4987,"",1,"","",""
48,6,20,12638,[],[],68,"Corrupting Tempest",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],4205,4205,"","",0,10106,"",2,"","",""
49,6,21,12639,[],[],68,"Monstrous Treasure",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],4205,4205,"","",0,10107,"",2,"","",""
50,6,22,12640,[],[],68,"Alluring Vaal Side Area",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],4205,4205,"","",0,10108,"",2,"","",""
51,6,23,12641,[],[],68,"Improved Labyrinth Trial",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],4205,4205,"","",0,10109,"",2,"","",""
52,6,24,12642,[],[],68,"Breachstone Bargain",7,[86],0,"",0,0,[],"Rare Monsters drop an additional Reward Type\nArea has an additional random Modifier",1,"",[],0,[17],0,"",0,0,[],[],4205,4205,"","",0,10110,"",3,"","",""
53,6,25,12643,[],[],68,"Enriched Breachstone Bargain",7,[86],0,"",0,0,[],"Rare Monsters drop 2 additional Reward Types\nArea has 2 additional random Modifiers",1,"",[],0,[17],0,"",0,0,[],[],4205,4205,"","",0,10110,"",3,"","",""
54,6,26,12644,[],[],68,"Pure Breachstone Bargain",7,[86],0,"",0,0,[],"Rare Monsters drop 3 additional Reward Types\nArea has 3 additional random Modifiers",1,"",[],0,[17],0,"",0,0,[],[],4205,4205,"","",0,10110,"",3,"","",""
55,6,27,10117,[3],[2],69,"Abyss",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],310,4205,"","",0,5312,"",0,"","",""
56,6,28,9422,[3],[3],71,"Essence",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],297,4205,"","",0,4361,"",0,"","",""
57,6,29,7713,[3],[4],73,"Ambush",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],305,4205,"","",0,2123,"",0,"","",""
58,6,30,11545,[3],[5],76,"Metamorph",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],661,4205,"","",0,7834,"",0,"","",""
59,6,31,11538,[3],[6],79,"Heist",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1105,4205,"","",0,7748,"",0,"","",""
60,6,32,12553,[3],[10],82,"Expedition",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1211,4205,"","",0,8951,"",0,"","",""
61,6,33,11542,[3],[12],83,"Harvest",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1106,4205,"","",0,7753,"",0,"","",""
62,6,34,7735,[3],[2],101,"Onslaught",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],304,4205,"","",0,2132,"",0,"","",""
63,6,35,9681,[3],[4],101,"Breach",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],308,4205,"","",0,4538,"",0,"","",""
64,6,36,7957,[3],[5],101,"Torment",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],309,4205,"","",0,2300,"",0,"","",""
65,6,37,7718,[3],[2],101,"Domination",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],299,4205,"","",0,2126,"",0,"","",""
66,6,38,7710,[3],[2],101,"Invasion",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],311,4205,"","",0,2121,"",0,"","",""
67,6,39,7745,[3],[2],101,"Rampage",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],312,4205,"","",0,2145,"",0,"","",""
68,6,40,8123,[3],[4],101,"Tempest",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],313,4205,"","",0,2434,"",0,"","",""
69,6,41,8839,[14],[3],101,"Talisman",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],314,4205,"","",0,3878,"",0,"","",""
70,6,42,11291,[3],[6],101,"Legion",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],303,4205,"","",0,7304,"",0,"","",""
71,6,43,9990,[3],[6],101,"Harbinger",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],315,4205,"","",0,4987,"",0,"","",""
72,6,44,7747,[3],[5],101,"Beyond",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],302,4205,"","",0,2146,"",0,"","",""
73,6,45,11365,[3],[12],101,"Delirium",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],745,4205,"","",0,7620,"",0,"","",""
74,6,46,8395,[3],[2],101,"Warbands",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],306,4205,"","",0,2680,"",0,"","",""
75,6,47,12466,[3],[12],101,"Ritual",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1114,4205,"","",0,8953,"",0,"","",""
76,6,48,7732,[3],[3],101,"Anarchy",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],298,4205,"","",0,2144,"",0,"","",""
77,6,49,11326,[3],[8],101,"Blight",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],316,4205,"","",0,4640,"",0,17003,17004,17002
78,6,50,5320,[3],[2],101,"Monster Life I",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4205,4205,"","",0,817,"",0,"","",""
79,6,51,5321,[3],[2],101,"Monster Life II",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4205,4205,"","",0,817,"",0,"","",""
80,6,52,5322,[3],[2],101,"Monster Life III",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4205,4205,"","",0,817,"",0,"","",""
81,6,53,5323,[3],[2],101,"Monster Life IV",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4205,4205,"","",0,817,"",0,"","",""
82,6,54,5344,[3],[2],101,"Monster Damage I",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4205,4205,"","",0,821,"",0,"","",""
83,6,55,5345,[3],[2],101,"Monster Damage II",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4205,4205,"","",0,821,"",0,"","",""
84,6,56,5346,[3],[2],101,"Monster Damage III",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4205,4205,"","",0,821,"",0,"","",""
85,6,57,5347,[3],[2],101,"Monster Damage IV",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4205,4205,"","",0,821,"",0,"","",""
86,6,58,5187,[3],[6],101,"Area is inhabited by Spiders",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4205,4205,"","",0,763,"",0,"","",""
87,6,59,5188,[3],[6],101,"Area is inhabited by Blackguards",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4205,4205,"","",0,764,"",0,"","",""
88,6,60,5186,[3],[6],101,"Area is inhabited by Bandits",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4205,4205,"","",0,736,"",0,"","",""
89,6,61,5157,[3],[2],101,"Additional Totems",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4205,4205,"","",1,728,"",0,"","",""
90,6,62,5164,[3],[3],101,"Additional Rogue Exiles",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4205,4205,"","",1,1928,"",0,"","",""
91,6,63,5215,[3],[3],101,"Monsters from Beyond",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],4205,4205,"","",1,2199,"",0,"","",""
92,6,64,5222,[3],[3],101,"Twinned Unique Bosses",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],4205,4205,"","",1,780,"",0,"","",""
93,0,0,7740,[26],[2],0,"",7,[],0,"",0,0,[],"","","",[249],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[8842],4205,4205,"","",2,2143,"",0,"","",""
94,0,1,7741,[26],[2],0,"",7,[],0,"",0,0,[],"","","",[250],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[8842],4205,4205,"","",1,2139,"",0,"","",""
95,0,2,7744,[26],[2],0,"",7,[],0,"",0,0,[],"","","",[251],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[8842],4205,4205,"","",2,2142,"",0,"","",""
96,0,3,7742,[26],[1],0,"",7,[],0,"",0,0,[],"","","",[247],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[8842],4205,4205,"","",2,2140,"",0,"","",""
97,0,4,7743,[26],[1],0,"",7,[],0,"",0,0,[],"","","",[248],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[8842],4205,4205,"","",2,2141,"",0,"","",""
