"rownum","DelveUpgradeTypeKey","UpgradeLevel","StatsKeys","StatValues","Cost","i32","AchievementItemsKey","i32"
128,3,87,[7815],[2610],70367,4,"",0
129,3,88,[7815],[2640],71087,4,"",0
130,3,89,[7815],[2670],77444,4,"",0
131,3,90,[7815],[2700],81264,4,"",0
132,3,91,[7815],[2730],82095,4,"",0
133,3,92,[7815],[2760],89436,4,"",0
134,3,93,[7815],[2790],93847,4,"",0
135,3,94,[7815],[2820],94807,4,"",0
136,3,95,[7815],[2850],103285,4,"",0
137,3,96,[7815],[2880],108379,4,"",0
138,3,97,[7815],[2910],109487,4,"",0
139,3,98,[7815],[2940],119279,4,"",0
140,3,99,[7815],[2970],125161,4,"",0
141,3,100,[7815],[3000],126441,4,"",0
142,3,101,[7815],[3030],137749,4,"",0
143,3,102,[7815],[3060],144542,4,"",0
144,3,103,[7815],[3090],146020,4,"",0
145,3,104,[7815],[3120],159078,4,"",0
146,3,105,[7815],[3150],166924,4,"",0
147,4,0,[7816],[0],0,0,"",0
148,4,1,[7816],[30],121,0,"",6
149,4,2,[7816],[60],233,0,"",13
150,4,3,[7816],[90],396,0,"",20
151,4,4,[7816],[120],598,0,"",25
152,4,5,[7816],[150],850,0,"",29
153,4,6,[7816],[180],1111,0,"",35
154,4,7,[7816],[210],1273,0,"",0
155,4,8,[7816],[240],1385,0,"",0
156,4,9,[7816],[270],1576,0,"",0
157,4,10,[7816],[300],1714,0,"",0
158,4,11,[7816],[330],1811,0,"",0
159,4,12,[7816],[360],2072,0,"",0
160,4,13,[7816],[390],2235,0,"",0
161,4,14,[7816],[420],2205,0,"",0
162,4,15,[7816],[450],2345,0,"",0
163,4,16,[7816],[480],2402,0,"",0
164,4,17,[7816],[510],2369,0,"",0
165,4,18,[7816],[540],2581,0,"",0
166,4,19,[7816],[570],2709,0,"",0
167,4,20,[7816],[600],2736,0,"",0
168,4,21,[7816],[630],2981,0,"",0
169,4,22,[7816],[660],3128,0,"",0
170,4,23,[7816],[690],3160,0,"",0
171,4,24,[7816],[720],3443,0,"",0
172,4,25,[7816],[750],3612,0,"",0
173,4,26,[7816],[780],3649,0,"",0
174,4,27,[7816],[810],3976,0,"",0
175,4,28,[7816],[840],4172,0,"",0
176,4,29,[7816],[870],4215,0,"",0
177,4,30,[7816],[900],4591,0,"",0
178,4,31,[7816],[930],4818,0,"",0
179,4,32,[7816],[960],4867,0,"",0
180,4,33,[7816],[990],5302,0,"",0
181,4,34,[7816],[1020],5564,0,"",0
182,4,35,[7816],[1050],5621,0,"",0
183,4,36,[7816],[1080],6123,0,"",0
184,4,37,[7816],[1110],6425,0,"",0
185,4,38,[7816],[1140],6491,0,"",0
186,4,39,[7816],[1170],7072,0,"",0
187,4,40,[7816],[1200],7420,0,"",0
188,4,41,[7816],[1230],7496,0,"",0
189,4,42,[7816],[1260],8167,0,"",0
190,4,43,[7816],[1290],8569,0,"",0
191,4,44,[7816],[1320],8657,0,"",0
192,4,45,[7816],[1350],9431,0,"",0
193,4,46,[7816],[1380],9896,0,"",0
194,4,47,[7816],[1410],9998,0,"",0
195,4,48,[7816],[1440],10892,0,"",0
196,4,49,[7816],[1470],11429,0,"",0
197,4,50,[7816],[1500],11546,0,"",0
198,4,51,[7816],[1530],12578,0,"",0
199,4,52,[7816],[1560],13199,0,"",0
200,4,53,[7816],[1590],13334,0,"",0
201,4,54,[7816],[1620],14526,0,"",0
202,4,55,[7816],[1650],15242,0,"",0
203,4,56,[7816],[1680],15398,0,"",0
204,4,57,[7816],[1710],16775,0,"",0
205,4,58,[7816],[1740],17603,0,"",0
206,4,59,[7816],[1770],17783,0,"",0
207,4,60,[7816],[1800],19373,0,"",0
208,4,61,[7816],[1830],20328,0,"",0
209,4,62,[7816],[1860],20536,0,"",0
210,4,63,[7816],[1890],22373,0,"",0
211,4,64,[7816],[1920],23476,0,"",0
212,4,65,[7816],[1950],23716,0,"",0
213,4,66,[7816],[1980],25837,0,"",0
214,4,67,[7816],[2010],27111,0,"",0
215,4,68,[7816],[2040],27388,0,"",0
216,4,69,[7816],[2070],29838,0,"",0
217,4,70,[7816],[2100],31309,0,"",0
218,4,71,[7816],[2130],31629,0,"",0
219,4,72,[7816],[2160],34458,0,"",0
220,4,73,[7816],[2190],36157,0,"",0
221,4,74,[7816],[2220],36527,0,"",0
222,4,75,[7816],[2250],39794,0,"",0
223,4,76,[7816],[2280],41756,0,"",0
224,4,77,[7816],[2310],42183,0,"",0
225,4,78,[7816],[2340],45956,0,"",0
226,4,79,[7816],[2370],48222,0,"",0
227,4,80,[7816],[2400],48715,0,"",0
228,4,81,[7816],[2430],53072,0,"",0
229,4,82,[7816],[2460],55689,0,"",0
230,4,83,[7816],[2490],56258,0,"",0
231,4,84,[7816],[2520],61290,0,"",0
232,4,85,[7816],[2550],64312,0,"",0
233,4,86,[7816],[2580],64970,0,"",0
234,4,87,[7816],[2610],70780,0,"",0
235,4,88,[7816],[2640],74271,0,"",0
236,4,89,[7816],[2670],75030,0,"",0
237,4,90,[7816],[2700],81740,0,"",0
238,4,91,[7816],[2730],85771,0,"",0
239,4,92,[7816],[2760],86648,0,"",0
240,4,93,[7816],[2790],94398,0,"",0
241,4,94,[7816],[2820],99053,0,"",0
242,4,95,[7816],[2850],100066,0,"",0
243,4,96,[7816],[2880],109015,0,"",0
244,4,97,[7816],[2910],114391,0,"",0
245,4,98,[7816],[2940],115561,0,"",0
246,4,99,[7816],[2970],125895,0,"",0
247,4,100,[7816],[3000],132104,0,"",0
248,4,101,[7816],[3030],133455,0,"",0
249,4,102,[7816],[3060],145390,0,"",0
250,4,103,[7816],[3090],152560,0,"",0
251,4,104,[7816],[3120],154120,0,"",0
252,4,105,[7816],[3150],167903,0,"",0
253,7,0,[7818],[0],0,0,"",0
254,7,1,[7818],[15],96,0,"",0
255,7,2,[7818],[40],203,0,"",0
256,7,3,[7818],[75],366,0,"",0
257,7,4,[7818],[100],520,0,"",0
258,7,5,[7818],[125],763,0,"",0
259,7,6,[7818],[150],1136,0,"",0
260,7,7,[7818],[175],1349,0,"",0
261,7,8,[7818],[200],1661,0,"",0
262,7,9,[7818],[225],2007,0,"",0
263,7,10,[7818],[250],2213,0,"",0
264,8,0,[7819],[0],0,0,"",0
265,8,1,[7819],[30],101,0,"",6
266,8,2,[7819],[60],261,0,"",13
267,8,3,[7819],[90],451,0,"",20
268,8,4,[7819],[120],719,0,"",25
269,8,5,[7819],[150],1021,0,"",29
270,8,6,[7819],[180],1379,0,"",35
271,8,7,[7819],[210],1658,0,"",0
272,8,8,[7819],[240],1808,0,"",0
273,8,9,[7819],[270],2077,0,"",0
274,8,10,[7819],[300],2259,0,"",0
275,8,11,[7819],[330],2377,0,"",0
276,8,12,[7819],[360],2721,0,"",0
277,8,13,[7819],[390],2970,0,"",0
278,8,14,[7819],[420],2929,0,"",0
279,8,15,[7819],[450],3116,0,"",0
280,8,16,[7819],[480],3191,0,"",0
281,8,17,[7819],[510],3148,0,"",0
282,8,18,[7819],[540],3429,0,"",0
283,8,19,[7819],[570],3599,0,"",0
284,8,20,[7819],[600],3635,0,"",0
285,8,21,[7819],[630],3961,0,"",0
286,8,22,[7819],[660],4156,0,"",0
287,8,23,[7819],[690],4198,0,"",0
288,8,24,[7819],[720],4574,0,"",0
289,8,25,[7819],[750],4799,0,"",0
290,8,26,[7819],[780],4848,0,"",0
291,8,27,[7819],[810],5282,0,"",0
292,8,28,[7819],[840],5543,0,"",0
293,8,29,[7819],[870],5599,0,"",0
294,8,30,[7819],[900],6100,0,"",0
295,8,31,[7819],[930],6401,0,"",0
296,8,32,[7819],[960],6466,0,"",0
297,8,33,[7819],[990],7044,0,"",0
298,8,34,[7819],[1020],7392,0,"",0
299,8,35,[7819],[1050],7467,0,"",0
300,8,36,[7819],[1080],8135,0,"",0
301,8,37,[7819],[1110],8537,0,"",0
302,8,38,[7819],[1140],8624,0,"",0
303,8,39,[7819],[1170],9395,0,"",0
304,8,40,[7819],[1200],9858,0,"",0
305,8,41,[7819],[1230],9959,0,"",0
306,8,42,[7819],[1260],10850,0,"",0
307,8,43,[7819],[1290],11385,0,"",0
308,8,44,[7819],[1320],11501,0,"",0
309,8,45,[7819],[1350],12530,0,"",0
310,8,46,[7819],[1380],13148,0,"",0
311,8,47,[7819],[1410],13282,0,"",0
312,8,48,[7819],[1440],14470,0,"",0
313,8,49,[7819],[1470],15184,0,"",0
314,8,50,[7819],[1500],15339,0,"",0
315,8,51,[7819],[1530],16711,0,"",0
316,8,52,[7819],[1560],17535,0,"",0
317,8,53,[7819],[1590],17714,0,"",0
318,8,54,[7819],[1620],19298,0,"",0
319,8,55,[7819],[1650],20250,0,"",0
320,8,56,[7819],[1680],20457,0,"",0
321,8,57,[7819],[1710],22287,0,"",0
322,8,58,[7819],[1740],23386,0,"",0
323,8,59,[7819],[1770],23625,0,"",0
324,8,60,[7819],[1800],25738,0,"",0
325,8,61,[7819],[1830],27007,0,"",0
326,8,62,[7819],[1860],27283,0,"",0
327,8,63,[7819],[1890],29723,0,"",0
328,8,64,[7819],[1920],31189,0,"",0
329,8,65,[7819],[1950],31508,0,"",0
330,8,66,[7819],[1980],34326,0,"",0
331,8,67,[7819],[2010],36018,0,"",0
332,8,68,[7819],[2040],36387,0,"",0
333,8,69,[7819],[2070],39641,0,"",0
334,8,70,[7819],[2100],41596,0,"",0
335,8,71,[7819],[2130],42021,0,"",0
336,8,72,[7819],[2160],45779,0,"",0
337,8,73,[7819],[2190],48037,0,"",0
338,8,74,[7819],[2220],48528,0,"",0
339,8,75,[7819],[2250],52868,0,"",0
340,8,76,[7819],[2280],55475,0,"",0
341,8,77,[7819],[2310],56042,0,"",0
342,8,78,[7819],[2340],61054,0,"",0
343,8,79,[7819],[2370],64065,0,"",0
344,8,80,[7819],[2400],64720,0,"",0
345,8,81,[7819],[2430],70508,0,"",0
346,8,82,[7819],[2460],73985,0,"",0
347,8,83,[7819],[2490],74742,0,"",0
348,8,84,[7819],[2520],81426,0,"",0
349,8,85,[7819],[2550],85442,0,"",0
350,8,86,[7819],[2580],86315,0,"",0
351,8,87,[7819],[2610],94035,0,"",0
352,8,88,[7819],[2640],98672,0,"",0
353,8,89,[7819],[2670],99681,0,"",0
354,8,90,[7819],[2700],108595,0,"",0
355,8,91,[7819],[2730],113951,0,"",0
356,8,92,[7819],[2760],115116,0,"",0
357,8,93,[7819],[2790],125411,0,"",0
358,8,94,[7819],[2820],131596,0,"",0
359,8,95,[7819],[2850],132942,0,"",0
360,8,96,[7819],[2880],144831,0,"",0
361,8,97,[7819],[2910],151973,0,"",0
362,8,98,[7819],[2940],153527,0,"",0
363,8,99,[7819],[2970],167257,0,"",0
364,8,100,[7819],[3000],175506,0,"",0
365,8,101,[7819],[3030],177300,0,"",0
366,8,102,[7819],[3060],193156,0,"",0
367,8,103,[7819],[3090],202682,0,"",0
368,8,104,[7819],[3120],204755,0,"",0
369,8,105,[7819],[3150],223066,0,"",0
370,5,0,[7817],"[0,0]",0,0,"",0
371,5,1,[7817],"[25,1]",110,0,"",0
372,5,2,[7817],"[50,1]",419,0,"",0
373,5,3,[7817],"[75,2]",872,0,"",0
374,5,4,[7817],"[100,2]",1437,0,"",0
375,5,5,[7817],"[125,3]",1899,0,"",0
376,9,0,[7856],[14000],0,0,"",0
377,9,1,[7856],[15000],77,0,"",0
378,9,2,[7856],[16000],166,0,"",0
379,9,3,[7856],[17000],309,0,"",0
380,9,4,[7856],[18000],467,0,"",0
381,9,5,[7856],[19000],635,0,"",0
382,9,6,[7856],[20000],1046,0,"",0
383,9,7,[7856],[21000],1246,0,"",0
384,9,8,[7856],[22000],1423,0,"",0
385,9,9,[7856],[23000],1859,0,"",0
386,9,10,[7856],[24000],1973,0,"",0
