"rownum","i32","rid","bool","i32","bool","i32","i32","bool","i32","i32","i32","bool","i32","i32","i32","bool","bool","bool","rid","bool","rid","i32"
37,39,802,"",0,"",2,7,"",0,0,0,"",0,25,0,"","","","","","",0
38,40,803,"",0,"",2,7,"",0,0,0,"",0,25,0,"","","","","","",0
39,41,804,"",0,"",2,7,"",0,0,0,"",0,25,0,"","","","","","",0
40,42,805,"",0,"",2,7,"",0,0,0,"",0,25,0,"","","","","","",0
41,43,806,"",0,"",2,7,"",0,0,0,"",0,25,0,"","","","","","",0
42,44,807,"",0,"",2,7,"",0,0,0,"",0,25,0,"","","","","","",0
43,45,808,"",0,"",2,7,"",0,0,0,"",0,25,0,"","","","","","",0
44,46,809,"",0,"",2,7,"",0,0,0,"",0,25,0,"","","","","","",0
45,47,119,1,40,"",4,7,"",8000,10,40,1,0,0,0,"","","","","","",0
46,48,833,1,0,"",4,6,1,0,95,100,1,0,0,0,"","","","","","",0
47,49,864,"",0,"",4,9,1,0,0,0,"",0,0,1,"","","","","","",0
48,50,867,1,19,1,3,7,1,100,10,30,1,0,0,0,"","",1,"","","",0
49,51,868,1,4,"",3,7,1,500,20,60,1,0,20,0,"","","","","","",0
50,52,926,"",15,1,2,7,"",0,0,0,"",0,0,0,"","","","","","",0
51,53,931,"",0,"",3,6,1,0,0,0,"",0,0,0,"","","",4,"","",0
52,54,964,"",0,"",3,4,"",0,0,0,"",0,0,0,"","","",7,"","",0
53,55,966,"",7,1,4,7,"",0,19,20,"",0,0,0,"","","","","","",0
54,56,995,1,0,"",2,4,1,0,10,0,"",0,0,1,"","","","","","",0
55,57,1019,1,0,"",4,5,"",0,25,0,"",0,0,307201,"","","","","","",0
56,58,1023,1,0,"",5,4,1,0,0,0,"",0,0,1,"","","","","","",0
57,59,1030,"",0,"",4,2,1,0,0,0,"",90,5,512001,"","","","","","",0
58,60,193,"",0,"",3,7,1,0,0,0,"",0,45,0,"","","","","","",0
59,61,1041,"",0,"",3,4,1,0,0,0,"",0,0,0,"","","","","","",0
60,62,1042,"",0,"",3,6,"",0,0,0,"",0,0,1,"",1,"","","","",0
61,63,1040,"",0,"",3,7,"",0,120,160,1,0,90,0,"","","","",1,"",0
62,64,1166,1,0,"",3,4,1,0,40,0,"",0,0,0,"","","","",1,"",0
63,65,1182,1,2,"",2,4,1,0,40,80,1,0,0,0,"","","","","","",0
64,66,1185,1,0,"",2,4,1,0,10,0,"",0,0,1,"","","","","","",0
65,67,1190,"",0,"",4,2,1,0,0,0,"",0,0,0,"","","","","","",0
66,68,1199,1,0,"",3,4,1,0,40,0,"",0,0,0,"","","","",1,"",0
67,69,1199,1,0,"",3,4,1,0,40,0,"",0,0,0,"","","","",1,"",0
68,70,1199,1,0,"",3,4,1,0,40,0,"",0,0,0,"","","","",1,"",0
69,71,1200,"",0,"",3,6,"",0,0,0,"",0,0,0,"","","","","","",0
70,72,1202,"",6,"",3,4,"",1000,0,0,"",0,35,0,"","","","","","",0
71,73,1208,"",0,"",3,4,"",0,0,0,"",0,0,0,"","","","","","",0
72,74,1211,1,0,"",2,2,1,0,0,0,"",0,0,1,"","","","","","",0
73,76,563,1,0,"",3,4,"",333,15,100,1,-80,33,0,"","","","","","",0
74,77,"",1,0,"",4,7,"",0,5,28,"",0,0,0,"","","","",1,189,0
75,78,1259,"",0,"",2,6,"",0,0,0,"",0,0,1,"","","","","","",0
76,79,"",1,0,"",3,4,"",0,10,0,"",0,0,0,"","","","","",192,0
77,80,1272,"",0,"",3,4,"",0,0,0,"",0,0,0,"","","","","","",0
78,81,1272,"",0,"",3,4,"",0,0,0,"",0,0,0,"","","","","","",0
79,82,1272,"",0,"",3,4,"",0,0,0,"",20,0,0,"","","","","","",0
80,83,1272,"",0,"",3,4,"",0,0,0,"",-20,0,0,"","","","","","",0
81,84,"",1,0,"",3,4,"",0,10,0,"",0,0,0,"","","","","",194,0
82,85,1030,"",0,"",12,4,1,0,0,0,"",0,10,332801,"","","","","","",0
83,86,1030,"",0,"",12,4,1,0,0,0,"",0,10,332801,"","","","","","",0
84,87,1019,1,0,"",4,6,"",0,20,60,"",0,0,307201,"","","","","","",0
85,88,1209,"",0,"",3,4,"",0,0,0,"",0,0,0,"","","","","","",0
86,89,1210,"",0,"",4,2,"",0,0,0,"",0,0,0,"","","","","","",0
87,94,1210,"",0,"",4,2,"",0,0,0,"",0,0,0,"","","","","","",0
88,1000,1071,"",4,"",2,4,"",500,25,50,"",0,30,0,"","","","","","",0
89,1001,1095,1,0,"",3,4,1,0,33,33,"",0,0,0,"","","","","","",0
90,1002,1095,1,0,"",3,4,1,0,46,46,"",0,0,0,"","","","","","",0
91,1003,1095,1,0,"",3,4,1,0,70,70,"",0,0,0,"","","","","","",0
92,1004,98,1,24,1,3,7,1,0,10,50,1,0,0,0,"","",1,"","","",0
93,1005,100,1,24,1,3,7,1,0,10,50,1,0,0,0,"","",1,"","","",0
94,1006,1149,1,0,"",4,7,"",0,10,25,1,0,0,0,"","","","","","",0
95,1007,"",1,10,"",5,6,1,0,7,25,1,0,0,0,"","",1,"","",227,0
96,1008,1299,"",0,"",3,4,"",0,0,0,"",0,0,256001,"","","","","","",0
97,1009,1311,"",8,1,12,7,"",0,0,0,"",0,0,0,"","","","","","",0
98,1010,1326,"",0,"",3,4,"",0,20,50,"",0,0,0,"","","","","","",0
99,1011,1334,1,0,"",3,4,1,0,10,40,"",0,0,0,"","","","","","",0
100,1012,1730,"",0,"",10,3,"",0,5,0,"",0,0,0,"","","","","","",0
101,1013,1352,"",0,"",10,3,1,0,49,50,"",0,0,0,"","","","","","",0
102,1014,"","",0,"",3,4,"",0,15,25,1,0,60,0,"","","","","",248,0
103,1015,"",1,0,"",3,4,"",0,10,0,"",0,0,0,"","","","","",256,0
104,1016,"",1,0,"",3,4,"",0,10,0,"",0,0,0,"","","","","",257,0
105,1017,1397,1,0,"",5,4,1,0,0,0,"",0,0,1,"","","","","","",0
106,1018,"",1,0,"",2,3,"",0,5,0,"",0,0,0,"","","","","",261,0
107,1019,1419,1,0,"",3,4,1,0,0,0,"",0,0,1,"","",1,"","","",0
108,1020,1422,"",0,"",2,4,1,0,10,0,"",0,0,1,"","","","","","",0
109,1021,1432,"",0,"",12,4,1,0,0,0,"",0,0,192001,"","","","","","",0
110,1022,1480,1,0,"",10,3,1,0,0,0,"",0,0,0,"","","","","","",20
111,1023,1464,"",0,"",3,4,"",0,10,50,"",0,0,192001,"",1,"","","","",0
112,1024,1486,1,0,"",12,4,1,0,0,0,"",0,0,0,"","","","","","",0
113,1025,1495,1,2,1,3,7,"",250,30,45,1,0,0,0,"","","","","","",0
114,1026,1423,"",0,"",2,4,1,0,70,80,1,0,0,1,"","","","","","",0
115,1028,1550,"",0,"",2,6,"",0,0,0,"",0,0,1,"","","","","","",0
116,1029,1551,"",0,"",2,6,"",0,0,0,"",0,0,1,"","","","","","",0
117,1030,1558,1,0,"",12,4,"",0,10,0,"",0,0,128001,"","","","","","",0
118,1031,1231,1,0,"",3,4,"",0,10,0,"",0,0,1,"",1,"","","","",25
119,1032,1578,"",0,"",3,5,"",0,0,0,"",0,0,1,"",1,"","","","",0
120,1033,1596,"",0,"",3,4,"",0,0,0,"",0,0,1,"",1,"","","","",0
121,1034,1610,1,0,"",3,4,1,0,0,0,"",0,0,0,"","","","","","",-10
122,1035,1613,1,0,"",3,4,1,0,30,0,"",0,0,1,"",1,"","","","",0
123,1036,1097,"",0,"",3,6,1,0,0,0,"",0,0,1,"","","","","","",0
124,1037,1628,"",0,"",3,4,1,0,0,0,"",0,0,1,"","","","","","",0
125,1038,1630,"",0,"",10,3,"",0,45,100,1,0,60,0,"","","","","","",0
126,1039,1637,"",0,"",12,4,"",0,0,0,"",0,0,768001,"","","","","","",0
127,1040,1647,1,0,"",5,4,1,0,0,0,"",0,0,1,"","","","","","",0
128,1041,1652,1,0,"",2,4,1,0,10,0,"",0,0,1,"",1,"","","","",0
129,1042,1678,1,0,"",3,5,"",0,0,0,"",0,0,1,"",1,"","","","",0
130,1043,1698,"",0,"",3,9,"",0,0,0,"",0,0,1,"","","","","","",0
131,1044,1715,"",0,"",3,4,"",0,0,0,"",0,0,1,"","","","","","",0
132,1045,1708,"",0,"",3,6,"",0,0,0,"",0,0,1,"","","","","","",0
133,1046,1701,1,0,"",10,3,1,0,45,0,"",0,0,76801,"",1,"","",1,"",0
134,1047,1713,"",0,"",10,3,"",0,0,0,"",0,0,1,"","","","","","",0
135,1048,1729,"",0,"",10,3,1,0,0,0,"",0,0,1,"","","","","","",0
136,1049,1733,"",0,"",12,4,"",0,0,0,"",0,0,384001,"",1,"","","","",0
137,1050,1695,1,0,"",12,3,"",0,0,0,"",0,0,256001,"","","","","","",0
138,1051,1734,"",0,"",12,6,"",0,0,0,"",0,0,1,"","","","","","",0
139,1052,1735,"",0,"",12,4,"",0,0,0,"",0,0,1,"","","","","","",0
140,1053,1727,"",0,"",10,3,"",0,0,0,"",0,0,1,"",1,"","","","",-15
141,1054,1738,1,0,"",12,3,"",0,0,0,"",0,0,256001,"","","","","","",0
142,1055,"",1,10,1,5,6,1,0,7,25,"",0,0,0,"","",1,"","",276,0
143,1056,1752,1,0,"",3,5,"",0,10,100,"",0,0,1,"",1,"","","","",0
144,1057,1747,"",29,1,12,3,"",0,10,100,"",0,0,256001,"","","","","","",0
145,1058,1231,1,0,"",3,4,"",0,44,44,"",0,0,0,"","","","","","",0
146,1059,1231,1,0,"",3,4,"",0,51,51,"",0,0,0,"","","","","","",0
147,1060,1231,1,0,"",3,4,"",0,58,58,"",0,0,0,"","","","","","",0
148,1061,1231,1,0,"",3,4,"",0,65,65,"",0,0,0,"","","","","","",0
149,1062,1231,1,0,"",3,4,"",0,72,72,"",0,0,0,"","","","","","",0
