"rownum","Id","HASH16","Stats","Stat1Value","Stat2Value","Stat3Value","AchievementItem"
176,"Leech1",62252,[17037],10,0,0,8709
177,"Leech2",2249,[17038],40,0,0,8709
178,"Leech3",5995,[451],25,0,0,8709
179,"Leech4",53627,[17039],25,0,0,8709
180,"Leech5",57298,[11318],100,0,0,8709
181,"Leech6",52876,[451],25,0,0,8709
182,"Life1",64381,[17018],4,0,0,8709
183,"Life2",34242,[17020],15,0,0,8709
184,"Life3",47642,[117],20,0,0,8709
185,"Life4",31822,[17021],55,0,0,8709
186,"Life5",21468,[17022],90,0,0,8709
187,"Life6",38454,[17023],30,0,0,8709
188,"Link1",59815,[14486],1,0,0,8709
189,"Link2",26985,[14489],1,0,0,8709
190,"Link3",18365,[17476],1,0,0,8709
191,"Link4",46059,[17104],1,0,0,8709
192,"Link5",64655,[17294],1,0,0,8709
193,"Link6",18435,[17105],1,0,0,8709
194,"Lightning1",53046,[473],40,0,0,8709
195,"Lightning2",64241,[17648],60,0,0,8709
196,"Lightning3",50993,[15793],15,0,0,8709
197,"Lightning4",28569,[19726],10,0,0,8709
198,"Lightning5",64063,[14676],1,0,0,8709
199,"Lightning6",20364,[17649],-1,0,0,8709
200,"Mace1",37132,[451],1,0,0,8709
201,"Mace2",17821,[14275],20,0,0,8709
202,"Mace3",12139,[14290],1,0,0,8709
203,"Mace4",22542,[14320],12,0,0,8709
204,"Mace5",40991,[333],50,0,0,8709
205,"Mace6",16425,[2558],1,0,0,8709
206,"Mana1",2902,[125],300,0,0,8709
207,"Mana2",55886,[11412],10,0,0,8709
208,"Mana3",59064,[1074],10,0,0,8709
209,"Mana4",12119,[207],10,0,0,8709
210,"Mana5",64642,[3594],10,0,0,8709
211,"Mana6",64875,[14069],12,0,0,8709
212,"Mark1",2800,[17202],1,0,0,8709
213,"Mark2",34031,[14509],1,0,0,8709
214,"Mark3",48980,[14813],10,0,0,8709
215,"Mark4",50841,[17203],1,0,0,8709
216,"Mark5",52153,[11776],100,0,0,8709
217,"Mark6",23152,[17204],50,0,0,8709
218,"Mine1",29161,[9503],2,0,0,8709
219,"Mine2",47823,[9504],-2,0,0,8709
220,"Mine3",18391,[9576],30,0,0,8709
221,"Mine4",21313,[3588],5,0,0,8709
222,"Mine5",533,[14514],1,0,0,8709
223,"Mine6",6510,[14516],150,0,0,8709
224,"MinionDefence1",61283,[9634],8,0,0,8709
225,"MinionDefence2",20153,[14258],1,0,0,8709
226,"MinionDefence3",15574,[451],100,0,0,8709
227,"MinionDefence4",58106,[4207],40,0,0,8709
228,"MinionDefence5",43400,"[153,14462]",30,-15,0,8709
229,"MinionDefence6",46636,[10850],5,0,0,8709
230,"MinionOffence1",47429,[14295],20,0,0,8709
231,"MinionOffence2",9876,[14296],8,0,0,8709
232,"MinionOffence3",40073,[451],25,0,0,8709
233,"MinionOffence4",41544,[2620],30,0,0,8709
234,"MinionOffence5",11723,[7694],250,0,0,8709
235,"MinionOffence6",57179,[4265],20,0,0,8709
236,"Physical1",62782,[1667],-60,0,0,8709
237,"Physical2",32255,[451],10,0,0,8709
238,"Physical3",20173,[17762],1,0,0,8709
239,"Physical4",39010,[17763],40,0,0,8709
240,"Physical5",18859,[14517],40,0,0,8709
241,"Physical6",59010,[17764],6,0,0,8709
242,"Poison1",34563,[451],300,0,0,8709
243,"Poison2",62897,[8605],20,0,0,8709
244,"Poison3",45300,[10498],12,0,0,8709
245,"Poison4",64264,[451],1,0,0,8709
246,"Poison5",16264,[5037],3,0,0,8709
247,"Poison6",52120,[14651],20,0,0,8709
248,"Projectile1",16644,[6750],20,0,0,8709
249,"Projectile2",2198,[7475],20,0,0,8709
250,"Projectile3",52404,[14520],1,0,0,8709
251,"Projectile4",14813,[14519],1,0,0,8709
252,"Projectile5",1167,[14521],15,0,0,8709
253,"Projectile6",44240,[14522],-15,0,0,8709
254,"Recovery1",19002,[17028],3,0,0,8709
255,"Recovery2",24305,[17759],1,0,0,8709
256,"Recovery3",6630,[17029],10,0,0,8709
257,"Recovery4",36081,[16339],-50,0,0,8709
258,"Recovery5",16013,"[15773,17030]",1,6,0,8709
259,"Recovery6",45653,[119],3000,0,0,8709
260,"Reservation1",28638,[14399],8,0,0,8709
261,"Reservation2",34383,[17708],1,0,0,8709
262,"Reservation3",23621,[14070],20,0,0,8709
263,"Reservation4",56471,[850],30,0,0,8709
264,"Reservation5",61097,[14406],10,0,0,8709
265,"Reservation6",12046,[10994],50,0,0,8709
266,"Resistance1",19422,[17085],-65,0,0,8709
267,"Resistance2",4319,[17086],1,0,0,8709
268,"Resistance3",9074,[7479],1,0,0,8709
269,"Resistance4",46807,"[5659,6069]",100,1,0,8709
270,"Resistance5",53837,[11405],100,0,0,8709
271,"Resistance6",31331,"[17088,17087]",1,1,0,8709
272,"Shield1",45263,[14421],50,0,0,8709
273,"Shield2",30612,[14422],1,0,0,8709
274,"Shield3",10059,[14423],1,0,0,8709
275,"Shield4",50228,[8726],20,0,0,8709
276,"Shield5",35302,[10804],2,0,0,8709
277,"Shield6",45307,[10805],1,0,0,8709
278,"Staff1",50863,"[14424,14425]",2,2,0,8709
279,"Staff2",28589,[14426],30,0,0,8709
280,"Staff3",47249,[14427],8,0,0,8709
281,"Staff4",22149,[3696],20,0,0,8709
282,"Staff5",9143,"[451,451]",100,0,0,8709
283,"Staff6",65233,[6574],60,0,0,8709
284,"Stun1",52274,"[102,333]",-100,200,0,8709
285,"Stun2",45652,[7625],20,0,0,8709
286,"Stun3",6906,[17053],50,0,0,8709
287,"Stun4",52557,[17054],1,0,0,8709
288,"Stun5",18881,[17055],25,0,0,8709
289,"Stun6",4842,[17056],2000,0,0,8709
290,"Suppression1",58447,[14106],3,0,0,8709
291,"Suppression2",7677,[17005],1,0,0,8709
292,"Suppression3",42014,"[17006,17007]",-2,1,0,8709
293,"Suppression4",2474,[17008],-50,0,0,8709
294,"Suppression5",13757,"[17009,17012]",1,8,0,8709
295,"Suppression6",45317,[17010],1,0,0,""
296,"Sword1",47595,[9304],3,0,0,8709
297,"Sword2",47299,[7987],20,0,0,8709
298,"Sword3",8018,[12109],8,0,0,8709
299,"Sword4",23247,[14527],1,0,0,8709
300,"Sword5",50922,"[2340,602]",120,-20,0,8709
301,"Sword6",54067,[217],50,0,0,8709
302,"Totem1",60050,[9941],1,0,0,8709
303,"Totem2",27718,[14402],30,0,0,8709
304,"Totem3",12747,[14400],5,0,0,8709
305,"Totem4",53005,[14428],1,0,0,8709
306,"Totem5",32279,[2969],4000,0,0,8709
307,"Totem6",16950,[16384],3000,0,0,8709
308,"Trap1",13257,[13400],5,0,0,8709
309,"Trap2",8298,[4014],8,0,0,8709
310,"Trap3",50265,[954],5,0,0,8709
311,"Trap4",20694,[304],60,0,0,8709
312,"Trap5",763,[4582],30,0,0,8709
313,"Trap6",43061,[14515],1,0,0,8709
314,"TwoHand1",35582,[11947],3,0,0,8709
315,"TwoHand2",27095,[3299],40,0,0,8709
316,"TwoHand3",31564,"[14632,14633]",10,10,0,8709
317,"TwoHand4",31038,[14636],15,0,0,8709
318,"TwoHand5",1626,"[3456,70]",60,-10,0,8709
319,"TwoHand6",60246,[],0,0,0,8709
320,"Wand1",16545,[14429],10,0,0,8709
321,"Wand2",26785,[14430],1,0,0,8709
322,"Wand3",42540,[14431],1,0,0,8709
323,"Wand4",61352,[10992],100,0,0,8709
324,"Wand5",15133,"[451,451]",50,50,0,8709
325,"Wand6",63280,[14631],1,0,0,8709
326,"Warcry1",14206,[11668],1,0,0,8709
327,"Warcry2",23021,[11666],15,0,0,8709
328,"Warcry3",60034,[10376],1,0,0,8709
329,"Warcry4",12916,[11500],1,0,0,8709
330,"Warcry5",63994,[17083],1,0,0,8709
331,"Warcry6",14032,[17084],10,0,0,8709
