"rownum","WorldAreasKey","i32","[i32]","MonsterVarietiesKeys1","MonsterVarietiesKeys2","i32","i32","i32","i32"
108,120,2,"[1,1,1]","[1207,1209,1211,1881,1882,3956,1459]","[1535,880,3042]",330,990,85,0
109,121,2,"[1,1,1]","[1881,1882,3956,1459,1922,1991,1585,3842]","[880,3042,2036]",360,990,85,0
110,122,0,[],"[5621,5623,5625,5628,3767,3769,1930,1942,1971,1977]",[],360,1080,85,0
111,123,0,[],"[1485,1487,1472,1473,1638,1469,1483,1634,1944,1946,1979,1981,4750,1642,4752]",[],400,1080,85,0
112,124,1,[],"[3855,1080,1944,1946,1078,4750,4752]","[678,680]",400,1100,85,0
113,125,0,[],"[1439,1283,1258,1419,1389,1400,1422,1324,1509,1510,1508]",[],400,1100,85,0
114,126,0,[],"[1258,1283,2683,2685,2691,1324,2725,1263,1288,1509,1510,1508]",[],400,1100,85,0
115,127,0,[],"[1258,1283,2683,2685,1263,1288,1324,1439,1419,1422,1288,1509,1510,1508]",[],400,1100,85,0
116,128,1,[],"[2048,1911,1989,318,1995,1925,1962,2055,2059,2063,1904]","[2061,523]",400,1100,85,0
117,129,1,[],"[2048,1911,1989,4031,318,4055,1995,1925,1962,4718,4717]",[523],400,1100,85,0
118,130,1,[],"[840,842,844,846,848,4055,2631,1520,1530,699,701,703,705,707,852,4074,1531]","[3872,4717,4718]",400,1100,75,0
119,131,0,[],"[1499,1496,1502,5272,5274,5276,1327,1280,1285,1255,1260]",[],400,1100,85,0
120,132,0,[],"[1502,1496,1499,5272,5274,5276,1327,1280,1285,1255,1260,1850,1854]",[],400,1100,80,0
121,133,0,[],"[1502,1496,1499,1894,5272,5274,5276,1327,1280,1285,1255,1260,1850,1854]",[],400,1100,85,0
122,134,2,[],"[1504,1498,1501,1513,1512,1511,1442,1425,1426,5281,5282,5283,1266,1291,1326,1265,1290,1329,1282,1287,1257,1262]","[2694,2695,2696,1853,1857]",400,1100,75,0
123,135,0,[],"[3843,1869,566,568,724,726,4411,3767,3769,3816,3830]","[3802,3814,3820,3828]",400,1100,100,0
124,137,1,[],"[5174,5182,321,323,231,270,272,386,4163,4165]","[5861,294,295]",400,1100,85,0
125,138,2,"[1,2,2,2]","[5200,5722,5726,1630,5725,5724,1234,5767,5763,5770]","[3873,1231,5868,5869]",400,1100,75,0
126,139,0,[],"[5200,5722,5726,1484,1471,1630,5725,673,5724,5767,5763,5770,5868,529,5869]",[],400,1100,85,0
127,140,2,[],"[4073,3772,271,272,3786,3804,3822,3876]","[388,4476,4478,4480,293]",400,1100,75,0
128,141,1,[],"[3800,3812,3826,1085,5638,5172,4260,4258,4259,502,3883]",[5766],400,1100,75,0
129,142,2,[],"[3810,3824,3798,3910,3922,3952,3933,3966,3907,3943]","[3662,5364,970]",400,1100,85,0
130,143,0,[],"[3810,3824,3798,3910,3922,3952,3933,3966,3943,722]",[],400,1100,75,0
131,144,0,[],"[1913,1915,1917,1919,2038,2042,5833,1911,675,527]",[],400,1100,75,0
132,145,0,[],"[4122,4117,4126,4107,4409]","[4096,566,568,724,726,719,722]",400,1100,100,0
133,146,0,[],"[4122,4117,4126,4409,3664,1564,1565,5835,1412,1872,1874,3666,971,5367,1999,2001]","[566,568,724,726,719,722]",400,1100,100,0
134,148,1,[],"[5652,2148,5593,5595,5597,5654]",[5187],400,1100,85,0
135,149,0,[],"[5269,5012,4920,4922,4876,5026,5292,4926,4928,5300,5302,4870]",[5024],400,1100,100,0
136,150,0,[],"[5599,5601,5603,5292,5022,5026,5024]",[],400,1100,75,0
137,151,0,[],"[4909,1373,5022,5026,5605,4167,5024,4911]",[],400,1100,75,0
138,152,0,[],"[4920,4876,5593,5595,5597,2148,4922,5187]",[],400,1100,75,0
139,153,0,[],"[4920,5593,5595,5597,2148,4922,5187]",[],400,1100,75,0
140,154,1,[],"[4899,4926,4928,5253,5225,5227,5229,5231,5244,5246,5248,5250,4870,5255,5257]","[5300,5302]",400,1100,85,0
141,155,0,[],"[668,5660,5662,2998,3000,3002,3004,5668,5670,601,5664,5666,5672,5674]",[],400,1100,85,0
142,156,1,[],"[5713,737,5824,645,603,647]","[5683,5685,5687]",400,1100,85,0
143,166,2,[],"[1502,1894]","[1496,1494]",200,550,85,0
144,158,2,[],"[1502,1894]","[1496,1494]",200,550,85,0
145,162,0,[],"[7884,7885,7886,7887,7888,7889,7890]",[],300,800,75,0
146,167,1,[],"[791,795,464]","[886,804,809,494]",300,800,85,0
147,168,1,[],"[791,795,3039]","[1054,823,475]",300,800,85,0
148,169,1,[],"[791,795]","[1054,153,819,886]",300,800,85,0
149,170,1,[],"[791,795,432]","[1542,815,817,819]",300,800,85,0
150,171,1,[],"[791,795,159]","[174,819]",300,800,85,0
151,172,1,[],"[866,313]","[791,795,821,819]",300,800,85,0
152,173,1,[],"[1481,791,795]","[823,866,819]",300,800,85,0
153,174,1,[],"[791,795,1468]","[824,866,339]",300,800,85,0
154,175,1,[],"[122,791,795]","[866,819,823,369]",300,800,85,0
155,176,1,[],"[368,866]","[215,267,791,795,819]",300,800,85,0
156,177,1,[],"[791,795,823]","[1216,1218,1220,954,866]",300,800,85,0
157,178,1,[],"[791,795,866]","[279,159,824,937]",300,800,85,0
158,179,1,[],"[866,954]","[1529,1542,366,791,795]",300,800,85,0
159,180,1,[],"[791,795,1229]","[821,823,824,278]",300,800,85,0
160,181,1,[],"[819,870]","[432,287,1529,1632]",300,800,85,0
161,182,1,[],"[791,795,821]","[866,313,811,813,1566]",300,800,85,0
162,183,1,[],"[791,795,274]","[870,1529,1911,1989,432]",300,800,85,0
163,184,1,[],"[791,795,1654,1655,1741,1742]","[954,824,1229]",300,800,85,0
164,185,1,[],"[1682,1684,1686,1759,1763,1765,815,817]","[1502,1494,1496,1894]",300,800,85,0
165,186,1,[],"[819,174,171]","[3039,799,1557]",300,800,85,0
166,187,1,[],"[866,274]","[1457,1201,1203,1205,823,791,795]",300,800,85,0
167,188,1,[],"[791,795,1924,1994]","[279,1529,2036,823]",300,800,85,0
168,189,1,[],"[274,1385]","[1858,1399,1403,1406,1416]",300,800,85,0
169,190,1,[],"[791,795,866]","[1542,2637,1654,1655,1741,1742]",300,800,85,0
170,191,1,[],"[824,1468]","[1682,1684,1686,1759,1763,1765,791,795,1481,1385]",300,800,85,0
171,192,1,[],"[791,795,821]","[866,274,159,174]",300,800,85,0
172,193,1,[],"[866,274]","[1457,1201,1203,1205,823,791,795]",300,800,85,0
173,194,1,[],"[791,795,823]","[1216,1218,1220,954,866]",300,800,85,0
174,195,0,[],"[3899,3908,3921,3931,3950,3941]",[],300,800,85,0
175,196,0,[],"[3786,3804,3822,3876,3770,3864]",[],300,800,85,0
176,197,1,[],"[579,744,293]","[1399,823]",300,800,85,0
177,198,1,[],"[821,811,813]","[866,1001]",300,800,85,0
178,199,1,[],"[821,811,813]","[866,1001]",300,800,85,0
179,200,1,[],"[2055,2059,795]","[274,799]",300,800,85,0
180,201,1,[],"[1403,1416,1436]","[290,4188]",300,800,85,0
181,202,1,[],"[229,267,775,815]","[1406,1456]",300,800,85,0
182,203,1,[],"[1403,1416,1436,819]","[791,795]",300,800,85,0
183,204,1,[],"[403,532,607,5197]","[3881,5269]",300,800,85,0
184,205,1,[],"[403,532,607,1676,1678,1680,2998,3000]",[5271],300,800,85,0
185,206,1,[],"[1403,1416,1436]","[824,1229]",300,800,85,0
186,207,1,[],"[1632,1542]","[913,178]",300,800,85,0
187,208,0,[],"[655,521,3871,1628,5261]",[],300,800,85,0
188,209,1,[],"[737,1921,1940,791]","[275,795]",300,800,85,0
189,210,1,[],"[882,866,1001,378]","[821,120]",300,800,85,0
190,211,1,[],"[802,819,1001,866,5363]","[1629,1015]",300,800,85,0
191,212,1,[],"[791,795,866]","[1542,2637,1654,1655,1741,1742]",300,800,85,0
192,213,1,[],"[910,1416,1911,1925,3855]","[4162,1858]",300,800,85,0
193,214,1,[],"[274,1385,1858,1416]","[1399,1403,1406]",300,800,85,0
194,215,2,[],"[5770,3873,287,1630,521]","[3662,732]",300,800,85,0
195,216,2,[],"[655,521,3871,5621,5623,5625,5628]","[3662,732]",300,800,85,0
196,217,1,[],"[1085,4190,279,811,813]",[4219],300,800,75,0
197,218,2,[],"[229,267,655,521,3871,5625,5628]","[3662,732]",300,800,85,0
198,219,1,[],"[229,267,775,815]","[1406,1456]",300,800,85,0
199,220,1,[],"[791,795,464,6430]","[886,804,809,494]",700,1000,85,0
200,221,1,[],"[791,795,3039,6430]","[1054,823,475]",700,1000,85,0
201,222,1,[],"[791,795,6433]","[1054,153,819,886]",700,1000,85,0
202,223,1,[],"[791,795,432,6437]","[1542,815,817,819]",700,1000,85,0
203,224,1,[],"[791,795,159,6436]","[174,819]",700,1000,85,0
204,225,1,[],"[866,313,6427]","[791,795,821,819]",700,1000,85,0
205,226,1,[],"[1481,791,795,6431]","[823,866,819]",700,1000,85,0
206,227,1,[],"[791,795,1468,6438]","[824,866,339]",700,1000,85,0
207,228,1,[],"[122,791,795,6433]","[866,819,823,369]",700,1000,85,0
208,229,1,[],"[368,866,6434]","[215,267,791,795,819]",700,1000,85,0
209,230,1,[],"[791,795,823,6432]","[1216,1218,1220,954,866]",700,1000,85,0
210,231,1,[],"[791,795,866,6428]","[279,159,824,937]",700,1000,85,0
211,232,1,[],"[866,954,6429]","[1529,1542,366,791,795]",700,1000,85,0
212,233,1,[],"[791,795,1229,6435]","[821,823,824,278]",700,1000,85,0
213,234,1,[],"[819,870,6428]","[432,287,1529,1632]",700,1000,85,0
214,235,1,[],"[791,795,821,6435]","[866,313,811,813,1566]",700,1000,85,0
215,236,1,[],"[791,795,274,6431]","[870,1529,1911,1989,432]",700,1000,85,0
216,237,1,[],"[791,795,1654,1655,1741,1742,6432]","[954,824,1229]",700,1000,85,0
217,238,1,[],"[1682,1684,1686,1759,1763,1765,815,817,6436]","[1502,1494,1496,1894]",700,1000,85,0
218,239,1,[],"[819,174,171,6436]","[3039,799,1557]",700,1000,85,0
219,240,1,[],"[866,274,6434]","[1457,1201,1203,1205,823,791,795]",700,1000,85,0
220,241,1,[],"[791,795,1924,1994,6427]","[279,1529,2036,823]",700,1000,85,0
221,242,1,[],"[274,1385,6438]","[1858,1399,1403,1406,1416]",700,1000,85,0
222,243,1,[],"[791,795,866,6437]","[1542,2637,1654,1655,1741,1742]",700,1000,85,0
223,244,1,[],"[824,1468,6436]","[1682,1684,1686,1759,1763,1765,791,795,1481,1385]",700,1000,85,0
224,245,1,[],"[791,795,821,6427]","[866,274,159,174]",700,1000,85,0
225,246,1,[],"[866,274,6430]","[1457,1201,1203,1205,823,791,795]",700,1000,85,0
226,247,1,[],"[791,795,823,6429]","[1216,1218,1220,954,866]",700,1000,85,0
227,248,0,[],"[3899,3908,3921,3931,3950,3941,6431]",[],700,1000,85,0
228,249,0,[],"[3786,3804,3822,3876,3770,3864,6432]",[],700,1000,85,0
229,250,1,[],"[579,744,293,6437]","[1399,823]",700,1000,85,0
230,251,1,[],"[821,811,813,6427]","[866,1001]",700,1000,85,0
231,252,1,[],"[821,811,813,6435]","[866,1001]",700,1000,85,0
232,253,1,[],"[2055,2059,795,6438]","[274,799]",700,1000,85,0
233,254,1,[],"[1403,1416,1436,6431]","[290,4188]",700,1000,85,0
234,255,1,[],"[229,267,775,815,6432]","[1406,1456]",700,1000,85,0
235,256,1,[],"[1403,1416,1436,819,6437]","[791,795]",700,1000,85,0
236,257,1,[],"[403,532,607,5197,6429]","[3881,5269]",700,1000,85,0
237,258,1,[],"[403,532,607,1676,1678,1680,2998,3000,6435]",[5271],700,1000,85,0
238,259,1,[],"[1403,1416,1436,6427]","[824,1229]",700,1000,85,0
239,260,1,[],"[1632,1542,6437]","[913,178]",700,1000,85,0
240,261,0,[],"[655,521,3871,1628,5261,6433]",[],700,1000,85,0
241,262,1,[],"[737,1921,1940,791,6430]","[275,795]",700,1000,85,0
242,263,1,[],"[882,866,1001,378,6438]","[821,120]",700,1000,85,0
243,264,1,[],"[802,819,1001,866,5363,6438]","[1629,1015]",700,1000,85,0
244,265,1,[],"[791,795,866,6433]","[1542,2637,1654,1655,1741,1742]",700,1000,85,0
245,266,1,[],"[910,1416,1911,1925,3855,6435]","[4162,1858]",700,1000,85,0
246,267,1,[],"[274,1385,1858,1416,6434]","[1399,1403,1406]",700,1000,85,0
247,268,2,[],"[5770,3873,287,1630,521,6429]","[3662,732]",700,1000,85,0
248,269,2,[],"[655,521,3871,5621,5623,5625,5628,6430]","[3662,732]",700,1000,85,0
249,270,1,[],"[1085,4190,279,811,813,6435]",[4219],700,1000,75,0
250,271,2,[],"[229,267,655,521,3871,5625,5628,6432]","[3662,732]",700,1000,85,0
251,272,1,[],"[229,267,775,815,6436]","[1406,1456]",700,1000,85,0
252,273,0,[],"[5173,230,269,5176,5178,5180,321,323]",[],700,1000,80,0
253,274,1,[],"[4195,3990,863,4012,3996,3996]",[1568],700,1000,85,0
254,275,0,[],"[5173,230,269,5176,5178,5180,321,323]",[],700,1000,80,0
255,459,0,[],[],[],200,650,75,0
256,461,3,[],"[4663,4664,4666,4667,4668,4669,4670,4671,4672,4676,4677]","[4673,4674,4675]",300,800,75,0
257,462,3,[],"[4663,4664,4666,4667,4668,4669,4670,4671,4672,4676,4677]","[4673,4674,4675]",300,800,75,0
258,463,3,[],"[4663,4664,4666,4667,4668,4669,4670,4671,4672,4676,4677]","[4673,4674,4675]",200,650,75,0
259,464,3,[],"[4663,4664,4666,4667,4668,4669,4670,4671,4672,4676,4677]","[4673,4674,4675]",200,650,75,0
260,465,3,[],"[4663,4664,4666,4667,4668,4669,4670,4671,4672,4676,4677]","[4673,4674,4675]",200,650,75,0
261,466,3,[],"[4663,4664,4666,4667,4668,4669,4670,4671,4672,4676,4677]","[4673,4674,4675]",200,650,75,0
262,467,3,[],"[4663,4664,4666,4667,4668,4669,4670,4671,4672,4676,4677]","[4673,4674,4675]",200,650,75,0
263,468,3,[],"[4663,4664,4666,4667,4668,4669,4670,4671,4672,4676,4677]","[4673,4674,4675]",200,650,75,0
264,469,3,[],"[4663,4664,4666,4667,4668,4669,4670,4671,4672,4676,4677]","[4673,4674,4675]",200,650,75,0
265,470,3,[],"[4663,4664,4666,4667,4668,4669,4670,4671,4672,4676,4677]","[4673,4674,4675]",200,650,75,0
266,471,3,[],"[4663,4664,4666,4667,4668,4669,4670,4671,4672,4676,4677]","[4673,4674,4675]",200,650,75,0
267,472,0,[],"[4678,4679,4680,4681,4682,4683,4685,4686,4687,4684]",[],200,650,100,0
268,473,0,[],"[4678,4679,4680,4681,4682,4683,4685,4686,4687,4684]",[],200,650,100,0
269,474,0,[],"[4678,4679,4680,4681,4682,4683,4685,4686,4687,4684]",[],200,650,100,0
270,475,0,[],"[4678,4679,4680,4681,4682,4683,4685,4686,4687,4684]",[],200,650,100,0
271,476,0,[],"[4678,4679,4680,4681,4682,4683,4685,4686,4687,4684]",[],200,650,100,0
272,477,0,[],"[4678,4679,4680,4681,4682,4683,4685,4686,4687,4684]",[],200,650,100,0
273,478,0,[],"[4678,4679,4680,4681,4682,4683,4685,4686,4687,4684]",[],200,650,100,0
274,479,0,[],"[4678,4679,4680,4681,4682,4683,4685,4686,4687,4684]",[],200,650,100,0
275,480,0,[],"[4678,4679,4680,4681,4682,4683,4685,4686,4687,4684]",[],200,650,100,0
276,481,0,[],"[4678,4679,4680,4681,4682,4683,4685,4686,4687,4684]",[],200,650,100,0
277,482,0,[],"[4678,4679,4680,4681,4682,4683,4685,4686,4687,4684]",[],200,650,100,0
278,483,1,[],"[4688,4689,4690,4691,4692,4693,4695,4696,4697,4712,832,833]",[4694],200,650,75,0
279,484,1,[],"[4688,4689,4690,4691,4692,4693,4695,4696,4697,4712,832,833]",[4694],200,650,75,0
280,485,1,[],"[4688,4689,4690,4691,4692,4693,4695,4696,4697,4712,832,833]",[4694],200,650,75,0
281,486,1,[],"[4688,4689,4690,4691,4692,4693,4695,4696,4697,4712,832,833]",[4694],200,650,75,0
282,487,1,[],"[4688,4689,4690,4691,4692,4693,4695,4696,4697,4712,832,833]",[4694],200,650,75,0
283,488,1,[],"[4688,4689,4690,4691,4692,4693,4695,4696,4697,4712,832,833]",[4694],200,650,75,0
284,489,1,[],"[4688,4689,4690,4691,4692,4693,4695,4696,4697,4712,832,833]",[4694],200,650,75,0
285,490,1,[],"[4688,4689,4690,4691,4692,4693,4695,4696,4697,4712,832,833]",[4694],200,650,75,0
286,491,1,[],"[4688,4689,4690,4691,4692,4693,4695,4696,4697,4712,832,833]",[4694],200,650,75,0
287,492,1,[],"[4688,4689,4690,4691,4692,4693,4695,4696,4697,4712,832,833]",[4694],200,650,75,0
288,493,1,[],"[4688,4689,4690,4691,4692,4693,4695,4696,4697,4712,832,833]",[4694],200,650,75,0
289,494,1,[],"[4688,4689,4690,4691,4692,4693,4695,4696,4697,4712,832,833]",[4694],200,650,75,0
290,495,0,[],"[4696,4697,4700,4702,4703,4704,832,833]",[],200,650,100,0
291,496,0,[],"[4696,4697,4700,4702,4703,4704,832,833]",[],200,650,100,0
292,497,0,[],"[4696,4697,4700,4702,4703,4704,832,833]",[],200,650,100,0
293,498,0,[],"[4696,4697,4700,4702,4703,4704,832,833]",[],200,650,100,0
294,499,0,[],"[4696,4697,4700,4702,4703,4704,832,833]",[],200,650,100,0
295,500,0,[],"[4696,4697,4700,4702,4703,4704,832,833]",[],200,650,100,0
296,501,0,[],"[4696,4697,4700,4702,4703,4704,832,833]",[],200,650,100,0
297,502,0,[],"[4696,4697,4700,4702,4703,4704,832,833]",[],200,650,100,0
298,503,0,[],"[4696,4697,4700,4702,4703,4704,832,833]",[],200,650,100,0
299,504,0,[],"[4696,4697,4700,4702,4703,4704,832,833]",[],200,650,100,0
300,505,0,[],"[4696,4697,4700,4702,4703,4704,832,833]",[],200,650,100,0
301,506,0,[],"[4705,4706,4707,4708,4709,4710]",[],200,650,100,0
302,507,0,[],"[4705,4706,4707,4708,4709,4710]",[],200,650,100,0
303,508,0,[],"[4705,4706,4707,4708,4709,4710]",[],200,650,100,0
304,509,0,[],"[4705,4706,4707,4708,4709,4710]",[],200,650,100,0
305,510,0,[],"[4705,4706,4707,4708,4709,4710]",[],200,650,100,0
306,511,0,[],"[4705,4706,4707,4708,4709,4710]",[],200,650,100,0
307,512,0,[],"[4705,4706,4707,4708,4709,4710]",[],200,650,100,0
308,513,0,[],"[4705,4706,4707,4708,4709,4710]",[],200,650,100,0
309,514,0,[],"[4705,4706,4707,4708,4709,4710]",[],200,650,100,0
310,515,0,[],"[4705,4706,4707,4708,4709,4710]",[],200,650,100,0
311,516,0,[],"[4705,4706,4707,4708,4709,4710]",[],200,650,100,0
312,517,1,[],"[4688,4689,4690,4691,4692,4693,4695,4696,4697,4706,4707,4708,4709,4710,4712,832,833]",[4694],200,650,75,0
