"rownum","BaseItemTypesKey","i32","rid","rid"
259,933,1,2,""
260,413,1,4,""
261,735,1,3,""
262,779,1,1,""
263,414,1,9,""
264,777,1,2,""
265,422,1,9,""
266,627,1,2,""
267,680,1,9,""
268,444,1,9,""
269,677,1,2,""
270,755,1,3,""
271,717,1,7,""
272,730,1,1,""
273,442,1,1,""
274,734,1,1,""
275,729,1,1,""
276,435,1,0,""
277,681,1,2,""
278,410,1,2,""
279,439,1,2,""
280,930,1,2,""
281,934,1,2,""
282,823,1,8,""
283,671,1,7,""
284,678,1,3,""
285,423,1,8,""
286,436,1,7,""
287,438,1,7,""
288,443,1,8,""
289,406,1,7,""
290,613,1,0,""
291,405,1,9,""
292,433,1,8,""
293,4433,1,9,""
294,4434,1,4,""
295,4435,1,7,""
296,4471,1,8,""
297,4473,1,2,""
298,4493,1,1,""
299,4480,1,2,""
300,4468,1,3,""
301,4497,1,2,""
302,4469,1,2,""
303,4467,1,2,""
304,4490,1,2,""
305,4531,1,8,""
306,4491,1,4,""
307,4478,1,2,""
308,4488,1,2,""
309,4470,1,4,""
310,4437,1,7,""
311,4438,1,9,""
312,4439,1,9,""
313,4441,1,2,""
314,4511,1,0,""
315,4528,1,1,""
316,4487,1,3,""
317,4536,1,2,""
318,4502,1,2,""
319,4501,1,2,""
320,4504,1,2,""
321,4450,1,9,""
322,4533,1,2,""
323,4443,1,3,""
324,4444,1,2,""
325,4449,1,4,""
326,4451,1,2,""
327,4447,1,2,""
328,4534,1,2,""
329,4452,1,2,""
330,4455,1,1,""
331,4453,1,2,""
332,4535,1,2,""
333,4514,1,0,""
334,4791,1,2,""
335,425,1,2,""
336,4454,1,2,""
337,4440,1,2,""
338,346,1,2,""
339,453,1,2,""
