"rownum","rid","rid","i32","TextAudio","rid","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool"
103,2,1,3,[14879],"",0,3,2,0,0,0,0,0,"",1,1
104,2,1,4,[14880],"",0,3,0,1,0,0,0,0,"",1,1
105,2,1,5,[14881],"",0,3,0,2,0,0,0,0,"",1,1
106,2,1,6,[14882],"",0,3,0,0,1,0,0,0,"",1,1
107,2,1,7,[14883],"",0,3,0,0,2,0,0,0,"",1,1
108,2,2,0,[14884],"",0,3,0,0,0,0,0,0,"",1,1
109,2,2,1,[14885],"",0,3,0,0,0,0,0,0,"",1,1
110,2,2,2,[14886],"",0,3,0,0,0,0,0,0,"",1,1
111,2,2,3,[14887],"",0,3,0,0,0,0,0,0,"",1,1
112,2,2,4,[14888],"",0,3,0,0,0,0,0,0,"",1,1
113,2,2,5,[14889],"",0,3,0,0,0,0,0,0,"",1,1
114,2,4,0,[14890],"",0,3,0,0,0,0,0,0,"",1,1
115,2,4,1,[14891],"",0,3,0,0,0,0,0,0,"",1,1
116,2,4,2,[14892],"",0,3,0,0,0,0,0,0,"",1,1
117,2,5,0,[14893],"",0,3,0,0,0,0,0,0,"",1,1
118,2,5,1,[14894],"",0,3,0,0,0,0,0,0,"",1,1
119,2,5,2,[14895],"",0,3,0,0,0,0,0,0,"",1,1
120,2,6,0,[14896],"",0,3,0,0,0,0,0,0,"",1,1
121,2,6,1,[14897],"",0,3,0,0,0,0,0,0,"",1,1
122,2,6,2,[14898],"",0,3,0,0,0,0,0,0,"",1,1
123,2,7,0,[14899],"",0,3,0,0,0,0,0,0,"",1,1
124,2,7,1,[14900],"",0,3,0,0,0,0,0,0,"",1,1
125,2,7,2,[14901],"",0,3,0,0,0,0,0,0,"",1,1
126,2,3,0,[14902],"",0,3,0,0,0,2,0,0,"",1,1
127,2,3,1,[14903],"",0,3,0,0,0,2,0,0,"",1,1
128,2,3,2,[14904],"",0,3,0,0,0,2,0,0,"",1,1
129,2,3,3,[14905],"",0,3,0,0,0,1,0,0,"",1,1
130,8,0,0,[15179],"",2,1,0,0,0,0,0,0,"",1,1
131,8,0,1,[15180],"",2,0,0,0,0,0,0,0,"",1,1
132,8,0,2,[15181],"",2,2,0,0,0,0,0,0,"",1,1
133,8,0,3,[15182],"",3,1,0,0,0,0,0,0,"",1,1
134,8,0,4,[15183],"",3,0,0,0,0,0,0,0,"",1,1
135,8,0,5,[15184],"",3,2,0,0,0,0,0,0,"",1,1
136,8,0,6,[15185],"",1,1,0,0,0,0,0,0,"",1,1
137,8,0,7,[15186],"",1,0,0,0,0,0,0,0,"",1,1
138,8,0,8,[15187],"",1,2,0,0,0,0,0,0,"",1,1
139,8,0,9,[14875],"",0,3,0,0,0,0,0,0,"",1,1
140,8,0,10,[14966],"",0,3,0,0,0,0,0,0,"",1,""
141,8,0,11,[15081],"",0,3,0,0,0,0,0,0,"",1,""
142,8,0,12,[15326],"",0,3,0,0,0,0,0,0,"",1,""
143,8,0,13,[15465],"",0,3,0,0,0,0,0,0,"",1,""
144,8,0,14,[15586],"",0,3,0,0,0,0,0,0,"",1,""
145,8,0,15,[15708],"",0,3,0,0,0,0,0,0,"",1,""
146,8,0,16,[15819],"",0,3,0,0,0,0,0,0,"",1,""
147,8,0,17,[15944],"",0,3,0,0,0,0,0,0,"",1,""
148,8,1,0,[15197],"",2,3,0,0,0,0,0,0,"",1,1
149,8,1,1,[15199],"",3,3,0,0,0,0,0,0,"",1,1
150,8,1,2,[15201],"",0,3,1,0,0,0,0,0,"",1,1
151,8,1,3,[15203],"",0,3,2,0,0,0,0,0,"",1,1
152,8,1,4,[15205],"",0,3,0,1,0,0,0,0,"",1,1
153,8,1,5,[15207],"",0,3,0,2,0,0,0,0,"",1,1
154,8,1,6,[15209],"",0,3,0,0,1,0,0,0,"",1,1
155,8,1,7,[15211],"",0,3,0,0,2,0,0,0,"",1,1
156,8,2,0,[15213],"",0,3,0,0,0,0,0,0,"",1,1
157,8,2,1,[15214],"",0,3,0,0,0,0,0,0,"",1,1
158,8,2,2,[15215],"",0,3,0,0,0,0,0,0,"",1,1
159,8,2,3,[15216],"",0,3,0,0,0,0,0,0,"",1,1
160,8,2,4,[15217],"",0,3,0,0,0,0,0,0,"",1,1
161,8,2,5,[15218],"",0,3,0,0,0,0,0,0,"",1,1
162,8,4,0,[15219],"",0,3,0,0,0,0,0,0,"",1,1
163,8,4,1,[15220],"",0,3,0,0,0,0,0,0,"",1,1
164,8,4,2,[15221],"",0,3,0,0,0,0,0,0,"",1,1
165,8,5,0,[15225],"",0,3,0,0,0,0,0,0,"",1,1
166,8,5,1,[15226],"",0,3,0,0,0,0,0,0,"",1,1
167,8,5,2,[15227],"",0,3,0,0,0,0,0,0,"",1,1
168,8,6,0,[15231],"",0,3,0,0,0,0,0,0,"",1,1
169,8,6,1,[15232],"",0,3,0,0,0,0,0,0,"",1,1
170,8,6,2,[15233],"",0,3,0,0,0,0,0,0,"",1,1
171,8,7,0,[15237],"",0,3,0,0,0,0,0,0,"",1,1
172,8,7,1,[15238],"",0,3,0,0,0,0,0,0,"",1,1
173,8,7,2,[15239],"",0,3,0,0,0,0,0,0,"",1,1
174,8,3,0,[15243],"",0,3,0,0,0,2,0,0,"",1,1
175,8,3,1,[15244],"",0,3,0,0,0,2,0,0,"",1,1
176,8,3,2,[15243],"",0,3,0,0,0,1,0,0,"",1,1
177,8,3,3,[15244],"",0,3,0,0,0,1,0,0,"",1,1
178,4,0,0,[15927],"",2,1,0,0,0,0,0,0,"",1,1
179,4,0,1,[15928],"",2,0,0,0,0,0,0,0,"",1,1
180,4,0,2,[15929],"",2,2,0,0,0,0,0,0,"",1,1
181,4,0,3,[15930],"",3,1,0,0,0,0,0,0,"",1,1
182,4,0,4,[15931],"",3,0,0,0,0,0,0,0,"",1,1
183,4,0,5,[15932],"",3,2,0,0,0,0,0,0,"",1,1
184,4,0,6,[15933],"",1,1,0,0,0,0,0,0,"",1,1
185,4,0,7,[15934],"",1,0,0,0,0,0,0,0,"",1,1
186,4,0,8,[15935],"",1,2,0,0,0,0,0,0,"",1,1
187,4,0,9,[14871],"",0,3,0,0,0,0,0,0,"",1,1
188,4,0,10,[14962],"",0,3,0,0,0,0,0,0,"",1,""
189,4,0,11,[15077],"",0,3,0,0,0,0,0,0,"",1,""
190,4,0,12,[15192],"",0,3,0,0,0,0,0,0,"",1,""
191,4,0,13,[15322],"",0,3,0,0,0,0,0,0,"",1,""
192,4,0,14,[15461],"",0,3,0,0,0,0,0,0,"",1,""
193,4,0,15,[15581],"",0,3,0,0,0,0,0,0,"",1,""
194,4,0,16,[15704],"",0,3,0,0,0,0,0,0,"",1,""
195,4,0,17,[15815],"",0,3,0,0,0,0,0,0,"",1,""
196,4,1,0,[15945],"",2,3,0,0,0,0,0,0,"",1,1
197,4,1,1,[15946],"",3,3,0,0,0,0,0,0,"",1,1
198,4,1,2,[15947],"",0,3,1,0,0,0,0,0,"",1,1
199,4,1,3,[15948],"",0,3,2,0,0,0,0,0,"",1,1
200,4,1,4,[15949],"",0,3,0,1,0,0,0,0,"",1,1
201,4,1,5,[15950],"",0,3,0,2,0,0,0,0,"",1,1
202,4,1,6,[15951],"",0,3,0,0,1,0,0,0,"",1,1
203,4,1,7,[15952],"",0,3,0,0,2,0,0,0,"",1,1
204,4,2,0,[15953],"",0,3,0,0,0,0,0,0,"",1,1
205,4,2,1,[15954],"",0,3,0,0,0,0,0,0,"",1,1
206,4,2,2,[15955],"",0,3,0,0,0,0,0,0,"",1,1
207,4,2,3,[15956],"",0,3,0,0,0,0,0,0,"",1,1
208,4,2,4,[15957],"",0,3,0,0,0,0,0,0,"",1,1
209,4,2,5,[15958],"",0,3,0,0,0,0,0,0,"",1,1
210,4,4,0,[15959],"",0,3,0,0,0,0,0,0,"",1,1
211,4,4,1,[15960],"",0,3,0,0,0,0,0,0,"",1,1
212,4,4,2,[15961],"",0,3,0,0,0,0,0,0,"",1,1
213,4,5,0,[15965],"",0,3,0,0,0,0,0,0,"",1,1
214,4,5,1,[15966],"",0,3,0,0,0,0,0,0,"",1,1
215,4,5,2,[15967],"",0,3,0,0,0,0,0,0,"",1,1
216,4,6,0,[15971],"",0,3,0,0,0,0,0,0,"",1,1
217,4,6,1,[15972],"",0,3,0,0,0,0,0,0,"",1,1
218,4,6,2,[15973],"",0,3,0,0,0,0,0,0,"",1,1
219,4,7,0,[15977],"",0,3,0,0,0,0,0,0,"",1,1
220,4,7,1,[15978],"",0,3,0,0,0,0,0,0,"",1,1
221,4,7,2,[15979],"",0,3,0,0,0,0,0,0,"",1,1
222,4,3,0,[15982],"",0,3,0,0,0,2,0,0,"",1,1
223,4,3,1,[15983],"",0,3,0,0,0,2,0,0,"",1,1
224,4,3,2,[15984],"",0,3,0,0,0,2,0,0,"",1,1
225,4,3,3,[15985],"",0,3,0,0,0,2,0,0,"",1,1
226,4,3,4,[15986],"",0,3,0,0,0,2,0,0,"",1,1
227,4,3,5,[15987],"",0,3,0,0,0,1,0,0,"",1,1
228,4,3,6,[15988],"",0,3,0,0,0,1,0,0,"",1,1
229,4,3,7,[15989],"",0,3,0,0,0,1,0,0,"",1,1
230,4,3,8,[15990],"",0,3,0,0,0,1,0,0,"",1,1
231,10,0,0,[15310],"",2,1,0,0,0,0,0,0,"",1,1
232,10,0,1,[15311],"",2,0,0,0,0,0,0,0,"",1,1
233,10,0,2,[15312],"",2,2,0,0,0,0,0,0,"",1,1
234,10,0,3,[15313],"",3,1,0,0,0,0,0,0,"",1,1
235,10,0,4,[15314],"",3,0,0,0,0,0,0,0,"",1,1
236,10,0,5,[15315],"",3,2,0,0,0,0,0,0,"",1,1
237,10,0,6,[15316],"",1,1,0,0,0,0,0,0,"",1,1
238,10,0,7,[15317],"",1,0,0,0,0,0,0,0,"",1,1
239,10,0,8,[15318],"",1,2,0,0,0,0,0,0,"",1,1
240,10,0,9,[14869],"",0,3,0,0,0,0,0,0,"",1,1
241,10,0,10,[14960],"",0,3,0,0,0,0,0,0,"",1,""
242,10,0,11,[15075],"",0,3,0,0,0,0,0,0,"",1,""
243,10,0,12,[15190],"",0,3,0,0,0,0,0,0,"",1,""
244,10,0,13,[15467],"",0,3,0,0,0,0,0,0,"",1,""
245,10,0,14,[15579],"",0,3,0,0,0,0,0,0,"",1,""
246,10,0,15,[15702],"",0,3,0,0,0,0,0,0,"",1,""
247,10,0,16,[15821],"",0,3,0,0,0,0,0,0,"",1,""
248,10,0,17,[15938],"",0,3,0,0,0,0,0,0,"",1,""
249,10,1,0,[15328],"",2,3,0,0,0,0,0,0,"",1,1
250,10,1,1,[15330],"",3,3,0,0,0,0,0,0,"",1,1
251,10,1,2,[15332],"",0,3,1,0,0,0,0,0,"",1,1
252,10,1,3,[15334],"",0,3,2,0,0,0,0,0,"",1,1
253,10,1,4,[15336],"",0,3,0,1,0,0,0,0,"",1,1
254,10,1,5,[15338],"",0,3,0,2,0,0,0,0,"",1,1
255,10,1,6,[15340],"",0,3,0,0,1,0,0,0,"",1,1
256,10,1,7,[15342],"",0,3,0,0,2,0,0,0,"",1,1
257,10,2,0,[15344],"",0,3,0,0,0,0,0,0,"",1,1
258,10,2,1,[15345],"",0,3,0,0,0,0,0,0,"",1,1
259,10,2,2,[15346],"",0,3,0,0,0,0,0,0,"",1,1
260,10,2,3,[15347],"",0,3,0,0,0,0,0,0,"",1,1
261,10,2,4,[15348],"",0,3,0,0,0,0,0,0,"",1,1
262,10,2,5,[15349],"",0,3,0,0,0,0,0,0,"",1,1
263,10,4,0,[15352],"",0,3,0,0,0,0,0,0,"",1,1
264,10,4,1,[15353],"",0,3,0,0,0,0,0,0,"",1,1
265,10,4,2,[15354],"",0,3,0,0,0,0,0,0,"",1,1
266,10,5,0,[15358],"",0,3,0,0,0,0,0,0,"",1,1
267,10,5,1,[15359],"",0,3,0,0,0,0,0,0,"",1,1
268,10,5,2,[15360],"",0,3,0,0,0,0,0,0,"",1,1
269,10,6,0,[15364],"",0,3,0,0,0,0,0,0,"",1,1
270,10,6,1,[15365],"",0,3,0,0,0,0,0,0,"",1,1
271,10,6,2,[15366],"",0,3,0,0,0,0,0,0,"",1,1
272,10,7,0,[15370],"",0,3,0,0,0,0,0,0,"",1,1
273,10,7,1,[15371],"",0,3,0,0,0,0,0,0,"",1,1
274,10,7,2,[15372],"",0,3,0,0,0,0,0,0,"",1,1
275,10,3,0,[15378],"",0,3,0,0,0,2,0,0,"",1,1
276,10,3,1,[15379],"",0,3,0,0,0,2,0,0,"",1,1
277,10,3,2,[15376],"",0,3,0,0,0,1,0,0,"",1,1
278,10,3,3,[15377],"",0,3,0,0,0,1,0,0,"",1,1
279,1,0,0,[15804],"",2,1,0,0,0,0,0,0,"",1,1
280,1,0,1,[15805],"",2,0,0,0,0,0,0,0,"",1,1
281,1,0,2,[15806],"",2,2,0,0,0,0,0,0,"",1,1
282,1,0,3,[15807],"",3,1,0,0,0,0,0,0,"",1,1
283,1,0,4,[15808],"",3,0,0,0,0,0,0,0,"",1,1
284,1,0,5,[15809],"",3,2,0,0,0,0,0,0,"",1,1
285,1,0,6,[15810],"",1,1,0,0,0,0,0,0,"",1,1
286,1,0,7,[15811],"",1,0,0,0,0,0,0,0,"",1,1
287,1,0,8,[15812],"",1,2,0,0,0,0,0,0,"",1,1
288,1,0,9,[14870],"",0,3,0,0,0,0,0,0,"",1,1
289,1,0,10,[14961],"",0,3,0,0,0,0,0,0,"",1,""
290,1,0,11,[15076],"",0,3,0,0,0,0,0,0,"",1,""
291,1,0,12,[15191],"",0,3,0,0,0,0,0,0,"",1,""
292,1,0,13,[15319],"",0,3,0,0,0,0,0,0,"",1,""
293,1,0,14,[15463],"",0,3,0,0,0,0,0,0,"",1,""
294,1,0,15,[15580],"",0,3,0,0,0,0,0,0,"",1,""
295,1,0,16,[15703],"",0,3,0,0,0,0,0,0,"",1,""
296,1,0,17,[15939],"",0,3,0,0,0,0,0,0,"",1,""
297,1,1,0,[15822],"",2,3,0,0,0,0,0,0,"",1,1
298,1,1,1,[15823],"",3,3,0,0,0,0,0,0,"",1,1
299,1,1,2,[15824],"",0,3,1,0,0,0,0,0,"",1,1
300,1,1,3,[15825],"",0,3,2,0,0,0,0,0,"",1,1
301,1,1,4,[15826],"",0,3,0,1,0,0,0,0,"",1,1
302,1,1,5,[15827],"",0,3,0,2,0,0,0,0,"",1,1
303,1,1,6,[15828],"",0,3,0,0,1,0,0,0,"",1,1
304,1,1,7,[15829],"",0,3,0,0,2,0,0,0,"",1,1
305,1,2,0,[15830],"",0,3,0,0,0,0,0,0,"",1,1
306,1,2,1,[15831],"",0,3,0,0,0,0,0,0,"",1,1
307,1,2,2,[15832],"",0,3,0,0,0,0,0,0,"",1,1
308,1,2,3,[15833],"",0,3,0,0,0,0,0,0,"",1,1
309,1,2,4,[15834],"",0,3,0,0,0,0,0,0,"",1,1
310,1,2,5,[15835],"",0,3,0,0,0,0,0,0,"",1,1
311,1,4,0,[15836],"",0,3,0,0,0,0,0,0,"",1,1
312,1,4,1,[15837],"",0,3,0,0,0,0,0,0,"",1,1
313,1,4,2,[15838],"",0,3,0,0,0,0,0,0,"",1,1
314,1,5,0,[15842],"",0,3,0,0,0,0,0,0,"",1,1
315,1,5,1,[15843],"",0,3,0,0,0,0,0,0,"",1,1
316,1,5,2,[15844],"",0,3,0,0,0,0,0,0,"",1,1
317,1,6,0,[15848],"",0,3,0,0,0,0,0,0,"",1,1
318,1,6,1,[15849],"",0,3,0,0,0,0,0,0,"",1,1
319,1,6,2,[15850],"",0,3,0,0,0,0,0,0,"",1,1
320,1,7,0,[15854],"",0,3,0,0,0,0,0,0,"",1,1
321,1,7,1,[15855],"",0,3,0,0,0,0,0,0,"",1,1
322,1,7,2,[15856],"",0,3,0,0,0,0,0,0,"",1,1
323,1,3,0,[15860],"",0,3,0,0,0,2,0,0,"",1,1
324,1,3,1,[15861],"",0,3,0,0,0,2,0,0,"",1,1
325,1,3,3,[15862],"",0,3,0,0,0,1,0,0,"",1,1
326,5,0,0,[15064],"",2,1,0,0,0,0,0,0,"",1,1
327,5,0,1,[15065],"",2,0,0,0,0,0,0,0,"",1,1
328,5,0,2,[15066],"",2,2,0,0,0,0,0,0,"",1,1
329,5,0,3,[15067],"",3,1,0,0,0,0,0,0,"",1,1
330,5,0,4,[15068],"",3,0,0,0,0,0,0,0,"",1,1
331,5,0,5,[15069],"",3,2,0,0,0,0,0,0,"",1,1
332,5,0,6,[15070],"",1,1,0,0,0,0,0,0,"",1,1
333,5,0,7,[15071],"",1,0,0,0,0,0,0,0,"",1,1
334,5,0,8,[15072],"",1,2,0,0,0,0,0,0,"",1,1
335,5,0,9,[14873],"",0,3,0,0,0,0,0,0,"",1,1
336,5,0,10,[14964],"",0,3,0,0,0,0,0,0,"",1,""
337,5,0,11,[15195],"",0,3,0,0,0,0,0,0,"",1,""
338,5,0,12,[15323],"",0,3,0,0,0,0,0,0,"",1,""
339,5,0,13,[15462],"",0,3,0,0,0,0,0,0,"",1,""
340,5,0,14,[15584],"",0,3,0,0,0,0,0,0,"",1,""
341,5,0,15,[15707],"",0,3,0,0,0,0,0,0,"",1,""
342,5,0,16,[15816],"",0,3,0,0,0,0,0,0,"",1,""
343,5,0,17,[15942],"",0,3,0,0,0,0,0,0,"",1,""
344,5,1,0,[15082],"",2,3,0,0,0,0,0,0,"",1,1
345,5,1,1,[15083],"",3,3,0,0,0,0,0,0,"",1,1
346,5,1,2,[15084],"",0,3,1,0,0,0,0,0,"",1,1
347,5,1,3,[15085],"",0,3,2,0,0,0,0,0,"",1,1
348,5,1,4,[15086],"",0,3,0,1,0,0,0,0,"",1,1
349,5,1,5,[15087],"",0,3,0,2,0,0,0,0,"",1,1
350,5,1,6,[15088],"",0,3,0,0,1,0,0,0,"",1,1
351,5,1,7,[15089],"",0,3,0,0,2,0,0,0,"",1,1
352,5,2,0,[15090],"",0,3,0,0,0,0,0,0,"",1,1
353,5,2,1,[15091],"",0,3,0,0,0,0,0,0,"",1,1
354,5,2,2,[15092],"",0,3,0,0,0,0,0,0,"",1,1
355,5,2,3,[15093],"",0,3,0,0,0,0,0,0,"",1,1
356,5,2,4,[15094],"",0,3,0,0,0,0,0,0,"",1,1
357,5,2,5,[15095],"",0,3,0,0,0,0,0,0,"",1,1
358,5,4,0,[15096],"",0,3,0,0,0,0,0,0,"",1,1
359,5,4,1,[15097],"",0,3,0,0,0,0,0,0,"",1,1
360,5,4,2,[15098],"",0,3,0,0,0,0,0,0,"",1,1
361,5,5,0,[15102],"",0,3,0,0,0,0,0,0,"",1,1
362,5,5,1,[15103],"",0,3,0,0,0,0,0,0,"",1,1
363,5,5,2,[15104],"",0,3,0,0,0,0,0,0,"",1,1
364,5,6,0,[15108],"",0,3,0,0,0,0,0,0,"",1,1
365,5,6,1,[15109],"",0,3,0,0,0,0,0,0,"",1,1
366,5,6,2,[15110],"",0,3,0,0,0,0,0,0,"",1,1
367,5,7,0,[15114],"",0,3,0,0,0,0,0,0,"",1,1
368,5,7,1,[15115],"",0,3,0,0,0,0,0,0,"",1,1
369,5,7,2,[15116],"",0,3,0,0,0,0,0,0,"",1,1
370,5,3,0,[15120],"",0,3,0,0,0,2,0,0,"",1,1
371,5,3,1,[15121],"",0,3,0,0,0,2,0,0,"",1,1
372,5,3,3,[15124],"",0,3,0,0,0,1,0,0,"",1,1
373,7,0,0,[15691],"",2,1,0,0,0,0,0,0,"",1,1
374,7,0,1,[15692],"",2,0,0,0,0,0,0,0,"",1,1
375,7,0,2,[15693],"",2,2,0,0,0,0,0,0,"",1,1
376,7,0,3,[15694],"",3,1,0,0,0,0,0,0,"",1,1
377,7,0,4,[15695],"",3,0,0,0,0,0,0,0,"",1,1
378,7,0,5,[15696],"",3,2,0,0,0,0,0,0,"",1,1
379,7,0,6,[15697],"",1,1,0,0,0,0,0,0,"",1,1
380,7,0,7,[15698],"",1,0,0,0,0,0,0,0,"",1,1
381,7,0,8,[15699],"",1,2,0,0,0,0,0,0,"",1,1
382,7,0,9,[14874],"",0,3,0,0,0,0,0,0,"",1,1
383,7,0,10,[14965],"",0,3,0,0,0,0,0,0,"",1,""
384,7,0,11,[15080],"",0,3,0,0,0,0,0,0,"",1,""
385,7,0,12,[15196],"",0,3,0,0,0,0,0,0,"",1,""
386,7,0,13,[15325],"",0,3,0,0,0,0,0,0,"",1,""
