"rownum","Id","MiscAnimatedKey1","SpawnWeight","LevelMin","LevelMax","BuffDefinitionsKey","[i32]","SpawnPatterns","ModsKey","[i32]","[i32]","MiscAnimatedKey2","EnvironmentsKey","i32","Achievements","Type","Description","DaemonSpawningDataKey","bool"
35,"GenericCharges3",5036,100,68,77,1686,[],[4],"[4742,4743,4744]","[1,1,1]","[100,100,100,100]",5039,1208,6,[7575],"Charged","Monsters gain Endurance, Frenzy or Power Charges on Hit \nAltar charges up and Discharges monsters",18,""
36,"GenericCharges4",5036,100,78,100,1686,[],[4],"[4742,4743,4744]","[1,1,1]","[100,100,100,100]",5039,1208,6,[7575],"Charged","Monsters gain Endurance, Frenzy or Power Charges on Hit \nAltar charges up and Discharges monsters",18,""
37,"GenericFortify1",5030,100,33,45,1689,[-20],[0],[],[],"[0,0,0,0]",5041,1208,5,[7576],"Fortressed","Monsters take reduced Damage \nFortress Totems further reduce the damage Monsters take",21,""
38,"GenericFortify2",5030,100,46,67,1689,[-25],[0],[],[],"[0,0,0,0]",5041,1208,5,[7576],"Fortressed","Monsters take reduced Damage \nFortress Totems further reduce the damage Monsters take",21,""
39,"GenericFortify3",5030,100,68,77,1689,[-30],[0],[],[],"[0,0,0,0]",5041,1208,6,[7576],"Fortressed","Monsters take reduced Damage \nFortress Totems further reduce the damage Monsters take",21,""
40,"GenericFortify4",5030,100,78,100,1689,[-35],[0],[],[],"[0,0,0,0]",5041,1208,6,[7576],"Fortressed","Monsters take reduced Damage \nFortress Totems further reduce the damage Monsters take",21,""
41,"GenericMassive1",5037,50,33,45,1690,"[20,60,30]",[2],[],[],"[0,0,0,0]",5043,1208,5,[7577],"Emboldening","Monsters are Massive \nAltar causes Monsters to grow even larger",19,""
42,"GenericMassive2",5037,50,46,67,1690,"[20,70,35]",[2],[],[],"[0,0,0,0]",5043,1208,5,[7577],"Emboldening","Monsters are Massive \nAltar causes Monsters to grow even larger",19,""
43,"GenericMassive3",5037,50,68,77,1690,"[20,80,40]",[2],[],[],"[0,0,0,0]",5043,1208,6,[7577],"Emboldening","Monsters are Massive \nAltar causes Monsters to grow even larger",19,""
44,"GenericMassive4",5037,50,78,100,1690,"[20,90,50]",[2],[],[],"[0,0,0,0]",5043,1208,6,[7577],"Emboldening","Monsters are Massive \nAltar causes Monsters to grow even larger",19,""
45,"GenericSpeed1",5037,50,16,45,1691,"[10,10,10]",[2],[],[],"[0,0,0,0]",5044,1208,5,[7578],"Invigorating","Monsters are Fast \nGales further accelerate you and Monsters",20,""
46,"GenericSpeed2",5037,50,46,67,1691,"[12,12,12]",[2],[],[],"[0,0,0,0]",5044,1208,5,[7578],"Invigorating","Monsters are Fast \nGales further accelerate you and Monsters",20,""
47,"GenericSpeed3",5037,50,68,77,1691,"[15,15,15]",[2],[],[],"[0,0,0,0]",5044,1208,6,[7578],"Invigorating","Monsters are Fast \nGales further accelerate you and Monsters",20,""
48,"GenericSpeed4",5037,50,78,100,1691,"[18,18,18]",[2],[],[],"[0,0,0,0]",5044,1208,6,[7578],"Invigorating","Monsters are Fast \nGales further accelerate you and Monsters",20,""
49,"Vaal1",5035,20,33,45,1693,[1],[2],[],[],"[0,0,0,0]",5049,1216,5,[7579],"Vaal","Items dropped by slain Monsters are Corrupted \nFavours may cost less Tribute on average\nAtziri's apparition protects the Altar",12,""
50,"Vaal2",5035,20,46,67,1693,[1],[2],[],[],"[0,0,0,0]",5049,1216,5,[7579],"Vaal","Items dropped by slain Monsters are Corrupted \nFavours may cost less Tribute on average\nAtziri's apparition protects the Altar",12,""
51,"Vaal3",5035,20,68,77,1693,[1],[2],[],[],"[0,0,0,0]",5049,1216,6,[7579],"Vaal","Items dropped by slain Monsters are Corrupted \nFavours may cost less Tribute on average\nAtziri's apparition protects the Altar",12,""
52,"Vaal4",5035,20,78,100,1693,[1],[2],[],[],"[0,0,0,0]",5049,1216,6,[7579],"Vaal","Items dropped by slain Monsters are Corrupted \nFavours may cost less Tribute on average\nAtziri's apparition protects the Altar",12,""
53,"Necromantic1",5033,50,33,45,1692,[],[1],[],[],"[0,0,0,0]",5047,1213,5,[7580],"Haunted","Tormented Spirits haunt the Ritual",8,""
54,"Necromantic2",5033,50,46,67,1692,[],[1],[],[],"[0,0,0,0]",5047,1213,5,[7580],"Haunted","Tormented Spirits haunt the Ritual",9,""
55,"Necromantic3",5033,50,68,77,1692,[],[1],[],[],"[0,0,0,0]",5047,1213,6,[7580],"Haunted","Tormented Spirits haunt the Ritual",10,""
56,"Necromantic4",5033,50,78,100,1692,[],[1],[],[],"[0,0,0,0]",5047,1213,6,[7580],"Haunted","Tormented Spirits haunt the Ritual",11,""
57,"ChaosGreen1",5029,50,33,45,1685,"[30,8]",[1],[],[],"[0,0,0,0]",5038,1210,5,[7581],"Foul","Monsters deal extra Chaos Damage and can Poison \nToxic vines grasp you while stationary",16,""
58,"ChaosGreen2",5029,50,46,67,1685,"[35,10]",[1],[],[],"[0,0,0,0]",5038,1210,5,[7581],"Foul","Monsters deal extra Chaos Damage and can Poison \nToxic vines grasp you while stationary",16,""
59,"ChaosGreen3",5029,50,68,77,1685,"[40,12]",[1],[],[],"[0,0,0,0]",5038,1210,6,[7581],"Foul","Monsters deal extra Chaos Damage and can Poison \nToxic vines grasp you while stationary",16,""
60,"ChaosGreen4",5029,50,78,100,1685,"[50,14]",[1],[],[],"[0,0,0,0]",5038,1210,6,[7581],"Foul","Monsters deal extra Chaos Damage and can Poison \nToxic vines grasp you while stationary",16,""
61,"Golden1",5031,10,68,72,1694,"[100,100]",[1],[],[],"[0,0,0,0]",5045,1209,5,[7582],"Opulent","Monsters have greatly increased Item Rarity and Quantity \nContains cursed coin showers",13,1
62,"Golden2",5031,10,73,77,1694,"[150,150]",[1],[],[],"[0,0,0,0]",5045,1209,6,[7582],"Opulent","Monsters have greatly increased Item Rarity and Quantity \nContains cursed coin showers",13,1
63,"Golden3",5031,10,78,100,1694,"[200,200]",[1],[],[],"[0,0,0,0]",5045,1209,6,[7582],"Opulent","Monsters have greatly increased Item Rarity and Quantity \nContains cursed coin showers",13,1
64,"FireUber1",4957,10,68,72,1695,"[100,60]",[4],[],[],"[0,0,0,0]",5050,1207,5,"[7583,7468]","Apocalyptic","Monsters deal extra Fire Damage and can Ignite \nMeteors fall from the sky",1,1
65,"FireUber2",4957,10,73,77,1695,"[100,70]",[4],[],[],"[0,0,0,0]",5050,1207,6,"[7583,7468]","Apocalyptic","Monsters deal extra Fire Damage and can Ignite \nMeteors fall from the sky",1,1
66,"FireUber3",4957,10,78,100,1695,"[100,80]",[4],[],[],"[0,0,0,0]",5050,1207,6,"[7583,7468]","Apocalyptic","Monsters deal extra Fire Damage and can Ignite \nMeteors fall from the sky",1,1
67,"ColdUber1",4958,10,68,72,1696,"[100,60]",[4],[],[],"[0,0,0,0]",5051,1206,5,"[7584,7469]","Glacial","Monsters deal extra Cold Damage and can Freeze \nIcy Beams rotate",3,1
68,"ColdUber2",4958,10,73,77,1696,"[100,70]",[4],[],[],"[0,0,0,0]",5051,1206,6,"[7584,7469]","Glacial","Monsters deal extra Cold Damage and can Freeze \nIcy Beams rotate",3,1
69,"ColdUber3",4958,10,78,100,1696,"[100,80]",[4],[],[],"[0,0,0,0]",5051,1206,6,"[7584,7469]","Glacial","Monsters deal extra Cold Damage and can Freeze \nIcy Beams rotate",3,1
70,"LightningUber1",5032,10,68,72,1698,"[100,60]",[1],[],[],"[0,0,0,0]",5052,1212,5,"[7585,7470]","Volatile","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",7,1
71,"LightningUber2",5032,10,73,77,1698,"[100,70]",[1],[],[],"[0,0,0,0]",5052,1212,6,"[7585,7470]","Volatile","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",7,1
72,"LightningUber3",5032,10,78,100,1698,"[100,80]",[1],[],[],"[0,0,0,0]",5052,1212,6,"[7585,7470]","Volatile","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",7,1
73,"PhysicalBloodUber1",5034,10,68,72,1699,"[100,60]",[2],[],[],"[0,0,0,0]",5053,1215,5,"[7586,7471]","Sanguine","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",15,1
74,"PhysicalBloodUber2",5034,10,73,77,1699,"[100,70]",[2],[],[],"[0,0,0,0]",5053,1215,6,"[7586,7471]","Sanguine","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",15,1
75,"PhysicalBloodUber3",5034,10,78,100,1699,"[100,80]",[2],[],[],"[0,0,0,0]",5053,1215,6,"[7586,7471]","Sanguine","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",15,1
76,"ChaosPurpleUber1",4959,10,68,72,1697,"[15,30]",[1],[],[],"[0,0,0,0]",5054,1205,5,"[7587,7472]","Malevolent","Monsters deal extra Chaos Damage and can Wither \nAnomalies fire Chaos projectiles",5,1
77,"ChaosPurpleUber2",4959,10,73,77,1697,"[18,40]",[1],[],[],"[0,0,0,0]",5054,1205,6,"[7587,7472]","Malevolent","Monsters deal extra Chaos Damage and can Wither \nAnomalies fire Chaos projectiles",5,1
78,"ChaosPurpleUber3",4959,10,78,100,1697,"[20,50]",[1],[],[],"[0,0,0,0]",5054,1205,6,"[7587,7472]","Malevolent","Monsters deal extra Chaos Damage and can Wither \nAnomalies fire Chaos projectiles",5,1
