"rownum","Id","Text","TextHardmode"
124,"ReminderTextArcaneSurge","(Arcane Surge grants 10% increased Cast Speed and 30% increased Mana Regeneration rate, for 4 seconds)",""
125,"ReminderTextUnarmed","(You are Unarmed as long as you have no Equipped Weapons)",""
126,"ReminderTextUnarmedAttacks","(Unarmed Attacks are any Attacks performed with a hand that is not holding any Item)",""
127,"ReminderTextSmallPassives","(Passive Skills that are not Notable, Masteries, Keystones, or Jewel Sockets are Small)",""
128,"ReminderTextWithered","(Withered applies 6% increased Chaos Damage Taken, and can be inflicted up to 15 times)",""
129,"ReminderTextVirulence","(Virulence is granted by the Herald of Agony Skill)",""
130,"ReminderTextSlowTimeEffects","(Effects cannot be slowed below 25% of their normal expiry rate)",""
131,"ReminderTextChillingArea","(Chilled Ground, Creeping Frost, Frost Shield, and Vortices are Chilling Areas)",""
132,"ReminderTextBrittle","(Hits have up to +6% Critical Strike Chance against Brittle Enemies, based on the Cold Damage of the Hit which inflicted Brittle, for 4 seconds)",""
133,"ReminderTextScorch","(Scorched Enemies have their Elemental Resistances lowered by up to 30%, based on the Fire Damage of the Hit, for 4 seconds)",""
134,"ReminderTextSapped","(Sapped Enemies deal up to 20% less Damage, based on the Lightning Damage of the Hit, for 4 seconds)",""
135,"ReminderTextKeystoneRunebinder","(-1 to maximum number of Summoned Totems. You can have an additional Brand Attached to an Enemy)",""
136,"ReminderTextEnergyShieldLeech","(Leeched Energy Shield is recovered over time. Multiple Leeches can occur simultaneously, up to a maximum rate)",""
137,"ReminderTextMaximumResistance","(Maximum Resistances cannot be raised above 90%)",""
138,"ReminderTextDealsDamageFaster","(They will deal the same total damage over a shorter duration)",""
139,"ReminderTextLingerGround","(The effects of the ground still apply to you, allies or enemies after leaving its area)",""
140,"ReminderTextLingerAncestorTotem","(The buff still applies to you after the Ancestor Totem ceases to be Active)",""
141,"ReminderTextIfItemCorrupted","(This Modifier only applies if this Item is Corrupted)",""
142,"ReminderTextReoccurringSpell","(Spell cast time is 10% longer for each time the Spell Reoccurs)",""
143,"ReminderTextKeystoneInnerConviction","(3% more Spell Damage per Power Charge. Gain Power Charges instead of Frenzy Charges)",""
144,"ReminderTextLifeFlasksStillRemovedOnFullLife","(Life flask effects are still removed when unreserved life is filled)",""
145,"ReminderTextKeystoneWickedWard","(Energy Shield Recharge is not interrupted by Damage if Recharge began Recently\n40% less Energy Shield Recharge Rate)",""
146,"ReminderTextConqueredPassives","(Conquered Passive Skills cannot be modified by other Jewels)",""
147,"ReminderTextWeaponCritChanceOverride","(This is used instead of the Critical Strike Chance of the Weapon)",""
148,"ReminderTextFireExposure","(Fire Exposure applies -10% to Fire Resistance for 4 seconds)",""
149,"ReminderTextColdExposure","(Cold Exposure applies -10% to Cold Resistance for 4 seconds)",""
150,"ReminderTextLightningExposure","(Lightning Exposure applies -10% to Lightning Resistance for 4 seconds)",""
151,"ReminderTextBlitzChargeDuration","(Blitz Charges have a base Duration of 5 seconds)",""
152,"ReminderTextBloodStanceDefault","(You are in Blood Stance by default)",""
153,"ReminderTextSpawnCorpse","(Killing an Enemy is not Spawning a corpse)",""
154,"ReminderTextElusive","(Elusive initially grants 15% chance to Avoid All Damage from Hits, and 30% increased Movement Speed. The buff reduces its effect over time, removing itself at 0% effect. If you already have an Elusive buff, you cannot gain Elusive)",""
155,"ReminderTextDaggerRuneDagger","(Rune Daggers are considered Daggers)",""
156,"ReminderTextStaffWarstaff","(Warstaves are considered Staves)",""
157,"ReminderTextUnnerve","(Unnerved enemies take 10% increased Spell Damage)",""
158,"ReminderTextFungalGround","(Allies on your Fungal Ground gain 10% of Non-Chaos Damage as extra Chaos Damage. Enemies on your Fungal Ground deal 10% less Damage.)",""
159,"ReminderTextMinionsOverMatter","(The damage they take will be divided evenly between them)",""
160,"ReminderTextAurasOnlyAffectThingsTheyAffect","(Auras can only grant bonuses to things they affect)",""
161,"ReminderTextAggressiveMinions","(Aggressive minions have their targeting range raised to a minimum value)",""
162,"ReminderTextDefensiveMinions","(Defensive minions have their targeting range lowered to a maximum value. They always target enemies around you)",""
163,"ReminderTextBlightedSpore","(Blighted Spores last for 10 seconds and have a random Aura)",""
164,"ReminderTextExpectedPoisonDamage","(The Expected Damage of Poison is its Damage per second multiplied by its Duration)",""
165,"ReminderTextPsudoKeystoneTransfigurationOfBody","(Increases and Reductions to Maximum Life also apply to Attack Damage at 30% of their value)",""
166,"ReminderTextPsudoKeystoneTransfigurationOfMind","(Increases and Reductions to Maximum Mana also apply to Damage at 30% of their value)",""
167,"ReminderTextPsudoKeystoneTransfigurationOfSoul","(Increases and Reductions to Maximum Energy Shield\nalso apply to Spell Damage at 30% of their value)",""
168,"ReminderTextCorruptionUniqueTooManyImplicits","(Loses all but 1 Implicit Modifier if this Modifier is lost)",""
169,"ReminderTextPhysReductionNotNegative","(Physical Damage Reduction cannot be negative)",""
170,"ReminderTextPhantasmalMight","(Phantasmal Might grants Added Spell Physical Damage based on the level of the Phantasm. Multiple instances of Phantasmal Might stack)",""
171,"ReminderTextPermanentAura","(Permanent Auras are Auras with no Duration)",""
172,"ReminderTextJewelRadiusRing","(This Jewel has both a minimum and maximum Radius. Only Passives between the two are considered to be in the Jewel's Radius)",""
173,"ReminderTextMultipleMines","(Throwing Mines takes 10% more time for each additional Mine thrown)",""
174,"ReminderTextGraspingVines","(Up to 10 Vines can grasp you, inflicting 8% less Movement Speed per Vine. Broken by moving)",""
175,"ReminderTextUnencumbered","(You are Unencumbered while you have no Gloves, no Main Hand Item, and no Off Hand Item Equipped)",""
176,"ReminderTextArcaneSurgeNoDuration","(Arcane Surge grants 10% increased Cast Speed and 30% increased Mana Regeneration rate)",""
177,"ReminderTextMeleeStrikeRange","(Affects Melee Strikes, including the Default Attack. Does not apply to Areas of Effect)",""
178,"ReminderTextLingeringBlades","(Lingering Blades remain on the ground for a duration and can be used by specific skills. If Animated, they count as Daggers)",""
179,"ReminderTextChanceToAvoidDamageMax","(No chance to avoid damage can be higher than 75%)",""
180,"ReminderTextFlaskNoQueue","(The duration of this flask's effect will still expire while other flask effects are active, even if they are from the same flask)",""
181,"ReminderTextBrandDamage","(Brand Damage is any Damage dealt by Brand Skills or by Skills Triggered by a Brand)",""
182,"ReminderTextBrandCrits","(Brand Critical Strikes are any Critical Strikes dealt by Brand Skills or by Skills Triggered by a Brand)",""
183,"ReminderTextPower","(Normal Monsters have 1 Power, Magic Monsters 2, Rare Monsters 10, Unique Monsters 20, and Players 5)",""
184,"ReminderTextKeystoneGlancingBlows","(Chance to Block Attack Damage is doubled\nChance to Block Spell Damage is doubled\nYou take 65% of Damage from Blocked Hits)",""
185,"ReminderTextKeystoneSoulTether","(Energy Shield starts at zero. Cannot Recharge or Regenerate Energy Shield. Lose 5% of Energy Shield per second. Life Leech effects are not removed when Unreserved Life is Filled. Life Leech effects Recover Energy Shield instead while on Full Life)",""
186,"ReminderTextAlchemistsGenius","(Alchemist's Genius increases Flask Charges gained by 20% and effect of Flasks by 10%, for 4 seconds)",""
187,"ReminderTextKeystoneSacredBastion","(100% chance to Defend with Double Armour. Maximum Damage Reduction for any Damage Type is 50%)",""
188,"ReminderTextProfaneGround","(Enemies on Profane Ground have -10% to all Resistances, and Hits against them have 100% increased Critical Strike Chance)",""
189,"ReminderTextKeystoneSupremeEgo","(Auras from your Skills can only affect you. Aura Skills have 1% more Aura Effect per 2% of maximum Mana they Reserve. 40% more Mana Reservation of Aura Skills)",""
190,"ReminderTextKeystoneMiracleOfThaumaturgy","(Maximum Energy Shield is 0. While not on Full Life, Sacrifice 20% of Mana per Second to Recover that much Life)",""
191,"ReminderTextKeystoneCallToArms","(Using Warcries is Instant. Warcries share their Cooldown)",""
192,"ReminderTextKeystoneEternalYouth","(50% less Life Regeneration Rate. 50% less Maximum total Life Recovery per second from Leech. Energy Shield Recharge instead applies to Life)",""
193,"ReminderTextKeystoneWindDancer","(20% less Attack Damage taken if you haven't been Hit by an Attack Recently. 10% more chance to Evade Attacks if you have been Hit by an Attack Recently. 20% more Attack Damage taken if you have been Hit by an Attack Recently)",""
194,"ReminderTextExert","(Vaal Attacks, Channelling Attacks, and Attacks which Repeat cannot be Exerted)",""
195,"ReminderTextDebilitate","(Enemies that are Debilitated have 20% less Movement Speed and deal 10% less damage)",""
196,"ReminderTextOverwhelm","(Physical Damage Reduction is lower against Overwhelming Hits, but cannot go negative)",""
197,"ReminderTextKeystoneTheImpaler","(When your Hits Impale Enemies, also Impale other Enemies near them. Inflict 4 additional Impales on Enemies you Impale. For 4 seconds after you Impale Enemies, they cannot be Impaled again, and Impales cannot be Called from them)",""
198,"ReminderTextDefendPercentArmour","(Armour is treated as this percentage of its actual value, only for calculating damage mitigation)",""
199,"ReminderTextCrushedNoDuration","(Crushed lowers Physical Damage Reduction by 15%)",""
200,"ReminderTextCrushed","(Crushed lowers Physical Damage Reduction by 15% for 4 seconds)",""
201,"ReminderTextInherentRageLoss","(This only affects the inherent loss of Rage when you haven't been Hit or gained Rage Recently)",""
202,"ReminderTextColdAilments","(Cold Ailments are Chilled, Frozen and Brittle)",""
203,"ReminderTextLightningAilments","(Lightning Ailments are Shocked and Sapped)",""
204,"ReminderTextKeystoneSecretsOfSuffering","(Cannot Ignite, Chill, Freeze or Shock\nCritical Strikes inflict Scorch, Brittle and Sapped)",""
205,"ReminderTextKeystoneCorruptedSoul","(50% of Non-Chaos Damage taken bypasses Energy Shield\nGain 15% of Maximum Life as Extra Maximum Energy Shield)",""
206,"ReminderTextKeystoneHollowPalmTechnique","(You count as Dual Wielding while you are Unencumbered\n40% more Attack Speed with Melee Skills while you are Unencumbered\nAdds 14 to 20 Attack Physical Damage to Melee Skills per 10 Dexterity while you are Unencumbered)",""
207,"ReminderTextScorchNonHit","(Scorched Enemies have their Elemental Resistances lowered by 10% for 4 seconds)",""
208,"ReminderTextBrittleNonHit","(Hits have +2% Critical Strike Chance against Brittle Enemies, for 4 seconds)",""
209,"ReminderTextSapNonHit","(Sapped Enemies deal 6% less Damage for 4 seconds)",""
210,"ReminderTextCurseTemporalChains","(Temporal Chains is a Hex which reduces Action Speed by 15%, or 9% on Rare or Unique targets, and makes other effects on the target expire 40% slower. It has 50% less effect on Players and lasts 5 seconds)",""
211,"ReminderTextCursePunishment","(Punishment is a Hex which increases Damage taken by 30% while the target is on low life and causes them to be Debilitated for 2 seconds when they Hit. It lasts 8 seconds)",""
212,"ReminderTextCurseEnfeeble","(Enfeeble is a Hex which reduces the targets' Accuracy Rating by 10% and Damage by 15%, or 9% on Rare or Unique targets. It lasts 8 seconds)",""
213,"ReminderTextCurseVulnerability","(Vulnerability is a Hex which increases Physical Damage taken by 15% and causes Hits to have +25% chance to inflict Bleeding on the target. It lasts 8 seconds)",""
214,"ReminderTextCurseElementalWeakness","(Elemental Weakness is a Hex which inficts -15% to all Elemental Resistances. It lasts 8 seconds)",""
215,"ReminderTextCurseFlammability","(Flammability is a Hex which inflicts -17% to Fire Resistance and causes Hits to have +25% chance to Ignite the target. It lasts 8 seconds)",""
216,"ReminderTextCurseFrostbite","(Frostbite is a Hex which inflicts -17% to Cold Resistance and causes Hits to have +25% chance to Freeze the target. It lasts 8 seconds)",""
217,"ReminderTextCurseConductivity","(Conductivity is a Hex which inflicts -17% to Lightning Resistance and causes Hits to have +25% chance to Shock the target. It lasts 8 seconds)",""
218,"ReminderTextCurseDespair","(Despair is a Hex which inflicts -15% to Chaos Resistance. It lasts 8 seconds)",""
219,"ReminderTextCurseSilence","(Silence is a Hex which prevents Casting Spells or Using Warcries. It lasts 3 seconds)",""
220,"ReminderTextDoom","(Hexes can gain Doom up to a maximum of 30. The effect of a Hex is increased by the amount of Doom it has)",""
221,"ReminderTextMissingResistance","(Missing Resistance is the amount your Resistance is below the maximum)",""
222,"ReminderTextSuperchargedProjectile","(Supercharged Projectiles have 50% more Area of effect and deal 50% more Damage)",""
223,"ReminderTextConvergence","(Convergence grants 30% more Elemental Damage and lasts 4 seconds)",""
224,"ReminderTextGaleForce","(Each instance of Gale Force lasts 4 seconds. Maximum 10 Gale Force)",""
225,"ReminderTextSacrificialZeal","(Sacrificial Zeal grants Added Spell Physical Damage equal to 25% of the Skill's Mana Cost, and causes you to take Physical Damage over Time, for 4 seconds)",""
226,"ReminderTextFanaticism","(Fanaticism grants Spells you Cast yourself 75% more Cast Speed, 75% reduced Cost and 75% increased Area of Effect)",""
227,"ReminderTextRupture","(Targets take 25% more Damage from Bleeding, and Bleeding on them expires 25% more quickly, per Rupture affecting them. Up to 3 Ruptures can affect a target, lasting 3 seconds each)",""
228,"ReminderTextResonance","(Maximum 50 Resonance of each Element)",""
229,"ReminderTextScorchNonHitNoDuration","(Scorched Enemies have -10% to Elemental Resistances)",""
230,"ReminderTextAll3Exposures","(Each Exposure applies -10% to the matching Resistance for 4 seconds)",""
231,"ReminderTextExposureDuration","(Each Exposure subtracts from the matching Elemental Resistance for 4 seconds)",""
232,"ReminderTextTwo100PercentConversions","(If both conversions apply, each will convert 50%)",""
233,"ReminderTextCrazyMinions","(Minions which hear the whispers take 20% of their maximum life as chaos damage per second, have 50% increased attack speed and damage, and do not listen to you)",""
234,"ReminderTextKeystoneBattlemage","(Gain Added Spell Damage equal to the Damage of your Main Hand Weapon)",""
235,"ReminderTextRecoup","(Only Damage from Hits can be Recouped, over 4 seconds following the Hit)",""
236,"ReminderTextRecoupNegative","(Only Damage from Hits can be Recouped, over 4 seconds following the Hit. Recouping negative amounts will cause loss)",""
237,"ReminderTextBrutalCharges","(Players have 3% chance to deal Triple Damage and 10% increased Stun Threshold per Brutal Charge)",""
238,"ReminderTextAfflictionCharges","(Players have 8% more Damage with Ailments and 8% more Effect of Non-Damaging Ailments per Affliction Charge)",""
239,"ReminderTextAbsorptionCharges","(Players Recoup 12% of Elemental Damage taken as Energy Shield per Absorption Charge)",""
240,"ReminderTextRandomSafehouse","(Safehouses which have already been Located can still be randomly selected)",""
241,"ReminderTextWildExile","(Wild Rogue Exiles are Rogue Exiles that are spawned randomly within the Area)",""
242,"ReminderTextTornVeil","(Merging Radius is the distance at which Beyond Portals can merge with one another to spawn Beyond Demons)",""
243,"ReminderTextFaceToFace","(Legion Generals are Queen Hyrri Ngamaku, General Marceus Lioneye, Cardinal Sanctus Vox, Viper Napuatzi and Aukuna, the Black Sekhema)",""
