"rownum","BaseItemTypesKey","GrantedEffectsKey","StrengthRequirementPercent","DexterityRequirementPercent","IntelligenceRequirementPercent","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName","IsSupport","bool","bool","bool","bool","bool","AwakenedVariant","RegularVariant","GrantedEffectHardMode","rid","i32","ItemExperienceType","MtxSlotTypes"
21,6019,252,0,100,0,"[10,25,13,5,7,36,0,1,2,14,45,6]","","","","","","","","","","","",1,1,"","","","",2,4,[0]
22,6020,264,100,0,0,"[9,25,4,15,34]","","","","","","","","","","","",1,1,"","","","",1,10,[0]
23,6222,266,100,0,0,"[9,25,4,15,24,34]","",1,"","",264,"","","","","","",1,1,"","","","",1,10,[0]
24,6021,270,40,60,0,"[47,10,25,13,7,36]","","","","","","","","","","","",1,1,"","","","",2,0,[0]
25,6022,281,0,60,40,"[10,25,13,22,35,7]","","","","","","","","","","","",1,1,"","",282,"",2,3,[0]
26,6023,316,0,100,0,"[10,25,13,5,7,36,6]","","","","","","","","","","","",1,1,"","","","",2,5,[0]
27,6026,322,0,60,40,"[10,25,4,14,0]",6227,"","","","","","","","","","",1,1,"","","","",2,1,[0]
28,6227,8318,0,60,40,"[10,25,4,14,24,0]","",1,"","",322,"","","","","","",1,1,"","","","",2,1,[0]
29,6027,7590,0,60,40,"[10,25,4,14,0]","","","","","","","","","","","",1,1,"","","","",2,4,[0]
30,6028,7599,0,60,40,"[10,25,4,5,14,33]","","","","","","","","","","","",1,1,"","","","",2,3,[0]
31,6029,340,0,100,0,"[10,25,13,5,6]","","","","","","","","","","","",1,1,"","","","",2,3,[0]
32,6034,341,0,100,0,"[10,25,13,5,33,6]",6733,"","","","","","","","","","",1,1,"","","","",2,0,[0]
33,6035,540,100,0,0,"[0,33,9,16]","","","Supports any skill that hits enemies.",13715,"","","",1,"","","",1,1,435,"","","",1,2,[0]
34,6036,541,0,100,0,"[13,10,16]","","","Supports attack skills.",13810,"","","",1,"","","",1,1,"","","","",2,2,[0]
35,6037,543,0,100,0,"[10,16,5]","","","Supports projectile skills.",13754,"","","",1,"","","",1,1,452,"","","",2,11,[0]
36,6038,545,0,100,0,"[10,16,5]","","","Supports projectile skills.",13742,"","","",1,"","","",1,1,"","","","",2,2,[0]
37,6040,547,0,100,0,"[10,16,5]","","","Supports projectile skills.",13730,"","","",1,"","","",1,1,"","","","",2,9,[0]
38,6041,549,0,100,0,"[1,10,16]","","","Supports any skill that hits enemies.",13719,"","","",1,"","","",1,1,445,"","","",2,2,[0]
39,6042,551,40,60,0,"[13,10,16]","","","Supports attack skills.",13721,"","","",1,"","","",1,1,"","","","",2,2,[0]
40,6043,552,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect.",13738,"","","",1,"","","",1,1,463,"","","",3,11,[0]
41,6044,554,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies.",13818,"","","",1,"","","",1,1,457,"","","",3,2,[0]
42,6024,8248,0,40,60,"[11,25,4,14,1,15]",6230,"","","","","","","","","","",1,1,"","","","",3,5,[0]
43,6230,8255,0,40,60,"[11,25,4,14,15,24,1]","",1,"","",8248,"","","","","","",1,1,"","","","",3,5,[0]
44,6025,575,0,0,100,"[11,25,4,8]","","","","","",10239,"","","","","",1,1,"","","","",3,0,[0]
45,6030,587,0,100,0,"[10,25,13,5,14,15,3,6]",6721,"","","","","","","","","","",1,1,"","","","",2,0,[0]
46,6045,600,0,0,100,"[11,25,4,14]","","","","","","","","","","","",1,1,"","","","",3,3,[0]
47,6046,601,0,100,0,"[10,25,4,15,33]","","","","","","","","","","","",1,1,"","","","",2,5,[0]
48,6048,605,0,0,100,"[11,25,4,15,0]","","","","","","","","","","","",1,1,"","","","",3,3,[0]
49,6049,606,40,0,60,"[11,25,4,14,0]",6247,"","","","","","","","","","",1,1,"","","","",3,5,[0]
50,6247,8331,40,0,60,"[11,25,4,14,0,24,15]","",1,"","",606,"","","","","","",1,1,"","","","",3,5,[0]
51,6050,649,0,0,100,"[11,25,4,15,0]","","","","","","","","","","","",1,1,"","","","",3,3,[0]
52,6051,650,0,0,100,"[11,25,4,14,0,1,2,38]","","","","","","","","","","","",1,1,"","","","",3,8,[0]
53,6052,655,33,33,34,"[29,25,4]","","","","","","","","","","","",1,1,"","","","",4,12,[0]
54,6248,656,33,33,34,"[29,25,4,24]","",1,"","",655,"","","","","","",1,1,"","","","",4,12,[0]
55,6053,657,60,0,40,"[47,9,16]","","","Supports any skill. Minions, Totems, Traps and Mines cannot gain Inspiration Charges.",13720,"","","",1,"","","",1,1,"","","","",1,9,[0]
56,6054,662,0,0,100,"[47,11,16]","","","Supports any skill that hits enemies.",13755,"","","",1,"","","",1,1,"","","","",3,2,[0]
57,6055,664,0,0,100,"[47,11,16]","","","Supports any skill that hits enemies.",13744,"","","",1,"","","",1,1,"","","","",3,6,[0]
58,6056,665,100,0,0,"[9,16]","","","Supports any skill that hits enemies.",13739,"","","",1,"","","",1,1,"","","","",1,2,[0]
59,6057,667,100,0,0,"[9,16]","","","Supports any skill that hits enemies, causing those hits to leech life based on damage dealt.",13727,"","","",1,"","","",1,1,"","","","",1,9,[0]
60,6058,669,0,100,0,"[10,16]","","","Supports attack skills that hit enemies, causing those hits to leech mana based on damage dealt.",13718,"","","",1,"","","",1,1,"","","","",2,9,[0]
61,6059,670,0,0,100,"[3,11,16]","","","Supports any skill that hits enemies.",13819,"","","",1,"","","",1,1,456,"","","",3,9,[0]
62,6061,671,0,60,40,"[10,25,13,7,36]","","","","","","","","","","","",1,1,"","","","",2,0,[0]
63,6062,672,0,100,0,"[10,25,13,7,36,22,15]",6716,"","","","","","","","","","",1,1,"","","","",2,3,[0]
64,6716,680,0,100,0,"[10,25,13,7,36,22,24,15]","",1,"","",672,"","","","","","",1,1,"","","","",2,3,[0]
65,6063,819,0,0,100,"[11,25,4,5,15,2]",6218,"","","","","","","","","","",1,1,"","","","",3,0,[0]
66,6218,3011,0,0,100,"[11,25,4,5,15,24,2]","",1,"","",819,"","","","","","",1,1,"","","","",3,0,[0]
67,6132,5168,0,0,0,"[16,26]","","","","","","","",1,"","","",1,1,"","","","",4,12,[0]
68,6064,833,100,0,0,"[9,16]","","","Supports any skill that hits enemies, making it easier to stun enemies with those skills.",13733,"","","",1,"","","",1,1,"","","","",1,2,[0]
69,6065,835,0,0,100,"[47,11,25,4,5,1]","","","","","","","","","","","",1,1,"","","","",3,4,[0]
70,6066,851,0,100,0,"[10,16,5]","","","Supports projectile skills.",13809,"","","",1,"","","",1,1,"","","","",2,1,[0]
71,6067,852,0,60,40,"[10,16,20]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a trap that will use the skill for you when an enemy walks near it. Traps cannot use channelling skills.",13748,"","","",1,"","","",1,1,"","","","",2,2,[0]
72,6068,854,0,0,100,"[11,25,4,8]","","","","","",10238,"","","","","",1,1,"","","","",3,8,[0]
73,6069,8321,100,0,0,"[9,25,13,14,7,36,0,15]","","","","","","","","","","","",1,1,"","","","",1,4,[0]
74,6070,863,100,0,0,"[9,25,13,7,36,1]",6235,"","","","","","","","","","",1,1,"","","","",1,0,[0]
75,6235,870,100,0,0,"[9,25,13,7,36,15,14,24,1]","",1,"","",863,"","","","","","",1,1,"","","","",1,0,[0]
76,6071,880,0,0,100,"[11,25,4,15,1]","","","","","","","","","","","",1,1,"","","","",3,1,[0]
77,6072,890,0,0,100,"[11,25,4,5,1]","","","","","","","","","","","",1,1,"","","","",3,0,[0]
78,6073,905,0,0,100,"[11,25,4,14,2,38]","","","","","","","","","","","",1,1,"","","","",3,8,[0]
79,6074,4320,0,0,100,"[11,25,4,14,2,38]","","","","","","","","","","","",1,1,"","","","",3,8,[0]
80,6075,941,0,100,0,"[10,25,13,15,7,36,3]","","","","","","","","","","","",1,1,"","","","",2,0,[0]
81,6076,4663,0,100,0,"[10,25,4,15,22,33,35]","","","","","","","","","","","",1,1,"","","","",2,8,[0]
82,6077,4663,0,100,0,"[10,25,4,15,22,33,35]","","","","","","","","","","","",1,1,"","","","",2,10,[0]
83,6078,950,100,0,0,"[7,33,9,16,13]","","","Supports melee attack skills.",13811,"","","",1,"","","",1,1,442,"","","",1,6,[0]
84,6079,951,100,0,0,"[9,16]","","","Supports any skill that can kill enemies.",13756,"","","",1,"","","",1,1,"","","","",1,7,[0]
85,6080,953,0,0,100,"[11,16]","","","Supports any skill that can kill enemies.",13757,"","","",1,"","","",1,1,"","","","",3,9,[0]
86,6081,954,0,0,100,"[11,16,4]","","","Supports non-instant spell skills.",13750,"","","",1,"","","",1,1,"","","","",3,6,[0]
87,6082,956,0,100,0,"[10,25,13,5,14,15,0,6]","","","","","","","","","","","",1,1,"","","","",2,8,[0]
88,6083,980,0,60,40,"[10,25,4,14,15,17,42]","","","","","","","","","","","",1,1,"","","","",2,7,[0]
89,6084,1001,0,0,100,"[11,25,4,14,15,17,42]","","","","","","","","","","","",1,1,"","","","",3,7,[0]
90,6085,1011,60,40,0,"[9,25,4,17,43]","","","","","","","","","","","",1,1,"","","","",1,5,[0]
91,6086,1018,60,0,40,"[9,25,4,14,15,17,42]","","","","","","","","","","","",1,1,"","","","",1,7,[0]
92,6087,4557,60,0,40,"[9,25,4,14,15,17,42]","","","","","","","","","","","",1,1,"","","","",1,7,[0]
93,6088,1023,0,0,100,"[11,25,4,14,15,17,42]","","","","","","","","","","","",1,1,"","","","",3,7,[0]
94,6089,1036,0,40,60,"[47,11,25,4,17,43]","","","","","","","","","","","",1,1,"","","","",3,5,[0]
95,6090,1044,0,100,0,"[10,25,4,17,43]","","","","","","","","","","","",1,1,"","","","",2,1,[0]
96,6091,8120,0,40,60,"[11,25,4,14,15,3,17,42]","","","","","","","","","","","",1,1,"","","","",3,7,[0]
97,6092,1079,0,0,100,"[11,25,4,14,15,22,2,35]","","","","","","","","","","","",1,1,"","",1080,"",3,3,[0]
98,6221,1082,0,0,100,"[11,25,4,14,15,24,2,22,35]","",1,"","",1079,"","","","","","",1,1,"","","","",3,3,[0]
99,6093,1112,0,0,100,"[11,25,4,8,15]",6236,"","","","",10240,"","","","","",1,1,"","","","",3,3,[0]
100,6236,1114,0,0,100,"[11,25,4,8,15,24]","",1,"","",1112,10240,"","","","","",1,1,"","","","",3,3,[0]
101,6098,1144,100,0,0,"[9,25,13,7,36]","","","","","","","","","","","",1,1,"","","","",1,0,[0]
102,6233,1146,100,0,0,"[9,25,13,7,36,24]","",1,"","","","","","","","","",1,1,"","","","",1,0,[0]
103,6099,1157,60,0,40,"[9,25,13,8,15,7,36]",6729,"","","","","","","","","","",1,1,"","","","",1,8,[0]
104,6100,8271,0,100,0,"[10,25,13,14,5,6]",6229,"","","","","","","","","","",1,1,"","","","",2,4,[0]
105,6229,8274,0,100,0,"[10,25,13,14,5,24,6]","",1,"","",8271,"","","","","","",1,1,"","","","",2,4,[0]
106,6101,1169,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect, regardless of whether that skill deals damage.",13816,"","","",1,"","","",1,1,"","","","",3,6,[0]
107,6102,1171,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",13743,"","","",1,"","","",1,1,465,"","","",3,2,[0]
108,6103,1172,100,0,0,"[9,16,15]","","","Supports any skill with a duration.",13758,"","","",1,"","","",1,1,"","","","",1,9,[0]
109,6104,1174,60,0,40,"[1,0,9,16]","","","Supports any skill that hits enemies.",13752,"","","",1,"","","",1,1,"","","","",1,6,[0]
110,6105,1175,40,0,60,"[0,11,16]","","","Supports any skill that hits enemies.",13759,"","","",1,"","","",1,1,"","","","",3,2,[0]
111,6106,1177,0,0,100,"[22,11,16,8]","","","Supports skills which create Minions.",13741,"","","",1,"","","",1,1,"","","","",3,6,[0]
112,6107,1178,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",13740,"","","",1,"","","",1,1,"","","","",3,6,[0]
113,6108,1179,60,0,40,"[13,9,16]","","","Supports attack skills.",13737,"","","",1,"","","",1,1,439,"","","",1,6,[0]
114,6109,4260,100,0,0,"[13,33,9,16,7]","","","Supports melee attack skills, causing them to deal more damage against bleeding enemies, but preventing those skills from inflicting bleeding on enemies in any way.",13760,"","","",1,"","","",1,1,"","","","",1,6,[0]
115,6110,1180,100,0,0,"[13,9,16]","","","Supports attack skills.",13761,"","","",1,"","","",1,1,"","","","",1,2,[0]
116,6111,1181,0,0,100,"[11,25,4,14,15,0]",6731,"","","","","","","","","","",1,1,"","","","",3,8,[0]
117,6112,1323,0,60,40,"[10,25,13,5,7,36,2]",6232,"","","","","","","","","","",1,1,"","","","",2,4,[0]
118,6232,8260,0,60,40,"[10,25,13,7,36,15,24,2,5]","",1,"","",1323,"","","","","","",1,1,"","","","",2,4,[0]
119,6113,1380,40,0,60,"[11,25,4,2,18]","","","","","","","","","","","",1,1,"","","","",3,5,[0]
120,6114,1384,100,0,0,"[9,25,4,14,15,0,33,34]",6220,"","","","","","","","","","",1,1,"","","","",1,1,[0]
121,6220,1385,100,0,0,"[9,25,4,14,15,0,33,24,34]","",1,"","",1384,"","","","","","",1,1,"","","","",1,1,[0]
122,6115,1397,0,0,100,"[47,11,25,13,5]",6223,"","","","","","","","","","",1,1,"","","","",3,4,[0]
123,6223,1398,0,0,100,"[47,11,25,13,5,24]","",1,"","",1397,"","","","","","",1,1,"","","","",3,4,[0]
124,6116,1710,0,60,40,"[10,25,13,5,15,7,36,33,6]","","","","","","","","","","","",1,1,"","","","",2,1,[0]
125,6117,1726,0,100,0,"[10,25,13,14,5,2,6]",6727,"","","","","","","","","","",1,1,"","","","",2,4,[0]
126,6119,1735,0,100,0,"[12,10,25,4,14]",6244,"","","","","","","","","","",1,1,"","","","",2,7,[0]
127,6244,1740,0,100,0,"[12,10,25,4,14,15,24]","",1,"","",1735,"","","","","","",1,1,"","","","",2,7,[0]
128,6120,1744,40,0,60,"[12,11,25,4,14]","","","","","","","","","","","",1,1,"","","","",3,7,[0]
129,6121,1746,75,0,0,"[12,9,25,4,14]","","","","","","","","","","","",1,1,"","","","",1,3,[0]
130,6122,1752,0,0,100,"[12,11,25,4,14]",6243,"","","","","","","","","","",1,1,"","","","",3,7,[0]
131,6243,1753,0,0,100,"[12,11,25,4,14,15,24]","",1,"","",1752,"","","","","","",1,1,"","","","",3,7,[0]
132,6123,1757,0,100,0,"[12,10,25,4,14]",6242,"","","","","","","","","","",1,1,"","",1758,"",2,7,[0]
133,6242,1762,0,100,0,"[12,10,25,4,14,15,24]","",1,"","",1757,"","","","","","",1,1,"","","",1758,2,7,[0]
134,6124,1765,100,0,0,"[12,9,25,4,14,33]","","","","","","","","","","","",1,1,"","",1766,"",1,7,[0]
135,6125,1769,60,0,40,"[12,9,25,4,14,0]","","","","","","","","","","","",1,1,"","","","",1,7,[0]
136,6126,1776,0,60,40,"[12,10,25,4,14,1]","","","","","","","","","","","",1,1,"","","","",2,7,[0]
137,6127,1784,0,0,100,"[12,11,25,4,14,2]","","","","","","","","","","","",1,1,"","","","",3,7,[0]
138,6128,1793,0,100,0,"[10,25,13,5,0,6]",6219,"","","","","","","","","","",1,1,"","","","",2,0,[0]
139,6219,3017,0,100,0,"[10,25,13,5,14,24,0,6]","",1,"","",1793,"","","","","","",1,1,"","","","",2,0,[0]
140,6129,1799,0,0,100,"[1,0,2,11,16,14]","","","Supports any skill that hits enemies, or could otherwise apply elemental ailments.",13814,"","","",1,"","","",1,1,"","","","",3,0,[0]
141,6130,1800,100,0,0,"[12,9,16]","","","Supports any non-blessing skill with a reservation.",13722,"","","",1,"","","",1,1,"","","","",1,9,[0]
142,6131,1806,0,0,75,"[12,11,25,4,14]",6241,"","","","","","","","","","",1,1,"","","","",3,3,[0]
143,6241,1808,0,0,75,"[12,11,25,4,14,15,24]","",1,"","",1806,"","","","","","",1,1,"","","","",3,3,[0]
144,6133,1809,0,100,0,"[10,16]","","","Supports any skill that hits enemies. If enemies are left below 10% of maximum life after being hit by these skills, they will be killed.",13762,"","","",1,"","","",1,1,"","","","",2,6,[0]
145,6134,1810,0,100,0,"[5,13,10,16]","","","Supports projectile skills.",13763,"","","",1,"","","",1,1,"","","","",2,6,[0]
146,6135,1812,100,0,0,"[5,33,9,16]","","","Supports attack skills that fire projectiles, making the increase to physical melee damage from strength also increase their physical projectile damage.",13764,"","","",1,"","","",1,1,"","","","",1,6,[0]
147,6136,1813,100,0,0,"[4,9,16]","","","Supports spell skills, making the increase to physical melee damage from strength also increase their spell damage.",13749,"","","",1,"","","",1,1,"","","","",1,6,[0]
148,6137,1814,100,0,0,"[13,9,16]","","","Supports attack skills, providing a bonus to all damage dealt by those skills while your life is full.",13765,"","","",1,"","","",1,1,"","","","",1,6,[0]
149,6138,1815,60,0,40,"[9,16,4,19]","","","Supports spell skills that are not triggered. Instead of casting that spell, you will summon a totem that casts the spell for you.",13753,"","","",1,"","","",1,1,"","","","",1,2,[1]
150,6139,1825,0,40,60,"[11,16,21]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a mine that will use the skill for you when you detonate it. Mines cannot use channelling skills.",13731,"","","",1,"","","",1,1,"","","","",3,2,[0]
151,6280,1828,33,33,34,"[29,21,25,4]","","","","","","","","","","","",1,1,"","","","",4,12,[0]
152,6140,1829,100,0,0,"[19,9,25,4,14,33,38]","","","","","","","","","","","",1,1,"","","","",1,8,[1]
153,6141,1839,100,0,0,"[19,12,9,25,4,14]",6732,"","","","","","","","","","",1,1,"","","","",1,1,[1]
154,6142,9309,0,40,60,"[21,47,11,25,4,5,1,12,14]","","","","","","","","","","","",1,1,"","","","",3,4,[0]
155,6143,1845,0,40,60,"[20,11,25,4,15]","","","","","","","","","","","",1,1,"","","","",3,1,[0]
156,6144,1846,0,100,0,"[20,10,25,4,15,33]","","","","","","","","","","","",1,1,"","","","",2,1,[0]
157,6145,1858,0,60,40,"[10,16]","","","Supports any skill that hits enemies.",13751,"","","",1,"","","",1,1,"","","","",2,2,[0]
158,6146,1859,0,60,40,"[20,10,25,4,15,14,0]","","","","","","","","","","","",1,1,"","","","",2,4,[0]
159,6245,1861,0,60,40,"[20,10,25,4,15,14,24,0]","",1,"","","","","","","","","",1,1,"","","","",2,0,[0]
160,6147,1918,100,0,0,"[19,9,25,4,14]","","","","","","","","","","","",1,1,"","","","",1,1,[1]
161,6148,1919,100,0,0,"[19,9,25,4]","","","","","","","","","","","",1,1,"","","","",1,1,[1]
162,6149,1964,0,60,40,"[10,25,4,5,33,15]","","","","","","","","","","","",1,1,"","","","",2,0,[0]
163,6154,1996,0,100,0,"[10,16]","","","Supports any skill that hits enemies.",13745,"","","",1,"","","",1,1,"","","","",2,2,[0]
164,6032,1998,0,100,0,"[10,25,13,5,14,1,6]",6730,"","","","","","","","","","",1,1,"","","","",2,0,[0]
165,6031,2010,0,40,60,"[11,25,4,5,15,14,1]","","","","","","","","","","","",1,1,"","","","",3,4,[0]
166,6118,2035,0,0,100,"[11,25,4,18,2]",6217,"","","","","","","","","","",1,1,"","","","",3,4,[0]
167,6217,3010,0,0,100,"[11,25,4,18,24,2,15]","",1,"","",2035,"","","","","","",1,1,"","","","",3,4,[0]
168,6150,2060,0,60,40,"[10,25,4,15,1]",6152,"","","","","","","","","","",1,1,"","","","",2,5,[0]
169,6151,2060,0,60,40,"[10,25,4,15,1]",6152,"","","","","","","","","","",1,1,"","","","",2,5,[0]
170,6152,10679,0,60,40,"[10,25,4,15,1,24]","",1,"","",2060,"","","","","","",1,1,"","","","",2,5,[0]
171,6153,2071,60,0,40,"[19,9,25,4,5,0,30,33]","","","","","","","","","","","",1,1,"","","","",1,1,[1]
172,6155,2112,60,40,0,"[6,5,9,16,19]","","","Supports any bow or wand attack skill, causing it to summon a ballista totem that uses the skill for you.",13766,"","","",1,"","","",1,1,"","","","",1,2,[1]
173,6156,2115,100,0,0,"[0,9,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy fire resistance.",13767,"","","",1,"","","",1,1,440,"","","",1,9,[0]
174,6157,2116,0,100,0,"[1,10,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy cold resistance.",13716,"","","",1,"","","",1,1,449,"","","",2,9,[0]
175,6158,2117,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy lightning resistance.",13768,"","","",1,"","","",1,1,464,"","","",3,9,[0]
176,6159,2118,0,0,100,"[11,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy elemental resistances.",13890,"","","",1,"","","",1,1,"","","","",3,9,[0]
177,6160,2119,0,100,0,"[10,16,18,5]","","","Supports projectile skills, and any other skills that chain.",13769,"","","",1,"","","",1,1,448,"","","",2,11,[0]
178,6161,2121,0,100,0,"[10,16,5]","","","","","","","",1,"","","",1,1,"","","","",2,7,[0]
179,6162,2122,0,100,0,"[10,16,5]","","","Supports projectile skills, making their projectiles fork into two projectiles the first time they hit an enemy and don't pierce it.",13723,"","","",1,"","","",1,1,451,"","","",2,9,[0]
180,6163,2123,0,100,0,"[10,16,5]","","","Supports projectile skills.",13906,"","","",1,"","","",1,1,"","","","",2,11,[0]
181,6164,2124,40,0,60,"[11,25,4,14,15,0,17,42]","","","","","","","","","","","",1,1,"","","","",3,7,[0]
182,6165,2137,0,40,60,"[11,25,4,14,15,1,17,42]","","","","","","","","","","","",1,1,"","","","",3,7,[0]
183,6166,2145,0,0,100,"[11,25,4,14,15,2,17,42]","","","","","","","","","","","",1,1,"","","","",3,7,[0]
184,6343,9035,40,0,60,"[14,11,25,4,2,30,15,33]","","","","","","","","","","","",1,1,"","","","",3,4,[0]
185,6167,8268,0,0,100,"[11,25,4,0,30,14]","","","","","","","","","","","",1,1,"","","","",3,4,[0]
186,6168,2239,40,60,0,"[10,25,13,14,22,30,33,7]",6224,"","","","","","","","","","",1,1,"","","","",2,8,[0]
187,6224,2249,40,60,0,"[10,25,13,14,15,24,7,22,30,33]","",1,"","",2239,"","","","","","",1,1,"","","","",2,8,[0]
188,6169,2292,60,40,0,"[13,7,9,16]","","","Supports melee attack skills, making them repeat twice when used, targeting a random enemy each time. Cannot support Vaal skills, channelling skills or triggered skills.",13729,"","","",1,"","","",1,1,444,"","","",1,11,[0]
189,6170,2294,0,0,100,"[4,11,16]","","","Supports spell skills, making them repeat when cast. Cannot support Vaal skills, totem skills, channelling skills, triggered skills, instant skills, or skills with a reservation.",13770,"","","",1,"","","",1,1,467,"","","",3,11,[0]
190,6171,2297,100,0,0,"[9,16,7,13,36,14]","","","Supports melee strike skills, causing their melee strike to deal splash damage around each target hit.",13728,"","","",1,"","","",1,1,443,"","","",1,2,[0]
191,6172,2299,0,0,100,"[47,11,16]","","","Supports any skill that hits enemies.",13771,"","","",1,"","","",1,1,"","","","",3,6,[0]
192,6173,2300,60,0,40,"[9,25,4,19,0]","","","","","","","","","","","",1,1,"","","","",1,4,"[0,1]"
193,6174,2311,60,0,40,"[0,9,16]","","","Supports any skill that hits enemies, or can deal burning damage directly.",13772,"","","",1,"","","",1,1,438,"","","",1,9,[0]
194,6175,2312,40,0,60,"[11,16,8]","","","Supports skills which create Minions.",13773,"","","",1,"","","",1,1,"","","","",3,9,[0]
195,6176,2320,0,0,100,"[11,16,42,26]","","","Must support both a skill that hits enemies, and a hex curse skill to work. The hex will be applied when enemies are hit by the other skill. Cannot support totems, traps, or mines. Minions cannot apply hexes this way.",13774,2321,"","",1,"","","",1,1,461,"","","",3,11,[0]
196,6177,2355,0,60,40,"[10,25,13,14,7]",6239,"","","","","","","","","","",1,1,"","","","",2,4,[0]
197,6239,2356,0,60,40,"[10,25,13,14,24,7]","",1,"","",2355,"","","","","","",1,1,"","","","",2,4,[0]
198,6178,2431,0,60,40,"[47,10,16,4,26]","","","Must support both an attack skill and a spell skill to work. The attack skill will trigger a spell when it critically strikes an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13734,2432,"","",1,"","","",1,1,447,"","","",2,11,[0]
199,6179,2433,60,0,40,"[9,16,7,13,4,26]","","","Must support both a melee attack skill and a spell skill to work. The attack skill will trigger a spell when it kills an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13775,2434,"","",1,"","","",1,1,"","","","",1,11,[0]
200,6180,2435,0,60,40,"[10,16,20]","","","Supports traps skills, making them throw extra traps in a line.",13776,"","","",1,"","","",1,1,"","","","",2,2,[0]
201,6181,2436,100,0,0,"[29,48,9,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the level of supported gems. Cannot support skills that don't come from gems.",13777,"","","",1,"","","",1,1,470,"","","",1,13,[0]
202,6182,2451,0,40,60,"[20,47,11,25,4,5,2]",6253,"","","","","","","","","","",1,1,"","","","",3,4,[0]
