"rownum","WorldAreasKey","ItemVisualIdentityKey","bool","Tier","i32","i32","bool"
60,1144,11838,"",4,0,0,""
61,1145,7782,"",10,6,10,""
62,1146,7835,"",0,6,10,""
63,1147,7829,"",0,6,10,""
64,1148,7785,"",7,6,10,""
65,1149,7790,"",3,6,10,""
66,1150,7737,"",0,1,5,""
67,1151,7725,"",2,1,5,""
68,1152,12079,"",2,0,0,""
69,1153,7745,"",1,6,10,""
70,1154,9075,"",1,0,0,""
71,1155,7775,"",15,6,10,""
72,1156,11451,"",15,0,0,""
73,1157,7774,"",0,11,15,""
74,1158,7750,"",9,6,10,""
75,1159,7776,"",5,6,10,""
76,1160,7851,"",0,11,15,""
77,1161,7845,"",16,11,15,""
78,1162,7814,"",0,6,10,""
79,1163,7715,"",4,11,15,""
80,1164,7858,"",4,0,0,""
81,1165,7734,"",11,6,10,""
82,1166,7769,"",0,1,5,""
83,1167,7771,"",5,11,15,""
84,1168,10134,"",5,0,0,1
85,1169,7749,"",15,6,10,""
86,1170,7758,"",6,0,0,""
87,1171,9011,"",6,0,0,""
88,1172,7759,"",5,0,0,""
89,1174,7803,"",2,6,10,""
90,1175,7839,"",4,6,10,""
91,1176,12077,"",4,0,0,""
92,1177,7854,"",0,11,15,""
93,1178,7731,"",10,11,15,""
94,1179,7722,"",0,11,15,""
95,1180,7788,"",1,6,10,""
96,1181,7786,"",2,6,10,""
97,1182,7792,"",10,6,10,""
98,1183,7768,"",14,6,10,""
99,1184,8994,"",14,0,0,""
100,1185,7751,"",1,6,10,""
101,1186,7762,"",12,6,10,""
102,1187,11837,"",12,0,0,""
103,1188,7798,"",0,6,10,""
104,1189,7838,"",15,6,10,""
105,1191,7791,"",0,11,15,""
106,1192,7830,"",0,6,10,""
107,1193,7743,"",6,0,0,""
108,1194,7784,"",2,6,10,""
109,1195,7780,"",7,11,15,""
110,1196,7752,"",3,6,10,""
111,1197,7757,"",7,0,0,""
112,1198,7761,"",7,0,0,""
113,1199,8918,"",7,0,0,""
114,1200,7763,"",10,6,10,""
115,1201,7766,"",6,6,10,""
116,1202,10133,"",6,0,0,""
117,1203,7793,"",0,11,15,""
118,1204,7747,"",11,6,10,""
119,1205,7729,"",4,6,10,""
120,1206,7738,"",15,6,10,""
121,1207,7760,"",11,11,15,""
122,1208,7801,"",8,6,10,""
123,1209,7706,"",8,6,10,""
124,1210,7726,"",3,0,0,""
125,1211,7727,"",7,6,10,""
126,1213,7832,"",0,11,15,""
127,1214,7827,"",9,11,15,""
128,1215,7765,"",3,6,10,""
129,1216,8961,"",3,0,0,""
130,1217,7744,"",8,0,0,""
131,1218,7702,"",0,11,15,""
132,1219,7721,"",0,6,10,""
133,1220,7781,"",2,11,15,""
134,1221,9015,"",10,0,0,""
135,1222,7787,"",12,6,10,""
136,1223,9229,"",12,0,0,""
137,1224,7735,"",9,11,15,""
138,1225,7809,"",13,11,15,""
139,1226,7707,"",0,6,10,""
140,1227,7837,"",0,6,10,""
141,1228,7772,"",4,11,15,""
142,1229,7796,"",8,11,15,""
143,1230,7806,"",0,11,15,""
144,1231,7770,"",0,6,10,""
145,1232,7708,"",0,11,15,""
146,1233,7811,"",0,11,15,""
147,1234,7810,"",13,11,15,""
148,1235,7717,"",6,11,15,""
149,1236,7813,"",6,11,15,""
150,1237,7853,"",10,11,15,""
151,1238,7797,"",0,11,15,""
152,1239,7849,"",0,11,15,""
153,1240,7805,"",12,11,15,""
154,1241,7828,"",13,11,15,""
155,1242,7831,"",10,11,15,""
156,1243,7826,"",13,11,15,""
157,1244,7767,"",14,11,15,""
158,1245,7825,"",9,11,15,""
159,1259,7733,"",2,0,0,""
160,1260,7755,"",0,0,0,""
161,1269,7812,"",16,0,0,""
162,1246,7815,"",16,0,0,1
163,1247,7816,"",16,0,0,1
164,1249,7817,"",16,0,0,1
165,1248,7818,"",16,0,0,1
166,1251,7820,"",16,0,0,1
167,1257,7701,"",0,0,0,""
