"rownum","Mod","Name","Visual","TextStyles","bool","bool"
36,7127,"Entangler",37,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
37,7128,"Temporal Bubble",38,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
38,7130,"Treant Horde",39,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
39,7131,"Frost Strider",40,"[""outlinecolour:archnemesismodcoldoutline"",""archnemesismodcold""]","",""
40,7132,"Ice Prison",41,"[""outlinecolour:archnemesismodcoldoutline"",""archnemesismodcold""]","",""
41,7133,"Soul Eater",42,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
42,7134,"Flame Strider",43,"[""outlinecolour:archnemesismodfireoutline"",""archnemesismodfire""]","",""
43,7135,"Corpse Detonator",44,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
44,7136,"Prismatic",45,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
45,7137,"Magma Barrier",46,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
46,7138,"Mirror Image",47,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
47,7139,"Storm Strider",48,"[""outlinecolour:archnemesismodlightningoutline"",""archnemesismodlightning""]","",""
48,7140,"Mana Siphoner",49,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
49,7141,"Corrupter",50,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
50,7142,"Benevolent Guardian",51,"[""outlinecolour:archnemesismodholyoutline"",""archnemesismodholy""]","",""
51,7143,"Crystal-skinned",52,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
52,7144,"Empowered Elements",53,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
53,7145,"Effigy",54,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
54,7147,"Lunaris-touched",55,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
55,7148,"Solaris-touched",56,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
56,7149,"Arakaali-touched",57,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
57,7150,"Brine King-touched",58,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
58,7151,"Tukohama-touched",59,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
59,7152,"Abberath-touched",60,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
60,7153,"Shakari-touched",61,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
61,7154,"Innocence-touched",62,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
62,7155,"Kitava-touched",63,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
63,7159,"Bloodletter",15,"[""outlinecolour:archnemesismodphysicalredoutline"",""archnemesismodphysicalred""]","",""
64,7160,"Heralds of the Obelisk","","[""outlinecolour:archnemesismodlightningoutline"",""archnemesismodlightning""]","",""
65,7161,"Spirit Walkers","","[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
66,7162,"Union of Souls","","[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
67,7163,"Voidspawn of Abaxoth","","[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]","",""
68,7156,"Storm Herald",12,"[""outlinecolour:archnemesismodlightningoutline"",""archnemesismodlightning""]","",""
69,7157,"Final Gasp","","[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
70,7164,"Arcane Buffer",9,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
71,7165,"Prismatic",45,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
72,7166,"Deadeye",5,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
73,7167,"Hasted",4,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
74,7168,"Bonebreaker",13,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
75,7158,"Splinterer","","[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
76,7171,"Permafrost",3,"[""outlinecolour:archnemesismodcoldoutline"",""archnemesismodcold""]","",""
77,7169,"Toxic",0,"[""outlinecolour:archnemesismodchaosgreenoutline"",""archnemesismodchaosgreen""]","",""
78,7170,"Incendiary",8,"[""outlinecolour:archnemesismodfireoutline"",""archnemesismodfire""]","",""
79,7172,"Electrocuting",12,"[""outlinecolour:archnemesismodlightningoutline"",""archnemesismodlightning""]","",""
80,7174,"Consecrator",26,"[""outlinecolour:archnemesismodholyoutline"",""archnemesismodholy""]","",""
81,7175,"Flame Strider",43,"[""outlinecolour:archnemesismodfireoutline"",""archnemesismodfire""]","",""
82,7176,"Frost Strider",40,"[""outlinecolour:archnemesismodcoldoutline"",""archnemesismodcold""]","",""
83,7177,"Storm Strider",48,"[""outlinecolour:archnemesismodlightningoutline"",""archnemesismodlightning""]","",""
84,7178,"Corrupter",50,"[""outlinecolour:archnemesismodphysicalredoutline"",""archnemesismodphysicalred""]","",""
85,7173,"Sentinel",19,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
86,31584,"Overwhelms Physical Reduction",16,[],"",""
87,31585,"Extra Fire Damage and Exposure",7,[],"",""
88,31586,"Extra Cold Damage and Exposure",2,[],"",""
89,31587,"Extra Lightning Damage and Exposure",11,[],"",""
90,31588,"Extra Chaos Damage",1,[],"",""
91,31589,"Elemental Equilibrium and Random Elemental Damage",45,[],"",""
92,31590,"Physical Resistant",16,[],"",""
93,31591,"Fire and Ignite Resistant",7,[],"",""
94,31592,"Cold, Chill and Freeze Resistant",2,[],"",""
95,31593,"Lightning and Shock Resistant",11,[],"",""
96,31594,"Chaos and Wither Resistant",1,[],"",""
97,31595,"Evasive","",[],"",""
98,31596,"Fast Energy Shield Recharge","",[],"",""
99,31597,"Extra Life","",[],"",""
100,31598,"Accurate","",[],"",""
101,31599,"Extra Crits","",[],"",""
102,31600,"Life Regen","",[],"",""
103,31601,"Ignites",8,[],"",""
104,31602,"Shocks",12,[],"",""
105,31603,"Poisons",0,[],"",""
106,31604,"Bleeds",14,[],"",""
107,31605,"Chance to Freeze",3,[],"",""
108,31606,"Stuns",13,[],"",""
109,31607,"Increased Area of Effect",17,[],"",""
110,31608,"Hasted",4,[],"",""
111,31609,"Triple Actions",10,[],"",""
112,31610,"Extra Projectiles","",[],"",""
113,31611,"Leeches Life",21,[],"",""
114,31612,"Life Cannot Be Leeched",21,[],"",""
115,31613,"Gains Random Charges",22,[],"",""
116,31614,"Endurance Charge when Hit","",[],"",""
117,31615,"Frenzy Charge on Hit","",[],"",""
118,31616,"Power Charge on Cast","",[],"",""
119,31617,"Cannot be Slowed",20,[],"",""
120,31618,"Cannot be Stunned",20,[],"",""
121,31619,"Periodically Enrages",27,[],"",""
122,31620,"Always Crits","",[],"",""
123,31621,"Blinds","",[],"",""
124,31622,"Crit Resistant","",[],"",""
125,31623,"Hexproof","",[],"",""
126,31624,"Chaining",5,[],"",""
127,31625,"Far Shot",5,[],"",""
128,31626,"Extra Damage to Injured Foes",34,[],"",""
129,31627,"Charge Removal","",[],"",""
130,31628,"Inflicts Corrupted Blood",50,[],"",""
131,31629,"Spell Resistant","",[],"",""
132,31630,"Blocks Attacks","",[],"",""
133,31631,"Reflects Certain Ailments","",[],"",""
134,31632,"Reflects Hexes","",[],"",""
135,31633,"Haste Aura","",[],"",""
136,31634,"Energy Shield Aura","",[],"",""
137,31635,"Applies Random Mark","",[],"",""
138,31636,"Precision Aura","",[],"",""
139,31637,"Minions Fire Explode on Death","",[],"",""
140,31638,"Minions Cold Explode on Death","",[],"",""
141,31639,"Minions Lightning Explode on Death","",[],"",""
142,31640,"Life Shared with Treant Minions",39,[],"",""
143,31641,"Inflicts Grasping Vines",37,[],"",""
144,31642,"Hinder Aura",25,[],"",""
145,31643,"Extra Physical Damage Aura","",[],"",""
146,31644,"Revives Nearby Allies on Death",23,[],"",""
147,31645,"Powerful Minions","",[],"",""
148,31646,"Constantly Revives Minions","",[],"",""
149,31647,"Summons Undead","",[],"",""
150,31648,"Heals Allies and Suppresses Foe Recovery",33,[],"",""
151,31649,"Prevents Recovery above 50%",34,[],"",""
152,31650,"Temporal Proximity Shield",38,[],"",""
153,31651,"Soul Eater",23,[],"",""
154,31652,"Siphons Mana and Deals Lightning Damage",49,[],"",""
155,31653,"Invulnerability Aura",51,[],"",""
156,31654,"Siphons Flask Charges",36,[],"",""
157,31655,"Gain a Mod on Minion Death","",[],"",""
158,31656,"Shocked Ground on Death",12,[],"",""
159,31657,"Burning Ground on Death",8,[],"",""
160,31658,"Burning Ground on Death",8,[],"",""
161,31659,"Chilled Ground on Death",3,[],"",""
162,31660,"Consecrated Ground",26,[],"",""
163,31661,"Trail of Fire",43,[],"",""
164,31662,"Trail of Cold",40,[],"",""
165,31663,"Trail of Lightning",48,[],"",""
166,31664,"Energy Shield Explodes",9,[],"",""
167,31665,"Inferno Bolt when Hit","",[],"",""
168,31666,"Snow Bolt when Hit","",[],"",""
169,31667,"Lightning Mirage when Hit","",[],"",""
170,31668,"Ice Prison",41,[],"",""
171,31669,"Caustic Orb on Death",0,[],"",""
172,31670,"Caustic Orb on Death",0,[],"",""
173,31671,"Ambushes",30,[],"",""
174,31672,"Curses",35,[],"",""
175,31673,"Mirror Images",47,[],"",""
176,31674,"Fires Mortars",6,[],"",""
177,31675,"Explodes Corpses",44,[],"",""
178,31676,"Molten Shell",46,[],"",""
179,31677,"Exploding Orbs",46,[],"",""
180,31678,"Lightning Storm",12,[],"",""
181,31679,"Exploding Crystals when Hit",52,[],"",""
182,31680,"Lightning Totem Minions",28,[],"",""
183,31681,"Temporarily Revives","",[],"",""
184,31682,"Enrages as Life Lost",18,[],"",""
185,31683,"Cycling Damage Reduction",53,[],"",""
186,31684,"Creates Voodoo Doll",54,[],"",""
187,31685,"Creates Frost Walls and Flees",31,[],"",""
188,31686,"Lunaris-touched",55,[],1,""
189,31687,"Solaris-touched",56,[],1,""
190,31688,"Arakaali-touched",57,[],1,""
191,31689,"Brine King-touched",58,[],1,""
192,31690,"Tukohama-touched",59,[],1,""
193,31691,"Abberath-touched",60,[],1,""
194,31692,"Shakari-touched",61,[],1,""
195,31693,"Innocence-touched",62,[],1,""
196,31694,"Kitava-touched",63,[],1,""
197,31695,"Spirit Walkers","",[],"",""
198,31696,"Empowers Allies",29,[],"",""
