"rownum","Level","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32"
46,47,0,4,5,1,2,2,2,0,1,100,2,3,3,3,2,3,1,2,1,1
47,48,0,4,5,1,2,2,2,0,1,100,2,3,3,3,2,3,1,2,1,1
48,49,0,4,5,1,2,2,2,0,1,100,2,3,3,3,2,3,1,2,1,1
49,50,0,4,5,1,2,2,2,0,1,100,2,3,3,3,2,3,1,2,1,1
50,51,0,4,5,1,2,2,2,0,1,100,2,3,3,3,2,3,1,2,1,1
51,52,0,5,6,2,2,2,2,1,1,100,2,3,3,3,2,3,1,2,1,1
52,53,0,5,6,2,2,2,2,1,1,100,2,3,3,3,2,3,1,2,1,1
53,54,0,5,6,2,2,2,2,1,1,100,2,3,3,3,2,3,1,2,1,1
54,55,0,5,6,2,2,2,2,1,1,100,2,3,3,3,2,3,1,2,1,1
55,56,0,5,6,2,2,2,2,1,1,100,2,3,3,3,2,3,1,2,1,1
56,57,0,5,6,2,2,2,2,1,1,100,2,3,3,3,2,3,1,2,1,1
57,58,0,5,6,2,2,2,2,1,1,100,2,3,3,3,2,3,1,2,1,1
58,59,0,5,6,2,2,2,2,1,1,100,2,3,3,3,2,3,1,2,1,1
59,60,0,5,6,2,2,2,2,1,1,100,2,3,3,3,2,3,1,2,1,1
60,61,0,5,6,2,2,2,2,1,1,100,2,3,3,3,2,3,1,2,1,1
61,62,0,5,6,2,2,2,2,1,1,100,2,3,3,3,2,3,1,2,1,1
62,63,0,5,6,2,2,2,2,1,1,100,2,3,3,3,2,3,1,2,1,1
63,64,0,5,6,2,2,2,2,1,1,100,2,3,3,3,2,3,1,2,1,1
64,65,0,5,6,2,2,2,2,1,1,100,2,3,3,3,2,3,1,2,1,1
65,66,0,5,6,2,2,2,2,1,1,100,2,3,3,3,2,3,1,2,1,1
66,67,0,5,6,2,2,2,2,1,1,100,2,3,3,3,2,3,1,2,1,1
67,68,0,5,6,2,2,2,2,1,1,100,2,3,3,3,2,3,1,2,1,1
68,69,0,6,7,2,2,2,3,1,1,100,2,3,3,3,3,3,2,2,1,2
69,70,0,6,7,2,2,2,3,1,1,100,2,3,3,3,3,3,2,2,1,2
70,71,0,6,7,2,2,2,3,1,1,100,2,3,3,3,3,3,2,2,1,2
71,72,0,6,7,2,2,2,3,1,1,100,2,3,3,3,3,3,2,2,1,2
72,73,0,6,7,2,2,2,3,1,1,100,2,3,3,3,3,3,2,2,1,2
73,74,0,7,8,2,2,2,3,1,1,100,2,3,3,3,3,3,2,2,1,2
74,75,0,7,8,2,2,2,3,1,1,100,2,3,3,3,3,3,2,2,1,2
75,76,0,7,8,2,3,2,3,1,1,100,2,4,3,3,3,4,2,2,1,2
76,77,0,7,8,2,3,2,3,1,1,100,2,4,3,3,3,4,2,2,1,2
77,78,0,7,8,2,3,2,3,1,1,100,2,4,3,3,3,4,2,2,1,2
78,79,0,7,8,2,3,2,3,1,1,100,2,4,3,3,3,4,2,2,1,2
79,80,0,7,8,2,3,2,3,1,1,100,2,4,3,3,3,4,2,2,1,2
80,81,0,8,9,3,3,2,3,1,1,100,3,4,3,3,4,4,2,2,1,2
81,82,0,8,9,3,3,2,3,1,1,100,3,4,3,3,4,4,2,2,1,2
82,83,0,8,9,3,3,2,3,1,1,100,3,4,3,3,4,4,2,2,1,2
83,1,1,2,3,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
84,2,1,2,3,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
85,3,1,2,3,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
86,4,1,2,3,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
87,5,1,2,3,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
88,6,1,2,3,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
89,7,1,2,3,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
90,8,1,2,3,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
91,9,1,2,3,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
92,10,1,2,3,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
93,11,1,2,3,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
94,12,1,2,3,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
95,13,1,2,3,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
96,14,1,2,3,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
97,15,1,2,3,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
98,16,1,2,3,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
99,17,1,2,3,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
100,18,1,2,3,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
101,19,1,2,3,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
102,20,1,2,3,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
103,21,1,2,3,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
104,22,1,2,3,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
105,23,1,2,3,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
106,24,1,2,3,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
107,25,1,3,4,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
108,26,1,3,4,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
109,27,1,3,4,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
110,28,1,3,4,1,1,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
111,29,1,3,4,1,2,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
112,30,1,3,4,1,2,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
113,31,1,3,4,1,2,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
114,32,1,3,4,1,2,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
115,33,1,3,4,1,2,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
116,34,1,3,4,1,2,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
117,35,1,3,4,1,2,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
118,36,1,3,4,1,2,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
119,37,1,3,4,1,2,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
120,38,1,3,4,1,2,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
121,39,1,3,4,1,2,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
122,40,1,3,4,1,2,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
123,41,1,3,4,1,2,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
124,42,1,3,4,1,2,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
125,43,1,3,4,1,2,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
126,44,1,3,4,1,2,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
127,45,1,3,4,1,2,1,2,0,1,100,2,2,3,3,2,2,0,0,1,1
128,46,1,4,5,1,2,1,2,0,1,100,2,3,3,3,2,3,0,0,1,1
129,47,1,4,5,1,2,1,2,0,1,100,2,3,3,3,2,3,0,0,1,1
130,48,1,4,5,1,2,1,2,0,1,100,2,3,3,3,2,3,0,0,1,1
131,49,1,4,5,1,2,1,2,0,1,100,2,3,3,3,2,3,0,0,1,1
132,50,1,4,5,1,2,1,2,0,1,100,2,3,3,3,2,3,0,0,1,1
133,51,1,4,5,1,2,1,2,0,1,100,2,3,3,3,2,3,0,0,1,1
134,52,1,4,5,2,2,1,2,1,1,100,2,3,3,3,2,3,0,0,1,1
135,53,1,4,5,2,2,1,2,1,1,100,2,3,3,3,2,3,0,0,1,1
136,54,1,4,5,2,2,1,2,1,1,100,2,3,3,3,2,3,0,0,1,1
137,55,1,4,5,2,2,1,2,1,1,100,2,3,3,3,2,3,0,0,1,1
138,56,1,4,5,2,2,1,2,1,1,100,2,3,3,3,2,3,0,0,1,1
139,57,1,4,5,2,2,1,2,1,1,100,2,3,3,3,2,3,0,0,1,1
140,58,1,4,5,2,2,1,2,1,1,100,2,3,3,3,2,3,0,0,1,1
141,59,1,4,5,2,2,1,2,1,1,100,2,3,3,3,2,3,0,0,1,1
142,60,1,4,5,2,2,1,2,1,1,100,2,3,3,3,2,3,0,0,1,1
143,61,1,4,5,2,2,1,2,1,1,100,2,3,3,3,2,3,0,0,1,1
144,62,1,4,5,2,2,1,2,1,1,100,2,3,3,3,2,3,0,0,1,1
145,63,1,4,5,2,2,1,2,1,1,100,2,3,3,3,2,3,0,0,1,1
146,64,1,4,5,2,2,1,2,1,1,100,2,3,3,3,2,3,0,0,1,1
147,65,1,4,5,2,2,1,2,1,1,100,2,3,3,3,2,3,0,0,1,1
148,66,1,4,5,2,2,1,2,1,1,100,2,3,3,3,2,3,0,0,1,1
149,67,1,4,5,2,2,1,2,1,1,100,2,3,3,3,2,3,0,0,1,1
150,68,1,5,6,2,2,1,2,1,2,100,2,3,3,3,3,3,0,0,1,2
151,69,1,5,6,2,2,1,2,1,2,100,2,3,3,3,3,3,0,0,1,2
152,70,1,5,6,2,2,1,2,1,2,100,2,3,3,3,3,3,0,0,1,2
153,71,1,5,6,2,2,1,2,1,2,100,2,3,3,3,3,3,0,0,1,2
154,72,1,5,6,2,2,1,2,1,2,100,2,3,3,3,3,3,0,0,1,2
155,73,1,5,6,2,2,1,2,1,2,100,2,3,3,3,3,3,0,0,1,2
156,74,1,5,6,2,2,1,2,1,2,100,2,3,3,3,3,3,0,0,1,2
157,75,1,5,6,2,2,1,2,1,2,100,2,3,3,3,3,3,0,0,1,2
158,76,1,5,6,2,3,1,2,1,2,100,2,4,3,3,3,4,0,0,1,2
159,77,1,5,6,2,3,1,2,1,2,100,2,4,3,3,3,4,0,0,1,2
160,78,1,5,6,2,3,1,2,1,2,100,2,4,3,3,3,4,0,0,1,2
161,79,1,5,6,2,3,1,2,1,2,100,2,4,3,3,3,4,0,0,1,2
162,80,1,5,6,2,3,1,2,1,2,100,2,4,3,3,3,4,0,0,1,2
163,81,1,5,6,3,3,1,2,1,2,100,3,4,3,3,4,4,0,0,1,2
164,82,1,5,6,3,3,1,2,1,2,100,3,4,3,3,4,4,0,0,1,2
165,83,1,5,6,3,3,1,2,1,2,100,3,4,3,3,4,4,0,0,1,2
