"rownum","Monster","SkillType","rid","[rid]","[i32]","rid","Animation","Stats","StatsValues","i32","rid","GrantedEffects","i32","rid","Script1","Script2","Mods","Name","i32","[rid]","i32","i32","[i32]","[rid]","[rid]","[rid]","MiscAnimations","bool"
22,2665,4,1994,[],[],9433,51,"[173,2501]","[0,5]",0,"",[1995],0,"","","",[],"Backburn",51,[],0,0,[],[],[],[],[],""
23,2700,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
24,2700,2,1994,[],[],9491,51,"[173,2501]","[4,10]",0,"",[1995],0,"","","",[],"Flame Hurl",81,[],-50,0,[],[],[],[],[],""
25,2700,3,1994,[],[],9493,51,"[3208,5751]","[20,-40]",0,"",[1995],0,"","","",[],"Torch Toss",82,[],-50,0,[],[],[],[],[],""
26,2700,4,1994,[],[],9433,51,"[173,2501]","[0,5]",0,"",[1995],0,"","","",[],"Backburn",51,[],0,0,[],[],[],[],[],""
27,2723,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
28,2723,3,2082,[214],[8],9457,51,"[175,634,6152]","[50,-60,2]",0,"",[],0,"","","",[],"Fire Breath",62,[],0,0,[],[],[],[],[],""
29,2663,0,359,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Fire Strike",0,[],0,0,[],[],[],[],[],""
30,2663,1,2888,[],[],9452,24,[],[],0,"",[],0,"","","",[],"Flamecrack",57,[],0,0,[],[],[],[],[],""
31,2663,2,1134,[],[],9454,32,[],[],0,"",[],0,"","","",[],"Raise Burning Bones",58,[],0,0,[],[],[],[],[],""
32,2663,3,1274,[],[],9448,32,"[1820,612,357]","[20,50,-2400]",0,"",[],0,"","","",[],"Fire Storm",55,[],0,0,[],[],[],[],[],""
33,2663,4,1274,[2154],[3],9499,32,[],[],0,"",[],0,"","","",[],"Conflagration",0,[],-40,0,[],[],[],[],[],""
34,1148,0,350,[],[],9471,"",[],[],0,357,[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
35,1151,0,350,[],[],9471,"",[],[],0,357,[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
36,1154,0,350,[],[],9471,"",[],[],0,357,[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
37,416,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
38,416,1,350,[1230],[20],7067,"",[],[],0,357,[8114],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggeredThrust, ContactPoint );\""",[],"Thrusting Strike",0,[],30,0,[],[],[],[],[],""
39,416,2,193,[],[],9464,"",[70],[-20],0,"","[6233,6245]",0,"","","on_event_footstep_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeFootstep );\""\r\non_event_contact_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeImpact );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
40,416,3,193,[],[],9465,"",[70],[-40],0,"",[8163],0,"","","on_start_ShieldCharge = \""TriggerSkill( MetamorphCloneStampede, TargetLocation );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
41,424,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
42,424,1,350,[1230],[20],7067,"",[],[],0,357,[8114],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggeredThrust, ContactPoint );\""",[],"Thrusting Strike",0,[],30,0,[],[],[],[],[],""
43,424,2,193,[],[],9464,"",[70],[-20],0,"","[6233,6245]",0,"","","on_event_footstep_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeFootstep );\""\r\non_event_contact_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeImpact );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
44,424,3,193,[],[],9465,"",[70],[-40],0,"",[8163],0,"","","on_start_ShieldCharge = \""TriggerSkill( MetamorphCloneStampede, TargetLocation );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
45,1142,0,350,[],[],9471,"",[],[],0,357,[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
46,1144,0,350,[],[],9471,"",[],[],0,357,[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
47,1146,0,350,[],[],9471,"",[],[],0,357,[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
48,1054,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
49,1054,1,9197,[],[],9400,"",[434],[100],0,"",[],0,"","","",[],"Crashing Wave",0,[],10,0,[],[],[],[],[],""
50,1054,2,9197,[],[],9402,"","[434,70]","[100,-30]",0,"",[903],0,"","","on_event_contact_for_GeometryAttack = \""TriggerSkill( MetamorphFreezingPulseNova, Ahead );\""",[],"Cleaving Frost",0,[],0,0,[],[],[],[],[],""
51,429,0,357,[],[],9471,"",[],[],0,"",[],0,"","","",[3799],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
52,429,3,9196,[],[],9566,114,[],[],0,6277,[],0,"","","",[3799],"Screeching Cry",95,[],0,0,[],[],[],[],[],""
53,429,4,9196,[],[],9462,23,[],[],0,"",[5056],0,"","","on_event_contact_for_GeometryTrigger = \""TriggerSkill( MetamorphosisCastCausticGround, Self );\""",[3799],"Caustic Blast",67,[],0,0,[],[],[],[],[],""
54,886,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
55,495,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
56,915,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
57,1071,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
58,1071,1,9197,[],[],9400,"",[434],[100],0,"",[],0,"","","",[],"Crashing Wave",0,[],0,0,[],[],[],[],[],""
59,1071,2,9197,[],[],9402,"","[434,70]","[100,-30]",0,"",[903],0,"","","on_event_contact_for_GeometryAttack = \""TriggerSkill( MetamorphFreezingPulseNova, Ahead );\""",[],"Cleaving Frost",0,[],0,0,[],[],[],[],[],""
60,1071,3,8659,[],[],9567,20,[],[],0,"",[],0,"","","",[],"Frost Barrage",96,[],-40,0,[],[],[],[],[],""
61,1071,4,8659,[],[],9456,20,[318],[50],0,8660,[5057],0,"","","",[],"Frost Burst",98,[],0,0,[],[],[],[],[],""
62,641,0,350,[],[],9471,"",[],[],0,357,[],6,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
63,641,2,350,[],[],9503,114,[],[],0,8115,[],0,"","","",[],"Ground Strike",99,[],0,0,[],[],[],[],[],""
64,485,0,357,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],20,0,[],[],[],[],[],""
65,485,1,6238,[],[],9568,"",[],[],0,6278,[],0,"","","",[],"Sea Surge",97,[],0,0,[],[],[],[],[],""
66,485,3,9209,[],[],9460,22,[],[],0,"",[],0,"","","",[],"Geyser",65,[],0,0,[],[],[],[],[],""
67,485,4,2900,[],[],9456,23,[],[],0,3156,[],0,"","","",[],"Siren's Call",98,[],30,0,[],[],[],[],[],""
68,651,0,350,[],[],9471,"",[],[],0,357,[],6,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
69,651,2,350,[],[],9503,114,[],[],0,8115,[],0,"","","",[],"Ground Strike",99,[],70,0,[],[],[],[],[],""
70,519,0,350,[],[],9408,"",[],[],0,357,[],0,"","","",[],"Bowshot",0,[],0,0,[],[],[],[],[],""
71,519,1,350,[],[],9435,1,[],[],0,1621,[],0,"","","",[],"Skeletal Barrage",56,[],0,0,[],[],[],[],[],""
72,519,3,350,[],[],9439,1,[1211],[200],0,1621,[],0,"","","",[],"Hunter's Barrage",52,[],0,0,[],[],[],[],[],""
73,2698,0,350,[],[],9471,"",[],[],0,357,[],2,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
74,2698,1,681,[],[],9427,40,[173],[4],0,"",[],2,"","","",[],"Rock Toss",49,[],70,0,[],[],[],[],[],""
75,2661,0,350,[],[],9471,"",[],[],0,357,[],2,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
76,2661,1,681,[],[],9427,40,[173],[4],0,"",[],2,"","","",[],"Rock Toss",49,[],70,0,[],[],[],[],[],""
77,2724,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
78,2724,2,2082,[],[],9457,21,"[175,6152,195]","[50,12,1]",0,"",[],0,"","","",[],"Fire Breath",62,[],40,0,[],[],[],[],[],""
79,215,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
80,215,1,701,[],[],9463,14,[],[],0,"",[],0,"","","",[],"Leap Slam",0,[],0,0,[],[],[],[],[],""
81,215,4,701,[],[],9466,14,[],[],0,"","[9528,6287]",0,"","","on_event_hit_ground_for_LeapSlam = \""TriggerSkill( MetamorphGeometryEarthquake );\""",[],"Leap Slam Quake",0,[],0,0,[],[],[],[],[],""
82,1547,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
83,1547,2,2332,[],[],9433,"",[],[],0,"",[],0,"","","",[],"Spew Blood",51,[],0,0,[],[],[],[],[],""
84,994,1,814,[],[],9428,20,[214],[2],0,"",[],0,"","","",[],"Spark",49,[],0,0,[],[],[],[],[],""
85,994,2,814,[],[],9429,20,"[1777,2119,2120,2121,1789]","[1,30,1000,360,50]",0,"",[],0,"","","",[],"Spark Nova",49,[],0,0,[],[],[],[],[],""
86,994,3,927,[],[],9462,"",[],[],0,8266,[],0,"","","",[],"Expanding Shocknova",67,[],0,0,[],[],[],[],[],""
87,994,4,927,[],[],9531,"",[357],[1500],0,9205,[],0,"","","",[],"Storm Blast",122,[],0,0,[],[],[],[],[],""
88,256,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
89,256,1,3,[],[],9408,20,[173],[4],0,"",[],0,"","","",[],"Fireball",0,[],0,0,[],[],[],[],[],""
90,256,2,1392,[],[],9461,"",[],[],0,"",[],0,"","","",[],"Molten Shell",66,[],0,0,[],[],[],[],[],""
91,256,3,3,[],[],9532,20,[],[],0,"",[],0,"","","",[],"Fire Blast",123,[],0,0,[],[],[],[],[],""
92,532,0,350,[],[],9408,"",[],[],0,357,[],0,"","","",[],"Bowshot",0,[],0,0,[],[],[],[],[],""
93,532,1,1795,[],[],9409,"","[195,173]","[1,2]",0,"",[],0,"","","",[],"Burning Arrow",0,[],20,0,[],[],[],[],[],""
94,5261,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike",0,[],-20,0,[],[],[],[],[],""
95,5261,3,3851,[],[],9465,"",[],[],0,"",[9575],0,"","","on_event_metamortar_for_VollCharge = \""TriggerSkill( MetamorphosisMortar );\""",[],"Charge Forward",0,[],80,0,"[1,10]","[6842,2501]",[],[],[],""
96,5263,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike",0,[],-20,0,[],[],[],[],[],""
97,5263,3,350,[],[],9465,"",[],[],0,3851,[9575],0,"","","on_event_metamortar_for_VollCharge = \""TriggerSkill( MetamorphosisMortar );\""",[],"Charge Forward",0,[],80,0,"[1,10]","[6842,2501]",[],[],[],""
98,516,2,1356,[],[],9437,1,[6817],[50],0,"",[],0,"","","",[],"Splitting Barrage",56,[],-40,0,[],[],[],[],[],""
99,516,4,1344,[],[],9477,53,[],[],0,"",[],0,"","","",[],"Storm of Arrows",71,[],-80,0,[],[],[],[],[],""
100,253,1,3341,[],[],9400,"",[],[],0,"",[],0,"","","",[],"Molten Strike",0,[],0,0,[],[],[],[],[],""
101,253,2,739,[],[],9423,"",[6342],[30],0,"",[5031],0,"","","on_event_hit_ground_for_LeapSlam = \""TriggerSkill( TheFaunCastGroundEffectLavaTemporary ); KillGroundEffectsOfType( Fire, 2, 3.0 );\""",[],"Lava Leap",0,[],0,0,[],[],[],[],[],""
102,253,3,9211,[],[],9411,"",[434],[100],0,"",[],0,"","","",[],"Volcanic Sunder",0,[],0,0,[],[],[],[],[],""
103,394,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
104,394,2,1930,[],[],9454,"",[],[],0,1142,[],0,"","","",[],"Summon Skeletons",58,[],0,0,[],[],[],[],[],""
105,394,3,1930,[],[],9567,20,[173],[2],0,9519,[],0,"","","",[],"Necrotic Barrage",96,[],-65,0,[],[],[],[],[],""
106,514,0,357,[],[],9471,"",[],[],0,"",[],0,"","","",[6068],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
107,514,1,876,[],[],9400,"",[],[],0,"",[],0,"","","",[6068],"Glacial Hammer",0,[],40,0,[],[],[],[],[],""
108,514,4,5558,[],[],9421,"",[173],[2],0,"",[],0,"","on_event_metafx_for_ThrownShieldProjectile = \""PlayEffect( ColdSurge1 );\""","",[6068],"Frosted Shield Toss",0,[],0,0,"[100,3000,100]","[2389,357,434]",[],[],[2397],""
109,539,0,350,[],[],9408,"",[],[],0,357,[],0,"","","",[],"Bowshot",0,[],0,0,[],[],[],[],[],""
110,539,1,1729,[],[],9409,1,[173],[4],0,"",[],0,"","","",[],"Lightning Arrow",0,[],50,0,[],[],[],[],[],""
111,649,0,349,[],[],9471,"",[],[],0,"",[],6,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
112,649,2,349,[],[],9503,114,[],[],0,8115,[],0,"","","",[],"Ground Strike",99,[],70,0,[],[],[],[],[],""
113,1216,0,350,[],[],9471,"",[],[],0,357,[],1,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
114,1216,3,350,[],[],9415,114,[1211],[-50],0,9524,[9509],0,"","on_start_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeMedium );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Skeletal Slam",0,[],50,50,[100],[434],[],[],[3728],""
115,1218,0,350,[],[],9471,"",[],[],0,357,[],1,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
116,1218,3,350,[],[],9415,114,[1211],[-50],0,9524,[9509],0,"","on_start_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeMedium );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Skeletal Slam",0,[],50,50,[100],[434],[],[],[3728],""
117,1220,0,350,[],[],9471,"",[],[],0,357,[],1,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
118,1220,3,350,[],[],9415,114,[1211],[-50],0,9524,[9509],0,"","on_start_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeMedium );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Skeletal Slam",0,[],50,50,[100],[434],[],[],[3728],""
119,142,1,2114,[],[],9409,"",[],[],0,"",[],0,"","","",[],"Hook",0,[],0,0,[],[],[],[],[],""
120,142,2,3518,[],[],9473,"",[],[],0,"",[],0,"","","",[],"Brute Slam",0,[],-50,0,[],[],[],[],[],""
121,142,3,8079,[],[],9474,51,[],[],0,"",[],0,"","","",[],"Enraged Slam",0,[],-10,0,[],[],[],[],[],""
122,142,4,3488,"[434,1211]","[50,50]",9477,13,[434],[-40],0,"",[],0,"","","",[],"Bed of Nails",71,[],0,0,[],[],[],[],[],""
123,398,0,357,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
124,398,3,3060,[],[],9454,"",[],[],0,3061,[],0,"","","",[],"Call Cadavers",58,[],0,0,[],[],[],[],[],""
125,398,4,3060,[],[],9468,"",[],[],0,3669,[],0,"","","",[],"Vulnerability",0,[],0,0,[],[],[],[],[],""
126,403,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
127,403,2,1930,[],[],9454,"",[],[],0,1142,[],0,"","","",[],"Summon Skeletons",58,[],0,0,[],[],[],[],[],""
128,403,3,1027,[],[],9467,"",[1211],[-50],0,"",[9500],0,"","","on_event_contact_for_Enfeeble = \""TriggerSkill( MetamorphosisSummonMetaVolatiles, TargetLocation );\""",[],"Enfeebling Volatiles",0,[],0,0,"[5,3,0]","[883,2154,4768]",[],[],[],""
129,546,0,350,[],[],9408,"",[],[],0,357,[],0,"","","",[],"Bowshot",0,[],0,0,[],[],[],[],[],""
130,546,1,1712,[],[],9409,1,"[173,3812,1920]","[4,1,-33]",0,"",[],0,"","","",[],"Maiming Puncture",0,[],20,0,[],[],[],[],[],""
131,579,0,776,[],[],9428,20,[173],[4],0,"",[],0,"","","",[],"Projected Ice",49,[],50,0,[],[],[],[],[],""
132,579,1,776,[],[],9480,20,"[455,175,1789]","[25,-25,40]",0,"",[],0,"","on_event_metafx_for_GeometryTrigger = \""PlayEffect( ColdSurge1 );\""","",[],"Frost Spray",124,[],40,0,[],[],[],[],[2397],""
133,579,4,776,[],[],9421,114,[1211],[-75],0,9524,[3868],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( ColdSurge1 );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( ColdSurge1 );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( BloodlinesBearerColdBeacon );\""",[],"Frost Spheres",0,[],0,0,"[3000,-25,50]","[357,434,2477]",[],[],[2397],""
134,623,0,782,[],[],9428,20,[173],[4],0,"",[],0,"","","",[],"Projected Lightning",49,[],50,0,[],[],[],[],[],""
135,623,2,782,[],[],9410,20,"[1777,2119,2120,2121,175,659,1789]","[1,15,500,120,100,33,50]",0,"",[],0,"","on_event_metafx_for_SkeletonProjectileLightning = \""PlayEffect( LightningSurge1 );\""","",[],"Charged Nova",0,[],-20,0,"[3000,-75,60]",[],[],[],[2398],""
136,623,4,782,[],[],9420,114,[1211],[-75],0,9524,[3871],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( LightningSurge1 );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( LightningSurge1 );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( BloodlinesBearerLightningBeacon );\""",[],"Lightning Beacons",0,[],0,0,"[3000,-25,60]","[357,434,2477]",[],[],[2398],""
137,677,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[12775],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
138,229,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
139,229,1,701,[],[],9463,"",[],[],0,"",[],0,"","","",[],"Leap Slam",0,[],0,0,[],[],[],[],[],""
140,267,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
141,267,1,789,[],[],9452,"",[],[],0,"",[],0,"","","",[],"Spark Nova",57,[],50,0,[],[],[],[],[],""
142,267,2,908,[],[],9461,"","[434,1846,357]","[50,1,4000]",0,"",[],0,"","","",[],"Shocking Nova",66,[],50,0,[],[],[],[],[],""
143,273,0,359,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Fire Strike",0,[],0,0,[],[],[],[],[],""
144,273,3,1394,[],[],9419,"",[195],[1],0,"",[],0,"","","",[],"Molten Shell",0,[],0,0,[],[],[],[],[],""
145,273,4,3305,[214],[2],9421,"","[861,1211]","[5000,-66]",0,"",[],0,"","","",[],"Fireball Cascade",0,[],0,0,[],[],[],[],[],""
146,331,0,357,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
147,331,1,5548,[],[],9472,"",[611],[100],0,"",[],0,"","","",[],"Flame Slash",0,[],0,0,[],[],[],[],[],""
148,331,4,9216,[],[],9420,"",[],[],0,"",[],0,"","on_event_metafx_for_CastGroundEffect = \""PlayEffect( FlameSurge3 );\""","",[],"Scorched Earth",0,[],33,0,[],[],[],[],[2384],""
149,313,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
150,313,3,350,[],[],9493,24,"[1920,10852]","[-50,-15]",0,9575,[],0,"","","",[],"Flame Barrage",82,[],50,0,[],[],[],[],[],""
151,153,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
152,153,1,350,[],[],9435,114,[],[],0,9518,[],0,"","on_start_GeometryTrigger = \""PlayEffect( MetamorphosisSkillSurgeFast );\""","",[],"Ghostly Barrage",56,[],-20,0,[],[],[],[],[3729],""
153,425,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
154,425,1,350,[1230],[20],7067,"",[],[],0,357,[8114],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggeredThrust, ContactPoint );\""",[],"Thrusting Strike",0,[],30,0,[],[],[],[],[],""
155,425,2,193,[],[],9464,"",[70],[-20],0,"","[6233,6245]",0,"","","on_event_footstep_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeFootstep );\""\r\non_event_contact_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeImpact );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
156,425,3,193,[],[],9465,"",[70],[-40],0,"",[8162],0,"","","on_start_ShieldCharge = \""TriggerSkill( MetamorphRhoaStampede );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
157,509,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[9086],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
158,509,1,2558,[],[],9409,"",[173],[4],0,"",[],0,"","","",[9086],"Spectral Weapon",0,[],30,0,[],[],[],[],[],""
159,509,4,2864,[],[],9488,"","[357,617]","[4000,-33]",0,"",[],0,"","","",[9086],"Spectral Swarm",78,[],0,0,[],[],[],[],[],""
160,906,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
161,1045,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
162,1045,3,563,[],[],9455,"",[434],[50],0,"",[],0,"","","",[],"Flash Freeze",58,[],50,0,[],[],[],[],[],""
163,1045,4,563,[],[],9497,114,"[883,2154,4768]","[12,1,0]",0,9500,[9509],0,"","on_event_metafx_for_GeometryTrigger = \""PlayEffect( ColdSurge1 );\""","on_event_contact_for_GeometryTrigger = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Frost Volatiles",129,[],0,-66,[200],[3881],[],[],[2397],""
164,167,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
165,167,2,1365,[],[],9402,"","[214,70,634]","[2,160,-50]",0,"",[],0,"","","",[],"Flicker Strike",0,[],60,0,[],[],[],[],[],""
166,494,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[3963],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
167,494,4,350,[],[],9468,"",[1211],[-50],0,3669,[],0,"","","",[3963],"Vulnerability",0,[],0,0,[],[],[],[],[],""
168,887,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
169,1042,1,9197,[],[],9470,"",[434],[100],0,"",[],0,"","","",[4731],"Crashing Wave",68,[],0,0,[],[],[],[],[],""
170,1042,2,78,[],[],9483,"",[434],[50],0,80,[],0,"","","",[4731],"Water Nova",74,[],0,0,[],[],[],[],[],""
171,1042,3,9218,[],[],9485,"",[],[],0,"",[],0,"","","",[4731],"Call from the Deep",76,[],0,0,[],[],[],[],[],""
