"rownum","Id","MonsterPacksKey","bool","i32","MonsterVarietiesKey","string"
116,"ProxyKey11066",82,"",2,5623,""
117,"ProxyKey1109",82,"",3,5625,""
118,"ProxyKey1110",87,1,25,699,""
119,"ProxyKey1111",87,1,25,701,""
120,"ProxyKey2341",87,1,25,705,""
121,"ProxyKey2342",87,1,25,707,""
122,"ProxyKey2347",88,"",1,1499,""
123,"ProxyKey2348",88,"",1,1496,""
124,"ProxyKey2349",88,1,100,1502,""
125,"ProxyKey2352",89,1,100,1850,""
126,"ProxyKey2353",89,"",2,1854,""
127,"ProxyKey486",102,"",1,1429,""
128,"ProxyKey488",102,"",1,1447,""
129,"ProxyKey489",102,"",3,1384,""
130,"ProxyKey499",103,"",1,1429,""
131,"ProxyKey500",103,"",1,1447,""
132,"ProxyKey501",103,"",6,1383,""
133,"ProxyKey495",104,"",3,1306,""
134,"ProxyKey194",107,1,40,4,""
135,"ProxyKey195",107,1,40,59,""
136,"ProxyKey5001",107,1,20,60,""
137,"ProxyKey198",108,1,20,6,""
138,"ProxyKey241",108,1,60,55,""
139,"ProxyKey1784",108,1,20,7,""
140,"ProxyKey244",109,1,20,9,""
141,"ProxyKey312",109,1,60,51,""
142,"ProxyKey1783",109,1,20,7,""
143,"ProxyKey245",110,1,30,10,""
144,"ProxyKey196",110,1,20,58,""
145,"ProxyKey987",110,1,50,50,""
146,"ProxyKey288",111,1,30,4,""
147,"ProxyKey295",111,1,30,52,""
148,"ProxyKey289",111,1,40,43,""
149,"ProxyKey2183",112,1,50,85,""
150,"ProxyKey2184",112,1,50,89,""
151,"ProxyKey2185",113,1,50,85,""
152,"ProxyKey2186",113,1,50,80,""
153,"ProxyKey2187",114,1,50,89,""
154,"ProxyKey2188",114,1,50,80,""
155,"ProxyKey982",303,1,40,50,""
156,"ProxyKey983",303,1,30,10,""
157,"ProxyKey984",303,1,30,9,""
158,"ProxyKey985",304,1,40,52,""
159,"ProxyKey986",304,1,40,6,""
160,"ProxyKey1786",304,1,20,60,""
161,"ProxyKey296",115,1,70,105,""
162,"ProxyKey2355",115,1,30,137,""
163,"ProxyKey297",116,1,100,118,""
164,"ProxyKey298",117,1,30,119,""
165,"ProxyKey299",117,1,70,954,""
166,"ProxyKey300",118,1,30,120,""
167,"ProxyKey301",118,1,70,955,""
168,"ProxyKey302",119,1,30,121,""
169,"ProxyKey303",119,1,70,339,""
170,"ProxyKey2190",120,1,80,106,""
171,"ProxyKey2191",120,1,20,107,""
172,"ProxyKey304",121,1,30,136,""
173,"ProxyKey306",121,1,30,344,""
174,"ProxyKey308",121,1,40,342,""
175,"ProxyKey182",122,1,100,122,""
176,"ProxyKey309",123,1,70,274,""
177,"ProxyKey310",123,1,30,278,""
178,"ProxyKey311",124,1,60,170,""
179,"ProxyKey317",124,1,40,177,""
180,"ProxyKey318",125,1,80,155,""
181,"ProxyKey1802",125,"",1,157,""
182,"ProxyKey1787",125,1,20,163,""
183,"ProxyKey323",126,1,60,173,""
184,"ProxyKey325",126,1,40,180,""
185,"ProxyKey1803",126,"",1,157,""
186,"ProxyKey2644",127,1,50,155,""
187,"ProxyKey2645",127,1,50,193,""
188,"ProxyKey326",128,1,80,215,""
189,"ProxyKey328",128,1,10,256,""
190,"ProxyKey1788",128,1,10,266,""
191,"ProxyKey329",129,1,60,232,""
192,"ProxyKey331",129,1,20,267,""
193,"ProxyKey1805",129,1,20,268,""
194,"ProxyKey258",130,1,25,256,""
195,"ProxyKey260",130,1,25,267,""
196,"ProxyKey1792",130,1,25,215,""
197,"ProxyKey1793",130,1,25,232,""
198,"ProxyKey262",131,1,100,215,""
199,"ProxyKey282",132,1,100,232,""
200,"ProxyKey2192",133,1,70,230,""
201,"ProxyKey2193",133,1,30,269,""
202,"ProxyKey2450",134,1,80,271,""
203,"ProxyKey2451",134,1,20,272,""
204,"ProxyKey335",135,1,100,317,""
205,"ProxyKey336",136,1,100,313,""
206,"ProxyKey2194",137,1,80,321,""
207,"ProxyKey2195",137,1,20,323,""
208,"ProxyKey2196",138,1,80,325,""
209,"ProxyKey2197",138,1,20,327,""
210,"ProxyKey337",139,1,50,313,""
211,"ProxyKey990",139,1,50,317,""
212,"ProxyKey343",140,1,10,342,""
213,"ProxyKey1811",140,1,90,343,""
214,"ProxyKey344",141,1,60,339,""
215,"ProxyKey346",141,1,40,344,""
216,"ProxyKey347",142,1,60,364,""
217,"ProxyKey348",142,1,40,366,""
218,"ProxyKey353",143,"",1,352,""
219,"ProxyKey354",143,1,100,339,""
220,"ProxyKey355",144,"",1,356,""
221,"ProxyKey356",144,1,100,342,""
222,"ProxyKey2198",145,"",1,361,""
223,"ProxyKey2199",145,"",1,362,""
224,"ProxyKey2200",145,1,80,350,""
225,"ProxyKey2201",145,1,20,351,""
226,"ProxyKey357",146,1,100,369,""
227,"ProxyKey358",147,1,80,378,""
228,"ProxyKey1804",147,1,20,380,""
229,"ProxyKey359",148,1,100,370,""
230,"ProxyKey360",149,1,100,373,""
231,"ProxyKey361",150,"",1,1573,""
232,"ProxyKey362",150,1,100,755,""
233,"ProxyKey363",151,"",1,405,""
234,"ProxyKey364",151,1,100,638,""
235,"ProxyKey365",152,"",1,400,""
236,"ProxyKey367",152,1,50,649,""
237,"ProxyKey918",152,1,50,653,""
238,"ProxyKey366",153,"",1,405,""
239,"ProxyKey368",153,1,100,775,""
240,"ProxyKey283",154,"",1,394,""
241,"ProxyKey284",154,1,100,1225,""
242,"ProxyKey24ax",155,"",1,403,""
243,"ProxyKey463",155,1,100,432,""
244,"ProxyKey464",156,"",1,1579,""
245,"ProxyKey468",156,1,70,744,""
246,"ProxyKey695",156,1,30,593,""
247,"ProxyKey369",157,1,50,416,""
248,"ProxyKey373",157,1,50,424,""
249,"ProxyKey375",158,1,70,416,""
250,"ProxyKey376",158,1,10,1142,""
251,"ProxyKey1413",158,1,10,1144,""
252,"ProxyKey1414",158,1,10,1146,""
253,"ProxyKey1750",159,1,50,416,""
254,"ProxyKey1751",159,1,50,424,""
255,"ProxyKey1160",160,1,100,432,""
256,"ProxyKey371",161,1,30,432,""
257,"ProxyKey372",161,1,23,1142,""
258,"ProxyKey1437",161,1,23,1144,""
259,"ProxyKey1438",161,1,24,1146,""
260,"ProxyKey374",162,1,100,425,""
261,"ProxyKey470",163,1,100,432,""
262,"ProxyKey2202",164,1,80,444,""
263,"ProxyKey2203",164,1,20,445,""
264,"ProxyKey377",165,1,50,446,""
265,"ProxyKey378",165,1,50,452,""
266,"ProxyKey379",166,1,30,453,""
267,"ProxyKey380",166,1,30,461,""
268,"ProxyKey381",166,1,40,465,""
269,"ProxyKey382",167,1,100,472,""
270,"ProxyKey383",168,1,20,2697,""
271,"ProxyKey384",168,1,60,2660,""
272,"ProxyKey1785",168,1,20,2723,""
273,"ProxyKey385",169,1,30,2697,""
274,"ProxyKey386",169,1,70,2660,""
275,"ProxyKey253",170,1,25,2723,""
276,"ProxyKey1495",170,1,25,2697,""
277,"ProxyKey255",170,1,25,2665,""
278,"ProxyKey1496",170,1,25,2660,""
279,"ProxyKey322",171,1,25,2700,""
280,"ProxyKey1492",171,1,25,2697,""
281,"ProxyKey507",171,1,25,2665,""
282,"ProxyKey1493",171,1,25,2660,""
283,"ProxyKey389",172,1,80,488,""
284,"ProxyKey1798",172,1,20,490,""
285,"ProxyKey390",173,1,100,476,""
286,"ProxyKey391",174,1,20,481,""
287,"ProxyKey392",174,1,60,886,""
288,"ProxyKey1799",174,1,20,490,""
289,"ProxyKey393",175,1,40,482,""
290,"ProxyKey395",175,1,60,886,""
291,"ProxyKey396",176,1,40,483,""
292,"ProxyKey397",176,1,60,913,""
293,"ProxyKey399",177,1,40,484,""
294,"ProxyKey398",177,1,60,914,""
295,"ProxyKey400",178,1,100,494,""
296,"ProxyKey401",179,1,100,495,""
297,"ProxyKey402",180,1,100,499,""
298,"ProxyKey2204",181,1,80,496,""
299,"ProxyKey2205",181,1,20,501,""
300,"ProxyKey2206",182,1,100,497,""
301,"ProxyKey2479",183,1,100,4260,""
302,"ProxyKey403",184,1,30,519,""
303,"ProxyKey404",184,1,70,641,""
304,"ProxyKey2442",184,"",1,5713,""
305,"ProxyKey405",185,1,30,532,""
306,"ProxyKey406",185,1,70,755,""
307,"ProxyKey407",186,1,30,536,""
308,"ProxyKey408",186,1,35,653,""
309,"ProxyKey919",186,1,35,643,""
310,"ProxyKey409",187,1,30,539,""
311,"ProxyKey410",187,1,70,775,""
312,"ProxyKey411",188,1,30,545,""
313,"ProxyKey412",188,1,70,643,""
314,"ProxyKey413",189,1,30,546,""
315,"ProxyKey414",189,1,70,744,""
316,"ProxyKey415",190,1,100,537,""
317,"ProxyKey416",191,1,30,559,""
318,"ProxyKey417",191,1,35,641,""
319,"ProxyKey920",191,1,35,649,""
320,"ProxyKey2443",191,"",1,5713,""
321,"ProxyKey418",192,1,50,579,""
322,"ProxyKey2537",192,1,25,590,""
323,"ProxyKey419",192,1,25,593,""
324,"ProxyKey420",193,1,70,606,""
325,"ProxyKey421",193,1,30,616,""
326,"ProxyKey422",194,1,40,623,""
327,"ProxyKey423",194,1,30,636,""
328,"ProxyKey424",194,1,30,638,""
329,"ProxyKey2207",195,1,20,842,""
330,"ProxyKey2208",195,1,20,844,""
331,"ProxyKey2209",195,1,20,846,""
332,"ProxyKey2210",195,1,20,848,""
333,"ProxyKey2211",195,1,20,840,""
334,"ProxyKey2212",196,1,50,668,""
335,"ProxyKey2213",196,1,50,657,""
336,"ProxyKey2658",196,"",1,5824,""
337,"ProxyKey2214",197,1,50,668,""
338,"ProxyKey2215",197,1,50,663,""
339,"ProxyKey2659",197,"",1,5824,""
340,"ProxyKey2216",198,1,40,5261,""
341,"ProxyKey2217",198,1,60,534,""
342,"ProxyKey2218",199,"",1,5197,""
343,"ProxyKey2219",199,1,50,667,""
344,"ProxyKey2220",199,1,50,655,""
345,"ProxyKey2688",200,1,20,2040,""
346,"ProxyKey2689",200,1,40,667,""
347,"ProxyKey2690",200,1,40,655,""
348,"ProxyKey2221",201,"",1,3881,""
349,"ProxyKey2222",201,1,100,665,""
350,"ProxyKey2473",202,1,30,3800,""
351,"ProxyKey2474",202,1,30,3812,""
352,"ProxyKey2475",202,1,40,3826,""
353,"ProxyKey2480",203,1,30,3810,""
354,"ProxyKey2481",203,1,40,3824,""
355,"ProxyKey2482",203,1,30,3798,""
356,"ProxyKey2483",204,1,40,3802,""
357,"ProxyKey2484",204,1,40,3814,""
358,"ProxyKey2485",204,1,20,3816,""
359,"ProxyKey2486",205,1,40,3820,""
360,"ProxyKey2487",205,1,40,3828,""
361,"ProxyKey2488",205,1,20,3830,""
362,"ProxyKey2516",206,1,100,2148,""
363,"ProxyKey426",207,1,100,873,""
364,"ProxyKey427",208,1,100,881,""
365,"ProxyKey735",209,1,100,863,""
366,"ProxyKey2223",210,1,100,880,""
367,"ProxyKey2224",211,1,80,877,""
368,"ProxyKey2225",211,1,20,878,""
369,"ProxyKey991",212,1,30,873,""
370,"ProxyKey992",212,1,40,881,""
371,"ProxyKey993",212,1,30,863,""
372,"ProxyKey425",223,1,60,866,""
373,"ProxyKey951",223,1,40,795,""
374,"ProxyKey950",224,1,15,791,""
375,"ProxyKey952",224,1,15,795,""
376,"ProxyKey2691",224,1,70,279,""
377,"ProxyKey949",225,1,40,279,""
378,"ProxyKey953",225,1,60,795,""
379,"ProxyKey1230",226,1,30,799,""
380,"ProxyKey1231",226,1,40,791,""
381,"ProxyKey1244",226,1,30,795,""
382,"ProxyKey1232",227,1,60,808,""
383,"ProxyKey1233",227,1,40,810,""
384,"ProxyKey1234",228,1,60,812,""
385,"ProxyKey1235",228,1,40,814,""
386,"ProxyKey1236",229,1,60,816,""
387,"ProxyKey1237",229,1,40,818,""
388,"ProxyKey1238",230,1,100,821,""
389,"ProxyKey1239",231,1,100,823,""
390,"ProxyKey1240",232,1,100,824,""
391,"ProxyKey1241",233,1,40,819,""
392,"ProxyKey1242",233,1,30,791,""
393,"ProxyKey1243",233,1,30,795,""
394,"ProxyKey428",213,1,33,910,""
395,"ProxyKey429",213,1,33,913,""
396,"ProxyKey430",213,1,34,914,""
397,"ProxyKey431",214,1,100,944,""
398,"ProxyKey2165",214,"",1,943,""
399,"ProxyKey432",215,1,100,948,""
400,"ProxyKey433",216,1,100,954,""
401,"ProxyKey434",217,1,100,955,""
402,"ProxyKey435",218,1,100,937,""
403,"ProxyKey2164",218,"",1,942,""
404,"ProxyKey436",219,1,100,933,""
405,"ProxyKey2500",221,1,80,5363,""
406,"ProxyKey2504",221,1,20,4214,""
407,"ProxyKey2501",222,1,40,939,""
408,"ProxyKey2502",222,1,30,940,""
409,"ProxyKey2503",222,1,30,941,""
410,"ProxyKey2320",220,1,80,972,""
411,"ProxyKey2321",220,1,20,973,""
412,"ProxyKey439",234,1,40,1047,""
413,"ProxyKey1796",234,1,40,1051,""
414,"ProxyKey1797",234,1,20,1052,""
415,"ProxyKey440",235,1,40,1056,""
416,"ProxyKey1795",235,1,20,1059,""
417,"ProxyKey2606",235,1,40,1058,""
418,"ProxyKey441",236,1,50,1063,""
419,"ProxyKey2607",236,1,50,1065,""
420,"ProxyKey442",237,1,50,1068,""
421,"ProxyKey2608",237,1,50,1070,""
422,"ProxyKey2226",238,1,70,1076,""
423,"ProxyKey2227",238,1,30,1073,""
424,"ProxyKey2476",239,1,50,1085,""
425,"ProxyKey2609",239,1,50,1087,""
426,"ProxyKey443",240,1,33,1111,""
427,"ProxyKey1226",240,1,33,1113,""
428,"ProxyKey1227",240,1,34,1115,""
429,"ProxyKey444",241,1,33,1142,""
430,"ProxyKey1415",241,1,33,1144,""
431,"ProxyKey1416",241,1,34,1146,""
432,"ProxyKey445",242,1,16,1177,""
433,"ProxyKey1417",242,1,16,1180,""
434,"ProxyKey1418",242,1,20,1183,""
435,"ProxyKey2692",242,1,16,1198,""
436,"ProxyKey2693",242,1,16,1199,""
437,"ProxyKey2694",242,1,16,1200,""
438,"ProxyKey447",243,1,33,1201,""
439,"ProxyKey1439",243,1,33,1203,""
440,"ProxyKey1440",243,1,34,1205,""
441,"ProxyKey448",244,1,33,1216,""
442,"ProxyKey1387",244,1,33,1218,""
443,"ProxyKey1388",244,1,34,1220,""
444,"ProxyKey449",245,1,33,1222,""
445,"ProxyKey1419",245,1,33,1223,""
446,"ProxyKey1420",245,1,34,1224,""
447,"ProxyKey450",246,1,100,1225,""
448,"ProxyKey754",247,1,33,1136,""
449,"ProxyKey755",247,1,33,1138,""
450,"ProxyKey756",247,1,34,1140,""
451,"ProxyKey2228",248,1,80,5180,""
452,"ProxyKey2272",248,1,20,5174,""
453,"ProxyKey2229",249,1,25,5233,""
454,"ProxyKey2230",249,1,25,5240,""
455,"ProxyKey2231",249,1,25,5208,""
456,"ProxyKey2232",249,1,25,5218,""
457,"ProxyKey2233",250,1,25,5238,""
458,"ProxyKey2234",250,1,25,5242,""
459,"ProxyKey2235",250,1,25,5216,""
460,"ProxyKey2236",250,1,25,5220,""
461,"ProxyKey285",251,1,40,4,""
462,"ProxyKey286",251,1,40,6,""
463,"ProxyKey454",251,1,20,9,""
464,"ProxyKey455",252,1,60,519,""
465,"ProxyKey465",252,1,40,579,""
466,"ProxyKey456",253,1,60,545,""
467,"ProxyKey509",253,1,40,882,""
468,"ProxyKey457",254,1,70,532,""
469,"ProxyKey467",254,1,30,616,""
470,"ProxyKey459",255,1,40,638,""
471,"ProxyKey510",255,1,60,539,""
472,"ProxyKey462",256,1,60,536,""
473,"ProxyKey511",256,1,40,484,""
474,"ProxyKey707",257,1,30,1585,""
475,"ProxyKey708",257,1,70,452,""
476,"ProxyKey202",258,1,50,1251,""
477,"ProxyKey668",258,1,50,1308,""
478,"ProxyKey203",259,1,30,1253,""
479,"ProxyKey669",259,1,70,1321,""
480,"ProxyKey204",260,1,40,1308,""
481,"ProxyKey670",260,1,60,1321,""
482,"ProxyKey291",305,1,30,1253,""
483,"ProxyKey988",305,1,30,1308,""
484,"ProxyKey989",305,1,40,1321,""
485,"ProxyKey207",261,1,20,1317,""
486,"ProxyKey671",261,1,80,1321,""
487,"ProxyKey2637",261,"",1,1316,""
488,"ProxyKey705",262,1,30,1315,""
489,"ProxyKey706",262,1,70,1385,""
490,"ProxyKey1800",262,"",1,1392,""
491,"ProxyKey208",263,1,50,1385,""
492,"ProxyKey672",263,1,50,1403,""
493,"ProxyKey1801",263,"",1,1392,""
494,"ProxyKey226",264,1,40,1436,""
495,"ProxyKey673",264,1,60,1399,""
496,"ProxyKey230",265,1,30,1416,""
497,"ProxyKey674",265,1,70,1406,""
498,"ProxyKey234",266,1,30,1416,""
499,"ProxyKey693",266,1,30,1385,""
500,"ProxyKey675",266,1,40,1436,""
501,"ProxyKey976",267,1,50,1557,""
502,"ProxyKey977",267,1,50,1542,""
503,"ProxyKey249",268,1,50,1457,""
504,"ProxyKey676",268,1,50,1605,""
505,"ProxyKey2237",269,1,100,1459,""
506,"ProxyKey2238",270,1,80,1463,""
507,"ProxyKey2239",270,1,20,1464,""
508,"ProxyKey703",271,1,40,1457,""
509,"ProxyKey704",271,1,60,1534,""
510,"ProxyKey268",272,1,20,1494,""
511,"ProxyKey677",272,1,60,1502,""
512,"ProxyKey1929",272,1,20,1494,""
513,"ProxyKey281",273,1,30,1496,""
514,"ProxyKey678",273,1,70,1502,""
515,"ProxyKey679",274,1,100,1502,""
516,"ProxyKey2240",275,1,30,1516,""
517,"ProxyKey2241",275,1,70,1518,""
518,"ProxyKey2242",276,1,30,1514,""
519,"ProxyKey2243",276,1,70,1518,""
520,"ProxyKey437",277,1,30,1520,""
521,"ProxyKey680",277,1,40,1529,""
522,"ProxyKey2351",277,1,30,1531,""
523,"ProxyKey701",278,1,70,1529,""
524,"ProxyKey2354",278,1,30,1531,""
525,"ProxyKey451",279,1,60,1557,""
526,"ProxyKey681",279,1,40,2055,""
527,"ProxyKey712",280,1,40,1557,""
528,"ProxyKey713",280,1,60,2066,""
529,"ProxyKey466",281,1,100,1566,""
530,"ProxyKey715",282,1,30,1274,""
531,"ProxyKey714",282,1,70,1566,""
532,"ProxyKey491",283,1,35,1583,""
533,"ProxyKey683",283,1,65,1928,""
534,"ProxyKey716",284,1,40,1583,""
535,"ProxyKey717",284,1,60,2050,""
536,"ProxyKey492",285,1,35,1585,""
537,"ProxyKey684",285,1,65,1604,""
538,"ProxyKey516",286,1,20,1573,""
539,"ProxyKey685",286,1,40,616,""
540,"ProxyKey682",286,1,40,1614,""
541,"ProxyKey2244",287,"",1,1577,""
542,"ProxyKey2245",287,1,100,548,""
543,"ProxyKey2246",288,"",1,415,""
544,"ProxyKey2247",288,1,100,688,""
545,"ProxyKey577",289,1,40,1629,""
546,"ProxyKey686",289,1,60,1626,""
547,"ProxyKey696",290,1,60,1626,""
548,"ProxyKey697",290,1,40,954,""
549,"ProxyKey589",291,1,80,1867,""
550,"ProxyKey1794",291,1,20,1868,""
551,"ProxyKey2248",292,"",2,1864,""
552,"ProxyKey2249",292,1,100,1858,""
553,"ProxyKey2454",293,1,80,1869,""
554,"ProxyKey2455",293,1,20,3843,""
555,"ProxyKey498",294,1,30,1993,""
556,"ProxyKey687",294,1,30,1991,""
557,"ProxyKey692",294,1,40,1911,""
558,"ProxyKey2422",294,"",1,1904,""
559,"ProxyKey694",295,1,30,2036,""
560,"ProxyKey591",295,1,35,1921,""
561,"ProxyKey688",295,1,35,1965,""
562,"ProxyKey698",296,1,30,1994,""
563,"ProxyKey699",296,1,30,2036,""
564,"ProxyKey700",296,1,40,1896,""
565,"ProxyKey2498",298,1,100,1911,""
566,"ProxyKey2499",298,"",1,5833,""
567,"ProxyKey490",299,1,35,1921,""
568,"ProxyKey493",299,1,35,1991,""
569,"ProxyKey978",299,1,30,2036,""
570,"ProxyKey446",297,1,50,1994,""
571,"ProxyKey471",297,1,50,1924,""
572,"ProxyKey2424",297,"",1,1904,""
573,"ProxyKey644",300,1,50,2048,""
574,"ProxyKey690",300,1,50,2050,""
575,"ProxyKey2356",300,"",2,2053,""
576,"ProxyKey666",301,1,40,2057,""
577,"ProxyKey606",301,1,30,2068,""
578,"ProxyKey689",301,1,30,2059,""
579,"ProxyKey979",302,1,40,2057,""
580,"ProxyKey980",302,1,30,2055,""
581,"ProxyKey981",302,1,30,2059,""
582,"ProxyKey2423",302,"",1,2063,""
583,"ProxyKey667",306,1,60,2066,""
584,"ProxyKey590",306,1,40,2068,""
585,"ProxyKey473",307,1,50,1622,""
586,"ProxyKey474",307,1,15,1618,""
587,"ProxyKey475",307,1,35,1611,""
588,"ProxyKey183",308,1,100,1646,""
589,"ProxyKey184",309,1,100,1542,""
590,"ProxyKey201",310,1,100,1547,""
591,"ProxyKey185",311,1,50,2644,""
592,"ProxyKey22",311,1,50,2636,""
593,"ProxyKey186",312,1,70,641,""
594,"ProxyKey187",312,1,30,732,""
595,"ProxyKey188",313,"",2,1930,""
596,"ProxyKey189",313,1,100,1940,""
597,"ProxyKey388",314,"",2,1971,""
598,"ProxyKey458",314,1,100,1975,""
599,"ProxyKey2250",315,"",2,2040,""
600,"ProxyKey2251",315,1,50,1977,""
601,"ProxyKey2252",315,1,50,1942,""
602,"ProxyKey190",316,1,30,1940,""
603,"ProxyKey494",316,1,30,1975,""
604,"ProxyKey191",316,1,40,1468,""
605,"ProxyKey199",318,1,100,1488,""
606,"ProxyKey460",319,1,40,1488,""
607,"ProxyKey469",319,1,30,1940,""
608,"ProxyKey480",319,1,30,1975,""
609,"ProxyKey200",317,1,100,1468,""
610,"ProxyKey1021",320,1,100,3039,""
611,"ProxyKey1022",321,1,35,3039,""
612,"ProxyKey1023",321,1,65,1534,""
613,"ProxyKey23",322,1,100,3124,""
614,"ProxyKey24",322,"",2,3128,""
615,"ProxyKey31",323,1,100,3761,""
616,"ProxyKey105025",323,"",1,3841,""
617,"ProxyKey32",324,1,100,3773,""
618,"ProxyKey34",325,1,50,3804,""
619,"ProxyKey35",325,1,50,3818,""
620,"ProxyKey37",326,1,100,3865,""
621,"ProxyKey2253",327,1,50,3870,""
622,"ProxyKey2254",327,1,50,3871,""
623,"ProxyKey2350",328,1,100,3874,""
624,"ProxyKey2638",329,1,50,3873,""
625,"ProxyKey2639",329,1,50,4074,""
626,"ProxyKey38",330,1,50,3786,""
627,"ProxyKey39",330,"",1,3876,""
628,"ProxyKey40",330,1,50,3822,""
629,"ProxyKey41",331,1,30,3908,""
630,"ProxyKey42",331,1,30,3921,""
631,"ProxyKey43",331,1,40,3931,""
632,"ProxyKey44",331,"",1,3941,""
633,"ProxyKey46",332,1,30,3908,""
634,"ProxyKey47",332,1,30,3921,""
