"rownum","SkillGem","i32_16","Icon"
132,475,50,"Art/2DArt/SkillIcons/Support/PhysicalMasterySupport.dds"
133,486,50,"Art/2DArt/SkillIcons/Support/ComboFinisherSupport.dds"
134,487,50,"Art/2DArt/SkillIcons/Support/EncumberanceSupport.dds"
135,488,50,"Art/2DArt/SkillIcons/Support/PrecisionSupport.dds"
136,489,50,"Art/2DArt/SkillIcons/Support/ClaritySupport.dds"
137,490,50,"Art/2DArt/SkillIcons/Support/VitalitySupport.dds"
138,491,50,"Art/2DArt/SkillIcons/Support/HerbalismSupport.dds"
139,492,50,"Art/2DArt/SkillIcons/Support/CannibalismSupport.dds"
140,485,50,"Art/2DArt/SkillIcons/Support/FusilladeSupport.dds"
141,262,0,""
142,263,0,""
143,264,0,""
144,265,0,""
145,266,0,""
146,267,0,""
147,268,0,""
148,269,0,""
149,270,0,""
150,480,50,"Art/2DArt/SkillIcons/Support/SwiftAfflictionSupport.dds"
151,481,50,"Art/2DArt/SkillIcons/Support/IntenseAgonySupport.dds"
152,482,50,"Art/2DArt/SkillIcons/Support/DrainedAilmentSupport.dds"
153,483,50,"Art/2DArt/SkillIcons/Support/ChaoticFreezeSupport.dds"
154,484,50,"Art/2DArt/SkillIcons/Support/HinderSupport.dds"
155,494,50,"Art/2DArt/SkillIcons/Support/SoulbreakerSupport.dds"
156,495,50,"Art/2DArt/SkillIcons/Support/RuptureSupport.dds"
157,496,50,"Art/2DArt/SkillIcons/Support/CullingStrikeSupport.dds"
158,497,50,"Art/2DArt/SkillIcons/Support/SpellCascadeSupport.dds"
159,498,50,"Art/2DArt/SkillIcons/Support/ArmourBreakSupport.dds"
160,499,50,"Art/2DArt/SkillIcons/Support/FarCombatSupport.dds"
161,500,50,"Art/2DArt/SkillIcons/Support/DazingSupport.dds"
162,501,50,"Art/2DArt/SkillIcons/Support/DazedBreakSupport.dds"
163,502,50,"Art/2DArt/SkillIcons/Support/DazingCrySupport.dds"
164,503,50,"Art/2DArt/SkillIcons/Support/CursedGroundSupport.dds"
165,504,50,"Art/2DArt/SkillIcons/Support/WeaponElementalDamageSupport.dds"
166,505,50,"Art/2DArt/SkillIcons/Support/CooldownReductionSupport.dds"
167,519,50,"Art/2DArt/SkillIcons/Support/FontOfBloodSupport.dds"
168,520,50,"Art/2DArt/SkillIcons/Support/ManaFountainSupport.dds"
169,521,50,"Art/2DArt/SkillIcons/Support/FontOfRageSupport.dds"
170,527,50,"Art/2DArt/SkillIcons/Support/HolyDescentSupport.dds"
171,528,50,"Art/2DArt/SkillIcons/Support/BurningRunesSupport.dds"
172,530,50,"Art/2DArt/SkillIcons/Support/DoubleBarrelSupport.dds"
173,531,50,"Art/2DArt/SkillIcons/Support/AutoReloadSupport.dds"
174,532,50,"Art/2DArt/SkillIcons/Support/ChanceToNotConsumeAmmoSupport.dds"
175,533,50,"Art/2DArt/SkillIcons/Support/ReloadSpeedSupport.dds"
176,534,50,"Art/2DArt/SkillIcons/Support/DamagePerBoltReloadedRecentlySupport.dds"
177,535,50,"Art/2DArt/SkillIcons/Support/SacrificalLambSupport.dds"
178,552,50,"Art/2DArt/SkillIcons/Support/UpheavalSupport.dds"
179,522,50,"Art/2DArt/SkillIcons/Support/AftershockSupport.dds"
180,553,50,"Art/2DArt/SkillIcons/Support/GroundEffectDurationSupport.dds"
181,554,50,"Art/2DArt/SkillIcons/Support/TerrainChainSupport.dds"
182,555,50,"Art/2DArt/SkillIcons/Support/TotemPlacementSpeedSupport.dds"
183,556,50,"Art/2DArt/SkillIcons/Support/LongFuseSupport.dds"
184,557,50,"Art/2DArt/SkillIcons/Support/PayloadSupport.dds"
185,558,50,"Art/2DArt/SkillIcons/Support/StripAwaySupport.dds"
186,559,50,"Art/2DArt/SkillIcons/Support/IronwoodSupport.dds"
187,560,50,"Art/2DArt/SkillIcons/Support/ConsideredCastingSupport.dds"
188,561,50,"Art/2DArt/SkillIcons/Support/WildshardsSupport.dds"
189,562,50,"Art/2DArt/SkillIcons/Support/IceCrystalLessLifeSupport.dds"
190,563,50,"Art/2DArt/SkillIcons/Support/IceCrystalMoreLifeSupport.dds"
191,564,50,"Art/2DArt/SkillIcons/Support/HeftSupport.dds"
192,565,50,"Art/2DArt/SkillIcons/Support/TempestTempoSupport.dds"
193,566,50,"Art/2DArt/SkillIcons/Support/ExtractionSupport.dds"
194,567,50,"Art/2DArt/SkillIcons/Support/AstralProjectionSupport.dds"
195,568,50,"Art/2DArt/SkillIcons/Support/PracticedComboSupport.dds"
196,569,50,"Art/2DArt/SkillIcons/Support/LeverageSupport.dds"
197,570,50,"Art/2DArt/SkillIcons/Support/CulminationSupport.dds"
198,571,50,"Art/2DArt/SkillIcons/Support/PotentialSupport.dds"
199,572,50,"Art/2DArt/SkillIcons/Support/ExecrateSupport.dds"
200,573,50,"Art/2DArt/SkillIcons/Support/ExciseSupport.dds"
201,574,50,"Art/2DArt/SkillIcons/Support/ExpanseSupport.dds"
202,575,50,"Art/2DArt/SkillIcons/Support/EnergyRetentionSupport.dds"
203,576,50,"Art/2DArt/SkillIcons/Support/FerocitySupport.dds"
204,577,50,"Art/2DArt/SkillIcons/Support/AblationSupport.dds"
205,578,50,"Art/2DArt/SkillIcons/Support/DanseMacabreSupport.dds"
206,579,50,"Art/2DArt/SkillIcons/Support/CapacitorSupport.dds"
207,580,50,"Art/2DArt/SkillIcons/Support/ImpetusSupport.dds"
208,581,50,"Art/2DArt/SkillIcons/Support/RushedRemnantsSupport.dds"
209,582,50,"Art/2DArt/SkillIcons/Support/RandomisedTriggerSupport.dds"
210,583,50,"Art/2DArt/SkillIcons/Support/ManatenanceSupport.dds"
211,584,50,"Art/2DArt/SkillIcons/Support/BiddingSupport.dds"
212,586,50,"Art/2DArt/SkillIcons/Support/LingeringComboSupport.dds"
213,585,50,"Art/2DArt/SkillIcons/Support/PureCommandSupport.dds"
214,587,50,"Art/2DArt/SkillIcons/Support/StickyBombSupport.dds"
215,588,50,"Art/2DArt/SkillIcons/Support/SteelyNerveSupport.dds"
216,589,50,"Art/2DArt/SkillIcons/Support/UnstableEarthSupport.dds"
217,590,50,"Art/2DArt/SkillIcons/Support/SalvoSupport.dds"
218,591,50,"Art/2DArt/SkillIcons/Support/MeasuredSpeedSupport.dds"
219,592,50,"Art/2DArt/SkillIcons/Support/VoltSupport.dds"
220,593,50,"Art/2DArt/SkillIcons/Support/BoneShrapnelSupport.dds"
221,594,50,"Art/2DArt/SkillIcons/Support/AlignmentSupport.dds"
222,595,50,"Art/2DArt/SkillIcons/Support/DerangeSupport.dds"
223,596,50,"Art/2DArt/SkillIcons/Support/LingeringPresenceSupport.dds"
224,597,50,"Art/2DArt/SkillIcons/Support/ChargedShotsSupport.dds"
225,598,50,"Art/2DArt/SkillIcons/Support/ProfanitySupport.dds"
226,599,50,"Art/2DArt/SkillIcons/Support/ChannellingDamageSupport.dds"
227,600,50,"Art/2DArt/SkillIcons/Support/ChannellingAilmentThresholdSupport.dds"
228,601,50,"Art/2DArt/SkillIcons/Support/FlamepierceSupport.dds"
229,602,50,"Art/2DArt/SkillIcons/Support/FreezeforkSupport.dds"
230,603,50,"Art/2DArt/SkillIcons/Support/StormchainSupport.dds"
231,604,50,"Art/2DArt/SkillIcons/Support/VerglasSupport.dds"
232,605,50,"Art/2DArt/SkillIcons/Support/EmbitterSupport.dds"
233,606,50,"Art/2DArt/SkillIcons/Support/BattershoutSupport.dds"
234,607,50,"Art/2DArt/SkillIcons/Support/NadirSupport.dds"
235,302,50,"Art/2DArt/SkillIcons/Support/PinpointCriticalSupport.dds"
236,711,50,"Art/2DArt/SkillIcons/Support/ExpandingGroundSupport.dds"
237,608,50,"Art/2DArt/SkillIcons/Support/PowerChargetogiveCurseDurationSupport.dds"
238,609,50,"Art/2DArt/SkillIcons/Support/RustedSpikesSupport.dds"
239,610,50,"Art/2DArt/SkillIcons/Support/CrazedMinionsSupport.dds"
240,611,50,"Art/2DArt/SkillIcons/Support/SpectralArrowsSupport.dds"
241,612,50,"Art/2DArt/SkillIcons/Support/RallySupport.dds"
242,613,50,"Art/2DArt/SkillIcons/Support/HoarfrostSupport.dds"
243,615,50,"Art/2DArt/SkillIcons/Support/CleansingSupport.dds"
244,616,50,"Art/2DArt/SkillIcons/Support/BlankBlueSupport.dds"
245,617,50,"Art/2DArt/SkillIcons/Support/AcrimonySupport.dds"
246,618,50,"Art/2DArt/SkillIcons/Support/ConcoctSupport.dds"
247,619,50,"Art/2DArt/SkillIcons/Support/AmbrosiaSupport.dds"
248,620,50,"Art/2DArt/SkillIcons/Support/DomainSupport.dds"
249,621,50,"Art/2DArt/SkillIcons/Support/FigureheadSupport.dds"
250,622,50,"Art/2DArt/SkillIcons/Support/InterludeSupport.dds"
251,623,50,"Art/2DArt/SkillIcons/Support/ReverberateSupport.dds"
252,624,50,"Art/2DArt/SkillIcons/Support/ClashSupport.dds"
253,625,50,"Art/2DArt/SkillIcons/Support/MaladySupport.dds"
254,626,50,"Art/2DArt/SkillIcons/Support/DazzleSupport.dds"
255,627,50,"Art/2DArt/SkillIcons/Support/SyzygySupport.dds"
256,628,50,"Art/2DArt/SkillIcons/Support/UnyieldingSupport.dds"
257,629,50,"Art/2DArt/SkillIcons/Support/DesperationSupport.dds"
258,630,50,"Art/2DArt/SkillIcons/Support/OverextendSupport.dds"
259,631,50,"Art/2DArt/SkillIcons/Support/ElementalAssaultSupport.dds"
260,632,50,"Art/2DArt/SkillIcons/Support/UnbendingSupport.dds"
261,633,50,"Art/2DArt/SkillIcons/Support/RetreatingAssaultSupport.dds"
262,634,50,"Art/2DArt/SkillIcons/Support/PursuitSupport.dds"
263,635,50,"Art/2DArt/SkillIcons/Support/ReachSupport.dds"
264,636,50,"Art/2DArt/SkillIcons/Support/CommiserateSupport.dds"
265,637,50,"Art/2DArt/SkillIcons/Support/BlindsideSupport.dds"
266,638,50,"Art/2DArt/SkillIcons/Support/MobileAssaultSupport.dds"
267,640,50,"Art/2DArt/SkillIcons/Support/LightningThornsSupport.dds"
268,641,50,"Art/2DArt/SkillIcons/Support/DefySupport.dds"
269,642,50,"Art/2DArt/SkillIcons/Support/InstabilitySupport.dds"
270,643,50,"Art/2DArt/SkillIcons/Support/VariedTroopsSupport.dds"
271,644,50,"Art/2DArt/SkillIcons/Support/EnormitySupport.dds"
272,645,50,"Art/2DArt/SkillIcons/Support/CaltropsSupport.dds"
273,646,50,"Art/2DArt/SkillIcons/Support/HaemocrystalsSupport.dds"
274,647,50,"Art/2DArt/SkillIcons/Support/SparSupport.dds"
275,648,50,"Art/2DArt/SkillIcons/Support/UnmovingSupport.dds"
276,649,50,"Art/2DArt/SkillIcons/Support/RemnantReachSupport.dds"
277,650,50,"Art/2DArt/SkillIcons/Support/AncestralCallSupport.dds"
278,651,50,"Art/2DArt/SkillIcons/Support/SpikedGauntletsSupport.dds"
279,652,50,"Art/2DArt/SkillIcons/Support/UnsteadyTempoSupport.dds"
280,653,50,"Art/2DArt/SkillIcons/Support/VulnerableExtensionSupport.dds"
281,654,50,"Art/2DArt/SkillIcons/Support/AncestralAidSupport.dds"
282,655,50,"Art/2DArt/SkillIcons/Support/TitanicArrowsSupport.dds"
283,347,50,"Art/2DArt/SkillIcons/Support/DeadlyHeraldsSupport.dds"
284,212,50,"Art/2DArt/SkillIcons/Support/EssenceHarvestSupport.dds"
285,656,50,"Art/2DArt/SkillIcons/Support/ShockingLeapSupport.dds"
286,657,50,"Art/2DArt/SkillIcons/Support/BarbsSupport.dds"
287,658,50,"Art/2DArt/SkillIcons/Support/WinterblastSupport.dds"
288,659,50,"Art/2DArt/SkillIcons/Support/ArmsLengthSupport.dds"
289,660,50,"Art/2DArt/SkillIcons/Support/CharmBountySupport.dds"
290,661,50,"Art/2DArt/SkillIcons/Support/EternalServiceSupport.dds"
291,662,50,"Art/2DArt/SkillIcons/Support/ThornskinSupport.dds"
292,663,50,"Art/2DArt/SkillIcons/Support/MysticismSupport.dds"
293,664,50,"Art/2DArt/SkillIcons/Support/DireStrikeSupport.dds"
294,665,50,"Art/2DArt/SkillIcons/Support/UpwellingSupport.dds"
295,666,50,"Art/2DArt/SkillIcons/Support/WarmBloodedSupport.dds"
296,667,50,"Art/2DArt/SkillIcons/Support/CoolHeadedSupport.dds"
297,668,50,"Art/2DArt/SkillIcons/Support/StrongHeartedSupport.dds"
298,670,50,"Art/2DArt/SkillIcons/Support/TemperedValourSupport.dds"
299,671,50,"Art/2DArt/SkillIcons/Support/GreatwoodSupport.dds"
300,669,50,"Art/2DArt/SkillIcons/Support/UntouchableSupport.dds"
301,672,50,"Art/2DArt/SkillIcons/Support/UnabatingSupport.dds"
302,673,50,"Art/2DArt/SkillIcons/Support/SpellbladeSupport.dds"
303,674,50,"Art/2DArt/SkillIcons/Support/TimerotSupport.dds"
304,675,50,"Art/2DArt/SkillIcons/Support/PunchThroughSupport.dds"
305,676,50,"Art/2DArt/SkillIcons/Support/RipSupport.dds"
306,677,50,"Art/2DArt/SkillIcons/Support/TearSupport.dds"
307,678,50,"Art/2DArt/SkillIcons/Support/BrinkSupport.dds"
308,679,50,"Art/2DArt/SkillIcons/Support/TirelessSupport.dds"
309,680,50,"Art/2DArt/SkillIcons/Support/VolcanicEruptionSupport.dds"
310,681,50,"Art/2DArt/SkillIcons/Support/FirstBloodSupport.dds"
311,682,50,"Art/2DArt/SkillIcons/Support/RetortSupport.dds"
312,683,50,"Art/2DArt/SkillIcons/Support/BloodintheEyesSupport.dds"
313,684,50,"Art/2DArt/SkillIcons/Support/PotencySupport.dds"
314,685,50,"Art/2DArt/SkillIcons/Support/IncisionSupport.dds"
315,686,50,"Art/2DArt/SkillIcons/Support/CleanseSupport.dds"
316,687,50,"Art/2DArt/SkillIcons/Support/AdversitySupport.dds"
317,688,50,"Art/2DArt/SkillIcons/Support/TrustyCompanionSupport.dds"
318,692,50,"Art/2DArt/SkillIcons/Support/OverwhelmingForceSupport.dds"
319,689,50,"Art/2DArt/SkillIcons/Support/AilmentApplicationCDRSupport.dds"
320,690,50,"Art/2DArt/SkillIcons/Support/BlockCDRSupport.dds"
321,691,50,"Art/2DArt/SkillIcons/Support/StunCDRSupport.dds"
322,693,50,"Art/2DArt/SkillIcons/Support/RearmSupport.dds"
323,694,50,"Art/2DArt/SkillIcons/Support/DelayedReactionSupport.dds"
324,695,50,"Art/2DArt/SkillIcons/Support/SpectralPalmSupport.dds"
325,696,50,"Art/2DArt/SkillIcons/Support/VolatilePowerSupport.dds"
326,697,50,"Art/2DArt/SkillIcons/Support/GambleshotSupport.dds"
327,698,50,"Art/2DArt/SkillIcons/Support/DiscountSupport.dds"
328,699,50,"Art/2DArt/SkillIcons/Support/ImpaleSupport.dds"
329,700,50,"Art/2DArt/SkillIcons/Support/PerfectionSupport.dds"
330,701,50,"Art/2DArt/SkillIcons/Support/CessationSupport.dds"
331,702,50,"Art/2DArt/SkillIcons/Support/SeeRedSupport.dds"
332,703,50,"Art/2DArt/SkillIcons/Support/ExpediteSupport.dds"
333,704,50,"Art/2DArt/SkillIcons/Support/BlankRedSupport.dds"
334,705,50,"Art/2DArt/SkillIcons/Support/OutmaneuverSupport.dds"
335,706,50,"Art/2DArt/SkillIcons/Support/SingleOutSupport.dds"
336,707,50,"Art/2DArt/SkillIcons/Support/TumultSupport.dds"
337,708,50,"Art/2DArt/SkillIcons/Support/InhibitorSupport.dds"
