"rownum","BaseItemType","AddedMods","NegativeWeight_Tags","NegativeWeight_Values","ForcedAddMods","ForbiddenDelveCraftingTags","AllowedDelveCraftingTags","CanMirrorItem","CorruptedEssenceChance","CanImproveQuality","HasLuckyRolls","bool_119","SellPrice_Mods","CanRollWhiteSockets","Weight_Tags","Weight_Values","DelveCraftingModifierDescriptions","BlockedDelveCraftingModifierDescriptions","bool_201","bool_202","[i32]_203","[i32]_219"
64,1273,[],[583],[0],[],[],[],"",0,"","","",[],"",[580],[3000],"[44,72]","[63,79,16]","","",[1000],[0]
65,1274,[],[324],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,37]","[43,22]","","",[1000],[0]
66,1275,[],[580],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,64]","[44,73]","","",[1000],[0]
67,1276,[],[320],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,65]","[46,74]","","",[1000],[0]
68,1277,[],[323],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,36]","[47,21]","","",[1000],[0]
69,1278,[],[311],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,30]","[48,13]","","",[1000],[0]
70,1279,[],[316],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,32]","[49,17]","","",[1000],[0]
71,1280,[],[27],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,66]","[50,75]","","",[1000],[0]
72,1281,[],[309],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,28]","[51,11]","","",[1000],[0]
73,1282,[],[318],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,34]","[52,15]","","",[1000],[0]
74,1283,[],[317],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,33]","[53,18]","","",[1000],[0]
75,1284,[],[579],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,67]","[54,76]","","",[1000],[0]
76,1285,[],[587],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,68]","[55,77]","","",[1000],[0]
77,1286,[],[572],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,40]","[56,39]","","",[1000],[0]
78,1287,[],[310],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,29]","[57,12]","","",[1000],[0]
79,1288,[],[312],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,31]","[58,14]","","",[1000],[0]
80,1289,[],[34],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,69]","[59,19,25]","","",[1000],[0]
81,1290,[],[321],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,70]","[60,78]","","",[1000],[0]
82,1291,[],[581],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,42]","[61,41]","","",[1000],[0]
83,1292,[],[319],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,71]","[62,20,26]","","",[1000],[0]
84,1293,[],[583],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,72]","[63,79,16]","","",[1000],[0]
85,1294,[],[324],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,37]","[43,22]","","",[1000],[0]
86,1295,[],[580],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,64]","[44,73]","","",[1000],[0]
87,1296,[],[313],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,27]","[45,10]","","",[1000],[0]
88,1297,[],[323],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,36]","[47,21]","","",[1000],[0]
89,1298,[],[311],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,30]","[48,13]","","",[1000],[0]
90,1299,[],[316],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,32]","[49,17]","","",[1000],[0]
91,1300,[],[27],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,66]","[50,75]","","",[1000],[0]
92,1301,[],[309],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,28]","[51,11]","","",[1000],[0]
93,1302,[],[318],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,34]","[52,15]","","",[1000],[0]
94,1303,[],[317],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,33]","[53,18]","","",[1000],[0]
95,1304,[],[579],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,67]","[54,76]","","",[1000],[0]
96,1305,[],[587],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,68]","[55,77]","","",[1000],[0]
97,1306,[],[572],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,40]","[56,39]","","",[1000],[0]
98,1307,[],[310],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,29]","[57,12]","","",[1000],[0]
99,1308,[],[312],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,31]","[58,14]","","",[1000],[0]
100,1309,[],[34],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,69]","[59,19,25]","","",[1000],[0]
101,1310,[],[321],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,70]","[60,78]","","",[1000],[0]
102,1311,[],[581],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,42]","[61,41]","","",[1000],[0]
103,1312,[],[319],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,71]","[62,20,26]","","",[1000],[0]
104,1313,[],[583],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,72]","[63,79,16]","","",[1000],[0]
105,1314,[],[324],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,37]","[43,22]","","",[1000],[0]
106,1315,[],[580],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,64]","[44,73]","","",[1000],[0]
107,1316,[],[313],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,27]","[45,10]","","",[1000],[0]
108,1317,[],[320],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,65]","[46,74]","","",[1000],[0]
109,1318,[],[311],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,30]","[48,13]","","",[1000],[0]
110,1319,[],[316],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,32]","[49,17]","","",[1000],[0]
111,1320,[],[27],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,66]","[50,75]","","",[1000],[0]
112,1321,[],[309],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,28]","[51,11]","","",[1000],[0]
113,1322,[],[318],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,34]","[52,15]","","",[1000],[0]
114,1323,[],[317],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,33]","[53,18]","","",[1000],[0]
115,1324,[],[579],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,67]","[54,76]","","",[1000],[0]
116,1325,[],[587],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,68]","[55,77]","","",[1000],[0]
117,1326,[],[572],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,40]","[56,39]","","",[1000],[0]
118,1327,[],[310],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,29]","[57,12]","","",[1000],[0]
119,1328,[],[312],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,31]","[58,14]","","",[1000],[0]
120,1329,[],[34],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,69]","[59,19,25]","","",[1000],[0]
121,1330,[],[321],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,70]","[60,78]","","",[1000],[0]
122,1331,[],[581],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,42]","[61,41]","","",[1000],[0]
123,1332,[],[319],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,71]","[62,20,26]","","",[1000],[0]
124,1333,[],[583],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,72]","[63,79,16]","","",[1000],[0]
125,1334,[],[324],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,37]","[43,22]","","",[1000],[0]
126,1335,[],[580],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,64]","[44,73]","","",[1000],[0]
127,1336,[],[313],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,27]","[45,10]","","",[1000],[0]
128,1337,[],[320],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,65]","[46,74]","","",[1000],[0]
129,1338,[],[323],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,36]","[47,21]","","",[1000],[0]
130,1339,[],[316],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,32]","[49,17]","","",[1000],[0]
131,1340,[],[27],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,66]","[50,75]","","",[1000],[0]
132,1341,[],[309],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,28]","[51,11]","","",[1000],[0]
133,1342,[],[318],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,34]","[52,15]","","",[1000],[0]
134,1343,[],[317],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,33]","[53,18]","","",[1000],[0]
135,1344,[],[579],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,67]","[54,76]","","",[1000],[0]
136,1345,[],[587],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,68]","[55,77]","","",[1000],[0]
137,1346,[],[572],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,40]","[56,39]","","",[1000],[0]
138,1347,[],[310],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,29]","[57,12]","","",[1000],[0]
139,1348,[],[312],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,31]","[58,14]","","",[1000],[0]
140,1349,[],[34],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,69]","[59,19,25]","","",[1000],[0]
141,1350,[],[321],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,70]","[60,78]","","",[1000],[0]
142,1351,[],[581],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,42]","[61,41]","","",[1000],[0]
143,1352,[],[319],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,71]","[62,20,26]","","",[1000],[0]
144,1353,[],[583],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,72]","[63,79,16]","","",[1000],[0]
145,1354,[],[324],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,37]","[43,22]","","",[1000],[0]
146,1355,[],[580],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,64]","[44,73]","","",[1000],[0]
147,1356,[],[313],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,27]","[45,10]","","",[1000],[0]
148,1357,[],[320],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,65]","[46,74]","","",[1000],[0]
149,1358,[],[323],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,36]","[47,21]","","",[1000],[0]
150,1359,[],[311],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,30]","[48,13]","","",[1000],[0]
151,1360,[],[27],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,66]","[50,75]","","",[1000],[0]
152,1361,[],[309],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,28]","[51,11]","","",[1000],[0]
153,1362,[],[318],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,34]","[52,15]","","",[1000],[0]
154,1363,[],[317],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,33]","[53,18]","","",[1000],[0]
155,1364,[],[579],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,67]","[54,76]","","",[1000],[0]
156,1365,[],[587],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,68]","[55,77]","","",[1000],[0]
157,1366,[],[572],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,40]","[56,39]","","",[1000],[0]
158,1367,[],[310],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,29]","[57,12]","","",[1000],[0]
159,1368,[],[312],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,31]","[58,14]","","",[1000],[0]
160,1369,[],[34],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,69]","[59,19,25]","","",[1000],[0]
161,1370,[],[321],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,70]","[60,78]","","",[1000],[0]
162,1371,[],[581],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,42]","[61,41]","","",[1000],[0]
163,1372,[],[319],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,71]","[62,20,26]","","",[1000],[0]
164,1373,[],[583],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,72]","[63,79,16]","","",[1000],[0]
165,1374,[],[324],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,37]","[43,22]","","",[1000],[0]
166,1375,[],[580],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,64]","[44,73]","","",[1000],[0]
167,1376,[],[313],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,27]","[45,10]","","",[1000],[0]
168,1377,[],[320],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,65]","[46,74]","","",[1000],[0]
169,1378,[],[323],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,36]","[47,21]","","",[1000],[0]
170,1379,[],[311],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,30]","[48,13]","","",[1000],[0]
171,1380,[],[316],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,32]","[49,17]","","",[1000],[0]
172,1381,[],[309],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,28]","[51,11]","","",[1000],[0]
173,1382,[],[318],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,34]","[52,15]","","",[1000],[0]
174,1383,[],[317],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,33]","[53,18]","","",[1000],[0]
175,1384,[],[579],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,67]","[54,76]","","",[1000],[0]
176,1385,[],[587],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,68]","[55,77]","","",[1000],[0]
177,1386,[],[572],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,40]","[56,39]","","",[1000],[0]
178,1387,[],[310],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,29]","[57,12]","","",[1000],[0]
179,1388,[],[312],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,31]","[58,14]","","",[1000],[0]
180,1389,[],[34],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,69]","[59,19,25]","","",[1000],[0]
181,1390,[],[321],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,70]","[60,78]","","",[1000],[0]
182,1391,[],[581],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,42]","[61,41]","","",[1000],[0]
183,1392,[],[319],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,71]","[62,20,26]","","",[1000],[0]
184,1393,[],[583],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,72]","[63,79,16]","","",[1000],[0]
185,1394,[],[324],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,37]","[43,22]","","",[1000],[0]
186,1395,[],[580],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,64]","[44,73]","","",[1000],[0]
187,1396,[],[313],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,27]","[45,10]","","",[1000],[0]
188,1397,[],[320],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,65]","[46,74]","","",[1000],[0]
189,1398,[],[323],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,36]","[47,21]","","",[1000],[0]
190,1399,[],[311],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,30]","[48,13]","","",[1000],[0]
191,1400,[],[316],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,32]","[49,17]","","",[1000],[0]
192,1401,[],[27],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,66]","[50,75]","","",[1000],[0]
193,1402,[],[318],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,34]","[52,15]","","",[1000],[0]
194,1403,[],[317],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,33]","[53,18]","","",[1000],[0]
195,1404,[],[579],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,67]","[54,76]","","",[1000],[0]
196,1405,[],[587],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,68]","[55,77]","","",[1000],[0]
197,1406,[],[572],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,40]","[56,39]","","",[1000],[0]
198,1407,[],[310],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,29]","[57,12]","","",[1000],[0]
199,1408,[],[312],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,31]","[58,14]","","",[1000],[0]
200,1409,[],[34],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,69]","[59,19,25]","","",[1000],[0]
201,1410,[],[321],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,70]","[60,78]","","",[1000],[0]
202,1411,[],[581],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,42]","[61,41]","","",[1000],[0]
203,1412,[],[319],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,71]","[62,20,26]","","",[1000],[0]
204,1413,[],[583],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,72]","[63,79,16]","","",[1000],[0]
205,1414,[],[324],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,37]","[43,22]","","",[1000],[0]
206,1415,[],[580],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,64]","[44,73]","","",[1000],[0]
207,1416,[],[313],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,27]","[45,10]","","",[1000],[0]
208,1417,[],[320],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,65]","[46,74]","","",[1000],[0]
209,1418,[],[323],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,36]","[47,21]","","",[1000],[0]
210,1419,[],[311],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,30]","[48,13]","","",[1000],[0]
211,1420,[],[316],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,32]","[49,17]","","",[1000],[0]
212,1421,[],[27],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,66]","[50,75]","","",[1000],[0]
213,1422,[],[309],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,28]","[51,11]","","",[1000],[0]
214,1423,[],[317],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,33]","[53,18]","","",[1000],[0]
215,1424,[],[579],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,67]","[54,76]","","",[1000],[0]
216,1425,[],[587],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,68]","[55,77]","","",[1000],[0]
217,1426,[],[572],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,40]","[56,39]","","",[1000],[0]
218,1427,[],[310],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,29]","[57,12]","","",[1000],[0]
219,1428,[],[312],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,31]","[58,14]","","",[1000],[0]
220,1429,[],[34],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,69]","[59,19,25]","","",[1000],[0]
221,1430,[],[321],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,70]","[60,78]","","",[1000],[0]
