"rownum","Id","rid_8","[f32]_24","[rid]_40","[string]_56"
85,"CelestialSummonRagingSpiritSurge",5562,[],[],[]
86,"SummonArcaneEyeSurge",5753,[],[],[]
87,"PainSuppressionSurge",5565,[],[],[]
88,"SunSurge",5577,[],[],[]
89,"BloodreapSurge",5634,[],[],[]
90,"IceShotVaalOrbSurge",137,[],[],[]
91,"RighteousFireLightbringerSurge",5670,[],[],[]
92,"ArrowSurgeStygianPuncture",5737,[],[],[]
93,"AbsolutionBlastSurge",5772,"[1,2,3]","[5772,5772,5772]","[""slow"",""medium"",""fast""]"
94,"OverseerSurge",5774,[],[],[]
95,"ScavengerSurge",5775,[],[],[]
96,"BloodTendrilsSurgeTranscendence",5827,[],[],[]
97,"VoidEmperorBladeBurstSurgeEffect",5853,[],[],[]
98,"ManaSurgeMultiSpeed",5862,"[1,2,3]","[5862,5862,5862]","[""slow"",""medium"",""fast""]"
99,"ColdSnapOverseerSurge",5871,[],[],[]
100,"VortexSurgeMyrmidon",5888,[],[],[]
101,"ArrowSurgeFireMystic",5898,[],[],[]
102,"StormCultistLightningSurge",5939,[],[],[]
103,"EyeOfWinterCelestialSurge",5969,[],[],[]
104,"SirenSurge",6213,[],[],[]
105,"DeepwaterSurge",6214,[],[],[]
106,"DirebladeFireballMultiSurge",6284,"[1,2,3]","[6284,6284,6284]","[""slow"",""medium"",""fast""]"
107,"SummonRagingSpiritsOblivionSurge",6309,[],[],[]
108,"SummonRagingSpiritsOnyxOblivionSurge",6310,[],[],[]
109,"CracklingLanceCelestial",6346,[],[],[]
110,"HeritageSurge",6356,[],[],[]
111,"DivergenceSurge",6357,[],[],[]
112,"OblivionFireballSurge",6409,"[1,2,3]","[6409,6409,6409]","[""slow"",""medium"",""fast""]"
113,"OnyxOblivionFireballSurge",6410,"[1,2,3]","[6410,6410,6410]","[""slow"",""medium"",""fast""]"
114,"MoltenShellCastDivine",6471,[],[],[]
115,"BloodTendrilsSurgeMercurial",6517,[],[],[]
116,"XenozakSurge",6599,[],[],[]
117,"FirestormMeteorShowerSurge",6609,[],[],[]
118,"IncendiaryBoltSurge",6689,[],[],[]
119,"SummonRagingSpiritsDemonicSurge",6735,[],[],[]
120,"ForbiddenRiteCatSurge",6740,[],[],[]
121,"DemonicFireballSurge",6742,"[1,2,3]","[6742,6742,6742]","[""slow"",""medium"",""fast""]"
122,"CelestialNovaSurge",6755,[],[],[]
123,"BloodSurgeHeritageSurge",6765,[],[],[]
124,"LightningArrowDivineSurge",6856,[],[],[]
125,"IceSpearVoidEmperorSurge",6857,[],[],[]
126,"MoltenShellCastMercury",6870,[],[],[]
127,"VaalMoltenShellCastMercury",6871,[],[],[]
128,"GalvanicFieldSurge",6936,[],[],[]
129,"CelestialGalvanicFieldSurge",6977,[],[],[]
130,"AutomatonGalvanicFieldSurge",6985,[],[],[]
131,"RighteousFireTranscendenceSurge",6986,[],[],[]
132,"StarfallReapSurge",7030,[],[],[]
133,"PolymorphPlayerSurgeMTX",7041,[],[],[]
134,"SummonerRingRitual",7375,[],[],[]
135,"SummonerRingStygian",7376,[],[],[]
136,"SummonerRingNecrotic",7377,[],[],[]
137,"SummonerRingDivine",7378,[],[],[]
138,"VaalVenomGyreSurge",7379,[],[],[]
139,"VaalVenomGyreSurgeIllusionist",7380,[],[],[]
140,"EyeOfWinterButterflySurge",7494,[],[],[]
141,"ColdSnapBlightedSurge",7500,[],[],[]
142,"VortexSurgeDeathly",7527,[],[],[]
143,"ColdSnapDelirium",7531,[],[],[]
144,"RollingThunderWaveOfConviction",7536,[],[],[]
145,"WildlifeGraceSurge",7576,[],[],[]
146,"WildlifeDeterminationSurge",7577,[],[],[]
147,"WildlifeDisciplineSurge",7578,[],[],[]
148,"CorruptionCreepingFrostSurge",7614,[],[],[]
149,"VineReapSurge",7624,[],[],[]
150,"FreezingBoltSurge",6690,[],[],[]
151,"ArmourPiercingBoltSurge",6691,[],[],[]
152,"CrossbowSurge",6704,[],[],[]
153,"IncendiaryPowerShotSurge",6716,[],[],[]
154,"FreezingPowerShotSurge",6717,[],[],[]
155,"ArmourPiercingPowerShotSurge",6718,[],[],[]
156,"CurseTriggerSurge",8061,[],[],[]
157,"StormblastSurge",8065,[],[],[]
158,"DemonFormSurge",8756,[],[],[]
159,"ArchmageSurge",8794,[],[],[]
160,"BloodmageSurge",8795,[],[],[]
161,"RathpithSurge",9287,[],[],[]
