"rownum","rid_0","i32_16"
314,1363,1
315,1361,1
316,1369,1
317,4280,1
318,4254,1
319,4245,1
320,4224,1
321,5204,0
322,593,0
323,565,0
324,575,0
325,589,0
326,5242,0
327,5241,0
328,1387,0
329,1386,0
330,5243,0
331,497,0
332,5102,0
333,592,0
334,5098,0
335,1476,0
336,1473,0
337,4293,0
338,5208,0
339,498,0
340,4304,0
341,5215,0
342,5290,0
343,1600,0
344,1590,0
345,5245,0
346,5247,0
347,4251,0
348,590,0
349,1477,0
350,1474,0
351,4292,0
352,5220,0
353,816,0
354,4256,0
355,5218,0
356,901,0
357,5216,0
358,723,0
359,693,0
360,1775,0
361,5654,0
362,1782,0
363,1771,0
364,4311,0
365,5656,0
366,5655,0
367,5219,0
368,817,0
369,4257,0
370,5217,0
371,902,0
372,5226,0
373,1260,0
374,1255,0
375,4273,0
376,5225,0
377,5244,0
378,5246,0
379,4250,0
380,5205,0
381,4241,0
382,1761,0
383,5651,0
384,1768,0
385,1757,0
386,4308,0
387,5653,0
388,5652,0
389,5291,0
390,5287,0
391,5288,0
392,1585,0
393,5289,0
394,1576,0
395,4307,0
396,4246,0
397,5221,0
398,5222,0
399,5249,0
400,5248,0
401,5292,0
402,696,0
403,566,0
404,5224,0
405,1245,0
406,4272,0
407,5223,0
408,1240,0
409,5093,0
410,499,0
411,595,0
412,708,0
413,5233,0
414,5234,0
415,1372,0
416,1371,0
417,5235,0
418,4281,0
419,5214,0
420,5212,0
421,4686,0
