"rownum","Mod","Name","Visual","TextStyles","bool","bool"
48,7389,"Mana Siphoner",49,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
49,7390,"Corrupter",50,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
50,7391,"Benevolent Guardian",51,"[""outlinecolour:archnemesismodholyoutline"",""archnemesismodholy""]","",""
51,7392,"Crystal-skinned",52,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
52,7393,"Empowered Elements",53,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
53,7394,"Effigy",54,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
54,7396,"Lunaris-touched",55,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
55,7397,"Solaris-touched",56,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
56,7398,"Arakaali-touched",57,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
57,7399,"Brine King-touched",58,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
58,7400,"Tukohama-touched",59,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
59,7401,"Abberath-touched",60,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
60,7402,"Shakari-touched",61,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
61,7403,"Innocence-touched",62,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
62,7404,"Kitava-touched",63,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
63,7408,"Bloodletter",15,"[""outlinecolour:archnemesismodphysicalredoutline"",""archnemesismodphysicalred""]","",""
64,7409,"Heralds of the Obelisk","","[""outlinecolour:archnemesismodlightningoutline"",""archnemesismodlightning""]","",""
65,7410,"Spirit Walkers","","[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
66,7411,"Union of Souls","","[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
67,7412,"Voidspawn of Abaxoth","","[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]","",""
68,7405,"Storm Herald",12,"[""outlinecolour:archnemesismodlightningoutline"",""archnemesismodlightning""]","",""
69,7406,"Final Gasp","","[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
70,7413,"Arcane Buffer",9,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
71,7414,"Prismatic",45,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
72,7415,"Deadeye",5,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
73,7416,"Hasted",4,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
74,7417,"Bonebreaker",13,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
75,7407,"Splinterer","","[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
76,7420,"Permafrost",3,"[""outlinecolour:archnemesismodcoldoutline"",""archnemesismodcold""]","",""
77,7418,"Toxic",0,"[""outlinecolour:archnemesismodchaosgreenoutline"",""archnemesismodchaosgreen""]","",""
78,7419,"Incendiary",8,"[""outlinecolour:archnemesismodfireoutline"",""archnemesismodfire""]","",""
79,7421,"Electrocuting",12,"[""outlinecolour:archnemesismodlightningoutline"",""archnemesismodlightning""]","",""
80,7423,"Consecrator",26,"[""outlinecolour:archnemesismodholyoutline"",""archnemesismodholy""]","",""
81,7424,"Flame Strider",43,"[""outlinecolour:archnemesismodfireoutline"",""archnemesismodfire""]","",""
82,7425,"Frost Strider",40,"[""outlinecolour:archnemesismodcoldoutline"",""archnemesismodcold""]","",""
83,7426,"Storm Strider",48,"[""outlinecolour:archnemesismodlightningoutline"",""archnemesismodlightning""]","",""
84,7427,"Corrupter",50,"[""outlinecolour:archnemesismodphysicalredoutline"",""archnemesismodphysicalred""]","",""
85,7422,"Sentinel",19,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
86,32220,"Crush on Hit",16,[],"",""
87,32221,"Extra Fire Damage and Exposure",7,[],"",""
88,32222,"Extra Cold Damage and Exposure",2,[],"",""
89,32223,"Extra Lightning Damage and Exposure",11,[],"",""
90,32224,"Extra Chaos Damage",1,[],"",""
91,32225,"Elemental Equilibrium and Random Elemental Damage",45,[],"",""
92,32226,"Physical Resistant",16,[],"",""
93,32227,"Fire and Ignite Resistant",7,[],"",""
94,32228,"Cold, Chill and Freeze Resistant",2,[],"",""
95,32229,"Lightning and Shock Resistant",11,[],"",""
96,32230,"Chaos and Wither Resistant",1,[],"",""
97,32231,"Evasive","",[],"",""
98,32232,"Fast Energy Shield Recharge","",[],"",""
99,32233,"Extra Life","",[],"",""
100,32234,"Accurate","",[],"",""
101,32235,"Extra Crits","",[],"",""
102,32236,"Life Regen","",[],"",""
103,32237,"Ignites",8,[],"",""
104,32238,"Shocks",12,[],"",""
105,32239,"Poisons",0,[],"",""
106,32240,"Bleeds",14,[],"",""
107,32241,"Chance to Freeze",3,[],"",""
108,32242,"Stuns",13,[],"",""
109,32243,"Increased Area of Effect",17,[],"",""
110,32244,"Hasted",4,[],"",""
111,32245,"Triple Actions",10,[],"",""
112,32246,"Extra Projectiles","",[],"",""
113,32247,"Leeches Life",21,[],"",""
114,32248,"Life Cannot Be Leeched",21,[],"",""
115,32249,"Gains Random Charges",22,[],"",""
116,32250,"Endurance Charge when Hit","",[],"",""
117,32251,"Frenzy Charge on Hit","",[],"",""
118,32252,"Power Charge on Cast","",[],"",""
119,32253,"Cannot be Slowed",20,[],"",""
120,32254,"Cannot be Stunned",20,[],"",""
121,32255,"Periodically Enrages",27,[],"",""
122,32256,"Always Crits","",[],"",""
123,32257,"Blinds","",[],"",""
124,32258,"Crit Resistant","",[],"",""
125,32259,"Hexproof","",[],"",""
126,32260,"Chaining",5,[],"",""
127,32261,"Far Shot",5,[],"",""
128,32262,"Extra Damage to Injured Foes",34,[],"",""
129,32263,"Charge Removal","",[],"",""
130,32264,"Inflicts Corrupted Blood",50,[],"",""
131,32265,"Spell Resistant","",[],"",""
132,32266,"Blocks Attacks","",[],"",""
133,32267,"Reflects Certain Ailments","",[],"",""
134,32268,"Reflects Hexes","",[],"",""
135,32269,"Haste Aura","",[],"",""
136,32270,"Energy Shield Aura","",[],"",""
137,32271,"Applies Random Mark","",[],"",""
138,32272,"Precision Aura","",[],"",""
139,32273,"Minions Fire Explode on Death","",[],"",""
140,32274,"Minions Cold Explode on Death","",[],"",""
141,32275,"Minions Lightning Explode on Death","",[],"",""
142,32276,"Life Shared with Treant Minions",39,[],"",""
143,32277,"Inflicts Grasping Vines",37,[],"",""
144,32278,"Hinder Aura",25,[],"",""
145,32279,"Extra Physical Damage Aura","",[],"",""
146,32280,"Revives Nearby Allies on Death",23,[],"",""
147,32281,"Powerful Minions","",[],"",""
148,32282,"Constantly Revives Minions","",[],"",""
149,32283,"Summons Undead","",[],"",""
150,32284,"Heals Allies and Suppresses Foe Recovery",33,[],"",""
151,32285,"Prevents Recovery above 50%",34,[],"",""
152,32286,"Temporal Proximity Shield",38,[],"",""
153,32287,"Soul Eater",23,[],"",""
154,32288,"Siphons Mana and Deals Lightning Damage",49,[],"",""
155,32289,"Invulnerability Aura",51,[],"",""
156,32290,"Siphons Flask Charges",36,[],"",""
157,32291,"Gain a Mod on Minion Death","",[],"",""
158,32292,"Shocked Ground on Death",12,[],"",""
159,32293,"Burning Ground on Death",8,[],"",""
160,32294,"Burning Ground on Death",8,[],"",""
161,32295,"Chilled Ground on Death",3,[],"",""
162,32296,"Consecrated Ground",26,[],"",""
163,32297,"Trail of Fire",43,[],"",""
164,32298,"Trail of Cold",40,[],"",""
165,32299,"Trail of Lightning",48,[],"",""
166,32300,"Energy Shield Explodes",9,[],"",""
167,32301,"Inferno Bolt when Hit","",[],"",""
168,32302,"Snow Bolt when Hit","",[],"",""
169,32303,"Lightning Mirage when Hit","",[],"",""
170,32304,"Ice Prison",41,[],"",""
171,32305,"Caustic Orb on Death",0,[],"",""
172,32306,"Caustic Orb on Death",0,[],"",""
173,32307,"Ambushes",30,[],"",""
174,32308,"Curses",35,[],"",""
175,32309,"Mirror Images",47,[],"",""
176,32310,"Fires Mortars",6,[],"",""
177,32311,"Explodes Corpses",44,[],"",""
178,32312,"Molten Shell",46,[],"",""
179,32313,"Exploding Orbs",46,[],"",""
180,32314,"Lightning Storm",12,[],"",""
181,32315,"Exploding Crystals when Hit",52,[],"",""
182,32316,"Lightning Totem Minions",28,[],"",""
183,32317,"Temporarily Revives","",[],"",""
184,32318,"Enrages as Life Lost",18,[],"",""
185,32319,"Adaptive Resistances",53,[],"",""
186,32320,"Creates Voodoo Doll",54,[],"",""
187,32321,"Creates Frost Walls and Flees",31,[],"",""
188,32322,"Lunaris-touched",55,[],1,""
189,32323,"Solaris-touched",56,[],1,""
190,32324,"Arakaali-touched",57,[],1,""
191,32325,"Brine King-touched",58,[],1,""
192,32326,"Tukohama-touched",59,[],1,""
193,32327,"Abberath-touched",60,[],1,""
194,32328,"Shakari-touched",61,[],1,""
195,32329,"Innocence-touched",62,[],1,""
196,32330,"Kitava-touched",63,[],1,""
197,32331,"Spirit Walkers","",[],"",""
198,32332,"Empowers Allies",29,[],"",""
199,5868,"Shaper-touched","",[],"",""
200,18735,"","",[],"",""
