"rownum","DelveUpgradeTypeKey","UpgradeLevel","StatsKeys","StatValues","Cost","i32","AchievementItemsKey","i32"
56,3,15,[7808],[450],2245,4,"",0
57,3,16,[7808],[480],2388,4,"",0
58,3,17,[7808],[510],2446,4,"",0
59,3,18,[7808],[540],2566,4,"",0
60,3,19,[7808],[570],2593,4,"",0
61,3,20,[7808],[600],2824,4,"",0
62,3,21,[7808],[630],2964,4,"",0
63,3,22,[7808],[660],2994,4,"",0
64,3,23,[7808],[690],3262,4,"",0
65,3,24,[7808],[720],3423,4,"",0
66,3,25,[7808],[750],3458,4,"",0
67,3,26,[7808],[780],3767,4,"",0
68,3,27,[7808],[810],3953,4,"",0
69,3,28,[7808],[840],3993,4,"",0
70,3,29,[7808],[870],4350,4,"",0
71,3,30,[7808],[900],4565,4,"",0
72,3,31,[7808],[930],4611,4,"",0
73,3,32,[7808],[960],5024,4,"",0
74,3,33,[7808],[990],5271,4,"",0
75,3,34,[7808],[1020],5325,4,"",0
76,3,35,[7808],[1050],5802,4,"",0
77,3,36,[7808],[1080],6088,4,"",0
78,3,37,[7808],[1110],6150,4,"",0
79,3,38,[7808],[1140],6700,4,"",0
80,3,39,[7808],[1170],7030,4,"",0
81,3,40,[7808],[1200],7102,4,"",0
82,3,41,[7808],[1230],7737,4,"",0
83,3,42,[7808],[1260],8119,4,"",0
84,3,43,[7808],[1290],8202,4,"",0
85,3,44,[7808],[1320],8936,4,"",0
86,3,45,[7808],[1350],9376,4,"",0
87,3,46,[7808],[1380],9472,4,"",0
88,3,47,[7808],[1410],10319,4,"",0
89,3,48,[7808],[1440],10828,4,"",0
90,3,49,[7808],[1470],10939,4,"",0
91,3,50,[7808],[1500],11917,4,"",0
92,3,51,[7808],[1530],12505,4,"",0
93,3,52,[7808],[1560],12633,4,"",0
94,3,53,[7808],[1590],13763,4,"",0
95,3,54,[7808],[1620],14441,4,"",0
96,3,55,[7808],[1650],14589,4,"",0
97,3,56,[7808],[1680],15894,4,"",0
98,3,57,[7808],[1710],16677,4,"",0
99,3,58,[7808],[1740],16848,4,"",0
100,3,59,[7808],[1770],18355,4,"",0
101,3,60,[7808],[1800],19260,4,"",0
102,3,61,[7808],[1830],19457,4,"",0
103,3,62,[7808],[1860],21197,4,"",0
104,3,63,[7808],[1890],22242,4,"",0
105,3,64,[7808],[1920],22470,4,"",0
106,3,65,[7808],[1950],24479,4,"",0
107,3,66,[7808],[1980],25686,4,"",0
108,3,67,[7808],[2010],25949,4,"",0
109,3,68,[7808],[2040],28270,4,"",0
110,3,69,[7808],[2070],29664,4,"",0
111,3,70,[7808],[2100],29967,4,"",0
112,3,71,[7808],[2130],32647,4,"",0
113,3,72,[7808],[2160],34257,4,"",0
114,3,73,[7808],[2190],34607,4,"",0
115,3,74,[7808],[2220],37702,4,"",0
116,3,75,[7808],[2250],39562,4,"",0
117,3,76,[7808],[2280],39966,4,"",0
118,3,77,[7808],[2310],43540,4,"",0
119,3,78,[7808],[2340],45688,4,"",0
120,3,79,[7808],[2370],46155,4,"",0
121,3,80,[7808],[2400],50282,4,"",0
122,3,81,[7808],[2430],52762,4,"",0
123,3,82,[7808],[2460],53302,4,"",0
124,3,83,[7808],[2490],58069,4,"",0
125,3,84,[7808],[2520],60932,4,"",0
126,3,85,[7808],[2550],61555,4,"",0
127,3,86,[7808],[2580],67060,4,"",0
128,3,87,[7808],[2610],70367,4,"",0
129,3,88,[7808],[2640],71087,4,"",0
130,3,89,[7808],[2670],77444,4,"",0
131,3,90,[7808],[2700],81264,4,"",0
132,3,91,[7808],[2730],82095,4,"",0
133,3,92,[7808],[2760],89436,4,"",0
134,3,93,[7808],[2790],93847,4,"",0
135,3,94,[7808],[2820],94807,4,"",0
136,3,95,[7808],[2850],103285,4,"",0
137,3,96,[7808],[2880],108379,4,"",0
138,3,97,[7808],[2910],109487,4,"",0
139,3,98,[7808],[2940],119279,4,"",0
140,3,99,[7808],[2970],125161,4,"",0
141,3,100,[7808],[3000],126441,4,"",0
142,3,101,[7808],[3030],137749,4,"",0
143,3,102,[7808],[3060],144542,4,"",0
144,3,103,[7808],[3090],146020,4,"",0
145,3,104,[7808],[3120],159078,4,"",0
146,3,105,[7808],[3150],166924,4,"",0
147,4,0,[7809],[0],0,0,"",0
148,4,1,[7809],[30],121,0,"",6
149,4,2,[7809],[60],233,0,"",13
150,4,3,[7809],[90],396,0,"",20
151,4,4,[7809],[120],598,0,"",25
152,4,5,[7809],[150],850,0,"",29
153,4,6,[7809],[180],1111,0,"",35
154,4,7,[7809],[210],1273,0,"",0
155,4,8,[7809],[240],1385,0,"",0
156,4,9,[7809],[270],1576,0,"",0
157,4,10,[7809],[300],1714,0,"",0
158,4,11,[7809],[330],1811,0,"",0
159,4,12,[7809],[360],2072,0,"",0
160,4,13,[7809],[390],2235,0,"",0
161,4,14,[7809],[420],2205,0,"",0
162,4,15,[7809],[450],2345,0,"",0
163,4,16,[7809],[480],2402,0,"",0
164,4,17,[7809],[510],2369,0,"",0
165,4,18,[7809],[540],2581,0,"",0
166,4,19,[7809],[570],2709,0,"",0
167,4,20,[7809],[600],2736,0,"",0
168,4,21,[7809],[630],2981,0,"",0
169,4,22,[7809],[660],3128,0,"",0
170,4,23,[7809],[690],3160,0,"",0
171,4,24,[7809],[720],3443,0,"",0
172,4,25,[7809],[750],3612,0,"",0
173,4,26,[7809],[780],3649,0,"",0
174,4,27,[7809],[810],3976,0,"",0
175,4,28,[7809],[840],4172,0,"",0
176,4,29,[7809],[870],4215,0,"",0
177,4,30,[7809],[900],4591,0,"",0
178,4,31,[7809],[930],4818,0,"",0
179,4,32,[7809],[960],4867,0,"",0
180,4,33,[7809],[990],5302,0,"",0
181,4,34,[7809],[1020],5564,0,"",0
182,4,35,[7809],[1050],5621,0,"",0
183,4,36,[7809],[1080],6123,0,"",0
184,4,37,[7809],[1110],6425,0,"",0
185,4,38,[7809],[1140],6491,0,"",0
186,4,39,[7809],[1170],7072,0,"",0
187,4,40,[7809],[1200],7420,0,"",0
188,4,41,[7809],[1230],7496,0,"",0
189,4,42,[7809],[1260],8167,0,"",0
190,4,43,[7809],[1290],8569,0,"",0
191,4,44,[7809],[1320],8657,0,"",0
192,4,45,[7809],[1350],9431,0,"",0
193,4,46,[7809],[1380],9896,0,"",0
194,4,47,[7809],[1410],9998,0,"",0
195,4,48,[7809],[1440],10892,0,"",0
196,4,49,[7809],[1470],11429,0,"",0
197,4,50,[7809],[1500],11546,0,"",0
198,4,51,[7809],[1530],12578,0,"",0
199,4,52,[7809],[1560],13199,0,"",0
200,4,53,[7809],[1590],13334,0,"",0
201,4,54,[7809],[1620],14526,0,"",0
202,4,55,[7809],[1650],15242,0,"",0
203,4,56,[7809],[1680],15398,0,"",0
204,4,57,[7809],[1710],16775,0,"",0
205,4,58,[7809],[1740],17603,0,"",0
206,4,59,[7809],[1770],17783,0,"",0
207,4,60,[7809],[1800],19373,0,"",0
208,4,61,[7809],[1830],20328,0,"",0
209,4,62,[7809],[1860],20536,0,"",0
210,4,63,[7809],[1890],22373,0,"",0
211,4,64,[7809],[1920],23476,0,"",0
212,4,65,[7809],[1950],23716,0,"",0
213,4,66,[7809],[1980],25837,0,"",0
214,4,67,[7809],[2010],27111,0,"",0
215,4,68,[7809],[2040],27388,0,"",0
216,4,69,[7809],[2070],29838,0,"",0
217,4,70,[7809],[2100],31309,0,"",0
218,4,71,[7809],[2130],31629,0,"",0
219,4,72,[7809],[2160],34458,0,"",0
220,4,73,[7809],[2190],36157,0,"",0
221,4,74,[7809],[2220],36527,0,"",0
222,4,75,[7809],[2250],39794,0,"",0
223,4,76,[7809],[2280],41756,0,"",0
224,4,77,[7809],[2310],42183,0,"",0
225,4,78,[7809],[2340],45956,0,"",0
226,4,79,[7809],[2370],48222,0,"",0
227,4,80,[7809],[2400],48715,0,"",0
228,4,81,[7809],[2430],53072,0,"",0
229,4,82,[7809],[2460],55689,0,"",0
230,4,83,[7809],[2490],56258,0,"",0
231,4,84,[7809],[2520],61290,0,"",0
232,4,85,[7809],[2550],64312,0,"",0
233,4,86,[7809],[2580],64970,0,"",0
234,4,87,[7809],[2610],70780,0,"",0
235,4,88,[7809],[2640],74271,0,"",0
236,4,89,[7809],[2670],75030,0,"",0
237,4,90,[7809],[2700],81740,0,"",0
238,4,91,[7809],[2730],85771,0,"",0
239,4,92,[7809],[2760],86648,0,"",0
240,4,93,[7809],[2790],94398,0,"",0
241,4,94,[7809],[2820],99053,0,"",0
242,4,95,[7809],[2850],100066,0,"",0
243,4,96,[7809],[2880],109015,0,"",0
244,4,97,[7809],[2910],114391,0,"",0
245,4,98,[7809],[2940],115561,0,"",0
246,4,99,[7809],[2970],125895,0,"",0
247,4,100,[7809],[3000],132104,0,"",0
248,4,101,[7809],[3030],133455,0,"",0
249,4,102,[7809],[3060],145390,0,"",0
250,4,103,[7809],[3090],152560,0,"",0
251,4,104,[7809],[3120],154120,0,"",0
252,4,105,[7809],[3150],167903,0,"",0
253,7,0,[7811],[0],0,0,"",0
254,7,1,[7811],[15],96,0,"",0
255,7,2,[7811],[40],203,0,"",0
256,7,3,[7811],[75],366,0,"",0
257,7,4,[7811],[100],520,0,"",0
258,7,5,[7811],[125],763,0,"",0
259,7,6,[7811],[150],1136,0,"",0
260,7,7,[7811],[175],1349,0,"",0
261,7,8,[7811],[200],1661,0,"",0
262,7,9,[7811],[225],2007,0,"",0
263,7,10,[7811],[250],2213,0,"",0
264,8,0,[7812],[0],0,0,"",0
265,8,1,[7812],[30],101,0,"",6
266,8,2,[7812],[60],261,0,"",13
267,8,3,[7812],[90],451,0,"",20
268,8,4,[7812],[120],719,0,"",25
269,8,5,[7812],[150],1021,0,"",29
270,8,6,[7812],[180],1379,0,"",35
271,8,7,[7812],[210],1658,0,"",0
272,8,8,[7812],[240],1808,0,"",0
273,8,9,[7812],[270],2077,0,"",0
274,8,10,[7812],[300],2259,0,"",0
275,8,11,[7812],[330],2377,0,"",0
276,8,12,[7812],[360],2721,0,"",0
277,8,13,[7812],[390],2970,0,"",0
278,8,14,[7812],[420],2929,0,"",0
279,8,15,[7812],[450],3116,0,"",0
280,8,16,[7812],[480],3191,0,"",0
281,8,17,[7812],[510],3148,0,"",0
282,8,18,[7812],[540],3429,0,"",0
283,8,19,[7812],[570],3599,0,"",0
284,8,20,[7812],[600],3635,0,"",0
285,8,21,[7812],[630],3961,0,"",0
286,8,22,[7812],[660],4156,0,"",0
287,8,23,[7812],[690],4198,0,"",0
288,8,24,[7812],[720],4574,0,"",0
289,8,25,[7812],[750],4799,0,"",0
290,8,26,[7812],[780],4848,0,"",0
291,8,27,[7812],[810],5282,0,"",0
292,8,28,[7812],[840],5543,0,"",0
293,8,29,[7812],[870],5599,0,"",0
294,8,30,[7812],[900],6100,0,"",0
295,8,31,[7812],[930],6401,0,"",0
296,8,32,[7812],[960],6466,0,"",0
297,8,33,[7812],[990],7044,0,"",0
298,8,34,[7812],[1020],7392,0,"",0
299,8,35,[7812],[1050],7467,0,"",0
300,8,36,[7812],[1080],8135,0,"",0
301,8,37,[7812],[1110],8537,0,"",0
302,8,38,[7812],[1140],8624,0,"",0
303,8,39,[7812],[1170],9395,0,"",0
304,8,40,[7812],[1200],9858,0,"",0
305,8,41,[7812],[1230],9959,0,"",0
306,8,42,[7812],[1260],10850,0,"",0
307,8,43,[7812],[1290],11385,0,"",0
308,8,44,[7812],[1320],11501,0,"",0
309,8,45,[7812],[1350],12530,0,"",0
310,8,46,[7812],[1380],13148,0,"",0
311,8,47,[7812],[1410],13282,0,"",0
312,8,48,[7812],[1440],14470,0,"",0
313,8,49,[7812],[1470],15184,0,"",0
314,8,50,[7812],[1500],15339,0,"",0
315,8,51,[7812],[1530],16711,0,"",0
316,8,52,[7812],[1560],17535,0,"",0
317,8,53,[7812],[1590],17714,0,"",0
318,8,54,[7812],[1620],19298,0,"",0
319,8,55,[7812],[1650],20250,0,"",0
320,8,56,[7812],[1680],20457,0,"",0
321,8,57,[7812],[1710],22287,0,"",0
322,8,58,[7812],[1740],23386,0,"",0
323,8,59,[7812],[1770],23625,0,"",0
324,8,60,[7812],[1800],25738,0,"",0
325,8,61,[7812],[1830],27007,0,"",0
326,8,62,[7812],[1860],27283,0,"",0
327,8,63,[7812],[1890],29723,0,"",0
328,8,64,[7812],[1920],31189,0,"",0
329,8,65,[7812],[1950],31508,0,"",0
330,8,66,[7812],[1980],34326,0,"",0
331,8,67,[7812],[2010],36018,0,"",0
332,8,68,[7812],[2040],36387,0,"",0
333,8,69,[7812],[2070],39641,0,"",0
334,8,70,[7812],[2100],41596,0,"",0
335,8,71,[7812],[2130],42021,0,"",0
336,8,72,[7812],[2160],45779,0,"",0
337,8,73,[7812],[2190],48037,0,"",0
338,8,74,[7812],[2220],48528,0,"",0
339,8,75,[7812],[2250],52868,0,"",0
340,8,76,[7812],[2280],55475,0,"",0
341,8,77,[7812],[2310],56042,0,"",0
342,8,78,[7812],[2340],61054,0,"",0
343,8,79,[7812],[2370],64065,0,"",0
344,8,80,[7812],[2400],64720,0,"",0
345,8,81,[7812],[2430],70508,0,"",0
346,8,82,[7812],[2460],73985,0,"",0
347,8,83,[7812],[2490],74742,0,"",0
348,8,84,[7812],[2520],81426,0,"",0
349,8,85,[7812],[2550],85442,0,"",0
350,8,86,[7812],[2580],86315,0,"",0
351,8,87,[7812],[2610],94035,0,"",0
352,8,88,[7812],[2640],98672,0,"",0
353,8,89,[7812],[2670],99681,0,"",0
354,8,90,[7812],[2700],108595,0,"",0
355,8,91,[7812],[2730],113951,0,"",0
356,8,92,[7812],[2760],115116,0,"",0
357,8,93,[7812],[2790],125411,0,"",0
358,8,94,[7812],[2820],131596,0,"",0
359,8,95,[7812],[2850],132942,0,"",0
360,8,96,[7812],[2880],144831,0,"",0
361,8,97,[7812],[2910],151973,0,"",0
362,8,98,[7812],[2940],153527,0,"",0
363,8,99,[7812],[2970],167257,0,"",0
364,8,100,[7812],[3000],175506,0,"",0
365,8,101,[7812],[3030],177300,0,"",0
366,8,102,[7812],[3060],193156,0,"",0
367,8,103,[7812],[3090],202682,0,"",0
368,8,104,[7812],[3120],204755,0,"",0
369,8,105,[7812],[3150],223066,0,"",0
370,5,0,[7810],"[0,0]",0,0,"",0
371,5,1,[7810],"[25,1]",110,0,"",0
372,5,2,[7810],"[50,1]",419,0,"",0
373,5,3,[7810],"[75,2]",872,0,"",0
374,5,4,[7810],"[100,2]",1437,0,"",0
375,5,5,[7810],"[125,3]",1899,0,"",0
376,9,0,[7849],[14000],0,0,"",0
377,9,1,[7849],[15000],77,0,"",0
378,9,2,[7849],[16000],166,0,"",0
379,9,3,[7849],[17000],309,0,"",0
380,9,4,[7849],[18000],467,0,"",0
381,9,5,[7849],[19000],635,0,"",0
382,9,6,[7849],[20000],1046,0,"",0
383,9,7,[7849],[21000],1246,0,"",0
384,9,8,[7849],[22000],1423,0,"",0
385,9,9,[7849],[23000],1859,0,"",0
386,9,10,[7849],[24000],1973,0,"",0
