"rownum","Id","MinLevel","MaxLevel","SpawnWeight","i32","MetadataFile","i32","DaemonSpawners","i32","i32","AbyssalDepths","i32","i32","i32","i32","i32","i32","i32","i32","i32","bool"
72,"FinalNode6Length2a",61,72,1500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest2",4,[],30,32,"",3,0,2,3,2,2,14,14,1,""
73,"FinalNode6Length2b",61,72,1500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest2",4,[],30,32,"",3,0,2,3,2,2,14,14,2,""
74,"FinalNode6Length2c",61,72,1500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest2",4,[],30,32,"",3,0,2,3,2,2,14,14,3,""
75,"FinalNode6Length3a",61,72,500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest3",4,[],31,33,"",4,0,2,3,2,2,14,14,1,""
76,"FinalNode6Length3b",61,72,500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest3",4,[],31,33,"",4,0,2,3,2,2,14,14,2,""
77,"FinalNode6Length3c",61,72,500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest3",4,[],31,33,"",4,0,2,3,2,2,14,14,3,""
78,"FinalNode6Length4a",61,72,200,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest4",4,[],40,44,"",4,0,2,3,2,2,14,14,1,""
79,"FinalNode6Length4b",61,72,200,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest4",4,[],40,44,"",4,0,2,3,2,2,14,14,2,""
80,"FinalNode6Length4c",61,72,200,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest4",4,[],40,44,"",4,0,2,3,2,2,14,14,3,""
81,"FinalNode7Length1a",73,100,1000,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest",4,[],33,35,"",2,0,2,3,2,2,15,15,1,""
82,"FinalNode7Length1b",73,100,1000,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest",4,[],33,35,"",2,0,2,3,2,2,15,15,2,""
83,"FinalNode7Length1c",73,100,1000,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest",4,[],33,35,"",2,0,2,3,2,2,15,15,3,""
84,"FinalNode7Length2a",73,100,1500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest2",4,[],34,36,"",3,0,2,3,2,2,15,15,1,""
85,"FinalNode7Length2b",73,100,1500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest2",4,[],34,36,"",3,0,2,3,2,2,15,15,2,""
86,"FinalNode7Length2c",73,100,1500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest2",4,[],34,36,"",3,0,2,3,2,2,15,15,3,""
87,"FinalNode7Length3a",73,100,500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest3",4,[],35,37,"",4,0,2,3,2,2,15,15,1,""
88,"FinalNode7Length3b",73,100,500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest3",4,[],35,37,"",4,0,2,3,2,2,15,15,2,""
89,"FinalNode7Length3c",73,100,500,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest3",4,[],35,37,"",4,0,2,3,2,2,15,15,3,""
90,"FinalNode7Length4a",73,100,200,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest4",4,[],40,44,"",4,0,2,3,2,2,15,15,1,""
91,"FinalNode7Length4b",73,100,200,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest4",4,[],40,44,"",4,0,2,3,2,2,15,15,2,""
92,"FinalNode7Length4c",73,100,200,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeChest4",4,[],40,44,"",4,0,2,3,2,2,15,15,3,""
93,"FinalNodeSubArea1",70,100,0,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeSubArea",4,[],31,33,"",4,0,2,2,2,2,14,14,1,""
94,"FinalNodeSubArea2",70,100,0,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeSubArea",4,[],31,33,"",4,0,2,2,2,2,14,14,2,""
95,"FinalNodeSubAreaLich1",78,100,247,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeSubArea",4,[],35,37,"",4,0,3,3,3,3,15,15,1,1
96,"FinalNodeSubAreaLich2",78,100,123,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeSubArea",4,[],35,37,"",4,0,3,3,3,3,15,15,1,1
97,"FinalNodeSubAreaLich2b",78,100,124,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeSubArea",4,[],35,37,"",4,0,3,3,3,3,15,15,2,1
98,"FinalNodeSubAreaLich3",98,99,0,0,"Metadata/MiscellaneousObjects/Abyss/AbyssFinalNodeSubArea",4,[],28,35,"",4,0,3,3,3,3,15,15,1,1
