"rownum","Id","IsSupport","AllowedActiveSkillTypes","BaseEffectiveness","IncrementalEffectiveness","SupportGemLetter","i32","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32","[i32]","bool","i32","CastTime","ActiveSkill","bool","bool","[i32]","rid","MultiPartAchievement","bool","SupportWeaponRestrictions","GrantedEffect","i32","i32","i32","bool"
52,"ReliquaryMonsterFireball","",[],3.8889,0.04,"",3,[],[],"",0,[],"",2,2500,45,"","",[],"","","",[],"",0,7,0,""
53,"FireballIncusionFire","",[],0.9722,0.05,"",3,[],[],"",0,[],"",2,1200,45,"","",[],"","","",[],"",0,14,0,""
54,"FireballIncusionLightning","",[],1.0938,0.05,"",3,[],[],"",0,[],"",2,1200,45,"","",[],"","","",[],"",0,15,0,""
55,"FireballIncursionChaos","",[],2,0.025,"",3,[],[],"",0,[],"",2,1200,45,"","",[],"","","",[],"",0,16,0,""
56,"FireballTaowuDash","",[],6.2,0.04,"",3,[],[],"",0,[],"",2,1200,45,"","",[],"","","",[],"",0,18,0,""
57,"FireballTaowuCombo","",[],2.33,0.038,"",3,[],[],"",0,[],"",2,1830,45,"","",[],"","","",[],"",0,17,0,""
58,"IceNova","",[],1.6555,0.0436,"",3,[],[],"",1291143349,[],"",2,700,42,"","",[],"","","",[],"",1,4,0,""
59,"IceNovaRoyale","",[],1.76,0.0364,"",3,[],[],"",-1988950926,[],"",2,800,42,"","",[],"","","",[],"",1,4,0,""
60,"BloodNovaStrIntBoss","",[],1.7727,0.042,"",3,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,0,0,""
61,"IceNovaOnDamageTakenInvasion","",[],1.7727,0.042,"",3,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,0,0,""
62,"IceNovaOnHitCannibalMaleMapBoss","",[],1.7727,0.042,"",3,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,0,0,""
63,"IceNovaOnDeathWaterElemental","",[],1.7727,0.042,"",3,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,0,0,""
64,"IceNovaOnDeathStrMission","",[],2.7273,0.03,"",3,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,0,0,""
65,"DarkSeawitchIceNova","",[],1.7727,0.042,"",3,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,0,0,""
66,"ProphecyBloodNova","",[],1.95,0.042,"",3,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,0,0,""
67,"VaalIceNova","",[],1.7987,0.0364,"",3,[],[],"",549257270,[],"",2,700,43,"","",[],"","","",[],"",0,4,0,""
68,"TormentSpiritVaalIceNova","",[],1.5,0.042,"",3,[],[],"",0,[],"",2,800,43,"","",[],"","","",[],"",0,0,0,""
69,"StrMissionIceNovaTotem","",[],1.2727,0.0455,"",4,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,0,0,""
70,"WbIceNova","",[],1.2727,0.0455,"",3,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,0,0,""
71,"GhostIceNova","",[],2.7273,0.035,"",3,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,0,0,""
72,"EssenceDaemonIceNovaRepeat","",[],1.2727,0.0455,"",3,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,0,0,""
73,"ProphecyIceNovaTotems","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,2,0,""
74,"TotemMapBossIceNovaTotems","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,2,0,""
75,"IceNovaTrapSideAreaBoss","",[],1.8182,0.034,"",4,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,0,0,""
76,"IceNovaWaterElementalMap","",[],1.0873,0.034,"",4,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",1,0,0,""
77,"IceNovaWaterElemental","",[],0.8364,0.0304,"",4,[],[],"",0,[],"",2,1000,42,"","",[],"","","",[],"",0,0,0,""
78,"IceNovaWaterElementalHellscape","",[],0.8364,0.0304,"",4,[],[],"",0,[],"",2,1000,987,"","",[],"","","",[],"",888,0,0,""
79,"IceNovaWaterElementalMetamorphosis","",[],0.8364,0.0304,"",4,[],[],"",0,[],"",2,800,987,"","",[],"","","",[],"",317,0,0,""
80,"IceNovaWaterElementalInvasion","",[],0.8364,0.0304,"",4,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,0,0,""
81,"MonsterTotemIceNova","",[],0.9727,0.0333,"",4,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,0,0,""
82,"PopUpTotemIceNova","",[],1.4545,0.052,"",4,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,0,0,""
83,"WbIceNovaSupport","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,0,0,""
84,"WbIceNovaSupport2","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,4,0,""
85,"TotemBossTeamAAtollIceNovaChilledGround","",[],2.9455,0.06,"",3,[],[],"",0,[],"",2,3500,42,"","",[],"","","",[],"",1,4,0,""
86,"IzaroDaemonIceNova","",[],1.3636,0.035,"",3,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,0,0,""
87,"TempestDaemonIceNova","",[],4.5,0.06,"",3,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,0,0,""
88,"ShrineIceNova","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,4,0,""
89,"ShrineIceNovaPlayer","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,4,0,""
90,"EssenceDaemonIceNova","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,0,0,""
91,"WestIceNovaDaemon","",[],1.5,0.038,"",3,[],[],"",0,[],"",2,500,42,"","",[],"","","",[],"",0,0,0,""
92,"WestIceNovaAttachedDaemon","",[],2.5,0.04,"",3,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,0,0,""
93,"WestIceNovaTriggered","",[],0.9313,0.05,"",3,[],[],"",0,[],"",2,2800,42,"","",[],"","","",[],"",0,0,0,""
94,"ChestIceNova","",[],3.1818,0.062,"",3,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],"",0,4,0,""
95,"VaalIncursionIceNova","",[],3.1818,0.062,"",3,[],[],"",0,[],"",2,3430,42,"","",[],"","","",[],"",0,0,0,""
96,"LeapSlam","",[],0,0,"",1,[],[],"",-1852109096,[],"",2,1400,15,"","",[],"","","",[],"",0,19,0,""
97,"LeapSlamRoyale","",[],0,0,"",1,[],[],"",-1225498524,[],"",2,1400,15,"","",[],"","","",[],"",0,19,0,""
98,"DarkExileLeapSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1400,15,"","",[],"","","",[],"",0,0,0,""
99,"KaomLeapSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1400,15,"","",[],"","","",[],"",0,0,0,""
100,"Sweep","",[],0.67,0.0233,"",1,[],[],"",1827840414,[],"",2,1150,0,"","",[],"","","",[],"",0,0,0,""
101,"SweepRoyale","",[],0.67,0.023,"",1,[],[],"",-201102793,[],"",2,1150,0,"","",[],"","","",[],"",0,0,0,""
102,"VaalSweep","",[],0,0,"",1,[],[],"",168077491,[],"",2,1150,1,"","",[],"","","",[],"",0,0,0,""
103,"ExileSweep","",[],0,0,"",1,[],[],"",0,[],"",2,1150,0,"","",[],"","","",[],"",0,0,0,""
104,"WbLightningEliteSweep","",[],0,0,"",1,[],[],"",0,[],"",2,1150,0,"","",[],"","","",[],"",0,0,0,""
105,"BanditSweep","",[],0,0,"",4,[],[],"",0,[],"",2,1150,0,"","",[],"","","",[],"",0,0,0,""
106,"SkeletonBossCrossroadsSweep","",[],0,0,"",4,[],[],"",0,[],"",2,1150,0,"","",[],"","","",[],"",0,1,0,""
107,"ExileVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],"",0,0,0,""
108,"GladiatorBossEliteVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],"",0,0,0,""
109,"WbVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],"",0,0,0,""
110,"DarkExileVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],"",0,0,0,""
111,"BullBossVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],"",0,0,0,""
112,"RockGolemSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],"",2,0,0,""
113,"RockGolemMonsterSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],"",2,0,0,""
114,"RockGolemSlamTriggered1","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],"",2,0,0,""
115,"RockGolemSlamTriggered2","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],"",2,0,0,""
116,"RockGolemSlamTriggered3","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],"",2,0,0,""
117,"RockGolemSlamTriggered4","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],"",2,0,0,""
118,"RockGolemSlamTriggered5","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],"",2,0,0,""
119,"RockGolemSlamTriggered6","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],"",2,0,0,""
120,"ScorpionBurrowSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],"",2,1,0,""
121,"GoatmanMonsterSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],"",0,11,0,""
122,"RockGolemSlamMinotaur","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],"",0,0,0,""
123,"CoralGolemSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],"",326,0,0,""
124,"DemonModularSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],"",0,9,0,""
125,"BestiaryBeastMonsterSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],"",2,0,0,""
126,"SentinelHolySlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],51,"","",[],"",0,28,0,""
127,"SentinelHolySlamBloodGuard","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],51,"","",[],"",0,30,0,""
128,"SentinelHolySlamFaithGuard","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],51,"","",[],"",0,32,0,""
129,"SentinelHolySlamCelestial","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],51,"","",[],"",0,34,0,""
130,"SentinelHolySlamCelestialDominating","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],51,"","",[],"",0,52,0,""
131,"SentinelHolySlamDemonic","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],51,"","",[],"",0,37,0,""
132,"SentinelHolySlamEmpyrean","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],51,"","",[],"",0,39,0,""
133,"SentinelHolySlamPolarisWhite","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],51,"","",[],"",0,42,0,""
134,"SentinelHolySlamDragonHunter","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],51,"","",[],"",0,44,0,""
135,"BetrayalSentinelUnholySlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],51,"","",[],"",0,35,0,""
136,"DjinnSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],"",2,0,0,""
137,"GroundSlamBrute","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,""
138,"GroundSlamStatue","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,""
139,"GroundSlamStatueInvasion","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,""
140,"BloodlinesMudElementalGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,""
141,"BloodlinesBloodElementalBloodGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,1,0,""
142,"ProphecyBloodGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,""
143,"ExileGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,""
144,"AxisBossGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,2,0,""
145,"DropBearSummonedGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,""
146,"ShieldCrabGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,5,0,""
147,"WbGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,""
148,"WbGroundSlamFireElite","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,""
149,"ProphecyZombieGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,""
150,"KaruiSpiritGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,""
151,"TalismanGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,""
152,"DarkExileGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,""
153,"BestiaryKiwethGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,""
154,"KaomWarriorGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,324,"","",[],"","","",[],"",0,0,0,""
155,"KaomWarriorGroundSlamSynthesis","",[],0,0,"",4,[],[],"",0,[],"",2,1000,324,"","",[],"","","",[],"",0,0,0,""
156,"HellionGreustGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,2,0,""
157,"GroundSlamBeast","",[],0,0,"",1,[],[],"",0,[],"",2,1000,4,"","",[],13,"","",[],"",0,0,0,""
158,"GroundSlamFormosanBeastiary","",[],0,0,"",1,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,""
159,"AbyssBoneHuskSpellNova","",[],2,0.03,"",4,[],[],"",0,[],"",2,1000,880,"","",[],"","","",[],"",0,9,0,""
160,"AbyssUndyingSpellNova","",[],1.5,0.033,"",4,[],[],"",0,[],"",2,1000,880,"","",[],"","","",[],"",0,14,0,""
161,"BestiaryChimeraSpiritSpellNova","",[],1.5,0.033,"",4,[],[],"",0,[],"",2,1000,880,"","",[],"","","",[],"",0,9,0,""
162,"AbyssLichBoss2SpellNova","",[],1.25,0.04,"",4,[],[],"",0,[],"",2,1000,880,"","",[],"","","",[],"",0,13,0,""
163,"Cleave","",[],0.67,0.0233,"",1,[],[],"",-550392008,[],"",2,1000,6,"","",[],"","","",[],"",0,0,0,""
164,"CleaveRoyale","",[],0.67,0.0233,"",1,[],[],"",105969870,[],"",2,1000,6,"","",[],"","","",[],"",0,0,0,""
165,"MonsterCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,3,0,""
166,"MonsterCleaveWithEffect","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,0,0,""
167,"VaalSideAreaBossVendigoCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,0,0,""
168,"TaniwhaCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,0,0,""
169,"BreachBossCleavePhysical","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,0,0,""
170,"WbCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,0,0,""
171,"WbChaosLeaderCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,0,0,""
172,"BeastCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,3,0,""
173,"ExileCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,0,0,""
174,"ExileCleaveStun","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,0,0,""
175,"KitavaDemonCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,0,0,""
176,"VultureBossCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,3,0,""
177,"BanditBearCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,3,0,""
178,"ArakaaliCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,3,0,""
179,"UnholyTrioCleave","",[],1,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,3,0,""
180,"AbyssLichCleave","",[],1,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,3,0,""
181,"BestiaryLynxCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,0,0,""
182,"HeraldOfAgonyMinionCleave","",[],1,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,3,0,""
183,"LegionEternalEmpireMeleeCleave","",[],1,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,5,0,""
184,"NewShieldCharge","",[],1.78,0.0173,"",1,[],[],"",-287394882,[],"",2,1000,10,"","",[],"","","",[],"",0,0,0,""
185,"NewShieldChargeRoyale","",[],2,0.0178,"",1,[],[],"",1453068048,[],"",2,1000,10,"","",[],"","","",[],"",0,0,0,""
186,"ShieldCharge","",[],0,0,"",1,[],[],"",1904309587,[],"",2,1000,8,"","",[],"","","",[],"",0,0,0,""
187,"RhoaShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",0,0,0,""
188,"RhoaTableChargeTaunt","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],"",0,0,0,""
189,"RhoaShieldChargeTaunt","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",1,0,0,""
190,"RhoaShieldChargeTauntHarvest","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",1,0,0,""
191,"RhoaShieldChargeTauntUnique","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",2,0,0,""
192,"HarvestBearBossChargeNear","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",1,0,0,""
193,"HarvestBearBossChargeMediumNear","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",1,0,0,""
194,"HarvestBearBossChargeFar","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",1,0,0,""
195,"HarvestBeastCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",1,1,0,""
