"rownum","BaseItemTypesKey","AddedModsKeys","NegativeWeight_TagsKeys","NegativeWeight_Values","ForcedAddModsKeys","ForbiddenDelveCraftingTagsKeys","AllowedDelveCraftingTagsKeys","CanMirrorItem","CorruptedEssenceChance","CanImproveQuality","CanRollEnchant","HasLuckyRolls","SellPrice_ModsKeys","CanRollWhiteSockets","Weight_TagsKeys","Weight_Values","DelveCraftingModifierDescriptionsKeys","BlockedDelveCraftingModifierDescriptionsKeys","bool","bool"
41,9016,[],[321],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,70]","[60,78]","",""
42,9017,[],[639],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,42]","[61,41]","",""
43,9018,[],[319],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,71]","[62,20,26]","",""
44,9019,[],[641],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,72]","[63,79,16]","",""
45,9020,[],[324],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,37]","[43,22]","",""
46,9021,[],[313],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,27]","[45,10]","",""
47,9022,[],[320],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,65]","[46,74]","",""
48,9023,[],[323],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,36]","[47,21]","",""
49,9024,[],[311],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,30]","[48,13]","",""
50,9025,[],[316],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,32]","[49,17]","",""
51,9026,[],[27],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,66]","[50,75]","",""
52,9027,[],[309],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,28]","[51,11]","",""
53,9028,[],[318],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,34]","[52,15]","",""
54,9029,[],[317],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,33]","[53,18]","",""
55,9030,[],[637],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,67]","[54,76]","",""
56,9031,[],[645],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,68]","[55,77]","",""
57,9032,[],[630],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,40]","[56,39]","",""
58,9033,[],[310],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,29]","[57,12]","",""
59,9034,[],[312],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,31]","[58,14]","",""
60,9035,[],[34],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,69]","[59,19,25]","",""
61,9036,[],[321],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,70]","[60,78]","",""
62,9037,[],[639],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,42]","[61,41]","",""
63,9038,[],[319],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,71]","[62,20,26]","",""
64,9039,[],[641],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,72]","[63,79,16]","",""
65,9040,[],[324],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,37]","[43,22]","",""
66,9041,[],[638],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,64]","[44,73]","",""
67,9042,[],[320],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,65]","[46,74]","",""
68,9043,[],[323],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,36]","[47,21]","",""
69,9044,[],[311],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,30]","[48,13]","",""
70,9045,[],[316],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,32]","[49,17]","",""
71,9046,[],[27],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,66]","[50,75]","",""
72,9047,[],[309],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,28]","[51,11]","",""
73,9048,[],[318],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,34]","[52,15]","",""
74,9049,[],[317],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,33]","[53,18]","",""
75,9050,[],[637],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,67]","[54,76]","",""
76,9051,[],[645],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,68]","[55,77]","",""
77,9052,[],[630],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,40]","[56,39]","",""
78,9053,[],[310],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,29]","[57,12]","",""
79,9054,[],[312],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,31]","[58,14]","",""
80,9055,[],[34],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,69]","[59,19,25]","",""
81,9056,[],[321],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,70]","[60,78]","",""
82,9057,[],[639],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,42]","[61,41]","",""
83,9058,[],[319],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,71]","[62,20,26]","",""
84,9059,[],[641],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,72]","[63,79,16]","",""
85,9060,[],[324],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,37]","[43,22]","",""
86,9061,[],[638],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,64]","[44,73]","",""
87,9062,[],[313],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,27]","[45,10]","",""
88,9063,[],[323],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,36]","[47,21]","",""
89,9064,[],[311],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,30]","[48,13]","",""
90,9065,[],[316],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,32]","[49,17]","",""
91,9066,[],[27],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,66]","[50,75]","",""
92,9067,[],[309],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,28]","[51,11]","",""
93,9068,[],[318],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,34]","[52,15]","",""
94,9069,[],[317],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,33]","[53,18]","",""
95,9070,[],[637],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,67]","[54,76]","",""
96,9071,[],[645],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,68]","[55,77]","",""
97,9072,[],[630],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,40]","[56,39]","",""
98,9073,[],[310],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,29]","[57,12]","",""
99,9074,[],[312],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,31]","[58,14]","",""
100,9075,[],[34],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,69]","[59,19,25]","",""
101,9076,[],[321],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,70]","[60,78]","",""
102,9077,[],[639],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,42]","[61,41]","",""
103,9078,[],[319],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,71]","[62,20,26]","",""
104,9079,[],[641],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,72]","[63,79,16]","",""
105,9080,[],[324],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,37]","[43,22]","",""
106,9081,[],[638],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,64]","[44,73]","",""
107,9082,[],[313],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,27]","[45,10]","",""
108,9083,[],[320],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,65]","[46,74]","",""
109,9084,[],[311],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,30]","[48,13]","",""
110,9085,[],[316],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,32]","[49,17]","",""
111,9086,[],[27],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,66]","[50,75]","",""
112,9087,[],[309],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,28]","[51,11]","",""
113,9088,[],[318],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,34]","[52,15]","",""
114,9089,[],[317],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,33]","[53,18]","",""
115,9090,[],[637],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,67]","[54,76]","",""
116,9091,[],[645],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,68]","[55,77]","",""
117,9092,[],[630],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,40]","[56,39]","",""
118,9093,[],[310],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,29]","[57,12]","",""
119,9094,[],[312],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,31]","[58,14]","",""
120,9095,[],[34],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,69]","[59,19,25]","",""
121,9096,[],[321],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,70]","[60,78]","",""
122,9097,[],[639],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,42]","[61,41]","",""
123,9098,[],[319],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,71]","[62,20,26]","",""
124,9099,[],[641],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,72]","[63,79,16]","",""
125,9100,[],[324],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,37]","[43,22]","",""
126,9101,[],[638],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,64]","[44,73]","",""
127,9102,[],[313],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,27]","[45,10]","",""
128,9103,[],[320],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,65]","[46,74]","",""
129,9104,[],[323],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,36]","[47,21]","",""
130,9105,[],[316],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,32]","[49,17]","",""
131,9106,[],[27],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,66]","[50,75]","",""
132,9107,[],[309],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,28]","[51,11]","",""
133,9108,[],[318],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,34]","[52,15]","",""
134,9109,[],[317],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,33]","[53,18]","",""
135,9110,[],[637],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,67]","[54,76]","",""
136,9111,[],[645],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,68]","[55,77]","",""
137,9112,[],[630],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,40]","[56,39]","",""
138,9113,[],[310],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,29]","[57,12]","",""
139,9114,[],[312],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,31]","[58,14]","",""
140,9115,[],[34],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,69]","[59,19,25]","",""
141,9116,[],[321],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,70]","[60,78]","",""
142,9117,[],[639],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,42]","[61,41]","",""
143,9118,[],[319],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,71]","[62,20,26]","",""
144,9119,[],[641],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,72]","[63,79,16]","",""
145,9120,[],[324],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,37]","[43,22]","",""
146,9121,[],[638],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,64]","[44,73]","",""
147,9122,[],[313],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,27]","[45,10]","",""
148,9123,[],[320],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,65]","[46,74]","",""
149,9124,[],[323],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,36]","[47,21]","",""
150,9125,[],[311],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,30]","[48,13]","",""
151,9126,[],[27],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,66]","[50,75]","",""
152,9127,[],[309],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,28]","[51,11]","",""
153,9128,[],[318],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,34]","[52,15]","",""
154,9129,[],[317],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,33]","[53,18]","",""
155,9130,[],[637],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,67]","[54,76]","",""
156,9131,[],[645],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,68]","[55,77]","",""
157,9132,[],[630],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,40]","[56,39]","",""
158,9133,[],[310],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,29]","[57,12]","",""
159,9134,[],[312],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,31]","[58,14]","",""
160,9135,[],[34],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,69]","[59,19,25]","",""
161,9136,[],[321],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,70]","[60,78]","",""
162,9137,[],[639],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,42]","[61,41]","",""
163,9138,[],[319],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,71]","[62,20,26]","",""
164,9139,[],[641],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,72]","[63,79,16]","",""
165,9140,[],[324],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,37]","[43,22]","",""
166,9141,[],[638],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,64]","[44,73]","",""
167,9142,[],[313],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,27]","[45,10]","",""
168,9143,[],[320],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,65]","[46,74]","",""
169,9144,[],[323],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,36]","[47,21]","",""
170,9145,[],[311],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,30]","[48,13]","",""
171,9146,[],[316],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,32]","[49,17]","",""
172,9147,[],[309],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,28]","[51,11]","",""
173,9148,[],[318],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,34]","[52,15]","",""
174,9149,[],[317],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,33]","[53,18]","",""
175,9150,[],[637],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,67]","[54,76]","",""
176,9151,[],[645],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,68]","[55,77]","",""
177,9152,[],[630],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,40]","[56,39]","",""
178,9153,[],[310],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,29]","[57,12]","",""
179,9154,[],[312],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,31]","[58,14]","",""
180,9155,[],[34],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,69]","[59,19,25]","",""
181,9156,[],[321],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,70]","[60,78]","",""
182,9157,[],[639],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,42]","[61,41]","",""
183,9158,[],[319],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,71]","[62,20,26]","",""
184,9159,[],[641],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,72]","[63,79,16]","",""
185,9160,[],[324],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,37]","[43,22]","",""
186,9161,[],[638],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,64]","[44,73]","",""
187,9162,[],[313],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,27]","[45,10]","",""
188,9163,[],[320],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,65]","[46,74]","",""
189,9164,[],[323],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,36]","[47,21]","",""
190,9165,[],[311],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,30]","[48,13]","",""
191,9166,[],[316],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,32]","[49,17]","",""
192,9167,[],[27],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,66]","[50,75]","",""
193,9168,[],[318],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,34]","[52,15]","",""
194,9169,[],[317],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,33]","[53,18]","",""
195,9170,[],[637],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,67]","[54,76]","",""
196,9171,[],[645],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,68]","[55,77]","",""
197,9172,[],[630],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,40]","[56,39]","",""
198,9173,[],[310],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,29]","[57,12]","",""
199,9174,[],[312],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,31]","[58,14]","",""
200,9175,[],[34],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,69]","[59,19,25]","",""
201,9176,[],[321],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,70]","[60,78]","",""
202,9177,[],[639],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,42]","[61,41]","",""
203,9178,[],[319],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,71]","[62,20,26]","",""
204,9179,[],[641],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,72]","[63,79,16]","",""
205,9180,[],[324],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,37]","[43,22]","",""
206,9181,[],[638],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,64]","[44,73]","",""
207,9182,[],[313],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,27]","[45,10]","",""
208,9183,[],[320],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,65]","[46,74]","",""
209,9184,[],[323],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,36]","[47,21]","",""
210,9185,[],[311],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,30]","[48,13]","",""
211,9186,[],[316],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,32]","[49,17]","",""
212,9187,[],[27],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,66]","[50,75]","",""
213,9188,[],[309],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,28]","[51,11]","",""
214,9189,[],[317],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,33]","[53,18]","",""
215,9190,[],[637],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,67]","[54,76]","",""
216,9191,[],[645],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,68]","[55,77]","",""
217,9192,[],[630],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,40]","[56,39]","",""
218,9193,[],[310],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,29]","[57,12]","",""
219,9194,[],[312],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,31]","[58,14]","",""
220,9195,[],[34],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,69]","[59,19,25]","",""
221,9196,[],[321],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,70]","[60,78]","",""
222,9197,[],[639],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,42]","[61,41]","",""
223,9198,[],[319],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,71]","[62,20,26]","",""
224,9199,[],[641],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,72]","[63,79,16]","",""
225,9200,[],[324],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,37]","[43,22]","",""
226,9201,[],[638],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,64]","[44,73]","",""
227,9202,[],[313],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,27]","[45,10]","",""
228,9203,[],[320],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,65]","[46,74]","",""
229,9204,[],[323],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,36]","[47,21]","",""
230,9205,[],[311],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,30]","[48,13]","",""
231,9206,[],[316],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,32]","[49,17]","",""
232,9207,[],[27],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,66]","[50,75]","",""
233,9208,[],[309],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,28]","[51,11]","",""
234,9209,[],[318],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,34]","[52,15]","",""
235,9210,[],[637],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,67]","[54,76]","",""
236,9211,[],[645],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,68]","[55,77]","",""
237,9212,[],[630],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,40]","[56,39]","",""
238,9213,[],[310],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,29]","[57,12]","",""
239,9214,[],[312],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,31]","[58,14]","",""
240,9215,[],[34],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,69]","[59,19,25]","",""
241,9216,[],[321],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,70]","[60,78]","",""
242,9217,[],[639],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,42]","[61,41]","",""
243,9218,[],[319],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,71]","[62,20,26]","",""
244,9219,[],[641],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,72]","[63,79,16]","",""
245,9220,[],[324],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,37]","[43,22]","",""
246,9221,[],[638],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,64]","[44,73]","",""
247,9222,[],[313],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,27]","[45,10]","",""
