"rownum","Id","i32","DisplayString","Name"
429,"labyrinth_end_area",1331911130,"",""
430,"old_fields_area",-265403006,"",""
431,"archives_area",-1211213917,"",""
432,"labyrinth_OH_area",-779896387,"",""
433,"temple_of_decay_area",-2080168042,"",""
434,"arachnid_tomb_map_area",-312586874,"",""
435,"cemetery_map_area",75170671,"",""
436,"quay_area",1529258141,"",""
437,"local_item_quality",-108848762,"",""
438,"synthesised_monster2",-487227875,"<rgb(175,238,238)>{Synthesised}",""
439,"core_map_area",2106052595,"",""
440,"breachstone2",260361620,"",""
441,"breachstone3",1575961709,"",""
442,"breachstone4",1085250937,"",""
443,"breach_blessing",2144013449,"",""
444,"corrupted_vaal",-1738705889,"<rgb(212, 0, 0)>{Corrupted}",""
445,"shaper_divination",-1202642179,"",""
446,"elder_divination",538312549,"",""
447,"fire_prison_area",1035217270,"",""
448,"synthesis_area",-746517959,"",""
449,"attack_staff",765125441,"",""
450,"attack_dagger",-1708661606,"",""
451,"legion_monster",932477852,"",""
452,"has_percent_mana_mod",198168397,"",""
453,"ringatlas3",-1007621430,"",""
454,"ringatlas4",1124329052,"",""
455,"rare_monster_pack",463025022,"<rgb(255, 255, 0)>{Minion}",""
456,"weapon_can_roll_minion_modifiers",-44836073,"",""
457,"wandatlas1",1429893026,"",""
458,"has_atlas_mission",1175934164,"",""
459,"legion_splinter",-690072327,"",""
460,"has_mana_cost_mod",-365519480,"",""
461,"unique_shard",816597144,"",""
462,"unique_shard_base",785597768,"",""
463,"infected_map",-500027408,"",""
464,"can_be_infected_map",-2003763721,"",""
465,"mushrune",781803728,"",""
466,"blight_death_fire",-1384901705,"",""
467,"blight_death_cold",1763834157,"",""
468,"blight_death_lightning",430000549,"",""
469,"blight_death_physical",96176211,"",""
470,"blight_death_chaos",-745021882,"",""
471,"blight_doesnt_engage",1116224885,"Doesn't engage nearby Enemies",""
472,"map_area_with_open_water",-307966985,"",""
473,"vile_areas",-1084783420,"",""
474,"no_frenzy_charge_on_death",168791221,"",""
475,"no_soul_conduit",-702946340,"",""
476,"no_fractured",1960011743,"",""
477,"boots_crusader",-1624914186,"",""
478,"boots_adjudicator",326261620,"",""
479,"boots_eyrie",262881481,"",""
480,"boots_basilisk",269657599,"",""
481,"gloves_crusader",1521325230,"",""
482,"gloves_adjudicator",-745365186,"",""
483,"gloves_eyrie",852984104,"",""
484,"gloves_basilisk",-1026341546,"",""
485,"helmet_crusader",225712680,"",""
486,"helmet_adjudicator",795190440,"",""
487,"helmet_eyrie",248852262,"",""
488,"helmet_basilisk",630771717,"",""
489,"body_armour_crusader",472726676,"",""
490,"body_armour_adjudicator",460198930,"",""
491,"body_armour_eyrie",420031211,"",""
492,"body_armour_basilisk",1085302132,"",""
493,"shield_crusader",-1873150164,"",""
494,"shield_adjudicator",-1438718115,"",""
495,"shield_eyrie",1704232451,"",""
496,"shield_basilisk",-945270941,"",""
497,"belt_crusader",-766465503,"",""
498,"belt_adjudicator",1099951041,"",""
499,"belt_eyrie",1624752927,"",""
500,"belt_basilisk",237084929,"",""
501,"amulet_crusader",-1606774569,"",""
502,"amulet_adjudicator",-89439180,"",""
503,"amulet_eyrie",1592157433,"",""
504,"amulet_basilisk",-1648479593,"",""
505,"ring_crusader",111294352,"",""
506,"ring_adjudicator",2113641939,"",""
507,"ring_eyrie",-1711311241,"",""
508,"ring_basilisk",-1898981578,"",""
509,"quiver_crusader",-830748461,"",""
510,"quiver_adjudicator",-654298756,"",""
511,"quiver_eyrie",-1698916080,"",""
512,"quiver_basilisk",2125810531,"",""
513,"claw_crusader",-878125621,"",""
514,"dagger_crusader",-283029243,"",""
515,"wand_crusader",-1890610445,"",""
516,"sword_crusader",-1769244568,"",""
517,"axe_crusader",1479402321,"",""
518,"mace_crusader",2043740523,"",""
519,"sceptre_crusader",-1349656741,"",""
520,"bow_crusader",-1779446394,"",""
521,"staff_crusader",2100191031,"",""
522,"2h_sword_crusader",2074192019,"",""
523,"2h_axe_crusader",-776844642,"",""
524,"2h_mace_crusader",1014439478,"",""
525,"rune_dagger_crusader",-1713987312,"",""
526,"warstaff_crusader",-1579829829,"",""
527,"claw_eyrie",200029766,"",""
528,"dagger_eyrie",-181960636,"",""
529,"wand_eyrie",-616378810,"",""
530,"sword_eyrie",1911415526,"",""
531,"axe_eyrie",1218578439,"",""
532,"mace_eyrie",-1385333141,"",""
533,"sceptre_eyrie",-811393317,"",""
534,"bow_eyrie",-796064190,"",""
535,"staff_eyrie",-839227503,"",""
536,"2h_sword_eyrie",-468077961,"",""
537,"2h_axe_eyrie",-1382880144,"",""
538,"2h_mace_eyrie",-853389985,"",""
539,"rune_dagger_eyrie",548532031,"",""
540,"warstaff_eyrie",388605474,"",""
541,"claw_basilisk",1323298402,"",""
542,"dagger_basilisk",-296873924,"",""
543,"wand_basilisk",-1494938590,"",""
544,"sword_basilisk",-842029183,"",""
545,"axe_basilisk",1297986503,"",""
546,"mace_basilisk",24179361,"",""
547,"sceptre_basilisk",900204570,"",""
548,"bow_basilisk",1223026859,"",""
549,"staff_basilisk",-1714811737,"",""
550,"2h_sword_basilisk",-57134647,"",""
551,"2h_axe_basilisk",989270770,"",""
552,"2h_mace_basilisk",-743233124,"",""
553,"rune_dagger_basilisk",1118539817,"",""
554,"warstaff_basilisk",573250160,"",""
555,"claw_adjudicator",-529712715,"",""
556,"dagger_adjudicator",389471776,"",""
557,"wand_adjudicator",-1508173960,"",""
558,"sword_adjudicator",76035437,"",""
559,"axe_adjudicator",345392971,"",""
560,"mace_adjudicator",-1889588584,"",""
561,"sceptre_adjudicator",-1592209064,"",""
562,"bow_adjudicator",-1671075665,"",""
563,"staff_adjudicator",-469410937,"",""
564,"2h_sword_adjudicator",1644874906,"",""
565,"2h_axe_adjudicator",-2120095889,"",""
566,"2h_mace_adjudicator",-1044333285,"",""
567,"rune_dagger_adjudicator",-758197229,"",""
568,"warstaff_adjudicator",2131211834,"",""
569,"grants_2h_support",2062099181,"",""
570,"no_prophecies",-1166302892,"",""
571,"warstaff",-1471235332,"",""
572,"expansion_jewel_large",-605694411,"",""
573,"expansion_jewel_medium",1721257109,"",""
574,"expansion_jewel_small",-1947377515,"",""
575,"affliction_axe_and_sword_damage",484191192,"",""
576,"affliction_mace_and_staff_damage",-1519555369,"",""
577,"affliction_dagger_and_claw_damage",-11631474,"",""
578,"affliction_bow_damage",1325926078,"",""
579,"affliction_wand_damage",1460140019,"",""
580,"affliction_damage_with_two_handed_melee_weapons",1952290546,"",""
581,"affliction_attack_damage_while_dual_wielding_",-425875831,"",""
582,"affliction_attack_damage_while_holding_a_shield",1601333421,"",""
583,"affliction_attack_damage_",-1345409755,"",""
584,"affliction_spell_damage",307775245,"",""
585,"affliction_elemental_damage",1562156069,"",""
586,"affliction_physical_damage",1202706076,"",""
587,"affliction_fire_damage",-1101558515,"",""
588,"affliction_lightning_damage",95340343,"",""
589,"affliction_cold_damage",-227781657,"",""
590,"affliction_chaos_damage",1014925526,"",""
591,"affliction_minion_damage",847442481,"",""
592,"affliction_fire_damage_over_time_multiplier",2076246268,"",""
593,"affliction_chaos_damage_over_time_multiplier",2119497368,"",""
594,"affliction_physical_damage_over_time_multiplier",-1962557999,"",""
595,"affliction_cold_damage_over_time_multiplier",1695284285,"",""
596,"affliction_damage_over_time_multiplier",-737564256,"",""
597,"affliction_effect_of_non-damaging_ailments",352969874,"",""
598,"old_do_not_use_affliction_aura_effect",1202854153,"",""
599,"old_do_not_use_affliction_curse_effect",142694422,"",""
600,"affliction_damage_while_you_have_a_herald",893482607,"",""
601,"affliction_minion_damage_while_you_have_a_herald",-1067790979,"",""
602,"affliction_warcry_buff_effect",-948189083,"",""
603,"affliction_critical_chance",-267986495,"",""
604,"affliction_minion_life",-607679541,"",""
605,"affliction_area_damage",-1407122974,"",""
606,"affliction_projectile_damage",830026786,"",""
607,"affliction_trap_and_mine_damage",708482251,"",""
608,"affliction_totem_damage",-1456726511,"",""
609,"affliction_brand_damage",21910472,"",""
610,"affliction_channelling_skill_damage",-562366841,"",""
611,"affliction_flask_duration",-950489935,"",""
612,"affliction_life_and_mana_recovery_from_flasks",212454347,"",""
613,"affliction_maximum_life",-1885456442,"",""
614,"affliction_maximum_energy_shield",-367034407,"",""
615,"affliction_maximum_mana",1737099563,"",""
616,"affliction_armour",-94833281,"",""
617,"affliction_evasion",-1418939163,"",""
618,"affliction_chance_to_block",-1926765389,"",""
619,"affliction_fire_resistance",498439026,"",""
620,"affliction_cold_resistance",-600422384,"",""
621,"affliction_lightning_resistance",1631625026,"",""
622,"affliction_chaos_resistance",69694748,"",""
623,"affliction_chance_to_dodge_attacks",1090187294,"",""
624,"affliction_strength",-1460644078,"",""
625,"affliction_dexterity",-1010102916,"",""
626,"affliction_intelligence",-949961328,"",""
627,"has_affliction_notable",-1962112748,"",""
628,"map_device",681001185,"",""
629,"jewelled_scarab",290123392,"",""
630,"critical",-931382702,"","Critical"
631,"heist_contract",-995544939,"",""
632,"evasion",-205406665,"",""
633,"energy_shield",1604436694,"",""
634,"power_charge",1490966445,"",""
635,"frenzy_charge",168798152,"",""
636,"endurance_charge",-824977748,"",""
637,"damage",-685024492,"","Damage"
638,"resistance",-1944643143,"","Resistance"
639,"attribute",441714245,"","Attribute"
640,"block",-524065130,"",""
641,"ailment",234763480,"","Ailment"
642,"blue_herring",-919577785,"",""
643,"skill",-34109109,"",""
644,"support",1598270973,"",""
645,"curse",-878170705,"","Curse"
646,"green_herring",-103939288,"",""
647,"red_herring",1722785125,"",""
648,"heist_coin",-1375464169,"",""
649,"heist_equipment_utility",729613925,"",""
650,"heist_equipment_reward",551121727,"",""
651,"heist_equipment_weapon",-358314892,"",""
652,"heist_equipment_lockpick",1363542535,"",""
653,"heist_equipment_bruteforce",2075652688,"",""
654,"heist_equipment_perception",815389871,"",""
655,"heist_equipment_demolition",1346046342,"",""
656,"heist_equipment_counterthaumaturge",2147301894,"",""
657,"heist_equipment_trapdisarmament",-1322419108,"",""
658,"heist_equipment_agility",-119085685,"",""
659,"heist_equipment_deception",2057277625,"",""
660,"heist_equipment_engineering",1971244821,"",""
661,"trinket",-1814139379,"",""
662,"heist_equipment_tool",-1630087290,"",""
663,"elemental_damage",-1407002231,"",""
664,"physical_damage",-276219112,"",""
665,"resource",-703195842,"",""
666,"caster_damage",-643086750,"",""
667,"heist_equipment_melee",-453108385,"",""
668,"heist_equipment_ranged",1179551903,"",""
669,"heist_equipment_caster",-262322589,"",""
670,"heist_blueprint",1793897042,"",""
671,"affliction_orb",399194277,"",""
672,"affliction_splinter",1140889003,"",""
673,"catalyst",-1668874224,"",""
674,"sextant",1372764287,"",""
675,"heist_job_level_1",1089236415,"",""
676,"heist_job_level_2",1750724954,"",""
677,"heist_job_level_3",2020603639,"",""
678,"heist_job_level_4",-1420958162,"",""
679,"heist_job_level_5",-111594470,"",""
680,"heist_guard",-1713546394,"",""
681,"heist_equipment",164484535,"",""
682,"watchstone_item",-841276448,"",""
683,"watchstone_league",1173215725,"",""
684,"watchstone_environment",737644806,"",""
685,"watchstone",-908591493,"",""
686,"no_maven",1790478879,"",""
687,"allow_maven",-1791222687,"",""
688,"no_tangle",-1935140474,"",""
689,"no_cleansing_fire",1510174994,"",""
690,"shaper_monster",1030289492,"",""
691,"elder_monster",1735155990,"",""
692,"eyrie_monster",459530725,"",""
693,"basilisk_monster",2006029925,"",""
694,"crusader_monster",-1538000951,"",""
695,"adjudicator_monster",673334330,"",""
696,"maven_map",-476192420,"",""
697,"maven_void_map",-2102306948,"",""
698,"maven_void_map_feared",-1609707806,"",""
699,"abyss_monster",-2065980948,"",""
700,"influence_monster",-966194563,"",""
701,"blight_boss",-340586346,"",""
702,"no_possessed_foe",2006732667,"",""
703,"vaal_gem",2017531363,"",""
704,"weapon_can_roll_totem_modifiers",1500659523,"",""
705,"staffatlas1",-740311312,"",""
