"rownum","string","[rid]","[string]","bool","i32","i32","i32","f32","i32","i32","i32","f32","i32","bool","bool","bool","rid"
25,"VoidEmperorFireDamage",[],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",308
26,"StygianFireHit",[5553],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
27,"DemonicLightningHit",[5587],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
28,"BloodTendrilsOnHitEffectTranscendence",[5591],[],1,50331648,0,0,0.125,0,0,0,0.125,0,"","","",""
29,"SpectralSpiralHitEffect",[],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",323
30,"TraumaStrikeHitEffect",[5604],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
31,"RageVortexHit",[5644],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
32,"BurningArrowMysticHit",[5688],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
33,"ExpeditionMedvedChaosHit",[5691],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
34,"ExpeditionVoranaHit",[5692],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
35,"ExpeditionPhsicalOnHit",[5693],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
36,"ExpeditionFireOnHit",[5694],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
37,"ExpeditionColdOnHit",[5695],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
38,"ExpeditionChaosOnHit",[5696],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
39,"OlrothBloodSpatter1",[5718],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
40,"OlrothBloodSpatter2",[5719],[],1,16777216,0,0,0.125,0,0,0,0.125,0,"","","",""
41,"OlrothBloodSpatter3",[5720],[],1,16777216,0,0,0.125,0,0,0,0.125,0,"","","",""
42,"MyrmidonLightningStrikeHit",[5736],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
43,"HellscapeDemonEliteScreechHit",[6030],[],1,16777216,16777216,0,0,11,0,0,0.125,0,"","","",""
44,"DirebladeFireHit",[6049],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
45,"HellscapePaleBossSnipePierce",[6068],[],1,16777216,0,0,0.125,0,0,0,0.125,0,"","","",""
46,"HellscapePaleBossAxeTossPierce",[6073],[],1,16777216,0,0,0.125,0,0,0,0.125,0,"","","",""
47,"OblivionSummonRagingSpiritsHit",[6091],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
48,"OnyxOblivionSummonRagingSpiritsHit",[6092],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
49,"StygianScourgeArrowHit",[6180],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
50,"ProjectEssenceDrainHit",[6198],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
51,"ScientistEssenceDrainHit",[6199],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
52,"VoidSparkHit",[6209],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
53,"AuspiciousToxicRainHit",[6226],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
54,"BloodTendrilsOnHitEffectMercurial",[6285],[],1,50331648,0,0,0.125,0,0,0,0.125,0,"","","",""
55,"ToxicRainOnHitEffectVulcan",[6301],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
56,"ConsumeBossLightningHit",[6336],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
57,"VulcanLightningStrikeHit",[6360],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
58,"SummonRagingSpiritsDemonicHit",[6378],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
59,"CelestialEnergyBladeHit",[6401],[],1,50331648,0,0,0.125,0,0,0,0.125,0,"","","",""
60,"PlayerBlood",[],"[""Metadata/Particles/elemental_damages/blood_impacts/blood_impact_player.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
61,"PlayerBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_player.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
62,"ExtraGoreRedSmall",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/red/blood_impact.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
63,"ExtraGoreRedLarge",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/red/blood1_impact.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
64,"ExtraGoreRedCrit",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/critical_strikes_red.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
65,"FirstBloodRed",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/first_blood/red/red_blood.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
66,"FirstBloodRedCrit",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/first_blood/red/critical_strikes_red.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
67,"RedBloodSmall",[],"[""Metadata/Particles/elemental_damages/blood_impacts/blood_impact.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
68,"RedBloodLarge",[],"[""Metadata/Particles/elemental_damages/blood_impacts/blood1_impact.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
69,"RedBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_red.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
70,"ZombieBloodSmall",[],"[""Metadata/Particles/elemental_damages/blood_impacts/blood_impact_zombie.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
71,"ZombieBloodLarge",[],"[""Metadata/Particles/elemental_damages/blood_impacts/blood1_impact_zombie.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
72,"ZombieBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_orange.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
73,"ExtraGoreZombieSmall",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/zombie/blood_impact_zombie.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
74,"ExtraGoreZombieLarge",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/zombie/blood1_impact_zombie.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
75,"ExtraGoreZombieCrit",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/critical_strikes_orange.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
76,"FirstBloodZombie",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/first_blood/zombie/zombie_blood.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
77,"FirstBloodZombieCrit",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/first_blood/zombie/critical_strikes_zombie.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
78,"GreenGhostBlood",[],"[""Metadata/Particles/elemental_damages/ghost_hit_green.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
79,"GreenGhostBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_ghost.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
80,"PurpleGhostBlood",[],"[""Metadata/Particles/elemental_damages/ghost_hit_purp.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
81,"PurpleGhostBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_ghost_shadow.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
82,"MudBlood",[],"[""Metadata/Particles/elemental_damages/hit_stone_mud.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
83,"StoneBlood",[],"[""Metadata/Particles/elemental_damages/hit_stone.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
84,"StoneBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_rock.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
85,"SpiderBloodSmall",[],"[""Metadata/Particles/elemental_damages/blood_impacts/blood_impact_spider.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
86,"SpiderBloodLarge",[],"[""Metadata/Particles/elemental_damages/blood_impacts/blood1_impact_spider.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
87,"SpiderBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_green.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
88,"ExtraGoreSpiderSmall",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/green/blood_impact_spider.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
89,"ExtraGoreSpiderLarge",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/green/blood1_impact_spider.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
90,"ExtraGoreSpiderCrit",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/critical_strikes_green.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
91,"FirstBloodSpider",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/first_blood/spider/spider_blood.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
92,"FirstBloodSpiderCrit",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/first_blood/spider/critical_strikes_green.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
93,"BoneBlood",[],"[""Metadata/Particles/bonehit.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
94,"BoneBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_skele.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
95,"WaterBlood",[],"[""Metadata/Particles/elemental_damages/water_splash_01.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
96,"WaterBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_water.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
97,"LargeSpiderBloodSmall",[],"[""Metadata/Particles/elemental_damages/blood_impacts/large_blood/blood_impact_spider.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
98,"LargeSpiderBloodLarge",[],"[""Metadata/Particles/elemental_damages/blood_impacts/large_blood/blood1_impact_spider.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
99,"AfflictionBloodSmall",[],"[""Metadata/Particles/monster_effects/League_Affliction/affliction_manifests/blood_type/affliction_blood_type.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
100,"AfflictionBloodLarge",[],"[""Metadata/Particles/monster_effects/League_Affliction/affliction_manifests/blood_type/affliction_blood_type_large.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
101,"AfflictionBloodCrit",[],"[""Metadata/Particles/monster_effects/League_Affliction/affliction_manifests/blood_type/affliction_blood_type_crit.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
102,"RobotBloodSmall",[],"[""Metadata/Particles/monster_effects/League_Heist/robot/blood/robot_blood.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
103,"RobotBloodLarge",[],"[""Metadata/Particles/monster_effects/League_Heist/robot/blood/robot_blood_large.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
104,"RobotBloodCrit",[],"[""Metadata/Particles/monster_effects/League_Heist/robot/blood/robot_blood_crit.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
