"rownum","BaseItemType","i32","i32"
935,2061,130,91
936,2062,80,52
937,2071,80,161
938,2065,180,272
939,2059,230,411
940,2063,80,52
941,2064,250,184
942,736,390,510
943,652,0,0
944,773,130,113
945,775,80,65
946,774,80,65
947,776,250,229
948,925,0,0
949,579,0,0
950,2165,0,653
951,458,270,338
952,390,220,0
953,758,130,88
954,760,80,42
955,463,175,131
956,1014,80,97
957,759,80,42
958,761,250,136
959,2267,0,0
960,1086,0,0
961,1081,0,0
962,1083,0,0
963,1085,0,0
964,1082,0,0
965,1084,0,0
966,926,0,0
967,2247,0,236
968,942,0,234
969,944,0,131
970,946,0,0
971,2244,100,0
972,943,0,131
973,945,0,441
974,912,100,0
975,1580,180,338
976,1596,180,338
977,1624,160,165
978,929,0,0
979,957,0,331
980,959,0,155
981,961,0,0
982,958,0,155
983,960,0,504
984,601,0,0
985,863,150,165
986,728,160,200
987,2304,640,821
988,2305,300,377
989,2299,260,181
990,2298,200,266
991,2301,160,106
992,2306,160,322
993,2303,460,489
994,2300,160,106
995,2302,500,370
996,1052,175,165
997,451,70,50
998,1706,130,0
999,1708,80,0
1000,1710,320,580
1001,1707,80,0
1002,1709,250,0
1003,962,180,272
1004,376,200,0
1005,711,60,97
1006,1552,320,411
1007,1560,180,272
1008,1561,180,272
1009,2019,180,0
1010,1566,150,189
1011,1562,180,0
1012,1558,100,91
1013,1554,130,133
1014,1556,80,52
1015,1563,80,161
1016,1553,230,244
1017,1555,80,52
1018,1557,250,184
1019,860,320,510
1020,457,280,480
1021,382,220,0
1022,1110,210,200
1023,638,130,113
1024,640,80,65
1025,462,120,131
1026,2053,180,0
1027,639,80,65
1028,641,250,229
1029,725,200,338
1030,1639,80,165
1031,1663,100,0
1032,2221,180,338
1033,2220,210,338
1034,2224,150,235
1035,2215,130,145
1036,2217,80,100
1037,2216,80,100
1038,2218,250,275
1039,2219,210,407
1040,1095,320,411
1041,1130,180,272
1042,1208,180,272
1043,1188,150,189
1044,1212,100,91
1045,1195,130,133
1046,1197,80,52
1047,1127,80,161
1048,364,95,97
1049,1199,230,244
1050,1196,80,52
1051,1198,250,184
1052,805,320,407
1053,794,0,0
1054,781,0,0
1055,783,0,0
1056,782,0,0
1057,784,0,0
1058,600,180,407
1059,2072,320,244
1060,2081,180,272
1061,2080,150,189
1062,2074,100,133
1063,2075,130,91
1064,2077,80,52
1065,2085,80,161
1066,2079,180,272
1067,2073,230,411
1068,2076,80,52
1069,2078,250,184
1070,363,65,97
1071,362,65,97
1072,887,150,165
1073,1003,100,91
1074,832,220,407
1075,650,0,0
1076,1654,0,0
1077,1656,0,0
1078,1655,0,0
1079,1657,0,0
1080,450,0,0
1081,1579,0,0
1082,1853,130,0
1083,1855,80,0
1084,1856,80,0
1085,1854,250,0
1086,1582,0,0
1087,1584,0,0
1088,1586,0,0
1089,1583,0,0
1090,1585,0,0
1091,2313,320,411
1092,2315,180,272
1093,2314,180,272
1094,2316,150,189
1095,2308,130,91
1096,2307,100,133
1097,2310,80,52
1098,2318,80,161
1099,2312,230,244
1100,2309,80,52
1101,2311,250,184
1102,1046,0,0
1103,1040,0,0
1104,1042,0,0
1105,1020,0,0
1106,1022,0,0
1107,1021,0,0
1108,1044,0,0
1109,1016,100,0
1110,1041,0,0
1111,1043,0,0
1112,1643,150,0
1113,361,30,97
1114,360,0,0
1115,391,50,97
1116,1869,170,160
1117,1732,130,145
1118,1734,80,100
1119,1733,80,100
1120,1735,250,275
1121,443,20,50
1122,419,25,62
1123,891,150,0
1124,707,115,97
1125,834,0,0
1126,1532,130,113
1127,1534,80,65
1128,1531,160,165
1129,1533,80,65
1130,1535,250,229
1131,1740,50,0
1132,1870,170,280
1133,1736,80,0
1134,1738,80,0
1135,1737,80,0
1136,1739,250,0
1137,1808,0,420
1138,904,320,0
1139,811,150,0
1140,676,130,0
1141,678,80,0
1142,469,175,0
1143,677,80,0
1144,679,250,0
1145,890,150,0
1146,1805,150,0
1147,745,130,88
1148,747,80,42
1149,746,80,42
1150,748,250,136
1151,1727,320,0
1152,460,220,338
1153,475,220,0
1154,1611,210,0
1155,692,130,113
1156,694,80,65
1157,474,120,131
1158,693,80,65
1159,695,250,229
1160,839,300,0
1161,729,120,200
1162,2120,130,145
1163,2122,80,100
1164,2121,80,100
1165,2123,250,275
1166,574,180,200
1167,1788,0,0
1168,620,90,131
1169,621,90,131
1170,355,0,0
1171,1094,320,411
1172,1129,180,272
1173,1207,180,272
1174,1187,150,189
1175,1211,100,91
1176,1190,130,133
1177,1192,80,52
1178,1126,80,161
1179,359,95,97
1180,1194,230,244
1181,1191,80,52
1182,1193,250,184
1183,1093,640,0
1184,1209,360,0
1185,1189,300,0
1186,1213,200,0
1187,1200,260,0
1188,1202,160,0
1189,1204,460,0
1190,1201,160,0
1191,1203,500,0
1192,1019,90,0
1193,901,75,97
1194,988,250,407
1195,1623,310,580
1196,1619,130,145
1197,1621,80,100
1198,1620,80,100
1199,1622,250,275
1200,1757,320,411
1201,1763,180,272
1202,1866,180,0
1203,1765,150,189
1204,1777,100,91
1205,1748,130,133
1206,1750,80,52
1207,1780,80,161
1208,1760,230,244
1209,1772,180,272
1210,1749,80,52
1211,1751,250,184
1212,631,130,97
1213,1065,40,0
1214,353,140,0
1215,2134,130,145
1216,2136,80,100
1217,2135,80,100
1218,2137,250,275
1219,2133,275,650
1220,1060,120,88
1221,1062,70,42
1222,1061,70,42
1223,1063,220,136
1224,454,0,0
1225,455,0,0
1226,797,0,0
1227,798,0,0
1228,799,0,0
1229,1975,0,0
1230,1974,0,0
1231,1968,0,0
1232,1969,0,0
1233,1971,0,0
1234,1970,0,0
1235,1972,0,0
1236,1973,0,0
1237,868,250,0
1238,1917,130,145
1239,1919,80,100
1240,1918,80,100
1241,1920,250,275
1242,927,0,0
1243,947,0,234
1244,949,0,131
1245,951,0,0
1246,948,0,131
1247,950,0,441
1248,441,120,131
1249,465,80,62
1250,1037,200,338
1251,831,200,0
1252,1791,0,0
1253,1793,0,0
1254,1792,0,0
1255,1794,0,0
1256,821,290,407
1257,754,150,200
1258,1109,190,200
1259,1923,160,235
1260,753,80,97
1261,1841,340,0
1262,1843,190,340
1263,1839,165,340
1264,1845,165,0
1265,1840,165,340
1266,1832,0,166
1267,1833,130,270
1268,1835,80,166
1269,1844,95,200
1270,1834,80,166
1271,1836,250,478
1272,749,80,113
1273,751,80,65
1274,2098,320,580
1275,1830,175,0
1276,750,80,65
1277,752,250,229
1278,2040,0,0
1279,2042,0,0
1280,2041,0,0
1281,2043,0,0
1282,2038,0,0
1283,1183,0,0
1284,1184,0,0
1285,1178,0,0
1286,1180,0,0
1287,1182,0,0
1288,1179,0,0
1289,1181,0,0
1290,453,0,0
1291,886,220,0
1292,369,80,97
1293,862,0,0
1294,900,95,97
1295,2327,640,821
1296,2328,300,377
1297,2322,260,181
1298,2321,200,266
1299,2324,160,106
1300,2329,160,322
1301,2326,460,489
1302,2323,160,106
1303,2325,500,370
1304,575,180,200
1305,1073,90,110
1306,977,30,0
1307,976,30,0
1308,975,60,0
1309,971,60,0
1310,973,50,0
1311,972,50,0
1312,974,175,0
1313,552,350,510
1314,1995,130,145
1315,1997,80,100
1316,1996,80,100
1317,1998,250,275
1318,1999,250,407
1319,734,150,407
1320,636,200,338
1321,735,150,165
1322,373,250,165
1323,632,130,113
1324,634,80,65
1325,633,80,65
1326,635,250,229
1327,827,0,0
1328,420,95,0
1329,861,90,0
1330,1803,90,0
1331,1817,100,0
1332,853,325,0
1333,854,130,0
1334,851,80,0
1335,852,80,0
1336,850,250,0
1337,378,0,0
1338,1711,200,338
1339,2113,200,338
1340,2112,60,97
1341,1033,100,91
1342,864,150,165
1343,1868,0,0
1344,889,150,0
1345,2141,0,0
1346,2143,0,0
1347,2144,0,0
1348,2146,0,0
1349,2145,0,0
1350,2147,0,0
1351,1632,0,0
1352,1634,0,0
1353,1633,0,0
1354,1635,0,0
1355,1636,0,0
1356,573,120,200
1357,1983,0,0
1358,1985,0,0
1359,1984,0,0
1360,1979,0,0
1361,1978,0,0
1362,1981,0,0
1363,1980,0,0
1364,1982,0,0
1365,2111,190,0
1366,2021,0,0
1367,488,0,0
1368,1644,0,0
1369,1647,0,0
1370,1891,320,411
1371,1902,180,272
1372,1904,180,272
1373,1900,150,189
1374,1893,100,91
1375,1894,100,0
1376,1895,130,133
1377,1897,80,52
1378,1903,80,161
1379,1892,230,244
1380,1898,80,52
1381,1896,250,184
1382,2346,180,338
1383,2347,0,234
1384,2341,0,166
1385,2343,0,97
1386,2342,0,97
1387,2344,0,338
1388,1649,0,0
1389,1652,0,0
1390,1658,0,0
1391,1660,0,0
1392,1662,0,0
1393,1659,0,0
1394,1661,0,0
1395,979,170,338
1396,2024,170,405
1397,1992,170,338
1398,1827,80,97
1399,1823,130,113
1400,1825,80,65
1401,1824,80,65
1402,1826,250,229
1403,898,0,0
1404,882,220,0
1405,874,75,97
1406,877,130,0
1407,879,80,0
1408,878,80,0
1409,880,250,0
1410,875,55,0
1411,881,200,0
1412,873,130,0
1413,871,80,0
1414,872,80,0
1415,870,250,0
1416,906,0,0
1417,908,0,0
1418,876,80,97
1419,910,0,0
1420,907,0,0
1421,909,0,0
1422,795,0,0
1423,785,0,0
1424,787,0,0
1425,786,0,0
1426,788,0,0
1427,1143,110,165
1428,689,0,0
1429,685,0,0
1430,2016,340,650
1431,866,275,338
1432,1215,190,200
1433,1221,210,338
1434,1025,175,303
1435,859,160,113
1436,1527,130,0
1437,1529,80,65
1438,820,150,131
1439,1528,80,65
1440,1530,250,229
1441,810,320,0
1442,461,195,0
1443,804,190,0
1444,800,120,113
1445,802,70,65
1446,801,70,65
1447,803,220,229
1448,1642,200,0
1449,367,65,97
1450,374,60,97
1451,829,0,405
1452,837,0,165
1453,855,0,0
1454,856,0,200
1455,1097,320,0
1456,987,0,97
1457,986,0,97
1458,808,175,165
1459,442,35,50
1460,1070,140,165
1461,414,15,62
1462,2157,0,0
1463,417,15,62
1464,609,190,0
1465,2149,0,0
1466,2150,0,0
1467,1756,320,411
1468,1762,180,272
1469,1809,180,0
1470,1764,150,189
1471,2151,0,0
1472,2153,0,0
1473,2152,0,0
1474,2154,0,0
1475,1776,100,91
1476,1744,130,133
1477,1746,80,52
1478,1779,80,161
1479,1759,230,244
1480,1745,80,52
1481,1747,250,184
1482,1771,180,272
1483,2333,100,0
1484,1054,80,110
1485,902,175,0
1486,913,250,0
1487,915,130,130
1488,917,80,80
1489,916,80,80
1490,918,250,280
1491,1066,50,0
1492,888,150,0
1493,1068,40,0
1494,1051,175,165
1495,1875,100,0
1496,1603,100,0
1497,928,0,0
1498,952,0,331
1499,954,0,115
1500,956,0,0
1501,953,0,115
1502,955,0,503
1503,672,0,0
1504,674,0,0
1505,673,0,0
1506,675,0,0
1507,807,175,165
1508,762,120,88
1509,764,70,42
1510,1712,0,0
1511,763,70,42
1512,765,240,136
1513,849,300,407
1514,2270,0,0
1515,2271,0,0
1516,2273,0,0
1517,2272,0,0
1518,2274,0,0
1519,564,20,0
1520,563,20,62
1521,571,220,200
1522,570,180,200
1523,569,180,200
1524,1857,80,0
1525,648,0,0
1526,646,0,0
1527,1684,320,411
1528,1693,180,272
1529,1691,180,272
1530,1688,150,189
1531,1692,180,0
1532,1679,130,133
1533,1689,100,91
1534,1681,80,52
1535,1690,80,161
1536,1683,230,244
1537,1680,80,52
1538,1682,250,184
1539,1956,0,0
1540,1951,0,0
1541,1952,0,0
1542,1954,0,0
1543,1950,0,0
1544,1955,0,0
1545,1953,0,0
