"rownum","Contract_BaseItemTypesKey","Level","Cost","rid"
148,4431,1,41,""
149,4432,1,41,""
150,4434,1,41,""
151,4435,1,41,""
152,4436,1,42,""
153,4437,1,42,""
154,4438,1,42,""
155,4439,1,42,""
156,4440,1,42,""
157,4442,1,42,""
158,4443,1,43,""
159,4444,1,43,""
160,4445,1,43,""
161,4446,1,43,""
162,4447,1,43,""
163,4448,1,43,""
164,4450,1,37,""
165,4451,1,38,""
166,4452,1,39,""
167,4453,1,40,""
168,4454,1,41,""
169,4455,1,41,""
170,4456,1,41,""
171,4457,1,41,""
172,4459,1,41,""
173,4460,1,41,""
174,4461,1,41,""
175,4462,1,42,""
176,4463,1,42,""
177,4464,1,42,""
178,4465,1,42,""
179,4467,1,42,""
180,4468,1,42,""
181,4469,1,43,""
182,4470,1,43,""
183,4471,1,43,""
184,4472,1,43,""
185,4473,1,43,""
186,4478,1,37,""
187,4479,1,38,""
188,4480,1,39,""
189,4481,1,40,""
190,4482,1,41,""
191,4483,1,41,""
192,4484,1,41,""
193,4485,1,41,""
194,4487,1,41,""
195,4488,1,41,""
196,4489,1,41,""
197,4490,1,42,""
198,4491,1,42,""
199,4492,1,42,""
200,4493,1,42,""
201,4495,1,42,""
202,4496,1,42,""
203,4497,1,43,""
204,4498,1,43,""
205,4499,1,43,""
206,4500,1,43,""
207,4501,1,43,""
208,4506,1,37,""
209,4507,1,38,""
210,4508,1,39,""
211,4509,1,40,""
212,4510,1,41,""
213,4511,1,41,""
214,4512,1,41,""
215,4513,1,41,""
216,4515,1,41,""
217,4516,1,41,""
218,4517,1,41,""
219,4518,1,42,""
220,4519,1,42,""
221,4520,1,42,""
222,4521,1,42,""
223,4523,1,42,""
224,4524,1,42,""
225,4525,1,43,""
226,4526,1,43,""
227,4527,1,43,""
228,4528,1,43,""
229,4529,1,43,""
230,4534,1,37,""
231,4535,1,38,""
232,4536,1,44,""
233,4537,1,40,""
234,4538,1,40,""
235,4539,1,41,""
236,4540,1,41,""
237,4541,1,41,""
238,4543,1,41,""
239,4544,1,41,""
240,4545,1,42,""
241,4546,1,42,""
242,4547,1,42,""
243,4548,1,42,""
244,4550,1,42,""
245,4551,1,45,""
246,4552,1,43,""
247,4553,1,43,""
248,4554,1,43,""
249,4555,1,43,""
250,4563,1,38,""
251,4564,1,44,""
252,4565,1,40,""
253,4566,1,40,""
254,4567,1,41,""
255,4568,1,41,""
256,4569,1,41,""
257,4571,1,41,""
258,4572,1,41,""
259,4573,1,42,""
260,4574,1,42,""
261,4575,1,42,""
262,4576,1,42,""
263,4578,1,42,""
264,4579,1,43,""
265,4580,1,43,""
266,4581,1,43,""
267,4582,1,43,""
268,4583,1,43,""
269,4588,1,37,""
270,4589,1,44,""
271,4590,1,39,""
272,4591,1,40,""
273,4592,1,41,""
274,4593,1,41,""
275,4594,1,41,""
276,4596,1,41,""
277,4597,1,41,""
278,4598,1,42,""
279,4599,1,42,""
280,4600,1,42,""
281,4601,1,42,""
282,4603,1,42,""
283,4604,1,42,""
284,4605,1,43,""
285,4606,1,43,""
286,4607,1,43,""
287,4608,1,43,""
288,4613,1,37,""
289,4614,1,44,""
290,4615,1,39,""
291,4616,1,40,""
292,4617,1,41,""
293,4618,1,41,""
294,4619,1,41,""
295,4621,1,41,""
296,4622,1,41,""
297,4623,1,42,""
298,4624,1,42,""
299,4625,1,42,""
300,4626,1,42,""
301,4628,1,42,""
302,4629,1,42,""
303,4630,1,43,""
304,4631,1,43,""
305,4632,1,43,""
306,4633,1,43,""
307,4638,1,46,""
308,4640,1,47,""
309,4641,1,47,""
310,4642,1,47,""
311,4643,1,47,""
312,4644,1,47,""
313,4645,1,47,""
314,4646,1,47,""
315,4647,1,47,""
316,4648,1,47,""
317,4649,1,47,""
318,4650,1,47,""
319,4651,1,47,""
320,4652,1,47,""
321,4653,1,47,""
322,4654,1,47,""
323,4668,1,48,""
324,4669,1,48,""
325,4670,1,48,""
326,4671,1,48,""
327,4672,1,48,""
328,4673,1,48,""
329,4674,1,48,""
330,4675,1,48,""
331,4676,1,48,""
332,4677,1,48,""
333,4679,1,48,""
334,4722,1,49,""
335,4723,1,49,""
336,4724,1,49,""
337,4725,1,49,""
338,4726,1,49,""
339,4727,1,49,""
340,4737,1,37,""
341,4738,1,50,""
342,4739,1,39,""
343,4740,1,40,""
344,4741,1,41,""
345,4742,1,41,""
346,4743,1,41,""
347,4744,1,41,""
348,4745,1,42,""
349,4746,1,42,""
350,4747,1,42,""
351,4748,1,42,""
352,4749,1,42,""
353,4750,1,43,""
354,4751,1,51,""
355,4752,1,51,""
356,4753,1,51,""
357,4757,1,52,""
358,4758,1,53,""
359,4759,1,40,""
360,4760,1,41,""
361,4761,1,41,""
362,4762,1,41,""
363,4763,1,41,""
364,4764,1,41,""
365,4765,1,42,""
366,4766,1,42,""
367,4767,1,42,""
368,4768,1,42,""
369,4769,1,43,""
370,4770,1,51,""
371,4771,1,51,""
372,4772,1,51,""
373,4776,1,52,""
374,4777,1,53,""
375,4778,1,40,""
376,4779,1,41,""
377,4780,1,41,""
378,4781,1,41,""
379,4782,1,41,""
380,4783,1,41,""
381,4784,1,42,""
382,4785,1,42,""
383,4786,1,42,""
384,4787,1,42,""
385,4788,1,42,""
386,4789,1,43,""
387,4790,1,51,""
388,4791,1,51,""
389,4795,1,50,""
390,4796,1,39,""
391,4797,1,41,""
392,4798,1,41,""
393,4799,1,41,""
394,4800,1,41,""
395,4801,1,42,""
396,4802,1,42,""
397,4803,1,42,""
398,4804,1,42,""
399,4805,1,43,""
400,4806,1,51,""
401,4807,1,51,""
402,4808,1,53,""
403,4809,1,40,""
404,4810,1,41,""
405,4811,1,41,""
406,4812,1,41,""
407,4813,1,41,""
408,4814,1,42,""
409,4815,1,42,""
410,4816,1,42,""
411,4817,1,42,""
412,4818,1,43,""
413,4819,1,51,""
414,4820,1,51,""
415,4821,1,50,""
416,4822,1,39,""
417,4823,1,41,""
418,4824,1,41,""
419,4825,1,41,""
420,4826,1,41,""
421,4827,1,42,""
422,4828,1,42,""
423,4829,1,42,""
424,4830,1,42,""
425,4831,1,43,""
426,4832,1,51,""
427,4833,1,51,""
428,4835,1,37,""
429,4836,1,53,""
430,4837,1,40,""
431,4838,1,41,""
432,4839,1,41,""
433,4840,1,41,""
434,4841,1,42,""
435,4842,1,42,""
436,4843,1,43,""
437,4844,1,51,""
438,4845,1,51,""
439,4846,1,37,""
440,4847,1,39,""
441,4848,1,41,""
442,4849,1,41,""
443,4850,1,41,""
444,4851,1,42,""
445,4852,1,42,""
446,4853,1,43,""
447,4854,1,51,""
448,4855,1,51,""
449,4856,1,37,""
450,4857,1,53,""
451,4858,1,40,""
452,4859,1,41,""
453,4860,1,41,""
454,4861,1,41,""
455,4862,1,42,""
456,4863,1,42,""
457,4864,1,42,""
458,4865,1,51,""
459,4866,1,51,""
460,4867,1,50,""
461,4868,1,40,""
462,4869,1,41,""
463,4870,1,41,""
464,4871,1,41,""
465,4872,1,42,""
466,4873,1,42,""
467,4874,1,42,""
468,4875,1,51,""
469,4876,1,51,""
470,4880,1,50,""
471,4881,1,39,""
472,4882,1,41,""
473,4883,1,41,""
474,4884,1,41,""
475,4885,1,42,""
476,4886,1,42,""
477,4887,1,42,""
478,4888,1,51,""
479,4889,1,51,""
480,4893,1,50,""
481,4894,1,39,""
482,4895,1,40,""
483,4896,1,41,""
484,4897,1,41,""
485,4898,1,41,""
486,4899,1,42,""
487,4900,1,42,""
488,4901,1,42,""
489,4902,1,43,""
490,4903,1,51,""
491,4907,1,54,""
492,4908,1,54,""
493,4913,1,37,""
494,4914,1,50,""
495,4915,1,40,""
496,4916,1,41,""
497,4917,1,41,""
498,4918,1,41,""
499,4919,1,41,""
500,4920,1,41,""
501,4921,1,41,""
502,4922,1,42,""
503,4923,1,42,""
504,4924,1,42,""
505,4925,1,42,""
506,4926,1,42,""
507,4927,1,43,""
508,4928,1,51,""
509,4929,1,51,""
510,4931,1,37,""
511,4932,1,53,""
512,4933,1,40,""
513,4934,1,41,""
514,4935,1,41,""
515,4936,1,41,""
516,4937,1,41,""
517,4938,1,41,""
518,4939,1,41,""
519,4940,1,42,""
520,4941,1,42,""
521,4942,1,42,""
522,4943,1,42,""
523,4944,1,42,""
524,4945,1,43,""
525,4946,1,51,""
526,4947,1,51,""
527,4948,1,55,""
528,4949,1,39,""
529,4950,1,40,""
530,4951,1,41,""
531,4952,1,41,""
532,4953,1,41,""
533,4954,1,41,""
534,4955,1,41,""
535,4956,1,41,""
536,4957,1,42,""
537,4958,1,42,""
538,4959,1,42,""
539,4960,1,42,""
540,4961,1,42,""
541,4962,1,43,""
542,4963,1,51,""
543,4964,1,51,""
544,4965,1,50,""
545,4966,1,53,""
546,4967,1,40,""
547,4968,1,41,""
548,4969,1,41,""
549,4970,1,41,""
550,4971,1,41,""
551,4972,1,41,""
552,4973,1,41,""
553,4974,1,42,""
554,4975,1,42,""
555,4976,1,42,""
556,4977,1,42,""
557,4978,1,43,""
558,4979,1,51,""
559,4980,1,51,""
560,4981,1,51,""
561,4982,1,50,""
562,4983,1,53,""
563,4984,1,40,""
564,4985,1,41,""
565,4986,1,41,""
566,4987,1,41,""
567,4988,1,41,""
568,4989,1,41,""
569,4990,1,41,""
570,4991,1,42,""
571,4992,1,42,""
572,4993,1,42,""
573,4994,1,42,""
574,4995,1,43,""
575,4996,1,51,""
576,4997,1,51,""
577,4998,1,51,""
578,4999,1,50,""
579,5000,1,53,""
580,5001,1,40,""
581,5002,1,41,""
582,5003,1,41,""
583,5004,1,41,""
584,5005,1,41,""
585,5006,1,41,""
586,5007,1,42,""
587,5008,1,42,""
588,5009,1,42,""
589,5010,1,42,""
590,5011,1,42,""
591,5012,1,43,""
592,5013,1,51,""
593,5014,1,51,""
594,5015,1,51,""
595,5019,1,37,""
596,5020,1,53,""
597,5021,1,41,""
598,5022,1,41,""
599,5023,1,41,""
600,5024,1,42,""
601,5025,1,42,""
602,5026,1,43,""
603,5027,1,51,""
604,5032,1,37,""
605,5033,1,39,""
606,5034,1,41,""
607,5035,1,41,""
608,5036,1,41,""
609,5037,1,42,""
610,5038,1,42,""
611,5039,1,43,""
612,5040,1,51,""
613,5044,1,37,""
614,5045,1,53,""
615,5046,1,41,""
616,5047,1,41,""
617,5048,1,41,""
618,5049,1,42,""
619,5050,1,42,""
620,5051,1,43,""
621,5052,1,51,""
622,5056,1,50,""
623,5057,1,40,""
624,5058,1,41,""
625,5059,1,41,""
626,5060,1,41,""
627,5061,1,42,""
628,5062,1,42,""
629,5063,1,51,""
630,5064,1,50,""
631,5065,1,40,""
632,5066,1,41,""
633,5067,1,41,""
634,5068,1,41,""
635,5069,1,42,""
636,5070,1,42,""
637,5071,1,51,""
638,5072,1,50,""
639,5073,1,40,""
640,5074,1,41,""
641,5075,1,41,""
642,5076,1,41,""
643,5077,1,42,""
644,5078,1,42,""
645,5079,1,43,""
646,5080,1,51,""
647,5090,1,37,""
648,5091,1,39,""
649,5092,1,41,""
650,5093,1,41,""
651,5094,1,41,""
652,5095,1,42,""
653,5096,1,42,""
654,5097,1,43,""
655,5098,1,56,""
656,5102,1,37,""
657,5103,1,53,""
658,5104,1,41,""
659,5105,1,41,""
660,5106,1,41,""
661,5107,1,42,""
662,5108,1,42,""
663,5109,1,43,""
664,5110,1,51,""
665,5114,1,37,""
666,5115,1,39,""
667,5116,1,41,""
668,5117,1,41,""
669,5118,1,41,""
670,5119,1,42,""
671,5120,1,42,""
672,5121,1,43,""
673,5122,1,51,""
674,5126,1,50,""
675,5127,1,40,""
676,5128,1,41,""
677,5129,1,41,""
678,5130,1,42,""
679,5131,1,42,""
680,5132,1,42,""
681,5133,1,51,""
682,5134,1,53,""
683,5135,1,40,""
684,5136,1,41,""
685,5137,1,41,""
686,5138,1,42,""
687,5139,1,42,""
688,5140,1,42,""
689,5141,1,51,""
690,5142,1,50,""
691,5143,1,40,""
692,5144,1,41,""
693,5145,1,41,""
694,5146,1,42,""
695,5147,1,42,""
696,5148,1,42,""
697,5149,1,43,""
698,5158,1,57,""
699,5159,1,58,""
700,5160,1,58,""
701,5161,1,58,""
702,5162,1,58,""
703,5163,1,58,""
704,5164,1,58,""
705,5165,1,58,""
706,5166,1,58,""
707,5167,1,59,""
708,5168,1,60,""
709,5169,1,60,""
710,5173,1,58,""
711,5174,1,58,""
712,5175,1,58,""
713,5176,1,58,""
714,5177,1,58,""
715,5178,1,58,""
716,5179,1,58,""
717,5180,1,58,""
718,5181,1,58,""
719,5182,1,59,""
720,5183,1,60,""
721,5184,1,60,""
722,5185,1,61,""
723,5186,1,62,""
724,5187,1,63,""
725,5188,1,63,""
726,5189,1,63,""
727,5190,1,60,""
728,5191,1,64,""
729,5192,1,64,""
730,5193,1,64,""
731,5194,1,64,""
732,5195,1,64,""
733,5196,1,64,""
734,5197,1,64,""
735,5198,1,64,""
736,5199,1,64,""
737,5200,1,64,""
738,5201,1,64,""
739,5202,1,64,""
740,5203,1,64,""
741,5204,1,64,""
742,5205,1,64,""
743,5206,1,64,""
744,5207,1,64,""
745,5208,1,64,""
746,5223,1,65,""
747,5224,1,66,""
748,5225,1,66,""
749,5226,1,67,""
750,5227,1,67,""
751,5228,1,67,""
752,5229,1,67,""
753,5230,1,67,""
754,5231,1,67,""
755,5232,1,67,""
756,5233,1,67,""
757,5234,1,67,""
758,5235,1,67,""
759,5395,1,68,""
760,5396,1,69,""
761,5397,1,70,""
762,5398,1,70,""
763,5399,1,68,""
764,5400,1,68,""
765,5401,1,70,""
766,5402,1,70,""
767,5403,1,69,""
768,5404,1,69,""
769,5405,1,70,""
770,5406,1,70,""
771,5407,1,69,""
772,5408,1,70,""
773,5409,1,70,""
774,5410,1,68,""
775,5411,1,69,""
776,5412,1,70,""
777,5413,1,71,""
778,5414,1,71,""
779,5415,1,69,""
780,5416,1,69,""
781,5417,1,70,""
782,5418,1,70,""
783,5420,1,69,""
784,5421,1,70,""
785,5422,1,69,""
786,5423,1,70,""
787,5424,1,69,""
788,5425,1,70,""
789,5426,1,71,""
790,5427,1,72,""
791,5428,1,70,""
792,5429,1,72,""
793,5430,1,68,""
794,5431,1,70,""
795,5432,1,70,""
796,5433,1,72,""
797,5434,1,70,""
798,5436,1,71,""
799,5439,1,71,""
800,5441,1,68,""
801,5442,1,70,""
802,5443,1,68,""
803,5444,1,70,""
804,5445,1,71,""
805,5446,1,70,""
806,5447,1,68,""
807,5448,1,68,""
808,5449,1,72,""
809,5452,1,70,""
810,5453,1,69,""
811,5454,1,70,""
812,5455,1,70,""
813,5456,1,69,""
814,5457,1,70,""
815,5458,1,68,""
816,5459,1,70,""
817,5460,1,69,""
818,5461,1,69,""
819,5462,1,69,""
820,5463,1,68,""
821,5465,1,69,""
822,5467,1,68,""
823,5468,1,71,""
824,5470,1,68,""
825,5471,1,71,""
826,5472,1,68,""
827,5473,1,71,""
828,5474,1,71,""
829,5475,1,71,""
830,5476,1,71,""
831,5478,1,71,""
832,5479,1,71,""
833,5480,1,71,""
834,5481,1,71,""
835,5482,1,70,""
836,5483,1,70,""
837,5484,1,70,""
838,5485,1,69,""
839,5486,1,71,""
840,5487,1,69,""
841,5488,1,69,""
842,5489,1,68,""
843,5490,1,70,""
844,5491,1,71,""
845,5492,1,70,""
846,5493,1,68,""
847,5494,1,71,""
848,5495,1,70,""
849,5496,1,71,""
850,5497,1,71,""
851,5498,1,71,""
852,5499,1,71,""
853,5500,1,70,""
854,5501,1,68,""
855,5502,1,70,""
856,5503,1,71,""
857,5504,1,69,""
858,5505,1,70,""
859,5506,1,69,""
860,5507,1,70,""
861,5508,1,70,""
862,5509,1,71,""
863,5510,1,71,""
864,5511,1,70,""
865,5512,1,71,""
866,5513,1,71,""
867,5514,1,71,""
868,5515,1,71,""
869,5516,1,71,""
870,5517,1,71,""
871,5518,1,69,""
872,5519,1,69,""
873,5520,1,68,""
874,5521,1,70,""
875,5523,1,71,""
876,5524,1,71,""
877,5525,1,71,""
878,5526,1,71,""
879,5527,1,71,""
880,5528,1,70,""
881,5529,1,70,""
882,5530,1,68,""
883,5531,1,69,""
884,5532,1,70,""
885,5533,1,69,""
886,5534,1,69,""
887,5535,1,70,""
888,5536,1,70,""
889,5537,1,69,""
890,5538,1,69,""
891,5539,1,69,""
892,5541,1,71,""
893,5542,1,69,""
894,5543,1,70,""
895,5544,1,70,""
896,5545,1,68,""
897,5546,1,68,""
898,5547,1,68,""
899,5549,1,72,""
900,5551,1,68,""
901,5553,1,71,""
902,5554,1,71,""
903,5555,1,71,""
904,5556,1,70,""
905,5557,1,68,""
906,5558,1,72,""
907,5559,1,72,""
908,5560,1,70,""
909,5561,1,71,""
910,5562,1,70,""
911,5563,1,68,""
912,5564,1,68,""
913,5565,1,72,""
914,5566,1,70,""
915,5567,1,72,""
916,5568,1,72,""
917,5569,1,70,""
918,5570,1,73,""
919,5571,1,70,""
920,5572,1,70,""
921,5573,1,71,""
922,5574,1,68,""
923,5575,1,69,""
924,5576,1,68,""
925,5577,1,68,""
926,5578,1,72,""
927,5579,1,72,""
928,5580,1,72,""
929,5581,1,69,""
930,5582,1,73,""
931,5583,1,71,""
932,5585,1,71,""
933,5587,1,71,""
934,5589,1,70,""
935,5590,1,68,""
936,5591,1,70,""
937,5592,1,68,""
938,5595,1,71,""
939,5596,1,69,""
940,5597,1,70,""
941,5598,1,73,""
942,5599,1,71,""
943,5600,1,70,""
944,5601,1,70,""
945,5602,1,70,""
946,5603,1,68,""
947,5604,1,71,""
948,5629,1,69,""
949,5640,1,68,""
950,5641,1,68,""
951,5643,1,68,""
952,5645,1,71,""
953,5646,1,71,""
954,5647,1,71,""
955,5648,1,71,""
956,5649,1,71,""
957,5650,1,71,""
958,5651,1,69,""
959,5652,1,69,""
960,5655,1,70,""
961,5656,1,70,""
962,5657,1,68,""
963,5659,1,71,""
964,5660,1,68,""
965,5661,1,68,""
966,5662,1,68,""
967,5663,1,68,""
968,5664,1,68,""
969,5665,1,68,""
970,5666,1,71,""
971,5667,1,71,""
972,5668,1,71,""
973,5669,1,70,""
974,5670,1,70,""
975,5671,1,69,""
976,5672,1,69,""
977,5673,1,68,""
978,5674,1,68,""
979,5675,1,68,""
980,5676,1,68,""
981,5677,1,69,""
982,5678,1,71,""
983,5679,1,68,""
984,5680,1,68,""
985,5681,1,69,""
986,5682,1,68,""
987,5683,1,68,""
988,5684,1,70,""
989,5686,1,70,""
990,5687,1,70,""
991,5689,1,69,""
992,5690,1,69,""
993,5691,1,68,""
994,5693,1,68,""
995,5694,1,68,""
996,5695,1,69,""
997,5696,1,70,""
998,5697,1,69,""
999,5698,1,70,""
1000,5699,1,70,""
1001,5700,1,71,""
1002,5701,1,68,""
1003,5702,1,69,""
1004,5703,1,72,""
1005,5704,1,70,""
1006,5705,1,69,""
1007,5706,1,68,""
1008,5707,1,69,""
1009,5708,1,69,""
1010,5709,1,68,""
1011,5710,1,71,""
1012,5711,1,72,""
1013,5712,1,68,""
1014,5713,1,70,""
1015,5714,1,72,""
1016,5715,1,72,""
1017,5716,1,72,""
1018,5717,1,69,""
1019,5718,1,69,""
1020,5719,1,71,""
1021,5720,1,71,""
1022,5721,1,72,""
1023,5722,1,70,""
1024,5723,1,72,""
1025,5724,1,70,""
1026,5725,1,72,""
1027,5726,1,70,""
1028,5727,1,72,""
1029,5728,1,69,""
1030,5729,1,69,""
1031,5730,1,69,""
1032,5731,1,68,""
1033,5732,1,70,""
1034,5733,1,70,""
1035,5734,1,68,""
1036,5735,1,70,""
1037,5736,1,70,""
1038,5737,1,68,""
1039,5738,1,69,""
1040,5739,1,69,""
1041,5740,1,69,""
1042,5741,1,69,""
1043,5742,1,69,""
1044,5743,1,69,""
1045,5744,1,71,""
1046,5745,1,70,""
1047,5746,1,69,""
1048,5747,1,70,""
1049,5748,1,68,""
1050,5749,1,68,""
1051,5750,1,68,""
1052,5754,1,68,""
1053,5755,1,68,""
1054,5757,1,68,""
1055,5758,1,69,""
1056,5759,1,68,""
1057,5760,1,70,""
1058,5761,1,69,""
1059,5762,1,72,""
1060,5763,1,72,""
1061,5764,1,68,""
1062,5765,1,69,""
1063,5766,1,68,""
1064,5767,1,70,""
1065,5768,1,69,""
1066,5769,1,71,""
1067,5770,1,70,""
1068,5771,1,72,""
1069,5772,1,68,""
1070,5773,1,71,""
1071,5774,1,69,""
1072,5775,1,68,""
1073,5776,1,71,""
1074,5777,1,68,""
1075,5778,1,68,""
1076,5779,1,71,""
1077,5780,1,68,""
1078,5781,1,71,""
1079,5782,1,72,""
1080,5783,1,71,""
1081,5784,1,68,""
1082,5785,1,72,""
1083,5786,1,69,""
1084,5787,1,69,""
1085,5788,1,69,""
1086,5791,1,68,""
1087,5792,1,69,""
1088,5793,1,68,""
1089,5794,1,69,""
1090,5795,1,70,""
1091,5796,1,68,""
1092,5797,1,71,""
1093,5798,1,71,""
1094,5799,1,69,""
1095,5800,1,70,""
1096,5801,1,71,""
1097,5802,1,68,""
1098,5803,1,68,""
1099,5804,1,71,""
1100,5805,1,68,""
1101,5806,1,71,""
1102,5807,1,69,""
1103,5808,1,68,""
1104,5809,1,70,""
1105,5810,1,71,""
1106,5811,1,68,""
1107,5812,1,71,""
1108,5813,1,68,""
1109,5814,1,71,""
1110,5815,1,68,""
1111,5816,1,69,""
1112,5817,1,71,""
1113,5818,1,68,""
1114,5819,1,68,""
1115,5820,1,70,""
1116,5821,1,69,""
1117,5822,1,69,""
1118,5823,1,70,""
1119,5824,1,72,""
1120,5825,1,71,""
1121,5826,1,68,""
1122,5865,1,70,""
1123,5866,1,68,""
1124,5867,1,71,""
1125,5868,1,71,""
1126,5869,1,69,""
1127,5870,1,71,""
1128,5871,1,68,""
1129,5872,1,70,""
1130,5874,1,68,""
1131,5875,1,68,""
1132,5876,1,72,""
1133,5877,1,72,""
1134,5878,1,70,""
1135,5879,1,71,""
1136,5880,1,68,""
1137,5881,1,70,""
1138,5882,1,70,""
1139,5883,1,71,""
1140,5884,1,68,""
1141,5885,1,68,""
1142,5886,1,70,""
1143,5887,1,68,""
1144,5888,1,68,""
1145,5889,1,68,""
1146,5890,1,69,""
1147,5891,1,68,""
1148,5892,1,69,""
1149,5893,1,68,""
1150,5894,1,68,""
1151,5895,1,68,""
1152,5896,1,70,""
1153,5897,1,68,""
1154,5898,1,71,""
1155,5903,1,70,""
1156,5904,1,71,""
1157,5905,1,68,""
1158,5906,1,68,""
1159,5907,1,71,""
1160,5908,1,71,""
1161,5909,1,70,""
1162,5910,1,71,""
1163,5911,1,70,""
1164,5912,1,68,""
1165,5913,1,70,""
1166,5914,1,71,""
1167,5915,1,70,""
1168,5916,1,70,""
1169,5917,1,68,""
1170,5918,1,71,""
1171,5919,1,70,""
1172,5920,1,70,""
1173,5921,1,68,""
1174,5922,1,69,""
1175,5923,1,68,""
1176,5924,1,72,""
1177,5926,1,68,""
1178,5927,1,68,""
1179,5928,1,68,""
1180,5929,1,68,""
1181,5930,1,70,""
1182,5931,1,68,""
1183,5932,1,68,""
1184,5934,1,71,""
1185,5933,1,68,""
1186,5935,1,68,""
1187,5936,1,68,""
1188,5937,1,68,""
1189,5938,1,68,""
1190,5939,1,68,""
1191,5940,1,68,""
1192,5942,1,72,""
1193,5941,1,68,""
1194,5943,1,72,""
1195,6098,1,74,""
1196,6099,1,74,""
1197,6100,1,74,""
1198,6110,1,75,""
1199,6111,1,75,""
1200,6112,1,75,""
1201,6113,1,75,""
1202,6114,1,75,""
1203,6115,1,75,""
1204,6116,1,75,""
1205,6117,1,75,""
1206,6118,1,76,""
1207,6119,1,76,""
1208,6120,1,76,""
1209,6121,1,76,""
1210,6122,1,76,""
1211,6123,1,76,""
1212,6124,1,76,""
1213,6125,1,77,""
1214,6126,1,77,""
1215,6127,1,77,""
1216,6128,1,77,""
1217,6129,1,77,""
1218,6130,1,77,""
1219,6131,1,77,""
1220,6132,1,78,""
1221,6133,1,78,""
1222,6134,1,78,""
1223,6135,1,78,""
1224,6136,1,78,""
1225,6137,1,78,""
1226,6138,1,79,""
1227,6139,1,79,""
1228,6140,1,79,""
1229,6141,1,79,""
1230,6142,1,79,""
1231,6143,1,79,""
1232,6144,1,80,""
1233,6145,1,80,""
1234,6146,1,80,""
1235,6147,1,80,""
1236,6148,1,80,""
1237,6149,1,81,""
1238,6150,1,81,""
1239,6151,1,81,""
1240,6152,1,81,""
1241,6153,1,81,""
1242,6154,1,82,""
1243,6155,1,82,""
1244,6156,1,82,""
1245,6157,1,82,""
1246,6158,1,83,""
