"rownum","Projectile","Variant","[rid]","i32","rid"
87,"lightning_strike_projectile",3,[1160],3,""
88,"lightning_strike_projectile_lite",3,[1160],3,""
89,"burning_arrow",0,[63],3,""
90,"burning_arrow_vaal",0,[64],3,""
91,"burning_arrow",1,[1105],3,""
92,"burning_arrow_vaal",1,[1106],3,""
93,"eye_of_winter_ball",0,[1093],3,""
94,"eye_of_winter_ball",1,[1118],3,""
95,"eye_of_winter_shard",0,[1094],3,""
96,"eye_of_winter_shard",1,[1119],3,""
97,"spectral_helix",0,[1083],3,""
98,"spectral_helix",1,[1120],3,""
99,"mortar_barrage_mine",0,[728],3,""
100,"mortar_barrage_mine",1,[743],3,""
101,"mortar_barrage_mine",2,[1123],3,""
102,"cold_projectile_mine",0,[732],3,""
103,"cold_projectile_mine",1,[742],3,""
104,"cold_projectile_mine",2,[1122],3,""
105,"poisonous_concoction",0,[1126],3,""
106,"poisonous_concoction",1,[1126],3,""
107,"barrage_bow",0,[59],3,""
108,"barrage_bow",1,[325],3,""
109,"barrage_bow",2,[488],3,""
110,"barrage_bow",3,[545],3,""
111,"barrage_bow",4,[60],3,""
112,"barrage_wand",0,[783],3,""
113,"barrage_wand",1,[325],3,""
114,"barrage_wand",2,[833],3,""
115,"barrage_wand",3,[545],3,""
116,"virulent_arrow_main",0,[498],3,""
117,"virulent_arrow_main",1,[501],3,""
118,"virulent_arrow_main",2,[1139],3,""
119,"virulent_arrow_main",3,[1149],3,""
120,"virulent_arrow_lesser",0,[500],3,""
121,"virulent_arrow_lesser",1,[503],3,""
122,"virulent_arrow_lesser",2,[1141],3,""
123,"virulent_arrow_lesser",3,[1151],3,""
124,"virulent_arrow_neither",0,[499],3,""
125,"virulent_arrow_neither",1,[502],3,""
126,"virulent_arrow_neither",2,[1140],3,""
127,"virulent_arrow_neither",3,[1150],3,""
128,"lightning_arrow",0,[67],3,""
129,"lightning_arrow",1,[66],3,""
130,"lightning_arrow",2,[68],3,""
131,"lightning_arrow",3,[1175],3,""
132,"tornado_shot_bow_primary",0,[107],3,""
133,"tornado_shot_bow_primary",1,[231],3,""
134,"tornado_shot_bow_primary",2,[352],3,""
135,"tornado_shot_bow_primary",3,[1143],3,""
136,"tornado_shot_bow_primary",4,[1163],3,""
137,"tornado_shot_bow_secondary",0,[113],3,""
138,"tornado_shot_bow_secondary",1,[230],3,""
139,"tornado_shot_bow_secondary",2,[351],3,""
140,"tornado_shot_bow_secondary",3,[1142],3,""
141,"tornado_shot_bow_secondary",4,[1162],3,""
142,"tornado_shot_wand_primary",0,[108],3,""
143,"tornado_shot_wand_primary",1,[108],3,""
144,"tornado_shot_wand_primary",2,[108],3,""
145,"tornado_shot_wand_primary",3,[108],3,""
146,"tornado_shot_wand_primary",4,[108],3,""
147,"tornado_shot_wand_secondary",0,[114],3,""
148,"tornado_shot_wand_secondary",1,[114],3,""
149,"tornado_shot_wand_secondary",2,[114],3,""
150,"tornado_shot_wand_secondary",3,[114],3,""
151,"fireball",0,[0],3,""
152,"fireball",1,[2],3,""
153,"fireball",2,[1],3,""
154,"fireball",3,[3],3,""
155,"fireball",4,[4],3,""
156,"fireball",5,[5],3,""
157,"fireball",6,[226],3,""
158,"fireball",7,[280],3,""
159,"fireball",8,[290],3,""
160,"fireball",9,[303],3,""
161,"fireball",10,[337],3,""
162,"fireball",11,[338],3,""
163,"fireball",12,[353],3,""
164,"fireball",13,[442],3,""
165,"fireball",14,[445],3,""
166,"fireball",15,[446],3,""
167,"fireball",16,[450],3,""
168,"fireball",17,[492],3,""
169,"fireball",18,[493],3,""
170,"fireball",19,[729],3,""
171,"fireball",20,[747],3,""
172,"fireball",21,[749],3,""
173,"fireball",22,[6],3,""
174,"fireball",23,[1112],3,""
175,"fireball",24,[1144],3,""
176,"fireball",25,[1147],3,""
177,"fireball",26,[1148],3,""
178,"fireball",27,[1173],3,""
179,"ice_shot",0,[69],3,""
180,"ice_shot",1,[70],3,""
181,"ice_shot",2,[71],3,""
182,"ice_shot",3,[72],3,""
183,"ice_shot",4,[1145],3,""
184,"explosive_arrow",0,[65],3,""
185,"explosive_arrow",1,[815],3,""
186,"explosive_arrow",2,[955],3,""
187,"explosive_arrow",3,[1168],3,""
188,"explosive_arrow",4,[1174],3,""
