"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
10,"Descent11","[4722,4723,6,6,4644,4645,4646,2,14,11,11]","[4724,4725,5196,6,6,4644,4645,4646,2,2]","[4722,4723,6,6,4644,4645,4646,2,14,11,11]","[4724,4725,5196,6,6,4644,4645,4646,2,2]","[4722,4723,6,6,4644,4645,4646,2,14,11,11]","[4724,4725,5196,6,6,4644,4645,4646,2,2]","[4722,4723,6,6,4644,4645,4646,2,14,11,11]","[4724,4725,5196,6,6,4644,4645,4646,2,2]","[4722,4723,6,6,4644,4645,4646,2,14,11,11]","[4724,4725,5196,6,6,4644,4645,4646,2,2]","[4722,4723,6,6,4644,4645,4646,2,14,11,11]","[4724,4725,5196,6,6,4644,4645,4646,2,2]",1316,"[4722,4723,6,6,4644,4645,4646,2,14,11,11]","[4724,4725,5196,6,6,4644,4645,4646,2,2]"
11,"Descent12","[4674,1,1,1,5486,5476,5163,5178,5516,5515,14,6,2,15,15]","[1,1,1,4674,5515,5163,5178,5476,5516,5486,12,12,6,2]","[4674,1,1,1,5486,5476,5163,5178,5516,5475,14,6,2,15,15]","[1,1,1,4674,5516,5475,5163,5178,5486,5476,12,12,6,2]","[4674,1,1,1,5480,5163,5178,5650,5516,5513,14,6,2,15,15]","[1,1,1,4674,5516,5163,5178,5513,5650,5480,12,12,6,2]","[4674,1,1,1,5516,5479,5163,5178,5517,5474,14,6,2,15,15]","[1,1,1,4674,5517,5479,5474,5516,12,12,6,2]","[4674,1,1,1,5163,5178,5517,5515,5474,14,6,2,15,15]","[1,1,1,4674,5517,5163,5178,5515,5474,12,12,6,2]","[4674,1,1,1,5163,5178,5515,5474,5516,5475,14,6,2,15,15]","[1,1,1,4674,5163,5178,5515,5474,5516,5475,12,12,6,2]",1317,"[4674,1,1,1,5163,5178,5515,5516,5474,14,6,2,15,15]","[1,1,1,4674,5163,5178,5515,5516,5474,12,12,6,2]"
12,"Descent13","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]",1318,"[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]"
13,"Descent14","[6,6,2,2,13,13,5557,5694,5709]","[21,21,20,20,20,19,19,13,13,5557,5694,5709]","[6,6,2,2,13,13,5557,5694,5709]","[21,21,20,20,20,19,19,13,13,5557,5694,5709]","[6,6,2,2,13,13,5641,5557,5682]","[21,21,20,20,20,19,19,13,13,5641,5557,5682]","[6,6,2,2,13,13,5592,5603,5706,5679,5683]","[21,21,20,20,20,19,19,13,13,5592,5603,5706,5679,5683]","[6,6,2,2,13,13,5590,5592,5603,5706,5683]","[21,21,20,20,20,19,19,13,13,5590,5592,5603,5706,5683]","[6,6,2,2,13,13,5590,5706,5694,5709]","[21,21,20,20,20,19,19,13,13,5590,5706,5694,5709]",1319,"[6,6,2,2,13,13,5590,5557,5706,5694,5709]","[21,21,20,20,20,19,19,13,13,5557,5590,5706,5694,5709]"
14,"Descent15",[],[],[],[],[],[],[],[],[],[],[],[],1320,[],[]
15,"Descent2_2_1","[4640,4642,10,10,15,11,4723,4669,5537,5487,5672,5159,5159,5174,5707]",[],"[4640,4642,10,10,15,11,4723,4669,5159,5159,5174,5485,5537,5506,5672,5707]",[],"[4640,4642,10,10,15,11,4723,4669,5159,5174,5159,5506,5420,5684]",[],"[4640,4642,10,10,15,11,4723,4669,5159,5174,5159,5534,5506,5695,5690]",[],"[4640,4642,10,10,15,11,4723,4669,5159,5174,5159,5695,5690]",[],"[4640,4642,10,10,15,11,4723,4669,5159,5174,5159,5542,5672,5690,5707]",[],1322,"[4640,4642,10,10,15,11,4723,4669,5159,5174,5159,5537,5672,5690,5707]",[]
16,"Descent2_2_2","[4641,10,10,15,11,1,1,1,4722,6,4668,5537,5487,5672,5159,5174,5707]",[],"[4641,10,10,15,11,1,1,1,4722,6,4668,5159,5174,5485,5537,5506,5672,5707]",[],"[4641,10,10,15,11,1,1,1,4722,6,4668,5159,5174,5506,5420,5684]",[],"[4641,10,10,15,11,1,1,1,4722,6,4668,5159,5174,5534,5506,5695,5690]",[],"[4641,10,10,15,11,1,1,1,4722,6,4668,5159,5174,5695,5690]",[],"[4641,10,10,15,11,1,1,1,4722,6,4668,5159,5174,5542,5672,5690,5707]",[],1323,"[4641,10,10,15,11,1,1,1,4722,6,4668,5159,5174,5537,5672,5690,5707]",[]
17,"Descent2_3","[8,8,8,12,12,14,15,11,11,10,10,1,1,5160,5175]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],1324,"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[]
18,"Descent2_4","[5560,5425,5160]",[],"[5160,5425,5560,5428]",[],"[5160,5428,5431,5560]",[],"[5160,5434,5431,5428,5699,5569]",[],"[5160,5434,5428,5699]",[],"[5160,5425,5434,5560]",[],1327,"[5160,5431,5434,5425,5560,5428]",[]
19,"Descent2_5_1","[4670,4672,6,11,11,14,1,1,4724]",[],"[4671,4672,6,11,11,14,1,1,4724]",[],"[4671,4672,6,11,11,14,1,1,4724]",[],"[4670,4672,6,11,11,14,1,1,4724]",[],"[4671,4672,6,11,11,14,1,1,4724]",[],"[4671,4670,6,11,11,14,1,1,4724]",[],1328,"[4671,4672,6,11,11,14,1,1,4724]",[]
20,"Descent2_5_2","[4670,4671,6,6,2,4722]",[],"[4670,4672,6,6,2,4722]",[],"[4670,4671,6,6,2,4722]",[],"[4670,4671,6,6,2,4722]",[],"[4670,4671,6,6,2,4722]",[],"[4672,4671,6,6,2,4722]",[],1329,"[4670,4671,6,6,2,4722]",[]
21,"Descent2_6_1","[6,6,2,5401,5161,5176,5704]",[],"[6,6,2,5566,5704,5401]",[],"[6,6,2,5566,5490,5507]",[],"[6,6,2,5566,5397,5571,5698,5686]",[],"[6,6,2,5397,5501,5508,5698,5686]",[],"[6,6,2,5397,5501,5589,5562,5704]",[],1330,"[6,6,2,5397,5704,5501]",[]
22,"Descent2_6_2","[21,20,19,23,21,20,19,23,5401,5161,5176,5704]",[],"[21,20,19,23,21,20,19,23,5566,5704,5401]",[],"[21,20,19,23,21,20,19,23,5566,5490,5507]",[],"[21,20,19,23,21,20,19,23,5566,5397,5571,5698,5686]",[],"[21,20,19,23,21,20,19,23,5397,5501,5508,5698,5686]",[],"[21,20,19,23,21,20,19,23,5397,5501,5589,5562,5704]",[],1332,"[21,20,19,23,21,20,19,23,5397,5704,5501]",[]
23,"Descent2_8_1","[6,2,2,4675,4676,21,20,19,21,20,19,5646,5647,5645,5406]",[],"[6,2,2,4675,4677,21,20,19,21,20,19,5645,5646,5647,5406,5413]",[],"[6,2,2,4675,4676,21,20,19,21,20,19,5646,5647,5645,5413,5541]",[],"[6,2,2,4675,4676,21,20,19,21,20,19,5647,5646,5645,5413,5541]",[],"[6,2,2,4676,4677,21,20,19,21,20,19,5647,5646,5599,5541]",[],"[6,2,2,4675,4676,21,20,19,21,20,19,5647,5646,5541,5645,5406]",[],1336,"[6,2,2,4675,4676,21,20,19,21,20,19,4677,5647,5646,5645,5413,5406,5541]",[]
24,"Descent2_8_2","[6,4675,4677,10,10,11,11,1,1,21,20,19,21,20,19,14,5646,5647,5645,5406,5161,5176]",[],"[6,4676,4677,10,10,11,11,1,1,21,20,19,21,20,19,14,5645,5646,5647,5406,5413]",[],"[6,4676,4677,10,10,11,11,1,1,21,20,19,21,20,19,14,5646,5647,5645,5413,5541]",[],"[6,4675,4677,10,10,11,11,1,1,21,20,19,21,20,19,14,5647,5646,5645,5413,5541]",[],"[6,4675,4677,10,10,11,11,1,1,21,20,19,21,20,19,14,5647,5646,5599,5541]",[],"[6,4676,4677,10,10,11,11,1,1,21,20,19,21,20,19,14,5647,5646,5541,5645,5406]",[],1337,"[6,4676,4677,10,10,11,11,1,1,21,20,19,21,20,19,14,4675,5647,5646,5645,5413,5406,5541]",[]
25,"Descent2_9_1","[6,2,13,13,13,2,6,6,6,2,4646,5468,5426,5498,5162,5162,5177,5177,4646]",[],"[6,2,13,13,13,2,6,6,6,2,4646,5595,5426,5498,5468,4646]",[],"[6,2,13,13,13,2,6,6,6,2,4646,5595,5426,5498,4646]",[],"[6,2,13,13,13,2,6,6,6,2,4646,5471,5426,5468,5678,4646]",[],"[6,2,13,13,13,2,6,6,6,2,4646,5471,5491,4646]",[],"[6,2,13,13,13,2,6,6,6,2,4646,5471,5491,5498,5468,4646]",[],1338,"[6,2,13,13,13,2,6,6,6,2,4646,5468,5426,5498,5471,5491,5595,4646]",[]
26,"Descent2_9_2","[6,2,13,13,13,1,1,21,20,19,4644,5468,5426,5498,5162,5162,5177,5177,4644]",[],"[6,2,13,13,13,1,1,21,20,19,4644,5595,5426,5498,5468,4644]",[],"[6,2,13,13,13,1,1,21,20,19,4644,5595,5426,5498,4644]",[],"[6,2,13,13,13,1,1,21,20,19,4644,5471,5426,5468,5678,4644]",[],"[6,2,13,13,13,1,1,21,20,19,4644,5471,5491,4644]",[],"[6,2,13,13,13,1,1,21,20,19,4644,5471,5491,5498,5468,4644]",[],1339,"[6,2,13,13,13,1,1,21,20,19,4644,5468,5426,5498,5471,5491,5595,4644]",[]
27,"Descent2_9_3","[6,2,13,13,13,2,6,12,14,13,4645,5468,5426,5498,5162,5162,5177,5177,4645]",[],"[6,2,13,13,13,2,6,12,14,13,4645,5595,5426,5498,5468,4645]",[],"[6,2,13,13,13,2,6,12,14,13,4645,5595,5426,5498,4645]",[],"[6,2,13,13,13,2,6,12,14,13,4645,5471,5426,5468,5678,4645]",[],"[6,2,13,13,13,2,6,12,14,13,4645,5471,5491,4645]",[],"[6,2,13,13,13,2,6,12,14,13,4645,5471,5491,5498,5468,4645]",[],1340,"[6,2,13,13,13,2,6,12,14,13,4645,5468,5426,5498,5471,5491,5595,4645]",[]
28,"Descent2_11","[5,21,20,19,2,6,13,4651]",[],"[5,21,20,19,2,6,13,4651]",[],"[5,21,20,19,2,6,13,4651]",[],"[5,21,20,19,2,6,13,4651]",[],"[5,21,20,19,2,6,13,4651]",[],"[5,21,20,19,2,6,13,4651]",[],1344,"[5,21,20,19,2,6,13,4651]",[]
29,"Descent2_12","[1,1,1,6,2,8,8,8,12,12,13,5515,5475,5486,5476,5514,5163,5178]",[],"[1,1,1,6,2,8,8,8,12,12,13,5475,5650,5516,5513,5476]",[],"[1,1,1,6,2,8,8,8,12,12,13,5650,5480,5516,5513]",[],"[1,1,1,6,2,8,8,8,12,12,13,5553,5555,5554,5517,5516,5479]",[],"[1,1,1,6,2,8,8,8,12,12,13,5553,5555,5554,5510,5517]",[],"[1,1,1,6,2,8,8,8,12,12,13,5553,5555,5554,5475,5515]",[],1345,"[1,1,1,6,2,8,8,8,12,12,13,5553,5555,5554,5515,5517,5516]",[]
30,"Descent2_3_S1","[5196,5196,5082]",[],"[5196,5196,5082]",[],"[5196,5196,5082]",[],"[5196,5196,5082]",[],"[5196,5196,5082]",[],"[5196,5196,5082]",[],1325,"[5196,5196,5082]",[]
31,"Descent2_6_1_S1","[5398,4450,5670,5482,5656,4506]",[],"[5398,4450,5670,5482,5656,4506]",[],"[5398,4450,5670,5482,5656,4506]",[],"[5398,4450,5670,5482,5656,4506]",[],"[5398,4450,5670,5482,5656,4506]",[],"[5398,4450,5670,5482,5656,4506]",[],1331,"[5398,4450,5670,5482,5656,4506]",[]
32,"Descent2_6_2_S1","[5521,5666]",[],"[5521,5666]",[],"[5521,5666]",[],"[5521,5666]",[],"[5521,5666]",[],"[5521,5666]",[],1333,"[5521,5666]",[]
